site_no,spot_no,year,obs_date,bleaching_all,bleaching_acropora,env_type,mmm_logger,mmm_sat,dhw_logger,dhw_sat_raw,dhw_sat_corrected
14,77,2022,2022-10-25,87.5,90.0,閉鎖系,28.285749999999997,28.126666666666665,12.05228571428573,12.185714285714296,13.566190476190476
14,77,2023,2023-11-12,77.5,65.0,閉鎖系,28.285749999999997,28.126666666666665,11.046071428571452,9.910952380952391,8.440952380952384
14,77,2024,2024-11-03,87.5,85.0,閉鎖系,28.285749999999997,28.126666666666665,17.644285714285743,16.935238095238105,18.735238095238095
14,82,2020,2020-11-12,40.0,32.0,閉鎖系,28.232083333333335,28.126666666666665,7.4192261904761745,8.223809523809535,6.2852380952381
14,82,2021,2021-11-01,54.0,31.5,閉鎖系,28.232083333333335,28.126666666666665,0.0,0.0,0.0
14,82,2022,2022-10-25,92.5,95.0,閉鎖系,28.232083333333335,28.126666666666665,11.634749999999991,12.185714285714296,13.566190476190476
14,82,2023,2023-11-12,47.5,47.5,閉鎖系,28.232083333333335,28.126666666666665,11.173333333333316,9.910952380952391,8.440952380952384
14,82,2024,2024-11-21,99.0,100.0,閉鎖系,28.232083333333335,28.126666666666665,12.968333333333316,13.232380952380964,13.232380952380955
15,22,2020,2020-11-08,63.5,43.0,外洋系,28.10766666666667,28.124166666666667,9.116428571428544,8.933809523809519,6.9588095238095145
15,22,2021,2021-10-30,72.5,68.0,外洋系,28.10766666666667,28.124166666666667,0.0,0.0,0.0
15,22,2022,2022-10-24,92.5,97.5,外洋系,28.10766666666667,28.124166666666667,12.323571428571407,12.553571428571427,12.15130952380952
15,22,2023,2023-11-11,40.0,70.0,外洋系,28.10766666666667,28.124166666666667,12.052238095238067,9.87666666666666,7.703571428571416
15,22,2024,2024-11-19,87.5,92.5,外洋系,28.10766666666667,28.124166666666667,14.11666666666664,13.405238095238088,12.1195238095238
15,104,2020,2020-10-31,50.5,34.5,外洋系,28.121916666666664,28.0925,11.149511904761926,11.069999999999993,9.055714285714274
15,104,2021,2021-10-27,81.5,73.5,外洋系,28.121916666666664,28.0925,0.0,0.0,0.0
15,104,2022,2022-11-15,92.5,97.5,外洋系,28.121916666666664,28.0925,5.316095238095252,5.833928571428566,4.9107142857142785
15,104,2023,2023-11-09,60.0,50.0,外洋系,28.121916666666664,28.0925,11.69823809523812,10.432857142857134,8.247142857142846
15,104,2024,2024-10-28,95.0,100.0,外洋系,28.121916666666664,28.0925,18.500380952380972,17.71142857142856,17.068571428571413
16,95,2020,2020-10-26,74.5,79.0,外洋系,28.155833333333334,28.091666666666665,10.643619047619044,11.705238095238107,9.605238095238104
16,95,2021,2021-10-25,69.0,70.5,外洋系,28.155833333333334,28.091666666666665,0.0,0.0,0.0
16,95,2022,2022-11-06,72.5,75.0,外洋系,28.155833333333334,28.091666666666665,7.987571428571426,9.214285714285724,8.309285714285721
16,95,2023,2023-10-27,30.0,22.5,外洋系,28.155833333333334,28.091666666666665,10.521047619047616,11.56666666666668,9.509523809523818
16,95,2024,2024-10-21,97.5,100.0,外洋系,28.155833333333334,28.091666666666665,16.61033333333333,18.260952380952393,17.875238095238107
17,126,2020,2020-10-29,30.0,31.0,外洋系,28.367499999999996,28.201666666666668,9.459857142857174,10.838095238095226,8.823809523809507
17,126,2021,2021-11-04,21.5,16.5,外洋系,28.367499999999996,28.201666666666668,0.0,0.0,0.0
17,126,2022,2022-11-09,90.0,91.0,外洋系,28.367499999999996,28.201666666666668,5.123285714285729,6.856428571428563,6.034285714285706
17,126,2023,2023-11-04,32.5,27.5,外洋系,28.367499999999996,28.201666666666668,6.6600000000000295,9.578095238095228,7.306666666666651
17,126,2024,2024-10-18,92.5,95.0,外洋系,28.367499999999996,28.201666666666668,12.973000000000031,16.61095238095237,16.010952380952368
17,131,2020,2020-11-07,40.0,0.0,外洋系,28.33283333333333,28.231666666666666,9.13090476190479,9.628095238095247,7.642857142857147
17,131,2021,2021-11-07,75.0,,外洋系,28.33283333333333,28.231666666666666,,,
17,131,2022,2022-11-08,100.0,0.0,外洋系,28.33283333333333,28.231666666666666,0.0,0.0,0.0
17,131,2023,2023-10-25,20.0,,外洋系,28.33283333333333,28.231666666666666,6.588595238095266,9.506666666666675,7.192380952380956
17,131,2024,2024-10-15,100.0,,外洋系,28.33283333333333,28.231666666666666,13.387428571428599,16.24238095238096,15.64238095238096
18,4,2020,2020-11-12,10.0,,閉鎖系,26.052999999999997,26.719166666666666,16.96271428571431,21.252380952380953,18.852380952380948
18,4,2021,2022-01-18,,,閉鎖系,26.052999999999997,26.719166666666666,0.0,0.0,0.0
18,4,2022,2022-12-14,,,閉鎖系,26.052999999999997,26.719166666666666,2.3358571428571495,4.415476190476192,3.03940476190476
18,4,2023,2023-12-21,,,閉鎖系,26.052999999999997,26.719166666666666,3.834000000000013,4.771071428571431,3.3864285714285702
18,4,2024,2024-12-24,,0.0,閉鎖系,26.052999999999997,26.719166666666666,3.6964285714285867,5.639285714285718,4.025833333333333
18,7,2020,2020-12-23,,0.0,閉鎖系,26.19741666666667,26.724999999999994,5.407904761904754,7.445000000000027,6.117142857142879
18,7,2021,2022-01-18,,0.0,閉鎖系,26.19741666666667,26.724999999999994,0.0,0.0,0.0
18,7,2022,2022-12-14,,,閉鎖系,26.19741666666667,26.724999999999994,1.7677380952380908,4.201428571428598,2.8300000000000227
18,7,2023,2023-12-21,,,閉鎖系,26.19741666666667,26.724999999999994,5.247297619047608,5.207857142857171,3.7985714285714525
18,7,2024,2024-12-25,,,閉鎖系,26.19741666666667,26.724999999999994,,,
19,1,2020,2020-10-26,0.0,0.0,閉鎖系,23.066666666666666,23.096666666666664,18.289809523809527,31.64952380952383,29.249523809523826
19,1,2022,2022-11-25,0.0,0.0,閉鎖系,23.066666666666666,23.096666666666664,12.635000000000002,14.87238095238097,12.868571428571443
19,1,2023,2023-11-21,0.0,0.0,閉鎖系,23.066666666666666,23.096666666666664,18.49009523809524,23.165238095238117,21.00619047619049
19,1,2024,2024-10-24,0.0,0.0,閉鎖系,23.066666666666666,23.096666666666664,30.23752380952381,37.033809523809545,34.63380952380954
20,9,2022,2022-09-23,0.0,0.0,閉鎖系,23.328999999999997,22.663333333333338,35.12771428571431,37.17047619047615,34.770476190476145
20,9,2023,2023-10-25,10.0,0.0,閉鎖系,23.328999999999997,22.663333333333338,0.0,0.03809523809523745,0.0
20,9,2024,2024-10-01,90.0,,閉鎖系,23.328999999999997,22.663333333333338,52.73728571428574,55.27904761904758,54.379047619047576
20,14,2022,2022-09-29,0.5,0.0,閉鎖系,22.332583333333336,23.014166666666664,28.06961904761903,40.21238095238097,37.81238095238097
20,14,2023,2023-10-21,0.0,0.0,閉鎖系,22.332583333333336,23.014166666666664,0.05477380952380934,0.12797619047619083,0.08511904761904786
20,14,2024,2024-09-27,,,閉鎖系,22.332583333333336,23.014166666666664,31.6320476190476,46.10952380952383,44.00952380952382
21,11,2020,2021-01-09,,,外洋系,24.192583333333335,24.2325,0.0524880952380948,2.27571428571428,1.4492857142857076
21,11,2021,2021-12-15,0.0,0.0,外洋系,24.192583333333335,24.2325,7.480559523809516,7.392499999999992,6.034642857142847
21,11,2022,2022-12-11,,,外洋系,24.192583333333335,24.2325,10.569869047619038,12.318928571428561,10.561785714285701
21,11,2023,2023-11-20,0.0,0.0,外洋系,24.192583333333335,24.2325,22.115071428571415,23.318571428571413,20.938928571428555
21,11,2024,2024-12-28,,0.0,外洋系,24.192583333333335,24.2325,5.132726190476185,6.010714285714276,4.6042857142857025
21,13,2020,2020-11-28,0.0,0.0,外洋系,23.89825,24.29833333333333,16.079928571428564,16.67333333333337,14.273333333333367
21,13,2021,2021-12-11,0.0,0.0,外洋系,23.89825,24.29833333333333,9.746142857142853,8.25571428571431,6.738333333333354
21,13,2022,2022-12-10,,40.0,外洋系,23.89825,24.29833333333333,13.441857142857137,12.284761904761936,10.516666666666692
21,13,2023,2023-12-02,0.0,0.0,外洋系,23.89825,24.29833333333333,16.35214285714285,15.570476190476219,13.752857142857167
21,13,2024,2024-09-26,25.0,80.0,外洋系,23.89825,24.29833333333333,33.290857142857135,38.60047619047623,36.20047619047622
22,1,2020,2020-10-20,,0.0,閉鎖系,23.472250000000003,23.01833333333333,23.68289285714284,29.88333333333335,27.48333333333335
22,1,2021,2021-10-19,0.0,0.0,閉鎖系,23.472250000000003,23.01833333333333,24.61571428571426,30.373333333333356,27.97333333333335
22,1,2022,2022-10-20,0.0,0.0,閉鎖系,23.472250000000003,23.01833333333333,30.117857142857122,35.00333333333335,32.603333333333346
22,1,2023,2023-11-01,,0.0,閉鎖系,23.472250000000003,23.01833333333333,29.959714285714263,32.05761904761907,29.65761904761906
22,1,2024,2024-10-16,30.0,40.0,閉鎖系,23.472250000000003,23.01833333333333,,,
22,6,2021,2021-11-18,0.0,0.0,閉鎖系,24.4455,24.3025,18.575285714285723,21.0357142857143,18.635714285714293
22,6,2022,2022-12-27,0.0,0.0,閉鎖系,24.4455,24.3025,3.0157857142857183,3.645714285714291,2.718214285714288
22,6,2023,2023-10-24,0.0,0.0,閉鎖系,24.4455,24.3025,30.302714285714295,32.12714285714287,29.727142857142862
22,6,2024,2024-09-04,50.0,70.0,閉鎖系,24.4455,24.3025,23.29078571428572,34.031428571428584,32.23142857142858
22,11,2020,2020-12-02,,0.0,閉鎖系,24.56725,24.496666666666666,8.925107142857133,10.57666666666667,8.484761904761902
22,11,2021,2021-10-18,,,閉鎖系,24.56725,24.496666666666666,,,
22,11,2022,2022-11-11,,,閉鎖系,24.56725,24.496666666666666,23.087214285714275,25.838571428571434,23.524285714285714
22,11,2023,2023-11-02,,,閉鎖系,24.56725,24.496666666666666,27.59185714285713,29.5752380952381,27.175238095238093
22,11,2024,2024-10-01,80.0,90.0,閉鎖系,24.56725,24.496666666666666,32.904285714285706,37.57666666666667,35.876666666666665
24,3,2020,2020-11-05,5.0,5.0,不明,24.237416666666665,23.510833333333334,18.581500000000016,26.660476190476185,24.26047619047618
24,3,2021,2021-10-15,0.0,0.0,不明,24.237416666666665,23.510833333333334,22.28780952380954,32.19047619047618,29.79047619047618
24,3,2022,2022-10-20,0.0,0.0,不明,24.237416666666665,23.510833333333334,,,
24,3,2023,2023-11-21,2.5,2.5,不明,24.237416666666665,23.510833333333334,0.0,0.0,0.0
24,3,2024,2024-10-21,15.0,17.5,不明,24.237416666666665,23.510833333333334,31.633095238095255,45.643333333333324,43.243333333333325
24,7,2020,2020-10-21,5.0,5.0,閉鎖系,23.76325,23.535,27.170000000000005,33.70428571428572,31.304285714285708
24,7,2021,2021-10-08,5.0,5.0,閉鎖系,23.76325,23.535,26.934000000000008,32.98142857142857,30.581428571428567
24,7,2022,2022-10-27,5.0,5.0,閉鎖系,23.76325,23.535,0.46692857142857186,0.029999999999999614,0.0
24,7,2023,2023-09-22,5.0,5.0,閉鎖系,23.76325,23.535,31.858428571428572,38.881428571428565,36.481428571428566
24,7,2024,2024-09-25,5.0,5.0,閉鎖系,23.76325,23.535,34.39628571428572,46.58571428571429,44.88571428571428
