spot_id,サイト名,地点No,地名,lat,lon,調査日,year,サンゴ被度,白化率_全体,白化率_ミドリイシ,死滅率_全体,死滅率_ミドリイシ
東村～奥_18,東村～奥,18.0,揚水発電所南東,26.668472,128.270111,2021-09-07 00:00:00,2021,60.0,1.5,0,0,0
東村～奥_19,東村～奥,19.0,安波南,26.707278,128.294194,2021-09-07 00:00:00,2021,40.0,0,0,0,0
東村～奥_20,東村～奥,20.0,カツセノ崎南,26.719,128.302722,2021-09-07 00:00:00,2021,40.0,0,0,0,0
東村～奥_21,東村～奥,21.0,イシキナ崎南,26.730333,128.314472,2021-09-07 00:00:00,2021,50.0,0,0,0,0
東村～奥_22,東村～奥,22.0,安田ヶ島南,26.738944,128.337667,2021-09-07 00:00:00,2021,50.0,0,0,0,0
東村～奥_23,東村～奥,23.0,国頭村赤崎北礁池**,26.821806,128.314111,2021-12-21 00:00:00,2021,20.0,0,0,0,0
東村～奥_24,東村～奥,24.0,国頭村赤崎北礁斜面**,26.823444,128.316917,2021-12-21 00:00:00,2021,60.0,0,0,0,0
東村～奥_25,東村～奥,25.0,奥漁港北**,26.849056,128.288028,2021-12-21 00:00:00,2021,60.0,0,0,0,0
東村～奥_27,東村～奥,27.0,安田ヶ島北*,26.755083,128.330972,2021-09-07 00:00:00,2021,70.0,0,0,0,0
東村～奥_28,東村～奥,28.0,慶佐次ウッパマ東礁斜面,26.600556,128.156889,2021-09-07 00:00:00,2021,60.0,0.5,0,0,0
東村～奥_33,東村～奥,33.0,米須,26.084528,127.698167,2021-11-16 00:00:00,2021,50.0,0,0,0,0
東村～奥_39,東村～奥,39.0,宇佐浜東礁斜面,26.864861,128.267083,2021-12-21 00:00:00,2021,60.0,0,0,0,0
東村～奥_40,東村～奥,40.0,浮原北東ヨコビシ東,26.304194,128.012472,2021-09-20 00:00:00,2021,70.0,0,0,0,0
東村～奥_44,東村～奥,44.0,南浮原南礁斜面,26.286361,127.978889,2021-09-20 00:00:00,2021,60.0,0,0,0,0
東村～奥_45,東村～奥,45.0,慶佐次北礁斜面,26.60925,128.158056,2021-09-07 00:00:00,2021,50.0,0.5,0,0,0
恩納村～残波岬_1,恩納村～残波岬,1.0,喜屋武漁港西,26.0985,127.645556,2021-11-16 00:00:00,2021,50.0,0,0,0,0
恩納村～残波岬_4,恩納村～残波岬,4.0,チービシクエフ南*,26.244694,127.560889,2021-11-21 00:00:00,2021,60.0,0,0,0,0
恩納村～残波岬_5,恩納村～残波岬,5.0,チービシ神山南,26.255444,127.579861,2021-11-21 00:00:00,2021,60.0,0,0,0,0
恩納村～残波岬_6,恩納村～残波岬,6.0,チービシナガンヌ南,26.256333,127.539917,2021-11-21 00:00:00,2021,30.0,0,0,0,0
恩納村～残波岬_7,恩納村～残波岬,7.0,チービシナガンヌ西,26.27025,127.524111,2021-11-21 00:00:00,2021,50.0,0,0,0,0
恩納村～残波岬_8,恩納村～残波岬,8.0,チービシナガンヌ北,26.274111,127.550778,2021-11-21 00:00:00,2021,40.0,0,0,0,0
恩納村～残波岬_9,恩納村～残波岬,9.0,空寿崎西座礁船,26.272056,127.694444,2021-11-21 00:00:00,2021,50.0,0,0,0,0
恩納村～残波岬_10,恩納村～残波岬,10.0,伊佐西,26.296167,127.744722,2021-10-09 00:00:00,2021,60.0,0,0,0,0
恩納村～残波岬_12,恩納村～残波岬,12.0,渡具知西,26.3635,127.734472,2021-10-09 00:00:00,2021,40.0,0,0,0,0
恩納村～残波岬_13,恩納村～残波岬,13.0,残波岬西礁池,26.436694,127.709667,2021-09-25 00:00:00,2021,20.0,0,0,0,0
恩納村～残波岬_14,恩納村～残波岬,14.0,残波岬西礁斜面,26.438639,127.709333,2021-10-09 00:00:00,2021,40.0,0,0,0,0
恩納村～残波岬_15,恩納村～残波岬,15.0,真栄田岬西礁池,26.443333,127.768417,2021-09-25 00:00:00,2021,10.0,0,0,0,0
恩納村～残波岬_16,恩納村～残波岬,16.0,真栄田岬西礁斜面,26.445333,127.767917,2021-10-05 00:00:00,2021,60.0,0,0,0,0
恩納村～残波岬_17,恩納村～残波岬,17.0,恩納村赤崎西礁池,26.493917,127.839944,2021-10-05 00:00:00,2021,70.0,0.5,50,0,0
恩納村～残波岬_18,恩納村～残波岬,18.0,恩納村赤崎西礁斜面,26.495972,127.837778,2021-10-05 00:00:00,2021,80.0,0,0,0,0
恩納村～残波岬_19,恩納村～残波岬,19.0,安富祖北礁池,26.507694,127.881861,2021-10-05 00:00:00,2021,60.0,0,0,0,0
恩納村～残波岬_20,恩納村～残波岬,20.0,部瀬名岬西,26.539361,127.930028,2021-10-05 00:00:00,2021,70.0,0,0,0,0
恩納村～残波岬_21,恩納村～残波岬,21.0,瀬底島南,26.625278,127.858444,2021-12-12 00:00:00,2021,50.0,0,0,0,0
恩納村～残波岬_23,恩納村～残波岬,23.0,水族館西,26.693167,127.872667,2021-12-12 00:00:00,2021,70.0,0,0,0,0
恩納村～残波岬_24,恩納村～残波岬,24.0,備瀬崎東礁池,26.709833,127.879861,2021-10-16 00:00:00,2021,30.0,0,0,0,0
恩納村～残波岬_25,恩納村～残波岬,25.0,備瀬崎東礁斜面,26.711611,127.881722,2021-10-16 00:00:00,2021,60.0,0,0,0,0
恩納村～残波岬_26,恩納村～残波岬,26.0,今帰仁村長浜北礁池*,26.708028,127.947944,2021-10-16 00:00:00,2021,50.0,0,0,0,0
恩納村～残波岬_27,恩納村～残波岬,27.0,今帰仁村長浜北礁斜面*,26.710639,127.947972,2021-10-16 00:00:00,2021,70.0,0,0,0,0
恩納村～残波岬_28,恩納村～残波岬,28.0,古宇利島北礁池**,26.713278,128.021028,2021-10-16 00:00:00,2021,50.0,0,0,0,0
恩納村～残波岬_29,恩納村～残波岬,29.0,古宇利島北礁斜面**,26.715278,128.021278,2021-10-16 00:00:00,2021,80.0,0,0,0,0
恩納村～残波岬_31,恩納村～残波岬,31.0,大嶺崎大瀬,26.192417,127.614583,2021-11-21 00:00:00,2021,40.0,0,0,0,0
恩納村～残波岬_32,恩納村～残波岬,32.0,水釜*,26.360111,127.739222,2021-09-25 00:00:00,2021,30.0,0,0,0,0
恩納村～残波岬_33,恩納村～残波岬,33.0,水釜礁斜面*,26.360639,127.738694,2021-10-09 00:00:00,2021,30.0,0,0,0,0
恩納村～残波岬_40,恩納村～残波岬,40.0,ジャナセ,26.287139,127.717528,2021-11-21 00:00:00,2021,50.0,0,0,0,0
恩納村～残波岬_43,恩納村～残波岬,43.0,真栄田岬西大礁池,26.442694,127.767444,2021-09-25 00:00:00,2021,20.0,0.5,0,0,0
恩納村～残波岬_44,恩納村～残波岬,44.0,砂辺*,26.3245,127.744278,2021-10-09 00:00:00,2021,40.0,0,0,0,0
恩納村～残波岬_45,恩納村～残波岬,45.0,チービシ神山北,26.267444,127.574944,2021-11-21 00:00:00,2021,60.0,0,0,0,0
恩納村～残波岬_48,恩納村～残波岬,48.0,糸満港クラントガイ北,26.119833,127.6515,2021-11-16 00:00:00,2021,70.0,1.5,50,1.5,50
恩納村～残波岬_51,恩納村～残波岬,51.0,恩納村恩納礁斜面,26.508889,127.854083,2021-10-05 00:00:00,2021,70.0,0,0,0,0
恩納村～残波岬_52,恩納村～残波岬,52.0,塩川港南礁斜面,26.60625,127.891861,2021-10-16 00:00:00,2021,70.0,0,0,0,0
水納島・伊是名島・伊平屋島_1,水納島・伊是名島・伊平屋島,1.0,水納島東,26.646083,127.824389,2021-12-12 00:00:00,2021,80.0,0,0,0,0
水納島・伊是名島・伊平屋島_2,水納島・伊是名島・伊平屋島,2.0,ナカンシ東,26.67775,127.8225,2021-12-12 00:00:00,2021,70.0,0,0,0,0
水納島・伊是名島・伊平屋島_3,水納島・伊是名島・伊平屋島,3.0,伊江島西,26.719333,127.742806,2021-12-12 00:00:00,2021,50.0,0,0,0,0
水納島・伊是名島・伊平屋島_4,水納島・伊是名島・伊平屋島,4.0,伊江島イシャラ原東,26.722917,127.833556,2021-12-12 00:00:00,2021,60.0,0,0,0,0
水納島・伊是名島・伊平屋島_5,水納島・伊是名島・伊平屋島,5.0,伊江島湧出北,26.734722,127.789306,2021-12-12 00:00:00,2021,60.0,0,0,0,0
水納島・伊是名島・伊平屋島_7,水納島・伊是名島・伊平屋島,7.0,伊是名島内花橋北,26.955,127.927,2021-09-18 00:00:00,2021,40.0,0,0,0,0
水納島・伊是名島・伊平屋島_8,水納島・伊是名島・伊平屋島,8.0,伊是名島アギギタラ,26.91,127.942,2021-09-19 00:00:00,2021,60.0,0,0,0,0
水納島・伊是名島・伊平屋島_10,水納島・伊是名島・伊平屋島,10.0,伊江島フナズ原南,26.703167,127.776972,2021-12-12 00:00:00,2021,80.0,0,0,0,0
水納島・伊是名島・伊平屋島_11,水納島・伊是名島・伊平屋島,11.0,伊是名島第一号立標,26.907917,127.938083,2021-09-19 00:00:00,2021,70.0,0,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_1,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,1.0,安室南,26.20175,127.317667,2021-10-31 00:00:00,2021,30.0,0,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_2,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,2.0,座間味アゴノウラ,26.237278,127.320056,2021-10-29 00:00:00,2021,10.0,0,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_3,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,3.0,座間味ニタ,26.237083,127.291056,2021-10-30 00:00:00,2021,40.0,0,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_4,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,4.0,嘉比南,26.214611,127.287222,2021-10-31 00:00:00,2021,40.0,0,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_5,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,5.0,阿嘉ニシハマ,26.202194,127.289306,2021-10-31 00:00:00,2021,30.0,0,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_6,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,6.0,阿嘉クシバル,26.203139,127.267167,2021-10-30 00:00:00,2021,60.0,0,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_7,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,7.0,阿嘉アグ,26.194667,127.272611,2021-11-05 00:00:00,2021,40.0,0,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_8,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,8.0,阿嘉マエノハマ,26.1865,127.280694,2021-11-05 00:00:00,2021,20.0,0,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_9,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,9.0,屋嘉比東,26.211611,127.251306,2021-10-30 00:00:00,2021,30.0,<5,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_10,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,10.0,久場北西,26.176917,127.232611,2021-10-30 00:00:00,2021,30.0,0,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_11,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,11.0,渡嘉敷アリガー,26.205333,127.348083,2021-10-29 00:00:00,2021,50.0,0,0,0,0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_12,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,12.0,渡嘉敷アハレン,26.173,127.34075,2021-10-29 00:00:00,2021,50.0,0,0,0,0
宮古島周辺_1,宮古島周辺,1.0,池間島北カギンミ,24.941528,125.245306,2021-11-06 00:00:00,2021,50.0,0,0,0,0
宮古島周辺_2,宮古島周辺,2.0,池間島東チュラビジ,24.934194,125.259639,2021-12-20 00:00:00,2021,60.0,0,0,0,0
宮古島周辺_3,宮古島周辺,3.0,平良狩俣西,24.9005,125.259639,2022-01-15 00:00:00,2021,20.0,0,0,0,0
宮古島周辺_4,宮古島周辺,4.0,伊良部下地島カヤッファ,24.812583,125.143056,2021-11-13 00:00:00,2021,50.0,0,0,0,0
宮古島周辺_5,宮古島周辺,5.0,伊良部下地島渡口沖離礁,24.797806,125.161917,2021-12-29 00:00:00,2021,10.0,0,0,0,0
宮古島周辺_6,宮古島周辺,6.0,来間島東ヨコターラ,24.719444,125.264278,2021-12-29 00:00:00,2021,20.0,0,0,0,0
宮古島周辺_7,宮古島周辺,7.0,上野博愛沖友利大ビセ,24.714028,125.330278,2021-12-29 00:00:00,2021,20.0,0,0,0,0
宮古島周辺_8,宮古島周辺,8.0,城辺吉野海岸,24.748333,125.443111,2022-01-15 00:00:00,2021,30.0,0,0,0,0
八重干瀬_1,八重干瀬,1.0,八重干瀬ウル西,25.017056,125.246556,2021-10-16 00:00:00,2021,10.0,0,0,0,0
八重干瀬_2,八重干瀬,2.0,八重干瀬カナマラ中央南,25.016917,125.267417,2021-10-16 00:00:00,2021,40.0,0,0,0,0
八重干瀬_3,八重干瀬,3.0,八重干瀬クンカディ・ガマ,24.996944,125.234778,2021-10-16 00:00:00,2021,20.0,0,0,0,0
八重干瀬_4,八重干瀬,4.0,八重干瀬イフ南,24.994944,125.262,2021-10-16 00:00:00,2021,20.0,0,0,0,0
川平～大崎_1,川平～大崎,1.0,平久保灯台西,24.605306,124.309889,2021-09-08 00:00:00,2021,0.5,0,0,0,0
川平～大崎_2,川平～大崎,2.0,平久保川北,24.600028,124.306444,2021-09-08 00:00:00,2021,10.0,0,0,0,0
川平～大崎_3,川平～大崎,3.0,平久保集落南,24.583722,124.300028,2021-09-08 00:00:00,2021,20.0,0,0,0,0
川平～大崎_4,川平～大崎,4.0,嘉良川前,24.571972,124.292167,2021-09-08 00:00:00,2021,2.5,0,0,0,0
川平～大崎_5,川平～大崎,5.0,ダテフ崎北,24.563333,124.282083,2021-09-08 00:00:00,2021,80.0,0,0,0,0
川平～大崎_6,川平～大崎,6.0,ダテフ崎南,24.550111,124.285278,2021-09-08 00:00:00,2021,10.0,0,0,0,0
川平～大崎_7,川平～大崎,7.0,野底石崎,24.520278,124.256361,2021-09-07 00:00:00,2021,2.5,0,0,0,0
川平～大崎_8,川平～大崎,8.0,栄集落前,24.509528,124.240806,2021-09-07 00:00:00,2021,50.0,0,0,0,0
川平～大崎_9,川平～大崎,9.0,野底集落前,24.503194,124.231056,2021-09-07 00:00:00,2021,10.0,0,0,0,0
川平～大崎_10,川平～大崎,10.0,野底崎,24.499333,124.227278,2021-09-07 00:00:00,2021,30.0,0,0,0,0
川平～大崎_11,川平～大崎,11.0,伊土名北,24.49225,124.218806,2021-09-07 00:00:00,2021,30.0,0,0,0,0
川平～大崎_12,川平～大崎,12.0,伊土名南,24.478694,124.218944,2021-09-07 00:00:00,2021,80.0,0,0,0,0
川平～大崎_13,川平～大崎,13.0,浦底湾口北,24.469278,124.219194,2021-09-07 00:00:00,2021,70.0,0,0,0,0
川平～大崎_14,川平～大崎,14.0,浦底湾口西,24.461583,124.208611,2021-09-07 00:00:00,2021,60.0,0,0,0,0
川平～大崎_15,川平～大崎,15.0,富野集落前,24.459361,124.201028,2021-09-03 00:00:00,2021,80.0,0,0,0,0
川平～大崎_16,川平～大崎,16.0,米原ｷｬﾝﾌﾟ場,24.453556,124.184083,2021-09-29 00:00:00,2021,70.0,0,0,0,0
川平～大崎_17,川平～大崎,17.0,ヤマバレー前,24.450722,124.173028,2021-09-03 00:00:00,2021,50.0,0,0,0,0
川平～大崎_18,川平～大崎,18.0,ヤマバレー西,24.4515,124.168639,2021-09-09 00:00:00,2021,60.0,0,0,0,0
川平～大崎_19,川平～大崎,19.0,川平小島東,24.457111,124.15525,2021-09-09 00:00:00,2021,40.0,0,0,0,0
川平～大崎_20,川平～大崎,20.0,川平小島北,24.463833,124.149444,2021-09-09 00:00:00,2021,30.0,0,0,0,0
川平～大崎_21,川平～大崎,21.0,川平水路東,24.468778,124.147278,2021-09-09 00:00:00,2021,10.0,0,0,0,0
川平～大崎_22,川平～大崎,22.0,川平水路,24.469583,124.145528,2021-09-09 00:00:00,2021,10.0,0,0,0,0
川平～大崎_23,川平～大崎,23.0,川平水路北西,24.47275,124.144667,2021-09-09 00:00:00,2021,0.5,0,0,0,0
川平～大崎_24,川平～大崎,24.0,川平～石崎,24.481167,124.134583,2021-09-09 00:00:00,2021,60.0,0,0,0,0
川平～大崎_25,川平～大崎,25.0,ｸﾗﾌﾞﾒｯﾄﾞ前,24.4845,124.123778,2021-09-09 00:00:00,2021,40.0,0,0,0,0
川平～大崎_26,川平～大崎,26.0,川平石崎北,24.484194,124.118556,2021-09-09 00:00:00,2021,0.5,0,0,0,0
川平～大崎_27,川平～大崎,27.0,川平石崎南,24.475639,124.111556,2021-09-02 00:00:00,2021,60.0,0,0,0,0
川平～大崎_28,川平～大崎,28.0,底地ビーチ沖,24.469889,124.115083,2021-09-03 00:00:00,2021,70.0,0,0,0,0
川平～大崎_29,川平～大崎,29.0,崎枝湾内,24.457556,124.111306,2021-09-02 00:00:00,2021,50.0,0,0,0,0
川平～大崎_30,川平～大崎,30.0,崎枝湾口,24.458028,124.105583,2021-09-03 00:00:00,2021,40.0,0,0,0,0
川平～大崎_31,川平～大崎,31.0,崎枝～御神,24.454778,124.088806,2021-09-02 00:00:00,2021,50.0,0,0,0,0
川平～大崎_32,川平～大崎,32.0,御神崎,24.451139,124.075917,2021-09-02 00:00:00,2021,30.0,0,0,0,0
川平～大崎_33,川平～大崎,33.0,御神～屋良部,24.444722,124.075028,2021-09-02 00:00:00,2021,70.0,0,0,0,0
川平～大崎_34,川平～大崎,34.0,屋良部崎北,24.433611,124.069944,2021-09-02 00:00:00,2021,20.0,0,0,0,0
川平～大崎_35,川平～大崎,35.0,屋良部崎南,24.427472,124.070444,2021-09-02 00:00:00,2021,20.0,0,0,0,0
川平～大崎_36,川平～大崎,36.0,屋良部～大崎,24.422361,124.076694,2021-09-01 00:00:00,2021,30.0,0,0,0,0
川平～大崎_37,川平～大崎,37.0,名蔵保護水面,24.420861,124.089917,2021-09-01 00:00:00,2021,10.0,0,0,0,0
川平～大崎_38,川平～大崎,38.0,富崎小島前,24.380833,124.116917,2021-09-01 00:00:00,2021,10.0,0,0,0,0
川平～大崎_39,川平～大崎,39.0,観音崎,24.364278,124.109278,2021-09-01 00:00:00,2021,20.0,0,0,0,0
川平～大崎_40,川平～大崎,40.0,真栄里海岸前,24.327889,124.175861,2021-09-01 00:00:00,2021,70.0,0,0,0,0
川平～大崎_41,川平～大崎,41.0,赤崎,24.426083,124.111639,2021-09-01 00:00:00,2021,20.0,0,0,0,0
川平～大崎_42,川平～大崎,42.0,名蔵川河口,24.408833,124.136417,2021-09-01 00:00:00,2021,20.0,0,0,0,0
川平～大崎_43,川平～大崎,43.0,明石西,24.541472,124.282278,2020-11-06 00:00:00,2021,10.0,0,0,0,0
川平～大崎_44,川平～大崎,44.0,伊原間湾口,24.532778,124.260472,2021-09-07 00:00:00,2021,70.0,0,0,0,0
小浜島周辺_27,小浜島周辺,27.0,小浜島東沖,24.345167,124.006611,2021-10-23 00:00:00,2021,10.0,70,67.5,1,1.5
小浜島周辺_28,小浜島周辺,28.0,嘉弥真島南岸礁縁,24.357139,123.997361,2021-10-23 00:00:00,2021,50.0,60.5,60,0,0
小浜島周辺_31,小浜島周辺,31.0,嘉弥真島南西岸礁池内,24.363389,123.994056,2021-10-23 00:00:00,2021,60.0,68.5,72.5,1.5,1.5
小浜島周辺_32,小浜島周辺,32.0,小浜島北東岸礁縁,24.350139,123.992722,2021-10-23 00:00:00,2021,2.5,60,70,0,0
小浜島周辺_35,小浜島周辺,35.0,ヨナラ水道南礁縁,24.333167,123.947611,2021-10-29 00:00:00,2021,60.0,46,48,1,1
小浜島周辺_36,小浜島周辺,36.0,ヨナラ水道南①,24.326611,123.949472,2021-10-29 00:00:00,2021,70.0,50,46,1,1
小浜島周辺_42,小浜島周辺,42.0,小浜島東沖礁湖内①,24.342278,124.032889,2021-11-14 00:00:00,2021,30.0,80,75,1,1
小浜島周辺_43,小浜島周辺,43.0,小浜島東沖礁湖内②,24.348972,124.034806,2021-11-14 00:00:00,2021,20.0,72.5,70,1,1
小浜島周辺_44,小浜島周辺,44.0,嘉弥真島東沖礁湖内,24.357889,124.037639,2021-11-15 00:00:00,2021,10.0,40.5,50.5,1,2.5
小浜島周辺_49,小浜島周辺,49.0,竹富島西沖離礁礁縁,24.343333,124.0675,2021-11-01 00:00:00,2021,10.0,25,25.5,1,1.5
小浜島周辺_50,小浜島周辺,50.0,竹富島西沖離礁外縁,24.351083,124.060944,2021-10-31 00:00:00,2021,30.0,28,20,3.5,3.5
小浜島周辺_51,小浜島周辺,51.0,竹富島北岸礁外縁,24.347667,124.085306,2021-11-13 00:00:00,2021,20.0,43,31.5,1,1
小浜島周辺_52,小浜島周辺,52.0,竹富島北東岸礁外縁,24.344944,124.090306,2021-11-13 00:00:00,2021,20.0,46,35.5,1,1
小浜島周辺_53,小浜島周辺,53.0,竹富島北東沖礁縁,24.337722,124.099639,2021-11-13 00:00:00,2021,20.0,39,35,1,1.5
小浜島周辺_62,小浜島周辺,62.0,ヨナラ水道南②,24.328306,123.9425,2021-10-29 00:00:00,2021,60.0,38.5,46,1.5,1.5
小浜島周辺_63,小浜島周辺,63.0,ヨナラ水道南部,24.332556,123.943028,2021-10-29 00:00:00,2021,50.0,40,37.5,1,1
小浜島周辺_64,小浜島周辺,64.0,ヨナラ水道中央部①,24.348278,123.945944,2021-10-29 00:00:00,2021,50.0,42.5,42.5,1.5,2
小浜島周辺_65,小浜島周辺,65.0,ヨナラ水道北部,24.358528,123.948333,2021-10-30 00:00:00,2021,70.0,60.5,56,2,3.5
小浜島周辺_67,小浜島周辺,67.0,小浜島東沖離礁①,24.336194,124.020111,2021-10-23 00:00:00,2021,30.0,55,62.5,1,1
小浜島周辺_68,小浜島周辺,68.0,嘉弥真島東沖礁内縁,24.362972,124.021556,2021-11-15 00:00:00,2021,20.0,59.5,53.5,1.5,2
小浜島周辺_71,小浜島周辺,71.0,嘉弥真島東沖礁外縁,24.364722,124.041528,2021-10-31 00:00:00,2021,70.0,24,18,1,1
小浜島周辺_72,小浜島周辺,72.0,嘉弥真島北岸礁外縁①,24.369806,124.009528,2021-10-31 00:00:00,2021,50.0,24,15.5,1,1
小浜島周辺_73,小浜島周辺,73.0,嘉弥真島北岸礁外縁②,24.370639,123.989806,2021-10-31 00:00:00,2021,40.0,31,23,1,1
小浜島周辺_74,小浜島周辺,74.0,小浜島北岸礁外縁,24.371528,123.974167,2021-10-31 00:00:00,2021,40.0,23,15.5,1,1
小浜島周辺_75,小浜島周辺,75.0,ヨナラ水道中央部②,24.359,123.954611,2021-10-30 00:00:00,2021,40.0,34.5,30,1.5,2
小浜島周辺_110,小浜島周辺,110.0,小浜島東沖離礁②,24.336111,124.008806,2021-10-23 00:00:00,2021,10.0,67.5,72.5,1.5,2
小浜島周辺_112,小浜島周辺,112.0,タキドングチ海中公園地区,24.336806,124.070083,2021-11-14 00:00:00,2021,30.0,56,50.5,1,1
小浜島周辺_116,小浜島周辺,116.0,鵜離島前離礁,24.371639,123.949611,2021-10-31 00:00:00,2021,60.0,30.5,23,1,1
カタグァー周辺_46,カタグァー周辺,46.0,シモビシ海中公園地区,24.3075,124.054583,2021-11-01 00:00:00,2021,10.0,77.5,77.5,1.5,1
カタグァー周辺_47,カタグァー周辺,47.0,竹富島南西岸礁縁,24.313722,124.068139,2021-11-01 00:00:00,2021,10.0,86,86,1,1
カタグァー周辺_54,カタグァー周辺,54.0,竹富島東沖離礁,24.320861,124.105278,2021-11-13 00:00:00,2021,10.0,48.5,56,1,1
カタグァー周辺_76,カタグァー周辺,76.0,アーサーピー外縁,24.307722,124.108306,2021-11-13 00:00:00,2021,10.0,56.5,43,1,0.5
カタグァー周辺_77,カタグァー周辺,77.0,ウマノハピー礁内①,24.291417,124.128139,2021-11-03 00:00:00,2021,10.0,76.5,72.5,1,1
カタグァー周辺_78,カタグァー周辺,78.0,ウマノハピー礁内②,24.284556,124.141694,2021-11-03 00:00:00,2021,2.5,46,40,1,1
カタグァー周辺_79,カタグァー周辺,79.0,ウマノハピー礁内③,24.284889,124.147444,2021-11-03 00:00:00,2021,2.5,41,40.5,1,1
カタグァー周辺_80,カタグァー周辺,80.0,ウマノハピー内縁①,24.274056,124.151111,2021-11-03 00:00:00,2021,10.0,70,68.5,1,1
カタグァー周辺_81,カタグァー周辺,81.0,ウマノハピー内縁②,24.266917,124.132444,2021-11-03 00:00:00,2021,2.5,53.5,54,1,1
カタグァー周辺_82,カタグァー周辺,82.0,ウマノハピー内縁③,24.252139,124.111,2021-11-01 00:00:00,2021,20.0,54,31.5,1.5,1
カタグァー周辺_83,カタグァー周辺,83.0,ウマノハピー内縁④,24.258417,124.095611,2021-11-01 00:00:00,2021,2.5,40,28.5,1,1
カタグァー周辺_84,カタグァー周辺,84.0,ウマノハピー外縁①,24.246861,124.104528,2021-10-26 00:00:00,2021,30.0,61.5,46.5,1.5,1.5
カタグァー周辺_87,カタグァー周辺,87.0,アーサーピー内縁①,24.312028,124.111306,2021-11-13 00:00:00,2021,20.0,53.5,46.5,1,1
カタグァー周辺_88,カタグァー周辺,88.0,アーサーピー内縁②,24.301833,124.12375,2021-11-14 00:00:00,2021,10.0,67.5,60,1,1
カタグァー周辺_89,カタグァー周辺,89.0,アーサーピー内縁③,24.293278,124.142306,2021-11-14 00:00:00,2021,2.5,51,45.5,1,1
カタグァー周辺_90,カタグァー周辺,90.0,アーサーピー内縁④,24.300639,124.154889,2021-11-14 00:00:00,2021,10.0,46,35.5,1,0.5
カタグァー周辺_93,カタグァー周辺,93.0,ウマノハピー外縁②,24.275806,124.155278,2021-10-26 00:00:00,2021,2.5,54,56,1.5,1
カタグァー周辺_109,カタグァー周辺,109.0,竹富島南沖離礁①,24.297222,124.076,2021-11-16 00:00:00,2021,20.0,46,26,1,2
カタグァー周辺_114,カタグァー周辺,114.0,竹富島南沖離礁②,24.285833,124.090861,2021-11-01 00:00:00,2021,10.0,77,76.5,1.5,1
カタグァー周辺_115,カタグァー周辺,115.0,ウマノハピー礁内④,24.284722,124.1065,2021-11-03 00:00:00,2021,10.0,72.5,65,1.5,1.5
シモビシ～仲間崎沖_4,シモビシ～仲間崎沖,4.0,黒島北沖離礁①,24.281278,124.007472,2021-10-28 00:00:00,2021,10.0,60,70,1,1
シモビシ～仲間崎沖_5,シモビシ～仲間崎沖,5.0,黒島北沖離礁②,24.277667,124.018056,2021-10-28 00:00:00,2021,10.0,75,82.5,0.5,0.5
シモビシ～仲間崎沖_19,シモビシ～仲間崎沖,19.0,黒島北沖離礁③,24.262528,123.997472,2021-10-28 00:00:00,2021,20.0,72.5,65,1.5,1.5
シモビシ～仲間崎沖_20,シモビシ～仲間崎沖,20.0,黒島北沖離礁④,24.268194,123.996222,2021-10-28 00:00:00,2021,20.0,62.5,71.5,1.5,2.5
シモビシ～仲間崎沖_22,シモビシ～仲間崎沖,22.0,黒島ー小浜島間離礁①,24.301194,123.999611,2021-10-30 00:00:00,2021,20.0,72.5,68,3,3
シモビシ～仲間崎沖_23,シモビシ～仲間崎沖,23.0,小浜島南東岸礁縁,24.324056,124.004694,2021-11-02 00:00:00,2021,2.5,70,60,0,0
シモビシ～仲間崎沖_24,シモビシ～仲間崎沖,24.0,小浜島南東沖礁縁①,24.321194,124.016778,2021-11-02 00:00:00,2021,20.0,70,55.5,2.5,1
