site_key,year,bleaching_all,env_type,summer_mean,summer_max,summer_min,days_above_29,days_above_30,days_above_31,cumulative_above_29,n_days,lat,vulnerability,region,dhw_logger,dhw_sat_corrected,bleached,bleached_severe
10_3,2021,0.0,外洋系,28.96305737704918,29.773,26.921,68,0,0,27.944999999999997,122,24.996944,3.030252015959336,宮古八重山,10.442428571428538,8.272857142857145,0,0
10_3,2024,90.0,外洋系,29.86461475409836,31.238,26.941,105,78,7,128.26000000000002,122,24.996944,3.030252015959336,宮古八重山,9.455714285714253,8.110357142857143,1,1
11_19,2020,0.0,閉鎖系,29.60511475409836,31.422,27.192,94,44,5,93.695,122,24.515917,0.0,宮古八重山,3.894642857142834,3.7171428571428256,0,0
11_19,2021,0.0,閉鎖系,29.666942622950817,32.544,27.898,102,44,3,92.391,122,24.515917,0.0,宮古八重山,8.994249999999962,7.854761904761856,0,0
11_19,2023,0.0,閉鎖系,29.174311475409834,30.847,26.652,77,34,0,73.12900000000002,122,24.515917,0.0,宮古八重山,9.160464285714246,8.708690476190428,0,0
12_3,2020,0.0,閉鎖系,29.701975409836063,30.926,27.789,90,56,0,98.90999999999998,122,24.583722,1.2450832797667528,宮古八重山,7.7463333333333475,7.219047619047613,0,0
12_3,2021,0.0,閉鎖系,29.665688524590163,30.975,28.077,108,36,0,87.212,122,24.583722,1.2450832797667528,宮古八重山,11.999785714285732,7.882380952380947,0,0
12_3,2022,60.0,閉鎖系,29.594352459016392,31.647,25.943,78,56,20,120.174,122,24.583722,1.2450832797667528,宮古八重山,17.50739285714287,18.71404761904761,1,1
12_3,2023,0.0,閉鎖系,29.128360655737705,30.446,25.257,78,15,0,55.583,122,24.583722,1.2450832797667528,宮古八重山,5.501654761904774,4.942619047619043,0,0
12_3,2024,0.0,閉鎖系,30.119639344262296,31.611,27.024,105,84,21,153.329,122,24.583722,1.2450832797667528,宮古八重山,0.4343809523809544,0.8007142857142847,0,0
12_23,2020,0.0,中間系,29.8255737704918,31.243,27.136,96,61,7,114.384,122,24.47275,0.1533699765855168,宮古八重山,4.601952380952384,4.7190476190476245,0,0
12_23,2021,0.0,中間系,29.87711475409836,31.724,28.193,108,56,5,112.525,122,24.47275,0.1533699765855168,宮古八重山,11.980238095238096,8.566666666666675,0,0
12_23,2022,5.0,中間系,29.75581147540984,32.089,26.221,77,63,29,133.111,122,24.47275,0.1533699765855168,宮古八重山,6.086904761904762,6.23142857142858,1,0
12_23,2024,0.0,中間系,30.371204918032785,32.236,27.56,104,89,34,180.212,122,24.47275,0.1533699765855168,宮古八重山,4.931809523809526,6.130952380952389,0,0
12_40,2021,0.0,閉鎖系,29.627327868852458,30.781,27.545,101,39,0,87.17800000000001,122,24.327889,0.3016329113105888,宮古八重山,9.727642857142811,8.39904761904763,0,0
12_40,2022,10.0,閉鎖系,29.483934426229503,31.822,25.058,76,53,19,110.934,122,24.327889,0.3016329113105888,宮古八重山,6.2901428571428335,7.696547619047625,1,0
12_40,2023,0.0,閉鎖系,29.31887704918033,30.764,26.601,78,42,0,77.84200000000001,122,24.327889,0.3016329113105888,宮古八重山,11.180964285714245,9.533571428571443,0,0
12_40,2024,5.0,閉鎖系,30.302516393442623,32.023,27.256,103,91,27,174.163,122,24.327889,0.3016329113105888,宮古八重山,17.530571428571385,20.519047619047623,1,0
13_42,2020,52.5,外洋系,29.818032786885247,30.945,27.559,106,55,0,108.95200000000004,122,24.342278,7.395466494717533,宮古八重山,6.688047619047609,5.56238095238094,1,1
13_42,2022,92.5,外洋系,29.797245901639343,31.852,26.553,82,65,26,128.728,122,24.342278,7.395466494717533,宮古八重山,12.786047619047606,12.171904761904752,1,1
13_42,2023,47.5,外洋系,29.446344262295085,31.23,26.22,91,42,2,81.92600000000002,122,24.342278,7.395466494717533,宮古八重山,10.407714285714272,7.40285714285713,1,1
13_42,2024,82.5,外洋系,30.330114754098364,31.878,27.419,110,92,31,174.244,122,24.342278,7.395466494717533,宮古八重山,13.120571428571411,12.171904761904749,1,1
13_64,2020,20.5,外洋系,29.33939344262295,30.486,26.687,90,27,0,63.67200000000001,122,24.348278,5.554652985233503,宮古八重山,8.224226190476186,7.717619047619065,1,0
13_64,2022,90.0,外洋系,29.23211475409836,31.148,26.171,74,44,1,80.409,122,24.348278,5.554652985233503,宮古八重山,11.58938095238095,12.6357142857143,1,1
13_64,2023,25.0,外洋系,28.68491803278689,30.277,26.034,67,4,0,28.19,122,24.348278,5.554652985233503,宮古八重山,9.79519047619047,8.530952380952396,1,0
13_64,2024,100.0,外洋系,29.826368852459012,31.528,27.399,101,58,11,116.646,122,24.348278,5.554652985233503,宮古八重山,15.439333333333328,17.156666666666688,1,1
13_72,2020,25.0,外洋系,29.299147540983608,30.386,26.384,93,21,0,61.016999999999975,122,24.369806,4.622252656807621,宮古八重山,9.71180952380951,9.179047619047576,1,0
13_72,2022,80.0,外洋系,29.235918032786888,30.912,26.509,74,43,0,79.084,122,24.369806,4.622252656807621,宮古八重山,11.43209523809523,13.04452380952378,1,1
13_72,2023,22.5,外洋系,28.46618852459016,29.785,25.957,55,0,0,19.88699999999999,122,24.369806,4.622252656807621,宮古八重山,8.946809523809511,8.825952380952337,1,0
13_72,2024,82.5,外洋系,29.730090163934424,31.02,27.611,94,62,1,105.17000000000002,122,24.369806,4.622252656807621,宮古八重山,15.53395238095237,17.64190476190472,1,1
14_77,2020,72.5,閉鎖系,29.701795081967216,30.931,27.551,103,42,0,94.735,122,24.291417,7.656781141515582,宮古八重山,6.6945357142857365,5.060952380952386,1,1
14_77,2022,87.5,閉鎖系,29.54116393442623,31.384,26.186,76,56,17,111.69,122,24.291417,7.656781141515582,宮古八重山,12.05228571428573,13.566190476190476,1,1
14_77,2023,77.5,閉鎖系,29.18582786885246,30.799,26.761,76,31,0,67.425,122,24.291417,7.656781141515582,宮古八重山,11.046071428571452,8.440952380952384,1,1
14_77,2024,87.5,閉鎖系,30.234024590163937,31.834,27.239,105,86,24,165.93900000000002,122,24.291417,7.656781141515582,宮古八重山,17.644285714285743,18.735238095238095,1,1
14_82,2020,40.0,閉鎖系,29.464762295081968,30.681,27.643,96,25,0,70.757,122,24.252139,6.9093382774672945,宮古八重山,7.4192261904761745,6.2852380952381,1,1
14_82,2022,92.5,閉鎖系,29.35544262295082,31.515,26.437,72,51,12,97.795,122,24.252139,6.9093382774672945,宮古八重山,11.634749999999991,13.566190476190476,1,1
14_82,2023,47.5,閉鎖系,29.03145081967213,30.569,26.45,73,25,0,61.250000000000014,122,24.252139,6.9093382774672945,宮古八重山,11.173333333333316,8.440952380952384,1,1
14_82,2024,99.0,閉鎖系,30.07322950819672,31.537,27.288,102,80,16,151.39499999999995,122,24.252139,6.9093382774672945,宮古八重山,12.968333333333316,13.232380952380955,1,1
15_22,2020,63.5,外洋系,29.56861475409836,30.67,27.644,99,31,0,80.606,122,24.301194,6.766915251537187,宮古八重山,9.116428571428544,6.9588095238095145,1,1
15_22,2022,92.5,外洋系,29.36615573770493,30.947,26.011,74,53,0,95.286,122,24.301194,6.766915251537187,宮古八重山,12.323571428571409,12.15130952380952,1,1
15_22,2023,40.0,外洋系,28.96841803278689,30.783,26.227,72,14,0,53.06,122,24.301194,6.766915251537187,宮古八重山,12.052238095238067,7.703571428571416,1,1
15_22,2024,87.5,外洋系,30.098147540983607,31.639,27.132,106,84,14,151.118,122,24.301194,6.766915251537187,宮古八重山,14.11666666666664,12.1195238095238,1,1
15_104,2020,50.5,外洋系,29.563868852459017,30.628,27.774,101,34,0,78.889,122,24.263861,7.345508255574273,宮古八重山,11.149511904761926,9.055714285714274,1,1
15_104,2022,92.5,外洋系,29.417336065573775,30.954,26.288,77,52,0,95.723,122,24.263861,7.345508255574273,宮古八重山,5.316095238095252,4.9107142857142785,1,1
15_104,2023,60.0,外洋系,28.995967213114756,30.516,27.035,72,11,0,50.96400000000001,122,24.263861,7.345508255574273,宮古八重山,11.69823809523812,8.247142857142846,1,1
15_104,2024,95.0,外洋系,30.099024590163935,31.667,27.271,103,82,12,150.122,122,24.263861,7.345508255574273,宮古八重山,18.500380952380972,17.068571428571413,1,1
16_95,2020,74.5,外洋系,29.27277049180328,30.393,27.459,92,17,0,53.062,122,24.211111,6.766796683720853,宮古八重山,10.643619047619044,9.605238095238104,1,1
16_95,2022,72.5,外洋系,29.081286885245905,31.148,23.438,72,41,1,75.89799999999998,122,24.211111,6.766796683720853,宮古八重山,7.987571428571426,8.309285714285721,1,1
16_95,2023,30.0,外洋系,28.71127049180328,30.321,26.317,73,7,0,38.63900000000001,122,24.211111,6.766796683720853,宮古八重山,10.521047619047616,9.509523809523818,1,0
16_95,2024,97.5,外洋系,29.857598360655736,31.379,27.052,101,66,9,126.768,122,24.211111,6.766796683720853,宮古八重山,16.61033333333333,17.875238095238107,1,1
17_126,2020,30.0,外洋系,29.5395737704918,30.518,27.282,101,31,0,82.374,122,24.439778,6.795670878974747,宮古八重山,9.459857142857174,8.823809523809507,1,0
17_126,2022,90.0,外洋系,29.273926229508195,30.779,26.821,75,45,0,82.113,122,24.439778,6.795670878974747,宮古八重山,5.123285714285729,6.034285714285706,1,1
17_126,2023,32.5,外洋系,28.64020491803279,29.987,26.109,63,0,0,22.388999999999985,122,24.439778,6.795670878974747,宮古八重山,6.6600000000000295,7.306666666666651,1,1
17_126,2024,92.5,外洋系,29.789614754098363,31.247,27.747,98,53,7,108.137,122,24.439778,6.795670878974747,宮古八重山,12.973000000000033,16.010952380952368,1,1
17_131,2020,40.0,外洋系,29.541057377049174,30.613,26.811,104,35,0,86.447,122,24.323056,7.853341014073426,宮古八重山,9.13090476190479,7.642857142857147,1,1
17_131,2023,20.0,外洋系,28.436713114754095,29.909,25.916,47,0,0,15.836999999999996,122,24.323056,7.853341014073426,宮古八重山,6.588595238095266,7.192380952380956,1,0
17_131,2024,100.0,外洋系,29.838967213114756,31.269,28.011,99,59,6,113.07200000000002,122,24.323056,7.853341014073426,宮古八重山,13.3874285714286,15.64238095238096,1,1
18_4,2020,10.0,閉鎖系,26.48840983606557,29.01,22.326,1,0,0,0.0100000000000015,122,27.10675,0.5567087379412904,沖縄本島周辺,16.96271428571431,18.852380952380948,1,0
19_1,2020,0.0,閉鎖系,23.376540983606557,27.33,19.906,0,0,0,0.0,122,34.983333,0.0,本州・鹿児島離島,18.289809523809527,29.249523809523826,0,0
19_1,2022,0.0,閉鎖系,23.521385245901637,26.738,19.351,0,0,0,0.0,122,34.983333,0.0,本州・鹿児島離島,12.635000000000002,12.868571428571444,0,0
19_1,2023,0.0,閉鎖系,24.16822950819672,27.925,19.859,0,0,0,0.0,122,34.983333,0.0,本州・鹿児島離島,18.49009523809524,21.00619047619049,0,0
19_1,2024,0.0,閉鎖系,24.58054918032787,28.943,19.599,0,0,0,0.0,122,34.983333,0.0,本州・鹿児島離島,30.23752380952381,34.63380952380954,0,0
20_9,2022,0.0,閉鎖系,25.848303278688523,29.581,20.956,7,0,0,2.2300000000000004,122,34.4,1.1005337588730528,本州・鹿児島離島,35.12771428571431,34.770476190476145,0,0
20_9,2024,90.0,閉鎖系,26.970754098360658,31.468,20.906,54,21,3,52.429000000000016,122,34.4,1.1005337588730528,本州・鹿児島離島,52.73728571428574,54.379047619047576,1,1
20_14,2022,0.5,閉鎖系,24.219286885245907,27.635,19.997,0,0,0,0.0,122,32.866667,0.0165978448883972,本州・鹿児島離島,28.06961904761903,37.81238095238097,1,0
21_11,2021,0.0,外洋系,25.23500819672131,28.377,20.594,0,0,0,0.0,122,33.480556,0.0,本州・鹿児島離島,7.480559523809516,6.034642857142847,0,0
21_11,2023,0.0,外洋系,26.309196721311476,29.298,22.414,5,0,0,0.532,122,33.480556,0.0,本州・鹿児島離島,22.115071428571415,20.938928571428555,0,0
21_13,2020,0.0,外洋系,24.84376229508197,30.107,19.674,19,2,0,8.398000000000003,122,33.484042,0.3145877956114105,本州・鹿児島離島,16.079928571428564,14.273333333333367,0,0
21_13,2021,0.0,外洋系,24.74627868852459,28.087,20.12,0,0,0,0.0,122,33.484042,0.3145877956114105,本州・鹿児島離島,9.746142857142852,6.738333333333354,0,0
21_13,2023,0.0,外洋系,25.864606557377048,28.891,20.714,0,0,0,0.0,122,33.484042,0.3145877956114105,本州・鹿児島離島,16.35214285714285,13.752857142857168,0,0
21_13,2024,25.0,外洋系,25.199457627118644,29.528,20.287,19,0,0,4.588999999999999,118,33.484042,0.3145877956114105,本州・鹿児島離島,33.290857142857135,36.20047619047622,1,0
22_1,2021,0.0,閉鎖系,25.22538524590164,28.551,21.13,0,0,0,0.0,122,33.043639,0.0,本州・鹿児島離島,24.61571428571426,27.97333333333335,0,0
22_1,2022,0.0,閉鎖系,25.529622950819668,29.092,21.382,1,0,0,0.0919999999999987,122,33.043639,0.0,本州・鹿児島離島,30.11785714285712,32.603333333333346,0,0
22_6,2021,0.0,閉鎖系,26.166836065573772,28.966,21.691,0,0,0,0.0,122,32.824611,0.63143613835307,本州・鹿児島離島,18.575285714285723,18.635714285714293,0,0
22_6,2022,0.0,閉鎖系,26.107918032786884,29.792,21.9,8,0,0,2.692999999999998,122,32.824611,0.63143613835307,本州・鹿児島離島,3.0157857142857183,2.718214285714288,0,0
22_6,2023,0.0,閉鎖系,26.3185,29.103,21.43,1,0,0,0.1030000000000015,122,32.824611,0.63143613835307,本州・鹿児島離島,30.302714285714295,29.727142857142866,0,0
22_6,2024,50.0,閉鎖系,25.754333333333328,30.707,21.906,16,3,0,9.247999999999998,102,32.824611,0.63143613835307,本州・鹿児島離島,23.29078571428572,32.23142857142858,1,1
22_11,2024,80.0,閉鎖系,26.372303278688527,30.03,22.574,23,1,0,8.992000000000008,122,32.776528,2.3595837020182873,本州・鹿児島離島,32.904285714285706,35.876666666666665,1,1
24_3,2020,5.0,不明,25.303844262295083,29.117,20.638,1,0,0,0.1170000000000008,122,32.344694,0.2941084018211688,本州・鹿児島離島,18.581500000000016,24.26047619047618,1,0
24_3,2021,0.0,不明,25.518204918032787,28.863,20.53,0,0,0,0.0,122,32.344694,0.2941084018211688,本州・鹿児島離島,22.28780952380954,29.79047619047618,0,0
24_3,2024,15.0,不明,26.5121475409836,30.088,20.346,26,2,0,13.115000000000002,122,32.344694,0.2941084018211688,本州・鹿児島離島,31.633095238095255,43.243333333333325,1,0
24_7,2020,5.0,閉鎖系,25.29135245901639,29.163,20.779,2,0,0,0.2429999999999985,122,32.186778,0.1986876397554665,本州・鹿児島離島,27.170000000000005,31.304285714285708,1,0
24_7,2021,5.0,閉鎖系,25.584581967213115,28.96,20.036,0,0,0,0.0,122,32.186778,0.1986876397554665,本州・鹿児島離島,26.934000000000008,30.581428571428567,1,0
24_7,2023,5.0,閉鎖系,26.14634426229508,29.274,21.679,2,0,0,0.4770000000000003,122,32.186778,0.1986876397554665,本州・鹿児島離島,31.858428571428572,36.481428571428566,1,0
