site_no,spot_no,year,date,coral_cover,bleaching_all,bleaching_acropora,mortality_all,mortality_acropora
14,78,2023,2023-11-06,,37.5,22.5,0.0,0.0
14,78,2024,2024-11-03,,100.0,100.0,35.0,55.0
14,79,2020,2020-10-30,,75.0,77.5,2.5,2.5
14,79,2021,2021-11-03,2.5,41.0,40.5,1.0,1.0
14,79,2022,2022-11-04,,92.5,90.0,17.5,22.5
14,79,2023,2023-11-06,,30.0,27.5,0.0,0.0
14,79,2024,2024-11-03,,100.0,100.0,62.5,52.5
14,80,2020,2020-11-12,10.0,74.0,65.0,1.5,0.5
14,80,2021,2021-11-03,10.0,70.0,68.5,1.0,1.0
14,80,2022,2022-10-25,10.0,90.0,95.0,15.0,30.0
14,80,2023,2023-11-12,20.0,50.0,42.5,0.0,0.0
14,80,2024,2024-11-05,,100.0,100.0,47.5,72.5
14,81,2020,2020-11-12,,42.5,50.0,1.0,1.0
14,81,2021,2021-11-03,2.5,53.5,54.0,1.0,1.0
14,81,2022,2022-10-25,,90.0,95.0,25.0,50.0
14,81,2023,2023-11-12,,52.5,67.5,0.0,0.0
14,81,2024,2024-11-05,,87.5,97.5,27.5,47.5
14,82,2020,2020-11-12,20.0,40.0,32.0,1.0,1.0
14,82,2021,2021-11-01,20.0,54.0,31.5,1.5,1.0
14,82,2022,2022-10-25,10.0,92.5,95.0,17.5,22.5
14,82,2023,2023-11-12,30.0,47.5,47.5,0.0,0.5
14,82,2024,2024-11-21,,99.0,100.0,72.0,93.5
14,83,2020,2020-11-12,,64.5,60.0,1.0,0.5
14,83,2021,2021-11-01,2.5,40.0,28.5,1.0,1.0
14,83,2022,2022-10-25,,95.0,95.0,40.0,52.5
14,83,2023,2023-11-12,,62.5,56.0,1.0,2.5
14,83,2024,2024-11-03,,100.0,100.0,65.0,87.5
14,84,2020,2020-10-30,20.0,70.0,69.5,1.5,2.5
14,84,2021,2021-10-26,30.0,61.5,46.5,1.5,1.5
14,84,2022,2022-11-04,30.0,87.5,80.0,12.5,12.5
14,84,2023,2023-11-06,30.0,35.5,32.5,0.0,0.0
14,84,2024,2024-11-03,20.0,100.0,100.0,77.5,87.5
14,87,2020,2020-11-18,10.0,39.0,30.0,1.0,1.0
14,87,2021,2021-11-13,20.0,53.5,46.5,1.0,1.0
14,87,2022,2022-11-04,10.0,75.0,90.0,15.0,20.0
14,87,2023,2023-11-11,,62.5,55.0,0.0,1.0
14,87,2024,2024-10-25,,95.0,87.5,35.0,7.5
14,88,2020,2020-11-16,10.0,22.0,17.0,1.0,1.0
14,88,2021,2021-11-14,10.0,67.5,60.0,1.0,1.0
14,88,2022,2022-11-17,10.0,92.5,97.5,12.5,70.0
14,88,2023,2023-11-20,10.0,60.0,57.5,0.0,0.0
14,88,2024,2024-10-26,10.0,95.0,92.5,15.0,12.5
14,89,2020,2020-11-21,,81.5,88.0,3.5,2.0
14,89,2021,2021-11-14,2.5,51.0,45.5,1.0,1.0
14,89,2022,2022-11-14,,95.0,92.5,20.0,67.5
14,89,2023,2023-11-21,,47.5,30.0,0.0,0.0
14,89,2024,2024-10-26,,95.0,92.5,12.5,17.5
14,90,2020,2020-11-21,,52.5,30.0,1.0,1.0
14,90,2021,2021-11-14,10.0,46.0,35.5,1.0,0.5
14,90,2022,2022-11-16,10.0,80.0,96.0,30.0,52.5
14,90,2023,2023-11-21,,25.0,30.0,0.0,0.0
14,90,2024,2024-10-26,,87.5,90.0,15.0,20.0
14,93,2020,2020-10-30,,70.0,70.0,1.0,1.0
14,93,2021,2021-10-26,2.5,54.0,56.0,1.5,1.0
14,93,2022,2022-11-04,10.0,92.5,92.5,5.0,7.5
14,93,2023,2023-11-06,20.0,25.0,20.0,0.0,0.0
14,93,2024,2024-11-03,10.0,100.0,100.0,45.0,55.0
14,109,2020,2020-11-20,20.0,66.0,62.5,1.0,1.0
14,109,2021,2021-11-16,20.0,46.0,26.0,1.0,2.0
14,109,2022,2022-11-14,20.0,92.5,90.0,42.5,45.0
14,109,2023,2023-11-22,30.0,42.5,45.0,0.0,0.0
14,109,2024,2024-11-22,20.0,91.5,99.0,45.0,77.5
14,114,2020,2020-11-20,10.0,69.5,69.5,1.5,1.5
14,114,2021,2021-11-01,10.0,77.0,76.5,1.5,1.0
14,114,2022,2022-11-14,10.0,82.5,85.0,20.0,20.0
14,114,2023,2023-11-22,20.0,37.5,35.0,0.0,0.0
14,114,2024,2024-11-21,,91.5,97.5,57.5,67.5
14,115,2020,2020-11-12,10.0,76.0,73.0,1.5,1.0
14,115,2021,2021-11-03,10.0,72.5,65.0,1.5,1.5
14,115,2022,2022-11-14,10.0,97.5,95.0,42.5,62.5
14,115,2023,2023-11-12,,77.5,77.5,1.0,2.0
14,115,2024,2024-11-05,,100.0,100.0,70.0,80.0
15,4,2020,2020-11-02,,90.0,95.0,1.0,1.0
15,4,2021,2021-10-28,10.0,60.0,70.0,1.0,1.0
15,4,2022,2022-11-15,10.0,92.5,97.5,35.0,67.5
15,4,2023,2023-11-21,,65.0,35.0,0.0,0.0
15,4,2024,2024-11-20,,95.0,87.5,47.5,50.0
15,5,2020,2020-11-02,,85.0,82.5,1.0,1.0
15,5,2021,2021-10-28,10.0,75.0,82.5,0.5,0.5
15,5,2022,2022-11-15,,82.5,95.0,17.5,60.0
15,5,2023,2023-11-21,,57.5,45.0,0.0,0.0
15,5,2024,2024-11-20,,95.0,100.0,52.5,72.5
15,19,2020,2020-11-02,10.0,72.5,72.5,1.0,1.0
15,19,2021,2021-10-28,20.0,72.5,65.0,1.5,1.5
15,19,2022,2022-11-18,10.0,92.5,95.0,37.5,67.5
15,19,2023,2023-11-27,20.0,70.5,37.5,0.0,0.0
15,19,2024,2024-11-23,,99.0,99.0,80.0,87.5
15,20,2020,2020-11-02,20.0,76.5,66.5,1.0,1.0
15,20,2021,2021-10-28,20.0,62.5,71.5,1.5,2.5
15,20,2022,2022-11-15,20.0,80.0,90.0,25.0,45.0
15,20,2023,2023-11-21,40.0,35.0,35.0,0.0,0.0
15,20,2024,2024-11-20,,98.0,100.0,77.5,87.5
15,22,2020,2020-11-08,10.0,63.5,43.0,2.0,0.5
15,22,2021,2021-10-30,20.0,72.5,68.0,3.0,3.0
15,22,2022,2022-10-24,10.0,92.5,97.5,27.5,35.0
15,22,2023,2023-11-11,20.0,40.0,70.0,0.0,1.5
15,22,2024,2024-11-19,10.0,87.5,92.5,37.5,50.0
15,23,2020,2020-11-05,,20.0,27.5,0.0,0.0
15,23,2021,2021-11-02,2.5,70.0,60.0,0.0,0.0
15,23,2022,2022-10-24,,77.5,80.0,12.5,25.0
15,23,2023,2023-11-07,,15.0,17.5,0.0,0.0
15,23,2024,2024-11-09,,72.5,72.5,10.0,5.0
15,24,2020,2020-11-05,20.0,55.0,50.0,1.0,0.5
15,24,2021,2021-11-02,20.0,70.0,55.5,2.5,1.0
15,24,2022,2022-10-20,20.0,95.0,97.5,27.5,42.5
15,24,2023,2023-11-07,10.0,57.5,37.5,0.0,0.0
15,24,2024,2024-11-09,20.0,80.0,75.0,16.0,14.0
15,25,2020,2020-11-05,10.0,30.0,30.0,0.0,0.0
15,25,2021,2021-11-02,10.0,35.0,45.0,1.5,1.5
15,25,2022,2022-10-20,10.0,95.0,92.5,25.0,42.5
15,25,2023,2023-11-07,,40.0,32.5,0.0,0.0
15,25,2024,2024-11-09,,80.0,77.5,16.5,10.0
15,37,2020,2020-11-06,40.0,30.0,23.5,1.5,1.5
15,37,2021,2021-10-22,50.0,55.0,50.0,1.0,1.0
15,37,2022,2022-10-26,30.0,92.5,95.0,22.5,25.0
15,37,2023,2023-10-29,40.0,37.5,35.0,0.0,0.0
15,37,2024,2024-10-20,30.0,92.5,97.5,27.5,45.0
15,38,2020,2020-11-02,10.0,65.0,60.5,1.0,1.5
15,38,2021,2021-10-28,10.0,70.5,65.0,3.0,3.0
15,38,2022,2022-10-26,10.0,97.5,97.5,22.5,25.0
15,38,2023,2023-10-29,,32.5,30.0,0.0,0.0
15,38,2024,2024-10-20,,92.5,95.0,22.5,35.0
15,39,2020,2020-11-08,20.0,69.5,27.5,2.0,0.5
15,39,2021,2021-10-30,20.0,82.5,71.5,6.5,3.0
15,39,2022,2022-10-20,20.0,87.5,97.5,12.5,20.0
15,39,2023,2023-11-11,30.0,80.0,72.5,0.0,0.0
15,39,2024,2024-11-19,20.0,90.0,90.0,37.5,50.0
15,40,2020,2020-11-05,20.0,44.5,47.0,1.0,0.5
15,40,2021,2021-11-02,30.0,57.5,58.0,1.0,1.0
15,40,2022,2022-10-20,20.0,95.0,95.0,35.0,40.0
15,40,2023,2023-11-07,20.0,55.0,47.5,0.0,0.0
15,40,2024,2024-11-09,20.0,75.0,80.0,14.0,12.0
15,41,2020,2020-11-05,20.0,45.0,49.0,1.0,1.0
15,41,2021,2021-11-02,20.0,55.5,44.5,1.5,1.0
15,41,2022,2022-10-20,20.0,95.0,95.0,32.5,40.0
15,41,2023,2023-11-07,20.0,37.5,32.5,0.0,0.0
15,41,2024,2024-11-09,20.0,70.0,72.5,11.0,14.0
15,58,2020,2020-10-31,50.0,70.0,74.5,1.5,1.5
15,58,2021,2021-10-22,70.0,62.5,65.0,1.5,2.5
15,58,2022,2022-10-26,50.0,85.0,87.5,37.5,37.5
15,58,2023,2023-10-29,40.0,35.0,50.0,0.0,2.5
15,58,2024,2024-10-20,40.0,82.5,80.0,12.5,17.5
15,59,2020,2020-10-31,60.0,70.0,70.0,1.0,1.0
15,59,2021,2021-10-22,50.0,67.5,72.5,2.0,4.5
15,59,2022,2022-10-26,60.0,72.5,72.5,5.0,5.0
15,59,2023,2023-10-29,50.0,50.0,55.0,0.0,2.5
15,59,2024,2024-10-20,40.0,82.5,75.0,27.5,17.5
15,60,2020,2020-10-31,70.0,76.5,79.0,1.0,1.0
15,60,2021,2021-10-22,70.0,78.0,79.0,2.0,2.5
15,60,2022,2022-10-26,60.0,77.5,72.5,10.0,6.5
15,60,2023,2023-10-29,50.0,55.0,55.0,0.0,2.5
15,60,2024,2024-10-20,20.0,92.5,90.0,12.5,27.5
15,61,2020,2020-10-31,10.0,75.0,0.0,0.0,
15,61,2021,2021-10-22,10.0,77.5,,2.5,
15,61,2022,2022-10-26,10.0,65.0,0.0,0.0,
15,61,2023,2023-10-29,,37.5,,0.0,
15,61,2024,2024-10-20,,67.5,,10.0,
15,66,2020,2020-11-08,30.0,35.0,34.5,1.5,2.5
15,66,2021,2021-10-29,20.0,66.5,72.5,1.5,2.5
15,66,2022,2022-10-21,10.0,95.0,90.0,45.0,20.0
15,66,2023,2023-11-26,10.0,80.0,62.5,0.0,0.0
15,66,2024,2024-10-27,20.0,85.0,90.0,22.5,32.5
15,104,2020,2020-10-31,10.0,50.5,34.5,1.5,0.5
15,104,2021,2021-10-27,10.0,81.5,73.5,1.5,1.0
15,104,2022,2022-11-15,10.0,92.5,97.5,27.5,65.0
15,104,2023,2023-11-09,10.0,60.0,50.0,0.0,0.0
15,104,2024,2024-10-28,10.0,95.0,100.0,30.0,50.0
15,106,2020,2020-11-02,20.0,72.0,67.0,1.0,1.5
15,106,2021,2021-10-28,20.0,66.5,60.0,1.5,1.5
15,106,2022,2022-11-15,20.0,72.5,92.5,25.0,42.5
15,106,2023,2023-11-09,20.0,47.5,35.0,0.0,0.0
15,106,2024,2024-11-20,,95.0,100.0,57.5,85.0
15,107,2020,2020-11-08,60.0,30.0,27.0,1.5,2.0
15,107,2021,2021-10-30,60.0,41.5,44.0,3.0,2.5
15,107,2022,2022-10-21,30.0,87.5,92.5,37.5,37.5
15,107,2023,2023-11-11,40.0,35.0,37.5,0.0,0.0
15,107,2024,2024-10-27,30.0,80.0,92.5,40.0,37.5
15,108,2020,2020-11-08,50.0,36.0,38.5,6.5,7.0
15,108,2021,2021-10-22,60.0,60.0,65.0,2.5,2.5
15,108,2022,2022-10-22,30.0,97.5,96.5,42.5,47.5
15,108,2023,2023-11-06,30.0,55.0,55.0,2.5,2.5
15,108,2024,2024-10-27,30.0,80.0,82.5,17.5,30.0
15,111,2020,2020-11-05,30.0,34.5,34.0,0.5,1.0
15,111,2021,2021-11-02,30.0,58.5,63.0,1.0,1.0
15,111,2022,2022-10-20,20.0,91.5,96.0,32.5,45.0
15,111,2023,2023-11-07,30.0,55.0,55.0,0.0,0.0
15,111,2024,2024-11-09,20.0,82.5,85.0,16.5,14.5
15,113,2020,2020-10-31,20.0,85.5,82.5,1.5,1.5
15,113,2021,2021-10-27,20.0,86.0,85.5,0.0,0.0
15,113,2022,2022-11-15,20.0,80.0,77.5,12.5,25.0
15,113,2023,2023-11-09,30.0,80.0,50.0,0.0,0.0
15,113,2024,2024-11-20,20.0,82.5,87.5,17.5,30.0
16,1,2020,2020-10-26,,71.5,76.5,2.0,1.5
16,1,2021,2021-10-26,2.5,82.5,73.5,2.0,1.0
16,1,2022,2022-10-27,10.0,95.0,97.5,20.0,17.5
16,1,2023,2023-10-28,10.0,35.0,35.0,0.0,0.0
16,1,2024,2024-11-04,,92.5,100.0,45.0,62.5
16,2,2020,2020-10-30,30.0,75.0,74.5,1.5,1.5
16,2,2021,2021-10-26,30.0,67.5,60.5,1.5,1.0
16,2,2022,2022-11-06,40.0,82.5,80.0,7.5,12.5
16,2,2023,2023-10-28,60.0,40.0,28.0,0.5,1.0
16,2,2024,2024-11-04,50.0,85.0,100.0,27.5,55.0
16,3,2020,2020-10-30,10.0,82.0,81.5,2.0,2.5
16,3,2021,2021-10-26,10.0,53.5,56.0,1.0,1.0
16,3,2022,2022-11-06,20.0,92.5,92.5,12.5,10.0
16,3,2023,2023-10-28,20.0,30.0,17.5,0.0,0.0
16,3,2024,2024-11-04,10.0,100.0,99.0,60.0,77.5
16,6,2020,2020-11-01,,73.5,53.5,1.0,2.0
16,6,2021,2021-10-25,10.0,70.0,70.0,1.5,1.5
16,6,2022,2022-11-06,10.0,85.0,90.0,20.0,32.5
16,6,2023,2023-10-31,,50.0,32.5,0.0,0.0
16,6,2024,2024-11-20,,95.0,100.0,50.0,77.5
16,7,2020,2020-11-17,30.0,69.5,67.0,2.0,1.5
16,7,2021,2021-11-06,20.0,85.0,86.5,2.0,2.0
16,7,2022,2022-10-27,10.0,100.0,100.0,20.0,52.5
16,7,2023,2023-10-30,,75.0,60.0,0.0,0.0
16,7,2024,2024-10-19,,95.0,90.0,10.0,7.5
16,8,2020,2020-11-17,20.0,54.0,51.0,3.5,4.0
16,8,2021,2021-11-06,10.0,92.5,87.5,5.5,10.0
16,8,2022,2022-10-27,10.0,97.5,92.5,25.0,40.0
16,8,2023,2023-10-30,,65.0,60.0,0.0,0.0
16,8,2024,2024-10-19,10.0,85.0,92.5,12.5,20.0
16,9,2020,2020-11-17,60.0,28.5,30.0,1.5,2.0
16,9,2021,2021-11-06,60.0,52.5,47.5,1.0,4.5
16,9,2022,2022-10-27,30.0,95.0,100.0,47.5,65.0
16,9,2023,2023-10-30,30.0,60.0,55.0,0.0,0.0
16,9,2024,2024-10-19,40.0,95.0,97.5,30.0,52.5
16,10,2020,2020-11-17,40.0,23.5,28.0,2.0,0.5
16,10,2021,2021-11-06,30.0,51.0,46.0,1.0,3.0
16,10,2022,2022-10-27,40.0,92.5,100.0,10.0,35.0
16,10,2023,2023-10-30,40.0,30.0,30.0,0.0,0.0
16,10,2024,2024-10-19,30.0,90.0,92.5,17.5,17.5
16,11,2020,2020-11-01,,68.0,72.0,1.0,0.5
16,11,2021,2021-10-25,2.5,61.0,55.5,1.5,1.0
16,11,2022,2022-10-27,,100.0,100.0,40.0,50.0
16,11,2023,2023-10-28,,43.0,35.0,0.5,0.0
16,11,2024,2024-11-04,,96.5,100.0,42.5,55.0
16,12,2020,2020-10-27,20.0,78.0,76.0,3.0,2.5
16,12,2021,2021-10-27,20.0,62.5,60.0,1.5,1.5
16,12,2022,2022-11-03,10.0,91.0,92.5,42.5,50.0
16,12,2023,2023-10-31,10.0,70.0,45.0,0.0,0.0
16,12,2024,2024-10-21,10.0,95.0,97.5,17.5,32.5
16,13,2020,2020-10-27,20.0,76.0,80.0,4.0,5.0
16,13,2021,2021-10-27,20.0,66.0,61.0,1.0,1.0
16,13,2022,2022-10-28,10.0,87.5,100.0,22.5,35.0
16,13,2023,2023-11-09,20.0,52.5,57.5,0.0,0.0
16,13,2024,2024-10-28,,99.0,100.0,80.0,77.5
16,14,2020,2020-10-27,,79.0,64.5,3.5,5.5
16,14,2021,2021-10-27,2.5,69.0,70.0,1.5,1.5
16,14,2022,2022-11-03,,100.0,100.0,52.5,67.5
16,14,2023,2023-10-31,,55.0,45.0,0.0,0.0
16,14,2024,2024-10-28,,100.0,97.5,42.5,55.0
16,15,2020,2020-10-27,20.0,87.5,85.5,3.5,3.0
16,15,2021,2021-10-21,20.0,76.5,81.0,3.0,3.0
16,15,2022,2022-11-03,10.0,92.5,97.5,35.0,60.0
16,15,2023,2023-10-31,20.0,50.0,40.0,0.0,0.0
16,15,2024,2024-10-28,20.0,92.5,92.5,22.5,35.0
16,16,2020,2020-11-01,,66.0,58.5,6.0,10.0
16,16,2021,2021-10-21,10.0,65.0,65.0,1.5,2.5
16,16,2022,2022-10-28,,99.0,100.0,37.5,52.5
16,16,2023,2023-11-09,,57.5,50.0,0.0,0.0
16,16,2024,2024-10-28,,97.5,97.5,45.0,50.0
16,17,2020,2020-11-01,10.0,76.0,58.5,1.5,2.0
16,17,2021,2021-10-21,10.0,67.5,67.5,1.0,1.0
16,17,2022,2022-10-28,,97.5,100.0,30.0,62.5
16,17,2023,2023-11-09,,47.5,35.0,0.0,0.0
16,17,2024,2024-10-28,,95.0,100.0,40.0,35.0
16,45,2020,2020-10-30,10.0,81.5,74.0,2.0,2.0
16,45,2021,2021-10-26,20.0,62.5,65.5,1.0,1.0
16,45,2022,2022-11-06,10.0,90.0,95.0,12.5,22.5
16,45,2023,2023-10-28,20.0,40.0,30.0,0.5,0.0
16,45,2024,2024-11-04,10.0,100.0,100.0,50.0,85.0
16,69,2020,2020-11-17,30.0,22.5,22.5,1.5,2.0
16,69,2021,2021-11-06,50.0,41.0,43.5,1.5,3.0
16,69,2022,2022-10-27,40.0,82.5,100.0,25.0,62.5
16,69,2023,2023-10-30,40.0,47.5,40.0,0.0,0.0
16,69,2024,2024-10-19,40.0,95.0,100.0,15.0,22.5
16,70,2020,2020-11-17,20.0,40.5,35.5,1.0,2.0
16,70,2021,2021-11-06,10.0,85.0,87.5,7.5,12.5
16,70,2022,2022-10-27,10.0,97.5,97.5,35.0,55.0
16,70,2023,2023-10-30,,80.0,85.0,0.0,0.0
16,70,2024,2024-10-19,,90.0,92.5,10.0,10.0
16,85,2020,2020-11-01,50.0,67.5,59.5,1.5,1.0
16,85,2021,2021-10-21,50.0,74.0,64.0,1.5,1.5
16,85,2022,2022-10-28,60.0,87.5,100.0,17.5,75.0
16,85,2023,2023-10-31,50.0,45.0,42.5,0.0,0.0
16,85,2024,2024-10-21,60.0,77.5,90.0,20.0,22.5
16,94,2020,2020-10-26,20.0,81.0,84.5,5.0,4.0
16,94,2021,2021-10-25,20.0,77.0,73.5,2.0,1.5
16,94,2022,2022-11-03,20.0,85.0,90.0,5.0,7.5
16,94,2023,2023-10-27,20.0,45.0,27.5,4.0,0.5
16,94,2024,2024-10-21,20.0,92.5,100.0,22.5,60.0
16,95,2020,2020-10-26,50.0,74.5,79.0,2.5,2.0
16,95,2021,2021-10-25,50.0,69.0,70.5,2.0,2.0
16,95,2022,2022-11-06,50.0,72.5,75.0,5.0,7.5
16,95,2023,2023-10-27,60.0,30.0,22.5,0.0,0.0
16,95,2024,2024-10-21,40.0,97.5,100.0,37.5,67.5
16,96,2020,2020-10-26,10.0,74.0,77.5,2.0,1.0
16,96,2021,2021-10-25,10.0,59.0,55.5,2.0,2.5
16,96,2022,2022-11-06,10.0,87.5,90.0,5.0,10.0
16,96,2023,2023-10-27,,27.5,22.5,0.0,0.0
16,96,2024,2024-10-21,,97.5,99.0,30.0,50.0
16,97,2020,2020-10-26,,72.0,70.5,2.0,0.5
16,97,2021,2021-10-25,2.5,47.0,48.0,1.0,1.0
16,97,2022,2022-10-27,10.0,90.0,95.0,22.5,27.5
16,97,2023,2023-10-28,,32.5,27.5,0.0,0.0
16,97,2024,2024-11-04,,99.0,100.0,60.0,80.0
16,98,2020,2020-10-26,20.0,76.5,79.5,4.0,3.5
16,98,2021,2021-10-25,20.0,76.0,80.0,2.0,1.5
16,98,2022,2022-11-06,10.0,82.5,92.5,7.5,15.0
16,98,2023,2023-10-27,10.0,42.5,30.0,0.5,0.5
16,98,2024,2024-10-21,,92.5,100.0,17.5,32.5
16,99,2020,2020-10-26,20.0,85.0,85.0,4.0,3.0
16,99,2021,2021-10-25,20.0,79.0,73.5,1.5,1.0
16,99,2022,2022-11-06,30.0,82.5,92.5,7.5,10.0
16,99,2023,2023-10-27,30.0,45.0,27.5,0.0,0.0
16,99,2024,2024-10-21,30.0,92.5,92.5,20.0,25.0
16,100,2020,2020-10-26,10.0,78.0,78.0,3.5,3.0
16,100,2021,2021-10-21,10.0,77.0,75.0,2.5,1.5
16,100,2022,2022-11-03,10.0,87.5,87.5,7.5,10.0
16,100,2023,2023-10-27,10.0,45.0,39.0,0.0,0.0
16,100,2024,2024-10-21,,95.0,100.0,25.0,37.5
16,101,2020,2020-10-27,10.0,84.5,78.0,4.0,7.5
16,101,2021,2021-10-21,10.0,82.5,80.0,1.5,2.0
16,101,2022,2022-10-28,10.0,97.5,100.0,20.0,57.5
16,101,2023,2023-11-09,,52.5,47.5,0.0,0.0
16,101,2024,2024-10-28,,94.0,100.0,65.0,70.0
16,102,2020,2020-10-27,10.0,83.5,88.0,2.0,3.5
16,102,2021,2021-10-27,10.0,76.5,75.0,1.5,1.0
16,102,2022,2022-10-28,10.0,92.5,95.0,10.0,10.0
16,102,2023,2023-11-09,30.0,35.0,40.0,0.0,0.0
16,102,2024,2024-10-28,,98.5,99.0,70.0,80.0
16,103,2020,2020-10-25,20.0,78.5,81.0,5.0,5.0
16,103,2021,2021-10-24,10.0,75.0,75.0,1.5,1.0
16,103,2022,2022-11-07,10.0,92.5,90.0,15.0,27.5
16,103,2023,2023-10-26,20.0,35.0,17.5,0.0,0.0
16,103,2024,2024-10-16,10.0,91.5,100.0,32.5,55.0
16,105,2020,2020-10-26,20.0,78.0,78.0,5.0,5.0
16,105,2021,2021-10-25,20.0,75.0,76.0,2.0,2.0
16,105,2022,2022-11-03,20.0,90.0,92.5,10.0,12.5
16,105,2023,2023-10-31,20.0,36.0,27.5,0.0,0.0
16,105,2024,2024-10-21,20.0,97.5,97.5,25.0,55.0
17,120,2020,2020-10-28,50.0,23.0,17.5,2.0,2.5
17,120,2021,2021-11-04,70.0,23.0,20.5,1.0,1.0
17,120,2022,2022-11-09,20.0,97.5,100.0,65.0,77.5
17,120,2023,2023-11-04,20.0,35.0,25.0,0.0,0.0
17,120,2024,2024-10-18,20.0,77.5,87.5,15.0,10.0
17,121,2020,2020-10-28,40.0,29.0,24.0,1.5,1.5
17,121,2021,2021-11-04,50.0,15.5,15.5,1.0,1.0
17,121,2022,2022-11-09,20.0,95.0,97.5,55.0,72.5
17,121,2023,2023-11-04,10.0,28.0,20.0,0.0,0.0
17,121,2024,2024-10-18,10.0,72.5,87.5,10.0,17.5
17,122,2020,2020-10-29,70.0,46.5,46.5,3.5,3.5
17,122,2021,2021-11-04,70.0,50.0,42.0,2.0,1.5
17,122,2022,2022-11-09,30.0,92.5,100.0,45.0,60.0
17,122,2023,2023-11-04,30.0,37.5,40.0,2.5,2.0
17,122,2024,2024-10-18,30.0,97.5,100.0,12.5,7.5
17,123,2020,2020-10-28,10.0,17.5,20.0,1.0,1.0
17,123,2021,2021-11-04,2.5,35.5,32.5,0.5,0.5
17,123,2022,2022-11-09,10.0,95.0,90.0,32.5,40.0
17,123,2023,2023-11-04,10.0,30.0,25.0,0.0,0.0
17,123,2024,2024-10-18,20.0,50.0,52.5,5.0,3.5
17,124,2020,2020-10-28,40.0,20.5,18.0,1.0,1.0
17,124,2021,2021-11-04,60.0,15.5,15.5,1.0,1.5
17,124,2022,2022-11-09,20.0,98.5,100.0,52.5,72.5
17,124,2023,2023-11-04,20.0,25.0,30.0,0.0,0.0
17,124,2024,2024-10-18,20.0,95.0,95.0,22.5,22.5
17,125,2020,2020-10-28,40.0,18.5,21.0,1.5,1.5
17,125,2021,2021-11-04,70.0,16.0,13.5,0.5,1.0
17,125,2022,2022-11-09,10.0,97.5,100.0,62.5,85.0
17,125,2023,2023-11-04,,35.0,42.5,1.0,1.5
17,125,2024,2024-10-18,,90.0,90.0,17.5,20.0
17,126,2020,2020-10-29,70.0,30.0,31.0,3.0,4.0
17,126,2021,2021-11-04,70.0,21.5,16.5,1.5,1.0
17,126,2022,2022-11-09,30.0,90.0,91.0,55.0,67.5
17,126,2023,2023-11-04,40.0,32.5,27.5,0.5,1.0
17,126,2024,2024-10-18,30.0,92.5,95.0,20.0,17.5
17,127,2020,2020-10-29,30.0,75.0,87.5,0.0,7.5
17,127,2021,2021-11-07,30.0,45.0,75.0,0.0,0.0
17,127,2022,2022-11-08,10.0,100.0,100.0,77.5,100.0
17,127,2023,2023-10-25,10.0,55.0,100.0,0.0,100.0
17,127,2024,2024-10-15,10.0,100.0,,25.0,
17,129,2020,2020-10-29,90.0,2.5,0.0,0.0,
17,129,2021,2021-11-07,90.0,1.5,,0.5,
17,129,2022,2022-11-08,40.0,100.0,0.0,60.0,
17,129,2023,2023-10-25,40.0,22.5,,0.0,
17,129,2024,2024-10-15,30.0,72.5,,22.5,
17,130,2020,2020-11-07,60.0,59.5,64.5,3.0,3.0
17,130,2021,2021-11-07,60.0,55.0,55.0,1.0,1.0
17,130,2022,2022-11-08,60.0,75.0,70.0,21.0,6.5
17,130,2023,2023-10-25,60.0,28.0,22.5,0.0,0.0
17,130,2024,2024-10-15,50.0,90.0,90.0,27.5,25.0
17,131,2020,2020-11-07,20.0,40.0,0.0,60.0,
17,131,2021,2021-11-07,20.0,75.0,,0.0,
17,131,2022,2022-11-08,10.0,100.0,0.0,3.5,
17,131,2023,2023-10-25,20.0,20.0,,0.0,
17,131,2024,2024-10-15,,100.0,,65.0,
17,132,2020,2020-11-07,20.0,85.0,80.0,1.0,1.0
17,132,2021,2021-11-07,20.0,69.5,75.0,1.0,1.5
17,132,2022,2022-11-08,10.0,85.0,85.0,17.5,20.0
17,132,2023,2023-10-25,10.0,35.0,45.0,0.0,1.0
17,132,2024,2024-10-15,10.0,95.0,97.5,20.0,27.5
17,133,2020,2020-10-25,40.0,85.0,80.0,5.0,5.0
17,133,2021,2021-10-24,50.0,76.5,63.5,2.0,1.5
17,133,2022,2022-11-07,50.0,85.0,87.5,7.5,15.0
17,133,2023,2023-10-26,50.0,43.5,23.5,1.0,1.0
17,133,2024,2024-10-16,40.0,100.0,100.0,57.5,62.5
17,134,2020,2020-10-25,30.0,30.0,0.0,0.0,
17,134,2021,2021-10-24,40.0,75.0,,0.0,
17,134,2022,2022-11-07,40.0,100.0,0.0,2.0,
17,134,2023,2023-10-26,40.0,10.0,,0.0,
17,134,2024,2024-10-16,,100.0,,87.5,
17,135,2020,2020-10-25,40.0,81.0,82.5,4.0,5.0
17,135,2021,2021-10-24,50.0,77.5,80.0,2.0,1.5
17,135,2022,2022-11-07,60.0,90.0,100.0,17.5,35.0
17,135,2023,2023-10-26,70.0,36.0,50.0,0.5,0.0
17,135,2024,2024-10-16,50.0,95.0,100.0,32.5,67.5
17,136,2020,2020-10-25,30.0,77.5,77.5,5.0,5.0
17,136,2021,2021-10-24,40.0,60.5,60.5,1.5,1.5
17,136,2022,2022-11-07,40.0,90.0,95.0,17.5,60.0
17,136,2023,2023-10-26,40.0,36.0,27.5,1.0,0.0
