fiscal_year,site_no,spot_no,survey_date,coral_cover,bleaching_all,bleaching_acropora,mortality_all,mortality_acropora
2022,5,25,2022-10-09,60,4,7.5,1.5,0
2022,5,26,2022-10-09,20,3,45,0,5
2022,5,27,2022-10-09,80,5,30,7.5,10
2022,5,28,2022-10-09,40,25,85,15,50
2022,5,29,2022-10-09,80,3,50,0,0
2022,5,30,2022-12-27,70,0,0,0,0
2022,5,31,2022-11-03,50,2.5,2.5,4,50
2022,5,32,2022-12-28,30,2.5,25,0.5,0.5
2022,5,33,2022-12-28,30,2.5,25,2.5,2.5
2022,5,40,2022-10-22,50,1.5,0,0,0
2022,5,43,2023-01-14,20,3,3,26.5,3
2022,5,44,2022-10-22,50,1.5,0,0,0
2022,5,45,2022-11-03,70,0,0,0,0
2022,5,46,2023-01-21,50,0,0,0,0
2022,5,48,2022-12-27,70,35,90,85,80
2022,5,53,2022-11-03,70,0,0,0,0
2022,5,54,2022-11-03,40,0,0,0,0
2022,5,55,2022-10-22,50,1.5,0,0,0
2022,5,56,2022-12-21,70,0,0,0,0
2022,5,57,2022-10-16,70,3,0,0,0
2022,5,58,2022-10-16,80,3,3,0,0
2022,5,59,2022-10-09,10,40,85,50,50
2022,5,60,2022-11-13,80,0,0,0,0
2022,6,1,2022-11-13,80,0,0,0,0
2022,6,2,2022-11-13,70,0.5,40,0,0
2022,6,4,2022-11-13,70,0,0,0,0
2022,6,5,2022-11-13,70,0,0,0,0
2022,6,10,2022-11-13,80,1.5,45,2.5,50
2022,6,12,2022-11-13,70,0,0,0,0
2022,7,1,2022-11-13,30,0,0,0,0
2022,7,2,2022-11-11,10,0,0,0,0
2022,7,3,2022-11-12,40,2.5,0,0,0
2022,7,4,2022-11-13,40,0,0,0,0
2022,7,5,2022-11-13,20,0,0,0,0
2022,7,6,2022-11-12,50,0,0,0,0
2022,7,7,2022-11-04,30,2.5,0,0,0
2022,7,8,2022-11-04,20,0,0,0,0
2022,7,9,2022-11-12,20,0,0,0,0
2022,7,10,2022-11-12,30,0,0,0,0
2022,7,11,2022-11-11,30,0,0,0,0
2022,7,12,2022-11-11,30,0,0,0,0
2022,8,1,2022-06-17,10,0,0,0,0
2022,8,2,2022-06-17,10,0,0,0,0
2022,8,3,2022-06-18,20,0,0,0,0
2022,8,4,2022-06-20,5,0,0,0,0
2022,8,5,2022-06-18,2.5,0,0,0,0
2022,8,6,2022-06-18,2.5,0,0,0,0
2022,8,7,2022-06-20,10,0,0,0,0
2022,8,8,2022-06-18,5,0,0,0,0
2022,8,10,2022-06-17,20,10,0,0,0
2022,8,11,2022-06-19,2.5,0,0,1,0
2022,8,12,2022-06-19,2.5,0,0,0,0
2022,8,13,2022-06-19,2.5,0,0,0,0
2022,8,14,2022-06-19,2.5,0,0,0,0
2022,8,15,2022-06-19,2.5,0,0,0,0
2022,8,17,2022-06-18,20,50,50,1,1
2022,8,18,2022-06-18,5,0,0,0,0
2022,9,1,2022-12-27,50,10,10,2.5,2.5
2022,9,2,2022-12-27,60,10,10,10,10
2022,9,3,2023-01-11,2.5,90,100,90,100
2022,9,4,2023-01-21,50,2.5,2.5,2.5,2.5
2022,9,5,2023-01-10,2.5,2.5,2.5,2.5,2.5
2022,9,6,2023-01-10,20,2.5,10,2.5,10
2022,9,7,2023-01-10,10,30,40,30,40
2022,9,8,2022-11-23,20,20,60,10,60
2022,9,9,2022-12-27,30,40,40,40,40
2022,9,10,2022-12-27,40,20,20,20,20
2022,10,1,2022-12-28,10,2.5,2.5,2.5,2.5
2022,10,2,2022-12-28,40,20,20,20,20
2022,10,3,2022-12-28,20,2.5,2.5,2.5,2.5
2022,10,4,2022-12-28,30,2.5,2.5,2.5,2.5
2022,11,1,2022-09-15,5,30,70,2.5,2.5
2022,11,2,2022-09-15,30,70,100,2.5,5
2022,11,3,2022-09-15,2.5,20,0,2.5,0
2022,11,4,2022-09-15,2.5,30,80,0.5,20
2022,11,5,2022-09-15,60,20,60,5,20
2022,11,6,2022-09-15,60,10,60,2.5,20
2022,11,7,2022-09-15,40,30,60,2.5,20
2022,11,8,2022-09-15,40,5,90,0.5,30
2022,11,9,2022-09-16,20,30,50,2.5,5
2022,11,10,2022-09-16,5,30,50,2.5,5
2022,11,11,2022-09-16,0.5,20,100,2.5,90
2022,11,12,2022-09-16,30,90,100,10,40
2022,11,13,2022-09-16,50,90,100,15,20
2022,11,14,2022-09-16,5,70,100,5,70
2022,11,15,2022-09-16,0.5,70,,5,
2022,11,16,2022-09-16,20,80,100,10,50
2022,11,17,2022-09-16,70,40,50,2.5,20
2022,11,18,2022-09-16,10,80,90,10,40
2022,11,19,2022-11-12,70,2.5,50,2.5,50
2022,11,20,2022-11-12,20,20,90,20,90
2022,11,21,2022-11-12,20,5,80,5,80
2022,11,22,2022-11-12,2.5,5,,5,
2022,11,23,2022-11-12,5,10,90,10,90
2022,11,24,2022-11-12,30,30,90,30,90
2022,11,25,2022-11-12,20,20,,20,
2022,11,26,2022-11-12,2.5,70,90,70,90
2022,11,27,2022-11-12,80,5,,2.5,
2022,11,28,2022-11-12,50,20,50,20,50
2022,11,29,2022-11-12,40,20,90,20,90
2022,11,30,2022-10-09,20,70,,60,
2022,11,31,2022-10-09,50,70,,60,
2022,11,32,2022-10-09,30,10,10,10,10
2022,11,33,2022-10-09,20,80,80,60,70
2022,12,1,2022-10-09,0.5,20,,10,
2022,12,2,2022-10-09,5,50,70,30,60
2022,12,3,2022-10-09,10,60,70,60,70
2022,12,4,2022-10-09,2.5,50,50,50,50
2022,12,5,2022-10-09,2.5,95,95,95,95
2022,12,6,2022-10-09,2.5,20,0,20,0
2022,12,7,2022-10-22,2.5,50,80,50,80
2022,12,8,2022-10-22,2.5,90,90,90,90
2022,12,9,2022-10-22,10,50,80,50,70
2022,12,10,2022-10-22,20,20,50,20,50
2022,12,11,2022-10-22,20,70,70,70,70
2022,12,12,2022-10-22,2.5,95,95,95,95
2022,12,13,2022-10-22,2.5,95,95,95,95
2022,12,14,2022-10-22,5,80,95,70,90
2022,12,15,2022-10-22,10,90,90,80,90
2022,12,16,2022-11-08,20,70,95,70,95
2022,12,17,2022-11-10,30,60,80,60,80
2022,12,18,2022-11-10,20,60,90,60,90
2022,12,19,2022-11-10,20,50,40,50,40
2022,12,20,2022-11-10,30,10,20,10,20
2022,12,21,2022-11-10,10,70,80,70,80
2022,12,22,2022-11-10,10,60,80,60,80
2022,12,23,2022-11-10,0.5,5,10,5,10
2022,12,24,2022-11-03,50,10,30,10,30
2022,12,25,2022-11-03,20,70,70,70,70
2022,12,26,2022-11-03,0.5,10,10,10,10
2022,12,27,2022-11-11,20,70,70,70,70
2022,12,28,2022-11-11,0.5,95,95,95,95
2022,12,29,2022-11-11,5,90,90,90,90
2022,12,30,2022-11-11,5,90,90,90,90
2022,12,31,2022-11-11,10,90,90,90,90
2022,12,32,2022-11-11,10,70,90,70,90
2022,12,33,2022-11-11,5,90,90,90,90
2022,12,34,2022-11-09,10,60,90,60,90
2022,12,35,2022-11-09,10,50,70,50,70
2022,12,36,2022-11-09,20,20,50,20,50
2022,12,37,2022-11-09,5,40,80,40,80
2022,12,38,2022-11-09,5,90,90,90,90
2022,12,39,2022-11-09,5,60,90,50,90
2022,12,40,2022-11-09,70,10,80,10,80
2022,12,41,2022-11-09,10,60,80,40,80
2022,12,42,2022-11-09,20,50,,2.5,
2022,12,43,2022-10-09,2.5,30,40,30,40
2022,12,44,2022-10-09,20,90,90,80,80
2022,13,27,2022-11-10,10,85,77.5,30,35
2022,13,28,2022-11-10,40,90,86,35,35
2022,13,31,2022-11-10,60,75,70,20,27.5
2022,13,32,2022-11-10,2.5,97.5,100,0,0
2022,13,35,2022-10-24,30,97.5,97.5,50,65
2022,13,36,2022-10-23,40,85,95,35,42.5
2022,13,42,2022-10-24,20,92.5,95,30,35
2022,13,43,2022-10-24,20,87.5,92.5,22.5,35
2022,13,44,2022-11-10,10,90,85,20,37.5
2022,13,49,2022-11-10,20,90,86,35,42.5
2022,13,50,2022-10-22,20,92.5,95,37.5,45
2022,13,51,2022-11-16,20,82.5,82.5,22.5,32.5
2022,13,52,2022-11-16,20,87.5,87.5,32.5,52.5
2022,13,53,2022-11-16,20,75,75,15,15
2022,13,62,2022-10-23,40,97.5,97.5,37.5,47.5
2022,13,63,2022-10-23,20,95,97.5,45,65
2022,13,64,2022-10-23,40,90,90,20,17.5
2022,13,65,2022-10-23,60,95,97.5,15,17.5
2022,13,67,2022-10-24,20,97.5,92.5,22.5,27.5
2022,13,68,2022-11-10,20,97.5,95,27.5,47.5
2022,13,71,2022-10-22,70,77.5,67.5,10,10
2022,13,72,2022-10-22,40,80,77.5,12.5,15
2022,13,73,2022-10-22,40,77.5,75,15,17.5
2022,13,74,2022-10-22,30,80,80,20,22.5
2022,13,75,2022-10-23,40,70,70,10,7.5
2022,13,110,2022-11-10,10,82.5,89.5,30,55
2022,13,112,2022-11-10,30,75,85,22.5,30
2022,13,116,2022-10-22,30,87.5,90,30,35
2022,14,46,2022-11-14,10,92.5,97.5,50,70
2022,14,47,2022-11-14,2.5,80,90,22.5,57.5
2022,14,54,2022-11-04,10,92.5,92.5,15,22.5
2022,14,76,2022-11-17,10,85,97.5,25,45
2022,14,77,2022-10-25,10,87.5,90,25,20
2022,14,78,2022-10-25,2.5,97.5,95,22.5,30
2022,14,79,2022-11-04,2.5,92.5,90,17.5,22.5
2022,14,80,2022-10-25,10,90,95,15,30
2022,14,81,2022-10-25,2.5,90,95,25,50
2022,14,82,2022-10-25,10,92.5,95,17.5,22.5
2022,14,83,2022-10-25,2.5,95,95,40,52.5
2022,14,84,2022-11-04,30,87.5,80,12.5,12.5
2022,14,87,2022-11-04,10,75,90,15,20
2022,14,88,2022-11-17,10,92.5,97.5,12.5,70
2022,14,89,2022-11-14,2.5,95,92.5,20,67.5
2022,14,90,2022-11-16,10,80,96,30,52.5
2022,14,93,2022-11-04,10,92.5,92.5,5,7.5
2022,14,109,2022-11-14,20,92.5,90,42.5,45
2022,14,114,2022-11-14,10,82.5,85,20,20
2022,14,115,2022-11-14,10,97.5,95,42.5,62.5
2022,15,4,2022-11-15,10,92.5,97.5,35,67.5
2022,15,5,2022-11-15,2.5,82.5,95,17.5,60
2022,15,19,2022-11-18,10,92.5,95,37.5,67.5
2022,15,20,2022-11-15,20,80,90,25,45
2022,15,22,2022-10-24,10,92.5,97.5,27.5,35
2022,15,23,2022-10-24,2.5,77.5,80,12.5,25
2022,15,24,2022-10-20,20,95,97.5,27.5,42.5
2022,15,25,2022-10-20,10,95,92.5,25,42.5
2022,15,37,2022-10-26,30,92.5,95,22.5,25
2022,15,38,2022-10-26,10,97.5,97.5,22.5,25
2022,15,39,2022-10-20,20,87.5,97.5,12.5,20
2022,15,40,2022-10-20,20,95,95,35,40
2022,15,41,2022-10-20,20,95,95,32.5,40
2022,15,58,2022-10-26,50,85,87.5,37.5,37.5
2022,15,59,2022-10-26,60,72.5,72.5,5,5
2022,15,60,2022-10-26,60,77.5,72.5,10,6.5
2022,15,61,2022-10-26,10,65,0,0,
2022,15,66,2022-10-21,10,95,90,45,20
2022,15,104,2022-11-15,10,92.5,97.5,27.5,65
2022,15,106,2022-11-15,20,72.5,92.5,25,42.5
2022,15,107,2022-10-21,30,87.5,92.5,37.5,37.5
2022,15,108,2022-10-22,30,97.5,96.5,42.5,47.5
2022,15,111,2022-10-20,20,91.5,96,32.5,45
2022,15,113,2022-11-15,20,80,77.5,12.5,25
2022,16,1,2022-10-27,10,95,97.5,20,17.5
2022,16,2,2022-11-06,40,82.5,80,7.5,12.5
2022,16,3,2022-11-06,20,92.5,92.5,12.5,10
2022,16,6,2022-11-06,10,85,90,20,32.5
2022,16,7,2022-10-27,10,100,100,20,52.5
2022,16,8,2022-10-27,10,97.5,92.5,25,40
2022,16,9,2022-10-27,30,95,100,47.5,65
2022,16,10,2022-10-27,40,92.5,100,10,35
2022,16,11,2022-10-27,2.5,100,100,40,50
2022,16,12,2022-11-03,10,91,92.5,42.5,50
2022,16,13,2022-10-28,10,87.5,100,22.5,35
2022,16,14,2022-11-03,2.5,100,100,52.5,67.5
2022,16,15,2022-11-03,10,92.5,97.5,35,60
2022,16,16,2022-10-28,2.5,99,100,37.5,52.5
2022,16,17,2022-10-28,2.5,97.5,100,30,62.5
2022,16,45,2022-11-06,10,90,95,12.5,22.5
2022,16,69,2022-10-27,40,82.5,100,25,62.5
2022,16,70,2022-10-27,10,97.5,97.5,35,55
2022,16,85,2022-10-28,60,87.5,100,17.5,75
2022,16,94,2022-11-03,20,85,90,5,7.5
2022,16,95,2022-11-06,50,72.5,75,5,7.5
2022,16,96,2022-11-06,10,87.5,90,5,10
2022,16,97,2022-10-27,10,90,95,22.5,27.5
2022,16,98,2022-11-06,10,82.5,92.5,7.5,15
2022,16,99,2022-11-06,30,82.5,92.5,7.5,10
2022,16,100,2022-11-03,10,87.5,87.5,7.5,10
2022,16,101,2022-10-28,10,97.5,100,20,57.5
2022,16,102,2022-10-28,10,92.5,95,10,10
2022,16,103,2022-11-07,10,92.5,90,15,27.5
2022,16,105,2022-11-03,20,90,92.5,10,12.5
2022,17,120,2022-11-09,20,97.5,100,65,77.5
2022,17,121,2022-11-09,20,95,97.5,55,72.5
2022,17,122,2022-11-09,30,92.5,100,45,60
2022,17,123,2022-11-09,10,95,90,32.5,40
2022,17,124,2022-11-09,20,98.5,100,52.5,72.5
2022,17,125,2022-11-09,10,97.5,100,62.5,85
2022,17,126,2022-11-09,30,90,91,55,67.5
2022,17,126',2022-11-09,20,95,0,70,
2022,17,127,2022-11-08,10,100,100,77.5,100
2022,17,127',2022-11-08,2.5,100,100,97.5,100
2022,17,129,2022-11-08,40,100,0,60,
2022,17,130,2022-11-08,60,75,70,21,6.5
2022,17,131,2022-11-08,10,100,0,3.5,
2022,17,132,2022-11-08,10,85,85,17.5,20
2022,17,133,2022-11-07,50,85,87.5,7.5,15
2022,17,134,2022-11-07,40,100,0,2,
2022,17,135,2022-11-07,60,90,100,17.5,35
2022,17,136,2022-11-07,40,90,95,17.5,60
2022,17,137,2022-11-07,20,92.5,90,20,30
2022,17,138,2022-11-08,20,95,100,40,77.5
2022,17,139,2022-11-08,20,90,90,42.5,45
2022,17,141,2022-11-09,50,82.5,82.5,35,37.5
2022,17,142,2022-11-09,40,90,87.5,40,47.5
2022,18,1,2022-12-08,60,0.5,0,0,0
2022,18,2,2022-12-08,60,0.5,0.5,0,0
2022,18,3,2022-12-08,60,0,0,0,0
2022,18,4,2022-12-14,70,0.5,0.5,0.5,0.5
2022,18,5,2022-12-08,50,0.5,0.5,0.5,0
2022,18,6,2022-12-14,40,0.5,0,0.5,0
2022,18,7,2022-12-14,30,0.5,0.5,0.5,0.5
2022,18,8,2022-12-14,60,0.5,0,0.5,0
2022,18,9,2022-12-07,40,0.5,0.5,0.5,0.5
2022,18,10,2022-12-07,30,0.5,0,0.5,0
2022,18,11,2022-12-07,30,0.5,0,0.5,0
2022,18,12,2022-12-07,80,0.5,0.5,0.5,0.5
2022,19,1,2022-11-25,2.5,0,0,0,0
2022,19,2,2022-12-08,2.5,0,0,0,0
2022,19,3,2022-11-03,2.5,0,0,0,0
2022,19,4,2022-11-03,2.5,0,0,0,0
2022,19,5,2022-11-22,2.5,0,0,0,0
2022,19,6,2022-09-07,10,0,0,0,0
2022,20,1,2022-09-28,20,10,10,0,5
2022,20,2,2022-09-28,2.5,0,0,0,0.5
2022,20,3,2022-09-27,40,0,0,1,1
2022,20,4,2022-09-27,2.5,0,0,1,1
2022,20,5,2022-09-27,2.5,5,0,1,0
2022,20,6,2022-09-25,70,7.5,0,0,0
2022,20,7,2022-09-25,50,20,0,0,1
2022,20,8,2022-09-25,60,0,0,0,0
2022,20,9,2022-09-23,50,0,0,1,0
2022,20,10,2022-09-23,40,0,0,5,5
2022,20,11,2022-09-29,30,0,0,0.5,1
2022,20,12,2022-09-29,50,0.5,0,0.5,1
2022,20,13,2022-09-29,40,0,0,0.5,1
2022,20,14,2022-09-29,20,0.5,0,0.5,0.5
2022,20,15,2022-09-28,60,1,0.5,1,0.5
2022,20,17,2022-09-28,70,0,0,0,0
2022,20,18,2022-09-28,60,0,0,0.5,0.5
2022,20,19,2022-09-29,40,0.5,0.5,10,10
2022,20,20,2022-09-29,2.5,0,0,0,0
2022,21,1,2022-12-05,2.5,10,0,0,0
2022,21,2,2022-12-13,50,2.5,0,0,0
2022,21,3,2022-12-20,20,2.5,100,0,0
2022,21,4,2022-12-20,2.5,2.5,0,0,0
2022,21,5,2022-12-20,70,2.5,2.5,2.5,2.5
2022,21,6,2022-12-16,10,2.5,2.5,2.5,0
2022,21,7,2022-12-16,10,2.5,0,2.5,0
2022,21,8,2022-12-11,50,2.5,0,2.5,0
2022,21,9,2022-12-12,40,2.5,0,0,0
2022,21,11,2022-12-11,20,2.5,2.5,2.5,0
2022,21,12,2022-12-11,10,0.5,0,0,0
2022,21,13,2022-12-10,60,0.5,40,0,0
2022,21,14,2022-06-25,20,0,0,0,0
2022,21,15,2022-12-12,70,0,0,0,0
2022,21,16,2022-12-06,5,2.5,0,0.5,0
2022,21,17,2022-12-06,2.5,0,0,0,0
2022,22,1,2022-10-20,30,0,0,0,0
2022,22,2,2022-11-17,2.5,0,0,0,0
2022,22,3,2022-12-27,10,0,0,0,0
2022,22,4,2022-12-20,30,0,0,0,0
2022,22,5,2022-12-20,20,2.5,0,0,0
2022,22,6,2022-12-27,40,0,0,0,0
2022,22,7,2022-11-09,40,2.5,2.5,0,0
2022,22,8,2022-11-09,40,2.5,2.5,0,0
2022,22,9,2022-11-09,2.5,0,0,0,0
2022,22,10,2022-12-27,30,0,0,0,0
2022,22,11,2022-11-11,30,2.5,2.5,0,0
2022,22,12,2022-12-16,30,0,0,0,0
2022,22,13,2022-12-16,30,0,0,0,0
2022,22,14,2022-12-16,20,0,0,0,0
2022,22,15,2022-12-16,30,0,0,0,0
2022,22,16,2022-12-16,2.5,0,0,0,0
2022,22,17,2022-10-30,2.5,10,2.5,2.5,2.5
2022,22,19,2022-10-30,20,10,2.5,2.5,2.5
2022,22,21,2022-11-18,40,2.5,0,0,0
2022,22,22,2022-11-18,50,2.5,2.5,0,2.5
2022,22,23,2022-11-18,30,2.5,0,0,0
2022,22,24,2022-11-18,30,2.5,0,0,0
2022,22,25,2022-11-18,10,2.5,0,0,0
2022,22,28,2022-12-27,2.5,0,0,0,0
2022,22,29,2022-12-27,40,0,0,0,0
2022,22,32,2022-10-08,2.5,80,90,2.5,2.5
2022,22,33,2022-10-08,20,90,90,10,30
2022,22,34,2022-10-08,40,20,20,2.5,2.5
2022,22,35,2022-11-16,60,0,0,0,0
2022,22,36,2022-11-16,20,0,0,0,0
2022,22,37,2022-11-16,20,2.5,0,0,0
2022,22,38,2022-11-16,30,2.5,0,0,0
2022,23,1,2022-10-15,10,80,0,20,0
2022,23,2,2022-10-15,10,60,100,2.5,80
2022,23,3,2022-10-15,2.5,10,30,2.5,2.5
2022,23,4,2022-10-15,2.5,0,0,0,0
2022,23,5,2022-10-15,20,2.5,2.5,2.5,0
2022,23,6,2022-11-13,40,2.5,0,0,0
2022,23,7,2022-11-13,30,2.5,0,0,0
2022,23,9,2022-10-20,2.5,60,50,30,50
2022,23,10,2022-10-20,2.5,60,80,30,50
2022,23,11,2022-10-20,2.5,80,80,50,50
2022,23,12,2022-10-20,2.5,80,80,50,50
2022,23,13,2022-10-22,2.5,30,0,2.5,0
2022,23,14,2022-10-22,2.5,80,80,50,30
2022,23,15,2022-10-22,60,30,50,2.5,2.5
2022,23,16,2022-11-06,2.5,90,90,90,90
2022,23,17,2022-11-06,2.5,90,90,90,90
2022,23,18,2022-11-06,2.5,2.5,0,0,0
2022,24,1,2022-10-20,2.5,0,0,0,0
2022,24,2,2022-10-20,40,5,5,0,0
2022,24,3,2022-10-20,30,0,0,0,0
2022,24,4,2022-10-20,2.5,5,0,0,0
2022,24,5,2022-12-20,20,5,0,0,0
2022,24,6,2022-10-27,2.5,0,0,0,0
2022,24,7,2022-10-27,40,5,5,0,0
2022,24,8,2022-10-27,30,5,5,0,0
2022,24,9,2022-10-27,20,0,0,0,0
2022,24,10,2022-10-22,40,5,5,0,0
2022,24,11,2022-10-19,80,5,5,0,0
2022,24,12,2022-12-20,60,0,0,0,0
2022,24,13,2022-10-19,30,5,5,0,0
2022,24,14,2022-10-19,20,0,0,0,0
2022,24,15,2022-10-22,10,5,0,0,0
2022,26,1,2022-12-06,40,2.5,0.5,2.5,0
2022,26,2,2022-12-09,2.5,2.5,2.5,0,0
2022,26,3,2022-12-09,2.5,2.5,0.5,0,0
2022,26,4,2022-12-09,5,2.5,0.5,0,0
2022,26,5,2022-11-15,2.5,40,2.5,0,0
2022,26,6,2022-11-15,2.5,2.5,0,0,0
2022,26,7,2022-12-13,60,2.5,2.5,2.5,2.5
