site_no,spot_no,year,date,bleaching_all,env_group,lat,dhw_logger,dhw_mur_raw,dhw_mur_corr,dhw_mur_corr_adj,days30_logger,days30_mur_raw,days30_mur_corr,bleaching_binary,dhw_coraltemp_raw,dhw_coraltemp_corr,days30_coraltemp_raw,days30_coraltemp_corr,lat_band
15,104,2020,2020-10-31,50.5,外洋系,24.263861,0.0062269585253455,0.0471428571428563,0.0471428571428563,0.2185714285714282,16.0,16.0,16.0,1,0.0,0.0,9.0,4.0,24-26°N (八重山)
15,104,2021,2021-10-27,81.5,外洋系,24.263861,,,,,,,,1,0.0,0.0,0.0,0.0,24-26°N (八重山)
15,104,2022,2022-11-15,92.5,外洋系,24.263861,0.0,0.0,0.0,0.0,16.0,15.0,15.0,1,0.0,0.0,16.0,15.0,24-26°N (八重山)
15,104,2023,2023-11-09,60.0,外洋系,24.263861,0.0,0.0,0.0,0.0,9.0,9.0,9.0,1,0.0,0.0,5.0,2.0,24-26°N (八重山)
15,104,2024,2024-10-28,95.0,外洋系,24.263861,1.5119677419354798,0.5399999999999971,0.5399999999999971,1.1714285714285697,53.0,41.0,41.0,1,1.1052534562212,1.1052534562211902,44.0,38.0,24-26°N (八重山)
16,95,2020,2020-10-26,74.5,外洋系,24.211111,0.0,0.0325345622119814,0.0325345622119814,0.2594930875576037,12.0,21.0,21.0,1,0.0,0.0,11.0,3.0,24-26°N (八重山)
16,95,2021,2021-10-25,69.0,外洋系,24.211111,,,,,,,,1,0.0,0.0,0.0,0.0,24-26°N (八重山)
16,95,2022,2022-11-06,72.5,外洋系,24.211111,0.0,0.0,0.0,0.0,26.0,24.0,24.0,1,0.0,0.0,25.0,24.0,24-26°N (八重山)
16,95,2023,2023-10-27,30.0,外洋系,24.211111,0.023016129032258,0.0,0.0,0.0,7.0,7.0,7.0,1,0.0,0.0,8.0,4.0,24-26°N (八重山)
16,95,2024,2024-10-21,97.5,外洋系,24.211111,1.8196382488479264,1.2254377880184282,1.2254377880184282,2.211152073732716,43.0,46.0,46.0,1,1.5972350230414811,1.5972350230414685,48.0,41.0,24-26°N (八重山)
17,126,2020,2020-10-29,30.0,外洋系,24.439778,0.0416543778801842,0.0762211981566827,0.0762211981566827,0.1619354838709686,13.0,15.0,15.0,1,0.0,0.0,13.0,5.0,24-26°N (八重山)
17,126,2021,2021-11-04,21.5,外洋系,24.439778,,,,,,,,1,0.0,0.0,0.0,0.0,24-26°N (八重山)
17,126,2022,2022-11-09,90.0,外洋系,24.439778,0.0,0.0,0.0,0.0,21.0,21.0,21.0,1,0.0,0.0,21.0,21.0,24-26°N (八重山)
17,126,2023,2023-11-04,32.5,外洋系,24.439778,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1,0.0,0.0,3.0,0.0,24-26°N (八重山)
17,126,2024,2024-10-18,92.5,外洋系,24.439778,1.1952119815668207,0.8683410138248904,0.8683410138248904,1.6705299539170595,32.0,38.0,38.0,1,1.4280069124424084,1.4280069124423957,46.0,36.0,24-26°N (八重山)
17,131,2020,2020-11-07,40.0,外洋系,24.323056,0.1423609831029177,0.1411059907834102,0.1411059907834102,0.3542396313364061,13.0,16.0,16.0,1,0.025268817204302456,0.025268817204302456,11.0,4.0,24-26°N (八重山)
17,131,2021,2021-11-07,75.0,外洋系,24.323056,,,,,,,,1,,,,,24-26°N (八重山)
17,131,2022,2022-11-08,100.0,外洋系,24.323056,,,,,,,,1,0.0,0.0,0.0,0.0,24-26°N (八重山)
17,131,2023,2023-10-25,20.0,外洋系,24.323056,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1,0.00881720430107537,0.00881720430107537,2.0,0.0,24-26°N (八重山)
17,131,2024,2024-10-15,100.0,外洋系,24.323056,2.367314900153606,1.160967741935485,1.160967741935485,1.975253456221201,38.0,42.0,42.0,1,1.8299846390169046,1.8299846390169046,49.0,40.0,24-26°N (八重山)
18,4,2020,2020-11-12,10.0,閉鎖系,27.10675,3.4629847619047673,2.5118285714285564,1.6486857142857028,2.6118285714285565,0.0,4.0,4.0,0,2.266314285714277,2.266314285714291,0.0,0.0,26-28°N (沖縄本島)
18,4,2021,2022-01-18,,閉鎖系,27.10675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26-28°N (沖縄本島)
18,4,2022,2022-12-14,,閉鎖系,27.10675,0.0220133333333336,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26-28°N (沖縄本島)
18,4,2023,2023-12-21,,閉鎖系,27.10675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26-28°N (沖縄本島)
18,4,2024,2024-12-24,,閉鎖系,27.10675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26-28°N (沖縄本島)
18,7,2020,2020-12-23,,閉鎖系,27.055272,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,26-28°N (沖縄本島)
18,7,2021,2022-01-18,,閉鎖系,27.055272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26-28°N (沖縄本島)
18,7,2022,2022-12-14,,閉鎖系,27.055272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26-28°N (沖縄本島)
18,7,2023,2023-12-21,,閉鎖系,27.055272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26-28°N (沖縄本島)
18,7,2024,2024-12-25,,閉鎖系,27.055272,,,,,,,,0,,,,,26-28°N (沖縄本島)
19,1,2020,2020-10-26,0.0,その他,34.983333,3.372685714285712,1.2964792626728143,0.6765622119815683,1.2964792626728143,0.0,0.0,0.0,0,1.995428571428574,1.995428571428574,0.0,0.0,30-35°N (本州)
19,1,2022,2022-11-25,0.0,その他,34.983333,0.0111485714285711,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
19,1,2023,2023-11-21,0.0,その他,34.983333,0.6114799999999992,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
19,1,2024,2024-10-24,0.0,その他,34.983333,4.932131428571428,3.55665437788019,2.355308755760371,3.55665437788019,0.0,0.0,0.0,0,2.1265714285714306,2.1265714285714306,0.0,0.0,30-35°N (本州)
20,9,2022,2022-09-23,0.0,閉鎖系,34.4,0.8509896313364099,0.5490092165898608,0.0749078341013813,0.5490092165898608,0.0,0.0,0.0,0,0.27177419354838606,0.27177419354838606,0.0,0.0,30-35°N (本州)
20,9,2023,2023-10-25,10.0,閉鎖系,34.4,,,,,,,,0,0.0,0.0,0.0,0.0,30-35°N (本州)
20,9,2024,2024-10-01,90.0,閉鎖系,34.4,8.851081797235038,9.519562211981563,9.005276497695844,11.019562211981563,21.0,16.0,16.0,1,9.913087557603683,9.913087557603683,15.0,12.0,30-35°N (本州)
20,14,2022,2022-09-29,0.5,その他,32.866667,2.249662442396311,1.459781105990786,0.4344124423963131,1.4597811059907724,0.0,0.0,0.0,0,2.0040668202764875,2.0040668202765013,0.0,0.0,30-35°N (本州)
20,14,2023,2023-10-21,0.0,その他,32.866667,,,,,,,,0,0.0,0.0,0.0,0.0,30-35°N (本州)
20,14,2024,2024-09-27,,その他,32.866667,5.200550691244236,4.895622119815674,3.284539170506914,4.938479262672795,0.0,3.0,3.0,0,3.816036866359434,3.8160368663594504,3.0,2.0,30-35°N (本州)
21,11,2020,2021-01-09,,外洋系,33.480556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
21,11,2021,2021-12-15,0.0,外洋系,33.480556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
21,11,2022,2022-12-11,,外洋系,33.480556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
21,11,2023,2023-11-20,0.0,外洋系,33.480556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
21,11,2024,2024-12-28,,外洋系,33.480556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
21,13,2020,2020-11-28,0.0,外洋系,33.484042,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
21,13,2021,2021-12-11,0.0,外洋系,33.484042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
21,13,2022,2022-12-10,,外洋系,33.484042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
21,13,2023,2023-12-02,0.0,外洋系,33.484042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
21,13,2024,2024-09-26,25.0,外洋系,33.484042,6.988084792626728,5.264838709677439,3.160073732718908,5.264838709677414,0.0,0.0,0.0,1,5.438488479262654,5.43848847926268,0.0,0.0,30-35°N (本州)
22,1,2020,2020-10-20,,その他,33.043639,3.137394009216584,1.652096774193551,1.1806682027649786,1.652096774193551,0.0,0.0,0.0,0,1.4752073732718896,1.4752073732718896,0.0,0.0,30-35°N (本州)
22,1,2021,2021-10-19,0.0,その他,33.043639,0.0491866359446996,0.1041474654377882,0.0185023041474653,0.1041474654377882,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
22,1,2022,2022-10-20,0.0,その他,33.043639,1.86772350230414,1.296175115207377,0.8507373271889423,1.296175115207377,0.0,0.0,0.0,0,0.599493087557604,0.599493087557604,0.0,0.0,30-35°N (本州)
22,1,2023,2023-11-01,,その他,33.043639,0.6704055299539127,0.0070737327188941,0.0,0.0070737327188941,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
22,1,2024,2024-10-16,30.0,その他,33.043639,,,,,,,,1,,,,,30-35°N (本州)
22,6,2020,2021-01-11,0.0,その他,32.824611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
22,6,2021,2021-11-18,0.0,その他,32.824611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
22,6,2022,2022-12-27,0.0,その他,32.824611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
22,6,2023,2023-10-24,0.0,その他,32.824611,0.8017592165898628,0.0063364055299532,0.0,0.0063364055299532,0.0,0.0,0.0,0,0.033225806451612626,0.033225806451612626,0.0,0.0,30-35°N (本州)
22,6,2024,2024-09-04,50.0,その他,32.824611,4.233252304147465,5.0437557603686605,4.158041474654374,5.229470046082947,3.0,13.0,6.0,1,4.2365898617511535,4.2365898617511535,6.0,2.0,30-35°N (本州)
22,11,2020,2020-12-02,,その他,32.776528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
22,11,2021,2021-10-18,,その他,32.776528,,,,,,,,0,,,,,30-35°N (本州)
22,11,2022,2022-11-11,,その他,32.776528,0.1003686635944706,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
22,11,2023,2023-11-02,,その他,32.776528,1.0087557603686668,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
22,11,2024,2024-10-01,80.0,その他,32.776528,7.2948986175115325,4.5520737327188785,3.0791705069124267,4.623502304147451,1.0,5.0,3.0,1,4.103364055299542,4.103364055299542,7.0,2.0,30-35°N (本州)
24,3,2020,2020-11-05,5.0,その他,32.344694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
24,3,2021,2021-10-15,0.0,その他,32.344694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
24,3,2022,2022-10-20,0.0,その他,32.344694,,,,,,,,0,,,,,30-35°N (本州)
24,3,2023,2023-11-21,2.5,その他,32.344694,,,,,,,,0,0.0,0.0,0.0,0.0,30-35°N (本州)
24,3,2024,2024-10-21,15.0,その他,32.344694,4.9855852534562235,3.098617511520744,2.26228878648234,3.155760368663602,2.0,4.0,2.0,1,2.7296313364055287,2.7296313364055287,3.0,0.0,30-35°N (本州)
24,7,2020,2020-10-21,5.0,その他,32.186778,1.5601981566820295,1.139447004608295,0.7965898617511513,1.139447004608291,0.0,0.0,0.0,0,0.37852534562212065,0.37852534562212065,0.0,0.0,30-35°N (本州)
24,7,2021,2021-10-08,5.0,その他,32.186778,0.0,0.0099308755760369,0.0,0.0099308755760364,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30-35°N (本州)
24,7,2022,2022-10-27,5.0,その他,32.186778,,,,,,,,0,0.0,0.0,0.0,0.0,30-35°N (本州)
24,7,2023,2023-09-22,5.0,その他,32.186778,1.982186635944704,1.2314055299539146,0.5191013824884766,1.231405529953904,0.0,0.0,0.0,0,0.9205990783410145,0.9205990783410145,0.0,0.0,30-35°N (本州)
24,7,2024,2024-09-25,5.0,その他,32.186778,5.842566820276502,5.7585253456221155,4.085737327188933,5.8442396313363805,1.0,6.0,3.0,0,6.153663594470051,6.153663594470051,7.0,3.0,30-35°N (本州)
