site_key,year,bleaching_all,env_type,summer_mean,summer_max,summer_min,days_above_29,days_above_30,days_above_31,cumulative_above_29,n_days,lat,vulnerability,region
4_3,2021,0.0,外洋系,27.751622950819673,29.836,24.804,34,0,0,11.434999999999999,122,26.085917,1.1986505484275658,沖縄本島周辺
4_3,2022,10.0,外洋系,27.77222131147541,30.48,24.171,37,5,0,20.718000000000007,122,26.085917,1.1986505484275658,沖縄本島周辺
4_3,2023,0.0,外洋系,27.75032786885246,29.751,23.129,39,0,0,13.736,122,26.085917,1.1986505484275658,沖縄本島周辺
4_3,2024,80.0,外洋系,28.685081967213115,30.77,24.074,76,39,0,75.74600000000001,122,26.085917,1.1986505484275658,沖縄本島周辺
4_15,2021,0.0,外洋系,27.619778761061944,30.245,24.876,15,1,0,5.8530000000000015,113,26.384111,1.1659837333371412,沖縄本島周辺
4_15,2023,0.0,外洋系,27.938344262295082,29.69,24.177,52,0,0,20.891000000000002,122,26.384111,1.1659837333371412,沖縄本島周辺
4_15,2024,70.0,外洋系,28.75775409836065,31.117,24.663,78,37,4,76.759,122,26.384111,1.1659837333371412,沖縄本島周辺
4_26,2023,0.0,外洋系,27.453122950819676,29.636,22.905,15,0,0,4.509,122,26.865694,0.535665091981349,沖縄本島周辺
4_26,2024,20.0,外洋系,28.228409836065577,30.708,23.697,60,22,0,49.94100000000001,122,26.865694,0.535665091981349,沖縄本島周辺
5_14,2020,0.0,外洋系,28.29587704918033,29.57,24.957,22,0,0,5.739999999999998,122,26.438639,1.1781896064741526,沖縄本島周辺
5_14,2021,0.0,外洋系,27.61860655737705,29.616,25.257,6,0,0,2.2330000000000005,122,26.438639,1.1781896064741526,沖縄本島周辺
5_14,2022,0.0,外洋系,28.099090163934427,30.589,24.851,28,8,0,20.311,122,26.438639,1.1781896064741526,沖縄本島周辺
5_14,2024,80.0,外洋系,28.56122330097087,30.784,23.879,68,26,0,57.692999999999984,103,26.438639,1.1781896064741526,沖縄本島周辺
5_29,2020,0.0,外洋系,27.906991803278686,29.518,24.675,13,0,0,3.968,122,26.715278,0.9386349243276084,沖縄本島周辺
5_29,2021,0.0,外洋系,27.30865573770492,29.122,24.526,2,0,0,0.23300000000000054,122,26.715278,0.9386349243276084,沖縄本島周辺
5_29,2022,3.0,外洋系,27.73875409836066,30.662,24.212,17,9,0,16.742000000000004,122,26.715278,0.9386349243276084,沖縄本島周辺
5_29,2023,0.0,外洋系,27.603893442622947,30.374,24.269,11,1,0,3.5259999999999962,122,26.715278,0.9386349243276084,沖縄本島周辺
5_29,2024,80.0,外洋系,28.27095614035088,30.803,23.615,61,18,0,50.669,114,26.715278,0.9386349243276084,沖縄本島周辺
6_5,2020,0.0,外洋系,28.07900819672131,29.831,24.834,15,0,0,6.615000000000002,122,26.734722,1.1657017246834565,沖縄本島周辺
6_5,2021,0.0,外洋系,27.578729508196723,29.479,25.042,12,0,0,2.480000000000004,122,26.734722,1.1657017246834565,沖縄本島周辺
6_5,2022,0.0,外洋系,27.917999999999996,30.464,24.339,33,10,0,18.843,122,26.734722,1.1657017246834565,沖縄本島周辺
6_5,2023,0.0,外洋系,27.733844262295083,29.633,24.532,23,0,0,5.722999999999992,122,26.734722,1.1657017246834565,沖縄本島周辺
6_5,2024,90.0,外洋系,28.2358085106383,30.856,23.855,52,20,0,46.512000000000015,94,26.734722,1.1657017246834565,沖縄本島周辺
7_5,2020,0.0,不明,27.914614754098363,29.606,24.745,26,0,0,6.233000000000008,122,26.202194,0.1506255803119454,沖縄本島周辺
7_5,2021,0.0,不明,27.406549180327875,29.149,25.332,5,0,0,0.34399999999999764,122,26.202194,0.1506255803119454,沖縄本島周辺
7_5,2022,0.0,不明,28.022491803278687,30.169,24.663,26,4,0,17.04000000000001,122,26.202194,0.1506255803119454,沖縄本島周辺
7_5,2023,0.0,不明,27.770434426229507,29.415,25.127,21,0,0,3.497,122,26.202194,0.1506255803119454,沖縄本島周辺
7_5,2024,10.0,不明,28.538081967213113,30.528,24.067,72,14,0,44.951,122,26.202194,0.1506255803119454,沖縄本島周辺
7_8,2020,0.0,中間系,28.120040983606554,29.732,25.031,25,0,0,6.299999999999997,122,26.1865,0.4174813351053085,沖縄本島周辺
7_8,2021,0.0,中間系,27.62139344262295,29.478,25.6,9,0,0,1.889000000000003,122,26.1865,0.4174813351053085,沖縄本島周辺
7_8,2022,0.0,中間系,28.037524590163933,30.224,24.723,23,4,0,11.171,122,26.1865,0.4174813351053085,沖縄本島周辺
7_8,2023,0.0,中間系,27.971409836065575,29.837,25.215,31,0,0,11.501000000000001,122,26.1865,0.4174813351053085,沖縄本島周辺
7_8,2024,30.0,中間系,28.747418032786886,30.656,24.235,81,26,0,63.636,122,26.1865,0.4174813351053085,沖縄本島周辺
9_1,2021,0.0,閉鎖系,28.771491803278693,29.817,26.742,61,0,0,16.631999999999994,122,24.941528,2.252014497343326,宮古八重山
9_1,2022,10.0,閉鎖系,28.9482131147541,30.875,26.846,63,41,0,69.90499999999999,122,24.941528,2.252014497343326,宮古八重山
9_1,2023,0.0,閉鎖系,28.762778688524588,30.054,26.401,69,2,0,30.33799999999999,122,24.941528,2.252014497343326,宮古八重山
9_1,2024,70.0,閉鎖系,29.727262295081967,31.024,26.611,103,64,1,114.14400000000002,122,24.941528,2.252014497343326,宮古八重山
9_3,2020,,外洋系,29.702054054054052,30.746,27.318,92,49,0,87.757,111,24.9005,7.334335692544628,宮古八重山
9_3,2022,90.0,外洋系,29.237655737704916,31.287,26.755,71,54,4,96.07600000000001,122,24.9005,7.334335692544628,宮古八重山
9_3,2023,0.0,外洋系,28.993106557377047,30.356,25.635,72,17,0,45.956,122,24.9005,7.334335692544628,宮古八重山
9_3,2024,60.0,外洋系,29.938,31.445,26.676,106,78,11,138.41799999999998,122,24.9005,7.334335692544628,宮古八重山
9_5,2020,10.0,外洋系,29.495827868852462,30.514,27.243,101,23,0,71.04400000000001,122,24.797806,3.372692888780292,宮古八重山
9_5,2021,0.0,外洋系,28.834049180327863,29.993,27.335,56,0,0,28.576999999999988,122,24.797806,3.372692888780292,宮古八重山
9_5,2022,,外洋系,29.057393442622953,30.832,26.929,69,41,0,76.07499999999999,122,24.797806,3.372692888780292,宮古八重山
9_5,2023,0.0,外洋系,28.961762295081968,30.453,26.582,77,14,0,48.68599999999999,122,24.797806,3.372692888780292,宮古八重山
9_5,2024,60.0,外洋系,29.88144262295082,31.264,27.271,104,75,8,127.284,122,24.797806,3.372692888780292,宮古八重山
9_6,2020,0.0,外洋系,29.43465573770492,30.543,26.993,92,30,0,69.53999999999999,122,24.719444,3.324575226147437,宮古八重山
9_6,2021,0.0,外洋系,28.7182868852459,30.044,25.719,56,2,0,30.285999999999987,122,24.719444,3.324575226147437,宮古八重山
9_6,2022,,外洋系,29.06119672131148,30.946,26.377,68,47,0,77.58299999999998,122,24.719444,3.324575226147437,宮古八重山
9_6,2023,0.0,外洋系,28.904434426229507,30.524,26.575,75,17,0,52.235,122,24.719444,3.324575226147437,宮古八重山
9_6,2024,70.0,外洋系,29.90060655737705,31.238,27.244,100,78,12,135.91199999999998,122,24.719444,3.324575226147437,宮古八重山
9_9,2020,,外洋系,29.195279279279283,30.229,26.643,82,9,0,46.741,111,24.841083,2.694198812628093,宮古八重山
9_9,2023,0.0,外洋系,28.480278688524592,29.66,26.011,53,0,0,15.756999999999994,122,24.841083,2.694198812628093,宮古八重山
9_9,2024,,外洋系,29.602450819672125,30.919,26.776,99,59,0,105.10399999999998,122,24.841083,2.694198812628093,宮古八重山
10_2,2020,0.0,外洋系,29.333573770491803,30.126,26.623,97,14,0,60.42899999999999,122,25.016917,1.6573277562938988,宮古八重山
10_2,2021,0.0,外洋系,28.935213114754095,30.07,26.939,65,3,0,26.948999999999987,122,25.016917,1.6573277562938988,宮古八重山
10_2,2022,20.0,外洋系,29.071426229508198,30.964,26.621,68,43,0,76.012,122,25.016917,1.6573277562938988,宮古八重山
10_2,2023,0.0,外洋系,28.789524590163936,30.156,25.964,72,4,0,36.29600000000001,122,25.016917,1.6573277562938988,宮古八重山
10_2,2024,50.0,外洋系,29.784491803278694,31.039,26.989,101,75,3,120.88499999999999,122,25.016917,1.6573277562938988,宮古八重山
10_3,2020,0.0,外洋系,29.434581967213116,30.243,26.794,99,16,0,67.364,122,24.996944,3.030252015959336,宮古八重山
10_3,2021,0.0,外洋系,28.96305737704918,29.773,26.921,68,0,0,27.944999999999997,122,24.996944,3.030252015959336,宮古八重山
10_3,2022,,外洋系,29.129508196721314,30.851,26.987,71,48,0,81.065,122,24.996944,3.030252015959336,宮古八重山
10_3,2024,90.0,外洋系,29.86461475409836,31.238,26.941,105,78,7,128.26000000000002,122,24.996944,3.030252015959336,宮古八重山
11_19,2020,0.0,閉鎖系,29.60511475409836,31.422,27.192,94,44,5,93.695,122,24.515917,0.0,宮古八重山
11_19,2021,0.0,閉鎖系,29.666942622950817,32.544,27.898,102,44,3,92.39099999999999,122,24.515917,0.0,宮古八重山
11_19,2022,,閉鎖系,29.551622950819674,32.094,25.302,74,58,23,118.78300000000002,122,24.515917,0.0,宮古八重山
11_19,2023,0.0,閉鎖系,29.174311475409834,30.847,26.652,77,34,0,73.12900000000002,122,24.515917,0.0,宮古八重山
11_19,2024,,閉鎖系,30.30163934426229,32.775,27.107,103,88,30,173.419,122,24.515917,0.0,宮古八重山
12_3,2020,0.0,閉鎖系,29.701975409836066,30.926,27.789,90,56,0,98.90999999999998,122,24.583722,1.2450832797667528,宮古八重山
12_3,2021,0.0,閉鎖系,29.665688524590163,30.975,28.077,108,36,0,87.212,122,24.583722,1.2450832797667528,宮古八重山
12_3,2022,60.0,閉鎖系,29.594352459016392,31.647,25.943,78,56,20,120.174,122,24.583722,1.2450832797667528,宮古八重山
12_3,2023,0.0,閉鎖系,29.128360655737705,30.446,25.257,78,15,0,55.583,122,24.583722,1.2450832797667528,宮古八重山
12_3,2024,0.0,閉鎖系,30.119639344262296,31.611,27.024,105,84,21,153.329,122,24.583722,1.2450832797667528,宮古八重山
12_23,2020,0.0,中間系,29.8255737704918,31.243,27.136,96,61,7,114.38400000000001,122,24.47275,0.1533699765855168,宮古八重山
12_23,2021,0.0,中間系,29.877114754098358,31.724,28.193,108,56,5,112.52499999999999,122,24.47275,0.1533699765855168,宮古八重山
12_23,2022,5.0,中間系,29.75581147540984,32.089,26.221,77,63,29,133.111,122,24.47275,0.1533699765855168,宮古八重山
12_23,2024,0.0,中間系,30.371204918032785,32.236,27.56,104,89,34,180.21200000000002,122,24.47275,0.1533699765855168,宮古八重山
12_40,2021,0.0,閉鎖系,29.627327868852454,30.781,27.545,101,39,0,87.17800000000001,122,24.327889,0.3016329113105888,宮古八重山
12_40,2022,10.0,閉鎖系,29.483934426229506,31.822,25.058,76,53,19,110.934,122,24.327889,0.3016329113105888,宮古八重山
12_40,2023,0.0,閉鎖系,29.31887704918033,30.764,26.601,78,42,0,77.84200000000001,122,24.327889,0.3016329113105888,宮古八重山
12_40,2024,5.0,閉鎖系,30.302516393442623,32.023,27.256,103,91,27,174.163,122,24.327889,0.3016329113105888,宮古八重山
13_42,2020,52.5,外洋系,29.818032786885247,30.945,27.559,106,55,0,108.95200000000003,122,24.342278,7.395466494717533,宮古八重山
13_42,2022,92.5,外洋系,29.797245901639343,31.852,26.553,82,65,26,128.728,122,24.342278,7.395466494717533,宮古八重山
13_42,2023,47.5,外洋系,29.446344262295085,31.23,26.22,91,42,2,81.92600000000002,122,24.342278,7.395466494717533,宮古八重山
13_42,2024,82.5,外洋系,30.330114754098364,31.878,27.419,110,92,31,174.244,122,24.342278,7.395466494717533,宮古八重山
13_64,2020,20.5,外洋系,29.33939344262295,30.486,26.687,90,27,0,63.67200000000001,122,24.348278,5.554652985233503,宮古八重山
13_64,2022,90.0,外洋系,29.23211475409836,31.148,26.171,74,44,1,80.409,122,24.348278,5.554652985233503,宮古八重山
13_64,2023,25.0,外洋系,28.684918032786886,30.277,26.034,67,4,0,28.19,122,24.348278,5.554652985233503,宮古八重山
13_64,2024,100.0,外洋系,29.826368852459012,31.528,27.399,101,58,11,116.646,122,24.348278,5.554652985233503,宮古八重山
13_72,2020,25.0,外洋系,29.299147540983608,30.386,26.384,93,21,0,61.016999999999975,122,24.369806,4.622252656807621,宮古八重山
13_72,2022,80.0,外洋系,29.235918032786888,30.912,26.509,74,43,0,79.084,122,24.369806,4.622252656807621,宮古八重山
13_72,2023,22.5,外洋系,28.466188524590162,29.785,25.957,55,0,0,19.88699999999999,122,24.369806,4.622252656807621,宮古八重山
13_72,2024,82.5,外洋系,29.730090163934424,31.02,27.611,94,62,1,105.17000000000002,122,24.369806,4.622252656807621,宮古八重山
14_77,2020,72.5,閉鎖系,29.701795081967216,30.931,27.551,103,42,0,94.735,122,24.291417,7.656781141515582,宮古八重山
14_77,2022,87.5,閉鎖系,29.54116393442623,31.384,26.186,76,56,17,111.69,122,24.291417,7.656781141515582,宮古八重山
14_77,2023,77.5,閉鎖系,29.18582786885246,30.799,26.761,76,31,0,67.425,122,24.291417,7.656781141515582,宮古八重山
14_77,2024,87.5,閉鎖系,30.234024590163934,31.834,27.239,105,86,24,165.93900000000002,122,24.291417,7.656781141515582,宮古八重山
14_82,2020,40.0,閉鎖系,29.464762295081968,30.681,27.643,96,25,0,70.757,122,24.252139,6.9093382774672945,宮古八重山
14_82,2022,92.5,閉鎖系,29.35544262295082,31.515,26.437,72,51,12,97.795,122,24.252139,6.9093382774672945,宮古八重山
14_82,2023,47.5,閉鎖系,29.03145081967213,30.569,26.45,73,25,0,61.250000000000014,122,24.252139,6.9093382774672945,宮古八重山
14_82,2024,99.0,閉鎖系,30.073229508196718,31.537,27.288,102,80,16,151.39499999999995,122,24.252139,6.9093382774672945,宮古八重山
15_22,2020,63.5,外洋系,29.56861475409836,30.67,27.644,99,31,0,80.606,122,24.301194,6.766915251537187,宮古八重山
15_22,2022,92.5,外洋系,29.366155737704926,30.947,26.011,74,53,0,95.286,122,24.301194,6.766915251537187,宮古八重山
15_22,2023,40.0,外洋系,28.968418032786886,30.783,26.227,72,14,0,53.06,122,24.301194,6.766915251537187,宮古八重山
15_22,2024,87.5,外洋系,30.098147540983607,31.639,27.132,106,84,14,151.118,122,24.301194,6.766915251537187,宮古八重山
15_104,2020,50.5,外洋系,29.563868852459017,30.628,27.774,101,34,0,78.889,122,24.263861,7.345508255574273,宮古八重山
15_104,2022,92.5,外洋系,29.417336065573775,30.954,26.288,77,52,0,95.723,122,24.263861,7.345508255574273,宮古八重山
15_104,2023,60.0,外洋系,28.995967213114756,30.516,27.035,72,11,0,50.96400000000001,122,24.263861,7.345508255574273,宮古八重山
15_104,2024,95.0,外洋系,30.099024590163935,31.667,27.271,103,82,12,150.122,122,24.263861,7.345508255574273,宮古八重山
16_95,2020,74.5,外洋系,29.272770491803282,30.393,27.459,92,17,0,53.062,122,24.211111,6.766796683720853,宮古八重山
16_95,2022,72.5,外洋系,29.081286885245902,31.148,23.438,72,41,1,75.89799999999998,122,24.211111,6.766796683720853,宮古八重山
16_95,2023,30.0,外洋系,28.71127049180328,30.321,26.317,73,7,0,38.63900000000001,122,24.211111,6.766796683720853,宮古八重山
16_95,2024,97.5,外洋系,29.857598360655736,31.379,27.052,101,66,9,126.768,122,24.211111,6.766796683720853,宮古八重山
17_126,2020,30.0,外洋系,29.5395737704918,30.518,27.282,101,31,0,82.374,122,24.439778,6.795670878974747,宮古八重山
17_126,2022,90.0,外洋系,29.273926229508195,30.779,26.821,75,45,0,82.113,122,24.439778,6.795670878974747,宮古八重山
17_126,2023,32.5,外洋系,28.64020491803279,29.987,26.109,63,0,0,22.388999999999985,122,24.439778,6.795670878974747,宮古八重山
17_126,2024,92.5,外洋系,29.789614754098363,31.247,27.747,98,53,7,108.13700000000001,122,24.439778,6.795670878974747,宮古八重山
17_131,2020,40.0,外洋系,29.541057377049178,30.613,26.811,104,35,0,86.447,122,24.323056,7.853341014073426,宮古八重山
17_131,2023,20.0,外洋系,28.436713114754095,29.909,25.916,47,0,0,15.836999999999996,122,24.323056,7.853341014073426,宮古八重山
17_131,2024,100.0,外洋系,29.838967213114756,31.269,28.011,99,59,6,113.07200000000002,122,24.323056,7.853341014073426,宮古八重山
18_4,2020,10.0,閉鎖系,26.48840983606557,29.01,22.326,1,0,0,0.010000000000001563,122,27.10675,0.5567087379412904,沖縄本島周辺
18_4,2021,,閉鎖系,26.350811475409838,28.575,24.335,0,0,0,0.0,122,27.10675,0.5567087379412904,沖縄本島周辺
18_4,2022,,閉鎖系,26.374450819672134,28.704,22.33,0,0,0,0.0,122,27.10675,0.5567087379412904,沖縄本島周辺
18_4,2023,,閉鎖系,25.97620491803279,28.34,24.004,0,0,0,0.0,122,27.10675,0.5567087379412904,沖縄本島周辺
18_4,2024,,閉鎖系,25.95905737704918,29.04,21.86,1,0,0,0.03999999999999915,122,27.10675,0.5567087379412904,沖縄本島周辺
18_7,2020,,閉鎖系,26.431909836065575,28.8,21.997,0,0,0,0.0,122,,,宮古八重山
18_7,2021,,閉鎖系,26.48131147540984,29.15,24.171,2,0,0,0.15899999999999892,122,,,宮古八重山
18_7,2022,,閉鎖系,26.42927049180328,29.285,22.348,1,0,0,0.28500000000000014,122,,,宮古八重山
18_7,2023,,閉鎖系,25.901163934426226,28.514,23.539,0,0,0,0.0,122,,,宮古八重山
19_1,2020,0.0,閉鎖系,23.376540983606557,27.33,19.906,0,0,0,0.0,122,34.983333,0.0,本州・鹿児島離島
19_1,2022,0.0,閉鎖系,23.521385245901637,26.738,19.351,0,0,0,0.0,122,34.983333,0.0,本州・鹿児島離島
19_1,2023,0.0,閉鎖系,24.16822950819672,27.925,19.859,0,0,0,0.0,122,34.983333,0.0,本州・鹿児島離島
19_1,2024,0.0,閉鎖系,24.58054918032787,28.943,19.599,0,0,0,0.0,122,34.983333,0.0,本州・鹿児島離島
20_9,2022,0.0,閉鎖系,25.848303278688523,29.581,20.956,7,0,0,2.2300000000000004,122,34.4,1.1005337588730528,本州・鹿児島離島
20_9,2024,90.0,閉鎖系,26.970754098360654,31.468,20.906,54,21,3,52.429000000000016,122,34.4,1.1005337588730528,本州・鹿児島離島
20_14,2022,0.5,閉鎖系,24.219286885245907,27.635,19.997,0,0,0,0.0,122,32.866667,0.0165978448883972,本州・鹿児島離島
20_14,2024,,閉鎖系,24.266524590163932,28.776,19.206,0,0,0,0.0,122,32.866667,0.0165978448883972,本州・鹿児島離島
21_11,2020,,外洋系,25.475311475409836,30.517,20.462,18,7,0,15.563999999999997,122,33.480556,0.0,本州・鹿児島離島
21_11,2021,0.0,外洋系,25.23500819672131,28.377,20.594,0,0,0,0.0,122,33.480556,0.0,本州・鹿児島離島
21_11,2022,,外洋系,26.415360655737707,30.454,21.985,20,4,0,10.93,122,33.480556,0.0,本州・鹿児島離島
21_11,2023,0.0,外洋系,26.309196721311476,29.298,22.414,5,0,0,0.532,122,33.480556,0.0,本州・鹿児島離島
21_11,2024,,外洋系,26.073114754098366,29.927,20.698,35,0,0,14.149999999999991,122,33.480556,0.0,本州・鹿児島離島
21_13,2020,0.0,外洋系,24.843762295081966,30.107,19.674,19,2,0,8.398000000000003,122,33.484042,0.3145877956114105,本州・鹿児島離島
21_13,2021,0.0,外洋系,24.74627868852459,28.087,20.12,0,0,0,0.0,122,33.484042,0.3145877956114105,本州・鹿児島離島
21_13,2022,,外洋系,25.911762295081964,29.979,21.224,10,0,0,5.956000000000003,122,33.484042,0.3145877956114105,本州・鹿児島離島
21_13,2023,0.0,外洋系,25.864606557377048,28.891,20.714,0,0,0,0.0,122,33.484042,0.3145877956114105,本州・鹿児島離島
21_13,2024,25.0,外洋系,25.199457627118644,29.528,20.287,19,0,0,4.588999999999999,118,33.484042,0.3145877956114105,本州・鹿児島離島
22_1,2020,,閉鎖系,23.992311475409835,29.304,19.994,4,0,0,0.5509999999999984,122,33.043639,0.0,本州・鹿児島離島
22_1,2021,0.0,閉鎖系,25.225385245901638,28.551,21.13,0,0,0,0.0,122,33.043639,0.0,本州・鹿児島離島
22_1,2022,0.0,閉鎖系,25.529622950819668,29.092,21.382,1,0,0,0.09199999999999875,122,33.043639,0.0,本州・鹿児島離島
22_1,2023,,閉鎖系,25.706204918032782,28.89,20.575,0,0,0,0.0,122,33.043639,0.0,本州・鹿児島離島
22_6,2021,0.0,閉鎖系,26.166836065573772,28.966,21.691,0,0,0,0.0,122,32.824611,0.63143613835307,本州・鹿児島離島
22_6,2022,0.0,閉鎖系,26.107918032786884,29.792,21.9,8,0,0,2.692999999999998,122,32.824611,0.63143613835307,本州・鹿児島離島
22_6,2023,0.0,閉鎖系,26.3185,29.103,21.43,1,0,0,0.10300000000000153,122,32.824611,0.63143613835307,本州・鹿児島離島
22_6,2024,50.0,閉鎖系,25.754333333333328,30.707,21.906,16,3,0,9.247999999999998,102,32.824611,0.63143613835307,本州・鹿児島離島
22_11,2020,,閉鎖系,24.994532786885248,29.909,21.05,12,0,0,6.068000000000001,122,32.776528,2.3595837020182873,本州・鹿児島離島
22_11,2022,,閉鎖系,26.06277868852459,29.259,21.31,7,0,0,0.897000000000002,122,32.776528,2.3595837020182873,本州・鹿児島離島
22_11,2023,,閉鎖系,26.345860655737706,28.936,21.063,0,0,0,0.0,122,32.776528,2.3595837020182873,本州・鹿児島離島
22_11,2024,80.0,閉鎖系,26.372303278688527,30.03,22.574,23,1,0,8.992000000000008,122,32.776528,2.3595837020182873,本州・鹿児島離島
24_3,2020,5.0,不明,25.303844262295083,29.117,20.638,1,0,0,0.11700000000000088,122,32.344694,0.2941084018211688,本州・鹿児島離島
24_3,2021,0.0,不明,25.518204918032787,28.863,20.53,0,0,0,0.0,122,32.344694,0.2941084018211688,本州・鹿児島離島
24_3,2024,15.0,不明,26.5121475409836,30.088,20.346,26,2,0,13.115000000000002,122,32.344694,0.2941084018211688,本州・鹿児島離島
24_7,2020,5.0,閉鎖系,25.29135245901639,29.163,20.779,2,0,0,0.24299999999999855,122,32.186778,0.1986876397554665,本州・鹿児島離島
24_7,2021,5.0,閉鎖系,25.584581967213115,28.96,20.036,0,0,0,0.0,122,32.186778,0.1986876397554665,本州・鹿児島離島
24_7,2023,5.0,閉鎖系,26.14634426229508,29.274,21.679,2,0,0,0.4770000000000003,122,32.186778,0.1986876397554665,本州・鹿児島離島
24_7,2024,5.0,閉鎖系,26.21851694915254,30.002,20.563,22,1,0,10.358999999999998,118,32.186778,0.1986876397554665,本州・鹿児島離島
