site_no,spot_no,site_name,spot_name,lat,lon,prefecture,landform,substrate,has_logger
11,20,平久保崎～宮良湾,トムル崎南,24.525444,124.308944,沖縄県,礁池・礁原,岩・枝礫,False
11,21,平久保崎～宮良湾,トムル崎,24.531278,124.310194,沖縄県,礁原,枝礫・岩,False
11,22,平久保崎～宮良湾,ﾊﾟﾗﾜｰﾙﾄﾞ前,24.54375,124.306639,沖縄県,礁池,枝礫,False
11,23,平久保崎～宮良湾,明石～安良崎,24.548972,124.31575,沖縄県,礁原・水路斜面,岩・礫,False
11,24,平久保崎～宮良湾,安良崎南,24.554333,124.319778,沖縄県,礁池,岩・枝礫,False
11,25,平久保崎～宮良湾,安良崎,24.560222,124.326361,沖縄県,礁池,岩・枝礫,False
11,26,平久保崎～宮良湾,安良グチ北,24.562306,124.335111,沖縄県,礁原・水路斜面,岩・礫,False
11,27,平久保崎～宮良湾,岩崎南,24.568944,124.340639,沖縄県,礁池,岩・枝礫,False
11,28,平久保崎～宮良湾,岩崎,24.581944,124.349417,沖縄県,礁池,岩・枝礫,False
11,29,平久保崎～宮良湾,岩崎～浦崎,24.592667,124.348639,沖縄県,礁池,岩・枝礫,False
11,30,平久保崎～宮良湾,浦崎沖,24.603944,124.345833,沖縄県,礁池・礁原,岩・枝礫,False
11,31,平久保崎～宮良湾,浦崎前,24.604111,124.342139,沖縄県,礁池,枝礫・岩,False
11,32,平久保崎～宮良湾,平野集落前,24.612278,124.3315,沖縄県,礁池,岩・枝礫,False
11,33,平久保崎～宮良湾,平久保灯台北,24.613556,124.321639,沖縄県,礁原・水路斜面,岩・枝礫,False
12,1,川平～大崎,平久保灯台西,24.605306,124.309889,沖縄県,礁池・礁原,枝礫・岩,False
12,2,川平～大崎,平久保川北,24.600028,124.306444,沖縄県,礁池,枝礫・岩,False
12,3,川平～大崎,平久保集落南,24.583722,124.300028,沖縄県,礁池,枝礫・岩,True
12,4,川平～大崎,嘉良川前,24.571972,124.292167,沖縄県,礁池,枝礫・岩,False
12,5,川平～大崎,ダテフ崎北,24.563333,124.282083,沖縄県,礁斜面,岩・枝礫,False
12,6,川平～大崎,ダテフ崎南,24.550111,124.285278,沖縄県,礁池,枝礫・砂,False
12,7,川平～大崎,野底石崎,24.520278,124.256361,沖縄県,礁池,枝礫・岩,False
12,8,川平～大崎,栄集落前,24.509528,124.240806,沖縄県,礁池,枝礫・岩,False
12,9,川平～大崎,野底集落前,24.503194,124.231056,沖縄県,礁池,枝礫・岩,False
12,10,川平～大崎,野底崎,24.499333,124.227278,沖縄県,礁池,岩・枝礫,False
12,11,川平～大崎,伊土名北,24.49225,124.218806,沖縄県,礁池・礁原,枝礫,False
12,12,川平～大崎,伊土名南,24.478694,124.218944,沖縄県,礁原・礁斜面,岩・枝礫,False
12,13,川平～大崎,浦底湾口北,24.469278,124.219194,沖縄県,礁原・礁斜面,岩・枝礫,False
12,14,川平～大崎,浦底湾口西,24.461583,124.208611,沖縄県,礁原・礁斜面,枝礫・岩,False
12,15,川平～大崎,富野集落前,24.459361,124.201028,沖縄県,礁原・礁斜面,岩,False
12,16,川平～大崎,米原ｷｬﾝﾌﾟ場,24.453556,124.184083,沖縄県,礁池,枝礫・岩,False
12,17,川平～大崎,ヤマバレー前,24.450722,124.173028,沖縄県,礁原・礁斜面,岩・枝礫,False
12,18,川平～大崎,ヤマバレー西,24.4515,124.168639,沖縄県,礁池,岩・枝礫,False
12,19,川平～大崎,川平小島東,24.457111,124.15525,沖縄県,礁池,岩・枝礫,False
12,20,川平～大崎,川平小島北,24.463833,124.149444,沖縄県,礁池,岩・枝礫,False
12,21,川平～大崎,川平水路東,24.468778,124.147278,沖縄県,礁原・水路斜面,岩・枝礫,False
12,22,川平～大崎,川平水路,24.469583,124.145528,沖縄県,礁原・水路斜面,枝礫・岩,False
12,23,川平～大崎,川平水路北西,24.47275,124.144667,沖縄県,礁池・礁原,岩・枝礫,True
12,24,川平～大崎,川平～石崎,24.481167,124.134583,沖縄県,礁池,岩・枝礫,False
12,25,川平～大崎,ｸﾗﾌﾞﾒｯﾄﾞ前,24.4845,124.123778,沖縄県,礁原・礁斜面,岩・枝礫,False
12,26,川平～大崎,川平石崎北,24.484194,124.118556,沖縄県,礁池・礁原,枝礫・岩,False
12,27,川平～大崎,川平石崎南,24.475639,124.111556,沖縄県,礁池・礁原,岩・枝礫,False
12,28,川平～大崎,底地ビーチ沖,24.469889,124.115083,沖縄県,礁池,枝礫・岩,False
12,29,川平～大崎,崎枝湾内,24.457556,124.111306,沖縄県,礁池,枝礫・岩,False
12,30,川平～大崎,崎枝湾口,24.458028,124.105583,沖縄県,礁原・礁斜面,岩,False
12,31,川平～大崎,崎枝～御神,24.454778,124.088806,沖縄県,礁原・礁斜面,岩,False
12,32,川平～大崎,御神崎,24.451139,124.075917,沖縄県,礁原・礁斜面,岩,False
12,33,川平～大崎,御神～屋良部,24.444722,124.075028,沖縄県,礁原・礁斜面,岩・枝礫,False
12,34,川平～大崎,屋良部崎北,24.433611,124.069944,沖縄県,礁原・礁斜面,岩,False
12,35,川平～大崎,屋良部崎南,24.427472,124.070444,沖縄県,礁原・礁斜面,岩,False
12,36,川平～大崎,屋良部～大崎,24.422361,124.076694,沖縄県,礁池・礁原,枝礫・岩,False
12,37,川平～大崎,名蔵保護水面,24.420861,124.089917,沖縄県,礁池,枝礫・砂,False
12,38,川平～大崎,富崎小島前,24.380833,124.116917,沖縄県,礁原・礁斜面,枝礫・岩,False
12,39,川平～大崎,観音崎,24.364278,124.109278,沖縄県,礁原・礁斜面,岩・礫,False
12,40,川平～大崎,真栄里海岸前,24.327889,124.175861,沖縄県,礁池,岩・砂礫,True
12,41,川平～大崎,赤崎,24.426083,124.111639,沖縄県,礁原・礁斜面,枝礫・岩,False
12,42,川平～大崎,名蔵川河口,24.408833,124.136417,沖縄県,礁池,砂泥・岩,False
12,43,川平～大崎,明石西,24.541472,124.282278,沖縄県,礁池,枝礫,False
12,44,川平～大崎,伊原間湾口,24.532778,124.260472,沖縄県,礁斜面,岩,False
13,27,小浜島周辺,小浜島東沖***,24.345167,124.006611,沖縄県,離礁,枝礫,False
13,28,小浜島周辺,嘉弥真島南岸礁縁***,24.357139,123.997361,沖縄県,礁斜面,枝礫・砂,False
13,31,小浜島周辺,嘉弥真島南西岸礁池内***,24.363389,123.994056,沖縄県,礁池,岩・枝礫,False
13,32,小浜島周辺,小浜島北東岸礁縁***,24.350139,123.992722,沖縄県,礁斜面,枝礫・砂,False
13,35,小浜島周辺,ヨナラ水道南礁縁***,24.333167,123.947611,沖縄県,礁斜面,岩・枝礫,False
13,36,小浜島周辺,ヨナラ水道南①***,24.326611,123.949472,沖縄県,離礁,枝礫・砂,False
13,42,小浜島周辺,小浜島東沖礁湖内①***,24.342278,124.032889,沖縄県,離礁,岩・砂,True
13,43,小浜島周辺,小浜島東沖礁湖内②***,24.348972,124.034806,沖縄県,離礁,岩・砂,False
13,44,小浜島周辺,嘉弥真島東沖礁湖内***,24.357889,124.037639,沖縄県,礁池,岩・砂,False
13,49,小浜島周辺,竹富島西沖離礁礁縁***,24.343333,124.0675,沖縄県,離礁,岩・枝礫,False
13,50,小浜島周辺,竹富島西沖離礁外縁***,24.351083,124.060944,沖縄県,離礁,岩・礫,False
13,51,小浜島周辺,竹富島北岸礁外縁***,24.347667,124.085306,沖縄県,礁斜面,岩・枝礫,False
13,52,小浜島周辺,竹富島北東岸礁外縁***,24.344944,124.090306,沖縄県,礁斜面,岩・枝礫,False
13,53,小浜島周辺,竹富島北東沖礁縁***,24.337722,124.099639,沖縄県,礁斜面,岩・枝礫,False
13,62,小浜島周辺,ヨナラ水道南②***,24.328306,123.9425,沖縄県,礁斜面,枝礫,False
13,63,小浜島周辺,ヨナラ水道南部***,24.332556,123.943028,沖縄県,礁斜面,岩・枝礫,False
13,64,小浜島周辺,ヨナラ水道中央部①***,24.348278,123.945944,沖縄県,礁斜面,岩・枝礫,True
13,65,小浜島周辺,ヨナラ水道北部***,24.358528,123.948333,沖縄県,礁斜面,岩・枝礫,False
13,67,小浜島周辺,小浜島東沖離礁①***,24.336194,124.020111,沖縄県,離礁,枝礫・砂,False
13,68,小浜島周辺,嘉弥真島東沖礁内縁***,24.362972,124.021556,沖縄県,礁池,岩・枝礫,False
13,71,小浜島周辺,嘉弥真島東沖礁外縁***,24.364722,124.041528,沖縄県,礁斜面,岩・礫,False
13,72,小浜島周辺,嘉弥真島北岸礁外縁①***,24.369806,124.009528,沖縄県,礁斜面,岩・礫,True
13,73,小浜島周辺,嘉弥真島北岸礁外縁②***,24.370639,123.989806,沖縄県,礁斜面,岩・礫,False
13,74,小浜島周辺,小浜島北岸礁外縁***,24.371528,123.974167,沖縄県,礁斜面,岩・礫,False
13,75,小浜島周辺,ヨナラ水道中央部②***,24.359,123.954611,沖縄県,礁斜面,岩,False
13,110,小浜島周辺,小浜島東沖離礁②***,24.336111,124.008806,沖縄県,離礁,枝礫・砂,False
13,112,小浜島周辺,タキドングチ海中公園地区***,24.336806,124.070083,沖縄県,礁斜面,枝礫・砂,False
13,116,小浜島周辺,ウ離島前離礁***,24.371639,123.949611,沖縄県,礁斜面,岩・礫,False
14,46,カタグァー周辺,シモビシ海中公園地区***,24.3075,124.054583,沖縄県,離礁,岩・枝礫,False
14,47,カタグァー周辺,竹富島南西岸礁縁***,24.313722,124.068139,沖縄県,礁斜面,岩・枝礫,False
14,54,カタグァー周辺,竹富島東沖離礁***,24.320861,124.105278,沖縄県,離礁,岩・枝礫,False
14,76,カタグァー周辺,アーサーピー外縁***,24.307722,124.108306,沖縄県,離礁,枝礫・砂,False
14,77,カタグァー周辺,ウマノハピー礁内①***,24.291417,124.128139,沖縄県,礁池,岩・枝礫,True
14,78,カタグァー周辺,ウマノハピー礁内②***,24.284556,124.141694,沖縄県,礁池,岩・枝礫,False
14,79,カタグァー周辺,ウマノハピー礁内③***,24.284889,124.147444,沖縄県,礁斜面,岩,False
14,80,カタグァー周辺,ウマノハピー内縁①***,24.274056,124.151111,沖縄県,礁池,岩・礫,False
14,81,カタグァー周辺,ウマノハピー内縁②***,24.266917,124.132444,沖縄県,礁池,岩・枝礫,False
14,82,カタグァー周辺,ウマノハピー内縁③***,24.252139,124.111,沖縄県,礁池,岩・枝礫,True
14,83,カタグァー周辺,ウマノハピー内縁④***,24.258417,124.095611,沖縄県,礁池,岩・礫,False
14,84,カタグァー周辺,ウマノハピー外縁①***,24.246861,124.104528,沖縄県,礁斜面,岩,False
14,87,カタグァー周辺,アーサーピー内縁①***,24.312028,124.111306,沖縄県,離礁,岩・枝礫,False
14,88,カタグァー周辺,アーサーピー内縁②***,24.301833,124.12375,沖縄県,離礁,岩・枝礫,False
14,89,カタグァー周辺,アーサーピー内縁③***,24.293278,124.142306,沖縄県,離礁,枝礫・砂,False
14,90,カタグァー周辺,アーサーピー内縁④***,24.300639,124.154889,沖縄県,離礁,岩・枝礫,False
14,93,カタグァー周辺,ウマノハピー外縁②***,24.275806,124.155278,沖縄県,礁斜面,岩,False
14,109,カタグァー周辺,竹富島南沖離礁①***,24.297222,124.076,沖縄県,離礁,岩・枝礫,False
14,114,カタグァー周辺,竹富島南沖離礁②***,24.285833,124.090861,沖縄県,離礁,岩・礫,False
14,115,カタグァー周辺,ウマノハピー礁内④***,24.284722,124.1065,沖縄県,離礁,岩・枝礫,False
15,4,シモビシ～仲間崎沖,黒島北沖離礁①***,24.281278,124.007472,沖縄県,離礁,岩・枝礫,False
15,5,シモビシ～仲間崎沖,黒島北沖離礁②***,24.277667,124.018056,沖縄県,離礁,岩・枝礫,False
15,19,シモビシ～仲間崎沖,黒島北沖離礁③***,24.262528,123.997472,沖縄県,離礁,岩・砂,False
15,20,シモビシ～仲間崎沖,黒島北沖離礁④***,24.268194,123.996222,沖縄県,離礁,岩・枝礫,False
15,22,シモビシ～仲間崎沖,黒島ー小浜島間離礁①***,24.301194,123.999611,沖縄県,離礁,枝礫,True
15,23,シモビシ～仲間崎沖,小浜島南東岸礁縁***,24.324056,124.004694,沖縄県,礁斜面,枝礫・砂,False
15,24,シモビシ～仲間崎沖,小浜島南東沖礁縁①***,24.321194,124.016778,沖縄県,礁斜面,枝礫,False
15,25,シモビシ～仲間崎沖,小浜島南東沖礁縁②***,24.325361,124.014194,沖縄県,礁斜面,枝礫・砂,False
15,37,シモビシ～仲間崎沖,黒島ー西表島間離礁①***,24.300111,123.949833,沖縄県,離礁,枝礫,False
15,38,シモビシ～仲間崎沖,黒島ー西表島間離礁②***,24.284611,123.963556,沖縄県,離礁,枝礫・砂,False
15,39,シモビシ～仲間崎沖,黒島ー小浜島間離礁②***,24.301139,124.015028,沖縄県,離礁,岩・枝礫,False
15,40,シモビシ～仲間崎沖,小浜島南東沖離礁①***,24.313639,124.021583,沖縄県,離礁,枝礫,False
15,41,シモビシ～仲間崎沖,小浜島南東沖離礁②***,24.318278,124.020444,沖縄県,離礁,枝礫,False
15,58,シモビシ～仲間崎沖,西表島東沖離礁①***,24.291194,123.936694,沖縄県,離礁,枝礫,False
15,59,シモビシ～仲間崎沖,西表島東沖離礁②***,24.302,123.933722,沖縄県,離礁,枝礫・砂,False
15,60,シモビシ～仲間崎沖,西表島東沖離礁③***,24.304333,123.930833,沖縄県,離礁,枝礫・砂,False
15,61,シモビシ～仲間崎沖,西表島東岸礁池内***,24.311694,123.926028,沖縄県,礁池,泥,False
15,66,シモビシ～仲間崎沖,小浜島南礁縁***,24.325778,123.980111,沖縄県,礁斜面,岩・砂,False
15,104,シモビシ～仲間崎沖,新城島ー西表島間離礁②***,24.263861,123.938222,沖縄県,離礁,岩・枝礫,True
15,106,シモビシ～仲間崎沖,黒島北西沖離礁***,24.275833,123.983972,沖縄県,離礁,岩・枝礫,False
15,107,シモビシ～仲間崎沖,小浜島南沖離礁***,24.305056,123.968917,沖縄県,離礁,枝礫・砂,False
15,108,シモビシ～仲間崎沖,ヨナラ水道南沖離礁***,24.317361,123.94425,沖縄県,離礁,枝礫・泥,False
15,111,シモビシ～仲間崎沖,小浜島南東沖離礁③***,24.315194,124.019972,沖縄県,離礁,枝礫・砂,False
15,113,シモビシ～仲間崎沖,西表島仲間崎沖離礁***,24.271139,123.918194,沖縄県,離礁,岩・砂,False
16,1,黒島～新城島,ウラビシ南礁縁***,24.263028,124.030583,沖縄県,離礁,岩・枝礫,False
16,2,黒島～新城島,ウラビシ東礁縁***,24.266778,124.034056,沖縄県,離礁,岩・礫,False
16,3,黒島～新城島,ウラビシ北東礁縁***,24.27425,124.036861,沖縄県,離礁,岩・礫,False
16,6,黒島～新城島,黒島北西岸礁縁***,24.250722,123.987444,沖縄県,離礁,岩・礫,False
16,7,黒島～新城島,黒島西岸礁池内***,24.234861,123.993472,沖縄県,礁池,岩・砂,False
16,8,黒島～新城島,黒島南西岸礁池内①***,24.224917,123.998861,沖縄県,礁池,岩・枝礫,False
16,9,黒島～新城島,黒島南岸礁池内***,24.215917,124.008028,沖縄県,礁池,岩・砂,False
16,10,黒島～新城島,黒島南東岸礁池内①***,24.231333,124.033611,沖縄県,礁池,岩・枝礫,False
16,11,黒島～新城島,黒島北東岸礁池内***,24.251139,124.027167,沖縄県,礁池,岩・礫,False
16,12,黒島～新城島,新城島上地北岸離礁***,24.244056,123.953028,沖縄県,離礁,岩・砂,False
16,13,黒島～新城島,マイビシ海中公園地区***,24.241222,123.9305,沖縄県,離礁,岩・砂,False
16,14,黒島～新城島,新城島上地西岸***,24.232528,123.933806,沖縄県,離礁,枝礫・砂,False
16,15,黒島～新城島,新城島間水路部***,24.224306,123.934194,沖縄県,離礁,岩・枝礫,False
16,16,黒島～新城島,新城島下地西岸礁池内①***,24.21625,123.915194,沖縄県,礁池,岩・礫,False
16,17,黒島～新城島,新城島下地西岸礁池内②***,24.215611,123.918389,沖縄県,礁池,岩・枝礫,False
16,45,黒島～新城島,ウラビシ北離礁***,24.277194,124.035139,沖縄県,離礁,岩・礫,False
16,69,黒島～新城島,黒島南東岸礁池内②***,24.221972,124.018694,沖縄県,礁池,枝礫・砂,False
16,70,黒島～新城島,黒島南西岸礁池内②***,24.221806,124.000306,沖縄県,礁池,岩・枝礫,False
16,85,黒島～新城島,新城島水路部礁池内***,24.222639,123.937861,沖縄県,礁池,岩,False
16,94,黒島～新城島,黒島南西岸礁外縁***,24.229694,123.994611,沖縄県,礁斜面,岩・礫,False
16,95,黒島～新城島,黒島南岸礁外縁***,24.211111,124.008306,沖縄県,礁斜面,岩・礫,True
16,96,黒島～新城島,キャングチ海中公園地区***,24.222417,124.030139,沖縄県,礁斜面,岩,False
16,97,黒島～新城島,黒島東岸礁外縁***,24.251583,124.034444,沖縄県,礁斜面,岩・礫,False
16,98,黒島～新城島,新城島上地東岸礁外縁***,24.236222,123.963444,沖縄県,礁斜面,岩・礫,False
16,99,黒島～新城島,新城島下地南東岸礁外縁***,24.206861,123.93975,沖縄県,礁斜面,岩・礫,False
16,100,黒島～新城島,新城島下地西岸礁外縁***,24.219778,123.907722,沖縄県,礁斜面,岩・礫,False
16,101,黒島～新城島,新城島北西沖離礁***,24.228056,123.921694,沖縄県,離礁,岩・砂,False
16,102,黒島～新城島,新城島ー西表島間離礁①***,24.248972,123.917667,沖縄県,離礁,岩・砂,False
16,103,黒島～新城島,南風見崎沖離礁外縁東***,24.243528,123.897528,沖縄県,礁斜面,岩・礫,False
16,105,黒島～新城島,黒島ー新城島間大型離礁***,24.257611,123.967611,沖縄県,離礁,岩・礫,False
17,120,崎山湾（西表島西部）周辺,ユツン湾口礁縁***,24.402139,123.888722,沖縄県,礁原～礁斜面,岩・枝礫,False
17,121,崎山湾（西表島西部）周辺,船浦沖離礁***,24.424556,123.854361,沖縄県,礁斜面,岩・礫,False
17,122,崎山湾（西表島西部）周辺,バラス島西***,24.434806,123.815556,沖縄県,離礁,枝礫,False
17,123,崎山湾（西表島西部）周辺,鳩間島南東礁池①***,24.452861,123.835528,沖縄県,礁原,岩・枝礫,False
17,124,崎山湾（西表島西部）周辺,鳩間島南東礁池②***,24.452,123.832889,沖縄県,離礁,岩・枝礫,False
17,125,崎山湾（西表島西部）周辺,鳩間島南西沖離礁***,24.454167,123.808139,沖縄県,離礁,岩・礫,False
17,126,崎山湾（西表島西部）周辺,星砂浜前礁縁***,24.439778,123.774528,沖縄県,礁斜面,岩・礫,True
17,127,崎山湾（西表島西部）周辺,タコ崎礁縁***,24.3305,123.738222,沖縄県,内湾,岩・枝礫,False
17,129,崎山湾（西表島西部）周辺,網取湾奥***,24.319972,123.707083,沖縄県,内湾,枝礫,False
17,130,崎山湾（西表島西部）周辺,ヨナソネ***,24.34775,123.685444,沖縄県,礁斜面,岩・礫,False
17,131,崎山湾（西表島西部）周辺,崎山礁縁***,24.323056,123.673556,沖縄県,礁斜面,岩,True
17,132,崎山湾（西表島西部）周辺,崎山礁池***,24.316139,123.675667,沖縄県,礁池,枝礫,False
17,133,崎山湾（西表島西部）周辺,波照間石***,24.279611,123.691889,沖縄県,礁斜面,岩,False
17,134,崎山湾（西表島西部）周辺,鹿川湾中ノ瀬①***,24.285056,123.731389,沖縄県,礁斜面,岩,False
17,135,崎山湾（西表島西部）周辺,鹿川湾中ノ瀬②***,24.288306,123.732028,沖縄県,礁斜面,岩・枝礫,False
17,136,崎山湾（西表島西部）周辺,サザレ浜礁縁***,24.275472,123.76275,沖縄県,礁斜面,岩,False
17,137,崎山湾（西表島西部）周辺,豊原沖礁縁***,24.241861,123.865639,沖縄県,礁斜面,岩・礫,False
17,138,崎山湾（西表島西部）周辺,船浮崎前***,24.344,123.729611,沖縄県,礁原,岩・枝礫,False
17,139,崎山湾（西表島西部）周辺,外パナリ南礁縁***,24.370861,123.705306,沖縄県,礁原～礁斜面,岩・礫,False
17,141,崎山湾（西表島西部）周辺,鳩間島東礁縁***,24.456528,123.842333,沖縄県,礁斜面,岩・礫,False
17,142,崎山湾（西表島西部）周辺,鳩間島北礁縁***,24.476639,123.829528,沖縄県,礁斜面,岩・礫,False
17,1261,崎山湾（西表島西部）周辺,星砂浜前礁池内***,24.437556,123.775778,沖縄県,礁池,岩・枝礫,False
17,1271,崎山湾（西表島西部）周辺,タコ崎礁浅部***,24.330167,123.737417,沖縄県,内湾,枝礫・砂,False
18,1,父島周辺,兄島　滝之浦,27.118717,142.203014,東京都,内湾,サンゴ岩盤,False
18,2,父島周辺,兄島　キャベツビーチ,27.109722,142.204028,東京都,内湾（海峡）,サンゴ岩盤、砂泥,False
18,3,父島周辺,兄島　水玉湾西側,27.110003,142.224908,東京都,内湾,岩盤,False
18,4,父島周辺,父島　宮之浜,27.10675,142.194292,東京都,内湾,サンゴ岩盤,True
18,5,父島周辺,父島  釣浜,27.104519,142.205539,東京都,内湾,サンゴ岩盤、砂,False
18,6,父島周辺,父島　初寝浦,27.084083,142.225544,東京都,外海,サンゴ岩盤、砂,False
18,7,父島周辺,父島　巽東海岸,27.055272,142.22905,東京都,内湾,サンゴ岩盤、砂、巨礫,True
18,8,父島周辺,父島　巽中海岸,27.052539,142.223286,東京都,内湾,サンゴ岩盤、砂、転石,False
18,9,父島周辺,"父島(属)南島
サンゴ池",27.047267,142.182678,東京都,離礁（内湾）,サンゴ岩盤、砂,False
18,10,父島周辺,父島　コペペ海岸,27.063336,142.192347,東京都,内湾,サ岩盤、砂泥,False
18,11,父島周辺,父島　野羊山内側,27.075128,142.18515,東京都,内湾,岩盤、巨礫、砂泥,False
18,12,父島周辺,父島　二見湾奥,27.093622,142.198883,東京都,内湾,サンゴ礫、砂泥,False
19,1,館山湾,沖ノ島①,34.983333,139.816667,千葉,やや内湾,岩,True
19,2,館山湾,沖ノ島②,34.983333,139.816667,千葉,やや内湾,岩,False
19,3,館山湾,坂田①,34.966667,139.766667,千葉,やや外洋,岩／砂,False
19,4,館山湾,坂田②,34.966667,139.766667,千葉,やや外洋,岩,False
19,5,館山湾,雀島,35.016667,139.816667,千葉,やや内湾,岩,False
19,6,館山湾,坂田③,34.966667,139.766667,千葉,やや外洋,岩,False
20,1,壱岐・対馬・五島列島,福江　布浦(1),32.65,128.65,長崎,やや内湾,基盤岩＋礫底,False
20,2,壱岐・対馬・五島列島,福江　布浦(2),32.65,128.65,長崎,やや内湾,基盤岩＋礫底,False
20,3,壱岐・対馬・五島列島,福江　津多羅島(1),32.566667,128.716667,長崎,外洋の島影,基盤岩,False
20,4,壱岐・対馬・五島列島,福江　津多羅島(2),32.566667,128.716667,長崎,外洋の島影,基盤岩,False
20,5,壱岐・対馬・五島列島,福江　津多羅島(3),32.566667,128.716667,長崎,外洋の島影,基盤岩,False
20,6,壱岐・対馬・五島列島,壱岐　黒崎,33.8,129.666667,長崎,内湾,砂礫底,False
20,7,壱岐・対馬・五島列島,壱岐　板浦,33.75,129.65,長崎,内湾,基盤岩＋砂底,False
20,8,壱岐・対馬・五島列島,壱岐　神瀬,33.766667,129.65,長崎,内湾,砂礫底,False
20,9,壱岐・対馬・五島列島,対馬　瀬ノ浦,34.4,129.266667,長崎,内湾,砂礫底,True
20,10,壱岐・対馬・五島列島,対馬　太田浦,34.266667,129.316667,長崎,やや内湾,基盤岩＋礫底,False
20,11,壱岐・対馬・五島列島,中通島　三ツ瀬(1),32.8,129.05,長崎,外洋の島影,基盤岩,False
20,12,壱岐・対馬・五島列島,中通島　三ツ瀬(2),32.816667,129.033333,長崎,外洋の島影,基盤岩,False
20,13,壱岐・対馬・五島列島,中通島　三ツ瀬(3),32.8,129.05,長崎,外洋の島影,基盤岩,False
20,14,壱岐・対馬・五島列島,若松島　滝ケ原,32.866667,128.966667,長崎,やや内湾,基盤岩＋礫底,True
20,15,壱岐・対馬・五島列島,福江　多々良島,32.733333,128.866667,長崎,やや内湾,基盤岩,False
20,16,壱岐・対馬・五島列島,対馬　太田浦沖,34.266667,129.316667,長崎,やや内湾,基盤岩＋礫底,False
20,17,壱岐・対馬・五島列島,福江　多々良島(2),32.733333,128.866667,長崎,入り江,"砂70, ガレ30",False
20,18,壱岐・対馬・五島列島,福江　屋根尾島,32.716667,128.85,長崎,入り江,"砂50, 石50",False
20,19,壱岐・対馬・五島列島,中通島　青木浦,32.933333,129.0,長崎,入り江,"岩石50, 砂30, ミル30",False
20,20,壱岐・対馬・五島列島,中通島　ダイビングショップ前,32.933333,129.033333,長崎,内湾（斜面）,"砂95, 石5",False
21,1,串本周辺,通夜島,33.452822,135.816403,和歌山県,やや内湾,岩/砂礫,False
21,2,串本周辺,住崎,33.448386,135.749206,和歌山県,"やや外洋
（入り江）",岩,False
21,3,串本周辺,ｸﾞﾗｽﾜｰﾙﾄﾞ①,33.454308,135.751347,和歌山県,外洋,砂礫,False
21,4,串本周辺,ｸﾞﾗｽﾜｰﾙﾄﾞ②,33.453333,135.753444,和歌山県,外洋,"岩
（サンゴ岩）",False
21,5,串本周辺,砥崎,33.4724,135.769269,和歌山県,やや外洋（湾口、くじの川河口近接）,岩/転石,False
21,6,串本周辺,高富湾奥,33.482586,135.757681,和歌山県,湾奥（高富川河口近接）,砂礫,False
21,7,串本周辺,公園1号地,33.479639,135.753917,和歌山県,外洋,礫砂,False
21,8,串本周辺,公園2号地,33.479083,135.7435,和歌山県,外洋,岩/礫砂,False
21,9,串本周辺,公園3号地,33.474278,135.736028,和歌山県,沖瀬,岩,False
21,10,串本周辺,公園4号地,33.477667,135.724306,和歌山県,入り江,砂礫/岩,False
21,11,串本周辺,展望塔前,33.480556,135.74625,和歌山県,やや外洋,砂礫,True
21,12,串本周辺,有田湾奥,33.484361,135.734611,和歌山県,湾奥,泥/砂礫,False
21,13,串本周辺,双島①,33.484042,135.691486,和歌山県,やや外洋,岩,True
21,14,串本周辺,双島②,33.484042,135.691628,和歌山県,やや外洋,岩,False
21,15,串本周辺,下浅地,33.476472,135.6655,和歌山県,沖瀬,岩,False
21,16,串本周辺,"二木島海中公園
1号地区",33.921611,136.200639,三重県,外洋,岩,False
21,17,串本周辺,"二木島海中公園
2号地区",33.943131,136.219911,三重県,外洋,岩,False
21,18,串本周辺,"紀伊大島
ゾウバナ",33.477333,135.819806,和歌山県,弱い内湾傾向,砂礫/岩,False
22,1,四国南西岸(宇和海～足摺岬),須ノ川,33.043639,132.484667,愛媛県,開放的湾内,"砂,転石,岩,砂礫",True
22,2,四国南西岸(宇和海～足摺岬),鹿島,32.9515,132.456444,愛媛県,外海,"砂,転石",False
22,3,四国南西岸(宇和海～足摺岬),天嶬鼻,32.929278,132.568944,愛媛県,外海,"砂,礫,転石,岩",False
22,4,四国南西岸(宇和海～足摺岬),白浜,32.87875,132.689778,高知県,内湾,"砂,転石,岩",False
22,5,四国南西岸(宇和海～足摺岬),黒崎,32.863222,132.6695,高知県,開放的湾内,"砂,転石,岩",False
22,6,四国南西岸(宇和海～足摺岬),網代,32.824611,132.64925,高知県,開放的湾内,"砂,礫,転石,岩",True
22,7,四国南西岸(宇和海～足摺岬),柏島,32.773611,132.624833,高知県,外海,"砂,礫,転石,岩",False
22,8,四国南西岸(宇和海～足摺岬),沖ノ島・トリノクビ,32.753167,132.549694,高知県,外海,"砂,礫,転石,岩",False
22,9,四国南西岸(宇和海～足摺岬),沖ノ島・三ツ碆,32.7455,132.569667,高知県,外海・沖瀬,,False
22,10,四国南西岸(宇和海～足摺岬),尻貝,32.797639,132.709389,高知県,内湾,"砂,礫,転石,岩",False
22,11,四国南西岸(宇和海～足摺岬),西泊,32.776528,132.732083,高知県,湾口,"砂,礫,転石,岩",True
22,12,四国南西岸(宇和海～足摺岬),爪白,32.784667,132.855,高知県,開放的湾内,"砂,礫,転石,岩",False
22,13,四国南西岸(宇和海～足摺岬),海中公園2号地・竜串１,32.786722,132.863583,高知県,開放的湾内,"砂,礫,転石,岩",False
