threshold,ets_coraltemp,ets_logger,ets_diff
1,0.923937360178971,0.8068303094983991,0.11710705068057192
3,0.9311926605504587,0.7991218441273327,0.13207081642312601
5,0.98989898989899,0.7909604519774012,0.19893853792158878
7,0.8706467661691542,0.7990867579908676,0.07156000817828656
10,0.6425120772946861,0.6750861079219288,-0.032574030627242734
14,0.5136094674556213,0.6023255813953489,-0.08871611393972756
