fiscal_year,site_no,spot_no,survey_date,coral_cover,bleaching_all,bleaching_acropora,mortality_all,mortality_acropora
2024,site12,44,2024-12-05,10,0,0,0,0
2024,site13,27,2024-10-22,30,70,62.5,7.5,5
2024,site13,28,2024-10-22,40,77.5,67.5,7.5,7.5
2024,site13,31,2024-10-22,70,50,47.5,5,5
2024,site13,32,2024-10-22,2.5,62.5,55,0,0
2024,site13,35,2024-10-27,20,87.5,90,35,42.5
2024,site13,36,2024-10-27,30,85,97.5,35,55
2024,site13,42,2024-11-19,20,82.5,85,15,20
2024,site13,43,2024-11-19,20,77.5,90,20,30
2024,site13,44,2024-11-19,5,82.5,92.5,20,25
2024,site13,49,2024-10-17,20,92.5,90,12.5,17.5
2024,site13,50,2024-10-17,5,92.5,100,17.5,32.5
2024,site13,51,2024-10-25,40,95,95,30,32.5
2024,site13,52,2024-10-25,40,90,85,22.5,20
2024,site13,53,2024-10-25,40,82.5,85,17.5,15
2024,site13,62,2024-10-27,30,99,100,70,67.5
2024,site13,63,2024-10-27,20,100,97.5,70,67.5
2024,site13,64,2024-10-27,20,100,100,80,75
2024,site13,65,2024-10-17,50,96.5,97.5,32.5,27.5
2024,site13,67,2024-10-22,30,87.5,87.5,22.5,17.5
2024,site13,68,2024-11-19,20,72.5,75,15,20
2024,site13,72,2024-10-17,50,82.5,80,5,5
2024,site13,73,2024-10-17,50,75,75,7.5,7.5
2024,site13,74,2024-10-17,50,80,75,10,5
2024,site13,75,2024-10-17,40,70,80,15,15
2024,site13,110,2024-10-22,5,82.5,72.5,7.5,2.5
2024,site13,112,2024-11-05,20,80,95,25,55
2024,site13,116,2024-10-17,50,85,87.5,17.5,15
2024,site14,46,2024-11-05,5,95,100,45,55
2024,site14,47,2024-11-05,2.5,87.5,80,22.5,25
2024,site14,54,2024-10-25,5,87.5,95,22.5,20
2024,site14,76,2024-10-25,5,90,85,30,15
2024,site14,77,2024-11-03,5,87.5,85,27.5,15
2024,site14,78,2024-11-03,2.5,100,100,35,55
2024,site14,79,2024-11-03,5,100,100,62.5,52.5
2024,site14,80,2024-11-05,5,100,100,47.5,72.5
2024,site14,81,2024-11-05,2.5,87.5,97.5,27.5,47.5
2024,site14,82,2024-11-21,5,99,100,72,93.5
2024,site14,83,2024-11-03,2.5,100,100,65,87.5
2024,site14,84,2024-11-03,20,100,100,77.5,87.5
2024,site14,87,2024-10-25,5,95,87.5,35,7.5
2024,site14,88,2024-10-26,10,95,92.5,15,12.5
2024,site14,89,2024-10-26,5,95,92.5,12.5,17.5
2024,site14,90,2024-10-26,5,87.5,90,15,20
2024,site14,93,2024-11-03,10,100,100,45,55
2024,site14,109,2024-11-22,20,91.5,99,45,77.5
2024,site14,114,2024-11-21,5,91.5,97.5,57.5,67.5
2024,site14,115,2024-11-05,5,100,100,70,80
2024,site15,4,2024-11-20,5,95,87.5,47.5,50
2024,site15,5,2024-11-20,5,95,100,52.5,72.5
2024,site15,19,2024-11-23,5,99,99,80,87.5
2024,site15,20,2024-11-20,5,98,100,77.5,87.5
2024,site15,22,2024-11-19,10,87.5,92.5,37.5,50
2024,site15,23,2024-11-09,2.5,72.5,72.5,10,5
2024,site15,24,2024-11-09,20,80,75,16,14
2024,site15,25,2024-11-09,5,80,77.5,16.5,10
2024,site15,37,2024-10-20,30,92.5,97.5,27.5,45
2024,site15,38,2024-10-20,5,92.5,95,22.5,35
2024,site15,39,2024-11-19,20,90,90,37.5,50
2024,site15,40,2024-11-09,20,75,80,14,12
2024,site15,41,2024-11-09,20,70,72.5,11,14
2024,site15,58,2024-10-20,40,82.5,80,12.5,17.5
2024,site15,59,2024-10-20,40,82.5,75,27.5,17.5
2024,site15,60,2024-10-20,20,92.5,90,12.5,27.5
2024,site15,61,2024-10-20,5,67.5,,10,
2024,site15,66,2024-10-27,20,85,90,22.5,32.5
2024,site15,104,2024-10-28,10,95,100,30,50
2024,site15,106,2024-11-20,5,95,100,57.5,85
2024,site15,107,2024-10-27,30,80,92.5,40,37.5
2024,site15,108,2024-10-27,30,80,82.5,17.5,30
2024,site15,111,2024-11-09,20,82.5,85,16.5,14.5
2024,site15,113,2024-11-20,20,82.5,87.5,17.5,30
2024,site16,1,2024-11-04,5,92.5,100,45,62.5
2024,site16,2,2024-11-04,50,85,100,27.5,55
2024,site16,3,2024-11-04,10,100,99,60,77.5
2024,site16,6,2024-11-20,5,95,100,50,77.5
2024,site16,7,2024-10-19,5,95,90,10,7.5
2024,site16,8,2024-10-19,10,85,92.5,12.5,20
2024,site16,9,2024-10-19,40,95,97.5,30,52.5
2024,site16,10,2024-10-19,30,90,92.5,17.5,17.5
2024,site16,11,2024-11-04,2.5,96.5,100,42.5,55
2024,site16,12,2024-10-21,10,95,97.5,17.5,32.5
2024,site16,13,2024-10-28,5,99,100,80,77.5
2024,site16,14,2024-10-28,2.5,100,97.5,42.5,55
2024,site16,15,2024-10-28,20,92.5,92.5,22.5,35
2024,site16,16,2024-10-28,2.5,97.5,97.5,45,50
2024,site16,17,2024-10-28,5,95,100,40,35
2024,site16,45,2024-11-04,10,100,100,50,85
2024,site16,69,2024-10-19,40,95,100,15,22.5
2024,site16,70,2024-10-19,5,90,92.5,10,10
2024,site16,85,2024-10-21,60,77.5,90,20,22.5
2024,site16,94,2024-10-21,20,92.5,100,22.5,60
2024,site16,95,2024-10-21,40,97.5,100,37.5,67.5
2024,site16,96,2024-10-21,5,97.5,99,30,50
2024,site16,97,2024-11-04,2.5,99,100,60,80
2024,site16,98,2024-10-21,5,92.5,100,17.5,32.5
2024,site16,99,2024-10-21,30,92.5,92.5,20,25
2024,site16,100,2024-10-21,5,95,100,25,37.5
2024,site16,101,2024-10-28,5,94,100,65,70
2024,site16,102,2024-10-28,5,98.5,99,70,80
2024,site16,103,2024-10-16,10,91.5,100,32.5,55
2024,site16,105,2024-10-21,20,97.5,97.5,25,55
2024,site17,120,2024-10-18,20,77.5,87.5,15,10
2024,site17,121,2024-10-18,10,72.5,87.5,10,17.5
2024,site17,122,2024-10-18,30,97.5,100,12.5,7.5
2024,site17,123,2024-10-18,20,50,52.5,5,3.5
2024,site17,124,2024-10-18,20,95,95,22.5,22.5
2024,site17,125,2024-10-18,5,90,90,17.5,20
2024,site17,126,2024-10-18,30,92.5,95,20,17.5
2024,site17,127,2024-10-15,10,100,,25,
2024,site17,129,2024-10-15,30,72.5,,22.5,
2024,site17,130,2024-10-15,50,90,90,27.5,25
2024,site17,131,2024-10-15,5,100,,65,
2024,site17,132,2024-10-15,10,95,97.5,20,27.5
2024,site17,133,2024-10-16,40,100,100,57.5,62.5
2024,site17,134,2024-10-16,5,100,,87.5,
2024,site17,135,2024-10-16,50,95,100,32.5,67.5
2024,site17,136,2024-10-16,20,92.5,100,42.5,77.5
2024,site17,137,2024-10-16,10,95,100,30,60
2024,site17,138,2024-10-15,30,100,100,25,17.5
2024,site17,139,2024-10-15,10,96,98.5,27.5,35
2024,site17,141,2024-10-18,50,82.5,92.5,15,32.5
2024,site17,142,2024-10-18,30,77.5,75,15,15
2024,site17,126,2024-10-18,20,60,,5,
2024,site17,127,2024-10-15,2.5,100,100,17.5,15
2024,site18,1,2024-12-24,60,0.5,0,0,0
2024,site18,2,2024-12-24,70,0.5,0.5,0.5,0.5
2024,site18,3,2024-12-24,70,0.5,0.5,0.5,0.5
2024,site18,4,2024-12-24,70,0.5,0,0.5,0
2024,site18,5,2024-12-24,60,0.5,0.5,0.5,0.5
2024,site18,6,2024-12-25,30,0.5,0,0.5,0
2024,site18,7,2024-12-25,30,0.5,0.5,0.5,0
2024,site18,8,2024-12-25,60,0.5,0,0,0
2024,site18,9,2024-12-25,40,0.5,0.5,0,0
2024,site18,10,2024-12-25,20,0,0,0,0
2024,site18,11,2024-12-26,30,0.5,0,0.5,0
2024,site18,12,2024-12-26,90,0.5,0.5,0,0
2024,site19,1,2024-10-24,2.5,0,0,0,0
2024,site19,2,2024-11-08,2.5,0,0,0,0
2024,site19,3,2024-11-09,2.5,0,0,0,0
2024,site19,4,2024-11-22,2.5,0,0,0,0
2024,site19,5,2024-10-11,2.5,0,0,0,0
2024,site19,6,2024-11-22,2.5,0,0,0,0
2024,site20,1,2024-09-24,20,55,90,0.5,0.5
2024,site20,2,2024-09-24,2.5,95,95,0,0
2024,site20,3,2024-09-25,20,35,25,2.5,5
2024,site20,4,2024-09-25,5,70,,0.5,
2024,site20,5,2024-09-25,2.5,80,95,0.5,0.5
2024,site20,6,2024-09-29,70,45,100,1,0
2024,site20,7,2024-09-29,70,57.5,,1,
2024,site20,8,2024-09-29,60,80,80,0,0
2024,site20,9,2024-10-01,50,90,,3.5,
2024,site20,10,2024-09-30,40,2.5,0,0,0
2024,site20,11,2024-09-27,30,0.5,0.5,0.5,0.5
2024,site20,12,2024-09-27,40,0.5,0.5,0.5,0.5
2024,site20,13,2024-09-27,30,0.5,0.5,0.5,0.5
2024,site20,14,2024-09-27,30,2.5,0.5,0.5,0.5
2024,site20,15,2024-09-24,30,0.5,0.5,0.5,0.5
2024,site20,17,2024-09-24,90,0.5,0,0.5,0
2024,site20,18,2024-09-24,70,0.5,0.5,0.5,0.5
2024,site20,19,2024-09-27,30,5,0.5,0.5,0.5
2024,site20,20,2024-09-27,2.5,0,0,0,0
2024,site21,1,2024-12-02,2.5,0,0,0,0
2024,site21,2,2024-12-27,40,2.5,0,0,0
2024,site21,3,2024-10-25,10,0,0,0,0
2024,site21,4,2024-10-25,2.5,0,0,0,0
2024,site21,5,2024-12-05,60,2.5,2.5,0,0
2024,site21,6,2024-12-19,30,30,2.5,0,0
2024,site21,7,2024-12-19,20,2.5,2.5,0,0
2024,site21,8,2024-12-28,60,2.5,0,0,0
2024,site21,9,2024-10-18,40,2.5,0,0,0
2024,site21,11,2024-12-28,20,2.5,0,0,0
2024,site21,12,2024-10-18,5,90,0,0,0
2024,site21,13,2024-09-26,60,25,80,0,0
2024,site21,14,2024-09-26,40,60,60,2.5,2.5
2024,site21,15,2024-10-11,80,0,0,0,0
2024,site21,16,2024-11-18,20,0.5,0.5,0,0
2024,site21,17,2024-12-13,2.5,2.5,2.5,0,0
2024,site21,18,2024-12-13,20,0,0,0,0
2024,site22,1,2024-10-16,30,30,40,2.5,10
2024,site22,2,2024-10-16,2.5,10,2.5,2.5,2.5
2024,site22,3,2024-11-13,20,20,10,10,5
2024,site22,4,2024-09-04,30,90,80,2.5,2.5
2024,site22,5,2024-09-04,30,90,80,2.5,2.5
2024,site22,6,2024-09-04,40,50,70,2.5,2.5
2024,site22,7,2024-10-15,20,30,50,10,20
2024,site22,8,2024-11-13,30,15,15,10,10
2024,site22,9,2024-11-13,2.5,0,0,0,0
2024,site22,10,2024-10-01,20,90,90,2.5,2.5
2024,site22,11,2024-10-01,20,80,90,2.5,2.5
2024,site22,12,2024-10-18,30,80,80,2.5,10
2024,site22,13,2024-10-18,30,80,80,10,20
2024,site22,14,2024-10-18,20,80,80,10,30
2024,site22,15,2024-10-18,30,80,90,10,40
2024,site22,16,2024-10-18,2.5,90,80,2.5,2.5
2024,site22,17,2024-11-16,10,20,20,10,20
2024,site22,18,2024-11-16,30,30,60,10,20
2024,site22,19,2024-11-16,20,10,30,10,10
2024,site22,21,2024-11-15,20,20,10,2.5,2.5
2024,site22,22,2024-11-15,40,2.5,0,0,0
2024,site22,24,2024-11-15,10,30,2.5,10,2.5
2024,site22,25,2024-11-15,10,10,0,2.5,0
2024,site22,27,2024-11-06,2.5,2.5,2.5,2.5,2.5
2024,site22,28,2024-11-06,2.5,2.5,0,0,0
2024,site22,29,2024-11-06,40,2.5,0,0,0
2024,site22,30,2024-11-06,10,2.5,2.5,2.5,2.5
2024,site22,31,2024-11-15,20,20,2.5,10,2.5
2024,site22,32,2024-08-08,2.5,10,30,2.5,2.5
2024,site22,33,2024-08-08,30,2.5,0,0,0
2024,site22,34,2024-08-08,20,2.5,2.5,0,0
2024,site22,35,2024-12-13,60,0,0,0,0
2024,site22,36,2024-12-13,20,2.5,0,0,0
2024,site22,37,2024-12-13,20,2.5,0,0,0
2024,site22,38,2024-12-13,20,50,20,40,20
2024,site23,1,2024-12-26,2.5,90,2.5,70,10
2024,site23,2,2024-12-26,2.5,2.5,2.5,2.5,2.5
2024,site23,3,2024-12-26,10,2.5,2.5,2.5,2.5
2024,site23,4,2024-12-26,0,,,,
2024,site23,5,2024-12-26,30,2.5,2.5,2.5,0
2024,site23,6,2024-12-19,80,2.5,2.5,2.5,0
2024,site23,7,2024-12-19,50,2.5,2.5,2.5,0
2024,site23,9,2024-12-29,2.5,2.5,2.5,2.5,2.5
2024,site23,10,2024-12-13,20,2.5,50,2.5,50
2024,site23,11,2024-12-13,2.5,2.5,50,2.5,50
2024,site23,12,2024-12-13,2.5,2.5,50,2.5,50
2024,site23,13,2024-12-24,2.5,10,2.5,2.5,0
2024,site23,14,2024-12-24,2.5,10,2.5,2.5,0
2024,site23,15,2025-01-05,70,2.5,2.5,2.5,2.5
2024,site23,16,2024-12-11,10,2.5,0,0,0
2024,site23,17,2024-12-11,10,2.5,0,0,0
2024,site23,18,2024-12-11,2.5,2.5,2.5,2.5,2.5
2024,site24,1,2024-10-21,5,2.5,0,0,0
2024,site24,2,2024-10-21,30,50,60,50,60
2024,site24,3,2024-10-21,20,15,17.5,10,15
2024,site24,4,2024-10-21,5,10,7.5,0,0
2024,site24,5,2024-12-02,30,0,2.5,0,0
2024,site24,6,2024-11-25,5,0,0,0,0
2024,site24,7,2024-09-25,30,5,5,0,0
2024,site24,8,2024-11-25,30,0,5,0,0
2024,site24,9,2024-11-25,30,0,0,0,0
2024,site24,10,2024-09-25,40,5,10,0,0
2024,site24,11,2024-11-25,70,0,0,0,0
2024,site24,12,2024-11-25,50,0,0,0,0
2024,site24,13,2024-09-25,30,5,5,0,0
2024,site24,14,2024-12-02,30,0,0,0,0
2024,site24,15,2024-12-02,10,2.5,2.5,0,0
2024,site25,1,2024-10-12,10,60,50,30,30
2024,site25,2,2024-10-12,20,20,,10,
2024,site25,3,2024-10-12,5,60,50,30,20
2024,site25,4,2024-10-12,10,10,30,2.5,20
2024,site25,5,2024-10-12,20,5,,2.5,
2024,site25,6,2024-10-13,10,50,80,20,20
2024,site25,7,2024-10-13,10,50,80,10,40
2024,site25,8,2024-10-13,20,40,60,10,30
2024,site25,9,2024-10-13,30,30,30,10,10
