spot_id,サイト名,地点No,地名,lat,lon,survey_years
恩納村～残波岬_8,恩納村～残波岬,8.0,チービシナガンヌ北,26.274111,127.550778,5.0
恩納村～残波岬_9,恩納村～残波岬,9.0,空寿崎西座礁船,26.272056,127.694444,4.0
恩納村～残波岬_10,恩納村～残波岬,10.0,伊佐西,26.296167,127.744722,5.0
恩納村～残波岬_12,恩納村～残波岬,12.0,渡具知西,26.3635,127.734472,5.0
恩納村～残波岬_13,恩納村～残波岬,13.0,残波岬西礁池,26.436694,127.709667,5.0
恩納村～残波岬_14,恩納村～残波岬,14.0,残波岬西礁斜面,26.438639,127.709333,5.0
恩納村～残波岬_15,恩納村～残波岬,15.0,真栄田岬西礁池小,26.443333,127.768417,5.0
恩納村～残波岬_16,恩納村～残波岬,16.0,真栄田岬西礁斜面,26.445333,127.767917,5.0
恩納村～残波岬_17,恩納村～残波岬,17.0,恩納村赤崎西礁池,26.493917,127.839944,5.0
恩納村～残波岬_18,恩納村～残波岬,18.0,恩納村赤崎西礁斜面,26.495972,127.837778,5.0
恩納村～残波岬_19,恩納村～残波岬,19.0,安富祖北礁池,26.507694,127.881861,5.0
恩納村～残波岬_20,恩納村～残波岬,20.0,部瀬名岬西,26.539361,127.930028,5.0
恩納村～残波岬_21,恩納村～残波岬,21.0,瀬底島南,26.625278,127.858444,5.0
恩納村～残波岬_23,恩納村～残波岬,23.0,水族館西,26.693167,127.872667,5.0
恩納村～残波岬_24,恩納村～残波岬,24.0,備瀬崎東礁池,26.709833,127.879861,5.0
恩納村～残波岬_25,恩納村～残波岬,25.0,備瀬崎東礁斜面,26.711611,127.881722,5.0
恩納村～残波岬_26,恩納村～残波岬,26.0,今帰仁村長浜北礁池,26.708028,127.947944,5.0
恩納村～残波岬_27,恩納村～残波岬,27.0,今帰仁村長浜北礁斜面,26.710639,127.947972,5.0
恩納村～残波岬_28,恩納村～残波岬,28.0,古宇利島北礁池,26.713278,128.021028,5.0
恩納村～残波岬_29,恩納村～残波岬,29.0,古宇利島北礁斜面,26.715278,128.021278,5.0
恩納村～残波岬_31,恩納村～残波岬,31.0,大嶺崎大瀬,26.192417,127.614583,5.0
恩納村～残波岬_32,恩納村～残波岬,32.0,水釜,26.360111,127.739222,5.0
恩納村～残波岬_33,恩納村～残波岬,33.0,水釜礁斜面,26.360639,127.738694,5.0
恩納村～残波岬_43,恩納村～残波岬,43.0,真栄田岬西礁池大,26.442694,127.767444,5.0
恩納村～残波岬_44,恩納村～残波岬,44.0,砂辺*,26.3245,127.744278,3.0
恩納村～残波岬_45,恩納村～残波岬,45.0,チービシ神山北,26.267444,127.574944,5.0
水納島・伊是名島・伊平屋島_1,水納島・伊是名島・伊平屋島,1.0,水納島東,26.646083,127.824389,5.0
水納島・伊是名島・伊平屋島_2,水納島・伊是名島・伊平屋島,2.0,ナカンシ東,26.67775,127.8225,5.0
水納島・伊是名島・伊平屋島_3,水納島・伊是名島・伊平屋島,3.0,伊江島西,26.719333,127.742806,5.0
水納島・伊是名島・伊平屋島_4,水納島・伊是名島・伊平屋島,4.0,伊江島イシャラ原東,26.722917,127.833556,5.0
水納島・伊是名島・伊平屋島_5,水納島・伊是名島・伊平屋島,5.0,伊江島湧出北,26.734722,127.789306,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_1,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,1.0,安室南,26.20175,127.317667,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_2,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,2.0,座間味阿護の浦,26.237278,127.320056,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_3,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,3.0,座間味ニタ,26.237083,127.291056,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_4,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,4.0,嘉比南,26.214611,127.287222,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_5,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,5.0,阿嘉ニシハマ,26.202194,127.289306,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_6,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,6.0,阿嘉クシバル,26.203139,127.267167,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_7,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,7.0,阿嘉アグ,26.194667,127.272611,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_8,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,8.0,阿嘉マエノハマ,26.1865,127.280694,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_9,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,9.0,屋嘉比東,26.211611,127.251306,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_10,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,10.0,久場北西,26.176917,127.232611,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_11,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,11.0,渡嘉敷アリガー,26.205333,127.348083,5.0
慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）_12,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,12.0,渡嘉敷アハレン,26.173,127.34075,5.0
宮古島周辺_1,宮古島周辺,1.0,池間島北カギンミ,24.941528,125.245306,5.0
宮古島周辺_2,宮古島周辺,2.0,池間島東チュラビジ,24.934194,125.259639,5.0
宮古島周辺_3,宮古島周辺,3.0,平良狩俣西,24.9005,125.259639,5.0
宮古島周辺_4,宮古島周辺,4.0,伊良部下地島カヤッファ,24.812583,125.143056,5.0
宮古島周辺_5,宮古島周辺,5.0,伊良部下地島渡口沖離礁,24.797806,125.161917,5.0
宮古島周辺_6,宮古島周辺,6.0,来間島東ヨコターラ,24.719444,125.264278,5.0
宮古島周辺_7,宮古島周辺,7.0,上野博愛沖友利大ビセ,24.714028,125.330278,5.0
宮古島周辺_8,宮古島周辺,8.0,城辺吉野海岸,24.748333,125.443111,5.0
宮古島周辺_9,宮古島周辺,9.0,城辺ツフツワ干瀬北,24.841083,125.391639,3.0
宮古島周辺_10,宮古島周辺,10.0,平良高野漁港沖二段干瀬,24.828417,125.347194,3.0
八重干瀬_1,八重干瀬,1.0,八重干瀬ウル西,25.017056,125.246556,5.0
八重干瀬_2,八重干瀬,2.0,八重干瀬カナマラ中央南,25.016917,125.267417,5.0
八重干瀬_3,八重干瀬,3.0,八重干瀬クンカディ・ガマ,24.996944,125.234778,5.0
八重干瀬_4,八重干瀬,4.0,八重干瀬イフ南,24.994944,125.262,5.0
川平～大崎_1,川平～大崎,1.0,平久保灯台西,24.605306,124.309889,5.0
川平～大崎_2,川平～大崎,2.0,平久保川北,24.600028,124.306444,5.0
川平～大崎_3,川平～大崎,3.0,平久保集落南,24.583722,124.300028,5.0
川平～大崎_4,川平～大崎,4.0,嘉良川前,24.571972,124.292167,5.0
川平～大崎_5,川平～大崎,5.0,ダテフ崎北,24.563333,124.282083,5.0
川平～大崎_6,川平～大崎,6.0,ダテフ崎南,24.550111,124.285278,5.0
川平～大崎_7,川平～大崎,7.0,野底石崎,24.520278,124.256361,5.0
川平～大崎_8,川平～大崎,8.0,栄集落前,24.509528,124.240806,5.0
川平～大崎_9,川平～大崎,9.0,野底集落前,24.503194,124.231056,5.0
川平～大崎_10,川平～大崎,10.0,野底崎,24.499333,124.227278,5.0
川平～大崎_11,川平～大崎,11.0,伊土名北,24.49225,124.218806,5.0
川平～大崎_12,川平～大崎,12.0,伊土名南,24.478694,124.218944,5.0
川平～大崎_13,川平～大崎,13.0,浦底湾口北,24.469278,124.219194,5.0
川平～大崎_14,川平～大崎,14.0,浦底湾口西,24.461583,124.208611,5.0
川平～大崎_15,川平～大崎,15.0,富野集落前,24.459361,124.201028,5.0
川平～大崎_16,川平～大崎,16.0,米原ｷｬﾝﾌﾟ場,24.453556,124.184083,5.0
川平～大崎_17,川平～大崎,17.0,ヤマバレー前,24.450722,124.173028,5.0
川平～大崎_18,川平～大崎,18.0,ヤマバレー西,24.4515,124.168639,5.0
川平～大崎_19,川平～大崎,19.0,川平小島東,24.457111,124.15525,5.0
川平～大崎_20,川平～大崎,20.0,川平小島北,24.463833,124.149444,5.0
川平～大崎_21,川平～大崎,21.0,川平水路東,24.468778,124.147278,5.0
川平～大崎_22,川平～大崎,22.0,川平水路,24.469583,124.145528,5.0
川平～大崎_23,川平～大崎,23.0,川平水路北西,24.47275,124.144667,5.0
川平～大崎_24,川平～大崎,24.0,川平～石崎,24.481167,124.134583,5.0
川平～大崎_25,川平～大崎,25.0,ｸﾗﾌﾞﾒｯﾄﾞ前,24.4845,124.123778,5.0
川平～大崎_26,川平～大崎,26.0,川平石崎北,24.484194,124.118556,5.0
川平～大崎_27,川平～大崎,27.0,川平石崎南,24.475639,124.111556,5.0
川平～大崎_28,川平～大崎,28.0,底地ビーチ沖,24.469889,124.115083,5.0
川平～大崎_29,川平～大崎,29.0,崎枝湾内,24.457556,124.111306,5.0
川平～大崎_30,川平～大崎,30.0,崎枝湾口,24.458028,124.105583,5.0
川平～大崎_31,川平～大崎,31.0,崎枝～御神,24.454778,124.088806,5.0
川平～大崎_32,川平～大崎,32.0,御神崎,24.451139,124.075917,5.0
川平～大崎_33,川平～大崎,33.0,御神～屋良部,24.444722,124.075028,5.0
川平～大崎_34,川平～大崎,34.0,屋良部崎北,24.433611,124.069944,5.0
川平～大崎_35,川平～大崎,35.0,屋良部崎南,24.427472,124.070444,5.0
川平～大崎_36,川平～大崎,36.0,屋良部～大崎,24.422361,124.076694,5.0
川平～大崎_37,川平～大崎,37.0,名蔵保護水面,24.420861,124.089917,5.0
川平～大崎_38,川平～大崎,38.0,富崎小島前,24.380833,124.116917,5.0
川平～大崎_39,川平～大崎,39.0,観音崎,24.364278,124.109278,5.0
川平～大崎_40,川平～大崎,40.0,真栄里海岸前,24.327889,124.175861,5.0
川平～大崎_41,川平～大崎,41.0,赤崎,24.426083,124.111639,5.0
川平～大崎_42,川平～大崎,42.0,名蔵川河口,24.408833,124.136417,5.0
川平～大崎_43,川平～大崎,43.0,明石西,24.541472,124.282278,5.0
川平～大崎_44,川平～大崎,44.0,伊原間湾口,24.532778,124.260472,5.0
小浜島周辺_27,小浜島周辺,27.0,小浜島東沖***,24.345167,124.006611,5.0
小浜島周辺_28,小浜島周辺,28.0,嘉弥真島南岸礁縁***,24.357139,123.997361,5.0
小浜島周辺_31,小浜島周辺,31.0,嘉弥真島南西岸礁池内***,24.363389,123.994056,5.0
小浜島周辺_32,小浜島周辺,32.0,小浜島北東岸礁縁***,24.350139,123.992722,5.0
小浜島周辺_35,小浜島周辺,35.0,ヨナラ水道南礁縁***,24.333167,123.947611,5.0
小浜島周辺_36,小浜島周辺,36.0,ヨナラ水道南①***,24.326611,123.949472,5.0
小浜島周辺_42,小浜島周辺,42.0,小浜島東沖礁湖内①***,24.342278,124.032889,5.0
小浜島周辺_43,小浜島周辺,43.0,小浜島東沖礁湖内②***,24.348972,124.034806,5.0
小浜島周辺_44,小浜島周辺,44.0,嘉弥真島東沖礁湖内***,24.357889,124.037639,5.0
小浜島周辺_49,小浜島周辺,49.0,竹富島西沖離礁礁縁***,24.343333,124.0675,5.0
小浜島周辺_50,小浜島周辺,50.0,竹富島西沖離礁外縁***,24.351083,124.060944,5.0
小浜島周辺_51,小浜島周辺,51.0,竹富島北岸礁外縁***,24.347667,124.085306,5.0
小浜島周辺_52,小浜島周辺,52.0,竹富島北東岸礁外縁***,24.344944,124.090306,5.0
小浜島周辺_53,小浜島周辺,53.0,竹富島北東沖礁縁***,24.337722,124.099639,5.0
小浜島周辺_62,小浜島周辺,62.0,ヨナラ水道南②***,24.328306,123.9425,5.0
小浜島周辺_63,小浜島周辺,63.0,ヨナラ水道南部***,24.332556,123.943028,5.0
小浜島周辺_64,小浜島周辺,64.0,ヨナラ水道中央部①***,24.348278,123.945944,5.0
小浜島周辺_65,小浜島周辺,65.0,ヨナラ水道北部***,24.358528,123.948333,5.0
小浜島周辺_67,小浜島周辺,67.0,小浜島東沖離礁①***,24.336194,124.020111,5.0
小浜島周辺_68,小浜島周辺,68.0,嘉弥真島東沖礁内縁***,24.362972,124.021556,5.0
小浜島周辺_71,小浜島周辺,71.0,嘉弥真島東沖礁外縁***,24.364722,124.041528,4.0
小浜島周辺_72,小浜島周辺,72.0,嘉弥真島北岸礁外縁①***,24.369806,124.009528,5.0
小浜島周辺_73,小浜島周辺,73.0,嘉弥真島北岸礁外縁②***,24.370639,123.989806,5.0
小浜島周辺_74,小浜島周辺,74.0,小浜島北岸礁外縁***,24.371528,123.974167,5.0
小浜島周辺_75,小浜島周辺,75.0,ヨナラ水道中央部②***,24.359,123.954611,5.0
小浜島周辺_110,小浜島周辺,110.0,小浜島東沖離礁②***,24.336111,124.008806,5.0
小浜島周辺_112,小浜島周辺,112.0,タキドングチ海中公園地区***,24.336806,124.070083,5.0
小浜島周辺_116,小浜島周辺,116.0,ウ離島前離礁***,24.371639,123.949611,5.0
カタグァー周辺_46,カタグァー周辺,46.0,シモビシ海中公園地区***,24.3075,124.054583,5.0
カタグァー周辺_47,カタグァー周辺,47.0,竹富島南西岸礁縁***,24.313722,124.068139,5.0
カタグァー周辺_54,カタグァー周辺,54.0,竹富島東沖離礁***,24.320861,124.105278,5.0
カタグァー周辺_76,カタグァー周辺,76.0,アーサーピー外縁***,24.307722,124.108306,5.0
カタグァー周辺_77,カタグァー周辺,77.0,ウマノハピー礁内①***,24.291417,124.128139,5.0
カタグァー周辺_78,カタグァー周辺,78.0,ウマノハピー礁内②***,24.284556,124.141694,5.0
カタグァー周辺_79,カタグァー周辺,79.0,ウマノハピー礁内③***,24.284889,124.147444,5.0
カタグァー周辺_80,カタグァー周辺,80.0,ウマノハピー内縁①***,24.274056,124.151111,5.0
カタグァー周辺_81,カタグァー周辺,81.0,ウマノハピー内縁②***,24.266917,124.132444,5.0
カタグァー周辺_82,カタグァー周辺,82.0,ウマノハピー内縁③***,24.252139,124.111,5.0
カタグァー周辺_83,カタグァー周辺,83.0,ウマノハピー内縁④***,24.258417,124.095611,5.0
カタグァー周辺_84,カタグァー周辺,84.0,ウマノハピー外縁①***,24.246861,124.104528,5.0
カタグァー周辺_87,カタグァー周辺,87.0,アーサーピー内縁①***,24.312028,124.111306,5.0
カタグァー周辺_88,カタグァー周辺,88.0,アーサーピー内縁②***,24.301833,124.12375,5.0
カタグァー周辺_89,カタグァー周辺,89.0,アーサーピー内縁③***,24.293278,124.142306,5.0
カタグァー周辺_90,カタグァー周辺,90.0,アーサーピー内縁④***,24.300639,124.154889,5.0
カタグァー周辺_93,カタグァー周辺,93.0,ウマノハピー外縁②***,24.275806,124.155278,5.0
カタグァー周辺_109,カタグァー周辺,109.0,竹富島南沖離礁①***,24.297222,124.076,5.0
カタグァー周辺_114,カタグァー周辺,114.0,竹富島南沖離礁②***,24.285833,124.090861,5.0
カタグァー周辺_115,カタグァー周辺,115.0,ウマノハピー礁内④***,24.284722,124.1065,5.0
シモビシ～仲間崎沖_4,シモビシ～仲間崎沖,4.0,黒島北沖離礁①***,24.281278,124.007472,5.0
シモビシ～仲間崎沖_5,シモビシ～仲間崎沖,5.0,黒島北沖離礁②***,24.277667,124.018056,5.0
シモビシ～仲間崎沖_19,シモビシ～仲間崎沖,19.0,黒島北沖離礁③***,24.262528,123.997472,5.0
シモビシ～仲間崎沖_20,シモビシ～仲間崎沖,20.0,黒島北沖離礁④***,24.268194,123.996222,5.0
シモビシ～仲間崎沖_22,シモビシ～仲間崎沖,22.0,黒島ー小浜島間離礁①***,24.301194,123.999611,5.0
シモビシ～仲間崎沖_23,シモビシ～仲間崎沖,23.0,小浜島南東岸礁縁***,24.324056,124.004694,5.0
シモビシ～仲間崎沖_24,シモビシ～仲間崎沖,24.0,小浜島南東沖礁縁①***,24.321194,124.016778,5.0
シモビシ～仲間崎沖_25,シモビシ～仲間崎沖,25.0,小浜島南東沖礁縁②***,24.325361,124.014194,5.0
シモビシ～仲間崎沖_37,シモビシ～仲間崎沖,37.0,黒島ー西表島間離礁①***,24.300111,123.949833,5.0
シモビシ～仲間崎沖_38,シモビシ～仲間崎沖,38.0,黒島ー西表島間離礁②***,24.284611,123.963556,5.0
シモビシ～仲間崎沖_39,シモビシ～仲間崎沖,39.0,黒島ー小浜島間離礁②***,24.301139,124.015028,5.0
シモビシ～仲間崎沖_40,シモビシ～仲間崎沖,40.0,小浜島南東沖離礁①***,24.313639,124.021583,5.0
シモビシ～仲間崎沖_41,シモビシ～仲間崎沖,41.0,小浜島南東沖離礁②***,24.318278,124.020444,5.0
シモビシ～仲間崎沖_58,シモビシ～仲間崎沖,58.0,西表島東沖離礁①***,24.291194,123.936694,5.0
シモビシ～仲間崎沖_59,シモビシ～仲間崎沖,59.0,西表島東沖離礁②***,24.302,123.933722,5.0
シモビシ～仲間崎沖_60,シモビシ～仲間崎沖,60.0,西表島東沖離礁③***,24.304333,123.930833,5.0
シモビシ～仲間崎沖_61,シモビシ～仲間崎沖,61.0,西表島東岸礁池内***,24.311694,123.926028,5.0
シモビシ～仲間崎沖_66,シモビシ～仲間崎沖,66.0,小浜島南礁縁***,24.325778,123.980111,5.0
シモビシ～仲間崎沖_104,シモビシ～仲間崎沖,104.0,新城島ー西表島間離礁②***,24.263861,123.938222,5.0
シモビシ～仲間崎沖_106,シモビシ～仲間崎沖,106.0,黒島北西沖離礁***,24.275833,123.983972,5.0
シモビシ～仲間崎沖_107,シモビシ～仲間崎沖,107.0,小浜島南沖離礁***,24.305056,123.968917,5.0
シモビシ～仲間崎沖_108,シモビシ～仲間崎沖,108.0,ヨナラ水道南沖離礁***,24.317361,123.94425,5.0
シモビシ～仲間崎沖_111,シモビシ～仲間崎沖,111.0,小浜島南東沖離礁③***,24.315194,124.019972,5.0
シモビシ～仲間崎沖_113,シモビシ～仲間崎沖,113.0,西表島仲間崎沖離礁***,24.271139,123.918194,5.0
黒島～新城島_1,黒島～新城島,1.0,ウラビシ南礁縁***,24.263028,124.030583,5.0
黒島～新城島_2,黒島～新城島,2.0,ウラビシ東礁縁***,24.266778,124.034056,5.0
黒島～新城島_3,黒島～新城島,3.0,ウラビシ北東礁縁***,24.27425,124.036861,5.0
黒島～新城島_6,黒島～新城島,6.0,黒島北西岸礁縁***,24.250722,123.987444,5.0
黒島～新城島_7,黒島～新城島,7.0,黒島西岸礁池内***,24.234861,123.993472,5.0
黒島～新城島_8,黒島～新城島,8.0,黒島南西岸礁池内①***,24.224917,123.998861,5.0
黒島～新城島_9,黒島～新城島,9.0,黒島南岸礁池内***,24.215917,124.008028,5.0
黒島～新城島_10,黒島～新城島,10.0,黒島南東岸礁池内①***,24.231333,124.033611,5.0
黒島～新城島_11,黒島～新城島,11.0,黒島北東岸礁池内***,24.251139,124.027167,5.0
黒島～新城島_12,黒島～新城島,12.0,新城島上地北岸離礁***,24.244056,123.953028,5.0
黒島～新城島_13,黒島～新城島,13.0,マイビシ海中公園地区***,24.241222,123.9305,5.0
黒島～新城島_14,黒島～新城島,14.0,新城島上地西岸***,24.232528,123.933806,5.0
黒島～新城島_15,黒島～新城島,15.0,新城島間水路部***,24.224306,123.934194,5.0
黒島～新城島_16,黒島～新城島,16.0,新城島下地西岸礁池内①***,24.21625,123.915194,5.0
黒島～新城島_17,黒島～新城島,17.0,新城島下地西岸礁池内②***,24.215611,123.918389,5.0
黒島～新城島_45,黒島～新城島,45.0,ウラビシ北離礁***,24.277194,124.035139,5.0
黒島～新城島_69,黒島～新城島,69.0,黒島南東岸礁池内②***,24.221972,124.018694,5.0
黒島～新城島_70,黒島～新城島,70.0,黒島南西岸礁池内②***,24.221806,124.000306,5.0
黒島～新城島_85,黒島～新城島,85.0,新城島水路部礁池内***,24.222639,123.937861,5.0
黒島～新城島_94,黒島～新城島,94.0,黒島南西岸礁外縁***,24.229694,123.994611,5.0
黒島～新城島_95,黒島～新城島,95.0,黒島南岸礁外縁***,24.211111,124.008306,5.0
黒島～新城島_96,黒島～新城島,96.0,キャングチ海中公園地区***,24.222417,124.030139,5.0
黒島～新城島_97,黒島～新城島,97.0,黒島東岸礁外縁***,24.251583,124.034444,5.0
黒島～新城島_98,黒島～新城島,98.0,新城島上地東岸礁外縁***,24.236222,123.963444,5.0
黒島～新城島_99,黒島～新城島,99.0,新城島下地南東岸礁外縁***,24.206861,123.93975,5.0
黒島～新城島_100,黒島～新城島,100.0,新城島下地西岸礁外縁***,24.219778,123.907722,5.0
黒島～新城島_101,黒島～新城島,101.0,新城島北西沖離礁***,24.228056,123.921694,5.0
黒島～新城島_102,黒島～新城島,102.0,新城島ー西表島間離礁①***,24.248972,123.917667,5.0
黒島～新城島_103,黒島～新城島,103.0,南風見崎沖離礁外縁東***,24.243528,123.897528,5.0
黒島～新城島_105,黒島～新城島,105.0,黒島ー新城島間大型離礁***,24.257611,123.967611,5.0
崎山湾（西表島西部）周辺_120,崎山湾（西表島西部）周辺,120.0,ユツン湾口礁縁***,24.402139,123.888722,5.0
崎山湾（西表島西部）周辺_121,崎山湾（西表島西部）周辺,121.0,船浦沖離礁***,24.424556,123.854361,5.0
崎山湾（西表島西部）周辺_122,崎山湾（西表島西部）周辺,122.0,バラス島西***,24.434806,123.815556,5.0
崎山湾（西表島西部）周辺_123,崎山湾（西表島西部）周辺,123.0,鳩間島南東礁池①***,24.452861,123.835528,5.0
崎山湾（西表島西部）周辺_124,崎山湾（西表島西部）周辺,124.0,鳩間島南東礁池②***,24.452,123.832889,5.0
崎山湾（西表島西部）周辺_125,崎山湾（西表島西部）周辺,125.0,鳩間島南西沖離礁***,24.454167,123.808139,5.0
崎山湾（西表島西部）周辺_126,崎山湾（西表島西部）周辺,126.0,星砂浜前礁縁***,24.439778,123.774528,5.0
崎山湾（西表島西部）周辺_0,崎山湾（西表島西部）周辺,,星砂浜前礁池内***,24.437556,123.775778,
崎山湾（西表島西部）周辺_127,崎山湾（西表島西部）周辺,127.0,タコ崎礁縁***,24.3305,123.738222,5.0
崎山湾（西表島西部）周辺_129,崎山湾（西表島西部）周辺,129.0,網取湾奥***,24.319972,123.707083,5.0
崎山湾（西表島西部）周辺_130,崎山湾（西表島西部）周辺,130.0,ヨナソネ***,24.34775,123.685444,5.0
崎山湾（西表島西部）周辺_131,崎山湾（西表島西部）周辺,131.0,崎山礁縁***,24.323056,123.673556,5.0
崎山湾（西表島西部）周辺_132,崎山湾（西表島西部）周辺,132.0,崎山礁池***,24.316139,123.675667,5.0
崎山湾（西表島西部）周辺_133,崎山湾（西表島西部）周辺,133.0,波照間石***,24.279611,123.691889,5.0
崎山湾（西表島西部）周辺_134,崎山湾（西表島西部）周辺,134.0,鹿川湾中ノ瀬①***,24.285056,123.731389,5.0
崎山湾（西表島西部）周辺_135,崎山湾（西表島西部）周辺,135.0,鹿川湾中ノ瀬②***,24.288306,123.732028,5.0
崎山湾（西表島西部）周辺_136,崎山湾（西表島西部）周辺,136.0,サザレ浜礁縁***,24.275472,123.76275,5.0
崎山湾（西表島西部）周辺_137,崎山湾（西表島西部）周辺,137.0,豊原沖礁縁***,24.241861,123.865639,5.0
崎山湾（西表島西部）周辺_138,崎山湾（西表島西部）周辺,138.0,船浮崎前***,24.344,123.729611,5.0
崎山湾（西表島西部）周辺_139,崎山湾（西表島西部）周辺,139.0,外パナリ南礁縁***,24.370861,123.705306,5.0
崎山湾（西表島西部）周辺_141,崎山湾（西表島西部）周辺,141.0,鳩間島東礁縁***,24.456528,123.842333,5.0
崎山湾（西表島西部）周辺_142,崎山湾（西表島西部）周辺,142.0,鳩間島北礁縁***,24.476639,123.829528,5.0
父島周辺_1,父島周辺,1.0,兄島　滝之浦,27.118717,142.203014,5.0
父島周辺_2,父島周辺,2.0,兄島　キャベツビーチ,27.109722,142.204028,5.0
父島周辺_3,父島周辺,3.0,兄島　水玉湾西側,27.110003,142.224908,5.0
父島周辺_4,父島周辺,4.0,父島　宮之浜,27.10675,142.194292,5.0
父島周辺_5,父島周辺,5.0,父島  釣浜,27.104519,142.205539,5.0
父島周辺_6,父島周辺,6.0,父島　初寝浦,27.084083,142.225544,5.0
父島周辺_7,父島周辺,7.0,父島　巽東海岸,27.055272,142.22905,5.0
父島周辺_8,父島周辺,8.0,父島　巽中海岸,27.052539,142.223286,5.0
父島周辺_9,父島周辺,9.0,"父島(属)南島
サンゴ池",27.047267,142.182678,5.0
