site_no,spot_no,date,year,coral_cover,bleaching_all,bleaching_acropora,mortality_all,mortality_acropora
22,1,2021-10-19,2021,30.0,0.0,0.0,0.0,0.0
22,2,2021-11-05,2021,2.5,0.0,0.0,0.0,0.0
22,3,2021-11-18,2021,10.0,0.0,0.0,0.0,0.0
22,4,2021-11-18,2021,30.0,0.0,0.0,0.0,0.0
22,5,2021-11-18,2021,10.0,0.0,0.0,0.0,0.0
22,6,2021-11-18,2021,30.0,0.0,0.0,0.0,0.0
22,7,2021-05-16,2021,50.0,0.0,0.0,0.0,0.0
22,8,2022-01-15,2021,20.0,0.0,0.0,0.0,0.0
22,9,2022-01-22,2021,2.5,0.0,0.0,0.0,0.0
22,10,2021-10-18,2021,30.0,,0.0,0.0,0.0
22,11,2021-10-18,2021,20.0,,,0.0,0.0
22,12,2021-10-21,2021,30.0,0.0,0.0,0.0,0.0
22,13,2021-10-21,2021,30.0,,,0.0,0.0
22,14,2021-10-21,2021,20.0,0.0,0.0,0.0,0.0
22,15,2021-10-21,2021,30.0,,,0.0,0.0
22,16,2021-10-21,2021,2.5,0.0,0.0,0.0,0.0
22,17,2021-11-21,2021,10.0,,,0.0,0.0
22,18,2021-11-21,2021,30.0,0.0,0.0,0.0,0.0
22,19,2021-11-21,2021,20.0,0.0,0.0,0.0,0.0
22,20,2021-11-21,2021,2.5,0.0,0.0,0.0,0.0
22,21,2021-10-19,2021,50.0,0.0,0.0,0.0,0.0
22,22,2021-10-19,2021,30.0,0.0,0.0,0.0,0.0
22,23,2021-10-19,2021,30.0,0.0,0.0,0.0,0.0
22,24,2021-10-19,2021,20.0,0.0,0.0,0.0,0.0
22,25,2021-10-19,2021,10.0,0.0,0.0,0.0,0.0
22,26,,2021,,,,,
22,27,,2021,,,,,
22,28,,2021,,,,,
22,29,,2021,,,,,
22,30,,2021,,,,,
22,31,,2021,,,,,
22,32,2021-08-03,2021,2.5,,0.0,0.0,0.0
22,33,2021-08-03,2021,10.0,0.0,0.0,0.0,0.0
22,34,2021-08-03,2021,20.0,0.0,0.0,0.0,0.0
22,35,2021-10-30,2021,60.0,0.0,0.0,0.0,0.0
22,36,2021-10-30,2021,20.0,0.0,0.0,0.0,0.0
22,37,2021-10-30,2021,30.0,0.0,0.0,0.0,0.0
22,38,2021-10-30,2021,20.0,0.0,0.0,0.0,0.0
23,1,2022-01-09,2021,10.0,0.0,0.0,0.0,0.0
23,2,2022-01-09,2021,2.5,0.0,0.0,0.0,0.0
23,3,,2021,,,,,
23,4,2022-01-09,2021,2.5,0.0,0.0,0.0,0.0
23,5,2021-12-11,2021,10.0,,0.0,0.0,0.0
23,6,2021-11-13,2021,60.0,,0.0,0.0,0.0
23,7,2021-11-13,2021,30.0,,0.0,0.0,0.0
23,8,,2021,,,,,
23,9,2021-12-12,2021,2.5,0.0,0.0,0.0,0.0
23,10,2021-12-12,2021,2.5,,0.0,0.0,0.0
23,11,2021-10-24,2021,2.5,,0.0,0.0,0.0
23,12,2021-10-24,2021,2.5,,0.0,0.0,0.0
23,13,2021-12-22,2021,2.5,0.0,0.0,0.0,0.0
23,14,2021-12-22,2021,2.5,0.0,0.0,0.0,0.0
23,15,2021-12-16,2021,60.0,0.0,0.0,0.0,0.0
23,16,2021-12-23,2021,50.0,0.0,0.0,0.0,0.0
23,17,2021-12-23,2021,30.0,0.0,0.0,0.0,0.0
23,18,2021-12-23,2021,2.5,0.0,0.0,0.0,0.0
24,1,2021-10-15,2021,10.0,0.0,0.0,0.0,0.0
24,2,2021-10-15,2021,20.0,0.0,0.0,0.0,0.0
24,3,2021-10-15,2021,40.0,0.0,0.0,0.0,0.0
24,4,2021-10-15,2021,10.0,0.0,0.0,0.0,0.0
24,5,2021-10-08,2021,20.0,5.0,5.0,0.0,0.0
24,6,2021-10-27,2021,10.0,0.0,0.0,0.0,0.0
24,7,2021-10-08,2021,30.0,5.0,5.0,0.0,0.0
24,8,2021-10-08,2021,30.0,5.0,5.0,0.0,0.0
24,9,2021-10-08,2021,20.0,5.0,5.0,0.0,0.0
24,10,2021-10-27,2021,50.0,5.0,5.0,0.0,0.0
24,11,2021-10-22,2021,80.0,0.0,0.0,0.0,0.0
24,12,2021-10-27,2021,70.0,0.0,0.0,0.0,0.0
24,13,2021-10-22,2021,30.0,5.0,5.0,0.0,0.0
24,14,2021-10-22,2021,20.0,5.0,5.0,0.0,0.0
24,15,2021-10-27,2021,10.0,5.0,5.0,0.0,0.0
24,16,,2021,,,,,
26,1,2021-12-16,2021,30.0,0.0,0.0,0.0,0.0
26,2,2022-01-11,2021,5.0,0.0,0.0,0.0,0.0
26,3,2022-01-11,2021,2.5,0.0,0.0,0.0,0.0
26,4,2022-01-11,2021,10.0,0.0,0.0,0.0,0.0
26,5,2021-12-16,2021,2.5,0.0,0.0,0.0,0.0
26,6,2021-12-16,2021,2.5,0.0,0.0,0.0,0.0
26,7,2021-12-21,2021,60.0,0.0,0.0,0.0,0.0
1,1,2022-12-15,2022,40.0,50.0,-10.0,30.0,20.0
1,2,2022-11-04,2022,30.0,20.0,10.0,30.0,10.0
1,3,2022-12-15,2022,40.0,40.0,0.0,5.0,5.0
1,4,2022-10-28,2022,40.0,30.0,10.0,10.0,5.0
1,5,2022-12-03,2022,40.0,50.0,-10.0,10.0,5.0
1,6,2022-10-28,2022,60.0,60.0,0.0,10.0,10.0
1,7,2022-12-10,2022,30.0,40.0,-10.0,10.0,10.0
1,8,2022-12-10,2022,40.0,50.0,-10.0,20.0,30.0
1,9,2022-12-10,2022,20.0,30.0,-10.0,5.0,5.0
1,10,2022-12-02,2022,50.0,50.0,0.0,10.0,10.0
1,11,2022-12-02,2022,50.0,70.0,-20.0,10.0,10.0
1,12,2023-01-11,2022,60.0,60.0,0.0,5.0,0.0
1,13,2023-01-11,2022,40.0,60.0,-20.0,20.0,20.0
1,14,,2022,,,0.0,,
1,15,,2022,,,0.0,,
1,16,2023-01-12,2022,5.0,10.0,-5.0,0.0,5.0
1,17,2023-01-09,2022,40.0,40.0,0.0,10.0,10.0
1,18,2023-01-09,2022,30.0,20.0,10.0,10.0,10.0
1,19,2023-01-09,2022,20.0,10.0,10.0,10.0,10.0
1,20,2023-01-12,2022,20.0,40.0,-20.0,30.0,20.0
2,1,2022-08-22,2022,20.0,30.0,-10.0,60.0,60.0
2,2,2022-08-21,2022,60.0,50.0,10.0,40.0,40.0
2,3,2022-08-22,2022,40.0,30.0,10.0,10.0,10.0
2,4,2022-08-22,2022,50.0,30.0,20.0,10.0,10.0
2,5,2022-08-22,2022,50.0,40.0,10.0,30.0,30.0
2,6,2022-08-22,2022,70.0,50.0,20.0,40.0,40.0
2,7,2022-08-22,2022,10.0,30.0,-20.0,0.0,0.0
2,8,,2022,,,,,
2,9,2022-08-17,2022,30.0,30.0,0.0,40.0,40.0
2,10,2022-08-17,2022,60.0,70.0,-10.0,20.0,20.0
2,11,2022-08-25,2022,10.0,,,60.0,60.0
2,12,2022-08-25,2022,30.0,,,40.0,40.0
2,13,2022-08-25,2022,50.0,,,50.0,10.0
2,14,,2022,,50.0,,,
2,15,2022-08-22,2022,20.0,30.0,-10.0,70.0,70.0
2,16,,2022,,40.0,,,
2,17,,2022,,30.0,,,
2,18,,2022,,20.0,,,
2,19,2022-08-17,2022,70.0,60.0,10.0,20.0,20.0
2,20,2022-08-27,2022,40.0,,,80.0,50.0
2,21,2022-08-27,2022,70.0,,,80.0,70.0
2,22,,2022,,80.0,,,
2,23,,2022,,10.0,,,
2,24,2022-08-21,2022,70.0,40.0,30.0,80.0,80.0
2,25,2022-08-17,2022,80.0,70.0,10.0,40.0,40.0
2,26,2022-08-25,2022,40.0,,,40.0,10.0
2,27,2022-08-27,2022,80.0,,,10.0,10.0
2,28,2022-08-27,2022,80.0,,,60.0,60.0
2,29,2022-08-27,2022,80.0,,,60.0,60.0
2,30,2022-08-27,2022,20.0,,,30.0,30.0
2,31,2022-08-28,2022,70.0,,,80.0,80.0
3,1,2022-11-10,2022,50.0,50.0,0.0,0.0,0.0
3,2,2022-08-24,2022,40.0,40.0,0.0,80.0,80.0
3,3,2022-08-24,2022,80.0,80.0,0.0,80.0,80.0
3,4,2022-10-03,2022,,2.5,,20.0,50.0
3,5,2022-10-03,2022,,2.5,,10.0,0.0
3,6,2022-10-05,2022,80.0,80.0,0.0,20.0,20.0
3,7,2022-10-05,2022,30.0,30.0,0.0,80.0,80.0
3,8,2022-10-02,2022,,2.5,,80.0,80.0
3,9,2022-09-30,2022,40.0,30.0,10.0,60.0,60.0
3,10,2022-09-30,2022,60.0,50.0,10.0,50.0,50.0
3,11,2022-10-03,2022,30.0,20.0,10.0,80.0,50.0
3,12,2022-09-28,2022,80.0,80.0,0.0,0.0,0.0
3,13,2022-09-28,2022,20.0,20.0,0.0,20.0,20.0
3,14,2022-09-28,2022,70.0,70.0,0.0,10.0,10.0
3,15,2022-09-28,2022,60.0,60.0,0.0,30.0,30.0
4,1,2022-12-27,2022,40.0,30.0,10.0,0.0,0.0
4,2,2022-12-28,2022,30.0,40.0,-10.0,20.0,15.0
4,3,2022-12-27,2022,50.0,50.0,0.0,10.0,80.0
4,4,2022-12-27,2022,30.0,40.0,-10.0,5.0,10.0
4,5,2022-12-28,2022,10.0,10.0,0.0,10.0,10.0
4,6,2022-12-27,2022,30.0,40.0,-10.0,15.0,55.0
4,7,2023-01-20,2022,10.0,30.0,-20.0,1.5,5.0
4,8,2023-01-20,2022,10.0,10.0,0.0,0.0,0.0
4,9,2023-01-20,2022,10.0,20.0,-10.0,0.0,0.0
4,10,2023-01-20,2022,30.0,30.0,0.0,0.0,0.0
4,11,2023-01-20,2022,20.0,10.0,10.0,0.0,0.0
4,12,,2022,,10.0,,,
4,13,2023-01-20,2022,30.0,30.0,0.0,0.0,0.0
4,14,,2022,,,,,
4,15,2023-01-20,2022,60.0,40.0,20.0,0.0,0.0
4,16,2022-10-04,2022,,10.0,,4.0,6.5
4,17,,2022,,40.0,,,
4,18,,2022,,60.0,,,
4,19,,2022,,40.0,,,
4,20,,2022,,40.0,,,
4,21,,2022,,50.0,,,
4,22,,2022,,50.0,,,
4,23,2022-10-04,2022,20.0,20.0,0.0,10.0,45.0
4,24,2022-10-04,2022,50.0,60.0,-10.0,25.0,15.0
4,25,2022-10-04,2022,50.0,60.0,-10.0,10.0,40.0
4,26,,2022,,,,,
4,27,,2022,,70.0,,,
4,28,2022-10-04,2022,80.0,60.0,20.0,3.0,10.0
4,29,,2022,,,,,
4,30,,2022,,,,,
4,31,,2022,,,,,
4,32,,2022,,,,,
4,33,2022-12-27,2022,60.0,50.0,10.0,0.0,0.0
4,34,,2022,,,,,
4,35,,2022,,,,,
4,36,,2022,,,,,
4,37,,2022,,,,,
4,38,,2022,,,,,
4,39,2022-10-04,2022,60.0,60.0,0.0,7.5,11.5
4,40,2023-01-20,2022,70.0,70.0,0.0,0.0,0.0
4,41,,2022,,,,,
4,42,,2022,,,,,
4,43,,2022,,,,,
4,44,2023-01-20,2022,20.0,60.0,-40.0,0.0,0.0
4,45,,2022,,50.0,,,
4,46,2023-01-20,2022,50.0,,,0.0,0.0
5,1,2022-12-27,2022,40.0,50.0,-10.0,0.0,0.0
5,2,,2022,,,,,
5,3,,2022,,,,,
5,4,2022-11-03,2022,60.0,60.0,0.0,1.5,0.0
5,5,2022-11-03,2022,70.0,60.0,10.0,0.0,0.0
5,6,,2022,,30.0,,,
5,7,2022-11-03,2022,60.0,50.0,10.0,1.5,30.0
5,8,2022-11-03,2022,60.0,40.0,20.0,0.0,0.0
5,9,2022-11-03,2022,80.0,50.0,30.0,0.0,0.0
5,10,2022-10-22,2022,50.0,60.0,-10.0,0.0,0.0
5,11,,2022,,,,,
5,12,2022-10-22,2022,40.0,40.0,0.0,0.0,0.0
5,13,2023-01-14,2022,20.0,20.0,0.0,0.0,0.0
5,14,2022-10-22,2022,40.0,40.0,0.0,0.0,0.0
5,15,2023-01-14,2022,10.0,10.0,0.0,0.0,0.0
5,16,2022-11-23,2022,60.0,60.0,0.0,0.0,0.0
5,17,2022-12-21,2022,50.0,70.0,-20.0,0.0,0.0
5,18,2022-12-21,2022,70.0,80.0,-10.0,1.5,45.0
5,19,2022-12-21,2022,70.0,60.0,10.0,0.0,0.0
5,20,2022-12-21,2022,80.0,70.0,10.0,0.0,0.0
5,21,2022-11-13,2022,60.0,50.0,10.0,0.0,0.0
5,22,,2022,,,,,
5,23,2022-11-13,2022,80.0,70.0,10.0,0.0,0.0
5,24,2022-10-09,2022,30.0,30.0,0.0,2.0,50.0
5,25,2022-10-09,2022,60.0,60.0,0.0,4.0,7.5
5,26,2022-10-09,2022,20.0,50.0,-30.0,3.0,45.0
5,27,2022-10-09,2022,80.0,70.0,10.0,5.0,30.0
5,28,2022-10-09,2022,40.0,50.0,-10.0,25.0,85.0
5,29,2022-10-09,2022,80.0,80.0,0.0,3.0,50.0
5,30,2022-12-27,2022,70.0,,,0.0,0.0
5,31,2022-11-03,2022,50.0,40.0,10.0,2.5,2.5
5,32,2022-12-28,2022,30.0,30.0,0.0,2.5,25.0
5,33,2022-12-28,2022,30.0,30.0,0.0,2.5,25.0
5,34,,2022,,,,,
5,35,,2022,,,,,
5,36,,2022,,,,,
5,37,,2022,,,,,
5,38,,2022,,,,,
5,39,,2022,,,,,
5,40,2022-10-22,2022,50.0,50.0,0.0,1.5,0.0
5,41,,2022,,,,,
5,42,,2022,,,,,
5,43,2023-01-14,2022,20.0,20.0,0.0,3.0,3.0
5,44,2022-10-22,2022,50.0,40.0,10.0,1.5,0.0
5,45,2022-11-03,2022,70.0,60.0,10.0,0.0,0.0
5,46,2023-01-21,2022,50.0,,,0.0,0.0
5,47,,2022,,,,,
5,48,2022-12-27,2022,70.0,70.0,0.0,35.0,90.0
5,49,,2022,,,,,
5,50,,2022,,,,,
5,51,,2022,,70.0,,,
5,52,,2022,,70.0,,,
5,53,2022-11-03,2022,70.0,,,0.0,0.0
5,54,2022-11-03,2022,40.0,,,0.0,0.0
5,55,2022-10-22,2022,50.0,,,1.5,0.0
5,56,2022-12-21,2022,70.0,,,0.0,0.0
5,57,2022-10-16,2022,70.0,,,3.0,0.0
5,58,2022-10-16,2022,80.0,,,3.0,3.0
5,59,2022-10-09,2022,10.0,,,40.0,85.0
5,60,2022-11-13,2022,80.0,,,0.0,0.0
6,1,2022-11-13,2022,80.0,80.0,0.0,0.0,0.0
6,2,2022-11-13,2022,70.0,70.0,0.0,0.5,40.0
6,3,,2022,,50.0,,,
6,4,2022-11-13,2022,70.0,60.0,10.0,0.0,0.0
6,5,2022-11-13,2022,70.0,60.0,10.0,0.0,0.0
6,6,,2022,,,,,
6,7,,2022,,40.0,,,
6,8,,2022,,60.0,,,
6,9,,2022,,,,,
6,10,2022-11-13,2022,80.0,80.0,0.0,1.5,45.0
6,11,,2022,,70.0,,,
6,12,2022-11-13,2022,70.0,,,0.0,0.0
7,1,2022-11-13,2022,30.0,30.0,0.0,0.0,0.0
7,2,2022-11-11,2022,10.0,10.0,0.0,0.0,0.0
7,3,2022-11-12,2022,40.0,40.0,0.0,,0.0
7,4,2022-11-13,2022,40.0,40.0,0.0,0.0,0.0
7,5,2022-11-13,2022,20.0,30.0,-10.0,0.0,0.0
7,6,2022-11-12,2022,50.0,60.0,-10.0,0.0,0.0
7,7,2022-11-04,2022,30.0,40.0,-10.0,,0.0
7,8,2022-11-04,2022,20.0,20.0,0.0,0.0,0.0
7,9,2022-11-12,2022,20.0,30.0,-10.0,0.0,0.0
7,10,2022-11-12,2022,30.0,30.0,0.0,0.0,0.0
7,11,2022-11-11,2022,30.0,50.0,-20.0,0.0,0.0
7,12,2022-11-11,2022,30.0,50.0,-20.0,0.0,0.0
8,1,2022-06-17,2022,10.0,30.0,-20.0,0.0,0.0
8,2,2022-06-17,2022,10.0,10.0,0.0,0.0,0.0
8,3,2022-06-18,2022,20.0,20.0,0.0,0.0,0.0
8,4,2022-06-20,2022,,30.0,,0.0,0.0
8,5,2022-06-18,2022,,10.0,,0.0,0.0
8,6,2022-06-18,2022,,10.0,,0.0,0.0
8,7,2022-06-20,2022,10.0,20.0,-10.0,0.0,0.0
8,8,2022-06-18,2022,,,,0.0,0.0
8,9,,2022,,30.0,,,
8,10,2022-06-17,2022,20.0,,,10.0,0.0
8,11,2022-06-19,2022,,10.0,,0.0,0.0
8,12,2022-06-19,2022,,20.0,,0.0,0.0
8,13,2022-06-19,2022,,10.0,,0.0,0.0
8,14,2022-06-19,2022,,10.0,,0.0,0.0
8,15,2022-06-19,2022,,20.0,,0.0,0.0
8,16,,2022,,,,,
8,17,2022-06-18,2022,20.0,,,50.0,50.0
8,18,2022-06-18,2022,,,,0.0,0.0
9,1,2022-12-27,2022,50.0,50.0,0.0,10.0,10.0
9,2,2022-12-27,2022,60.0,60.0,0.0,10.0,10.0
9,3,2023-01-11,2022,,20.0,,90.0,100.0
9,4,2023-01-21,2022,50.0,50.0,0.0,,
9,5,2023-01-10,2022,,10.0,,,
9,6,2023-01-10,2022,20.0,20.0,0.0,,10.0
9,7,2023-01-10,2022,10.0,20.0,-10.0,30.0,40.0
9,8,2022-11-23,2022,20.0,30.0,-10.0,20.0,60.0
9,9,2022-12-27,2022,30.0,,,40.0,40.0
9,10,2022-12-27,2022,40.0,,,20.0,20.0
10,1,2022-12-28,2022,10.0,10.0,0.0,,
10,2,2022-12-28,2022,40.0,40.0,0.0,20.0,20.0
10,3,2022-12-28,2022,20.0,20.0,0.0,,
10,4,2022-12-28,2022,30.0,20.0,10.0,,
11,1,2022-09-15,2022,5.0,5.0,0.0,30.0,70.0
11,2,2022-09-15,2022,30.0,30.0,0.0,70.0,100.0
11,3,2022-09-15,2022,,2.5,,20.0,0.0
11,4,2022-09-15,2022,,2.5,,30.0,80.0
11,5,2022-09-15,2022,60.0,60.0,0.0,20.0,60.0
11,6,2022-09-15,2022,60.0,60.0,0.0,10.0,60.0
11,7,2022-09-15,2022,40.0,40.0,0.0,30.0,60.0
11,8,2022-09-15,2022,40.0,40.0,0.0,5.0,90.0
11,9,2022-09-16,2022,20.0,10.0,10.0,30.0,50.0
11,10,2022-09-16,2022,5.0,5.0,0.0,30.0,50.0
11,11,2022-09-16,2022,,0.5,,20.0,100.0
11,12,2022-09-16,2022,30.0,40.0,-10.0,90.0,100.0
11,13,2022-09-16,2022,50.0,40.0,10.0,90.0,100.0
11,14,2022-09-16,2022,5.0,5.0,0.0,70.0,100.0
11,15,2022-09-16,2022,,0.5,,70.0,
11,16,2022-09-16,2022,20.0,20.0,0.0,80.0,100.0
11,17,2022-09-16,2022,70.0,70.0,0.0,40.0,50.0
11,18,2022-09-16,2022,10.0,5.0,5.0,80.0,90.0
11,19,2022-11-12,2022,70.0,70.0,0.0,,50.0
11,20,2022-11-12,2022,20.0,10.0,10.0,20.0,90.0
11,21,2022-11-12,2022,20.0,20.0,0.0,5.0,80.0
11,22,2022-11-12,2022,,2.5,,5.0,
11,23,2022-11-12,2022,5.0,10.0,-5.0,10.0,90.0
11,24,2022-11-12,2022,30.0,50.0,-20.0,30.0,90.0
11,25,2022-11-12,2022,20.0,20.0,0.0,20.0,
11,26,2022-11-12,2022,,20.0,,70.0,90.0
11,27,2022-11-12,2022,80.0,80.0,0.0,5.0,
11,28,2022-11-12,2022,50.0,50.0,0.0,20.0,50.0
11,29,2022-11-12,2022,40.0,50.0,-10.0,20.0,90.0
11,30,2022-10-09,2022,20.0,40.0,-20.0,70.0,
11,31,2022-10-09,2022,50.0,70.0,-20.0,70.0,
11,32,2022-10-09,2022,30.0,30.0,0.0,10.0,10.0
11,33,2022-10-09,2022,20.0,30.0,-10.0,80.0,80.0
12,1,2022-10-09,2022,,0.5,,20.0,
12,2,2022-10-09,2022,5.0,5.0,0.0,50.0,70.0
12,3,2022-10-09,2022,10.0,20.0,-10.0,60.0,70.0
12,4,2022-10-09,2022,,2.5,,50.0,50.0
12,5,2022-10-09,2022,,80.0,,,
12,6,2022-10-09,2022,,5.0,,20.0,0.0
12,7,2022-10-22,2022,,2.5,,50.0,80.0
12,8,2022-10-22,2022,,50.0,,90.0,90.0
12,9,2022-10-22,2022,10.0,5.0,5.0,50.0,80.0
12,10,2022-10-22,2022,20.0,30.0,-10.0,20.0,50.0
12,11,2022-10-22,2022,20.0,30.0,-10.0,70.0,70.0
12,12,2022-10-22,2022,,80.0,,,
12,13,2022-10-22,2022,,70.0,,,
12,14,2022-10-22,2022,5.0,60.0,-55.0,80.0,
12,15,2022-10-22,2022,10.0,80.0,-70.0,90.0,90.0
12,16,2022-11-08,2022,20.0,70.0,-50.0,70.0,
12,17,2022-11-10,2022,30.0,50.0,-20.0,60.0,80.0
12,18,2022-11-10,2022,20.0,60.0,-40.0,60.0,90.0
12,19,2022-11-10,2022,20.0,40.0,-20.0,50.0,40.0
12,20,2022-11-10,2022,30.0,30.0,0.0,10.0,20.0
12,21,2022-11-10,2022,10.0,5.0,5.0,70.0,80.0
12,22,2022-11-10,2022,10.0,10.0,0.0,60.0,80.0
12,23,2022-11-10,2022,,0.5,,5.0,10.0
12,24,2022-11-03,2022,50.0,60.0,-10.0,10.0,30.0
12,25,2022-11-03,2022,20.0,40.0,-20.0,70.0,70.0
12,26,2022-11-03,2022,,0.5,,10.0,10.0
12,27,2022-11-11,2022,20.0,60.0,-40.0,70.0,70.0
12,28,2022-11-11,2022,,70.0,,,
12,29,2022-11-11,2022,5.0,50.0,-45.0,90.0,90.0
12,30,2022-11-11,2022,5.0,40.0,-35.0,90.0,90.0
12,31,2022-11-11,2022,10.0,50.0,-40.0,90.0,90.0
12,32,2022-11-11,2022,10.0,30.0,-20.0,70.0,90.0
12,33,2022-11-11,2022,5.0,70.0,-65.0,90.0,90.0
12,34,2022-11-09,2022,10.0,20.0,-10.0,60.0,90.0
12,35,2022-11-09,2022,10.0,20.0,-10.0,50.0,70.0
12,36,2022-11-09,2022,20.0,30.0,-10.0,20.0,50.0
12,37,2022-11-09,2022,5.0,10.0,-5.0,40.0,80.0
12,38,2022-11-09,2022,5.0,10.0,-5.0,90.0,90.0
12,39,2022-11-09,2022,5.0,20.0,-15.0,60.0,90.0
12,40,2022-11-09,2022,70.0,70.0,0.0,10.0,80.0
12,41,2022-11-09,2022,10.0,20.0,-10.0,60.0,80.0
12,42,2022-11-09,2022,20.0,20.0,0.0,50.0,
12,43,2022-10-09,2022,,5.0,,30.0,40.0
12,44,2022-10-09,2022,20.0,70.0,-50.0,90.0,90.0
13,27,2022-11-10,2022,10.0,10.0,0.0,85.0,77.5
13,28,2022-11-10,2022,40.0,50.0,-10.0,90.0,86.0
13,31,2022-11-10,2022,60.0,60.0,0.0,75.0,70.0
13,32,2022-11-10,2022,,2.5,,97.5,100.0
13,35,2022-10-24,2022,30.0,60.0,-30.0,97.5,97.5
13,36,2022-10-23,2022,40.0,70.0,-30.0,85.0,95.0
13,42,2022-10-24,2022,20.0,30.0,-10.0,92.5,95.0
13,43,2022-10-24,2022,20.0,20.0,0.0,87.5,92.5
13,44,2022-11-10,2022,10.0,10.0,0.0,90.0,85.0
13,49,2022-11-10,2022,20.0,10.0,10.0,90.0,86.0
13,50,2022-10-22,2022,20.0,30.0,-10.0,92.5,95.0
13,51,2022-11-16,2022,20.0,20.0,0.0,82.5,82.5
13,52,2022-11-16,2022,20.0,20.0,0.0,87.5,87.5
13,53,2022-11-16,2022,20.0,20.0,0.0,75.0,75.0
13,62,2022-10-23,2022,40.0,60.0,-20.0,97.5,97.5
13,63,2022-10-23,2022,20.0,50.0,-30.0,95.0,97.5
13,64,2022-10-23,2022,40.0,50.0,-10.0,90.0,90.0
13,65,2022-10-23,2022,60.0,70.0,-10.0,95.0,97.5
13,67,2022-10-24,2022,20.0,30.0,-10.0,97.5,92.5
13,68,2022-11-10,2022,20.0,20.0,0.0,97.5,95.0
13,71,2022-10-22,2022,70.0,70.0,0.0,77.5,67.5
13,72,2022-10-22,2022,40.0,50.0,-10.0,80.0,77.5
13,73,2022-10-22,2022,40.0,40.0,0.0,77.5,75.0
13,74,2022-10-22,2022,30.0,40.0,-10.0,80.0,80.0
13,75,2022-10-23,2022,40.0,40.0,0.0,70.0,70.0
13,110,2022-11-10,2022,10.0,10.0,0.0,82.5,89.5
13,112,2022-11-10,2022,30.0,30.0,0.0,75.0,85.0
13,116,2022-10-22,2022,30.0,60.0,-30.0,87.5,90.0
14,46,2022-11-14,2022,10.0,10.0,0.0,92.5,97.5
14,47,2022-11-14,2022,,10.0,,80.0,90.0
14,54,2022-11-04,2022,10.0,10.0,0.0,92.5,92.5
14,76,2022-11-17,2022,10.0,10.0,0.0,85.0,97.5
14,77,2022-10-25,2022,10.0,10.0,0.0,87.5,90.0
14,78,2022-10-25,2022,,2.5,,97.5,95.0
14,79,2022-11-04,2022,,2.5,,92.5,90.0
14,80,2022-10-25,2022,10.0,10.0,0.0,90.0,95.0
14,81,2022-10-25,2022,,2.5,,90.0,95.0
14,82,2022-10-25,2022,10.0,20.0,-10.0,92.5,95.0
14,83,2022-10-25,2022,,2.5,,95.0,95.0
14,84,2022-11-04,2022,30.0,30.0,0.0,87.5,80.0
14,87,2022-11-04,2022,10.0,20.0,-10.0,75.0,90.0
14,88,2022-11-17,2022,10.0,10.0,0.0,92.5,97.5
14,89,2022-11-14,2022,,2.5,,95.0,92.5
14,90,2022-11-16,2022,10.0,10.0,0.0,80.0,96.0
14,93,2022-11-04,2022,10.0,2.5,7.5,92.5,92.5
14,109,2022-11-14,2022,20.0,20.0,0.0,92.5,90.0
14,114,2022-11-14,2022,10.0,10.0,0.0,82.5,85.0
14,115,2022-11-14,2022,10.0,10.0,0.0,97.5,95.0
15,4,2022-11-15,2022,10.0,10.0,0.0,92.5,97.5
15,5,2022-11-15,2022,,10.0,,82.5,95.0
15,19,2022-11-18,2022,10.0,20.0,-10.0,92.5,95.0
15,20,2022-11-15,2022,20.0,20.0,0.0,80.0,90.0
15,22,2022-10-24,2022,10.0,20.0,-10.0,92.5,97.5
15,23,2022-10-24,2022,,2.5,,77.5,80.0
15,24,2022-10-20,2022,20.0,20.0,0.0,95.0,97.5
15,25,2022-10-20,2022,10.0,10.0,0.0,95.0,92.5
15,37,2022-10-26,2022,30.0,50.0,-20.0,92.5,95.0
15,38,2022-10-26,2022,10.0,10.0,0.0,97.5,97.5
15,39,2022-10-20,2022,20.0,20.0,0.0,87.5,97.5
15,40,2022-10-20,2022,20.0,30.0,-10.0,95.0,95.0
15,41,2022-10-20,2022,20.0,20.0,0.0,95.0,95.0
15,58,2022-10-26,2022,50.0,70.0,-20.0,85.0,87.5
15,59,2022-10-26,2022,60.0,50.0,10.0,72.5,72.5
15,60,2022-10-26,2022,60.0,70.0,-10.0,77.5,72.5
15,61,2022-10-26,2022,10.0,10.0,0.0,65.0,0.0
15,66,2022-10-21,2022,10.0,20.0,-10.0,95.0,90.0
15,104,2022-11-15,2022,10.0,10.0,0.0,92.5,97.5
15,106,2022-11-15,2022,20.0,20.0,0.0,72.5,92.5
15,107,2022-10-21,2022,30.0,60.0,-30.0,87.5,92.5
15,108,2022-10-22,2022,30.0,60.0,-30.0,97.5,96.5
15,111,2022-10-20,2022,20.0,30.0,-10.0,91.5,96.0
15,113,2022-11-15,2022,20.0,20.0,0.0,80.0,77.5
16,1,2022-10-27,2022,10.0,2.5,7.5,95.0,97.5
16,2,2022-11-06,2022,40.0,30.0,10.0,82.5,80.0
16,3,2022-11-06,2022,20.0,10.0,10.0,92.5,92.5
16,6,2022-11-06,2022,10.0,10.0,0.0,85.0,90.0
16,7,2022-10-27,2022,10.0,20.0,-10.0,100.0,100.0
16,8,2022-10-27,2022,10.0,10.0,0.0,97.5,92.5
16,9,2022-10-27,2022,30.0,60.0,-30.0,95.0,100.0
