site_no,spot_no,date,sst,source
4,15,2023-06-27,27.16,nasa_mur
4,15,2023-06-28,27.22,nasa_mur
4,15,2023-06-29,27.65,nasa_mur
4,15,2023-06-30,27.56,nasa_mur
4,15,2023-07-01,27.5,nasa_mur
4,15,2023-07-02,27.61,nasa_mur
4,15,2023-07-03,27.61,nasa_mur
4,15,2023-07-04,27.96,nasa_mur
4,15,2023-07-05,27.78,nasa_mur
4,15,2023-07-06,27.75,nasa_mur
4,15,2023-07-07,27.71,nasa_mur
4,15,2023-07-08,28.5,nasa_mur
4,15,2023-07-09,28.53,nasa_mur
4,15,2023-07-10,28.54,nasa_mur
4,15,2023-07-11,28.78,nasa_mur
4,15,2023-07-12,28.89,nasa_mur
4,15,2023-07-13,29.07,nasa_mur
4,15,2023-07-14,28.66,nasa_mur
4,15,2023-07-15,28.39,nasa_mur
4,15,2023-07-16,28.56,nasa_mur
4,15,2023-07-17,29.17,nasa_mur
4,15,2023-07-18,29.12,nasa_mur
4,15,2023-07-19,29.03,nasa_mur
4,15,2023-07-20,29.1,nasa_mur
4,15,2023-07-21,29.24,nasa_mur
4,15,2023-07-22,29.37,nasa_mur
4,15,2023-07-23,29.65,nasa_mur
4,15,2023-07-24,29.64,nasa_mur
4,15,2023-07-25,29.54,nasa_mur
4,15,2023-07-26,29.53,nasa_mur
4,15,2023-07-27,29.31,nasa_mur
4,15,2023-07-28,29.14,nasa_mur
4,15,2023-07-29,29.05,nasa_mur
4,15,2023-07-30,28.98,nasa_mur
4,15,2023-07-31,29.04,nasa_mur
4,15,2023-08-01,29.17,nasa_mur
4,15,2023-08-02,28.18,nasa_mur
4,15,2023-08-03,24.55,nasa_mur
4,15,2023-08-04,24.41,nasa_mur
4,15,2023-08-05,26.06,nasa_mur
4,15,2023-08-06,26.89,nasa_mur
4,15,2023-08-07,26.67,nasa_mur
4,15,2023-08-08,26.36,nasa_mur
4,15,2023-08-09,26.41,nasa_mur
4,15,2023-08-10,27.28,nasa_mur
4,15,2023-08-11,28.13,nasa_mur
4,15,2023-08-12,28.12,nasa_mur
4,15,2023-08-13,28.12,nasa_mur
4,15,2023-08-14,28.07,nasa_mur
4,15,2023-08-15,28.01,nasa_mur
4,15,2023-08-16,27.92,nasa_mur
4,15,2023-08-17,27.92,nasa_mur
4,15,2023-08-18,27.89,nasa_mur
4,15,2023-08-19,28.01,nasa_mur
4,15,2023-08-20,28.65,nasa_mur
4,15,2023-08-21,28.9,nasa_mur
4,15,2023-08-22,29.13,nasa_mur
4,15,2023-08-23,29.16,nasa_mur
4,15,2023-08-24,29.1,nasa_mur
4,15,2023-08-25,29.12,nasa_mur
4,15,2023-08-26,29.49,nasa_mur
4,15,2023-08-27,29.64,nasa_mur
4,15,2023-08-28,29.69,nasa_mur
4,15,2023-08-29,29.79,nasa_mur
4,15,2023-08-30,29.84,nasa_mur
4,15,2023-08-31,29.26,nasa_mur
4,15,2023-09-01,29.37,nasa_mur
4,15,2023-09-02,29.45,nasa_mur
4,15,2023-09-03,29.6,nasa_mur
4,15,2023-09-04,29.91,nasa_mur
4,15,2023-09-05,29.8,nasa_mur
4,15,2023-09-06,29.88,nasa_mur
4,15,2023-09-07,29.44,nasa_mur
4,15,2023-09-08,29.52,nasa_mur
4,15,2023-09-09,29.49,nasa_mur
4,15,2023-09-10,29.27,nasa_mur
4,15,2023-09-11,29.18,nasa_mur
4,15,2023-09-12,28.95,nasa_mur
4,15,2023-09-13,29.55,nasa_mur
4,15,2023-09-14,29.8,nasa_mur
4,15,2023-09-15,29.7,nasa_mur
4,15,2023-09-16,29.61,nasa_mur
4,15,2023-09-17,29.67,nasa_mur
4,15,2023-09-18,30.15,nasa_mur
4,15,2023-09-19,30.28,nasa_mur
4,15,2023-09-20,29.73,nasa_mur
4,15,2023-09-21,29.57,nasa_mur
4,15,2023-09-22,30.0,nasa_mur
4,15,2023-09-23,30.0,nasa_mur
4,15,2023-09-24,29.95,nasa_mur
4,15,2023-09-25,29.77,nasa_mur
4,15,2023-09-26,29.76,nasa_mur
4,15,2023-09-27,30.1,nasa_mur
4,15,2023-09-28,30.05,nasa_mur
4,15,2023-09-29,29.48,nasa_mur
4,15,2023-09-30,29.22,nasa_mur
4,15,2023-10-01,29.17,nasa_mur
4,15,2023-10-02,29.15,nasa_mur
4,15,2023-10-03,29.23,nasa_mur
4,15,2023-10-04,29.38,nasa_mur
4,15,2023-10-05,29.24,nasa_mur
4,15,2023-10-06,28.89,nasa_mur
4,15,2023-10-07,28.78,nasa_mur
4,15,2023-10-08,29.06,nasa_mur
4,15,2023-10-09,29.37,nasa_mur
4,15,2023-10-10,28.63,nasa_mur
4,15,2023-10-11,28.55,nasa_mur
4,15,2023-10-12,28.92,nasa_mur
4,15,2023-10-13,28.85,nasa_mur
4,15,2023-10-14,28.72,nasa_mur
4,15,2023-10-15,28.37,nasa_mur
4,15,2023-10-16,28.19,nasa_mur
4,15,2023-10-17,28.04,nasa_mur
4,15,2023-10-18,28.09,nasa_mur
4,15,2023-10-19,28.07,nasa_mur
4,15,2023-10-20,27.94,nasa_mur
4,15,2023-10-21,27.92,nasa_mur
4,15,2023-10-22,27.99,nasa_mur
4,15,2023-10-23,27.98,nasa_mur
4,15,2023-10-24,27.14,nasa_mur
4,15,2023-10-25,27.29,nasa_mur
4,15,2023-10-26,27.53,nasa_mur
4,15,2023-10-27,27.49,nasa_mur
4,15,2023-10-28,27.34,nasa_mur
4,15,2023-10-29,27.35,nasa_mur
4,15,2023-10-30,27.36,nasa_mur
4,15,2023-10-31,27.37,nasa_mur
4,15,2023-11-01,27.14,nasa_mur
4,15,2023-11-02,26.52,nasa_mur
4,15,2023-11-03,26.74,nasa_mur
4,15,2023-11-04,26.87,nasa_mur
4,15,2023-11-05,27.06,nasa_mur
4,15,2023-11-06,27.21,nasa_mur
4,15,2023-11-07,27.29,nasa_mur
4,15,2023-11-08,26.72,nasa_mur
4,15,2023-11-09,26.61,nasa_mur
4,15,2023-11-10,26.64,nasa_mur
4,15,2023-11-11,26.59,nasa_mur
4,15,2023-11-12,26.77,nasa_mur
4,15,2023-11-13,26.8,nasa_mur
4,15,2023-11-14,26.76,nasa_mur
4,15,2023-11-15,26.09,nasa_mur
4,15,2023-11-16,25.87,nasa_mur
4,15,2023-11-17,26.04,nasa_mur
4,15,2023-11-18,26.19,nasa_mur
4,15,2023-11-19,26.17,nasa_mur
4,15,2023-11-20,26.0,nasa_mur
4,15,2023-11-21,25.62,nasa_mur
4,15,2023-11-22,25.71,nasa_mur
4,15,2023-11-23,25.83,nasa_mur
4,15,2023-11-24,25.94,nasa_mur
4,15,2023-11-25,25.9,nasa_mur
4,15,2023-11-26,25.51,nasa_mur
4,15,2023-11-27,25.55,nasa_mur
4,15,2023-11-28,25.64,nasa_mur
4,15,2023-11-29,25.72,nasa_mur
4,15,2023-11-30,25.24,nasa_mur
4,15,2023-12-01,24.73,nasa_mur
4,15,2023-12-02,24.85,nasa_mur
4,15,2023-12-03,24.62,nasa_mur
4,15,2023-12-04,24.54,nasa_mur
4,15,2023-12-05,23.2,nasa_mur
4,15,2023-12-06,23.84,nasa_mur
4,15,2023-12-07,23.98,nasa_mur
4,15,2023-12-08,24.04,nasa_mur
4,15,2023-12-09,24.22,nasa_mur
4,15,2023-12-10,24.1,nasa_mur
4,15,2023-12-11,24.02,nasa_mur
4,15,2023-12-12,23.97,nasa_mur
4,15,2023-12-13,24.02,nasa_mur
4,15,2023-12-14,24.06,nasa_mur
4,15,2023-12-15,24.17,nasa_mur
4,15,2023-12-16,24.21,nasa_mur
4,15,2023-12-17,24.13,nasa_mur
4,15,2023-12-18,23.89,nasa_mur
4,15,2023-12-19,23.89,nasa_mur
4,15,2023-12-20,23.96,nasa_mur
4,15,2023-12-21,24.08,nasa_mur
4,15,2023-12-22,24.1,nasa_mur
4,15,2023-12-23,23.5,nasa_mur
4,15,2023-12-24,23.5,nasa_mur
4,15,2023-12-25,23.68,nasa_mur
4,15,2023-12-26,23.53,nasa_mur
4,15,2023-12-27,23.57,nasa_mur
4,15,2023-12-28,23.57,nasa_mur
4,15,2023-12-29,23.65,nasa_mur
4,15,2023-12-30,23.36,nasa_mur
4,15,2023-12-31,23.2,nasa_mur
4,15,2024-01-01,23.2,nasa_mur
4,15,2024-01-02,23.19,nasa_mur
4,15,2024-01-03,22.85,nasa_mur
4,15,2024-01-04,22.85,nasa_mur
4,15,2024-01-05,22.84,nasa_mur
4,15,2024-01-06,22.86,nasa_mur
4,15,2024-01-07,23.0,nasa_mur
4,15,2024-01-08,23.18,nasa_mur
4,15,2024-01-09,23.04,nasa_mur
4,15,2024-01-10,22.91,nasa_mur
4,15,2024-01-11,22.83,nasa_mur
4,15,2024-01-12,22.7,nasa_mur
4,15,2024-01-13,22.54,nasa_mur
4,15,2024-01-14,22.55,nasa_mur
4,15,2024-01-15,22.54,nasa_mur
4,15,2024-01-16,22.63,nasa_mur
4,15,2024-01-17,22.55,nasa_mur
4,15,2024-01-18,22.1,nasa_mur
4,15,2024-01-19,22.33,nasa_mur
4,15,2024-01-20,22.49,nasa_mur
4,15,2024-01-21,22.53,nasa_mur
4,15,2024-01-22,22.62,nasa_mur
4,15,2024-01-23,22.73,nasa_mur
4,15,2024-01-24,22.91,nasa_mur
4,15,2024-01-25,23.34,nasa_mur
4,15,2024-01-26,22.85,nasa_mur
4,15,2024-01-27,22.7,nasa_mur
4,15,2024-01-28,22.68,nasa_mur
4,15,2024-01-29,22.65,nasa_mur
4,15,2024-01-30,22.66,nasa_mur
4,15,2024-01-31,22.54,nasa_mur
4,15,2024-02-01,22.52,nasa_mur
4,15,2024-02-02,22.39,nasa_mur
4,15,2024-02-03,22.32,nasa_mur
4,15,2024-02-04,22.42,nasa_mur
4,15,2024-02-05,22.3,nasa_mur
4,15,2024-02-06,22.0,nasa_mur
4,15,2024-02-07,22.06,nasa_mur
4,15,2024-02-08,22.28,nasa_mur
4,15,2024-02-09,22.37,nasa_mur
4,15,2024-02-10,22.17,nasa_mur
4,15,2024-02-11,22.04,nasa_mur
4,15,2024-02-12,22.03,nasa_mur
4,15,2024-02-13,22.05,nasa_mur
4,15,2024-02-14,21.7,nasa_mur
4,15,2024-02-15,21.75,nasa_mur
4,15,2024-02-16,21.74,nasa_mur
4,15,2024-02-17,21.72,nasa_mur
4,15,2024-02-18,21.63,nasa_mur
4,15,2024-02-19,21.8,nasa_mur
4,15,2024-02-20,22.29,nasa_mur
4,15,2024-02-21,22.22,nasa_mur
4,15,2024-02-22,22.26,nasa_mur
4,15,2024-02-23,22.34,nasa_mur
4,15,2024-02-24,22.11,nasa_mur
4,15,2024-02-25,22.01,nasa_mur
4,15,2024-02-26,21.76,nasa_mur
4,15,2024-02-27,21.56,nasa_mur
4,15,2024-02-28,21.74,nasa_mur
4,15,2024-02-29,21.84,nasa_mur
4,15,2024-03-01,21.66,nasa_mur
4,15,2024-03-02,21.46,nasa_mur
4,15,2024-03-03,21.28,nasa_mur
4,15,2024-03-04,21.26,nasa_mur
4,15,2024-03-05,21.38,nasa_mur
4,15,2024-03-06,21.67,nasa_mur
4,15,2024-03-07,21.96,nasa_mur
4,15,2024-03-08,21.75,nasa_mur
4,15,2024-03-09,21.7,nasa_mur
4,15,2024-03-10,21.59,nasa_mur
4,15,2024-03-11,21.46,nasa_mur
4,15,2024-03-12,21.41,nasa_mur
4,15,2024-03-13,21.48,nasa_mur
4,15,2024-03-14,21.67,nasa_mur
4,15,2024-03-15,21.52,nasa_mur
4,15,2024-03-16,21.35,nasa_mur
4,15,2024-03-17,21.37,nasa_mur
4,15,2024-03-18,21.29,nasa_mur
4,15,2024-03-19,21.13,nasa_mur
4,15,2024-03-20,21.16,nasa_mur
4,15,2024-03-21,21.35,nasa_mur
4,15,2024-03-22,21.35,nasa_mur
4,15,2024-03-23,21.34,nasa_mur
4,15,2024-03-24,21.47,nasa_mur
4,15,2024-03-25,21.43,nasa_mur
4,15,2024-03-26,21.53,nasa_mur
4,15,2024-03-27,21.67,nasa_mur
4,15,2024-03-28,21.88,nasa_mur
4,15,2024-03-29,22.07,nasa_mur
4,15,2024-03-30,22.09,nasa_mur
4,15,2024-03-31,21.85,nasa_mur
4,15,2024-04-01,21.96,nasa_mur
4,15,2024-04-02,22.09,nasa_mur
4,15,2024-04-03,22.18,nasa_mur
4,15,2024-04-04,22.41,nasa_mur
4,15,2024-04-05,22.5,nasa_mur
4,15,2024-04-06,22.5,nasa_mur
4,15,2024-04-07,22.73,nasa_mur
4,15,2024-04-08,22.76,nasa_mur
4,15,2024-04-09,22.78,nasa_mur
4,15,2024-04-10,22.66,nasa_mur
4,15,2024-04-11,22.26,nasa_mur
4,15,2024-04-12,22.27,nasa_mur
4,15,2024-04-13,22.38,nasa_mur
4,15,2024-04-14,22.84,nasa_mur
4,15,2024-04-15,22.92,nasa_mur
4,15,2024-04-16,22.93,nasa_mur
4,15,2024-04-17,23.69,nasa_mur
4,15,2024-04-18,23.8,nasa_mur
4,15,2024-04-19,23.7,nasa_mur
4,15,2024-04-20,23.71,nasa_mur
4,15,2024-04-21,23.99,nasa_mur
4,15,2024-04-22,24.19,nasa_mur
4,15,2024-04-23,24.04,nasa_mur
4,15,2024-04-24,24.36,nasa_mur
4,15,2024-04-25,24.33,nasa_mur
4,15,2024-04-26,24.0,nasa_mur
4,15,2024-04-27,23.45,nasa_mur
4,15,2024-04-28,23.65,nasa_mur
4,15,2024-04-29,24.59,nasa_mur
4,15,2024-04-30,24.74,nasa_mur
4,15,2024-05-01,24.85,nasa_mur
4,15,2024-05-02,24.53,nasa_mur
4,15,2024-05-03,24.9,nasa_mur
4,15,2024-05-04,24.95,nasa_mur
4,15,2024-05-05,24.89,nasa_mur
4,15,2024-05-06,24.98,nasa_mur
4,15,2024-05-07,25.09,nasa_mur
4,15,2024-05-08,25.23,nasa_mur
4,15,2024-05-09,25.35,nasa_mur
4,15,2024-05-10,25.35,nasa_mur
4,15,2024-05-11,25.39,nasa_mur
4,15,2024-05-12,25.35,nasa_mur
4,15,2024-05-13,25.02,nasa_mur
4,15,2024-05-14,24.86,nasa_mur
4,15,2024-05-15,24.67,nasa_mur
4,15,2024-05-16,24.72,nasa_mur
4,15,2024-05-17,25.01,nasa_mur
4,15,2024-05-18,24.92,nasa_mur
4,15,2024-05-19,24.88,nasa_mur
4,15,2024-05-20,24.89,nasa_mur
4,15,2024-05-21,24.89,nasa_mur
4,15,2024-05-22,25.89,nasa_mur
4,15,2024-05-23,25.81,nasa_mur
4,15,2024-05-24,24.99,nasa_mur
4,15,2024-05-25,25.45,nasa_mur
4,15,2024-05-26,25.46,nasa_mur
4,15,2024-05-27,24.66,nasa_mur
4,15,2024-05-28,24.77,nasa_mur
4,15,2024-05-29,24.84,nasa_mur
4,15,2024-05-30,24.87,nasa_mur
4,15,2024-05-31,24.87,nasa_mur
4,15,2024-06-01,25.09,nasa_mur
4,15,2024-06-02,25.17,nasa_mur
4,15,2024-06-03,25.16,nasa_mur
4,15,2024-06-04,25.5,nasa_mur
4,15,2024-06-05,25.59,nasa_mur
4,15,2024-06-06,24.9,nasa_mur
4,15,2024-06-07,24.2,nasa_mur
4,15,2024-06-08,24.38,nasa_mur
4,15,2024-06-09,24.73,nasa_mur
4,15,2024-06-10,24.7,nasa_mur
4,15,2024-06-11,24.58,nasa_mur
4,15,2024-06-12,24.69,nasa_mur
4,15,2024-06-13,25.17,nasa_mur
4,15,2024-06-14,25.39,nasa_mur
4,15,2024-06-15,25.4,nasa_mur
4,15,2024-06-16,26.1,nasa_mur
4,15,2024-06-17,26.02,nasa_mur
4,15,2024-06-18,26.6,nasa_mur
4,15,2024-06-19,26.83,nasa_mur
4,15,2024-06-20,27.5,nasa_mur
4,15,2024-06-21,27.47,nasa_mur
4,15,2024-06-22,27.28,nasa_mur
4,15,2024-06-23,27.18,nasa_mur
4,15,2024-06-24,27.27,nasa_mur
4,15,2024-06-25,27.76,nasa_mur
4,15,2024-06-26,28.05,nasa_mur
4,15,2024-06-27,28.18,nasa_mur
4,15,2024-06-28,28.14,nasa_mur
4,15,2024-06-29,28.04,nasa_mur
4,15,2024-06-30,28.27,nasa_mur
4,15,2024-07-01,28.27,nasa_mur
4,15,2024-07-02,28.15,nasa_mur
4,15,2024-07-03,28.5,nasa_mur
4,15,2024-07-04,28.73,nasa_mur
4,15,2024-07-05,29.28,nasa_mur
4,15,2024-07-06,30.13,nasa_mur
4,15,2024-07-07,30.28,nasa_mur
4,15,2024-07-08,30.27,nasa_mur
4,15,2024-07-09,30.03,nasa_mur
4,15,2024-07-10,29.69,nasa_mur
4,15,2024-07-11,29.43,nasa_mur
4,15,2024-07-12,29.4,nasa_mur
4,15,2024-07-13,29.44,nasa_mur
4,15,2024-07-14,29.37,nasa_mur
4,15,2024-07-15,30.37,nasa_mur
4,15,2024-07-16,30.34,nasa_mur
4,15,2024-07-17,29.81,nasa_mur
4,15,2024-07-18,29.73,nasa_mur
4,15,2024-07-19,29.89,nasa_mur
4,15,2024-07-20,30.4,nasa_mur
4,15,2024-07-21,30.32,nasa_mur
4,15,2024-07-22,29.94,nasa_mur
4,15,2024-07-23,29.64,nasa_mur
4,15,2024-07-24,29.65,nasa_mur
4,15,2024-07-25,29.56,nasa_mur
4,15,2024-07-26,29.33,nasa_mur
4,15,2024-07-27,29.18,nasa_mur
4,15,2024-07-28,29.33,nasa_mur
4,15,2024-07-29,29.67,nasa_mur
4,15,2024-07-30,29.86,nasa_mur
4,15,2024-07-31,29.93,nasa_mur
4,15,2024-08-01,30.07,nasa_mur
4,15,2024-08-02,30.27,nasa_mur
4,15,2024-08-03,30.53,nasa_mur
4,15,2024-08-04,30.51,nasa_mur
4,15,2024-08-05,30.09,nasa_mur
4,15,2024-08-06,29.55,nasa_mur
4,15,2024-08-07,30.37,nasa_mur
4,15,2024-08-08,30.61,nasa_mur
4,15,2024-08-09,30.49,nasa_mur
4,15,2024-08-10,30.4,nasa_mur
4,15,2024-08-11,30.56,nasa_mur
4,15,2024-08-12,30.56,nasa_mur
4,15,2024-08-13,31.01,nasa_mur
4,15,2024-08-14,30.99,nasa_mur
4,15,2024-08-15,31.04,nasa_mur
4,15,2024-08-16,30.95,nasa_mur
4,15,2024-08-17,30.81,nasa_mur
4,15,2024-08-18,30.34,nasa_mur
4,15,2024-08-19,29.61,nasa_mur
4,15,2024-08-20,29.63,nasa_mur
4,15,2024-08-21,29.93,nasa_mur
4,15,2024-08-22,29.93,nasa_mur
4,15,2024-08-23,30.03,nasa_mur
4,15,2024-08-24,30.23,nasa_mur
4,15,2024-08-25,30.25,nasa_mur
4,15,2024-08-26,30.13,nasa_mur
4,15,2024-08-27,30.17,nasa_mur
4,15,2024-08-28,29.54,nasa_mur
4,15,2024-08-29,29.53,nasa_mur
4,15,2024-08-30,29.62,nasa_mur
4,15,2024-08-31,30.05,nasa_mur
4,15,2024-09-01,30.51,nasa_mur
4,15,2024-09-02,30.64,nasa_mur
4,15,2024-09-03,30.12,nasa_mur
4,15,2024-09-04,30.07,nasa_mur
4,15,2024-09-05,30.15,nasa_mur
4,15,2024-09-06,30.63,nasa_mur
4,15,2024-09-07,30.58,nasa_mur
4,15,2024-09-08,30.47,nasa_mur
4,15,2024-09-09,30.32,nasa_mur
4,15,2024-09-10,29.94,nasa_mur
4,15,2024-09-11,30.03,nasa_mur
4,15,2024-09-12,30.21,nasa_mur
4,15,2024-09-13,30.19,nasa_mur
4,15,2024-09-14,30.15,nasa_mur
4,15,2024-09-15,30.07,nasa_mur
4,15,2024-09-16,29.71,nasa_mur
4,15,2024-09-17,29.57,nasa_mur
4,15,2024-09-18,29.58,nasa_mur
4,15,2024-09-19,29.08,nasa_mur
4,15,2024-09-20,28.97,nasa_mur
4,15,2024-09-21,29.17,nasa_mur
4,15,2024-09-22,29.41,nasa_mur
4,15,2024-09-23,29.41,nasa_mur
4,15,2024-09-24,29.21,nasa_mur
4,15,2024-09-25,29.11,nasa_mur
4,15,2024-09-26,29.12,nasa_mur
4,15,2024-09-27,29.2,nasa_mur
4,15,2024-09-28,29.02,nasa_mur
4,15,2024-09-29,28.7,nasa_mur
4,15,2024-09-30,28.79,nasa_mur
4,15,2024-10-01,28.7,nasa_mur
4,15,2024-10-02,28.52,nasa_mur
4,15,2024-10-03,28.79,nasa_mur
4,15,2024-10-04,29.12,nasa_mur
4,15,2024-10-05,29.12,nasa_mur
4,15,2024-10-06,29.12,nasa_mur
4,15,2024-10-07,29.38,nasa_mur
4,15,2024-10-08,29.17,nasa_mur
4,15,2024-10-09,28.55,nasa_mur
4,15,2024-10-10,28.68,nasa_mur
4,15,2024-10-11,28.58,nasa_mur
4,15,2024-10-12,28.38,nasa_mur
4,15,2024-10-13,28.46,nasa_mur
4,15,2024-10-14,28.72,nasa_mur
4,15,2024-10-15,28.48,nasa_mur
4,15,2024-10-16,28.85,nasa_mur
4,15,2024-10-17,28.81,nasa_mur
4,15,2024-10-18,28.74,nasa_mur
4,15,2024-10-19,28.47,nasa_mur
4,15,2024-10-20,28.4,nasa_mur
4,15,2024-10-21,28.58,nasa_mur
4,15,2024-10-22,28.56,nasa_mur
4,15,2024-10-23,28.57,nasa_mur
4,15,2024-10-24,28.41,nasa_mur
4,15,2024-10-25,28.12,nasa_mur
4,15,2024-10-26,28.31,nasa_mur
4,15,2024-10-27,28.69,nasa_mur
4,15,2024-10-28,28.74,nasa_mur
4,15,2024-10-29,28.83,nasa_mur
4,15,2024-10-30,28.06,nasa_mur
4,15,2024-10-31,28.23,nasa_mur
4,15,2024-11-01,28.26,nasa_mur
4,15,2024-11-02,28.26,nasa_mur
4,15,2024-11-03,28.04,nasa_mur
4,15,2024-11-04,28.0,nasa_mur
4,15,2024-11-05,28.05,nasa_mur
4,15,2024-11-06,27.86,nasa_mur
4,15,2024-11-07,27.07,nasa_mur
4,15,2024-11-08,27.01,nasa_mur
4,15,2024-11-09,27.14,nasa_mur
4,15,2024-11-10,27.26,nasa_mur
4,15,2024-11-11,27.15,nasa_mur
4,15,2024-11-12,27.08,nasa_mur
4,15,2024-11-13,27.05,nasa_mur
4,15,2024-11-14,27.46,nasa_mur
4,15,2024-11-15,27.17,nasa_mur
4,15,2024-11-16,27.05,nasa_mur
4,15,2024-11-17,26.98,nasa_mur
4,15,2024-11-18,27.04,nasa_mur
4,15,2024-11-19,27.09,nasa_mur
4,15,2024-11-20,26.77,nasa_mur
4,15,2024-11-21,26.83,nasa_mur
4,15,2024-11-22,26.78,nasa_mur
4,15,2024-11-23,26.67,nasa_mur
4,15,2024-11-24,26.52,nasa_mur
4,15,2024-11-25,26.39,nasa_mur
4,15,2024-11-26,26.23,nasa_mur
4,15,2024-11-27,26.1,nasa_mur
4,15,2024-11-28,26.13,nasa_mur
4,15,2024-11-29,26.18,nasa_mur
4,15,2024-11-30,26.05,nasa_mur
4,15,2024-12-01,25.51,nasa_mur
4,15,2024-12-02,25.61,nasa_mur
4,15,2024-12-03,25.44,nasa_mur
4,15,2024-12-04,25.31,nasa_mur
4,15,2024-12-05,25.85,nasa_mur
4,15,2024-12-06,26.28,nasa_mur
4,15,2024-12-07,25.28,nasa_mur
4,15,2024-12-08,25.16,nasa_mur
4,15,2024-12-09,25.19,nasa_mur
4,15,2024-12-10,24.91,nasa_mur
4,15,2024-12-11,25.02,nasa_mur
4,15,2024-12-12,25.14,nasa_mur
4,15,2024-12-13,25.2,nasa_mur
4,15,2024-12-14,25.12,nasa_mur
4,15,2024-12-15,24.74,nasa_mur
4,15,2024-12-16,24.77,nasa_mur
4,15,2024-12-17,24.68,nasa_mur
4,15,2024-12-18,24.22,nasa_mur
4,15,2024-12-19,24.12,nasa_mur
4,15,2024-12-20,23.92,nasa_mur
4,15,2024-12-21,23.73,nasa_mur
4,15,2024-12-22,24.15,nasa_mur
4,15,2024-12-23,23.85,nasa_mur
4,15,2024-12-24,23.88,nasa_mur
4,15,2024-12-25,23.91,nasa_mur
4,15,2024-12-26,23.86,nasa_mur
4,15,2024-12-27,23.67,nasa_mur
4,15,2024-12-28,23.43,nasa_mur
4,15,2024-12-29,23.46,nasa_mur
4,15,2024-12-30,23.54,nasa_mur
4,15,2024-12-31,23.47,nasa_mur
4,26,2019-01-01,23.64,nasa_mur
4,26,2019-01-02,23.63,nasa_mur
4,26,2019-01-03,23.27,nasa_mur
4,26,2019-01-04,22.92,nasa_mur
4,26,2019-01-05,23.18,nasa_mur
4,26,2019-01-06,23.06,nasa_mur
4,26,2019-01-07,22.93,nasa_mur
4,26,2019-01-08,23.04,nasa_mur
4,26,2019-01-09,23.14,nasa_mur
4,26,2019-01-10,23.08,nasa_mur
4,26,2019-01-11,23.15,nasa_mur
4,26,2019-01-12,23.13,nasa_mur
4,26,2019-01-13,23.43,nasa_mur
4,26,2019-01-14,23.35,nasa_mur
4,26,2019-01-15,23.25,nasa_mur
4,26,2019-01-16,23.08,nasa_mur
4,26,2019-01-17,22.96,nasa_mur
4,26,2019-01-18,22.94,nasa_mur
4,26,2019-01-19,22.95,nasa_mur
4,26,2019-01-20,22.99,nasa_mur
4,26,2019-01-21,23.04,nasa_mur
4,26,2019-01-22,22.45,nasa_mur
4,26,2019-01-23,22.35,nasa_mur
4,26,2019-01-24,22.27,nasa_mur
4,26,2019-01-25,22.21,nasa_mur
4,26,2019-01-26,22.29,nasa_mur
4,26,2019-01-27,22.27,nasa_mur
4,26,2019-01-28,22.23,nasa_mur
4,26,2019-01-29,22.58,nasa_mur
4,26,2019-01-30,22.57,nasa_mur
4,26,2019-01-31,22.59,nasa_mur
4,26,2019-02-01,22.2,nasa_mur
4,26,2019-02-02,22.16,nasa_mur
4,26,2019-02-03,22.12,nasa_mur
4,26,2019-02-04,22.15,nasa_mur
4,26,2019-02-05,22.09,nasa_mur
4,26,2019-02-06,21.7,nasa_mur
4,26,2019-02-07,21.59,nasa_mur
4,26,2019-02-08,21.66,nasa_mur
4,26,2019-02-09,21.63,nasa_mur
4,26,2019-02-10,21.55,nasa_mur
4,26,2019-02-11,22.31,nasa_mur
4,26,2019-02-12,22.2,nasa_mur
4,26,2019-02-13,22.23,nasa_mur
4,26,2019-02-14,22.1,nasa_mur
4,26,2019-02-15,22.3,nasa_mur
4,26,2019-02-16,22.57,nasa_mur
4,26,2019-02-17,22.3,nasa_mur
4,26,2019-02-18,21.98,nasa_mur
4,26,2019-02-19,22.17,nasa_mur
4,26,2019-02-20,22.35,nasa_mur
4,26,2019-02-21,23.01,nasa_mur
4,26,2019-02-22,22.94,nasa_mur
4,26,2019-02-23,22.73,nasa_mur
4,26,2019-02-24,22.73,nasa_mur
4,26,2019-02-25,22.66,nasa_mur
4,26,2019-02-26,22.77,nasa_mur
4,26,2019-02-27,22.82,nasa_mur
4,26,2019-02-28,22.78,nasa_mur
4,26,2019-03-01,22.68,nasa_mur
4,26,2019-03-02,22.62,nasa_mur
4,26,2019-03-03,22.73,nasa_mur
4,26,2019-03-04,22.75,nasa_mur
4,26,2019-03-05,22.79,nasa_mur
4,26,2019-03-06,22.84,nasa_mur
4,26,2019-03-07,22.86,nasa_mur
4,26,2019-03-08,23.1,nasa_mur
4,26,2019-03-09,23.01,nasa_mur
4,26,2019-03-10,22.71,nasa_mur
4,26,2019-03-11,22.6,nasa_mur
4,26,2019-03-12,22.53,nasa_mur
4,26,2019-03-13,22.5,nasa_mur
4,26,2019-03-14,22.49,nasa_mur
4,26,2019-03-15,22.49,nasa_mur
4,26,2019-03-16,22.51,nasa_mur
4,26,2019-03-17,22.71,nasa_mur
4,26,2019-03-18,22.68,nasa_mur
4,26,2019-03-19,22.59,nasa_mur
4,26,2019-03-20,22.61,nasa_mur
4,26,2019-03-21,22.71,nasa_mur
4,26,2019-03-22,22.33,nasa_mur
