中ブロック,サイトNo,サイト名,spotNo,地名,調査日,調査者,観察手段,観察時間,被度,白化率_全体,白化率_ミドリイシ,死滅率_全体,死滅率_ミドリイシ,生育型,年度,site_code,dhw_satellite
石垣島西岸,12.0,川平～大崎,33,御神～屋良部,2022-11-11,吉田,skin,15.0,5.0,70.0,-65.0,90.0,90.0,90,2022,sekisei,0.0
石垣島西岸,12.0,川平～大崎,34,屋良部崎北,2022-11-09,吉田,skin,15.0,10.0,20.0,-10.0,60.0,90.0,60,2022,sekisei,0.0
石垣島西岸,12.0,川平～大崎,35,屋良部崎南,2022-11-09,吉田,skin,15.0,10.0,20.0,-10.0,50.0,70.0,50,2022,sekisei,0.0
石垣島西岸,12.0,川平～大崎,36,屋良部～大崎,2022-11-09,吉田,skin,15.0,20.0,30.0,-10.0,20.0,50.0,20,2022,sekisei,0.0
石垣島西岸,12.0,川平～大崎,37,名蔵保護水面,2022-11-09,吉田,skin,15.0,5.0,10.0,-5.0,40.0,80.0,40,2022,sekisei,0.0
石垣島西岸,12.0,川平～大崎,38,富崎小島前,2022-11-09,吉田,skin,15.0,5.0,10.0,-5.0,90.0,90.0,90,2022,sekisei,0.0
石垣島西岸,12.0,川平～大崎,39,観音崎,2022-11-09,吉田,skin,15.0,5.0,20.0,-15.0,60.0,90.0,50,2022,sekisei,0.0
石垣島西岸,12.0,川平～大崎,40,真栄里海岸前,2022-11-09,吉田,skin,15.0,70.0,70.0,0.0,10.0,80.0,10,2022,sekisei,0.0
石垣島西岸,12.0,川平～大崎,41,赤崎,2022-11-09,吉田,skin,15.0,10.0,20.0,-10.0,60.0,80.0,40,2022,sekisei,0.0
石垣島西岸,12.0,川平～大崎,42,名蔵川河口,2022-11-09,吉田,skin,15.0,20.0,20.0,0.0,50.0,,<5,2022,sekisei,0.0
石垣島西岸,12.0,川平～大崎,43,明石西,2022-10-09,吉田,skin,15.0,,5.0,,30.0,40.0,30,2022,sekisei,3.608571428571429
石垣島西岸,12.0,川平～大崎,44,伊原間湾口,2022-10-09,吉田,skin,15.0,20.0,70.0,-50.0,90.0,90.0,80,2022,sekisei,3.608571428571429
石西礁湖北部,13.0,小浜島周辺,27,小浜島東沖,2022-11-10,上野・川崎,skin,15.0,10.0,10.0,0.0,85.0,77.5,30,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,28,嘉弥真島南岸礁縁,2022-11-10,上野・川崎,skin,15.0,40.0,50.0,-10.0,90.0,86.0,35,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,31,嘉弥真島南西岸礁池内,2022-11-10,上野・川崎,skin,15.0,60.0,60.0,0.0,75.0,70.0,20,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,32,小浜島北東岸礁縁,2022-11-10,上野・川崎,skin,15.0,,2.5,,97.5,100.0,0,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,35,ヨナラ水道南礁縁,2022-10-24,上野・川崎,skin,15.0,30.0,60.0,-30.0,97.5,97.5,50,2022,sekisei,0.6871428571428569
石西礁湖北部,13.0,小浜島周辺,36,ヨナラ水道南①,2022-10-23,上野・川崎,skin,15.0,40.0,70.0,-30.0,85.0,95.0,35,2022,sekisei,0.8728571428571428
石西礁湖北部,13.0,小浜島周辺,42,小浜島東沖礁湖内①,2022-10-24,上野・川崎,skin,15.0,20.0,30.0,-10.0,92.5,95.0,30,2022,sekisei,0.6871428571428569
石西礁湖北部,13.0,小浜島周辺,43,小浜島東沖礁湖内②,2022-10-24,上野・川崎,skin,15.0,20.0,20.0,0.0,87.5,92.5,22.5,2022,sekisei,0.6871428571428569
石西礁湖北部,13.0,小浜島周辺,44,嘉弥真島東沖礁湖内,2022-11-10,上野・川崎,skin,15.0,10.0,10.0,0.0,90.0,85.0,20,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,49,竹富島西沖離礁礁縁,2022-11-10,上野・川崎,skin,15.0,20.0,10.0,10.0,90.0,86.0,35,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,50,竹富島西沖離礁外縁,2022-10-22,上野・川崎,skin,15.0,20.0,30.0,-10.0,92.5,95.0,37.5,2022,sekisei,1.0614285714285714
石西礁湖北部,13.0,小浜島周辺,51,竹富島北岸礁外縁,2022-11-16,上野・川崎,skin,15.0,20.0,20.0,0.0,82.5,82.5,22.5,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,52,竹富島北東岸礁外縁,2022-11-16,上野・川崎,skin,15.0,20.0,20.0,0.0,87.5,87.5,32.5,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,53,竹富島北東沖礁縁,2022-11-16,上野・川崎,skin,15.0,20.0,20.0,0.0,75.0,75.0,15,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,62,ヨナラ水道南②,2022-10-23,上野・川崎,skin,15.0,40.0,60.0,-20.0,97.5,97.5,37.5,2022,sekisei,0.8728571428571428
石西礁湖北部,13.0,小浜島周辺,63,ヨナラ水道南部,2022-10-23,上野・川崎,skin,15.0,20.0,50.0,-30.0,95.0,97.5,45,2022,sekisei,0.8728571428571428
石西礁湖北部,13.0,小浜島周辺,64,ヨナラ水道中央部①,2022-10-23,上野・川崎,skin,15.0,40.0,50.0,-10.0,90.0,90.0,20,2022,sekisei,0.8728571428571428
石西礁湖北部,13.0,小浜島周辺,65,ヨナラ水道北部,2022-10-23,上野・川崎,skin,15.0,60.0,70.0,-10.0,95.0,97.5,15,2022,sekisei,0.8728571428571428
石西礁湖北部,13.0,小浜島周辺,67,小浜島東沖離礁①,2022-10-24,上野・川崎,skin,15.0,20.0,30.0,-10.0,97.5,92.5,22.5,2022,sekisei,0.6871428571428569
石西礁湖北部,13.0,小浜島周辺,68,嘉弥真島東沖礁内縁,2022-11-10,上野・川崎,skin,15.0,20.0,20.0,0.0,97.5,95.0,27.5,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,71,嘉弥真島東沖礁外縁,2022-10-22,上野・川崎,skin,15.0,70.0,70.0,0.0,77.5,67.5,10,2022,sekisei,1.0614285714285714
石西礁湖北部,13.0,小浜島周辺,72,嘉弥真島北岸礁外縁①,2022-10-22,上野・川崎,skin,15.0,40.0,50.0,-10.0,80.0,77.5,12.5,2022,sekisei,1.0614285714285714
石西礁湖北部,13.0,小浜島周辺,73,嘉弥真島北岸礁外縁②,2022-10-22,上野・川崎,skin,15.0,40.0,40.0,0.0,77.5,75.0,15,2022,sekisei,1.0614285714285714
石西礁湖北部,13.0,小浜島周辺,74,小浜島北岸礁外縁,2022-10-22,上野・川崎,skin,15.0,30.0,40.0,-10.0,80.0,80.0,20,2022,sekisei,1.0614285714285714
石西礁湖北部,13.0,小浜島周辺,75,ヨナラ水道中央部②,2022-10-23,上野・川崎,skin,15.0,40.0,40.0,0.0,70.0,70.0,10,2022,sekisei,0.8728571428571428
石西礁湖北部,13.0,小浜島周辺,110,小浜島東沖離礁②,2022-11-10,上野・川崎,skin,15.0,10.0,10.0,0.0,82.5,89.5,30,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,112,タキドングチ海中公園地区,2022-11-10,上野・川崎,skin,15.0,30.0,30.0,0.0,75.0,85.0,22.5,2022,sekisei,0.0
石西礁湖北部,13.0,小浜島周辺,116,鵜離島前離礁,2022-10-22,上野・川崎,skin,15.0,30.0,60.0,-30.0,87.5,90.0,30,2022,sekisei,1.0614285714285714
石西礁湖東部,14.0,カタグァー周辺,46,シモビシ海中公園地区,2022-11-14,上野・川崎,skin,15.0,10.0,10.0,0.0,92.5,97.5,50,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,47,竹富島南西岸礁縁,2022-11-14,上野・川崎,skin,15.0,,10.0,,80.0,90.0,22.5,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,54,竹富島東沖離礁,2022-11-04,上野・川崎,skin,15.0,10.0,10.0,0.0,92.5,92.5,15,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,76,アーサーピー外縁,2022-11-17,上野・川崎,skin,15.0,10.0,10.0,0.0,85.0,97.5,25,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,77,ウマノハピー礁内①,2022-10-25,上野・川崎,skin,15.0,10.0,10.0,0.0,87.5,90.0,25,2022,sekisei,0.4742857142857143
石西礁湖東部,14.0,カタグァー周辺,78,ウマノハピー礁内②,2022-10-25,上野・川崎,skin,15.0,,2.5,,97.5,95.0,22.5,2022,sekisei,0.4742857142857143
石西礁湖東部,14.0,カタグァー周辺,79,ウマノハピー礁内③,2022-11-04,上野・川崎,skin,15.0,,2.5,,92.5,90.0,17.5,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,80,ウマノハピー内縁①,2022-10-25,上野・川崎,skin,15.0,10.0,10.0,0.0,90.0,95.0,15,2022,sekisei,0.4742857142857143
石西礁湖東部,14.0,カタグァー周辺,81,ウマノハピー内縁②,2022-10-25,上野・川崎,skin,15.0,,2.5,,90.0,95.0,25,2022,sekisei,0.4742857142857143
石西礁湖東部,14.0,カタグァー周辺,82,ウマノハピー内縁③,2022-10-25,上野・川崎,skin,15.0,10.0,20.0,-10.0,92.5,95.0,17.5,2022,sekisei,0.4742857142857143
石西礁湖東部,14.0,カタグァー周辺,83,ウマノハピー内縁④,2022-10-25,上野・川崎,skin,15.0,,2.5,,95.0,95.0,40,2022,sekisei,0.4742857142857143
石西礁湖東部,14.0,カタグァー周辺,84,ウマノハピー外縁①,2022-11-04,上野・川崎,skin,15.0,30.0,30.0,0.0,87.5,80.0,12.5,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,87,アーサーピー内縁①,2022-11-04,上野・川崎,skin,15.0,10.0,20.0,-10.0,75.0,90.0,15,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,88,アーサーピー内縁②,2022-11-17,上野・川崎,skin,15.0,10.0,10.0,0.0,92.5,97.5,12.5,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,89,アーサーピー内縁③,2022-11-14,上野・川崎,skin,15.0,,2.5,,95.0,92.5,20,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,90,アーサーピー内縁④,2022-11-16,上野・川崎,skin,15.0,10.0,10.0,0.0,80.0,96.0,30,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,93,ウマノハピー外縁②,2022-11-04,上野・川崎,skin,15.0,10.0,2.5,7.5,92.5,92.5,5,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,109,竹富島南沖離礁①,2022-11-14,上野・川崎,skin,15.0,20.0,20.0,0.0,92.5,90.0,42.5,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,114,竹富島南沖離礁②,2022-11-14,上野・川崎,skin,15.0,10.0,10.0,0.0,82.5,85.0,20,2022,sekisei,0.0
石西礁湖東部,14.0,カタグァー周辺,115,ウマノハピー礁内④,2022-11-14,上野・川崎,skin,15.0,10.0,10.0,0.0,97.5,95.0,42.5,2022,sekisei,0.0
石西礁湖中央部,15.0,シモビシ～仲間崎沖,4,黒島北沖離礁①,2022-11-15,上野・川崎,skin,15.0,10.0,10.0,0.0,92.5,97.5,35,2022,sekisei,0.0
石西礁湖中央部,15.0,シモビシ～仲間崎沖,5,黒島北沖離礁②,2022-11-15,上野・川崎,skin,15.0,,10.0,,82.5,95.0,17.5,2022,sekisei,0.0
石西礁湖中央部,15.0,シモビシ～仲間崎沖,19,黒島北沖離礁③,2022-11-18,上野・川崎,skin,15.0,10.0,20.0,-10.0,92.5,95.0,37.5,2022,sekisei,0.0
石西礁湖中央部,15.0,シモビシ～仲間崎沖,20,黒島北沖離礁④,2022-11-15,上野・川崎,skin,15.0,20.0,20.0,0.0,80.0,90.0,25,2022,sekisei,0.0
石西礁湖中央部,15.0,シモビシ～仲間崎沖,22,黒島ー小浜島間離礁①,2022-10-24,上野・川崎,skin,15.0,10.0,20.0,-10.0,92.5,97.5,27.5,2022,sekisei,0.6871428571428569
石西礁湖中央部,15.0,シモビシ～仲間崎沖,23,小浜島南東岸礁縁,2022-10-24,上野・川崎,skin,15.0,,2.5,,77.5,80.0,12.5,2022,sekisei,0.6871428571428569
石西礁湖中央部,15.0,シモビシ～仲間崎沖,24,小浜島南東沖礁縁①,2022-10-20,上野・川崎,skin,15.0,20.0,20.0,0.0,95.0,97.5,27.5,2022,sekisei,1.6885714285714286
石西礁湖中央部,15.0,シモビシ～仲間崎沖,25,小浜島南東沖礁縁②,2022-10-20,上野・川崎,skin,15.0,10.0,10.0,0.0,95.0,92.5,25,2022,sekisei,1.6885714285714286
石西礁湖中央部,15.0,シモビシ～仲間崎沖,37,黒島ー西表島間離礁①,2022-10-26,上野・川崎,skin,15.0,30.0,50.0,-20.0,92.5,95.0,22.5,2022,sekisei,0.2585714285714284
石西礁湖中央部,15.0,シモビシ～仲間崎沖,38,黒島ー西表島間離礁②,2022-10-26,上野・川崎,skin,15.0,10.0,10.0,0.0,97.5,97.5,22.5,2022,sekisei,0.2585714285714284
石西礁湖中央部,15.0,シモビシ～仲間崎沖,39,黒島ー小浜島間離礁②,2022-10-20,上野・川崎,skin,15.0,20.0,20.0,0.0,87.5,97.5,12.5,2022,sekisei,1.6885714285714286
石西礁湖中央部,15.0,シモビシ～仲間崎沖,40,小浜島南東沖離礁①,2022-10-20,上野・川崎,skin,15.0,20.0,30.0,-10.0,95.0,95.0,35,2022,sekisei,1.6885714285714286
石西礁湖中央部,15.0,シモビシ～仲間崎沖,41,小浜島南東沖離礁②,2022-10-20,上野・川崎,skin,15.0,20.0,20.0,0.0,95.0,95.0,32.5,2022,sekisei,1.6885714285714286
石西礁湖中央部,15.0,シモビシ～仲間崎沖,58,西表島東沖離礁①,2022-10-26,上野・川崎,skin,15.0,50.0,70.0,-20.0,85.0,87.5,37.5,2022,sekisei,0.2585714285714284
石西礁湖中央部,15.0,シモビシ～仲間崎沖,59,西表島東沖離礁②,2022-10-26,上野・川崎,skin,15.0,60.0,50.0,10.0,72.5,72.5,5,2022,sekisei,0.2585714285714284
石西礁湖中央部,15.0,シモビシ～仲間崎沖,60,西表島東沖離礁③,2022-10-26,上野・川崎,skin,15.0,60.0,70.0,-10.0,77.5,72.5,10,2022,sekisei,0.2585714285714284
石西礁湖中央部,15.0,シモビシ～仲間崎沖,61,西表島東岸礁池内,2022-10-26,上野・川崎,skin,15.0,10.0,10.0,0.0,65.0,0.0,0,2022,sekisei,0.2585714285714284
石西礁湖中央部,15.0,シモビシ～仲間崎沖,66,小浜島南礁縁,2022-10-21,上野・川崎,skin,15.0,10.0,20.0,-10.0,95.0,90.0,45,2022,sekisei,1.38
石西礁湖中央部,15.0,シモビシ～仲間崎沖,104,新城島ー西表島間離礁②,2022-11-15,上野・川崎,skin,15.0,10.0,10.0,0.0,92.5,97.5,27.5,2022,sekisei,0.0
石西礁湖中央部,15.0,シモビシ～仲間崎沖,106,黒島北西沖離礁,2022-11-15,上野・川崎,skin,15.0,20.0,20.0,0.0,72.5,92.5,25,2022,sekisei,0.0
石西礁湖中央部,15.0,シモビシ～仲間崎沖,107,小浜島南沖離礁,2022-10-21,上野・川崎,skin,15.0,30.0,60.0,-30.0,87.5,92.5,37.5,2022,sekisei,1.38
石西礁湖中央部,15.0,シモビシ～仲間崎沖,108,ヨナラ水道南沖離礁,2022-10-22,上野・川崎,skin,15.0,30.0,60.0,-30.0,97.5,96.5,42.5,2022,sekisei,1.0614285714285714
石西礁湖中央部,15.0,シモビシ～仲間崎沖,111,小浜島南東沖離礁③,2022-10-20,上野・川崎,skin,15.0,20.0,30.0,-10.0,91.5,96.0,32.5,2022,sekisei,1.6885714285714286
石西礁湖中央部,15.0,シモビシ～仲間崎沖,113,西表島仲間崎沖離礁,2022-11-15,上野・川崎,skin,15.0,20.0,20.0,0.0,80.0,77.5,12.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,1,ウラビシ南礁縁,2022-10-27,上野・川崎,skin,15.0,10.0,2.5,7.5,95.0,97.5,20,2022,sekisei,0.0514285714285713
石西礁湖南部,16.0,黒島～新城島,2,ウラビシ東礁縁,2022-11-06,上野・川崎,skin,15.0,40.0,30.0,10.0,82.5,80.0,7.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,3,ウラビシ北東礁縁,2022-11-06,上野・川崎,skin,15.0,20.0,10.0,10.0,92.5,92.5,12.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,6,黒島北西岸礁縁,2022-11-06,上野・川崎,skin,15.0,10.0,10.0,0.0,85.0,90.0,20,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,7,黒島西岸礁池内,2022-10-27,上野・川崎,skin,15.0,10.0,20.0,-10.0,100.0,100.0,20,2022,sekisei,0.0514285714285713
石西礁湖南部,16.0,黒島～新城島,8,黒島南西岸礁池内①,2022-10-27,上野・川崎,skin,15.0,10.0,10.0,0.0,97.5,92.5,25,2022,sekisei,0.0514285714285713
石西礁湖南部,16.0,黒島～新城島,9,黒島南岸礁池内,2022-10-27,上野・川崎,skin,15.0,30.0,60.0,-30.0,95.0,100.0,47.5,2022,sekisei,0.0514285714285713
石西礁湖南部,16.0,黒島～新城島,10,黒島南東岸礁池内①,2022-10-27,上野・川崎,skin,15.0,40.0,30.0,10.0,92.5,100.0,10,2022,sekisei,0.0514285714285713
石西礁湖南部,16.0,黒島～新城島,11,黒島北東岸礁池内,2022-10-27,上野・川崎,skin,15.0,,2.5,,100.0,100.0,40,2022,sekisei,0.0514285714285713
石西礁湖南部,16.0,黒島～新城島,12,新城島上地北岸離礁,2022-11-03,上野・川崎,skin,15.0,10.0,20.0,-10.0,91.0,92.5,42.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,13,マイビシ海中公園地区,2022-10-28,上野・川崎,skin,15.0,10.0,20.0,-10.0,87.5,100.0,22.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,14,新城島上地西岸,2022-11-03,上野・川崎,skin,15.0,,2.5,,100.0,100.0,52.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,15,新城島間水路部,2022-11-03,上野・川崎,skin,15.0,10.0,20.0,-10.0,92.5,97.5,35,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,16,新城島下地西岸礁池内①,2022-10-28,上野・川崎,skin,15.0,,10.0,,99.0,100.0,37.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,17,新城島下地西岸礁池内②,2022-10-28,上野・川崎,skin,15.0,,10.0,,97.5,100.0,30,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,45,ウラビシ北離礁,2022-11-06,上野・川崎,skin,15.0,10.0,20.0,-10.0,90.0,95.0,12.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,69,黒島南東岸礁池内②,2022-10-27,上野・川崎,skin,15.0,40.0,50.0,-10.0,82.5,100.0,25,2022,sekisei,0.0514285714285713
石西礁湖南部,16.0,黒島～新城島,70,黒島南西岸礁池内②,2022-10-27,上野・川崎,skin,15.0,10.0,10.0,0.0,97.5,97.5,35,2022,sekisei,0.0514285714285713
石西礁湖南部,16.0,黒島～新城島,85,新城島水路部礁池内,2022-10-28,上野・川崎,skin,15.0,60.0,50.0,10.0,87.5,100.0,17.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,94,黒島南西岸礁外縁,2022-11-03,上野・川崎,skin,15.0,20.0,20.0,0.0,85.0,90.0,5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,95,黒島南岸礁外縁,2022-11-06,上野・川崎,skin,15.0,50.0,50.0,0.0,72.5,75.0,5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,96,キャングチ海中公園地区,2022-11-06,上野・川崎,skin,15.0,10.0,10.0,0.0,87.5,90.0,5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,97,黒島東岸礁外縁,2022-10-27,上野・川崎,skin,15.0,10.0,2.5,7.5,90.0,95.0,22.5,2022,sekisei,0.0514285714285713
石西礁湖南部,16.0,黒島～新城島,98,新城島上地東岸礁外縁,2022-11-06,上野・川崎,skin,15.0,10.0,20.0,-10.0,82.5,92.5,7.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,99,新城島下地南東岸礁外縁,2022-11-06,上野・川崎,skin,15.0,30.0,20.0,10.0,82.5,92.5,7.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,100,新城島下地西岸礁外縁,2022-11-03,上野・川崎,skin,15.0,10.0,10.0,0.0,87.5,87.5,7.5,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,101,新城島北西沖離礁,2022-10-28,上野・川崎,skin,15.0,10.0,10.0,0.0,97.5,100.0,20,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,102,新城島ー西表島間離礁①,2022-10-28,上野・川崎,skin,15.0,10.0,10.0,0.0,92.5,95.0,10,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,103,南風見崎沖離礁外縁東,2022-11-07,上野・川崎,skin,15.0,10.0,10.0,0.0,92.5,90.0,15,2022,sekisei,0.0
石西礁湖南部,16.0,黒島～新城島,105,黒島ー新城島間大型離礁,2022-11-03,上野・川崎,skin,15.0,20.0,20.0,0.0,90.0,92.5,10,2022,sekisei,0.0
小笠原諸島,18.0,父島周辺,1,兄島・滝之浦,2022-12-08,佐々木哲朗,scuba,15.0,60.0,50.0,10.0,,0.0,0,2022,ogasawara,0.0
小笠原諸島,18.0,父島周辺,2,兄島・キャベツビーチ,2022-12-08,佐々木哲朗,skin,15.0,60.0,60.0,0.0,,,0,2022,ogasawara,0.0
小笠原諸島,18.0,父島周辺,3,兄島・水玉湾西側,2022-12-08,佐々木哲朗,skin,15.0,60.0,70.0,-10.0,0.0,0.0,0,2022,ogasawara,0.0
小笠原諸島,18.0,父島周辺,4,父島・宮之浜,2022-12-14,佐々木哲朗,skin,15.0,70.0,70.0,0.0,,,<1,2022,ogasawara,0.0
小笠原諸島,18.0,父島周辺,5,父島・釣浜,2022-12-08,佐々木哲朗,skin,15.0,50.0,60.0,-10.0,,,<1,2022,ogasawara,0.0
小笠原諸島,18.0,父島周辺,6,父島・初寝浦,2022-12-14,佐々木哲朗,skin,15.0,40.0,30.0,10.0,,0.0,<1,2022,ogasawara,0.0
小笠原諸島,18.0,父島周辺,7,父島・巽東海岸,2022-12-14,佐々木哲朗,skin,15.0,30.0,30.0,0.0,,,<1,2022,ogasawara,0.0
小笠原諸島,18.0,父島周辺,8,父島・巽中海岸,2022-12-14,佐々木哲朗,skin,15.0,60.0,60.0,0.0,,0.0,<1,2022,ogasawara,0.0
小笠原諸島,18.0,父島周辺,9,父島（属）・南島サンゴ池,2022-12-07,佐々木哲朗,skin,15.0,40.0,30.0,10.0,,,<1,2022,ogasawara,0.0
小笠原諸島,18.0,父島周辺,10,父島・コペペ海岸,2022-12-07,佐々木哲朗,skin,15.0,30.0,30.0,0.0,,0.0,<1,2022,ogasawara,0.0
小笠原諸島,18.0,父島周辺,11,父島・野羊山内側,2022-12-07,佐々木哲朗,skin,15.0,30.0,20.0,10.0,,0.0,<1,2022,ogasawara,0.0
小笠原諸島,18.0,父島周辺,12,父島・二見湾奥,2022-12-07,佐々木哲朗,skin,15.0,80.0,70.0,10.0,,,<1,2022,ogasawara,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,1,通夜島,2022-12-05,平林,scuba,20.0,,2.5,,10.0,0.0,0,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,2,住崎,2022-12-13,平林,skin,15.0,50.0,50.0,0.0,,0.0,0,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,3,ｸﾞﾗｽﾜｰﾙﾄﾞ①,2022-12-20,平林・佐久間,scuba,30.0,20.0,20.0,0.0,,100.0,0,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,4,ｸﾞﾗｽﾜｰﾙﾄﾞ②,2022-12-20,平林・佐久間,scuba,20.0,,10.0,,,0.0,0,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,5,砥崎,2022-12-20,平林・佐久間,scuba,20.0,70.0,70.0,0.0,,,<5,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,6,高富湾奥,2022-12-16,平林,skin,15.0,10.0,20.0,-10.0,,,<5,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,7,1号地,2022-12-16,平林,skin,15.0,10.0,10.0,0.0,,0.0,<5,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,8,2号地,2022-12-11,平林,scuba,20.0,50.0,50.0,0.0,,0.0,<5,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,9,3号地,2022-12-12,平林・吉田,scuba,20.0,40.0,40.0,0.0,,0.0,0,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,11,展望塔前,2022-12-11,平林,scuba,20.0,20.0,20.0,0.0,,,<5,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,12,有田湾奥,2022-12-11,平林・佐久間,scuba,30.0,10.0,10.0,0.0,,0.0,0,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,13,双島①,2022-12-10,平林・野村,scuba,20.0,60.0,60.0,0.0,,40.0,0,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,14,双島②,2022-06-25,平林・野村,scuba,30.0,20.0,20.0,0.0,0.0,0.0,0,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,15,下浅地,2022-12-12,平林・吉田,scuba,30.0,70.0,70.0,0.0,0.0,0.0,0,2022,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,16,笹野島(二木島海中公園1号地区),2022-12-06,平林・野村,scuba,30.0,,10.0,,,0.0,<1,2022,kushimoto,0.0
奄美群島,3.0,瀬戸内周辺（大島）,1,赤木名立神,2023-10-24,興克樹,skin,15,50.0,50.0,50.0,0.0,0.0,0,2023,amami,0.3371428571428571
奄美群島,3.0,瀬戸内周辺（大島）,2,節田,2023-10-27,興克樹,skin,15,30.0,30.0,40.0,-10.0,0.0,0,2023,amami,0.3371428571428571
奄美群島,3.0,瀬戸内周辺（大島）,3,神の子,2023-10-27,興克樹,skin,15,80.0,80.0,80.0,0.0,0.0,0,2023,amami,0.3371428571428571
奄美群島,3.0,瀬戸内周辺（大島）,4,久場,2023-10-27,興克樹,skin,15,,2.5,2.5,0.0,0.0,0,2023,amami,0.3371428571428571
奄美群島,3.0,瀬戸内周辺（大島）,5,安木屋場,2023-10-27,興克樹,skin,15,,2.5,2.5,0.0,0.0,0,2023,amami,0.3371428571428571
奄美群島,3.0,瀬戸内周辺（大島）,6,崎原東,2023-10-19,興克樹,skin,15,80.0,80.0,80.0,0.0,0.0,0,2023,amami,0.3371428571428571
奄美群島,3.0,瀬戸内周辺（大島）,7,崎原南,2023-10-19,興克樹,skin,15,20.0,20.0,30.0,-10.0,0.0,0,2023,amami,0.3371428571428571
奄美群島,3.0,瀬戸内周辺（大島）,8,摺子崎,2023-10-23,興克樹,skin,15,,2.5,2.5,0.0,0.0,0,2023,amami,0.3371428571428571
奄美群島,3.0,瀬戸内周辺（大島）,9,大浜,2023-09-28,興克樹,skin,15,40.0,40.0,40.0,0.0,0.0,0,2023,amami,0.3142857142857141
奄美群島,3.0,瀬戸内周辺（大島）,10,徳浜,2023-09-28,興克樹,skin,15,70.0,70.0,60.0,10.0,0.0,0,2023,amami,0.3142857142857141
