プロット タイトル: site09_spot003_2023,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20922260, SEN S/N: 20922260)",カプラー取り外し (LGR S/N: 20922260),カプラー取り付け (LGR S/N: 20922260),ホスト接続 (LGR S/N: 20922260),停止済み (LGR S/N: 20922260),ファイルの終わり (LGR S/N: 20922260)
1,01/11/23 09:00:00 午前,22.848,記録,,,,
2,01/11/23 10:00:00 午前,21.557,,,,,
3,01/11/23 11:00:00 午前,23.376,,,,,
4,01/11/23 12:00:00 午後,22.417,,,,,
5,01/11/23 01:00:00 午後,22.513,,,,,
6,01/11/23 02:00:00 午後,22.537,,,,,
7,01/11/23 03:00:00 午後,22.609,,,,,
8,01/11/23 04:00:00 午後,22.705,,,,,
9,01/11/23 05:00:00 午後,22.729,,,,,
10,01/11/23 06:00:00 午後,22.729,,,,,
11,01/11/23 07:00:00 午後,22.729,,,,,
12,01/11/23 08:00:00 午後,22.705,,,,,
13,01/11/23 09:00:00 午後,22.705,,,,,
14,01/11/23 10:00:00 午後,22.681,,,,,
15,01/11/23 11:00:00 午後,22.633,,,,,
16,01/12/23 12:00:00 午前,22.585,,,,,
17,01/12/23 01:00:00 午前,22.537,,,,,
18,01/12/23 02:00:00 午前,22.489,,,,,
19,01/12/23 03:00:00 午前,22.441,,,,,
20,01/12/23 04:00:00 午前,22.393,,,,,
21,01/12/23 05:00:00 午前,22.393,,,,,
22,01/12/23 06:00:00 午前,22.393,,,,,
23,01/12/23 07:00:00 午前,22.465,,,,,
24,01/12/23 08:00:00 午前,22.465,,,,,
25,01/12/23 09:00:00 午前,22.489,,,,,
26,01/12/23 10:00:00 午前,22.561,,,,,
27,01/12/23 11:00:00 午前,22.729,,,,,
28,01/12/23 12:00:00 午後,22.776,,,,,
29,01/12/23 01:00:00 午後,22.872,,,,,
30,01/12/23 02:00:00 午後,22.92,,,,,
31,01/12/23 03:00:00 午後,22.944,,,,,
32,01/12/23 04:00:00 午後,22.92,,,,,
33,01/12/23 05:00:00 午後,22.872,,,,,
34,01/12/23 06:00:00 午後,22.824,,,,,
35,01/12/23 07:00:00 午後,22.848,,,,,
36,01/12/23 08:00:00 午後,22.848,,,,,
37,01/12/23 09:00:00 午後,22.824,,,,,
38,01/12/23 10:00:00 午後,22.824,,,,,
39,01/12/23 11:00:00 午後,22.848,,,,,
40,01/13/23 12:00:00 午前,22.8,,,,,
41,01/13/23 01:00:00 午前,22.8,,,,,
42,01/13/23 02:00:00 午前,22.776,,,,,
43,01/13/23 03:00:00 午前,22.705,,,,,
44,01/13/23 04:00:00 午前,22.776,,,,,
45,01/13/23 05:00:00 午前,22.8,,,,,
46,01/13/23 06:00:00 午前,22.8,,,,,
47,01/13/23 07:00:00 午前,22.776,,,,,
48,01/13/23 08:00:00 午前,22.776,,,,,
49,01/13/23 09:00:00 午前,22.776,,,,,
50,01/13/23 10:00:00 午前,22.824,,,,,
51,01/13/23 11:00:00 午前,22.824,,,,,
52,01/13/23 12:00:00 午後,22.848,,,,,
53,01/13/23 01:00:00 午後,22.872,,,,,
54,01/13/23 02:00:00 午後,22.896,,,,,
55,01/13/23 03:00:00 午後,22.896,,,,,
56,01/13/23 04:00:00 午後,22.896,,,,,
57,01/13/23 05:00:00 午後,22.872,,,,,
58,01/13/23 06:00:00 午後,22.848,,,,,
59,01/13/23 07:00:00 午後,22.8,,,,,
60,01/13/23 08:00:00 午後,22.8,,,,,
61,01/13/23 09:00:00 午後,22.776,,,,,
62,01/13/23 10:00:00 午後,22.753,,,,,
63,01/13/23 11:00:00 午後,23.016,,,,,
64,01/14/23 12:00:00 午前,23.136,,,,,
65,01/14/23 01:00:00 午前,23.16,,,,,
66,01/14/23 02:00:00 午前,23.16,,,,,
67,01/14/23 03:00:00 午前,23.16,,,,,
68,01/14/23 04:00:00 午前,23.16,,,,,
69,01/14/23 05:00:00 午前,23.16,,,,,
70,01/14/23 06:00:00 午前,23.16,,,,,
