プロット タイトル: site21_spot013_2021,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054328, SEN S/N: 20054328, LBL: ℃)"
1,11/28/20 11:00:00 午前,22.082
2,11/28/20 12:00:00 午後,22.011
3,11/28/20 01:00:00 午後,22.082
4,11/28/20 02:00:00 午後,22.13
5,11/28/20 03:00:00 午後,22.13
6,11/28/20 04:00:00 午後,22.082
7,11/28/20 05:00:00 午後,22.034
8,11/28/20 06:00:00 午後,21.891
9,11/28/20 07:00:00 午後,22.034
10,11/28/20 08:00:00 午後,22.178
11,11/28/20 09:00:00 午後,22.034
12,11/28/20 10:00:00 午後,21.843
13,11/28/20 11:00:00 午後,21.772
14,11/29/20 12:00:00 午前,21.819
15,11/29/20 01:00:00 午前,21.772
16,11/29/20 02:00:00 午前,21.772
17,11/29/20 03:00:00 午前,21.891
18,11/29/20 04:00:00 午前,21.795
19,11/29/20 05:00:00 午前,21.772
20,11/29/20 06:00:00 午前,21.819
21,11/29/20 07:00:00 午前,21.843
22,11/29/20 08:00:00 午前,22.202
23,11/29/20 09:00:00 午前,22.082
24,11/29/20 10:00:00 午前,22.058
25,11/29/20 11:00:00 午前,21.963
26,11/29/20 12:00:00 午後,22.034
27,11/29/20 01:00:00 午後,21.963
28,11/29/20 02:00:00 午後,22.058
29,11/29/20 03:00:00 午後,22.058
30,11/29/20 04:00:00 午後,22.034
31,11/29/20 05:00:00 午後,22.011
32,11/29/20 06:00:00 午後,22.034
33,11/29/20 07:00:00 午後,21.963
34,11/29/20 08:00:00 午後,22.011
35,11/29/20 09:00:00 午後,21.867
36,11/29/20 10:00:00 午後,21.724
37,11/29/20 11:00:00 午後,21.724
38,11/30/20 12:00:00 午前,21.7
39,11/30/20 01:00:00 午前,21.7
40,11/30/20 02:00:00 午前,21.7
41,11/30/20 03:00:00 午前,21.604
42,11/30/20 04:00:00 午前,21.557
43,11/30/20 05:00:00 午前,21.652
44,11/30/20 06:00:00 午前,21.7
45,11/30/20 07:00:00 午前,21.724
46,11/30/20 08:00:00 午前,21.963
47,11/30/20 09:00:00 午前,21.963
48,11/30/20 10:00:00 午前,21.963
49,11/30/20 11:00:00 午前,21.867
50,11/30/20 12:00:00 午後,21.676
51,11/30/20 01:00:00 午後,21.772
52,11/30/20 02:00:00 午後,21.604
53,11/30/20 03:00:00 午後,21.676
54,11/30/20 04:00:00 午後,21.843
55,11/30/20 05:00:00 午後,21.772
56,11/30/20 06:00:00 午後,21.748
57,11/30/20 07:00:00 午後,21.748
58,11/30/20 08:00:00 午後,21.748
59,11/30/20 09:00:00 午後,21.748
60,11/30/20 10:00:00 午後,21.581
61,11/30/20 11:00:00 午後,21.604
62,12/01/20 12:00:00 午前,21.676
63,12/01/20 01:00:00 午前,21.437
64,12/01/20 02:00:00 午前,21.557
65,12/01/20 03:00:00 午前,21.366
66,12/01/20 04:00:00 午前,21.437
67,12/01/20 05:00:00 午前,21.533
68,12/01/20 06:00:00 午前,21.533
69,12/01/20 07:00:00 午前,21.533
70,12/01/20 08:00:00 午前,21.557
71,12/01/20 09:00:00 午前,21.676
72,12/01/20 10:00:00 午前,21.795
73,12/01/20 11:00:00 午前,21.843
74,12/01/20 12:00:00 午後,21.915
75,12/01/20 01:00:00 午後,21.604
76,12/01/20 02:00:00 午後,21.652
77,12/01/20 03:00:00 午後,21.724
78,12/01/20 04:00:00 午後,21.652
79,12/01/20 05:00:00 午後,21.772
80,12/01/20 06:00:00 午後,21.843
81,12/01/20 07:00:00 午後,21.867
82,12/01/20 08:00:00 午後,21.843
83,12/01/20 09:00:00 午後,21.676
84,12/01/20 10:00:00 午後,21.604
85,12/01/20 11:00:00 午後,21.437
86,12/02/20 12:00:00 午前,21.7
87,12/02/20 01:00:00 午前,21.437
88,12/02/20 02:00:00 午前,21.413
89,12/02/20 03:00:00 午前,21.437
90,12/02/20 04:00:00 午前,21.318
91,12/02/20 05:00:00 午前,21.246
92,12/02/20 06:00:00 午前,21.581
93,12/02/20 07:00:00 午前,21.581
94,12/02/20 08:00:00 午前,21.604
95,12/02/20 09:00:00 午前,21.604
96,12/02/20 10:00:00 午前,21.604
97,12/02/20 11:00:00 午前,21.724
98,12/02/20 12:00:00 午後,21.867
99,12/02/20 01:00:00 午後,21.795
100,12/02/20 02:00:00 午後,21.819
101,12/02/20 03:00:00 午後,21.867
102,12/02/20 04:00:00 午後,21.891
103,12/02/20 05:00:00 午後,21.891
104,12/02/20 06:00:00 午後,21.963
105,12/02/20 07:00:00 午後,22.011
106,12/02/20 08:00:00 午後,21.915
107,12/02/20 09:00:00 午後,21.867
108,12/02/20 10:00:00 午後,21.867
109,12/02/20 11:00:00 午後,21.748
110,12/03/20 12:00:00 午前,21.604
111,12/03/20 01:00:00 午前,21.485
112,12/03/20 02:00:00 午前,21.628
113,12/03/20 03:00:00 午前,21.461
114,12/03/20 04:00:00 午前,21.485
115,12/03/20 05:00:00 午前,21.604
116,12/03/20 06:00:00 午前,21.413
117,12/03/20 07:00:00 午前,21.366
118,12/03/20 08:00:00 午前,21.437
119,12/03/20 09:00:00 午前,21.461
120,12/03/20 10:00:00 午前,21.557
121,12/03/20 11:00:00 午前,21.676
122,12/03/20 12:00:00 午後,21.795
123,12/03/20 01:00:00 午後,21.963
124,12/03/20 02:00:00 午後,21.987
125,12/03/20 03:00:00 午後,22.011
126,12/03/20 04:00:00 午後,21.795
127,12/03/20 05:00:00 午後,21.772
128,12/03/20 06:00:00 午後,21.724
129,12/03/20 07:00:00 午後,21.724
130,12/03/20 08:00:00 午後,21.604
131,12/03/20 09:00:00 午後,21.437
132,12/03/20 10:00:00 午後,21.461
133,12/03/20 11:00:00 午後,21.509
134,12/04/20 12:00:00 午前,21.461
135,12/04/20 01:00:00 午前,21.485
136,12/04/20 02:00:00 午前,21.366
137,12/04/20 03:00:00 午前,21.342
138,12/04/20 04:00:00 午前,21.294
139,12/04/20 05:00:00 午前,21.366
140,12/04/20 06:00:00 午前,21.366
141,12/04/20 07:00:00 午前,21.318
142,12/04/20 08:00:00 午前,21.413
143,12/04/20 09:00:00 午前,21.533
144,12/04/20 10:00:00 午前,21.676
145,12/04/20 11:00:00 午前,21.963
146,12/04/20 12:00:00 午後,22.13
147,12/04/20 01:00:00 午後,22.226
148,12/04/20 02:00:00 午後,22.298
149,12/04/20 03:00:00 午後,22.106
150,12/04/20 04:00:00 午後,22.13
151,12/04/20 05:00:00 午後,22.106
152,12/04/20 06:00:00 午後,22.106
153,12/04/20 07:00:00 午後,22.034
154,12/04/20 08:00:00 午後,21.963
155,12/04/20 09:00:00 午後,21.843
156,12/04/20 10:00:00 午後,21.795
157,12/04/20 11:00:00 午後,21.795
158,12/05/20 12:00:00 午前,21.748
159,12/05/20 01:00:00 午前,21.533
160,12/05/20 02:00:00 午前,21.39
161,12/05/20 03:00:00 午前,21.485
162,12/05/20 04:00:00 午前,21.509
163,12/05/20 05:00:00 午前,21.437
164,12/05/20 06:00:00 午前,21.39
165,12/05/20 07:00:00 午前,21.175
166,12/05/20 08:00:00 午前,21.223
167,12/05/20 09:00:00 午前,21.342
168,12/05/20 10:00:00 午前,21.509
169,12/05/20 11:00:00 午前,21.7
170,12/05/20 12:00:00 午後,21.843
171,12/05/20 01:00:00 午後,21.915
172,12/05/20 02:00:00 午後,22.011
173,12/05/20 03:00:00 午後,22.011
174,12/05/20 04:00:00 午後,22.058
175,12/05/20 05:00:00 午後,22.034
176,12/05/20 06:00:00 午後,21.939
177,12/05/20 07:00:00 午後,21.891
178,12/05/20 08:00:00 午後,21.843
179,12/05/20 09:00:00 午後,21.7
180,12/05/20 10:00:00 午後,21.724
181,12/05/20 11:00:00 午後,21.772
182,12/06/20 12:00:00 午前,21.748
183,12/06/20 01:00:00 午前,21.7
184,12/06/20 02:00:00 午前,21.7
185,12/06/20 03:00:00 午前,21.485
186,12/06/20 04:00:00 午前,21.533
187,12/06/20 05:00:00 午前,21.557
188,12/06/20 06:00:00 午前,21.581
189,12/06/20 07:00:00 午前,21.557
190,12/06/20 08:00:00 午前,21.533
191,12/06/20 09:00:00 午前,21.557
192,12/06/20 10:00:00 午前,21.604
193,12/06/20 11:00:00 午前,21.819
194,12/06/20 12:00:00 午後,21.987
195,12/06/20 01:00:00 午後,22.106
196,12/06/20 02:00:00 午後,22.154
197,12/06/20 03:00:00 午後,22.178
198,12/06/20 04:00:00 午後,22.106
199,12/06/20 05:00:00 午後,22.058
200,12/06/20 06:00:00 午後,22.011
201,12/06/20 07:00:00 午後,22.011
202,12/06/20 08:00:00 午後,22.034
203,12/06/20 09:00:00 午後,21.987
204,12/06/20 10:00:00 午後,21.915
205,12/06/20 11:00:00 午後,21.891
206,12/07/20 12:00:00 午前,21.724
207,12/07/20 01:00:00 午前,21.724
208,12/07/20 02:00:00 午前,21.7
209,12/07/20 03:00:00 午前,21.724
210,12/07/20 04:00:00 午前,21.509
211,12/07/20 05:00:00 午前,21.461
212,12/07/20 06:00:00 午前,21.461
213,12/07/20 07:00:00 午前,21.461
214,12/07/20 08:00:00 午前,21.509
215,12/07/20 09:00:00 午前,21.533
216,12/07/20 10:00:00 午前,21.413
217,12/07/20 11:00:00 午前,21.437
218,12/07/20 12:00:00 午後,21.533
219,12/07/20 01:00:00 午後,21.652
220,12/07/20 02:00:00 午後,21.748
221,12/07/20 03:00:00 午後,21.891
222,12/07/20 04:00:00 午後,21.843
223,12/07/20 05:00:00 午後,21.724
224,12/07/20 06:00:00 午後,21.652
225,12/07/20 07:00:00 午後,21.676
226,12/07/20 08:00:00 午後,21.676
227,12/07/20 09:00:00 午後,21.676
228,12/07/20 10:00:00 午後,21.581
229,12/07/20 11:00:00 午後,21.557
230,12/08/20 12:00:00 午前,21.509
231,12/08/20 01:00:00 午前,21.437
232,12/08/20 02:00:00 午前,21.437
233,12/08/20 03:00:00 午前,21.39
234,12/08/20 04:00:00 午前,21.437
235,12/08/20 05:00:00 午前,21.437
236,12/08/20 06:00:00 午前,21.294
237,12/08/20 07:00:00 午前,21.103
238,12/08/20 08:00:00 午前,21.103
239,12/08/20 09:00:00 午前,20.913
240,12/08/20 10:00:00 午前,20.889
241,12/08/20 11:00:00 午前,21.151
242,12/08/20 12:00:00 午後,21.318
243,12/08/20 01:00:00 午後,21.461
244,12/08/20 02:00:00 午後,21.461
245,12/08/20 03:00:00 午後,21.604
246,12/08/20 04:00:00 午後,22.082
247,12/08/20 05:00:00 午後,22.034
248,12/08/20 06:00:00 午後,21.772
249,12/08/20 07:00:00 午後,21.748
250,12/08/20 08:00:00 午後,21.724
251,12/08/20 09:00:00 午後,21.652
252,12/08/20 10:00:00 午後,21.652
253,12/08/20 11:00:00 午後,21.557
254,12/09/20 12:00:00 午前,21.437
255,12/09/20 01:00:00 午前,21.485
256,12/09/20 02:00:00 午前,21.533
257,12/09/20 03:00:00 午前,21.485
258,12/09/20 04:00:00 午前,21.533
259,12/09/20 05:00:00 午前,21.533
