プロット タイトル: site13_spot042_2022,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155732, SEN S/N: 21155732)",カプラー取り外し (LGR S/N: 21155732),カプラー取り付け (LGR S/N: 21155732),停止済み (LGR S/N: 21155732),ファイルの終わり (LGR S/N: 21155732)
4318,05/12/22 05:00:00 午前,26.5,,,,
4319,05/12/22 06:00:00 午前,26.426,,,,
4320,05/12/22 07:00:00 午前,26.475,,,,
4321,05/12/22 08:00:00 午前,26.475,,,,
4322,05/12/22 09:00:00 午前,26.5,,,,
4323,05/12/22 10:00:00 午前,26.622,,,,
4324,05/12/22 11:00:00 午前,26.744,,,,
4325,05/12/22 12:00:00 午後,26.94,,,,
4326,05/12/22 01:00:00 午後,26.94,,,,
4327,05/12/22 02:00:00 午後,26.891,,,,
4328,05/12/22 03:00:00 午後,26.916,,,,
4329,05/12/22 04:00:00 午後,26.891,,,,
4330,05/12/22 05:00:00 午後,26.842,,,,
4331,05/12/22 06:00:00 午後,26.916,,,,
4332,05/12/22 07:00:00 午後,26.916,,,,
4333,05/12/22 08:00:00 午後,26.842,,,,
4334,05/12/22 09:00:00 午後,26.842,,,,
4335,05/12/22 10:00:00 午後,26.818,,,,
4336,05/12/22 11:00:00 午後,26.793,,,,
4337,05/13/22 12:00:00 午前,26.769,,,,
4338,05/13/22 01:00:00 午前,26.72,,,,
4339,05/13/22 02:00:00 午前,26.72,,,,
4340,05/13/22 03:00:00 午前,26.769,,,,
4341,05/13/22 04:00:00 午前,26.744,,,,
4342,05/13/22 05:00:00 午前,26.744,,,,
4343,05/13/22 06:00:00 午前,26.671,,,,
4344,05/13/22 07:00:00 午前,26.622,,,,
4345,05/13/22 08:00:00 午前,26.622,,,,
4346,05/13/22 09:00:00 午前,26.646,,,,
4347,05/13/22 10:00:00 午前,26.646,,,,
4348,05/13/22 11:00:00 午前,26.646,,,,
4349,05/13/22 12:00:00 午後,26.72,,,,
4350,05/13/22 01:00:00 午後,26.769,,,,
4351,05/13/22 02:00:00 午後,26.72,,,,
4352,05/13/22 03:00:00 午後,26.744,,,,
4353,05/13/22 04:00:00 午後,26.744,,,,
4354,05/13/22 05:00:00 午後,26.769,,,,
4355,05/13/22 06:00:00 午後,26.793,,,,
4356,05/13/22 07:00:00 午後,26.769,,,,
4357,05/13/22 08:00:00 午後,26.744,,,,
4358,05/13/22 09:00:00 午後,26.744,,,,
4359,05/13/22 10:00:00 午後,26.744,,,,
4360,05/13/22 11:00:00 午後,26.695,,,,
4361,05/14/22 12:00:00 午前,26.646,,,,
4362,05/14/22 01:00:00 午前,26.622,,,,
4363,05/14/22 02:00:00 午前,26.573,,,,
4364,05/14/22 03:00:00 午前,26.573,,,,
4365,05/14/22 04:00:00 午前,26.598,,,,
4366,05/14/22 05:00:00 午前,26.598,,,,
4367,05/14/22 06:00:00 午前,26.573,,,,
4368,05/14/22 07:00:00 午前,26.549,,,,
4369,05/14/22 08:00:00 午前,26.549,,,,
4370,05/14/22 09:00:00 午前,26.524,,,,
4371,05/14/22 10:00:00 午前,26.573,,,,
4372,05/14/22 11:00:00 午前,26.573,,,,
4373,05/14/22 12:00:00 午後,26.573,,,,
4374,05/14/22 01:00:00 午後,26.646,,,,
4375,05/14/22 02:00:00 午後,26.671,,,,
4376,05/14/22 03:00:00 午後,26.646,,,,
4377,05/14/22 04:00:00 午後,26.646,,,,
4378,05/14/22 05:00:00 午後,26.671,,,,
4379,05/14/22 06:00:00 午後,26.695,,,,
4380,05/14/22 07:00:00 午後,26.72,,,,
4381,05/14/22 08:00:00 午後,26.744,,,,
4382,05/14/22 09:00:00 午後,26.695,,,,
4383,05/14/22 10:00:00 午後,26.671,,,,
4384,05/14/22 11:00:00 午後,26.622,,,,
4385,05/15/22 12:00:00 午前,26.598,,,,
4386,05/15/22 01:00:00 午前,26.549,,,,
4387,05/15/22 02:00:00 午前,26.549,,,,
4388,05/15/22 03:00:00 午前,26.549,,,,
4389,05/15/22 04:00:00 午前,26.549,,,,
4390,05/15/22 05:00:00 午前,26.524,,,,
4391,05/15/22 06:00:00 午前,26.5,,,,
4392,05/15/22 07:00:00 午前,26.5,,,,
4393,05/15/22 08:00:00 午前,26.475,,,,
4394,05/15/22 09:00:00 午前,26.451,,,,
4395,05/15/22 10:00:00 午前,26.549,,,,
4396,05/15/22 11:00:00 午前,26.573,,,,
4397,05/15/22 12:00:00 午後,26.598,,,,
4398,05/15/22 01:00:00 午後,26.646,,,,
4399,05/15/22 02:00:00 午後,26.695,,,,
4400,05/15/22 03:00:00 午後,26.671,,,,
4401,05/15/22 04:00:00 午後,26.5,,,,
4402,05/15/22 05:00:00 午後,26.451,,,,
4403,05/15/22 06:00:00 午後,26.451,,,,
4404,05/15/22 07:00:00 午後,26.402,,,,
4405,05/15/22 08:00:00 午後,26.353,,,,
4406,05/15/22 09:00:00 午後,26.207,,,,
4407,05/15/22 10:00:00 午後,26.231,,,,
4408,05/15/22 11:00:00 午後,26.304,,,,
4409,05/16/22 12:00:00 午前,26.28,,,,
4410,05/16/22 01:00:00 午前,26.256,,,,
4411,05/16/22 02:00:00 午前,26.182,,,,
4412,05/16/22 03:00:00 午前,26.158,,,,
4413,05/16/22 04:00:00 午前,26.085,,,,
4414,05/16/22 05:00:00 午前,26.085,,,,
4415,05/16/22 06:00:00 午前,26.085,,,,
4416,05/16/22 07:00:00 午前,25.987,,,,
4417,05/16/22 08:00:00 午前,25.89,,,,
4418,05/16/22 09:00:00 午前,25.817,,,,
4419,05/16/22 10:00:00 午前,25.817,,,,
4420,05/16/22 11:00:00 午前,25.647,,,,
4421,05/16/22 12:00:00 午後,25.817,,,,
4422,05/16/22 01:00:00 午後,25.768,,,,
4423,05/16/22 02:00:00 午後,25.671,,,,
4424,05/16/22 03:00:00 午後,25.453,,,,
4425,05/16/22 04:00:00 午後,25.404,,,,
4426,05/16/22 05:00:00 午後,25.428,,,,
4427,05/16/22 06:00:00 午後,25.355,,,,
4428,05/16/22 07:00:00 午後,25.404,,,,
4429,05/16/22 08:00:00 午後,25.38,,,,
4430,05/16/22 09:00:00 午後,25.307,,,,
4431,05/16/22 10:00:00 午後,25.234,,,,
4432,05/16/22 11:00:00 午後,25.04,,,,
4433,05/17/22 12:00:00 午前,25.453,,,,
4434,05/17/22 01:00:00 午前,25.671,,,,
4435,05/17/22 02:00:00 午前,25.647,,,,
4436,05/17/22 03:00:00 午前,25.623,,,,
4437,05/17/22 04:00:00 午前,25.55,,,,
4438,05/17/22 05:00:00 午前,25.355,,,,
4439,05/17/22 06:00:00 午前,25.307,,,,
4440,05/17/22 07:00:00 午前,24.895,,,,
4441,05/17/22 08:00:00 午前,24.968,,,,
4442,05/17/22 09:00:00 午前,25.065,,,,
4443,05/17/22 10:00:00 午前,25.186,,,,
4444,05/17/22 11:00:00 午前,25.089,,,,
4445,05/17/22 12:00:00 午後,24.823,,,,
4446,05/17/22 01:00:00 午後,25.234,,,,
4447,05/17/22 02:00:00 午後,25.525,,,,
4448,05/17/22 03:00:00 午後,25.55,,,,
4449,05/17/22 04:00:00 午後,25.234,,,,
4450,05/17/22 05:00:00 午後,25.137,,,,
4451,05/17/22 06:00:00 午後,25.283,,,,
4452,05/17/22 07:00:00 午後,25.404,,,,
4453,05/17/22 08:00:00 午後,25.841,,,,
4454,05/17/22 09:00:00 午後,25.671,,,,
4455,05/17/22 10:00:00 午後,25.744,,,,
4456,05/17/22 11:00:00 午後,25.647,,,,
4457,05/18/22 12:00:00 午前,25.453,,,,
4458,05/18/22 01:00:00 午前,25.089,,,,
4459,05/18/22 02:00:00 午前,25.186,,,,
4460,05/18/22 03:00:00 午前,25.501,,,,
4461,05/18/22 04:00:00 午前,25.525,,,,
4462,05/18/22 05:00:00 午前,25.162,,,,
4463,05/18/22 06:00:00 午前,25.307,,,,
4464,05/18/22 07:00:00 午前,25.331,,,,
4465,05/18/22 08:00:00 午前,25.671,,,,
4466,05/18/22 09:00:00 午前,25.841,,,,
4467,05/18/22 10:00:00 午前,26.158,,,,
4468,05/18/22 11:00:00 午前,26.402,,,,
4469,05/18/22 12:00:00 午後,26.353,,,,
4470,05/18/22 01:00:00 午後,26.353,,,,
4471,05/18/22 02:00:00 午後,26.402,,,,
4472,05/18/22 03:00:00 午後,26.475,,,,
4473,05/18/22 04:00:00 午後,26.695,,,,
4474,05/18/22 05:00:00 午後,26.549,,,,
4475,05/18/22 06:00:00 午後,26.646,,,,
4476,05/18/22 07:00:00 午後,26.549,,,,
4477,05/18/22 08:00:00 午後,26.549,,,,
4478,05/18/22 09:00:00 午後,27.014,,,,
4479,05/18/22 10:00:00 午後,26.842,,,,
4480,05/18/22 11:00:00 午後,26.671,,,,
4481,05/19/22 12:00:00 午前,26.769,,,,
4482,05/19/22 01:00:00 午前,26.695,,,,
4483,05/19/22 02:00:00 午前,26.28,,,,
4484,05/19/22 03:00:00 午前,26.182,,,,
4485,05/19/22 04:00:00 午前,25.817,,,,
4486,05/19/22 05:00:00 午前,25.841,,,,
4487,05/19/22 06:00:00 午前,25.963,,,,
4488,05/19/22 07:00:00 午前,26.012,,,,
4489,05/19/22 08:00:00 午前,26.353,,,,
4490,05/19/22 09:00:00 午前,26.622,,,,
4491,05/19/22 10:00:00 午前,26.573,,,,
4492,05/19/22 11:00:00 午前,26.475,,,,
4493,05/19/22 12:00:00 午後,26.5,,,,
4494,05/19/22 01:00:00 午後,26.475,,,,
4495,05/19/22 02:00:00 午後,26.5,,,,
4496,05/19/22 03:00:00 午後,26.451,,,,
4497,05/19/22 04:00:00 午後,26.475,,,,
4498,05/19/22 05:00:00 午後,26.451,,,,
4499,05/19/22 06:00:00 午後,26.426,,,,
4500,05/19/22 07:00:00 午後,26.475,,,,
4501,05/19/22 08:00:00 午後,26.5,,,,
4502,05/19/22 09:00:00 午後,26.475,,,,
4503,05/19/22 10:00:00 午後,26.549,,,,
4504,05/19/22 11:00:00 午後,26.5,,,,
4505,05/20/22 12:00:00 午前,26.475,,,,
4506,05/20/22 01:00:00 午前,26.451,,,,
4507,05/20/22 02:00:00 午前,26.451,,,,
4508,05/20/22 03:00:00 午前,26.402,,,,
4509,05/20/22 04:00:00 午前,26.304,,,,
4510,05/20/22 05:00:00 午前,25.744,,,,
4511,05/20/22 06:00:00 午前,25.598,,,,
4512,05/20/22 07:00:00 午前,25.914,,,,
4513,05/20/22 08:00:00 午前,25.768,,,,
4514,05/20/22 09:00:00 午前,25.841,,,,
4515,05/20/22 10:00:00 午前,26.231,,,,
4516,05/20/22 11:00:00 午前,26.378,,,,
4517,05/20/22 12:00:00 午後,26.402,,,,
4518,05/20/22 01:00:00 午後,26.451,,,,
4519,05/20/22 02:00:00 午後,26.524,,,,
4520,05/20/22 03:00:00 午後,26.426,,,,
4521,05/20/22 04:00:00 午後,26.451,,,,
4522,05/20/22 05:00:00 午後,26.5,,,,
4523,05/20/22 06:00:00 午後,26.475,,,,
4524,05/20/22 07:00:00 午後,26.451,,,,
4525,05/20/22 08:00:00 午後,26.378,,,,
4526,05/20/22 09:00:00 午後,26.402,,,,
4527,05/20/22 10:00:00 午後,26.378,,,,
4528,05/20/22 11:00:00 午後,26.353,,,,
4529,05/21/22 12:00:00 午前,26.304,,,,
4530,05/21/22 01:00:00 午前,26.256,,,,
4531,05/21/22 02:00:00 午前,26.182,,,,
4532,05/21/22 03:00:00 午前,26.085,,,,
4533,05/21/22 04:00:00 午前,25.695,,,,
4534,05/21/22 05:00:00 午前,25.72,,,,
4535,05/21/22 06:00:00 午前,25.671,,,,
4536,05/21/22 07:00:00 午前,25.671,,,,
4537,05/21/22 08:00:00 午前,25.647,,,,
4538,05/21/22 09:00:00 午前,25.647,,,,
4539,05/21/22 10:00:00 午前,25.695,,,,
4540,05/21/22 11:00:00 午前,25.72,,,,
4541,05/21/22 12:00:00 午後,25.817,,,,
4542,05/21/22 01:00:00 午後,25.987,,,,
4543,05/21/22 02:00:00 午後,26.061,,,,
4544,05/21/22 03:00:00 午後,26.158,,,,
4545,05/21/22 04:00:00 午後,26.28,,,,
4546,05/21/22 05:00:00 午後,26.304,,,,
4547,05/21/22 06:00:00 午後,26.28,,,,
4548,05/21/22 07:00:00 午後,26.207,,,,
4549,05/21/22 08:00:00 午後,26.134,,,,
4550,05/21/22 09:00:00 午後,26.036,,,,
4551,05/21/22 10:00:00 午後,25.987,,,,
4552,05/21/22 11:00:00 午後,26.012,,,,
4553,05/22/22 12:00:00 午前,25.963,,,,
4554,05/22/22 01:00:00 午前,25.939,,,,
4555,05/22/22 02:00:00 午前,25.89,,,,
4556,05/22/22 03:00:00 午前,25.963,,,,
4557,05/22/22 04:00:00 午前,25.914,,,,
4558,05/22/22 05:00:00 午前,25.647,,,,
4559,05/22/22 06:00:00 午前,25.744,,,,
4560,05/22/22 07:00:00 午前,25.817,,,,
4561,05/22/22 08:00:00 午前,25.914,,,,
4562,05/22/22 09:00:00 午前,25.914,,,,
4563,05/22/22 10:00:00 午前,25.914,,,,
4564,05/22/22 11:00:00 午前,25.866,,,,
4565,05/22/22 12:00:00 午後,25.866,,,,
4566,05/22/22 01:00:00 午後,25.89,,,,
4567,05/22/22 02:00:00 午後,25.914,,,,
4568,05/22/22 03:00:00 午後,25.939,,,,
4569,05/22/22 04:00:00 午後,25.987,,,,
4570,05/22/22 05:00:00 午後,26.061,,,,
4571,05/22/22 06:00:00 午後,26.085,,,,
4572,05/22/22 07:00:00 午後,26.061,,,,
4573,05/22/22 08:00:00 午後,25.963,,,,
4574,05/22/22 09:00:00 午後,25.89,,,,
4575,05/22/22 10:00:00 午後,25.914,,,,
4576,05/22/22 11:00:00 午後,25.841,,,,
4577,05/23/22 12:00:00 午前,25.939,,,,
4578,05/23/22 01:00:00 午前,25.866,,,,
4579,05/23/22 02:00:00 午前,25.817,,,,
4580,05/23/22 03:00:00 午前,25.768,,,,
4581,05/23/22 04:00:00 午前,25.841,,,,
4582,05/23/22 05:00:00 午前,25.671,,,,
4583,05/23/22 06:00:00 午前,25.695,,,,
4584,05/23/22 07:00:00 午前,25.671,,,,
4585,05/23/22 08:00:00 午前,25.72,,,,
4586,05/23/22 09:00:00 午前,25.744,,,,
4587,05/23/22 10:00:00 午前,25.671,,,,
4588,05/23/22 11:00:00 午前,25.72,,,,
4589,05/23/22 12:00:00 午後,25.72,,,,
4590,05/23/22 01:00:00 午後,25.768,,,,
4591,05/23/22 02:00:00 午後,25.89,,,,
4592,05/23/22 03:00:00 午後,25.963,,,,
4593,05/23/22 04:00:00 午後,26.109,,,,
4594,05/23/22 05:00:00 午後,26.012,,,,
4595,05/23/22 06:00:00 午後,25.987,,,,
4596,05/23/22 07:00:00 午後,26.012,,,,
4597,05/23/22 08:00:00 午後,26.012,,,,
4598,05/23/22 09:00:00 午後,26.012,,,,
4599,05/23/22 10:00:00 午後,26.012,,,,
4600,05/23/22 11:00:00 午後,25.963,,,,
4601,05/24/22 12:00:00 午前,25.963,,,,
4602,05/24/22 01:00:00 午前,25.963,,,,
4603,05/24/22 02:00:00 午前,25.963,,,,
4604,05/24/22 03:00:00 午前,25.939,,,,
4605,05/24/22 04:00:00 午前,25.914,,,,
4606,05/24/22 05:00:00 午前,25.939,,,,
4607,05/24/22 06:00:00 午前,25.987,,,,
4608,05/24/22 07:00:00 午前,26.036,,,,
4609,05/24/22 08:00:00 午前,26.426,,,,
4610,05/24/22 09:00:00 午前,26.744,,,,
4611,05/24/22 10:00:00 午前,26.793,,,,
4612,05/24/22 11:00:00 午前,26.842,,,,
4613,05/24/22 12:00:00 午後,26.598,,,,
4614,05/24/22 01:00:00 午後,26.549,,,,
4615,05/24/22 02:00:00 午後,26.304,,,,
4616,05/24/22 03:00:00 午後,26.231,,,,
4617,05/24/22 04:00:00 午後,26.182,,,,
4618,05/24/22 05:00:00 午後,26.231,,,,
4619,05/24/22 06:00:00 午後,26.402,,,,
4620,05/24/22 07:00:00 午後,26.28,,,,
4621,05/24/22 08:00:00 午後,26.329,,,,
4622,05/24/22 09:00:00 午後,26.353,,,,
4623,05/24/22 10:00:00 午後,26.573,,,,
4624,05/24/22 11:00:00 午後,26.646,,,,
4625,05/25/22 12:00:00 午前,26.402,,,,
4626,05/25/22 01:00:00 午前,26.378,,,,
4627,05/25/22 02:00:00 午前,26.329,,,,
4628,05/25/22 03:00:00 午前,26.256,,,,
4629,05/25/22 04:00:00 午前,26.158,,,,
4630,05/25/22 05:00:00 午前,26.158,,,,
4631,05/25/22 06:00:00 午前,26.231,,,,
4632,05/25/22 07:00:00 午前,26.304,,,,
4633,05/25/22 08:00:00 午前,26.451,,,,
4634,05/25/22 09:00:00 午前,26.695,,,,
4635,05/25/22 10:00:00 午前,26.916,,,,
4636,05/25/22 11:00:00 午前,27.063,,,,
4637,05/25/22 12:00:00 午後,27.161,,,,
4638,05/25/22 01:00:00 午後,27.038,,,,
4639,05/25/22 02:00:00 午後,27.112,,,,
4640,05/25/22 03:00:00 午後,26.965,,,,
4641,05/25/22 04:00:00 午後,26.646,,,,
4642,05/25/22 05:00:00 午後,26.475,,,,
4643,05/25/22 06:00:00 午後,26.329,,,,
4644,05/25/22 07:00:00 午後,26.378,,,,
4645,05/25/22 08:00:00 午後,26.524,,,,
4646,05/25/22 09:00:00 午後,26.671,,,,
4647,05/25/22 10:00:00 午後,26.842,,,,
4648,05/25/22 11:00:00 午後,26.916,,,,
4649,05/26/22 12:00:00 午前,26.916,,,,
4650,05/26/22 01:00:00 午前,26.769,,,,
4651,05/26/22 02:00:00 午前,26.818,,,,
4652,05/26/22 03:00:00 午前,26.72,,,,
4653,05/26/22 04:00:00 午前,26.426,,,,
4654,05/26/22 05:00:00 午前,26.402,,,,
4655,05/26/22 06:00:00 午前,26.329,,,,
4656,05/26/22 07:00:00 午前,26.524,,,,
4657,05/26/22 08:00:00 午前,26.5,,,,
4658,05/26/22 09:00:00 午前,26.573,,,,
4659,05/26/22 10:00:00 午前,26.695,,,,
4660,05/26/22 11:00:00 午前,26.793,,,,
4661,05/26/22 12:00:00 午後,27.136,,,,
4662,05/26/22 01:00:00 午後,27.161,,,,
4663,05/26/22 02:00:00 午後,27.038,,,,
4664,05/26/22 03:00:00 午後,26.916,,,,
4665,05/26/22 04:00:00 午後,26.744,,,,
4666,05/26/22 05:00:00 午後,26.622,,,,
4667,05/26/22 06:00:00 午後,26.549,,,,
4668,05/26/22 07:00:00 午後,26.549,,,,
4669,05/26/22 08:00:00 午後,26.549,,,,
4670,05/26/22 09:00:00 午後,26.549,,,,
4671,05/26/22 10:00:00 午後,26.573,,,,
4672,05/26/22 11:00:00 午後,26.695,,,,
4673,05/27/22 12:00:00 午前,26.72,,,,
4674,05/27/22 01:00:00 午前,26.769,,,,
4675,05/27/22 02:00:00 午前,26.72,,,,
4676,05/27/22 03:00:00 午前,26.769,,,,
4677,05/27/22 04:00:00 午前,26.695,,,,
4678,05/27/22 05:00:00 午前,26.598,,,,
4679,05/27/22 06:00:00 午前,26.524,,,,
4680,05/27/22 07:00:00 午前,26.5,,,,
4681,05/27/22 08:00:00 午前,26.646,,,,
4682,05/27/22 09:00:00 午前,26.744,,,,
4683,05/27/22 10:00:00 午前,26.842,,,,
4684,05/27/22 11:00:00 午前,26.916,,,,
4685,05/27/22 12:00:00 午後,27.038,,,,
4686,05/27/22 01:00:00 午後,27.259,,,,
4687,05/27/22 02:00:00 午後,27.259,,,,
4688,05/27/22 03:00:00 午後,27.038,,,,
4689,05/27/22 04:00:00 午後,27.063,,,,
4690,05/27/22 05:00:00 午後,26.891,,,,
4691,05/27/22 06:00:00 午後,26.818,,,,
4692,05/27/22 07:00:00 午後,26.793,,,,
4693,05/27/22 08:00:00 午後,26.769,,,,
4694,05/27/22 09:00:00 午後,26.867,,,,
4695,05/27/22 10:00:00 午後,26.769,,,,
4696,05/27/22 11:00:00 午後,26.842,,,,
4697,05/28/22 12:00:00 午前,26.965,,,,
4698,05/28/22 01:00:00 午前,26.965,,,,
4699,05/28/22 02:00:00 午前,26.965,,,,
4700,05/28/22 03:00:00 午前,26.916,,,,
4701,05/28/22 04:00:00 午前,26.793,,,,
4702,05/28/22 05:00:00 午前,26.744,,,,
4703,05/28/22 06:00:00 午前,26.744,,,,
4704,05/28/22 07:00:00 午前,26.72,,,,
4705,05/28/22 08:00:00 午前,26.744,,,,
4706,05/28/22 09:00:00 午前,26.842,,,,
4707,05/28/22 10:00:00 午前,26.965,,,,
4708,05/28/22 11:00:00 午前,27.087,,,,
4709,05/28/22 12:00:00 午後,27.308,,,,
4710,05/28/22 01:00:00 午後,27.481,,,,
4711,05/28/22 02:00:00 午後,27.653,,,,
4712,05/28/22 03:00:00 午後,27.653,,,,
4713,05/28/22 04:00:00 午後,27.53,,,,
4714,05/28/22 05:00:00 午後,27.358,,,,
4715,05/28/22 06:00:00 午後,27.308,,,,
4716,05/28/22 07:00:00 午後,27.333,,,,
4717,05/28/22 08:00:00 午後,27.308,,,,
4718,05/28/22 09:00:00 午後,27.333,,,,
4719,05/28/22 10:00:00 午後,27.308,,,,
4720,05/28/22 11:00:00 午後,27.333,,,,
4721,05/29/22 12:00:00 午前,27.407,,,,
4722,05/29/22 01:00:00 午前,27.481,,,,
4723,05/29/22 02:00:00 午前,27.628,,,,
4724,05/29/22 03:00:00 午前,27.456,,,,
4725,05/29/22 04:00:00 午前,27.505,,,,
4726,05/29/22 05:00:00 午前,27.407,,,,
4727,05/29/22 06:00:00 午前,27.259,,,,
4728,05/29/22 07:00:00 午前,27.284,,,,
4729,05/29/22 08:00:00 午前,27.333,,,,
4730,05/29/22 09:00:00 午前,27.431,,,,
4731,05/29/22 10:00:00 午前,27.579,,,,
4732,05/29/22 11:00:00 午前,27.604,,,,
4733,05/29/22 12:00:00 午後,27.702,,,,
4734,05/29/22 01:00:00 午後,27.974,,,,
4735,05/29/22 02:00:00 午後,28.122,,,,
4736,05/29/22 03:00:00 午後,28.196,,,,
4737,05/29/22 04:00:00 午後,28.122,,,,
4738,05/29/22 05:00:00 午後,27.924,,,,
4739,05/29/22 06:00:00 午後,27.751,,,,
4740,05/29/22 07:00:00 午後,27.751,,,,
4741,05/29/22 08:00:00 午後,27.751,,,,
4742,05/29/22 09:00:00 午後,27.727,,,,
4743,05/29/22 10:00:00 午後,27.751,,,,
4744,05/29/22 11:00:00 午後,27.727,,,,
4745,05/30/22 12:00:00 午前,27.751,,,,
4746,05/30/22 01:00:00 午前,27.825,,,,
4747,05/30/22 02:00:00 午前,27.899,,,,
4748,05/30/22 03:00:00 午前,27.825,,,,
4749,05/30/22 04:00:00 午前,27.825,,,,
4750,05/30/22 05:00:00 午前,27.727,,,,
4751,05/30/22 06:00:00 午前,27.677,,,,
4752,05/30/22 07:00:00 午前,27.677,,,,
4753,05/30/22 08:00:00 午前,27.653,,,,
4754,05/30/22 09:00:00 午前,27.702,,,,
4755,05/30/22 10:00:00 午前,27.875,,,,
4756,05/30/22 11:00:00 午前,27.998,,,,
4757,05/30/22 12:00:00 午後,28.147,,,,
4758,05/30/22 01:00:00 午後,28.345,,,,
4759,05/30/22 02:00:00 午後,28.667,,,,
4760,05/30/22 03:00:00 午後,28.766,,,,
4761,05/30/22 04:00:00 午後,28.816,,,,
4762,05/30/22 05:00:00 午後,28.518,,,,
4763,05/30/22 06:00:00 午後,28.32,,,,
4764,05/30/22 07:00:00 午後,28.295,,,,
4765,05/30/22 08:00:00 午後,28.32,,,,
4766,05/30/22 09:00:00 午後,28.27,,,,
4767,05/30/22 10:00:00 午後,28.32,,,,
4768,05/30/22 11:00:00 午後,28.295,,,,
4769,05/31/22 12:00:00 午前,28.295,,,,
4770,05/31/22 01:00:00 午前,28.345,,,,
4771,05/31/22 02:00:00 午前,28.369,,,,
4772,05/31/22 03:00:00 午前,28.245,,,,
4773,05/31/22 04:00:00 午前,28.295,,,,
4774,05/31/22 05:00:00 午前,28.27,,,,
4775,05/31/22 06:00:00 午前,28.221,,,,
4776,05/31/22 07:00:00 午前,28.221,,,,
4777,05/31/22 08:00:00 午前,28.196,,,,
4778,05/31/22 09:00:00 午前,28.122,,,,
4779,05/31/22 10:00:00 午前,28.097,,,,
4780,05/31/22 11:00:00 午前,28.097,,,,
4781,05/31/22 12:00:00 午後,28.072,,,,
4782,05/31/22 01:00:00 午後,28.048,,,,
4783,05/31/22 02:00:00 午後,28.023,,,,
4784,05/31/22 03:00:00 午後,28.048,,,,
4785,05/31/22 04:00:00 午後,28.023,,,,
4786,05/31/22 05:00:00 午後,27.949,,,,
4787,05/31/22 06:00:00 午後,28.023,,,,
4788,05/31/22 07:00:00 午後,28.023,,,,
4789,05/31/22 08:00:00 午後,27.924,,,,
4790,05/31/22 09:00:00 午後,27.899,,,,
4791,05/31/22 10:00:00 午後,27.899,,,,
4792,05/31/22 11:00:00 午後,27.949,,,,
4793,06/01/22 12:00:00 午前,27.974,,,,
4794,06/01/22 01:00:00 午前,27.949,,,,
4795,06/01/22 02:00:00 午前,27.727,,,,
4796,06/01/22 03:00:00 午前,27.702,,,,
4797,06/01/22 04:00:00 午前,27.702,,,,
4798,06/01/22 05:00:00 午前,27.702,,,,
4799,06/01/22 06:00:00 午前,27.702,,,,
4800,06/01/22 07:00:00 午前,27.776,,,,
4801,06/01/22 08:00:00 午前,27.825,,,,
4802,06/01/22 09:00:00 午前,27.875,,,,
4803,06/01/22 10:00:00 午前,27.949,,,,
4804,06/01/22 11:00:00 午前,28.147,,,,
4805,06/01/22 12:00:00 午後,28.196,,,,
4806,06/01/22 01:00:00 午後,28.468,,,,
4807,06/01/22 02:00:00 午後,28.642,,,,
4808,06/01/22 03:00:00 午後,28.791,,,,
4809,06/01/22 04:00:00 午後,28.916,,,,
4810,06/01/22 05:00:00 午後,28.866,,,,
4811,06/01/22 06:00:00 午後,28.766,,,,
4812,06/01/22 07:00:00 午後,28.543,,,,
4813,06/01/22 08:00:00 午後,28.295,,,,
4814,06/01/22 09:00:00 午後,28.245,,,,
4815,06/01/22 10:00:00 午後,28.27,,,,
4816,06/01/22 11:00:00 午後,28.245,,,,
4817,06/02/22 12:00:00 午前,28.245,,,,
4818,06/02/22 01:00:00 午前,28.295,,,,
4819,06/02/22 02:00:00 午前,28.468,,,,
4820,06/02/22 03:00:00 午前,28.32,,,,
4821,06/02/22 04:00:00 午前,27.899,,,,
4822,06/02/22 05:00:00 午前,27.998,,,,
4823,06/02/22 06:00:00 午前,28.147,,,,
4824,06/02/22 07:00:00 午前,28.171,,,,
4825,06/02/22 08:00:00 午前,28.048,,,,
4826,06/02/22 09:00:00 午前,28.171,,,,
4827,06/02/22 10:00:00 午前,28.345,,,,
4828,06/02/22 11:00:00 午前,28.493,,,,
4829,06/02/22 12:00:00 午後,28.543,,,,
4830,06/02/22 01:00:00 午後,28.568,,,,
4831,06/02/22 02:00:00 午後,28.916,,,,
4832,06/02/22 03:00:00 午後,29.14,,,,
4833,06/02/22 04:00:00 午後,29.29,,,,
4834,06/02/22 05:00:00 午後,29.315,,,,
4835,06/02/22 06:00:00 午後,29.215,,,,
4836,06/02/22 07:00:00 午後,29.04,,,,
4837,06/02/22 08:00:00 午後,28.866,,,,
4838,06/02/22 09:00:00 午後,28.766,,,,
4839,06/02/22 10:00:00 午後,28.642,,,,
4840,06/02/22 11:00:00 午後,28.642,,,,
4841,06/03/22 12:00:00 午前,28.766,,,,
4842,06/03/22 01:00:00 午前,28.816,,,,
4843,06/03/22 02:00:00 午前,28.891,,,,
4844,06/03/22 03:00:00 午前,28.147,,,,
4845,06/03/22 04:00:00 午前,28.147,,,,
4846,06/03/22 05:00:00 午前,28.171,,,,
4847,06/03/22 06:00:00 午前,28.171,,,,
4848,06/03/22 07:00:00 午前,28.171,,,,
4849,06/03/22 08:00:00 午前,28.221,,,,
