プロット タイトル: site22_spot011_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21011398, SEN S/N: 21011398)",カプラー取り外し (LGR S/N: 21011398),カプラー取り付け (LGR S/N: 21011398),ホスト接続 (LGR S/N: 21011398),停止済み (LGR S/N: 21011398),ファイルの終わり (LGR S/N: 21011398)
1,01/25/24 01:00:00 午後,15.366,記録,,,,
2,01/25/24 02:00:00 午後,17.106,,,,,
3,01/25/24 03:00:00 午後,17.272,,,,,
4,01/25/24 04:00:00 午後,17.249,,,,,
5,01/25/24 05:00:00 午後,17.225,,,,,
6,01/25/24 06:00:00 午後,17.153,,,,,
7,01/25/24 07:00:00 午後,17.082,,,,,
8,01/25/24 08:00:00 午後,16.963,,,,,
9,01/25/24 09:00:00 午後,16.963,,,,,
10,01/25/24 10:00:00 午後,16.82,,,,,
11,01/25/24 11:00:00 午後,16.939,,,,,
12,01/26/24 12:00:00 午前,16.963,,,,,
13,01/26/24 01:00:00 午前,16.963,,,,,
14,01/26/24 02:00:00 午前,16.963,,,,,
15,01/26/24 03:00:00 午前,16.915,,,,,
16,01/26/24 04:00:00 午前,16.915,,,,,
17,01/26/24 05:00:00 午前,17.011,,,,,
18,01/26/24 06:00:00 午前,16.987,,,,,
19,01/26/24 07:00:00 午前,17.082,,,,,
20,01/26/24 08:00:00 午前,17.153,,,,,
21,01/26/24 09:00:00 午前,17.201,,,,,
22,01/26/24 10:00:00 午前,17.249,,,,,
23,01/26/24 11:00:00 午前,17.344,,,,,
24,01/26/24 12:00:00 午後,17.439,,,,,
25,01/26/24 01:00:00 午後,17.605,,,,,
26,01/26/24 02:00:00 午後,17.677,,,,,
27,01/26/24 03:00:00 午後,17.724,,,,,
28,01/26/24 04:00:00 午後,17.653,,,,,
29,01/26/24 05:00:00 午後,17.558,,,,,
30,01/26/24 06:00:00 午後,17.51,,,,,
31,01/26/24 07:00:00 午後,17.391,,,,,
32,01/26/24 08:00:00 午後,17.249,,,,,
33,01/26/24 09:00:00 午後,17.106,,,,,
34,01/26/24 10:00:00 午後,17.011,,,,,
35,01/26/24 11:00:00 午後,16.915,,,,,
36,01/27/24 12:00:00 午前,16.987,,,,,
37,01/27/24 01:00:00 午前,16.987,,,,,
38,01/27/24 02:00:00 午前,17.034,,,,,
39,01/27/24 03:00:00 午前,16.987,,,,,
40,01/27/24 04:00:00 午前,16.677,,,,,
41,01/27/24 05:00:00 午前,16.677,,,,,
42,01/27/24 06:00:00 午前,16.606,,,,,
43,01/27/24 07:00:00 午前,16.487,,,,,
44,01/27/24 08:00:00 午前,16.534,,,,,
45,01/27/24 09:00:00 午前,16.701,,,,,
46,01/27/24 10:00:00 午前,16.796,,,,,
47,01/27/24 11:00:00 午前,16.987,,,,,
48,01/27/24 12:00:00 午後,17.177,,,,,
49,01/27/24 01:00:00 午後,17.272,,,,,
50,01/27/24 02:00:00 午後,17.32,,,,,
51,01/27/24 03:00:00 午後,17.296,,,,,
52,01/27/24 04:00:00 午後,17.272,,,,,
53,01/27/24 05:00:00 午後,17.201,,,,,
54,01/27/24 06:00:00 午後,17.13,,,,,
55,01/27/24 07:00:00 午後,17.082,,,,,
56,01/27/24 08:00:00 午後,16.963,,,,,
57,01/27/24 09:00:00 午後,16.892,,,,,
58,01/27/24 10:00:00 午後,16.773,,,,,
59,01/27/24 11:00:00 午後,16.582,,,,,
60,01/28/24 12:00:00 午前,16.63,,,,,
61,01/28/24 01:00:00 午前,16.82,,,,,
62,01/28/24 02:00:00 午前,16.844,,,,,
63,01/28/24 03:00:00 午前,16.82,,,,,
64,01/28/24 04:00:00 午前,16.82,,,,,
65,01/28/24 05:00:00 午前,16.82,,,,,
66,01/28/24 06:00:00 午前,16.677,,,,,
67,01/28/24 07:00:00 午前,16.796,,,,,
68,01/28/24 08:00:00 午前,16.773,,,,,
69,01/28/24 09:00:00 午前,16.725,,,,,
70,01/28/24 10:00:00 午前,16.796,,,,,
71,01/28/24 11:00:00 午前,16.915,,,,,
72,01/28/24 12:00:00 午後,16.915,,,,,
73,01/28/24 01:00:00 午後,16.892,,,,,
74,01/28/24 02:00:00 午後,16.915,,,,,
75,01/28/24 03:00:00 午後,16.915,,,,,
76,01/28/24 04:00:00 午後,16.892,,,,,
77,01/28/24 05:00:00 午後,17.106,,,,,
78,01/28/24 06:00:00 午後,17.034,,,,,
79,01/28/24 07:00:00 午後,17.082,,,,,
80,01/28/24 08:00:00 午後,17.249,,,,,
81,01/28/24 09:00:00 午後,17.177,,,,,
82,01/28/24 10:00:00 午後,17.201,,,,,
83,01/28/24 11:00:00 午後,17.201,,,,,
84,01/29/24 12:00:00 午前,16.915,,,,,
