プロット タイトル: 一湊 site01_spot005(-25)_2023,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21011409, SEN S/N: 21011409)",カプラー取り外し (LGR S/N: 21011409),カプラー取り付け (LGR S/N: 21011409),停止済み (LGR S/N: 21011409),ファイルの終わり (LGR S/N: 21011409)
1453,03/13/23 03:00:00 午前,20.984,,,,
1454,03/13/23 04:00:00 午前,20.936,,,,
1455,03/13/23 05:00:00 午前,20.96,,,,
1456,03/13/23 06:00:00 午前,20.936,,,,
1457,03/13/23 07:00:00 午前,20.936,,,,
1458,03/13/23 08:00:00 午前,20.936,,,,
1459,03/13/23 09:00:00 午前,20.96,,,,
1460,03/13/23 10:00:00 午前,21.008,,,,
1461,03/13/23 11:00:00 午前,21.056,,,,
1462,03/13/23 12:00:00 午後,21.079,,,,
1463,03/13/23 01:00:00 午後,21.056,,,,
1464,03/13/23 02:00:00 午後,21.032,,,,
1465,03/13/23 03:00:00 午後,20.46,,,,
1466,03/13/23 04:00:00 午後,20.412,,,,
1467,03/13/23 05:00:00 午後,19.841,,,,
1468,03/13/23 06:00:00 午後,19.817,,,,
1469,03/13/23 07:00:00 午後,19.936,,,,
1470,03/13/23 08:00:00 午後,20.007,,,,
1471,03/13/23 09:00:00 午後,20.079,,,,
1472,03/13/23 10:00:00 午後,20.126,,,,
1473,03/13/23 11:00:00 午後,20.198,,,,
1474,03/14/23 12:00:00 午前,20.174,,,,
1475,03/14/23 01:00:00 午前,20.031,,,,
1476,03/14/23 02:00:00 午前,20.15,,,,
1477,03/14/23 03:00:00 午前,20.198,,,,
1478,03/14/23 04:00:00 午前,20.246,,,,
1479,03/14/23 05:00:00 午前,20.031,,,,
1480,03/14/23 06:00:00 午前,20.15,,,,
1481,03/14/23 07:00:00 午前,20.079,,,,
1482,03/14/23 08:00:00 午前,19.865,,,,
1483,03/14/23 09:00:00 午前,19.912,,,,
1484,03/14/23 10:00:00 午前,19.96,,,,
1485,03/14/23 11:00:00 午前,19.96,,,,
1486,03/14/23 12:00:00 午後,19.96,,,,
1487,03/14/23 01:00:00 午後,20.007,,,,
1488,03/14/23 02:00:00 午後,20.269,,,,
1489,03/14/23 03:00:00 午後,20.365,,,,
1490,03/14/23 04:00:00 午後,20.507,,,,
1491,03/14/23 05:00:00 午後,20.746,,,,
1492,03/14/23 06:00:00 午後,20.817,,,,
1493,03/14/23 07:00:00 午後,20.865,,,,
1494,03/14/23 08:00:00 午後,20.579,,,,
1495,03/14/23 09:00:00 午後,20.555,,,,
1496,03/14/23 10:00:00 午後,20.793,,,,
1497,03/14/23 11:00:00 午後,20.793,,,,
1498,03/15/23 12:00:00 午前,20.77,,,,
1499,03/15/23 01:00:00 午前,20.77,,,,
1500,03/15/23 02:00:00 午前,20.746,,,,
1501,03/15/23 03:00:00 午前,20.77,,,,
1502,03/15/23 04:00:00 午前,20.388,,,,
1503,03/15/23 05:00:00 午前,20.722,,,,
1504,03/15/23 06:00:00 午前,20.865,,,,
1505,03/15/23 07:00:00 午前,20.889,,,,
1506,03/15/23 08:00:00 午前,20.817,,,,
1507,03/15/23 09:00:00 午前,20.198,,,,
1508,03/15/23 10:00:00 午前,19.888,,,,
1509,03/15/23 11:00:00 午前,20.698,,,,
1510,03/15/23 12:00:00 午後,20.984,,,,
1511,03/15/23 01:00:00 午後,20.341,,,,
1512,03/15/23 02:00:00 午後,20.46,,,,
1513,03/15/23 03:00:00 午後,20.436,,,,
1514,03/15/23 04:00:00 午後,20.436,,,,
1515,03/15/23 05:00:00 午後,20.365,,,,
1516,03/15/23 06:00:00 午後,20.674,,,,
1517,03/15/23 07:00:00 午後,20.77,,,,
1518,03/15/23 08:00:00 午後,20.579,,,,
1519,03/15/23 09:00:00 午後,20.817,,,,
1520,03/15/23 10:00:00 午後,20.865,,,,
1521,03/15/23 11:00:00 午後,20.889,,,,
1522,03/16/23 12:00:00 午前,20.913,,,,
1523,03/16/23 01:00:00 午前,20.484,,,,
1524,03/16/23 02:00:00 午前,20.531,,,,
1525,03/16/23 03:00:00 午前,20.531,,,,
1526,03/16/23 04:00:00 午前,20.579,,,,
1527,03/16/23 05:00:00 午前,20.65,,,,
1528,03/16/23 06:00:00 午前,20.198,,,,
1529,03/16/23 07:00:00 午前,20.246,,,,
1530,03/16/23 08:00:00 午前,20.246,,,,
1531,03/16/23 09:00:00 午前,20.222,,,,
1532,03/16/23 10:00:00 午前,20.388,,,,
1533,03/16/23 11:00:00 午前,20.603,,,,
1534,03/16/23 12:00:00 午後,20.674,,,,
1535,03/16/23 01:00:00 午後,20.746,,,,
1536,03/16/23 02:00:00 午後,20.793,,,,
1537,03/16/23 03:00:00 午後,20.865,,,,
1538,03/16/23 04:00:00 午後,20.388,,,,
1539,03/16/23 05:00:00 午後,20.793,,,,
1540,03/16/23 06:00:00 午後,20.174,,,,
1541,03/16/23 07:00:00 午後,20.317,,,,
1542,03/16/23 08:00:00 午後,20.889,,,,
1543,03/16/23 09:00:00 午後,20.507,,,,
1544,03/16/23 10:00:00 午後,20.341,,,,
1545,03/16/23 11:00:00 午後,20.698,,,,
1546,03/17/23 12:00:00 午前,20.507,,,,
1547,03/17/23 01:00:00 午前,20.65,,,,
1548,03/17/23 02:00:00 午前,20.412,,,,
1549,03/17/23 03:00:00 午前,20.484,,,,
1550,03/17/23 04:00:00 午前,20.627,,,,
1551,03/17/23 05:00:00 午前,20.603,,,,
1552,03/17/23 06:00:00 午前,20.65,,,,
1553,03/17/23 07:00:00 午前,20.627,,,,
1554,03/17/23 08:00:00 午前,20.246,,,,
1555,03/17/23 09:00:00 午前,20.65,,,,
1556,03/17/23 10:00:00 午前,20.722,,,,
1557,03/17/23 11:00:00 午前,20.793,,,,
1558,03/17/23 12:00:00 午後,20.984,,,,
1559,03/17/23 01:00:00 午後,21.175,,,,
1560,03/17/23 02:00:00 午後,21.294,,,,
1561,03/17/23 03:00:00 午後,21.437,,,,
1562,03/17/23 04:00:00 午後,21.509,,,,
1563,03/17/23 05:00:00 午後,21.533,,,,
1564,03/17/23 06:00:00 午後,21.056,,,,
1565,03/17/23 07:00:00 午後,21.032,,,,
1566,03/17/23 08:00:00 午後,21.533,,,,
1567,03/17/23 09:00:00 午後,21.557,,,,
1568,03/17/23 10:00:00 午後,20.889,,,,
1569,03/17/23 11:00:00 午後,21.413,,,,
1570,03/18/23 12:00:00 午前,21.604,,,,
1571,03/18/23 01:00:00 午前,21.27,,,,
1572,03/18/23 02:00:00 午前,20.913,,,,
1573,03/18/23 03:00:00 午前,21.032,,,,
1574,03/18/23 04:00:00 午前,21.294,,,,
1575,03/18/23 05:00:00 午前,21.437,,,,
1576,03/18/23 06:00:00 午前,21.437,,,,
1577,03/18/23 07:00:00 午前,21.581,,,,
1578,03/18/23 08:00:00 午前,21.557,,,,
1579,03/18/23 09:00:00 午前,21.533,,,,
1580,03/18/23 10:00:00 午前,21.533,,,,
1581,03/18/23 11:00:00 午前,21.533,,,,
1582,03/18/23 12:00:00 午後,21.533,,,,
1583,03/18/23 01:00:00 午後,21.533,,,,
1584,03/18/23 02:00:00 午後,21.557,,,,
1585,03/18/23 03:00:00 午後,21.533,,,,
1586,03/18/23 04:00:00 午後,21.533,,,,
1587,03/18/23 05:00:00 午後,21.533,,,,
1588,03/18/23 06:00:00 午後,21.533,,,,
1589,03/18/23 07:00:00 午後,21.533,,,,
1590,03/18/23 08:00:00 午後,21.485,,,,
1591,03/18/23 09:00:00 午後,20.841,,,,
1592,03/18/23 10:00:00 午後,20.722,,,,
1593,03/18/23 11:00:00 午後,20.77,,,,
1594,03/19/23 12:00:00 午前,20.746,,,,
1595,03/19/23 01:00:00 午前,20.889,,,,
1596,03/19/23 02:00:00 午前,21.199,,,,
1597,03/19/23 03:00:00 午前,21.27,,,,
1598,03/19/23 04:00:00 午前,21.318,,,,
1599,03/19/23 05:00:00 午前,21.318,,,,
1600,03/19/23 06:00:00 午前,21.318,,,,
1601,03/19/23 07:00:00 午前,21.27,,,,
1602,03/19/23 08:00:00 午前,21.294,,,,
1603,03/19/23 09:00:00 午前,21.318,,,,
1604,03/19/23 10:00:00 午前,20.722,,,,
1605,03/19/23 11:00:00 午前,20.865,,,,
1606,03/19/23 12:00:00 午後,21.199,,,,
1607,03/19/23 01:00:00 午後,21.294,,,,
1608,03/19/23 02:00:00 午後,21.223,,,,
1609,03/19/23 03:00:00 午後,21.199,,,,
1610,03/19/23 04:00:00 午後,21.199,,,,
1611,03/19/23 05:00:00 午後,21.175,,,,
1612,03/19/23 06:00:00 午後,21.079,,,,
1613,03/19/23 07:00:00 午後,21.103,,,,
1614,03/19/23 08:00:00 午後,20.793,,,,
1615,03/19/23 09:00:00 午後,20.103,,,,
1616,03/19/23 10:00:00 午後,20.103,,,,
1617,03/19/23 11:00:00 午後,19.746,,,,
1618,03/20/23 12:00:00 午前,19.627,,,,
1619,03/20/23 01:00:00 午前,20.126,,,,
1620,03/20/23 02:00:00 午前,20.412,,,,
1621,03/20/23 03:00:00 午前,20.722,,,,
1622,03/20/23 04:00:00 午前,20.865,,,,
1623,03/20/23 05:00:00 午前,20.913,,,,
1624,03/20/23 06:00:00 午前,20.936,,,,
1625,03/20/23 07:00:00 午前,20.77,,,,
1626,03/20/23 08:00:00 午前,20.722,,,,
1627,03/20/23 09:00:00 午前,20.77,,,,
1628,03/20/23 10:00:00 午前,20.65,,,,
1629,03/20/23 11:00:00 午前,19.674,,,,
1630,03/20/23 12:00:00 午後,20.198,,,,
1631,03/20/23 01:00:00 午後,20.603,,,,
1632,03/20/23 02:00:00 午後,20.77,,,,
1633,03/20/23 03:00:00 午後,20.913,,,,
1634,03/20/23 04:00:00 午後,20.388,,,,
1635,03/20/23 05:00:00 午後,20.079,,,,
1636,03/20/23 06:00:00 午後,20.222,,,,
1637,03/20/23 07:00:00 午後,20.603,,,,
1638,03/20/23 08:00:00 午後,20.793,,,,
1639,03/20/23 09:00:00 午後,20.055,,,,
1640,03/20/23 10:00:00 午後,20.079,,,,
1641,03/20/23 11:00:00 午後,20.15,,,,
1642,03/21/23 12:00:00 午前,20.246,,,,
1643,03/21/23 01:00:00 午前,20.531,,,,
1644,03/21/23 02:00:00 午前,20.865,,,,
1645,03/21/23 03:00:00 午前,20.817,,,,
1646,03/21/23 04:00:00 午前,20.96,,,,
1647,03/21/23 05:00:00 午前,21.008,,,,
1648,03/21/23 06:00:00 午前,21.103,,,,
1649,03/21/23 07:00:00 午前,21.199,,,,
1650,03/21/23 08:00:00 午前,20.746,,,,
1651,03/21/23 09:00:00 午前,20.531,,,,
1652,03/21/23 10:00:00 午前,20.913,,,,
1653,03/21/23 11:00:00 午前,21.772,,,,
1654,03/21/23 12:00:00 午後,22.13,,,,
1655,03/21/23 01:00:00 午後,22.202,,,,
1656,03/21/23 02:00:00 午後,22.369,,,,
1657,03/21/23 03:00:00 午後,22.561,,,,
1658,03/21/23 04:00:00 午後,22.681,,,,
1659,03/21/23 05:00:00 午後,22.705,,,,
1660,03/21/23 06:00:00 午後,22.729,,,,
1661,03/21/23 07:00:00 午後,22.729,,,,
1662,03/21/23 08:00:00 午後,22.537,,,,
1663,03/21/23 09:00:00 午後,22.633,,,,
1664,03/21/23 10:00:00 午後,20.555,,,,
1665,03/21/23 11:00:00 午後,21.437,,,,
1666,03/22/23 12:00:00 午前,22.537,,,,
1667,03/22/23 01:00:00 午前,22.657,,,,
1668,03/22/23 02:00:00 午前,22.753,,,,
1669,03/22/23 03:00:00 午前,22.633,,,,
1670,03/22/23 04:00:00 午前,22.729,,,,
1671,03/22/23 05:00:00 午前,22.609,,,,
1672,03/22/23 06:00:00 午前,22.681,,,,
1673,03/22/23 07:00:00 午前,22.561,,,,
1674,03/22/23 08:00:00 午前,21.604,,,,
1675,03/22/23 09:00:00 午前,21.056,,,,
1676,03/22/23 10:00:00 午前,21.724,,,,
1677,03/22/23 11:00:00 午前,21.676,,,,
1678,03/22/23 12:00:00 午後,21.915,,,,
1679,03/22/23 01:00:00 午後,22.393,,,,
1680,03/22/23 02:00:00 午後,22.513,,,,
1681,03/22/23 03:00:00 午後,22.681,,,,
1682,03/22/23 04:00:00 午後,22.657,,,,
1683,03/22/23 05:00:00 午後,22.633,,,,
1684,03/22/23 06:00:00 午後,22.537,,,,
1685,03/22/23 07:00:00 午後,22.441,,,,
1686,03/22/23 08:00:00 午後,22.513,,,,
1687,03/22/23 09:00:00 午後,21.819,,,,
1688,03/22/23 10:00:00 午後,21.724,,,,
1689,03/22/23 11:00:00 午後,22.178,,,,
1690,03/23/23 12:00:00 午前,22.298,,,,
1691,03/23/23 01:00:00 午前,22.369,,,,
1692,03/23/23 02:00:00 午前,22.441,,,,
1693,03/23/23 03:00:00 午前,22.537,,,,
1694,03/23/23 04:00:00 午前,22.513,,,,
1695,03/23/23 05:00:00 午前,22.561,,,,
1696,03/23/23 06:00:00 午前,22.585,,,,
1697,03/23/23 07:00:00 午前,22.633,,,,
1698,03/23/23 08:00:00 午前,22.609,,,,
1699,03/23/23 09:00:00 午前,21.533,,,,
1700,03/23/23 10:00:00 午前,21.604,,,,
1701,03/23/23 11:00:00 午前,21.843,,,,
1702,03/23/23 12:00:00 午後,22.13,,,,
1703,03/23/23 01:00:00 午後,22.441,,,,
1704,03/23/23 02:00:00 午後,22.537,,,,
1705,03/23/23 03:00:00 午後,22.561,,,,
1706,03/23/23 04:00:00 午後,22.681,,,,
1707,03/23/23 05:00:00 午後,22.681,,,,
1708,03/23/23 06:00:00 午後,22.681,,,,
1709,03/23/23 07:00:00 午後,22.705,,,,
1710,03/23/23 08:00:00 午後,22.8,,,,
1711,03/23/23 09:00:00 午後,21.963,,,,
1712,03/23/23 10:00:00 午後,21.939,,,,
1713,03/23/23 11:00:00 午後,22.058,,,,
1714,03/24/23 12:00:00 午前,22.226,,,,
1715,03/24/23 01:00:00 午前,22.369,,,,
1716,03/24/23 02:00:00 午前,22.417,,,,
1717,03/24/23 03:00:00 午前,22.465,,,,
1718,03/24/23 04:00:00 午前,22.537,,,,
1719,03/24/23 05:00:00 午前,22.729,,,,
1720,03/24/23 06:00:00 午前,22.896,,,,
1721,03/24/23 07:00:00 午前,22.872,,,,
1722,03/24/23 08:00:00 午前,23.016,,,,
1723,03/24/23 09:00:00 午前,23.016,,,,
1724,03/24/23 10:00:00 午前,23.064,,,,
1725,03/24/23 11:00:00 午前,23.04,,,,
1726,03/24/23 12:00:00 午後,23.016,,,,
1727,03/24/23 01:00:00 午後,22.992,,,,
1728,03/24/23 02:00:00 午後,22.992,,,,
1729,03/24/23 03:00:00 午後,23.064,,,,
1730,03/24/23 04:00:00 午後,23.016,,,,
1731,03/24/23 05:00:00 午後,23.04,,,,
1732,03/24/23 06:00:00 午後,23.016,,,,
1733,03/24/23 07:00:00 午後,23.016,,,,
1734,03/24/23 08:00:00 午後,22.992,,,,
1735,03/24/23 09:00:00 午後,22.992,,,,
1736,03/24/23 10:00:00 午後,22.992,,,,
1737,03/24/23 11:00:00 午後,22.992,,,,
1738,03/25/23 12:00:00 午前,22.92,,,,
1739,03/25/23 01:00:00 午前,22.609,,,,
1740,03/25/23 02:00:00 午前,22.681,,,,
1741,03/25/23 03:00:00 午前,22.705,,,,
1742,03/25/23 04:00:00 午前,22.729,,,,
1743,03/25/23 05:00:00 午前,22.705,,,,
1744,03/25/23 06:00:00 午前,22.729,,,,
1745,03/25/23 07:00:00 午前,22.753,,,,
1746,03/25/23 08:00:00 午前,22.776,,,,
1747,03/25/23 09:00:00 午前,22.776,,,,
1748,03/25/23 10:00:00 午前,22.8,,,,
1749,03/25/23 11:00:00 午前,22.776,,,,
1750,03/25/23 12:00:00 午後,22.776,,,,
1751,03/25/23 01:00:00 午後,22.657,,,,
1752,03/25/23 02:00:00 午後,22.681,,,,
1753,03/25/23 03:00:00 午後,22.729,,,,
1754,03/25/23 04:00:00 午後,22.824,,,,
1755,03/25/23 05:00:00 午後,22.824,,,,
1756,03/25/23 06:00:00 午後,22.848,,,,
1757,03/25/23 07:00:00 午後,22.824,,,,
1758,03/25/23 08:00:00 午後,22.872,,,,
1759,03/25/23 09:00:00 午後,22.872,,,,
1760,03/25/23 10:00:00 午後,22.872,,,,
1761,03/25/23 11:00:00 午後,22.872,,,,
1762,03/26/23 12:00:00 午前,22.824,,,,
1763,03/26/23 01:00:00 午前,22.633,,,,
1764,03/26/23 02:00:00 午前,22.705,,,,
1765,03/26/23 03:00:00 午前,22.753,,,,
1766,03/26/23 04:00:00 午前,22.776,,,,
1767,03/26/23 05:00:00 午前,22.8,,,,
1768,03/26/23 06:00:00 午前,22.8,,,,
1769,03/26/23 07:00:00 午前,22.824,,,,
1770,03/26/23 08:00:00 午前,22.824,,,,
1771,03/26/23 09:00:00 午前,22.824,,,,
1772,03/26/23 10:00:00 午前,22.824,,,,
1773,03/26/23 11:00:00 午前,22.657,,,,
1774,03/26/23 12:00:00 午後,22.753,,,,
1775,03/26/23 01:00:00 午後,22.537,,,,
1776,03/26/23 02:00:00 午後,22.729,,,,
1777,03/26/23 03:00:00 午後,22.489,,,,
1778,03/26/23 04:00:00 午後,22.274,,,,
1779,03/26/23 05:00:00 午後,22.393,,,,
1780,03/26/23 06:00:00 午後,22.058,,,,
1781,03/26/23 07:00:00 午後,22.011,,,,
1782,03/26/23 08:00:00 午後,22.489,,,,
1783,03/26/23 09:00:00 午後,22.393,,,,
1784,03/26/23 10:00:00 午後,22.393,,,,
1785,03/26/23 11:00:00 午後,22.369,,,,
1786,03/27/23 12:00:00 午前,22.369,,,,
1787,03/27/23 01:00:00 午前,21.915,,,,
1788,03/27/23 02:00:00 午前,21.652,,,,
1789,03/27/23 03:00:00 午前,21.628,,,,
1790,03/27/23 04:00:00 午前,21.413,,,,
1791,03/27/23 05:00:00 午前,21.581,,,,
1792,03/27/23 06:00:00 午前,21.772,,,,
1793,03/27/23 07:00:00 午前,21.891,,,,
1794,03/27/23 08:00:00 午前,21.987,,,,
1795,03/27/23 09:00:00 午前,22.082,,,,
1796,03/27/23 10:00:00 午前,22.106,,,,
1797,03/27/23 11:00:00 午前,22.082,,,,
1798,03/27/23 12:00:00 午後,22.178,,,,
1799,03/27/23 01:00:00 午後,22.274,,,,
1800,03/27/23 02:00:00 午後,21.915,,,,
1801,03/27/23 03:00:00 午後,21.795,,,,
1802,03/27/23 04:00:00 午後,21.724,,,,
1803,03/27/23 05:00:00 午後,21.557,,,,
1804,03/27/23 06:00:00 午後,21.963,,,,
1805,03/27/23 07:00:00 午後,22.13,,,,
1806,03/27/23 08:00:00 午後,22.321,,,,
1807,03/27/23 09:00:00 午後,22.441,,,,
1808,03/27/23 10:00:00 午後,22.537,,,,
1809,03/27/23 11:00:00 午後,22.537,,,,
1810,03/28/23 12:00:00 午前,22.537,,,,
1811,03/28/23 01:00:00 午前,21.795,,,,
1812,03/28/23 02:00:00 午前,21.676,,,,
1813,03/28/23 03:00:00 午前,21.867,,,,
1814,03/28/23 04:00:00 午前,22.13,,,,
1815,03/28/23 05:00:00 午前,22.489,,,,
1816,03/28/23 06:00:00 午前,22.561,,,,
1817,03/28/23 07:00:00 午前,22.561,,,,
1818,03/28/23 08:00:00 午前,22.585,,,,
1819,03/28/23 09:00:00 午前,22.609,,,,
1820,03/28/23 10:00:00 午前,22.657,,,,
1821,03/28/23 11:00:00 午前,22.657,,,,
1822,03/28/23 12:00:00 午後,22.657,,,,
1823,03/28/23 01:00:00 午後,22.657,,,,
1824,03/28/23 02:00:00 午後,22.609,,,,
1825,03/28/23 03:00:00 午後,22.633,,,,
1826,03/28/23 04:00:00 午後,22.657,,,,
1827,03/28/23 05:00:00 午後,22.681,,,,
1828,03/28/23 06:00:00 午後,22.705,,,,
1829,03/28/23 07:00:00 午後,22.753,,,,
1830,03/28/23 08:00:00 午後,22.776,,,,
1831,03/28/23 09:00:00 午後,22.776,,,,
1832,03/28/23 10:00:00 午後,22.753,,,,
1833,03/28/23 11:00:00 午後,22.705,,,,
1834,03/29/23 12:00:00 午前,22.633,,,,
1835,03/29/23 01:00:00 午前,22.609,,,,
1836,03/29/23 02:00:00 午前,22.585,,,,
1837,03/29/23 03:00:00 午前,22.585,,,,
1838,03/29/23 04:00:00 午前,22.585,,,,
1839,03/29/23 05:00:00 午前,22.609,,,,
1840,03/29/23 06:00:00 午前,22.609,,,,
1841,03/29/23 07:00:00 午前,22.585,,,,
1842,03/29/23 08:00:00 午前,22.585,,,,
1843,03/29/23 09:00:00 午前,22.585,,,,
1844,03/29/23 10:00:00 午前,22.585,,,,
1845,03/29/23 11:00:00 午前,22.609,,,,
1846,03/29/23 12:00:00 午後,22.657,,,,
1847,03/29/23 01:00:00 午後,22.729,,,,
1848,03/29/23 02:00:00 午後,22.776,,,,
1849,03/29/23 03:00:00 午後,22.8,,,,
1850,03/29/23 04:00:00 午後,22.8,,,,
1851,03/29/23 05:00:00 午後,22.441,,,,
1852,03/29/23 06:00:00 午後,22.465,,,,
1853,03/29/23 07:00:00 午後,22.537,,,,
1854,03/29/23 08:00:00 午後,22.585,,,,
1855,03/29/23 09:00:00 午後,22.633,,,,
1856,03/29/23 10:00:00 午後,22.657,,,,
1857,03/29/23 11:00:00 午後,22.681,,,,
1858,03/30/23 12:00:00 午前,22.657,,,,
1859,03/30/23 01:00:00 午前,22.681,,,,
1860,03/30/23 02:00:00 午前,22.681,,,,
1861,03/30/23 03:00:00 午前,22.681,,,,
1862,03/30/23 04:00:00 午前,22.681,,,,
1863,03/30/23 05:00:00 午前,22.633,,,,
1864,03/30/23 06:00:00 午前,22.633,,,,
1865,03/30/23 07:00:00 午前,22.609,,,,
1866,03/30/23 08:00:00 午前,22.585,,,,
1867,03/30/23 09:00:00 午前,22.561,,,,
1868,03/30/23 10:00:00 午前,22.537,,,,
1869,03/30/23 11:00:00 午前,22.537,,,,
1870,03/30/23 12:00:00 午後,22.537,,,,
1871,03/30/23 01:00:00 午後,22.537,,,,
1872,03/30/23 02:00:00 午後,22.489,,,,
1873,03/30/23 03:00:00 午後,22.513,,,,
1874,03/30/23 04:00:00 午後,22.489,,,,
1875,03/30/23 05:00:00 午後,22.513,,,,
1876,03/30/23 06:00:00 午後,22.489,,,,
1877,03/30/23 07:00:00 午後,22.489,,,,
1878,03/30/23 08:00:00 午後,22.537,,,,
1879,03/30/23 09:00:00 午後,22.513,,,,
1880,03/30/23 10:00:00 午後,22.513,,,,
1881,03/30/23 11:00:00 午後,22.513,,,,
1882,03/31/23 12:00:00 午前,22.465,,,,
1883,03/31/23 01:00:00 午前,22.393,,,,
1884,03/31/23 02:00:00 午前,22.298,,,,
1885,03/31/23 03:00:00 午前,22.321,,,,
1886,03/31/23 04:00:00 午前,22.298,,,,
1887,03/31/23 05:00:00 午前,22.345,,,,
1888,03/31/23 06:00:00 午前,22.345,,,,
1889,03/31/23 07:00:00 午前,22.345,,,,
1890,03/31/23 08:00:00 午前,22.345,,,,
1891,03/31/23 09:00:00 午前,22.345,,,,
1892,03/31/23 10:00:00 午前,22.345,,,,
1893,03/31/23 11:00:00 午前,22.345,,,,
1894,03/31/23 12:00:00 午後,22.345,,,,
1895,03/31/23 01:00:00 午後,22.345,,,,
1896,03/31/23 02:00:00 午後,22.345,,,,
1897,03/31/23 03:00:00 午後,22.321,,,,
1898,03/31/23 04:00:00 午後,22.321,,,,
1899,03/31/23 05:00:00 午後,22.321,,,,
1900,03/31/23 06:00:00 午後,22.298,,,,
1901,03/31/23 07:00:00 午後,22.298,,,,
1902,03/31/23 08:00:00 午後,22.274,,,,
1903,03/31/23 09:00:00 午後,21.867,,,,
1904,03/31/23 10:00:00 午後,21.867,,,,
1905,03/31/23 11:00:00 午後,21.867,,,,
1906,04/01/23 12:00:00 午前,21.772,,,,
1907,04/01/23 01:00:00 午前,21.461,,,,
1908,04/01/23 02:00:00 午前,21.533,,,,
1909,04/01/23 03:00:00 午前,21.366,,,,
1910,04/01/23 04:00:00 午前,21.557,,,,
1911,04/01/23 05:00:00 午前,21.772,,,,
1912,04/01/23 06:00:00 午前,21.7,,,,
1913,04/01/23 07:00:00 午前,21.7,,,,
1914,04/01/23 08:00:00 午前,21.748,,,,
1915,04/01/23 09:00:00 午前,21.867,,,,
1916,04/01/23 10:00:00 午前,21.891,,,,
1917,04/01/23 11:00:00 午前,21.987,,,,
1918,04/01/23 12:00:00 午後,22.13,,,,
1919,04/01/23 01:00:00 午後,22.178,,,,
1920,04/01/23 02:00:00 午後,22.202,,,,
1921,04/01/23 03:00:00 午後,22.298,,,,
1922,04/01/23 04:00:00 午後,22.321,,,,
1923,04/01/23 05:00:00 午後,22.345,,,,
1924,04/01/23 06:00:00 午後,22.321,,,,
1925,04/01/23 07:00:00 午後,22.321,,,,
1926,04/01/23 08:00:00 午後,22.321,,,,
1927,04/01/23 09:00:00 午後,22.321,,,,
1928,04/01/23 10:00:00 午後,22.321,,,,
1929,04/01/23 11:00:00 午後,22.226,,,,
1930,04/02/23 12:00:00 午前,22.13,,,,
1931,04/02/23 01:00:00 午前,22.202,,,,
1932,04/02/23 02:00:00 午前,22.106,,,,
1933,04/02/23 03:00:00 午前,22.082,,,,
1934,04/02/23 04:00:00 午前,22.13,,,,
1935,04/02/23 05:00:00 午前,22.202,,,,
1936,04/02/23 06:00:00 午前,22.202,,,,
1937,04/02/23 07:00:00 午前,22.202,,,,
1938,04/02/23 08:00:00 午前,22.226,,,,
1939,04/02/23 09:00:00 午前,22.226,,,,
1940,04/02/23 10:00:00 午前,22.226,,,,
1941,04/02/23 11:00:00 午前,22.226,,,,
1942,04/02/23 12:00:00 午後,22.226,,,,
1943,04/02/23 01:00:00 午後,22.25,,,,
1944,04/02/23 02:00:00 午後,22.274,,,,
1945,04/02/23 03:00:00 午後,22.274,,,,
1946,04/02/23 04:00:00 午後,22.274,,,,
1947,04/02/23 05:00:00 午後,22.298,,,,
1948,04/02/23 06:00:00 午後,22.298,,,,
1949,04/02/23 07:00:00 午後,22.298,,,,
1950,04/02/23 08:00:00 午後,22.321,,,,
1951,04/02/23 09:00:00 午後,22.345,,,,
1952,04/02/23 10:00:00 午後,22.345,,,,
1953,04/02/23 11:00:00 午後,22.345,,,,
1954,04/03/23 12:00:00 午前,22.369,,,,
1955,04/03/23 01:00:00 午前,22.345,,,,
1956,04/03/23 02:00:00 午前,22.369,,,,
1957,04/03/23 03:00:00 午前,22.345,,,,
1958,04/03/23 04:00:00 午前,22.369,,,,
1959,04/03/23 05:00:00 午前,22.369,,,,
1960,04/03/23 06:00:00 午前,22.393,,,,
1961,04/03/23 07:00:00 午前,22.393,,,,
1962,04/03/23 08:00:00 午前,22.393,,,,
1963,04/03/23 09:00:00 午前,22.369,,,,
1964,04/03/23 10:00:00 午前,22.345,,,,
1965,04/03/23 11:00:00 午前,22.369,,,,
1966,04/03/23 12:00:00 午後,22.369,,,,
1967,04/03/23 01:00:00 午後,22.321,,,,
1968,04/03/23 02:00:00 午後,22.345,,,,
1969,04/03/23 03:00:00 午後,22.369,,,,
1970,04/03/23 04:00:00 午後,22.369,,,,
1971,04/03/23 05:00:00 午後,22.369,,,,
1972,04/03/23 06:00:00 午後,22.369,,,,
1973,04/03/23 07:00:00 午後,22.345,,,,
1974,04/03/23 08:00:00 午後,22.369,,,,
1975,04/03/23 09:00:00 午後,22.369,,,,
1976,04/03/23 10:00:00 午後,22.345,,,,
1977,04/03/23 11:00:00 午後,22.369,,,,
1978,04/04/23 12:00:00 午前,22.345,,,,
1979,04/04/23 01:00:00 午前,22.345,,,,
1980,04/04/23 02:00:00 午前,22.345,,,,
1981,04/04/23 03:00:00 午前,22.345,,,,
1982,04/04/23 04:00:00 午前,22.441,,,,
1983,04/04/23 05:00:00 午前,22.465,,,,
1984,04/04/23 06:00:00 午前,22.489,,,,
