プロット タイトル: site14_spot082_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155712, SEN S/N: 21155712)",カプラー取り外し (LGR S/N: 21155712),カプラー取り付け (LGR S/N: 21155712),ホスト接続 (LGR S/N: 21155712),停止済み (LGR S/N: 21155712),ファイルの終わり (LGR S/N: 21155712)
1,11/11/23 08:00:00 午前,24.653,記録,,,,
2,11/11/23 09:00:00 午前,25.38,,,,,
3,11/11/23 10:00:00 午前,26.182,,,,,
4,11/11/23 11:00:00 午前,26.769,,,,,
5,11/11/23 12:00:00 午後,27.628,,,,,
6,11/11/23 01:00:00 午後,26.549,,,,,
7,11/11/23 02:00:00 午後,25.671,,,,,
8,11/11/23 03:00:00 午後,25.453,,,,,
9,11/11/23 04:00:00 午後,25.162,,,,,
10,11/11/23 05:00:00 午後,24.823,,,,,
11,11/11/23 06:00:00 午後,24.532,,,,,
12,11/11/23 07:00:00 午後,24.291,,,,,
13,11/11/23 08:00:00 午後,24.195,,,,,
14,11/11/23 09:00:00 午後,24.122,,,,,
15,11/11/23 10:00:00 午後,24.098,,,,,
16,11/11/23 11:00:00 午後,24.074,,,,,
17,11/12/23 12:00:00 午前,24.122,,,,,
18,11/12/23 01:00:00 午前,24.171,,,,,
19,11/12/23 02:00:00 午前,24.171,,,,,
20,11/12/23 03:00:00 午前,24.026,,,,,
21,11/12/23 04:00:00 午前,23.785,,,,,
22,11/12/23 05:00:00 午前,23.569,,,,,
23,11/12/23 06:00:00 午前,23.4,,,,,
24,11/12/23 07:00:00 午前,23.376,,,,,
25,11/12/23 08:00:00 午前,24.05,,,,,
26,11/12/23 09:00:00 午前,24.388,,,,,
27,11/12/23 10:00:00 午前,24.581,,,,,
28,11/12/23 11:00:00 午前,27.21,,,,,
29,11/12/23 12:00:00 午後,27.259,,,,,
30,11/12/23 01:00:00 午後,27.21,,,,,
31,11/12/23 02:00:00 午後,27.161,,,,,
32,11/12/23 03:00:00 午後,27.063,,,,,
33,11/12/23 04:00:00 午後,27.136,,,,,
34,11/12/23 05:00:00 午後,27.21,,,,,
35,11/12/23 06:00:00 午後,27.21,,,,,
36,11/12/23 07:00:00 午後,27.161,,,,,
37,11/12/23 08:00:00 午後,27.136,,,,,
38,11/12/23 09:00:00 午後,27.063,,,,,
39,11/12/23 10:00:00 午後,26.989,,,,,
40,11/12/23 11:00:00 午後,26.916,,,,,
41,11/13/23 12:00:00 午前,26.867,,,,,
42,11/13/23 01:00:00 午前,26.793,,,,,
43,11/13/23 02:00:00 午前,26.744,,,,,
44,11/13/23 03:00:00 午前,26.695,,,,,
45,11/13/23 04:00:00 午前,26.598,,,,,
46,11/13/23 05:00:00 午前,26.158,,,,,
47,11/13/23 06:00:00 午前,26.622,,,,,
48,11/13/23 07:00:00 午前,26.842,,,,,
49,11/13/23 08:00:00 午前,26.867,,,,,
50,11/13/23 09:00:00 午前,26.842,,,,,
51,11/13/23 10:00:00 午前,26.867,,,,,
52,11/13/23 11:00:00 午前,26.842,,,,,
53,11/13/23 12:00:00 午後,26.818,,,,,
54,11/13/23 01:00:00 午後,26.769,,,,,
55,11/13/23 02:00:00 午後,26.744,,,,,
56,11/13/23 03:00:00 午後,26.695,,,,,
57,11/13/23 04:00:00 午後,26.573,,,,,
58,11/13/23 05:00:00 午後,26.304,,,,,
59,11/13/23 06:00:00 午後,26.622,,,,,
60,11/13/23 07:00:00 午後,26.646,,,,,
61,11/13/23 08:00:00 午後,26.598,,,,,
62,11/13/23 09:00:00 午後,26.549,,,,,
63,11/13/23 10:00:00 午後,26.475,,,,,
64,11/13/23 11:00:00 午後,26.426,,,,,
65,11/14/23 12:00:00 午前,26.378,,,,,
66,11/14/23 01:00:00 午前,26.304,,,,,
67,11/14/23 02:00:00 午前,26.231,,,,,
68,11/14/23 03:00:00 午前,26.182,,,,,
69,11/14/23 04:00:00 午前,26.134,,,,,
70,11/14/23 05:00:00 午前,26.085,,,,,
71,11/14/23 06:00:00 午前,25.817,,,,,
72,11/14/23 07:00:00 午前,26.28,,,,,
73,11/14/23 08:00:00 午前,26.378,,,,,
74,11/14/23 09:00:00 午前,26.573,,,,,
75,11/14/23 10:00:00 午前,26.622,,,,,
76,11/14/23 11:00:00 午前,26.646,,,,,
77,11/14/23 12:00:00 午後,26.671,,,,,
78,11/14/23 01:00:00 午後,26.72,,,,,
79,11/14/23 02:00:00 午後,26.695,,,,,
80,11/14/23 03:00:00 午後,26.695,,,,,
81,11/14/23 04:00:00 午後,26.695,,,,,
82,11/14/23 05:00:00 午後,26.891,,,,,
83,11/14/23 06:00:00 午後,26.891,,,,,
84,11/14/23 07:00:00 午後,26.891,,,,,
85,11/14/23 08:00:00 午後,26.842,,,,,
86,11/14/23 09:00:00 午後,26.818,,,,,
