プロット タイトル: site20_spot014_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 11000860, SEN S/N: 11000860)",カプラー取り外し (LGR S/N: 11000860),カプラー取り付け (LGR S/N: 11000860),ホスト接続 (LGR S/N: 11000860),停止済み (LGR S/N: 11000860),ファイルの終わり (LGR S/N: 11000860)
1,10/21/23 09:00:00 午前,18.794,記録,,,,
2,10/21/23 10:00:00 午前,19.698,,,,,
3,10/21/23 11:00:00 午前,24.315,,,,,
4,10/21/23 12:00:00 午後,26.622,,,,,
5,10/21/23 01:00:00 午後,18.866,,,,,
6,10/21/23 02:00:00 午後,23.497,,,,,
7,10/21/23 03:00:00 午後,23.424,,,,,
8,10/21/23 04:00:00 午後,23.352,,,,,
9,10/21/23 05:00:00 午後,23.304,,,,,
10,10/21/23 06:00:00 午後,23.208,,,,,
11,10/21/23 07:00:00 午後,23.136,,,,,
12,10/21/23 08:00:00 午後,23.184,,,,,
13,10/21/23 09:00:00 午後,23.16,,,,,
14,10/21/23 10:00:00 午後,23.088,,,,,
15,10/21/23 11:00:00 午後,23.088,,,,,
16,10/22/23 12:00:00 午前,22.992,,,,,
17,10/22/23 01:00:00 午前,23.064,,,,,
18,10/22/23 02:00:00 午前,23.04,,,,,
19,10/22/23 03:00:00 午前,23.16,,,,,
20,10/22/23 04:00:00 午前,23.16,,,,,
21,10/22/23 05:00:00 午前,23.112,,,,,
22,10/22/23 06:00:00 午前,23.16,,,,,
23,10/22/23 07:00:00 午前,23.088,,,,,
24,10/22/23 08:00:00 午前,23.184,,,,,
25,10/22/23 09:00:00 午前,23.352,,,,,
26,10/22/23 10:00:00 午前,23.4,,,,,
27,10/22/23 11:00:00 午前,23.424,,,,,
28,10/22/23 12:00:00 午後,23.521,,,,,
29,10/22/23 01:00:00 午後,23.593,,,,,
30,10/22/23 02:00:00 午後,23.569,,,,,
31,10/22/23 03:00:00 午後,23.545,,,,,
32,10/22/23 04:00:00 午後,23.545,,,,,
33,10/22/23 05:00:00 午後,23.497,,,,,
34,10/22/23 06:00:00 午後,23.4,,,,,
35,10/22/23 07:00:00 午後,23.304,,,,,
36,10/22/23 08:00:00 午後,23.304,,,,,
37,10/22/23 09:00:00 午後,23.208,,,,,
38,10/22/23 10:00:00 午後,23.208,,,,,
39,10/22/23 11:00:00 午後,23.184,,,,,
40,10/23/23 12:00:00 午前,23.16,,,,,
41,10/23/23 01:00:00 午前,23.088,,,,,
42,10/23/23 02:00:00 午前,23.016,,,,,
43,10/23/23 03:00:00 午前,23.04,,,,,
44,10/23/23 04:00:00 午前,23.064,,,,,
45,10/23/23 05:00:00 午前,23.184,,,,,
46,10/23/23 06:00:00 午前,23.304,,,,,
47,10/23/23 07:00:00 午前,23.28,,,,,
48,10/23/23 08:00:00 午前,23.328,,,,,
49,10/23/23 09:00:00 午前,23.328,,,,,
50,10/23/23 10:00:00 午前,23.376,,,,,
51,10/23/23 11:00:00 午前,23.424,,,,,
52,10/23/23 12:00:00 午後,23.497,,,,,
53,10/23/23 01:00:00 午後,23.545,,,,,
54,10/23/23 02:00:00 午後,23.545,,,,,
55,10/23/23 03:00:00 午後,23.545,,,,,
56,10/23/23 04:00:00 午後,23.497,,,,,
57,10/23/23 05:00:00 午後,23.472,,,,,
58,10/23/23 06:00:00 午後,23.448,,,,,
59,10/23/23 07:00:00 午後,23.376,,,,,
60,10/23/23 08:00:00 午後,23.28,,,,,
61,10/23/23 09:00:00 午後,23.208,,,,,
62,10/23/23 10:00:00 午後,23.184,,,,,
63,10/23/23 11:00:00 午後,23.208,,,,,
64,10/24/23 12:00:00 午前,23.136,,,,,
65,10/24/23 01:00:00 午前,23.112,,,,,
66,10/24/23 02:00:00 午前,23.064,,,,,
67,10/24/23 03:00:00 午前,23.016,,,,,
68,10/24/23 04:00:00 午前,23.064,,,,,
69,10/24/23 05:00:00 午前,23.04,,,,,
70,10/24/23 06:00:00 午前,23.16,,,,,
71,10/24/23 07:00:00 午前,23.208,,,,,
72,10/24/23 08:00:00 午前,23.184,,,,,
73,10/24/23 09:00:00 午前,23.328,,,,,
74,10/24/23 10:00:00 午前,23.497,,,,,
75,10/24/23 11:00:00 午前,23.569,,,,,
76,10/24/23 12:00:00 午後,23.472,,,,,
77,10/24/23 01:00:00 午後,23.521,,,,,
78,10/24/23 02:00:00 午後,23.472,,,,,
79,10/24/23 03:00:00 午後,23.497,,,,,
80,10/24/23 04:00:00 午後,23.424,,,,,
81,10/24/23 05:00:00 午後,23.448,,,,,
82,10/24/23 06:00:00 午後,23.4,,,,,
83,10/24/23 07:00:00 午後,23.352,,,,,
84,10/24/23 08:00:00 午後,23.304,,,,,
85,10/24/23 09:00:00 午後,23.28,,,,,
86,10/24/23 10:00:00 午後,23.256,,,,,
87,10/24/23 11:00:00 午後,23.256,,,,,
88,10/25/23 12:00:00 午前,23.16,,,,,
89,10/25/23 01:00:00 午前,23.16,,,,,
90,10/25/23 02:00:00 午前,23.16,,,,,
91,10/25/23 03:00:00 午前,23.136,,,,,
92,10/25/23 04:00:00 午前,23.064,,,,,
93,10/25/23 05:00:00 午前,23.088,,,,,
94,10/25/23 06:00:00 午前,23.088,,,,,
95,10/25/23 07:00:00 午前,23.184,,,,,
96,10/25/23 08:00:00 午前,23.208,,,,,
97,10/25/23 09:00:00 午前,23.232,,,,,
98,10/25/23 10:00:00 午前,23.4,,,,,
99,10/25/23 11:00:00 午前,23.521,,,,,
100,10/25/23 12:00:00 午後,23.497,,,,,
101,10/25/23 01:00:00 午後,23.424,,,,,
102,10/25/23 02:00:00 午後,23.545,,,,,
103,10/25/23 03:00:00 午後,23.569,,,,,
104,10/25/23 04:00:00 午後,23.448,,,,,
105,10/25/23 05:00:00 午後,23.352,,,,,
106,10/25/23 06:00:00 午後,23.28,,,,,
107,10/25/23 07:00:00 午後,23.256,,,,,
108,10/25/23 08:00:00 午後,23.208,,,,,
109,10/25/23 09:00:00 午後,23.16,,,,,
110,10/25/23 10:00:00 午後,23.136,,,,,
111,10/25/23 11:00:00 午後,23.064,,,,,
112,10/26/23 12:00:00 午前,22.992,,,,,
113,10/26/23 01:00:00 午前,23.04,,,,,
114,10/26/23 02:00:00 午前,23.016,,,,,
115,10/26/23 03:00:00 午前,23.016,,,,,
116,10/26/23 04:00:00 午前,23.064,,,,,
117,10/26/23 05:00:00 午前,23.016,,,,,
118,10/26/23 06:00:00 午前,23.16,,,,,
119,10/26/23 07:00:00 午前,23.208,,,,,
120,10/26/23 08:00:00 午前,23.208,,,,,
121,10/26/23 09:00:00 午前,23.304,,,,,
122,10/26/23 10:00:00 午前,23.376,,,,,
123,10/26/23 11:00:00 午前,23.497,,,,,
124,10/26/23 12:00:00 午後,23.521,,,,,
125,10/26/23 01:00:00 午後,23.593,,,,,
126,10/26/23 02:00:00 午後,23.569,,,,,
127,10/26/23 03:00:00 午後,23.545,,,,,
128,10/26/23 04:00:00 午後,23.448,,,,,
129,10/26/23 05:00:00 午後,23.4,,,,,
130,10/26/23 06:00:00 午後,23.352,,,,,
131,10/26/23 07:00:00 午後,23.352,,,,,
132,10/26/23 08:00:00 午後,23.304,,,,,
133,10/26/23 09:00:00 午後,23.28,,,,,
134,10/26/23 10:00:00 午後,23.208,,,,,
135,10/26/23 11:00:00 午後,23.16,,,,,
136,10/27/23 12:00:00 午前,23.136,,,,,
137,10/27/23 01:00:00 午前,23.064,,,,,
138,10/27/23 02:00:00 午前,23.136,,,,,
139,10/27/23 03:00:00 午前,23.04,,,,,
140,10/27/23 04:00:00 午前,23.064,,,,,
141,10/27/23 05:00:00 午前,23.016,,,,,
142,10/27/23 06:00:00 午前,23.136,,,,,
143,10/27/23 07:00:00 午前,23.184,,,,,
144,10/27/23 08:00:00 午前,23.256,,,,,
145,10/27/23 09:00:00 午前,23.256,,,,,
146,10/27/23 10:00:00 午前,23.28,,,,,
147,10/27/23 11:00:00 午前,23.352,,,,,
148,10/27/23 12:00:00 午後,23.4,,,,,
149,10/27/23 01:00:00 午後,23.521,,,,,
150,10/27/23 02:00:00 午後,23.545,,,,,
151,10/27/23 03:00:00 午後,23.448,,,,,
152,10/27/23 04:00:00 午後,23.352,,,,,
153,10/27/23 05:00:00 午後,23.304,,,,,
154,10/27/23 06:00:00 午後,23.184,,,,,
155,10/27/23 07:00:00 午後,23.16,,,,,
156,10/27/23 08:00:00 午後,23.112,,,,,
157,10/27/23 09:00:00 午後,23.112,,,,,
158,10/27/23 10:00:00 午後,23.088,,,,,
159,10/27/23 11:00:00 午後,23.016,,,,,
160,10/28/23 12:00:00 午前,22.992,,,,,
161,10/28/23 01:00:00 午前,22.992,,,,,
162,10/28/23 02:00:00 午前,22.968,,,,,
163,10/28/23 03:00:00 午前,22.992,,,,,
164,10/28/23 04:00:00 午前,23.016,,,,,
165,10/28/23 05:00:00 午前,22.968,,,,,
166,10/28/23 06:00:00 午前,22.944,,,,,
167,10/28/23 07:00:00 午前,22.896,,,,,
168,10/28/23 08:00:00 午前,23.016,,,,,
169,10/28/23 09:00:00 午前,23.064,,,,,
170,10/28/23 10:00:00 午前,23.136,,,,,
171,10/28/23 11:00:00 午前,23.16,,,,,
172,10/28/23 12:00:00 午後,23.28,,,,,
173,10/28/23 01:00:00 午後,23.304,,,,,
174,10/28/23 02:00:00 午後,23.376,,,,,
175,10/28/23 03:00:00 午後,23.28,,,,,
176,10/28/23 04:00:00 午後,23.232,,,,,
177,10/28/23 05:00:00 午後,23.112,,,,,
178,10/28/23 06:00:00 午後,23.016,,,,,
179,10/28/23 07:00:00 午後,22.968,,,,,
180,10/28/23 08:00:00 午後,22.944,,,,,
181,10/28/23 09:00:00 午後,22.992,,,,,
182,10/28/23 10:00:00 午後,23.016,,,,,
183,10/28/23 11:00:00 午後,22.944,,,,,
184,10/29/23 12:00:00 午前,22.92,,,,,
185,10/29/23 01:00:00 午前,22.872,,,,,
186,10/29/23 02:00:00 午前,22.729,,,,,
187,10/29/23 03:00:00 午前,22.872,,,,,
188,10/29/23 04:00:00 午前,22.8,,,,,
189,10/29/23 05:00:00 午前,22.753,,,,,
190,10/29/23 06:00:00 午前,22.729,,,,,
191,10/29/23 07:00:00 午前,22.8,,,,,
192,10/29/23 08:00:00 午前,23.016,,,,,
193,10/29/23 09:00:00 午前,23.064,,,,,
194,10/29/23 10:00:00 午前,23.016,,,,,
195,10/29/23 11:00:00 午前,23.112,,,,,
196,10/29/23 12:00:00 午後,23.184,,,,,
197,10/29/23 01:00:00 午後,23.208,,,,,
198,10/29/23 02:00:00 午後,23.232,,,,,
199,10/29/23 03:00:00 午後,23.184,,,,,
200,10/29/23 04:00:00 午後,23.064,,,,,
201,10/29/23 05:00:00 午後,23.064,,,,,
202,10/29/23 06:00:00 午後,22.992,,,,,
203,10/29/23 07:00:00 午後,22.944,,,,,
204,10/29/23 08:00:00 午後,22.872,,,,,
205,10/29/23 09:00:00 午後,22.872,,,,,
206,10/29/23 10:00:00 午後,22.872,,,,,
207,10/29/23 11:00:00 午後,22.872,,,,,
208,10/30/23 12:00:00 午前,22.824,,,,,
209,10/30/23 01:00:00 午前,22.729,,,,,
210,10/30/23 02:00:00 午前,22.609,,,,,
211,10/30/23 03:00:00 午前,22.681,,,,,
212,10/30/23 04:00:00 午前,22.681,,,,,
213,10/30/23 05:00:00 午前,22.681,,,,,
214,10/30/23 06:00:00 午前,22.585,,,,,
215,10/30/23 07:00:00 午前,22.537,,,,,
216,10/30/23 08:00:00 午前,22.657,,,,,
217,10/30/23 09:00:00 午前,22.8,,,,,
218,10/30/23 10:00:00 午前,22.824,,,,,
219,10/30/23 11:00:00 午前,22.872,,,,,
220,10/30/23 12:00:00 午後,22.92,,,,,
221,10/30/23 01:00:00 午後,23.064,,,,,
222,10/30/23 02:00:00 午後,23.04,,,,,
223,10/30/23 03:00:00 午後,22.992,,,,,
224,10/30/23 04:00:00 午後,22.872,,,,,
225,10/30/23 05:00:00 午後,22.824,,,,,
226,10/30/23 06:00:00 午後,22.8,,,,,
227,10/30/23 07:00:00 午後,22.705,,,,,
228,10/30/23 08:00:00 午後,22.657,,,,,
229,10/30/23 09:00:00 午後,22.633,,,,,
230,10/30/23 10:00:00 午後,22.705,,,,,
231,10/30/23 11:00:00 午後,22.729,,,,,
232,10/31/23 12:00:00 午前,22.657,,,,,
233,10/31/23 01:00:00 午前,22.657,,,,,
234,10/31/23 02:00:00 午前,22.585,,,,,
235,10/31/23 03:00:00 午前,22.513,,,,,
236,10/31/23 04:00:00 午前,22.417,,,,,
237,10/31/23 05:00:00 午前,22.561,,,,,
238,10/31/23 06:00:00 午前,22.537,,,,,
239,10/31/23 07:00:00 午前,22.537,,,,,
240,10/31/23 08:00:00 午前,22.513,,,,,
241,10/31/23 09:00:00 午前,22.609,,,,,
242,10/31/23 10:00:00 午前,22.753,,,,,
243,10/31/23 11:00:00 午前,22.776,,,,,
244,10/31/23 12:00:00 午後,22.729,,,,,
245,10/31/23 01:00:00 午後,22.8,,,,,
246,10/31/23 02:00:00 午後,22.872,,,,,
247,10/31/23 03:00:00 午後,22.92,,,,,
248,10/31/23 04:00:00 午後,22.753,,,,,
249,10/31/23 05:00:00 午後,22.633,,,,,
250,10/31/23 06:00:00 午後,22.609,,,,,
251,10/31/23 07:00:00 午後,22.609,,,,,
252,10/31/23 08:00:00 午後,22.537,,,,,
253,10/31/23 09:00:00 午後,22.585,,,,,
254,10/31/23 10:00:00 午後,22.585,,,,,
255,10/31/23 11:00:00 午後,22.609,,,,,
256,11/01/23 12:00:00 午前,22.585,,,,,
257,11/01/23 01:00:00 午前,22.537,,,,,
258,11/01/23 02:00:00 午前,22.489,,,,,
259,11/01/23 03:00:00 午前,22.417,,,,,
260,11/01/23 04:00:00 午前,22.369,,,,,
261,11/01/23 05:00:00 午前,22.345,,,,,
262,11/01/23 06:00:00 午前,22.393,,,,,
263,11/01/23 07:00:00 午前,22.417,,,,,
264,11/01/23 08:00:00 午前,22.489,,,,,
265,11/01/23 09:00:00 午前,22.465,,,,,
266,11/01/23 10:00:00 午前,22.681,,,,,
267,11/01/23 11:00:00 午前,22.705,,,,,
268,11/01/23 12:00:00 午後,22.681,,,,,
269,11/01/23 01:00:00 午後,22.585,,,,,
270,11/01/23 02:00:00 午後,22.753,,,,,
271,11/01/23 03:00:00 午後,22.968,,,,,
272,11/01/23 04:00:00 午後,22.681,,,,,
273,11/01/23 05:00:00 午後,22.633,,,,,
274,11/01/23 06:00:00 午後,22.561,,,,,
275,11/01/23 07:00:00 午後,22.537,,,,,
276,11/01/23 08:00:00 午後,22.537,,,,,
277,11/01/23 09:00:00 午後,22.465,,,,,
278,11/01/23 10:00:00 午後,22.441,,,,,
279,11/01/23 11:00:00 午後,22.561,,,,,
280,11/02/23 12:00:00 午前,22.561,,,,,
281,11/02/23 01:00:00 午前,22.561,,,,,
282,11/02/23 02:00:00 午前,22.537,,,,,
283,11/02/23 03:00:00 午前,22.537,,,,,
284,11/02/23 04:00:00 午前,22.489,,,,,
285,11/02/23 05:00:00 午前,22.489,,,,,
286,11/02/23 06:00:00 午前,22.513,,,,,
287,11/02/23 07:00:00 午前,22.393,,,,,
288,11/02/23 08:00:00 午前,22.489,,,,,
289,11/02/23 09:00:00 午前,22.561,,,,,
290,11/02/23 10:00:00 午前,22.657,,,,,
291,11/02/23 11:00:00 午前,22.776,,,,,
292,11/02/23 12:00:00 午後,22.776,,,,,
293,11/02/23 01:00:00 午後,22.729,,,,,
294,11/02/23 02:00:00 午後,22.705,,,,,
295,11/02/23 03:00:00 午後,22.824,,,,,
296,11/02/23 04:00:00 午後,22.824,,,,,
297,11/02/23 05:00:00 午後,22.681,,,,,
298,11/02/23 06:00:00 午後,22.561,,,,,
299,11/02/23 07:00:00 午後,22.489,,,,,
300,11/02/23 08:00:00 午後,22.489,,,,,
301,11/02/23 09:00:00 午後,22.489,,,,,
302,11/02/23 10:00:00 午後,22.489,,,,,
303,11/02/23 11:00:00 午後,22.609,,,,,
304,11/03/23 12:00:00 午前,22.561,,,,,
305,11/03/23 01:00:00 午前,22.681,,,,,
306,11/03/23 02:00:00 午前,22.681,,,,,
307,11/03/23 03:00:00 午前,22.609,,,,,
308,11/03/23 04:00:00 午前,22.561,,,,,
309,11/03/23 05:00:00 午前,22.561,,,,,
310,11/03/23 06:00:00 午前,22.537,,,,,
311,11/03/23 07:00:00 午前,22.561,,,,,
312,11/03/23 08:00:00 午前,22.633,,,,,
313,11/03/23 09:00:00 午前,22.633,,,,,
314,11/03/23 10:00:00 午前,22.729,,,,,
315,11/03/23 11:00:00 午前,22.824,,,,,
316,11/03/23 12:00:00 午後,22.872,,,,,
317,11/03/23 01:00:00 午後,22.776,,,,,
318,11/03/23 02:00:00 午後,22.441,,,,,
319,11/03/23 03:00:00 午後,22.729,,,,,
320,11/03/23 04:00:00 午後,22.944,,,,,
321,11/03/23 05:00:00 午後,22.92,,,,,
322,11/03/23 06:00:00 午後,22.872,,,,,
323,11/03/23 07:00:00 午後,22.729,,,,,
324,11/03/23 08:00:00 午後,22.657,,,,,
325,11/03/23 09:00:00 午後,22.633,,,,,
326,11/03/23 10:00:00 午後,22.609,,,,,
327,11/03/23 11:00:00 午後,22.609,,,,,
328,11/04/23 12:00:00 午前,22.561,,,,,
329,11/04/23 01:00:00 午前,22.633,,,,,
330,11/04/23 02:00:00 午前,22.705,,,,,
331,11/04/23 03:00:00 午前,22.705,,,,,
332,11/04/23 04:00:00 午前,22.681,,,,,
333,11/04/23 05:00:00 午前,22.681,,,,,
334,11/04/23 06:00:00 午前,22.657,,,,,
335,11/04/23 07:00:00 午前,22.633,,,,,
336,11/04/23 08:00:00 午前,22.657,,,,,
337,11/04/23 09:00:00 午前,22.729,,,,,
338,11/04/23 10:00:00 午前,22.8,,,,,
339,11/04/23 11:00:00 午前,22.824,,,,,
340,11/04/23 12:00:00 午後,22.872,,,,,
341,11/04/23 01:00:00 午後,22.992,,,,,
342,11/04/23 02:00:00 午後,22.92,,,,,
343,11/04/23 03:00:00 午後,22.944,,,,,
344,11/04/23 04:00:00 午後,22.776,,,,,
345,11/04/23 05:00:00 午後,22.729,,,,,
346,11/04/23 06:00:00 午後,22.681,,,,,
347,11/04/23 07:00:00 午後,22.681,,,,,
348,11/04/23 08:00:00 午後,22.657,,,,,
349,11/04/23 09:00:00 午後,22.633,,,,,
350,11/04/23 10:00:00 午後,22.585,,,,,
351,11/04/23 11:00:00 午後,22.585,,,,,
352,11/05/23 12:00:00 午前,22.561,,,,,
353,11/05/23 01:00:00 午前,22.513,,,,,
354,11/05/23 02:00:00 午前,22.561,,,,,
355,11/05/23 03:00:00 午前,22.585,,,,,
356,11/05/23 04:00:00 午前,22.657,,,,,
357,11/05/23 05:00:00 午前,22.537,,,,,
358,11/05/23 06:00:00 午前,22.561,,,,,
359,11/05/23 07:00:00 午前,22.609,,,,,
360,11/05/23 08:00:00 午前,22.681,,,,,
361,11/05/23 09:00:00 午前,22.776,,,,,
362,11/05/23 10:00:00 午前,22.848,,,,,
363,11/05/23 11:00:00 午前,22.848,,,,,
364,11/05/23 12:00:00 午後,22.968,,,,,
365,11/05/23 01:00:00 午後,22.968,,,,,
366,11/05/23 02:00:00 午後,22.92,,,,,
367,11/05/23 03:00:00 午後,22.968,,,,,
368,11/05/23 04:00:00 午後,22.944,,,,,
369,11/05/23 05:00:00 午後,22.92,,,,,
370,11/05/23 06:00:00 午後,22.8,,,,,
371,11/05/23 07:00:00 午後,22.681,,,,,
372,11/05/23 08:00:00 午後,22.633,,,,,
373,11/05/23 09:00:00 午後,22.657,,,,,
374,11/05/23 10:00:00 午後,22.633,,,,,
375,11/05/23 11:00:00 午後,22.609,,,,,
376,11/06/23 12:00:00 午前,22.633,,,,,
377,11/06/23 01:00:00 午前,22.705,,,,,
378,11/06/23 02:00:00 午前,22.753,,,,,
379,11/06/23 03:00:00 午前,22.776,,,,,
380,11/06/23 04:00:00 午前,22.776,,,,,
381,11/06/23 05:00:00 午前,22.729,,,,,
382,11/06/23 06:00:00 午前,22.705,,,,,
383,11/06/23 07:00:00 午前,22.753,,,,,
384,11/06/23 08:00:00 午前,22.729,,,,,
