プロット タイトル: site12_spot040_2021,,,,,,,,
#,日付,"時間, GMT+09:00","温度, °C (LGR S/N: 20291302, SEN S/N: 20291302)",カプラー取り外し (LGR S/N: 20291302),カプラー取り付け (LGR S/N: 20291302),ホスト接続 (LGR S/N: 20291302),停止済み (LGR S/N: 20291302),ファイルの終わり (LGR S/N: 20291302)
1,2020/12/17,12:00:00,20.96,記録,,,,
2,2020/12/17,12:30:00,21.175,,,,,
3,2020/12/17,13:00:00,21.437,,,,,
4,2020/12/17,13:30:00,21.437,,,,,
5,2020/12/17,14:00:00,21.485,,,,,
6,2020/12/17,14:30:00,21.342,,,,,
7,2020/12/17,15:00:00,21.652,,,,,
8,2020/12/17,15:30:00,21.509,,,,,
9,2020/12/17,16:00:00,21.557,,,,,
10,2020/12/17,16:30:00,21.628,,,,,
11,2020/12/17,17:00:00,21.056,,,,,
12,2020/12/17,17:30:00,20.936,,,,,
13,2020/12/17,18:00:00,21.772,,,,,
14,2020/12/17,18:30:00,22.465,,,,,
15,2020/12/17,19:00:00,22.657,,,,,
16,2020/12/17,19:30:00,22.776,,,,,
17,2020/12/17,20:00:00,22.848,,,,,
18,2020/12/17,20:30:00,22.896,,,,,
19,2020/12/17,21:00:00,22.896,,,,,
20,2020/12/17,21:30:00,22.848,,,,,
21,2020/12/17,22:00:00,22.729,,,,,
22,2020/12/17,22:30:00,22.441,,,,,
23,2020/12/17,23:00:00,22.345,,,,,
24,2020/12/17,23:30:00,22.321,,,,,
25,2020/12/18,0:00:00,22.321,,,,,
26,2020/12/18,0:30:00,22.345,,,,,
27,2020/12/18,1:00:00,22.369,,,,,
28,2020/12/18,1:30:00,22.369,,,,,
29,2020/12/18,2:00:00,22.321,,,,,
30,2020/12/18,2:30:00,22.274,,,,,
31,2020/12/18,3:00:00,22.25,,,,,
32,2020/12/18,3:30:00,22.202,,,,,
33,2020/12/18,4:00:00,22.178,,,,,
34,2020/12/18,4:30:00,22.106,,,,,
35,2020/12/18,5:00:00,22.082,,,,,
36,2020/12/18,5:30:00,22.058,,,,,
37,2020/12/18,6:00:00,22.058,,,,,
38,2020/12/18,6:30:00,22.011,,,,,
39,2020/12/18,7:00:00,21.987,,,,,
40,2020/12/18,7:30:00,22.011,,,,,
41,2020/12/18,8:00:00,22.298,,,,,
42,2020/12/18,8:30:00,22.872,,,,,
43,2020/12/18,9:00:00,23.304,,,,,
44,2020/12/18,9:30:00,23.497,,,,,
45,2020/12/18,10:00:00,23.641,,,,,
46,2020/12/18,10:30:00,23.761,,,,,
47,2020/12/18,11:00:00,23.93,,,,,
48,2020/12/18,11:30:00,24.074,,,,,
49,2020/12/18,12:00:00,24.219,,,,,
50,2020/12/18,12:30:00,24.363,,,,,
51,2020/12/18,13:00:00,24.171,,,,,
52,2020/12/18,13:30:00,24.388,,,,,
53,2020/12/18,14:00:00,24.074,,,,,
54,2020/12/18,14:30:00,23.978,,,,,
55,2020/12/18,15:00:00,24.026,,,,,
56,2020/12/18,15:30:00,24.098,,,,,
57,2020/12/18,16:00:00,24.074,,,,,
58,2020/12/18,16:30:00,24.05,,,,,
59,2020/12/18,17:00:00,24.098,,,,,
60,2020/12/18,17:30:00,24.195,,,,,
61,2020/12/18,18:00:00,24.291,,,,,
62,2020/12/18,18:30:00,23.93,,,,,
63,2020/12/18,19:00:00,23.785,,,,,
64,2020/12/18,19:30:00,23.737,,,,,
65,2020/12/18,20:00:00,23.689,,,,,
66,2020/12/18,20:30:00,23.689,,,,,
67,2020/12/18,21:00:00,23.665,,,,,
68,2020/12/18,21:30:00,23.617,,,,,
69,2020/12/18,22:00:00,23.569,,,,,
70,2020/12/18,22:30:00,23.497,,,,,
71,2020/12/18,23:00:00,23.472,,,,,
72,2020/12/18,23:30:00,23.448,,,,,
73,2020/12/19,0:00:00,23.424,,,,,
74,2020/12/19,0:30:00,23.424,,,,,
75,2020/12/19,1:00:00,23.4,,,,,
76,2020/12/19,1:30:00,23.376,,,,,
77,2020/12/19,2:00:00,23.352,,,,,
78,2020/12/19,2:30:00,23.304,,,,,
79,2020/12/19,3:00:00,23.28,,,,,
80,2020/12/19,3:30:00,23.28,,,,,
81,2020/12/19,4:00:00,23.256,,,,,
82,2020/12/19,4:30:00,23.256,,,,,
83,2020/12/19,5:00:00,23.28,,,,,
84,2020/12/19,5:30:00,23.28,,,,,
85,2020/12/19,6:00:00,23.064,,,,,
86,2020/12/19,6:30:00,23.064,,,,,
87,2020/12/19,7:00:00,23.088,,,,,
88,2020/12/19,7:30:00,23.016,,,,,
89,2020/12/19,8:00:00,22.992,,,,,
90,2020/12/19,8:30:00,22.705,,,,,
91,2020/12/19,9:00:00,23.064,,,,,
92,2020/12/19,9:30:00,23.184,,,,,
93,2020/12/19,10:00:00,23.28,,,,,
94,2020/12/19,10:30:00,23.304,,,,,
95,2020/12/19,11:00:00,23.328,,,,,
96,2020/12/19,11:30:00,23.376,,,,,
97,2020/12/19,12:00:00,23.256,,,,,
98,2020/12/19,12:30:00,23.256,,,,,
99,2020/12/19,13:00:00,23.232,,,,,
100,2020/12/19,13:30:00,23.232,,,,,
101,2020/12/19,14:00:00,23.136,,,,,
102,2020/12/19,14:30:00,23.088,,,,,
103,2020/12/19,15:00:00,23.04,,,,,
104,2020/12/19,15:30:00,23.016,,,,,
105,2020/12/19,16:00:00,23.016,,,,,
106,2020/12/19,16:30:00,22.968,,,,,
107,2020/12/19,17:00:00,22.848,,,,,
108,2020/12/19,17:30:00,22.776,,,,,
109,2020/12/19,18:00:00,22.776,,,,,
110,2020/12/19,18:30:00,22.753,,,,,
111,2020/12/19,19:00:00,22.585,,,,,
112,2020/12/19,19:30:00,22.8,,,,,
113,2020/12/19,20:00:00,22.944,,,,,
114,2020/12/19,20:30:00,23.016,,,,,
115,2020/12/19,21:00:00,23.04,,,,,
116,2020/12/19,21:30:00,23.04,,,,,
117,2020/12/19,22:00:00,23.04,,,,,
118,2020/12/19,22:30:00,23.064,,,,,
119,2020/12/19,23:00:00,22.992,,,,,
120,2020/12/19,23:30:00,22.944,,,,,
121,2020/12/20,0:00:00,22.92,,,,,
122,2020/12/20,0:30:00,22.92,,,,,
123,2020/12/20,1:00:00,22.729,,,,,
124,2020/12/20,1:30:00,22.824,,,,,
125,2020/12/20,2:00:00,22.848,,,,,
126,2020/12/20,2:30:00,22.8,,,,,
127,2020/12/20,3:00:00,22.753,,,,,
128,2020/12/20,3:30:00,22.609,,,,,
129,2020/12/20,4:00:00,22.489,,,,,
130,2020/12/20,4:30:00,22.321,,,,,
131,2020/12/20,5:00:00,22.25,,,,,
132,2020/12/20,5:30:00,22.154,,,,,
133,2020/12/20,6:00:00,21.939,,,,,
134,2020/12/20,6:30:00,21.867,,,,,
135,2020/12/20,7:00:00,21.939,,,,,
136,2020/12/20,7:30:00,22.058,,,,,
