プロット タイトル: site12_spot040_2020,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054373, SEN S/N: 20054373)",カプラー取り外し (LGR S/N: 20054373),ファイルの終わり (LGR S/N: 20054373)
570,10/21/19 12:00:00 午後,24.653,,
571,10/21/19 12:00:00 午後,24.726,,
572,10/21/19 12:00:00 午後,25.089,,
573,10/21/19 12:00:00 午後,25.113,,
574,10/21/19 12:00:00 午後,25.162,,
575,10/21/19 12:00:00 午後,25.137,,
576,10/21/19 12:00:00 午後,24.944,,
577,10/21/19 12:00:00 午後,25.016,,
578,10/21/19 12:00:00 午後,25.307,,
579,10/21/19 12:00:00 午後,25.38,,
580,10/21/19 12:00:00 午後,25.137,,
581,10/21/19 12:00:00 午後,24.508,,
582,10/21/19 12:00:00 午後,24.653,,
583,10/21/19 12:00:00 午後,25.089,,
584,10/21/19 12:00:00 午後,25.065,,
585,10/21/19 12:00:00 午後,25.04,,
586,10/21/19 12:00:00 午後,24.847,,
587,10/21/19 12:00:00 午後,24.629,,
588,10/21/19 12:00:00 午後,24.267,,
589,10/21/19 12:00:00 午後,24.267,,
590,10/21/19 12:00:00 午後,24.243,,
591,10/21/19 12:00:00 午後,24.026,,
592,10/21/19 12:00:00 午後,23.881,,
593,10/21/19 12:00:00 午後,23.761,,
594,10/21/19 12:00:00 午後,23.737,,
595,10/21/19 12:00:00 午後,24.171,,
596,10/21/19 12:00:00 午後,25.113,,
597,10/21/19 12:00:00 午後,25.21,,
598,10/21/19 12:00:00 午後,25.258,,
599,10/21/19 12:00:00 午後,25.258,,
600,10/21/19 12:00:00 午後,24.919,,
601,10/21/19 12:00:00 午後,24.653,,
602,10/21/19 12:00:00 午後,24.944,,
603,10/21/19 12:00:00 午後,25.331,,
604,10/21/19 12:00:00 午後,25.331,,
605,10/21/19 12:00:00 午後,24.774,,
606,10/21/19 12:00:00 午後,25.428,,
607,10/21/19 12:00:00 午後,25.574,,
608,10/21/19 12:00:00 午後,25.525,,
609,10/21/19 12:00:00 午後,25.477,,
610,10/21/19 12:00:00 午後,25.453,,
611,10/21/19 12:00:00 午後,25.162,,
612,10/21/19 12:00:00 午後,25.04,,
613,10/21/19 12:00:00 午後,24.992,,
614,10/21/19 12:00:00 午後,24.895,,
615,10/21/19 12:00:00 午後,24.726,,
616,10/21/19 12:00:00 午後,24.532,,
617,10/21/19 12:00:00 午後,24.412,,
618,10/21/19 12:00:00 午後,24.291,,
619,10/21/19 12:00:00 午後,24.122,,
620,10/21/19 12:00:00 午後,25.065,,
621,10/21/19 12:00:00 午後,25.453,,
622,10/21/19 12:00:00 午後,25.598,,
623,10/21/19 12:00:00 午後,25.768,,
624,10/21/19 12:00:00 午後,25.987,,
625,10/21/19 12:00:00 午後,25.914,,
626,10/21/19 12:00:00 午後,25.89,,
627,10/21/19 12:00:00 午後,25.623,,
628,10/21/19 12:00:00 午後,25.477,,
629,10/21/19 12:00:00 午後,25.355,,
630,10/21/19 12:00:00 午後,25.939,,
631,10/21/19 12:00:00 午後,25.914,,
632,10/21/19 12:00:00 午後,25.744,,
633,10/21/19 12:00:00 午後,25.695,,
634,10/21/19 12:00:00 午後,25.671,,
635,10/21/19 12:00:00 午後,25.55,,
636,10/21/19 12:00:00 午後,25.428,,
637,10/21/19 12:00:00 午後,25.38,,
638,10/21/19 12:00:00 午後,25.331,,
639,10/21/19 12:00:00 午後,25.307,,
640,10/21/19 12:00:00 午後,25.234,,
641,10/21/19 12:00:00 午後,25.162,,
642,10/21/19 12:00:00 午後,25.113,,
643,10/21/19 12:00:00 午後,25.089,,
644,10/21/19 12:00:00 午後,24.968,,
645,10/21/19 12:00:00 午後,25.477,,
646,10/21/19 12:00:00 午後,25.671,,
647,10/21/19 12:00:00 午後,25.695,,
648,10/21/19 12:00:00 午後,25.695,,
649,10/21/19 12:00:00 午後,25.72,,
650,10/21/19 12:00:00 午後,25.939,,
651,10/21/19 12:00:00 午後,25.987,,
652,10/21/19 12:00:00 午後,26.182,,
653,10/21/19 12:00:00 午後,26.158,,
654,10/21/19 12:00:00 午後,26.012,,
655,10/21/19 12:00:00 午後,25.817,,
656,10/21/19 12:00:00 午後,25.768,,
657,10/21/19 12:00:00 午後,25.768,,
658,10/21/19 12:00:00 午後,25.768,,
659,10/21/19 12:00:00 午後,25.72,,
660,10/21/19 12:00:00 午後,25.671,,
661,10/21/19 12:00:00 午後,25.623,,
662,10/21/19 12:00:00 午後,25.598,,
663,10/21/19 12:00:00 午後,25.574,,
664,10/21/19 12:00:00 午後,25.574,,
665,10/21/19 12:00:00 午後,25.55,,
666,10/21/19 12:00:00 午後,25.525,,
667,10/21/19 12:00:00 午後,25.477,,
668,10/21/19 12:00:00 午後,25.525,,
669,10/21/19 12:00:00 午後,25.574,,
670,10/21/19 12:00:00 午後,25.72,,
671,10/21/19 12:00:00 午後,25.89,,
672,10/21/19 12:00:00 午後,25.89,,
673,10/21/19 12:00:00 午後,25.866,,
674,10/21/19 12:00:00 午後,25.817,,
675,10/21/19 12:00:00 午後,25.841,,
676,10/21/19 12:00:00 午後,25.89,,
677,10/21/19 12:00:00 午後,25.841,,
678,10/21/19 12:00:00 午後,25.768,,
679,10/21/19 12:00:00 午後,25.525,,
680,10/21/19 12:00:00 午後,25.477,,
681,10/21/19 12:00:00 午後,25.477,,
682,10/21/19 12:00:00 午後,25.477,,
683,10/21/19 12:00:00 午後,25.453,,
684,10/21/19 12:00:00 午後,25.38,,
685,10/21/19 12:00:00 午後,25.331,,
686,10/21/19 12:00:00 午後,25.21,,
687,10/21/19 12:00:00 午後,25.04,,
688,10/21/19 12:00:00 午後,24.871,,
689,10/21/19 12:00:00 午後,24.605,,
690,10/21/19 12:00:00 午後,24.436,,
691,10/21/19 12:00:00 午後,24.267,,
692,10/21/19 12:00:00 午後,24.146,,
693,10/21/19 12:00:00 午後,24.315,,
694,10/21/19 12:00:00 午後,23.93,,
695,10/21/19 12:00:00 午後,24.871,,
696,10/21/19 12:00:00 午後,25.065,,
697,10/21/19 12:00:00 午後,25.113,,
698,10/21/19 12:00:00 午後,25.137,,
699,10/21/19 12:00:00 午後,25.113,,
700,10/21/19 12:00:00 午後,24.944,,
701,10/21/19 12:00:00 午後,24.605,,
702,10/21/19 12:00:00 午後,24.46,,
703,10/21/19 12:00:00 午後,24.195,,
704,10/21/19 12:00:00 午後,24.267,,
705,10/21/19 12:00:00 午後,24.436,,
706,10/21/19 12:00:00 午後,24.653,,
707,10/21/19 12:00:00 午後,24.653,,
708,10/21/19 12:00:00 午後,24.605,,
709,10/21/19 12:00:00 午後,24.339,,
710,10/21/19 12:00:00 午後,24.339,,
711,10/21/19 12:00:00 午後,24.363,,
712,10/21/19 12:00:00 午後,24.171,,
713,10/21/19 12:00:00 午後,24.002,,
714,10/21/19 12:00:00 午後,23.905,,
715,10/21/19 12:00:00 午後,23.641,,
716,10/21/19 12:00:00 午後,23.665,,
717,10/21/19 12:00:00 午後,23.376,,
718,10/21/19 12:00:00 午後,23.833,,
719,10/21/19 12:00:00 午後,23.497,,
720,10/21/19 12:00:00 午後,24.436,,
721,10/21/19 12:00:00 午後,24.992,,
722,10/21/19 12:00:00 午後,25.016,,
723,10/21/19 12:00:00 午後,24.895,,
724,10/21/19 12:00:00 午後,24.653,,
725,10/21/19 12:00:00 午後,24.677,,
726,10/21/19 12:00:00 午後,24.46,,
727,10/21/19 12:00:00 午後,24.315,,
728,10/21/19 12:00:00 午後,24.195,,
729,10/21/19 12:00:00 午後,24.339,,
730,10/21/19 12:00:00 午後,24.581,,
731,10/21/19 12:00:00 午後,24.653,,
732,10/21/19 12:00:00 午後,24.702,,
733,10/21/19 12:00:00 午後,24.677,,
734,10/21/19 12:00:00 午後,24.508,,
735,10/21/19 12:00:00 午後,24.46,,
736,10/21/19 12:00:00 午後,24.339,,
737,10/21/19 12:00:00 午後,24.315,,
738,10/21/19 12:00:00 午後,24.267,,
739,10/21/19 12:00:00 午後,24.171,,
740,10/21/19 12:00:00 午後,24.098,,
741,10/21/19 12:00:00 午後,24.146,,
742,10/21/19 12:00:00 午後,24.291,,
743,10/21/19 12:00:00 午後,24.291,,
744,10/21/19 12:00:00 午後,24.436,,
745,10/21/19 12:00:00 午後,24.968,,
746,10/21/19 12:00:00 午後,25.04,,
747,10/21/19 12:00:00 午後,25.04,,
748,10/21/19 12:00:00 午後,25.089,,
749,10/21/19 12:00:00 午後,25.186,,
750,10/21/19 12:00:00 午後,25.162,,
751,10/21/19 12:00:00 午後,25.186,,
752,10/21/19 12:00:00 午後,25.186,,
753,10/21/19 12:00:00 午後,25.186,,
754,10/21/19 12:00:00 午後,25.21,,
755,10/21/19 12:00:00 午後,25.21,,
756,10/21/19 12:00:00 午後,25.186,,
757,10/21/19 12:00:00 午後,25.162,,
758,10/21/19 12:00:00 午後,25.113,,
759,10/21/19 12:00:00 午後,25.089,,
760,10/21/19 12:00:00 午後,25.065,,
761,10/21/19 12:00:00 午後,25.04,,
762,10/21/19 12:00:00 午後,25.065,,
763,10/21/19 12:00:00 午後,25.065,,
764,10/21/19 12:00:00 午後,25.04,,
765,10/21/19 12:00:00 午後,25.016,,
766,10/21/19 12:00:00 午後,25.04,,
767,10/21/19 12:00:00 午後,25.137,,
768,10/21/19 12:00:00 午後,25.186,,
769,10/21/19 12:00:00 午後,25.21,,
770,10/21/19 12:00:00 午後,25.234,,
771,10/21/19 12:00:00 午後,25.186,,
772,10/21/19 12:00:00 午後,25.186,,
773,10/21/19 12:00:00 午後,25.21,,
774,10/21/19 12:00:00 午後,25.186,,
775,10/21/19 12:00:00 午後,25.162,,
776,10/21/19 12:00:00 午後,25.113,,
777,10/21/19 12:00:00 午後,25.089,,
778,10/21/19 12:00:00 午後,25.065,,
779,10/21/19 12:00:00 午後,25.065,,
780,10/21/19 12:00:00 午後,25.089,,
781,10/21/19 12:00:00 午後,25.089,,
782,10/21/19 12:00:00 午後,25.113,,
783,10/21/19 12:00:00 午後,25.137,,
784,10/21/19 12:00:00 午後,25.113,,
785,10/21/19 12:00:00 午後,25.089,,
786,10/21/19 12:00:00 午後,25.089,,
787,10/21/19 12:00:00 午後,25.065,,
788,10/21/19 12:00:00 午後,25.065,,
789,10/21/19 12:00:00 午後,25.04,,
790,10/21/19 12:00:00 午後,25.21,,
791,10/21/19 12:00:00 午後,25.234,,
792,10/21/19 12:00:00 午後,25.428,,
793,10/21/19 12:00:00 午後,25.695,,
794,10/21/19 12:00:00 午後,26.256,,
795,10/21/19 12:00:00 午後,25.963,,
796,10/21/19 12:00:00 午後,25.72,,
797,10/21/19 12:00:00 午後,25.647,,
798,10/21/19 12:00:00 午後,25.55,,
799,10/21/19 12:00:00 午後,25.574,,
800,10/21/19 12:00:00 午後,25.623,,
801,10/21/19 12:00:00 午後,25.866,,
802,10/21/19 12:00:00 午後,25.841,,
803,10/21/19 12:00:00 午後,25.866,,
804,10/21/19 12:00:00 午後,25.841,,
805,10/21/19 12:00:00 午後,25.841,,
806,10/21/19 12:00:00 午後,25.744,,
807,10/21/19 12:00:00 午後,25.162,,
808,10/21/19 12:00:00 午後,25.186,,
809,10/21/19 12:00:00 午後,25.186,,
810,10/21/19 12:00:00 午後,25.162,,
811,10/21/19 12:00:00 午後,25.162,,
812,10/21/19 12:00:00 午後,25.137,,
813,10/21/19 12:00:00 午後,25.186,,
814,10/21/19 12:00:00 午後,25.307,,
815,10/21/19 12:00:00 午後,25.477,,
816,10/21/19 12:00:00 午後,25.744,,
817,10/21/19 12:00:00 午後,25.768,,
818,10/21/19 12:00:00 午後,25.89,,
819,10/21/19 12:00:00 午後,25.987,,
820,10/21/19 12:00:00 午後,25.574,,
821,10/21/19 12:00:00 午後,25.38,,
822,10/21/19 12:00:00 午後,25.283,,
823,10/21/19 12:00:00 午後,25.234,,
824,10/21/19 12:00:00 午後,25.258,,
825,10/21/19 12:00:00 午後,25.574,,
826,10/21/19 12:00:00 午後,25.55,,
827,10/21/19 12:00:00 午後,25.55,,
828,10/21/19 12:00:00 午後,25.525,,
829,10/21/19 12:00:00 午後,25.525,,
830,10/21/19 12:00:00 午後,25.525,,
831,10/21/19 12:00:00 午後,25.404,,
832,10/21/19 12:00:00 午後,24.992,,
833,10/21/19 12:00:00 午後,25.016,,
834,10/21/19 12:00:00 午後,25.089,,
835,10/21/19 12:00:00 午後,25.065,,
836,10/21/19 12:00:00 午後,25.016,,
837,10/21/19 12:00:00 午後,24.992,,
838,10/21/19 12:00:00 午後,24.798,,
839,10/21/19 12:00:00 午後,24.605,,
840,10/21/19 12:00:00 午後,24.653,,
841,10/21/19 12:00:00 午後,24.629,,
842,10/21/19 12:00:00 午後,24.702,,
843,10/21/19 12:00:00 午後,24.653,,
844,10/21/19 12:00:00 午後,25.113,,
845,10/21/19 12:00:00 午後,25.089,,
846,10/21/19 12:00:00 午後,25.04,,
847,10/21/19 12:00:00 午後,24.919,,
848,10/21/19 12:00:00 午後,24.798,,
849,10/21/19 12:00:00 午後,24.702,,
850,10/21/19 12:00:00 午後,24.532,,
851,10/21/19 12:00:00 午後,24.412,,
852,10/21/19 12:00:00 午後,24.267,,
853,10/21/19 12:00:00 午後,24.074,,
854,10/21/19 12:00:00 午後,23.954,,
855,10/21/19 12:00:00 午後,23.833,,
856,10/21/19 12:00:00 午後,23.881,,
857,10/21/19 12:00:00 午後,23.713,,
858,10/21/19 12:00:00 午後,24.436,,
859,10/21/19 12:00:00 午後,24.677,,
860,10/21/19 12:00:00 午後,24.726,,
861,10/21/19 12:00:00 午後,24.653,,
862,10/21/19 12:00:00 午後,24.243,,
863,10/21/19 12:00:00 午後,24.098,,
864,10/21/19 12:00:00 午後,24.219,,
865,10/21/19 12:00:00 午後,24.291,,
866,10/21/19 12:00:00 午後,24.243,,
867,10/21/19 12:00:00 午後,24.219,,
868,10/21/19 12:00:00 午後,23.376,,
869,10/21/19 12:00:00 午後,24.702,,
870,10/21/19 12:00:00 午後,24.75,,
871,10/21/19 12:00:00 午後,24.726,,
872,10/21/19 12:00:00 午後,24.702,,
873,10/21/19 12:00:00 午後,24.508,,
874,10/21/19 12:00:00 午後,24.388,,
875,10/21/19 12:00:00 午後,24.291,,
876,10/21/19 12:00:00 午後,24.195,,
877,10/21/19 12:00:00 午後,24.098,,
878,10/21/19 12:00:00 午後,24.098,,
879,10/21/19 12:00:00 午後,24.002,,
880,10/21/19 12:00:00 午後,23.881,,
881,10/21/19 12:00:00 午後,23.809,,
882,10/21/19 12:00:00 午後,23.881,,
883,10/21/19 12:00:00 午後,24.798,,
884,10/21/19 12:00:00 午後,24.871,,
885,10/21/19 12:00:00 午後,24.774,,
886,10/21/19 12:00:00 午後,24.605,,
887,10/21/19 12:00:00 午後,24.726,,
888,10/21/19 12:00:00 午後,24.944,,
889,10/21/19 12:00:00 午後,25.016,,
890,10/21/19 12:00:00 午後,25.04,,
891,10/21/19 12:00:00 午後,25.016,,
892,10/21/19 12:00:00 午後,25.04,,
893,10/21/19 12:00:00 午後,25.016,,
894,10/21/19 12:00:00 午後,25.04,,
895,10/21/19 12:00:00 午後,25.04,,
896,10/21/19 12:00:00 午後,25.016,,
897,10/21/19 12:00:00 午後,24.968,,
898,10/21/19 12:00:00 午後,24.823,,
899,10/21/19 12:00:00 午後,24.798,,
900,10/21/19 12:00:00 午後,24.726,,
901,10/21/19 12:00:00 午後,24.629,,
902,10/21/19 12:00:00 午後,24.46,,
903,10/21/19 12:00:00 午後,24.436,,
904,10/21/19 12:00:00 午後,24.195,,
905,10/21/19 12:00:00 午後,24.122,,
906,10/21/19 12:00:00 午後,24.026,,
907,10/21/19 12:00:00 午後,23.809,,
908,10/21/19 12:00:00 午後,24.798,,
909,10/21/19 12:00:00 午後,24.871,,
910,10/21/19 12:00:00 午後,24.944,,
911,10/21/19 12:00:00 午後,24.871,,
912,10/21/19 12:00:00 午後,24.944,,
913,10/21/19 12:00:00 午後,24.605,,
914,10/21/19 12:00:00 午後,24.847,,
915,10/21/19 12:00:00 午後,24.46,,
916,10/21/19 12:00:00 午後,24.195,,
917,10/21/19 12:00:00 午後,23.954,,
918,10/21/19 12:00:00 午後,24.557,,
919,10/21/19 12:00:00 午後,24.605,,
920,10/21/19 12:00:00 午後,24.605,,
921,10/21/19 12:00:00 午後,24.532,,
922,10/21/19 12:00:00 午後,24.412,,
923,10/21/19 12:00:00 午後,24.122,,
924,10/21/19 12:00:00 午後,24.098,,
925,10/21/19 12:00:00 午後,24.122,,
926,10/21/19 12:00:00 午後,23.978,,
927,10/21/19 12:00:00 午後,23.785,,
928,10/21/19 12:00:00 午後,23.569,,
929,10/21/19 12:00:00 午後,23.4,,
930,10/21/19 12:00:00 午後,23.4,,
931,10/21/19 12:00:00 午後,23.232,,
932,10/21/19 12:00:00 午後,23.905,,
933,10/21/19 12:00:00 午後,24.629,,
934,10/21/19 12:00:00 午後,24.847,,
935,10/21/19 12:00:00 午後,24.871,,
936,10/21/19 12:00:00 午後,24.871,,
937,10/21/19 12:00:00 午後,24.992,,
938,10/21/19 12:00:00 午後,25.38,,
939,10/21/19 12:00:00 午後,25.38,,
940,10/21/19 12:00:00 午後,25.234,,
941,10/21/19 12:00:00 午後,25.307,,
942,10/21/19 12:00:00 午後,25.089,,
943,10/21/19 12:00:00 午後,24.992,,
944,10/21/19 12:00:00 午後,24.944,,
945,10/21/19 12:00:00 午後,24.919,,
946,10/21/19 12:00:00 午後,24.919,,
947,10/21/19 12:00:00 午後,24.847,,
948,10/21/19 12:00:00 午後,24.75,,
949,10/21/19 12:00:00 午後,24.629,,
950,10/21/19 12:00:00 午後,24.436,,
951,10/21/19 12:00:00 午後,24.219,,
952,10/21/19 12:00:00 午後,23.954,,
953,10/21/19 12:00:00 午後,23.713,,
954,10/21/19 12:00:00 午後,23.472,,
955,10/21/19 12:00:00 午後,22.848,,
956,10/21/19 12:00:00 午後,24.363,,
957,10/21/19 12:00:00 午後,24.653,,
958,10/21/19 12:00:00 午後,24.726,,
959,10/21/19 12:00:00 午後,24.895,,
960,10/21/19 12:00:00 午後,25.162,,
961,10/21/19 12:00:00 午後,25.453,,
962,10/21/19 12:00:00 午後,25.647,,
963,10/21/19 12:00:00 午後,25.72,,
964,10/21/19 12:00:00 午後,25.623,,
965,10/21/19 12:00:00 午後,25.404,,
966,10/21/19 12:00:00 午後,25.186,,
967,10/21/19 12:00:00 午後,25.113,,
968,10/21/19 12:00:00 午後,25.065,,
969,10/21/19 12:00:00 午後,25.065,,
970,10/21/19 12:00:00 午後,25.089,,
971,10/21/19 12:00:00 午後,25.089,,
972,10/21/19 12:00:00 午後,25.016,,
973,10/21/19 12:00:00 午後,25.016,,
974,10/21/19 12:00:00 午後,24.919,,
975,10/21/19 12:00:00 午後,24.823,,
976,10/21/19 12:00:00 午後,24.653,,
977,10/21/19 12:00:00 午後,24.508,,
978,10/21/19 12:00:00 午後,24.363,,
979,10/21/19 12:00:00 午後,24.291,,
980,10/21/19 12:00:00 午後,23.833,,
981,10/21/19 12:00:00 午後,24.847,,
982,10/21/19 12:00:00 午後,25.089,,
983,10/21/19 12:00:00 午後,25.21,,
984,10/21/19 12:00:00 午後,25.234,,
985,10/21/19 12:00:00 午後,25.355,,
986,10/21/19 12:00:00 午後,25.307,,
987,10/21/19 12:00:00 午後,25.428,,
988,10/21/19 12:00:00 午後,25.768,,
989,10/21/19 12:00:00 午後,25.525,,
990,10/21/19 12:00:00 午後,25.355,,
991,10/21/19 12:00:00 午後,25.307,,
992,10/21/19 12:00:00 午後,25.283,,
993,10/21/19 12:00:00 午後,25.283,,
994,10/21/19 12:00:00 午後,25.234,,
995,10/21/19 12:00:00 午後,25.186,,
996,10/21/19 12:00:00 午後,25.186,,
997,10/21/19 12:00:00 午後,25.186,,
998,10/21/19 12:00:00 午後,25.162,,
999,10/21/19 12:00:00 午後,25.113,,
1000,10/21/19 12:00:00 午後,25.089,,
1001,10/21/19 12:00:00 午後,24.992,,
1002,10/21/19 12:00:00 午後,24.774,,
1003,10/21/19 12:00:00 午後,24.653,,
1004,10/21/19 12:00:00 午後,24.363,,
1005,10/21/19 12:00:00 午後,24.774,,
1006,10/21/19 12:00:00 午後,25.113,,
1007,10/21/19 12:00:00 午後,25.089,,
1008,10/21/19 12:00:00 午後,25.016,,
1009,10/21/19 12:00:00 午後,24.944,,
1010,10/21/19 12:00:00 午後,25.016,,
1011,10/21/19 12:00:00 午後,24.823,,
1012,10/21/19 12:00:00 午後,24.726,,
1013,10/21/19 12:00:00 午後,24.508,,
1014,10/21/19 12:00:00 午後,24.605,,
1015,10/21/19 12:00:00 午後,24.677,,
1016,10/21/19 12:00:00 午後,24.798,,
1017,10/21/19 12:00:00 午後,24.798,,
1018,10/21/19 12:00:00 午後,24.702,,
1019,10/21/19 12:00:00 午後,24.653,,
1020,10/21/19 12:00:00 午後,24.557,,
1021,10/21/19 12:00:00 午後,24.219,,
1022,10/21/19 12:00:00 午後,24.002,,
1023,10/21/19 12:00:00 午後,24.026,,
1024,10/21/19 12:00:00 午後,23.954,,
1025,10/21/19 12:00:00 午後,24.098,,
1026,10/21/19 12:00:00 午後,24.026,,
1027,10/21/19 12:00:00 午後,23.785,,
1028,10/21/19 12:00:00 午後,23.641,,
1029,10/21/19 12:00:00 午後,23.16,,
1030,10/21/19 12:00:00 午後,23.905,,
1031,10/21/19 12:00:00 午後,24.653,,
1032,10/21/19 12:00:00 午後,24.774,,
1033,10/21/19 12:00:00 午後,24.75,,
1034,10/21/19 12:00:00 午後,24.532,,
1035,10/21/19 12:00:00 午後,24.629,,
1036,10/21/19 12:00:00 午後,24.46,,
1037,10/21/19 12:00:00 午後,24.508,,
1038,10/21/19 12:00:00 午後,24.388,,
1039,10/21/19 12:00:00 午後,24.315,,
1040,10/21/19 12:00:00 午後,24.388,,
1041,10/21/19 12:00:00 午後,24.46,,
1042,10/21/19 12:00:00 午後,24.532,,
1043,10/21/19 12:00:00 午後,24.532,,
1044,10/21/19 12:00:00 午後,24.532,,
1045,10/21/19 12:00:00 午後,24.581,,
1046,10/21/19 12:00:00 午後,24.484,,
1047,10/21/19 12:00:00 午後,24.46,,
1048,10/21/19 12:00:00 午後,24.532,,
1049,10/21/19 12:00:00 午後,24.532,,
1050,10/21/19 12:00:00 午後,24.436,,
1051,10/21/19 12:00:00 午後,24.339,,
1052,10/21/19 12:00:00 午後,24.195,,
1053,10/21/19 12:00:00 午後,23.93,,
1054,10/21/19 12:00:00 午後,23.954,,
1055,10/21/19 12:00:00 午後,24.339,,
1056,10/21/19 12:00:00 午後,24.532,,
1057,10/21/19 12:00:00 午後,24.605,,
1058,10/21/19 12:00:00 午後,24.605,,
1059,10/21/19 12:00:00 午後,24.605,,
1060,10/21/19 12:00:00 午後,24.508,,
1061,10/21/19 12:00:00 午後,24.484,,
1062,10/21/19 12:00:00 午後,24.412,,
1063,10/21/19 12:00:00 午後,24.339,,
1064,10/21/19 12:00:00 午後,24.339,,
1065,10/21/19 12:00:00 午後,24.363,,
1066,10/21/19 12:00:00 午後,24.484,,
1067,10/21/19 12:00:00 午後,24.605,,
1068,10/21/19 12:00:00 午後,24.605,,
1069,10/21/19 12:00:00 午後,24.557,,
1070,10/21/19 12:00:00 午後,24.484,,
1071,10/21/19 12:00:00 午後,24.291,,
1072,10/21/19 12:00:00 午後,24.291,,
1073,10/21/19 12:00:00 午後,24.195,,
1074,10/21/19 12:00:00 午後,24.171,,
1075,10/21/19 12:00:00 午後,24.146,,
1076,10/21/19 12:00:00 午後,24.122,,
1077,10/21/19 12:00:00 午後,24.05,,
1078,10/21/19 12:00:00 午後,23.881,,
1079,10/21/19 12:00:00 午後,23.737,,
1080,10/21/19 12:00:00 午後,24.171,,
1081,10/21/19 12:00:00 午後,24.436,,
1082,10/21/19 12:00:00 午後,24.46,,
1083,10/21/19 12:00:00 午後,24.388,,
1084,10/21/19 12:00:00 午後,24.388,,
1085,10/21/19 12:00:00 午後,24.388,,
1086,10/21/19 12:00:00 午後,24.267,,
1087,10/21/19 12:00:00 午後,24.074,,
1088,10/21/19 12:00:00 午後,24.098,,
1089,10/21/19 12:00:00 午後,24.122,,
1090,10/21/19 12:00:00 午後,24.219,,
1091,10/21/19 12:00:00 午後,24.339,,
1092,10/21/19 12:00:00 午後,24.363,,
1093,10/21/19 12:00:00 午後,24.46,,
1094,10/21/19 12:00:00 午後,24.46,,
1095,10/21/19 12:00:00 午後,24.412,,
1096,10/21/19 12:00:00 午後,24.436,,
1097,10/21/19 12:00:00 午後,24.171,,
1098,10/21/19 12:00:00 午後,24.146,,
1099,10/21/19 12:00:00 午後,24.171,,
1100,10/21/19 12:00:00 午後,24.098,,
1101,10/21/19 12:00:00 午後,24.05,,
1102,10/21/19 12:00:00 午後,24.122,,
1103,10/21/19 12:00:00 午後,24.219,,
1104,10/21/19 12:00:00 午後,24.267,,
1105,10/21/19 12:00:00 午後,24.267,,
1106,10/21/19 12:00:00 午後,24.195,,
1107,10/21/19 12:00:00 午後,24.098,,
1108,10/21/19 12:00:00 午後,24.05,,
1109,10/21/19 12:00:00 午後,24.122,,
1110,10/21/19 12:00:00 午後,24.074,,
1111,10/21/19 12:00:00 午後,23.905,,
1112,10/21/19 12:00:00 午後,23.905,,
1113,10/21/19 12:00:00 午後,23.833,,
1114,10/21/19 12:00:00 午後,23.881,,
1115,10/21/19 12:00:00 午後,23.857,,
1116,10/21/19 12:00:00 午後,23.833,,
1117,10/21/19 12:00:00 午後,23.881,,
1118,10/21/19 12:00:00 午後,23.881,,
1119,10/21/19 12:00:00 午後,23.954,,
1120,10/21/19 12:00:00 午後,23.785,,
1121,10/21/19 12:00:00 午後,23.857,,
1122,10/21/19 12:00:00 午後,23.857,,
1123,10/21/19 12:00:00 午後,23.809,,
1124,10/21/19 12:00:00 午後,23.617,,
1125,10/21/19 12:00:00 午後,23.593,,
1126,10/21/19 12:00:00 午後,23.665,,
1127,10/21/19 12:00:00 午後,23.521,,
1128,10/21/19 12:00:00 午後,23.665,,
1129,10/21/19 12:00:00 午後,23.93,,
1130,10/21/19 12:00:00 午後,24.026,,
1131,10/21/19 12:00:00 午後,23.978,,
1132,10/21/19 12:00:00 午後,24.026,,
1133,10/21/19 12:00:00 午後,23.881,,
1134,10/21/19 12:00:00 午後,23.833,,
1135,10/21/19 12:00:00 午後,23.809,,
1136,10/21/19 12:00:00 午後,23.665,,
1137,10/21/19 12:00:00 午後,23.593,,
1138,10/21/19 12:00:00 午後,23.4,,
1139,10/21/19 12:00:00 午後,23.328,,
1140,10/21/19 12:00:00 午後,23.232,,
1141,10/21/19 12:00:00 午後,23.112,,
1142,10/21/19 12:00:00 午後,23.28,,
1143,10/21/19 12:00:00 午後,23.593,,
1144,10/21/19 12:00:00 午後,23.857,,
1145,10/21/19 12:00:00 午後,24.026,,
1146,10/21/19 12:00:00 午後,24.098,,
1147,10/21/19 12:00:00 午後,23.978,,
1148,10/21/19 12:00:00 午後,23.881,,
1149,10/21/19 12:00:00 午後,23.809,,
1150,10/21/19 12:00:00 午後,23.689,,
1151,10/21/19 12:00:00 午後,23.833,,
1152,10/21/19 12:00:00 午後,24.098,,
