プロット タイトル: site19_spot001_2022,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21011416, SEN S/N: 21011416)",カプラー取り外し (LGR S/N: 21011416),カプラー取り付け (LGR S/N: 21011416),停止済み (LGR S/N: 21011416),ファイルの終わり (LGR S/N: 21011416)
1608,01/03/22 06:46:15 午前,16.177,,,,
1609,01/03/22 07:46:15 午前,16.249,,,,
1610,01/03/22 08:46:15 午前,16.296,,,,
1611,01/03/22 09:46:15 午前,16.344,,,,
1612,01/03/22 10:46:15 午前,16.368,,,,
1613,01/03/22 11:46:15 午前,16.415,,,,
1614,01/03/22 12:46:15 午後,16.415,,,,
1615,01/03/22 01:46:15 午後,16.463,,,,
1616,01/03/22 02:46:15 午後,16.487,,,,
1617,01/03/22 03:46:15 午後,16.534,,,,
1618,01/03/22 04:46:15 午後,16.582,,,,
1619,01/03/22 05:46:15 午後,16.606,,,,
1620,01/03/22 06:46:15 午後,16.606,,,,
1621,01/03/22 07:46:15 午後,16.582,,,,
1622,01/03/22 08:46:15 午後,16.582,,,,
1623,01/03/22 09:46:15 午後,16.582,,,,
1624,01/03/22 10:46:15 午後,16.534,,,,
1625,01/03/22 11:46:15 午後,16.511,,,,
1626,01/04/22 12:46:15 午前,16.439,,,,
1627,01/04/22 01:46:15 午前,16.392,,,,
1628,01/04/22 02:46:15 午前,16.32,,,,
1629,01/04/22 03:46:15 午前,16.177,,,,
1630,01/04/22 04:46:15 午前,16.082,,,,
1631,01/04/22 05:46:15 午前,16.01,,,,
1632,01/04/22 06:46:15 午前,15.843,,,,
1633,01/04/22 07:46:15 午前,15.7,,,,
1634,01/04/22 08:46:15 午前,15.676,,,,
1635,01/04/22 09:46:15 午前,15.676,,,,
1636,01/04/22 10:46:15 午前,15.7,,,,
1637,01/04/22 11:46:15 午前,15.7,,,,
1638,01/04/22 12:46:15 午後,15.772,,,,
1639,01/04/22 01:46:15 午後,15.796,,,,
1640,01/04/22 02:46:15 午後,15.748,,,,
1641,01/04/22 03:46:15 午後,15.7,,,,
1642,01/04/22 04:46:15 午後,15.724,,,,
1643,01/04/22 05:46:15 午後,15.819,,,,
1644,01/04/22 06:46:15 午後,15.986,,,,
1645,01/04/22 07:46:15 午後,16.106,,,,
1646,01/04/22 08:46:15 午後,16.201,,,,
1647,01/04/22 09:46:15 午後,16.249,,,,
1648,01/04/22 10:46:15 午後,16.296,,,,
1649,01/04/22 11:46:15 午後,16.32,,,,
1650,01/05/22 12:46:15 午前,16.249,,,,
1651,01/05/22 01:46:15 午前,16.153,,,,
1652,01/05/22 02:46:15 午前,16.129,,,,
1653,01/05/22 03:46:15 午前,16.201,,,,
1654,01/05/22 04:46:15 午前,16.272,,,,
1655,01/05/22 05:46:15 午前,16.32,,,,
1656,01/05/22 06:46:15 午前,16.296,,,,
1657,01/05/22 07:46:15 午前,16.201,,,,
1658,01/05/22 08:46:15 午前,16.153,,,,
1659,01/05/22 09:46:15 午前,16.153,,,,
1660,01/05/22 10:46:15 午前,16.129,,,,
1661,01/05/22 11:46:15 午前,16.058,,,,
1662,01/05/22 12:46:15 午後,15.986,,,,
1663,01/05/22 01:46:15 午後,15.963,,,,
1664,01/05/22 02:46:15 午後,15.939,,,,
1665,01/05/22 03:46:15 午後,15.963,,,,
1666,01/05/22 04:46:15 午後,15.986,,,,
1667,01/05/22 05:46:15 午後,16.01,,,,
1668,01/05/22 06:46:15 午後,16.034,,,,
1669,01/05/22 07:46:15 午後,16.058,,,,
1670,01/05/22 08:46:15 午後,16.058,,,,
1671,01/05/22 09:46:15 午後,16.058,,,,
1672,01/05/22 10:46:15 午後,16.034,,,,
1673,01/05/22 11:46:15 午後,15.963,,,,
1674,01/06/22 12:46:15 午前,15.915,,,,
1675,01/06/22 01:46:15 午前,15.867,,,,
1676,01/06/22 02:46:15 午前,15.843,,,,
1677,01/06/22 03:46:15 午前,15.819,,,,
1678,01/06/22 04:46:15 午前,15.796,,,,
1679,01/06/22 05:46:15 午前,15.796,,,,
1680,01/06/22 06:46:15 午前,15.796,,,,
1681,01/06/22 07:46:15 午前,15.796,,,,
1682,01/06/22 08:46:15 午前,15.772,,,,
1683,01/06/22 09:46:15 午前,15.748,,,,
1684,01/06/22 10:46:15 午前,15.748,,,,
1685,01/06/22 11:46:15 午前,15.748,,,,
1686,01/06/22 12:46:15 午後,15.748,,,,
1687,01/06/22 01:46:15 午後,15.724,,,,
1688,01/06/22 02:46:15 午後,15.652,,,,
1689,01/06/22 03:46:15 午後,15.557,,,,
1690,01/06/22 04:46:15 午後,15.557,,,,
1691,01/06/22 05:46:15 午後,15.629,,,,
1692,01/06/22 06:46:15 午後,15.652,,,,
1693,01/06/22 07:46:15 午後,15.676,,,,
1694,01/06/22 08:46:15 午後,15.7,,,,
1695,01/06/22 09:46:15 午後,15.724,,,,
1696,01/06/22 10:46:15 午後,15.724,,,,
1697,01/06/22 11:46:15 午後,15.7,,,,
1698,01/07/22 12:46:15 午前,15.676,,,,
1699,01/07/22 01:46:15 午前,15.605,,,,
1700,01/07/22 02:46:15 午前,15.557,,,,
1701,01/07/22 03:46:15 午前,15.581,,,,
1702,01/07/22 04:46:15 午前,15.605,,,,
1703,01/07/22 05:46:15 午前,15.629,,,,
1704,01/07/22 06:46:15 午前,15.652,,,,
1705,01/07/22 07:46:15 午前,15.629,,,,
1706,01/07/22 08:46:15 午前,15.629,,,,
1707,01/07/22 09:46:15 午前,15.676,,,,
1708,01/07/22 10:46:15 午前,15.7,,,,
1709,01/07/22 11:46:15 午前,15.724,,,,
1710,01/07/22 12:46:15 午後,15.748,,,,
1711,01/07/22 01:46:15 午後,15.772,,,,
1712,01/07/22 02:46:15 午後,15.796,,,,
1713,01/07/22 03:46:15 午後,15.819,,,,
1714,01/07/22 04:46:15 午後,15.867,,,,
1715,01/07/22 05:46:15 午後,15.891,,,,
1716,01/07/22 06:46:15 午後,15.867,,,,
1717,01/07/22 07:46:15 午後,15.867,,,,
1718,01/07/22 08:46:15 午後,15.819,,,,
1719,01/07/22 09:46:15 午後,15.748,,,,
1720,01/07/22 10:46:15 午後,15.7,,,,
1721,01/07/22 11:46:15 午後,15.676,,,,
1722,01/08/22 12:46:15 午前,15.652,,,,
1723,01/08/22 01:46:15 午前,15.605,,,,
1724,01/08/22 02:46:15 午前,15.581,,,,
1725,01/08/22 03:46:15 午前,15.557,,,,
1726,01/08/22 04:46:15 午前,15.533,,,,
1727,01/08/22 05:46:15 午前,15.533,,,,
1728,01/08/22 06:46:15 午前,15.557,,,,
1729,01/08/22 07:46:15 午前,15.605,,,,
1730,01/08/22 08:46:15 午前,15.605,,,,
1731,01/08/22 09:46:15 午前,15.629,,,,
1732,01/08/22 10:46:15 午前,15.629,,,,
1733,01/08/22 11:46:15 午前,15.629,,,,
1734,01/08/22 12:46:15 午後,15.652,,,,
1735,01/08/22 01:46:15 午後,15.7,,,,
1736,01/08/22 02:46:15 午後,15.724,,,,
1737,01/08/22 03:46:15 午後,15.652,,,,
1738,01/08/22 04:46:15 午後,15.748,,,,
1739,01/08/22 05:46:15 午後,15.963,,,,
1740,01/08/22 06:46:15 午後,16.129,,,,
1741,01/08/22 07:46:15 午後,16.249,,,,
1742,01/08/22 08:46:15 午後,16.32,,,,
1743,01/08/22 09:46:15 午後,16.32,,,,
1744,01/08/22 10:46:15 午後,16.32,,,,
1745,01/08/22 11:46:15 午後,16.32,,,,
1746,01/09/22 12:46:15 午前,16.296,,,,
1747,01/09/22 01:46:15 午前,16.272,,,,
1748,01/09/22 02:46:15 午前,16.225,,,,
1749,01/09/22 03:46:15 午前,16.177,,,,
1750,01/09/22 04:46:15 午前,16.129,,,,
1751,01/09/22 05:46:15 午前,16.058,,,,
1752,01/09/22 06:46:15 午前,16.034,,,,
1753,01/09/22 07:46:15 午前,16.01,,,,
1754,01/09/22 08:46:15 午前,15.986,,,,
1755,01/09/22 09:46:15 午前,15.915,,,,
1756,01/09/22 10:46:15 午前,15.772,,,,
1757,01/09/22 11:46:15 午前,15.629,,,,
1758,01/09/22 12:46:15 午後,15.438,,,,
1759,01/09/22 01:46:15 午後,15.342,,,,
1760,01/09/22 02:46:15 午後,15.342,,,,
1761,01/09/22 03:46:15 午後,15.414,,,,
1762,01/09/22 04:46:15 午後,15.581,,,,
1763,01/09/22 05:46:15 午後,15.7,,,,
1764,01/09/22 06:46:15 午後,15.772,,,,
1765,01/09/22 07:46:15 午後,15.819,,,,
1766,01/09/22 08:46:15 午後,15.843,,,,
1767,01/09/22 09:46:15 午後,15.867,,,,
1768,01/09/22 10:46:15 午後,15.867,,,,
1769,01/09/22 11:46:15 午後,15.891,,,,
1770,01/10/22 12:46:15 午前,15.891,,,,
1771,01/10/22 01:46:15 午前,15.891,,,,
1772,01/10/22 02:46:15 午前,15.891,,,,
1773,01/10/22 03:46:15 午前,15.867,,,,
1774,01/10/22 04:46:15 午前,15.819,,,,
1775,01/10/22 05:46:15 午前,15.796,,,,
1776,01/10/22 06:46:15 午前,15.796,,,,
1777,01/10/22 07:46:15 午前,15.796,,,,
1778,01/10/22 08:46:15 午前,15.796,,,,
1779,01/10/22 09:46:15 午前,15.796,,,,
1780,01/10/22 10:46:15 午前,15.772,,,,
1781,01/10/22 11:46:15 午前,15.7,,,,
1782,01/10/22 12:46:15 午後,15.676,,,,
1783,01/10/22 01:46:15 午後,15.7,,,,
1784,01/10/22 02:46:15 午後,15.724,,,,
1785,01/10/22 03:46:15 午後,15.748,,,,
1786,01/10/22 04:46:15 午後,15.748,,,,
1787,01/10/22 05:46:15 午後,15.7,,,,
1788,01/10/22 06:46:15 午後,15.629,,,,
1789,01/10/22 07:46:15 午後,15.533,,,,
1790,01/10/22 08:46:15 午後,15.461,,,,
1791,01/10/22 09:46:15 午後,15.414,,,,
1792,01/10/22 10:46:15 午後,15.366,,,,
1793,01/10/22 11:46:15 午後,15.342,,,,
1794,01/11/22 12:46:15 午前,15.294,,,,
1795,01/11/22 01:46:15 午前,15.247,,,,
1796,01/11/22 02:46:15 午前,15.223,,,,
1797,01/11/22 03:46:15 午前,15.175,,,,
1798,01/11/22 04:46:15 午前,15.151,,,,
1799,01/11/22 05:46:15 午前,15.127,,,,
1800,01/11/22 06:46:15 午前,15.127,,,,
1801,01/11/22 07:46:15 午前,15.103,,,,
1802,01/11/22 08:46:15 午前,15.103,,,,
1803,01/11/22 09:46:15 午前,15.079,,,,
1804,01/11/22 10:46:15 午前,15.055,,,,
1805,01/11/22 11:46:15 午前,15.008,,,,
1806,01/11/22 12:46:15 午後,15.008,,,,
1807,01/11/22 01:46:15 午後,15.031,,,,
1808,01/11/22 02:46:15 午後,15.079,,,,
1809,01/11/22 03:46:15 午後,15.103,,,,
1810,01/11/22 04:46:15 午後,15.127,,,,
1811,01/11/22 05:46:15 午後,15.151,,,,
1812,01/11/22 06:46:15 午後,15.151,,,,
1813,01/11/22 07:46:15 午後,15.127,,,,
1814,01/11/22 08:46:15 午後,15.103,,,,
1815,01/11/22 09:46:15 午後,15.031,,,,
1816,01/11/22 10:46:15 午後,14.912,,,,
1817,01/11/22 11:46:15 午後,14.768,,,,
1818,01/12/22 12:46:15 午前,14.625,,,,
1819,01/12/22 01:46:15 午前,14.553,,,,
1820,01/12/22 02:46:15 午前,14.481,,,,
1821,01/12/22 03:46:15 午前,14.385,,,,
1822,01/12/22 04:46:15 午前,14.29,,,,
1823,01/12/22 05:46:15 午前,14.194,,,,
1824,01/12/22 06:46:15 午前,14.17,,,,
1825,01/12/22 07:46:15 午前,14.194,,,,
1826,01/12/22 08:46:15 午前,14.266,,,,
1827,01/12/22 09:46:15 午前,14.433,,,,
1828,01/12/22 10:46:15 午前,14.553,,,,
1829,01/12/22 11:46:15 午前,14.649,,,,
1830,01/12/22 12:46:15 午後,14.697,,,,
1831,01/12/22 01:46:15 午後,14.768,,,,
1832,01/12/22 02:46:15 午後,14.792,,,,
1833,01/12/22 03:46:15 午後,14.816,,,,
1834,01/12/22 04:46:15 午後,14.864,,,,
1835,01/12/22 05:46:15 午後,14.912,,,,
1836,01/12/22 06:46:15 午後,14.96,,,,
1837,01/12/22 07:46:15 午後,14.984,,,,
1838,01/12/22 08:46:15 午後,15.008,,,,
1839,01/12/22 09:46:15 午後,15.055,,,,
1840,01/12/22 10:46:15 午後,15.055,,,,
1841,01/12/22 11:46:15 午後,15.079,,,,
1842,01/13/22 12:46:15 午前,15.055,,,,
1843,01/13/22 01:46:15 午前,14.912,,,,
1844,01/13/22 02:46:15 午前,14.697,,,,
1845,01/13/22 03:46:15 午前,14.673,,,,
1846,01/13/22 04:46:15 午前,14.745,,,,
1847,01/13/22 05:46:15 午前,14.816,,,,
1848,01/13/22 06:46:15 午前,14.888,,,,
1849,01/13/22 07:46:15 午前,14.96,,,,
1850,01/13/22 08:46:15 午前,15.008,,,,
1851,01/13/22 09:46:15 午前,15.031,,,,
1852,01/13/22 10:46:15 午前,15.055,,,,
1853,01/13/22 11:46:15 午前,15.055,,,,
1854,01/13/22 12:46:15 午後,15.031,,,,
1855,01/13/22 01:46:15 午後,15.008,,,,
1856,01/13/22 02:46:15 午後,14.912,,,,
1857,01/13/22 03:46:15 午後,14.864,,,,
1858,01/13/22 04:46:15 午後,14.792,,,,
1859,01/13/22 05:46:15 午後,14.721,,,,
1860,01/13/22 06:46:15 午後,14.577,,,,
1861,01/13/22 07:46:15 午後,14.409,,,,
1862,01/13/22 08:46:15 午後,14.218,,,,
1863,01/13/22 09:46:15 午後,14.026,,,,
1864,01/13/22 10:46:15 午後,13.834,,,,
1865,01/13/22 11:46:15 午後,13.714,,,,
1866,01/14/22 12:46:15 午前,13.69,,,,
1867,01/14/22 01:46:15 午前,13.642,,,,
1868,01/14/22 02:46:15 午前,13.858,,,,
1869,01/14/22 03:46:15 午前,14.026,,,,
1870,01/14/22 04:46:15 午前,14.098,,,,
1871,01/14/22 05:46:15 午前,14.122,,,,
1872,01/14/22 06:46:15 午前,14.17,,,,
1873,01/14/22 07:46:15 午前,14.218,,,,
1874,01/14/22 08:46:15 午前,14.218,,,,
1875,01/14/22 09:46:15 午前,14.218,,,,
1876,01/14/22 10:46:15 午前,14.242,,,,
1877,01/14/22 11:46:15 午前,14.29,,,,
1878,01/14/22 12:46:15 午後,14.337,,,,
1879,01/14/22 01:46:15 午後,14.385,,,,
1880,01/14/22 02:46:15 午後,14.409,,,,
1881,01/14/22 03:46:15 午後,14.385,,,,
1882,01/14/22 04:46:15 午後,14.385,,,,
1883,01/14/22 05:46:15 午後,14.361,,,,
1884,01/14/22 06:46:15 午後,14.29,,,,
1885,01/14/22 07:46:15 午後,14.218,,,,
1886,01/14/22 08:46:15 午後,14.05,,,,
1887,01/14/22 09:46:15 午後,13.954,,,,
1888,01/14/22 10:46:15 午後,13.93,,,,
1889,01/14/22 11:46:15 午後,13.954,,,,
1890,01/15/22 12:46:15 午前,13.978,,,,
1891,01/15/22 01:46:15 午前,13.954,,,,
1892,01/15/22 02:46:15 午前,13.858,,,,
1893,01/15/22 03:46:15 午前,13.834,,,,
1894,01/15/22 04:46:15 午前,13.906,,,,
1895,01/15/22 05:46:15 午前,14.002,,,,
1896,01/15/22 06:46:15 午前,14.05,,,,
1897,01/15/22 07:46:15 午前,14.098,,,,
1898,01/15/22 08:46:15 午前,14.146,,,,
1899,01/15/22 09:46:15 午前,14.17,,,,
1900,01/15/22 10:46:15 午前,14.218,,,,
1901,01/15/22 11:46:15 午前,14.266,,,,
1902,01/15/22 12:46:15 午後,14.314,,,,
1903,01/15/22 01:46:15 午後,14.337,,,,
1904,01/15/22 02:46:15 午後,14.337,,,,
1905,01/15/22 03:46:15 午後,14.361,,,,
1906,01/15/22 04:46:15 午後,14.385,,,,
1907,01/15/22 05:46:15 午後,14.385,,,,
1908,01/15/22 06:46:15 午後,14.385,,,,
1909,01/15/22 07:46:15 午後,14.385,,,,
1910,01/15/22 08:46:15 午後,14.433,,,,
1911,01/15/22 09:46:15 午後,14.481,,,,
1912,01/15/22 10:46:15 午後,14.505,,,,
1913,01/15/22 11:46:15 午後,14.529,,,,
1914,01/16/22 12:46:15 午前,14.553,,,,
1915,01/16/22 01:46:15 午前,14.577,,,,
1916,01/16/22 02:46:15 午前,14.553,,,,
1917,01/16/22 03:46:15 午前,14.481,,,,
1918,01/16/22 04:46:15 午前,14.457,,,,
1919,01/16/22 05:46:15 午前,14.457,,,,
1920,01/16/22 06:46:15 午前,14.457,,,,
1921,01/16/22 07:46:15 午前,14.409,,,,
1922,01/16/22 08:46:15 午前,14.385,,,,
1923,01/16/22 09:46:15 午前,14.337,,,,
1924,01/16/22 10:46:15 午前,14.337,,,,
1925,01/16/22 11:46:15 午前,14.361,,,,
1926,01/16/22 12:46:15 午後,14.385,,,,
1927,01/16/22 01:46:15 午後,14.409,,,,
1928,01/16/22 02:46:15 午後,14.433,,,,
1929,01/16/22 03:46:15 午後,14.457,,,,
1930,01/16/22 04:46:15 午後,14.481,,,,
1931,01/16/22 05:46:15 午後,14.481,,,,
1932,01/16/22 06:46:15 午後,14.433,,,,
1933,01/16/22 07:46:15 午後,14.409,,,,
1934,01/16/22 08:46:15 午後,14.361,,,,
1935,01/16/22 09:46:15 午後,14.29,,,,
1936,01/16/22 10:46:15 午後,14.218,,,,
1937,01/16/22 11:46:15 午後,14.146,,,,
1938,01/17/22 12:46:15 午前,14.122,,,,
1939,01/17/22 01:46:15 午前,14.146,,,,
1940,01/17/22 02:46:15 午前,14.146,,,,
1941,01/17/22 03:46:15 午前,14.266,,,,
1942,01/17/22 04:46:15 午前,14.385,,,,
1943,01/17/22 05:46:15 午前,14.481,,,,
1944,01/17/22 06:46:15 午前,14.529,,,,
1945,01/17/22 07:46:15 午前,14.553,,,,
1946,01/17/22 08:46:15 午前,14.553,,,,
1947,01/17/22 09:46:15 午前,14.553,,,,
1948,01/17/22 10:46:15 午前,14.577,,,,
1949,01/17/22 11:46:15 午前,14.649,,,,
1950,01/17/22 12:46:15 午後,14.745,,,,
1951,01/17/22 01:46:15 午後,14.864,,,,
1952,01/17/22 02:46:15 午後,14.96,,,,
1953,01/17/22 03:46:15 午後,15.031,,,,
1954,01/17/22 04:46:15 午後,15.079,,,,
1955,01/17/22 05:46:15 午後,15.103,,,,
1956,01/17/22 06:46:15 午後,15.127,,,,
1957,01/17/22 07:46:15 午後,15.055,,,,
1958,01/17/22 08:46:15 午後,14.912,,,,
1959,01/17/22 09:46:15 午後,14.816,,,,
1960,01/17/22 10:46:15 午後,14.768,,,,
1961,01/17/22 11:46:15 午後,14.697,,,,
1962,01/18/22 12:46:15 午前,14.601,,,,
1963,01/18/22 01:46:15 午前,14.481,,,,
1964,01/18/22 02:46:15 午前,14.337,,,,
1965,01/18/22 03:46:15 午前,14.29,,,,
1966,01/18/22 04:46:15 午前,14.194,,,,
1967,01/18/22 05:46:15 午前,14.05,,,,
1968,01/18/22 06:46:15 午前,14.002,,,,
1969,01/18/22 07:46:15 午前,14.05,,,,
1970,01/18/22 08:46:15 午前,14.17,,,,
1971,01/18/22 09:46:15 午前,14.29,,,,
1972,01/18/22 10:46:15 午前,14.385,,,,
1973,01/18/22 11:46:15 午前,14.433,,,,
1974,01/18/22 12:46:15 午後,14.505,,,,
1975,01/18/22 01:46:15 午後,14.577,,,,
1976,01/18/22 02:46:15 午後,14.673,,,,
1977,01/18/22 03:46:15 午後,14.745,,,,
1978,01/18/22 04:46:15 午後,14.816,,,,
1979,01/18/22 05:46:15 午後,14.84,,,,
1980,01/18/22 06:46:15 午後,14.84,,,,
1981,01/18/22 07:46:15 午後,14.84,,,,
1982,01/18/22 08:46:15 午後,14.816,,,,
1983,01/18/22 09:46:15 午後,14.768,,,,
1984,01/18/22 10:46:15 午後,14.697,,,,
1985,01/18/22 11:46:15 午後,14.625,,,,
1986,01/19/22 12:46:15 午前,14.457,,,,
1987,01/19/22 01:46:15 午前,14.361,,,,
1988,01/19/22 02:46:15 午前,14.29,,,,
1989,01/19/22 03:46:15 午前,14.218,,,,
1990,01/19/22 04:46:15 午前,14.194,,,,
1991,01/19/22 05:46:15 午前,14.218,,,,
1992,01/19/22 06:46:15 午前,14.242,,,,
1993,01/19/22 07:46:15 午前,14.242,,,,
1994,01/19/22 08:46:15 午前,14.242,,,,
1995,01/19/22 09:46:15 午前,14.194,,,,
1996,01/19/22 10:46:15 午前,14.218,,,,
1997,01/19/22 11:46:15 午前,14.242,,,,
1998,01/19/22 12:46:15 午後,14.29,,,,
1999,01/19/22 01:46:15 午後,14.361,,,,
2000,01/19/22 02:46:15 午後,14.409,,,,
2001,01/19/22 03:46:15 午後,14.457,,,,
2002,01/19/22 04:46:15 午後,14.505,,,,
2003,01/19/22 05:46:15 午後,14.553,,,,
2004,01/19/22 06:46:15 午後,14.553,,,,
2005,01/19/22 07:46:15 午後,14.577,,,,
2006,01/19/22 08:46:15 午後,14.577,,,,
2007,01/19/22 09:46:15 午後,14.577,,,,
2008,01/19/22 10:46:15 午後,14.577,,,,
2009,01/19/22 11:46:15 午後,14.577,,,,
2010,01/20/22 12:46:15 午前,14.553,,,,
2011,01/20/22 01:46:15 午前,14.529,,,,
2012,01/20/22 02:46:15 午前,14.529,,,,
2013,01/20/22 03:46:15 午前,14.529,,,,
2014,01/20/22 04:46:15 午前,14.505,,,,
2015,01/20/22 05:46:15 午前,14.481,,,,
2016,01/20/22 06:46:15 午前,14.457,,,,
2017,01/20/22 07:46:15 午前,14.457,,,,
2018,01/20/22 08:46:15 午前,14.409,,,,
2019,01/20/22 09:46:15 午前,14.361,,,,
2020,01/20/22 10:46:15 午前,14.601,,,,
2021,01/20/22 11:46:15 午前,15.103,,,,
2022,01/20/22 12:46:15 午後,15.461,,,,
2023,01/20/22 01:46:15 午後,15.724,,,,
2024,01/20/22 02:46:15 午後,15.939,,,,
2025,01/20/22 03:46:15 午後,16.058,,,,
2026,01/20/22 04:46:15 午後,16.106,,,,
2027,01/20/22 05:46:15 午後,16.106,,,,
2028,01/20/22 06:46:15 午後,16.129,,,,
2029,01/20/22 07:46:15 午後,16.106,,,,
2030,01/20/22 08:46:15 午後,16.106,,,,
2031,01/20/22 09:46:15 午後,16.058,,,,
2032,01/20/22 10:46:15 午後,16.01,,,,
2033,01/20/22 11:46:15 午後,15.939,,,,
2034,01/21/22 12:46:15 午前,15.891,,,,
2035,01/21/22 01:46:15 午前,15.843,,,,
2036,01/21/22 02:46:15 午前,15.819,,,,
2037,01/21/22 03:46:15 午前,15.796,,,,
2038,01/21/22 04:46:15 午前,15.748,,,,
2039,01/21/22 05:46:15 午前,15.724,,,,
2040,01/21/22 06:46:15 午前,15.724,,,,
2041,01/21/22 07:46:15 午前,15.676,,,,
2042,01/21/22 08:46:15 午前,15.629,,,,
2043,01/21/22 09:46:15 午前,15.629,,,,
2044,01/21/22 10:46:15 午前,15.605,,,,
2045,01/21/22 11:46:15 午前,15.605,,,,
2046,01/21/22 12:46:15 午後,15.629,,,,
2047,01/21/22 01:46:15 午後,15.629,,,,
2048,01/21/22 02:46:15 午後,15.605,,,,
2049,01/21/22 03:46:15 午後,15.629,,,,
2050,01/21/22 04:46:15 午後,15.676,,,,
2051,01/21/22 05:46:15 午後,15.724,,,,
2052,01/21/22 06:46:15 午後,15.772,,,,
2053,01/21/22 07:46:15 午後,15.796,,,,
2054,01/21/22 08:46:15 午後,15.796,,,,
2055,01/21/22 09:46:15 午後,15.772,,,,
2056,01/21/22 10:46:15 午後,15.724,,,,
2057,01/21/22 11:46:15 午後,15.652,,,,
2058,01/22/22 12:46:15 午前,15.581,,,,
2059,01/22/22 01:46:15 午前,15.461,,,,
2060,01/22/22 02:46:15 午前,15.414,,,,
2061,01/22/22 03:46:15 午前,15.342,,,,
2062,01/22/22 04:46:15 午前,15.294,,,,
2063,01/22/22 05:46:15 午前,15.27,,,,
2064,01/22/22 06:46:15 午前,15.223,,,,
2065,01/22/22 07:46:15 午前,15.199,,,,
2066,01/22/22 08:46:15 午前,15.247,,,,
2067,01/22/22 09:46:15 午前,15.294,,,,
2068,01/22/22 10:46:15 午前,15.39,,,,
2069,01/22/22 11:46:15 午前,15.652,,,,
2070,01/22/22 12:46:15 午後,15.963,,,,
2071,01/22/22 01:46:15 午後,16.225,,,,
2072,01/22/22 02:46:15 午後,16.344,,,,
2073,01/22/22 03:46:15 午後,16.415,,,,
2074,01/22/22 04:46:15 午後,16.511,,,,
2075,01/22/22 05:46:15 午後,16.582,,,,
2076,01/22/22 06:46:15 午後,16.63,,,,
2077,01/22/22 07:46:15 午後,16.677,,,,
2078,01/22/22 08:46:15 午後,16.677,,,,
2079,01/22/22 09:46:15 午後,16.677,,,,
2080,01/22/22 10:46:15 午後,16.701,,,,
2081,01/22/22 11:46:15 午後,16.701,,,,
2082,01/23/22 12:46:15 午前,16.796,,,,
2083,01/23/22 01:46:15 午前,17.034,,,,
2084,01/23/22 02:46:15 午前,17.225,,,,
2085,01/23/22 03:46:15 午前,17.391,,,,
2086,01/23/22 04:46:15 午前,17.486,,,,
2087,01/23/22 05:46:15 午前,17.582,,,,
2088,01/23/22 06:46:15 午前,17.629,,,,
2089,01/23/22 07:46:15 午前,17.629,,,,
2090,01/23/22 08:46:15 午前,17.605,,,,
2091,01/23/22 09:46:15 午前,17.582,,,,
2092,01/23/22 10:46:15 午前,17.653,,,,
2093,01/23/22 11:46:15 午前,17.724,,,,
2094,01/23/22 12:46:15 午後,17.772,,,,
2095,01/23/22 01:46:15 午後,17.796,,,,
2096,01/23/22 02:46:15 午後,17.819,,,,
2097,01/23/22 03:46:15 午後,17.819,,,,
2098,01/23/22 04:46:15 午後,17.843,,,,
2099,01/23/22 05:46:15 午後,17.819,,,,
2100,01/23/22 06:46:15 午後,17.819,,,,
2101,01/23/22 07:46:15 午後,17.796,,,,
2102,01/23/22 08:46:15 午後,17.772,,,,
2103,01/23/22 09:46:15 午後,17.724,,,,
2104,01/23/22 10:46:15 午後,17.701,,,,
2105,01/23/22 11:46:15 午後,17.653,,,,
2106,01/24/22 12:46:15 午前,17.629,,,,
2107,01/24/22 01:46:15 午前,17.605,,,,
2108,01/24/22 02:46:15 午前,17.558,,,,
2109,01/24/22 03:46:15 午前,17.463,,,,
2110,01/24/22 04:46:15 午前,17.558,,,,
2111,01/24/22 05:46:15 午前,17.701,,,,
2112,01/24/22 06:46:15 午前,17.819,,,,
2113,01/24/22 07:46:15 午前,17.891,,,,
2114,01/24/22 08:46:15 午前,17.938,,,,
2115,01/24/22 09:46:15 午前,17.986,,,,
2116,01/24/22 10:46:15 午前,17.962,,,,
2117,01/24/22 11:46:15 午前,17.962,,,,
2118,01/24/22 12:46:15 午後,17.962,,,,
2119,01/24/22 01:46:15 午後,17.962,,,,
2120,01/24/22 02:46:15 午後,17.962,,,,
2121,01/24/22 03:46:15 午後,17.962,,,,
2122,01/24/22 04:46:15 午後,17.938,,,,
2123,01/24/22 05:46:15 午後,17.915,,,,
2124,01/24/22 06:46:15 午後,17.915,,,,
2125,01/24/22 07:46:15 午後,17.891,,,,
2126,01/24/22 08:46:15 午後,17.891,,,,
2127,01/24/22 09:46:15 午後,17.891,,,,
2128,01/24/22 10:46:15 午後,17.843,,,,
2129,01/24/22 11:46:15 午後,17.796,,,,
2130,01/25/22 12:46:15 午前,17.701,,,,
2131,01/25/22 01:46:15 午前,17.582,,,,
2132,01/25/22 02:46:15 午前,17.486,,,,
2133,01/25/22 03:46:15 午前,17.439,,,,
2134,01/25/22 04:46:15 午前,17.439,,,,
2135,01/25/22 05:46:15 午前,17.439,,,,
2136,01/25/22 06:46:15 午前,17.415,,,,
2137,01/25/22 07:46:15 午前,17.368,,,,
2138,01/25/22 08:46:15 午前,17.344,,,,
2139,01/25/22 09:46:15 午前,17.296,,,,
