プロット タイトル: site10_spot003_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20291289, SEN S/N: 20291289)",カプラー取り外し (LGR S/N: 20291289),カプラー取り付け (LGR S/N: 20291289),ホスト接続 (LGR S/N: 20291289),停止済み (LGR S/N: 20291289),ファイルの終わり (LGR S/N: 20291289)
1,11/23/23 09:00:00 午前,24.002,記録,,,,
2,11/23/23 10:00:00 午前,25.04,,,,,
3,11/23/23 11:00:00 午前,26.72,,,,,
4,11/23/23 12:00:00 午後,25.72,,,,,
5,11/23/23 01:00:00 午後,25.841,,,,,
6,11/23/23 02:00:00 午後,25.817,,,,,
7,11/23/23 03:00:00 午後,25.914,,,,,
8,11/23/23 04:00:00 午後,25.963,,,,,
9,11/23/23 05:00:00 午後,25.939,,,,,
10,11/23/23 06:00:00 午後,26.012,,,,,
11,11/23/23 07:00:00 午後,25.939,,,,,
12,11/23/23 08:00:00 午後,25.841,,,,,
13,11/23/23 09:00:00 午後,25.793,,,,,
14,11/23/23 10:00:00 午後,25.744,,,,,
15,11/23/23 11:00:00 午後,25.671,,,,,
16,11/24/23 12:00:00 午前,25.598,,,,,
17,11/24/23 01:00:00 午前,25.428,,,,,
18,11/24/23 02:00:00 午前,25.477,,,,,
19,11/24/23 03:00:00 午前,25.21,,,,,
20,11/24/23 04:00:00 午前,25.647,,,,,
21,11/24/23 05:00:00 午前,25.574,,,,,
22,11/24/23 06:00:00 午前,25.477,,,,,
23,11/24/23 07:00:00 午前,25.574,,,,,
24,11/24/23 08:00:00 午前,25.598,,,,,
25,11/24/23 09:00:00 午前,25.574,,,,,
26,11/24/23 10:00:00 午前,25.598,,,,,
27,11/24/23 11:00:00 午前,25.55,,,,,
28,11/24/23 12:00:00 午後,25.574,,,,,
29,11/24/23 01:00:00 午後,25.574,,,,,
30,11/24/23 02:00:00 午後,25.453,,,,,
31,11/24/23 03:00:00 午後,25.428,,,,,
32,11/24/23 04:00:00 午後,25.38,,,,,
33,11/24/23 05:00:00 午後,25.38,,,,,
34,11/24/23 06:00:00 午後,25.331,,,,,
35,11/24/23 07:00:00 午後,25.283,,,,,
36,11/24/23 08:00:00 午後,25.234,,,,,
37,11/24/23 09:00:00 午後,25.137,,,,,
38,11/24/23 10:00:00 午後,25.113,,,,,
39,11/24/23 11:00:00 午後,25.065,,,,,
40,11/25/23 12:00:00 午前,25.137,,,,,
41,11/25/23 01:00:00 午前,25.137,,,,,
42,11/25/23 02:00:00 午前,25.234,,,,,
43,11/25/23 03:00:00 午前,25.137,,,,,
44,11/25/23 04:00:00 午前,25.137,,,,,
45,11/25/23 05:00:00 午前,25.089,,,,,
46,11/25/23 06:00:00 午前,25.113,,,,,
47,11/25/23 07:00:00 午前,25.089,,,,,
48,11/25/23 08:00:00 午前,25.113,,,,,
49,11/25/23 09:00:00 午前,25.186,,,,,
50,11/25/23 10:00:00 午前,25.331,,,,,
51,11/25/23 11:00:00 午前,25.307,,,,,
52,11/25/23 12:00:00 午後,25.355,,,,,
53,11/25/23 01:00:00 午後,25.428,,,,,
54,11/25/23 02:00:00 午後,25.477,,,,,
55,11/25/23 03:00:00 午後,25.38,,,,,
56,11/25/23 04:00:00 午後,25.21,,,,,
57,11/25/23 05:00:00 午後,25.065,,,,,
58,11/25/23 06:00:00 午後,25.016,,,,,
59,11/25/23 07:00:00 午後,25.162,,,,,
60,11/25/23 08:00:00 午後,25.234,,,,,
61,11/25/23 09:00:00 午後,25.307,,,,,
62,11/25/23 10:00:00 午後,25.283,,,,,
63,11/25/23 11:00:00 午後,25.283,,,,,
64,11/26/23 12:00:00 午前,25.355,,,,,
65,11/26/23 01:00:00 午前,25.283,,,,,
66,11/26/23 02:00:00 午前,25.283,,,,,
67,11/26/23 03:00:00 午前,25.453,,,,,
68,11/26/23 04:00:00 午前,25.623,,,,,
69,11/26/23 05:00:00 午前,25.525,,,,,
70,11/26/23 06:00:00 午前,25.234,,,,,
71,11/26/23 07:00:00 午前,25.186,,,,,
72,11/26/23 08:00:00 午前,25.428,,,,,
73,11/26/23 09:00:00 午前,25.453,,,,,
74,11/26/23 10:00:00 午前,25.477,,,,,
75,11/26/23 11:00:00 午前,25.501,,,,,
76,11/26/23 12:00:00 午後,25.525,,,,,
77,11/26/23 01:00:00 午後,25.598,,,,,
78,11/26/23 02:00:00 午後,25.623,,,,,
79,11/26/23 03:00:00 午後,25.574,,,,,
80,11/26/23 04:00:00 午後,25.428,,,,,
81,11/26/23 05:00:00 午後,25.162,,,,,
82,11/26/23 06:00:00 午後,25.065,,,,,
83,11/26/23 07:00:00 午後,25.283,,,,,
84,11/26/23 08:00:00 午後,25.355,,,,,
85,11/26/23 09:00:00 午後,25.404,,,,,
86,11/26/23 10:00:00 午後,25.428,,,,,
87,11/26/23 11:00:00 午後,25.38,,,,,
88,11/27/23 12:00:00 午前,25.331,,,,,
89,11/27/23 01:00:00 午前,25.283,,,,,
90,11/27/23 02:00:00 午前,25.234,,,,,
91,11/27/23 03:00:00 午前,25.21,,,,,
92,11/27/23 04:00:00 午前,25.234,,,,,
93,11/27/23 05:00:00 午前,25.113,,,,,
94,11/27/23 06:00:00 午前,24.992,,,,,
95,11/27/23 07:00:00 午前,25.065,,,,,
96,11/27/23 08:00:00 午前,25.065,,,,,
97,11/27/23 09:00:00 午前,25.186,,,,,
98,11/27/23 10:00:00 午前,25.258,,,,,
