site19_spot001_2024,,
no,time,temp
2695,02/12/24 11:00:00 午前,15.986
2696,02/12/24 12:00:00 午後,16.153
2697,02/12/24 01:00:00 午後,16.249
2698,02/12/24 02:00:00 午後,16.296
2699,02/12/24 03:00:00 午後,16.368
2700,02/12/24 04:00:00 午後,16.463
2701,02/12/24 05:00:00 午後,16.558
2702,02/12/24 06:00:00 午後,16.534
2703,02/12/24 07:00:00 午後,16.511
2704,02/12/24 08:00:00 午後,16.487
2705,02/12/24 09:00:00 午後,16.511
2706,02/12/24 10:00:00 午後,16.534
2707,02/12/24 11:00:00 午後,16.439
2708,02/13/24 12:00:00 午前,16.415
2709,02/13/24 01:00:00 午前,16.439
2710,02/13/24 02:00:00 午前,16.439
2711,02/13/24 03:00:00 午前,16.368
2712,02/13/24 04:00:00 午前,16.344
2713,02/13/24 05:00:00 午前,16.344
2714,02/13/24 06:00:00 午前,16.344
2715,02/13/24 07:00:00 午前,16.249
2716,02/13/24 08:00:00 午前,15.963
2717,02/13/24 09:00:00 午前,15.748
2718,02/13/24 10:00:00 午前,15.7
2719,02/13/24 11:00:00 午前,15.676
2720,02/13/24 12:00:00 午後,16.058
2721,02/13/24 01:00:00 午後,16.201
2722,02/13/24 02:00:00 午後,16.249
2723,02/13/24 03:00:00 午後,16.249
2724,02/13/24 04:00:00 午後,16.249
2725,02/13/24 05:00:00 午後,16.225
2726,02/13/24 06:00:00 午後,16.153
2727,02/13/24 07:00:00 午後,16.082
2728,02/13/24 08:00:00 午後,16.034
2729,02/13/24 09:00:00 午後,15.939
2730,02/13/24 10:00:00 午後,15.963
2731,02/13/24 11:00:00 午後,15.939
2732,02/14/24 12:00:00 午前,15.843
2733,02/14/24 01:00:00 午前,15.629
2734,02/14/24 02:00:00 午前,15.581
2735,02/14/24 03:00:00 午前,15.652
2736,02/14/24 04:00:00 午前,15.652
2737,02/14/24 05:00:00 午前,15.629
2738,02/14/24 06:00:00 午前,15.581
2739,02/14/24 07:00:00 午前,15.581
2740,02/14/24 08:00:00 午前,15.533
2741,02/14/24 09:00:00 午前,15.581
2742,02/14/24 10:00:00 午前,15.772
2743,02/14/24 11:00:00 午前,16.129
2744,02/14/24 12:00:00 午後,16.415
2745,02/14/24 01:00:00 午後,16.606
2746,02/14/24 02:00:00 午後,16.773
2747,02/14/24 03:00:00 午後,16.892
2748,02/14/24 04:00:00 午後,16.963
2749,02/14/24 05:00:00 午後,16.987
2750,02/14/24 06:00:00 午後,16.987
2751,02/14/24 07:00:00 午後,16.963
2752,02/14/24 08:00:00 午後,16.939
2753,02/14/24 09:00:00 午後,16.915
2754,02/14/24 10:00:00 午後,16.868
2755,02/14/24 11:00:00 午後,16.773
2756,02/15/24 12:00:00 午前,16.701
2757,02/15/24 01:00:00 午前,16.606
2758,02/15/24 02:00:00 午前,16.534
2759,02/15/24 03:00:00 午前,16.463
2760,02/15/24 04:00:00 午前,16.392
2761,02/15/24 05:00:00 午前,16.368
2762,02/15/24 06:00:00 午前,16.272
2763,02/15/24 07:00:00 午前,16.177
2764,02/15/24 08:00:00 午前,16.082
2765,02/15/24 09:00:00 午前,16.058
2766,02/15/24 10:00:00 午前,16.082
2767,02/15/24 11:00:00 午前,16.153
2768,02/15/24 12:00:00 午後,16.225
2769,02/15/24 01:00:00 午後,16.344
2770,02/15/24 02:00:00 午後,16.439
2771,02/15/24 03:00:00 午後,16.534
2772,02/15/24 04:00:00 午後,16.606
2773,02/15/24 05:00:00 午後,16.63
2774,02/15/24 06:00:00 午後,16.654
2775,02/15/24 07:00:00 午後,16.63
2776,02/15/24 08:00:00 午後,16.63
2777,02/15/24 09:00:00 午後,16.582
2778,02/15/24 10:00:00 午後,16.582
2779,02/15/24 11:00:00 午後,16.558
2780,02/16/24 12:00:00 午前,16.534
2781,02/16/24 01:00:00 午前,16.534
2782,02/16/24 02:00:00 午前,16.534
2783,02/16/24 03:00:00 午前,16.511
2784,02/16/24 04:00:00 午前,16.487
2785,02/16/24 05:00:00 午前,16.487
2786,02/16/24 06:00:00 午前,16.463
2787,02/16/24 07:00:00 午前,16.439
2788,02/16/24 08:00:00 午前,16.392
2789,02/16/24 09:00:00 午前,16.32
2790,02/16/24 10:00:00 午前,16.272
2791,02/16/24 11:00:00 午前,16.225
2792,02/16/24 12:00:00 午後,16.201
2793,02/16/24 01:00:00 午後,16.249
2794,02/16/24 02:00:00 午後,16.296
2795,02/16/24 03:00:00 午後,16.296
2796,02/16/24 04:00:00 午後,16.296
2797,02/16/24 05:00:00 午後,16.249
2798,02/16/24 06:00:00 午後,16.201
2799,02/16/24 07:00:00 午後,16.106
2800,02/16/24 08:00:00 午後,16.058
2801,02/16/24 09:00:00 午後,16.034
2802,02/16/24 10:00:00 午後,16.01
2803,02/16/24 11:00:00 午後,15.986
2804,02/17/24 12:00:00 午前,15.963
2805,02/17/24 01:00:00 午前,15.939
2806,02/17/24 02:00:00 午前,15.915
2807,02/17/24 03:00:00 午前,15.891
2808,02/17/24 04:00:00 午前,15.867
2809,02/17/24 05:00:00 午前,15.843
2810,02/17/24 06:00:00 午前,15.819
2811,02/17/24 07:00:00 午前,15.772
2812,02/17/24 08:00:00 午前,15.748
2813,02/17/24 09:00:00 午前,15.724
2814,02/17/24 10:00:00 午前,15.724
2815,02/17/24 11:00:00 午前,15.724
2816,02/17/24 12:00:00 午後,15.724
2817,02/17/24 01:00:00 午後,15.796
2818,02/17/24 02:00:00 午後,15.843
2819,02/17/24 03:00:00 午後,15.867
2820,02/17/24 04:00:00 午後,15.867
2821,02/17/24 05:00:00 午後,15.867
2822,02/17/24 06:00:00 午後,15.843
2823,02/17/24 07:00:00 午後,15.819
2824,02/17/24 08:00:00 午後,15.772
2825,02/17/24 09:00:00 午後,15.724
2826,02/17/24 10:00:00 午後,15.676
2827,02/17/24 11:00:00 午後,15.629
2828,02/18/24 12:00:00 午前,15.629
2829,02/18/24 01:00:00 午前,15.605
2830,02/18/24 02:00:00 午前,15.605
2831,02/18/24 03:00:00 午前,15.605
2832,02/18/24 04:00:00 午前,15.581
2833,02/18/24 05:00:00 午前,15.581
2834,02/18/24 06:00:00 午前,15.605
2835,02/18/24 07:00:00 午前,15.605
2836,02/18/24 08:00:00 午前,15.605
2837,02/18/24 09:00:00 午前,15.533
2838,02/18/24 10:00:00 午前,15.485
2839,02/18/24 11:00:00 午前,15.629
2840,02/18/24 12:00:00 午後,15.724
2841,02/18/24 01:00:00 午後,15.748
2842,02/18/24 02:00:00 午後,15.748
2843,02/18/24 03:00:00 午後,15.867
2844,02/18/24 04:00:00 午後,16.129
2845,02/18/24 05:00:00 午後,16.32
2846,02/18/24 06:00:00 午後,16.368
2847,02/18/24 07:00:00 午後,16.392
2848,02/18/24 08:00:00 午後,16.392
2849,02/18/24 09:00:00 午後,16.392
2850,02/18/24 10:00:00 午後,16.392
2851,02/18/24 11:00:00 午後,16.368
2852,02/19/24 12:00:00 午前,16.392
2853,02/19/24 01:00:00 午前,16.249
2854,02/19/24 02:00:00 午前,16.153
2855,02/19/24 03:00:00 午前,16.129
2856,02/19/24 04:00:00 午前,16.129
2857,02/19/24 05:00:00 午前,16.225
2858,02/19/24 06:00:00 午前,16.392
2859,02/19/24 07:00:00 午前,16.487
2860,02/19/24 08:00:00 午前,16.511
2861,02/19/24 09:00:00 午前,16.534
2862,02/19/24 10:00:00 午前,16.582
2863,02/19/24 11:00:00 午前,16.654
2864,02/19/24 12:00:00 午後,16.677
2865,02/19/24 01:00:00 午後,16.725
2866,02/19/24 02:00:00 午後,16.749
2867,02/19/24 03:00:00 午後,16.773
2868,02/19/24 04:00:00 午後,16.773
2869,02/19/24 05:00:00 午後,16.773
2870,02/19/24 06:00:00 午後,16.773
2871,02/19/24 07:00:00 午後,16.773
2872,02/19/24 08:00:00 午後,16.773
2873,02/19/24 09:00:00 午後,16.773
2874,02/19/24 10:00:00 午後,16.749
2875,02/19/24 11:00:00 午後,16.725
2876,02/20/24 12:00:00 午前,16.701
2877,02/20/24 01:00:00 午前,16.677
2878,02/20/24 02:00:00 午前,16.654
2879,02/20/24 03:00:00 午前,16.654
2880,02/20/24 04:00:00 午前,16.63
2881,02/20/24 05:00:00 午前,16.63
2882,02/20/24 06:00:00 午前,16.606
2883,02/20/24 07:00:00 午前,16.606
2884,02/20/24 08:00:00 午前,16.606
2885,02/20/24 09:00:00 午前,16.606
2886,02/20/24 10:00:00 午前,16.63
2887,02/20/24 11:00:00 午前,16.654
2888,02/20/24 12:00:00 午後,16.701
2889,02/20/24 01:00:00 午後,16.773
2890,02/20/24 02:00:00 午後,16.844
2891,02/20/24 03:00:00 午後,16.892
2892,02/20/24 04:00:00 午後,16.939
2893,02/20/24 05:00:00 午後,16.987
2894,02/20/24 06:00:00 午後,16.987
2895,02/20/24 07:00:00 午後,16.987
2896,02/20/24 08:00:00 午後,16.987
2897,02/20/24 09:00:00 午後,16.987
2898,02/20/24 10:00:00 午後,16.987
2899,02/20/24 11:00:00 午後,16.987
2900,02/21/24 12:00:00 午前,16.963
2901,02/21/24 01:00:00 午前,16.963
2902,02/21/24 02:00:00 午前,16.939
2903,02/21/24 03:00:00 午前,16.915
2904,02/21/24 04:00:00 午前,16.892
2905,02/21/24 05:00:00 午前,16.868
2906,02/21/24 06:00:00 午前,16.82
2907,02/21/24 07:00:00 午前,16.773
2908,02/21/24 08:00:00 午前,16.749
2909,02/21/24 09:00:00 午前,16.725
2910,02/21/24 10:00:00 午前,16.701
2911,02/21/24 11:00:00 午前,16.677
2912,02/21/24 12:00:00 午後,16.677
2913,02/21/24 01:00:00 午後,16.654
2914,02/21/24 02:00:00 午後,16.654
2915,02/21/24 03:00:00 午後,16.63
2916,02/21/24 04:00:00 午後,16.63
2917,02/21/24 05:00:00 午後,16.582
2918,02/21/24 06:00:00 午後,16.558
2919,02/21/24 07:00:00 午後,16.534
2920,02/21/24 08:00:00 午後,16.487
2921,02/21/24 09:00:00 午後,16.439
2922,02/21/24 10:00:00 午後,16.392
2923,02/21/24 11:00:00 午後,16.368
2924,02/22/24 12:00:00 午前,16.344
2925,02/22/24 01:00:00 午前,16.32
2926,02/22/24 02:00:00 午前,16.296
2927,02/22/24 03:00:00 午前,16.249
2928,02/22/24 04:00:00 午前,16.201
2929,02/22/24 05:00:00 午前,16.201
2930,02/22/24 06:00:00 午前,16.415
2931,02/22/24 07:00:00 午前,16.534
2932,02/22/24 08:00:00 午前,16.654
2933,02/22/24 09:00:00 午前,16.773
2934,02/22/24 10:00:00 午前,16.82
2935,02/22/24 11:00:00 午前,16.82
2936,02/22/24 12:00:00 午後,16.773
2937,02/22/24 01:00:00 午後,16.677
2938,02/22/24 02:00:00 午後,16.677
2939,02/22/24 03:00:00 午後,16.63
2940,02/22/24 04:00:00 午後,16.582
2941,02/22/24 05:00:00 午後,16.582
2942,02/22/24 06:00:00 午後,16.558
2943,02/22/24 07:00:00 午後,16.534
2944,02/22/24 08:00:00 午後,16.511
2945,02/22/24 09:00:00 午後,16.463
2946,02/22/24 10:00:00 午後,16.415
2947,02/22/24 11:00:00 午後,16.368
2948,02/23/24 12:00:00 午前,16.296
2949,02/23/24 01:00:00 午前,16.177
2950,02/23/24 02:00:00 午前,16.058
2951,02/23/24 03:00:00 午前,15.963
2952,02/23/24 04:00:00 午前,15.891
2953,02/23/24 05:00:00 午前,15.867
2954,02/23/24 06:00:00 午前,15.843
2955,02/23/24 07:00:00 午前,15.819
2956,02/23/24 08:00:00 午前,15.772
2957,02/23/24 09:00:00 午前,15.629
2958,02/23/24 10:00:00 午前,15.509
2959,02/23/24 11:00:00 午前,16.106
2960,02/23/24 12:00:00 午後,16.439
2961,02/23/24 01:00:00 午後,16.582
2962,02/23/24 02:00:00 午後,16.63
2963,02/23/24 03:00:00 午後,16.677
2964,02/23/24 04:00:00 午後,16.725
2965,02/23/24 05:00:00 午後,16.773
2966,02/23/24 06:00:00 午後,16.773
2967,02/23/24 07:00:00 午後,16.749
2968,02/23/24 08:00:00 午後,16.725
2969,02/23/24 09:00:00 午後,16.677
2970,02/23/24 10:00:00 午後,16.606
2971,02/23/24 11:00:00 午後,16.511
2972,02/24/24 12:00:00 午前,16.368
2973,02/24/24 01:00:00 午前,16.249
2974,02/24/24 02:00:00 午前,16.153
2975,02/24/24 03:00:00 午前,16.106
2976,02/24/24 04:00:00 午前,16.106
2977,02/24/24 05:00:00 午前,16.106
2978,02/24/24 06:00:00 午前,16.034
2979,02/24/24 07:00:00 午前,15.986
2980,02/24/24 08:00:00 午前,15.915
2981,02/24/24 09:00:00 午前,15.867
2982,02/24/24 10:00:00 午前,15.819
2983,02/24/24 11:00:00 午前,15.819
2984,02/24/24 12:00:00 午後,15.963
2985,02/24/24 01:00:00 午後,16.129
2986,02/24/24 02:00:00 午後,16.249
2987,02/24/24 03:00:00 午後,16.344
2988,02/24/24 04:00:00 午後,16.677
2989,02/24/24 05:00:00 午後,16.939
2990,02/24/24 06:00:00 午後,16.987
2991,02/24/24 07:00:00 午後,16.868
2992,02/24/24 08:00:00 午後,16.796
2993,02/24/24 09:00:00 午後,16.701
2994,02/24/24 10:00:00 午後,16.63
2995,02/24/24 11:00:00 午後,16.582
2996,02/25/24 12:00:00 午前,16.487
2997,02/25/24 01:00:00 午前,16.344
2998,02/25/24 02:00:00 午前,16.487
2999,02/25/24 03:00:00 午前,16.511
3000,02/25/24 04:00:00 午前,16.534
3001,02/25/24 05:00:00 午前,16.939
3002,02/25/24 06:00:00 午前,17.058
3003,02/25/24 07:00:00 午前,17.415
3004,02/25/24 08:00:00 午前,17.701
3005,02/25/24 09:00:00 午前,17.819
3006,02/25/24 10:00:00 午前,17.891
3007,02/25/24 11:00:00 午前,17.915
3008,02/25/24 12:00:00 午後,17.915
3009,02/25/24 01:00:00 午後,17.891
3010,02/25/24 02:00:00 午後,17.843
3011,02/25/24 03:00:00 午後,17.843
3012,02/25/24 04:00:00 午後,17.867
3013,02/25/24 05:00:00 午後,17.938
3014,02/25/24 06:00:00 午後,18.033
3015,02/25/24 07:00:00 午後,18.105
3016,02/25/24 08:00:00 午後,18.105
3017,02/25/24 09:00:00 午後,18.152
3018,02/25/24 10:00:00 午後,18.152
3019,02/25/24 11:00:00 午後,18.2
3020,02/26/24 12:00:00 午前,18.2
3021,02/26/24 01:00:00 午前,18.2
3022,02/26/24 02:00:00 午前,18.176
3023,02/26/24 03:00:00 午前,18.081
3024,02/26/24 04:00:00 午前,18.081
3025,02/26/24 05:00:00 午前,18.105
3026,02/26/24 06:00:00 午前,18.129
3027,02/26/24 07:00:00 午前,18.105
3028,02/26/24 08:00:00 午前,18.057
3029,02/26/24 09:00:00 午前,18.01
3030,02/26/24 10:00:00 午前,17.962
3031,02/26/24 11:00:00 午前,17.867
3032,02/26/24 12:00:00 午後,17.819
3033,02/26/24 01:00:00 午後,17.772
3034,02/26/24 02:00:00 午後,17.463
3035,02/26/24 03:00:00 午後,17.13
3036,02/26/24 04:00:00 午後,16.963
3037,02/26/24 05:00:00 午後,16.82
3038,02/26/24 06:00:00 午後,16.511
3039,02/26/24 07:00:00 午後,16.272
3040,02/26/24 08:00:00 午後,16.082
3041,02/26/24 09:00:00 午後,16.01
3042,02/26/24 10:00:00 午後,15.963
3043,02/26/24 11:00:00 午後,16.106
3044,02/27/24 12:00:00 午前,16.272
3045,02/27/24 01:00:00 午前,16.463
3046,02/27/24 02:00:00 午前,16.701
3047,02/27/24 03:00:00 午前,17.51
3048,02/27/24 04:00:00 午前,18.057
3049,02/27/24 05:00:00 午前,18.295
3050,02/27/24 06:00:00 午前,18.319
3051,02/27/24 07:00:00 午前,18.247
3052,02/27/24 08:00:00 午前,18.176
3053,02/27/24 09:00:00 午前,18.129
3054,02/27/24 10:00:00 午前,18.2
3055,02/27/24 11:00:00 午前,18.295
3056,02/27/24 12:00:00 午後,18.295
3057,02/27/24 01:00:00 午後,18.271
3058,02/27/24 02:00:00 午後,18.247
3059,02/27/24 03:00:00 午後,18.224
3060,02/27/24 04:00:00 午後,18.271
3061,02/27/24 05:00:00 午後,18.414
3062,02/27/24 06:00:00 午後,18.628
3063,02/27/24 07:00:00 午後,18.699
3064,02/27/24 08:00:00 午後,18.747
3065,02/27/24 09:00:00 午後,18.794
3066,02/27/24 10:00:00 午後,18.794
3067,02/27/24 11:00:00 午後,18.747
3068,02/28/24 12:00:00 午前,18.699
3069,02/28/24 01:00:00 午前,18.628
3070,02/28/24 02:00:00 午前,18.58
3071,02/28/24 03:00:00 午前,18.58
3072,02/28/24 04:00:00 午前,18.557
3073,02/28/24 05:00:00 午前,18.557
3074,02/28/24 06:00:00 午前,18.509
3075,02/28/24 07:00:00 午前,18.414
3076,02/28/24 08:00:00 午前,18.319
3077,02/28/24 09:00:00 午前,18.295
3078,02/28/24 10:00:00 午前,18.295
3079,02/28/24 11:00:00 午前,18.247
3080,02/28/24 12:00:00 午後,18.2
3081,02/28/24 01:00:00 午後,18.176
3082,02/28/24 02:00:00 午後,18.271
3083,02/28/24 03:00:00 午後,18.343
3084,02/28/24 04:00:00 午後,18.414
3085,02/28/24 05:00:00 午後,18.438
3086,02/28/24 06:00:00 午後,18.438
3087,02/28/24 07:00:00 午後,18.438
3088,02/28/24 08:00:00 午後,18.39
3089,02/28/24 09:00:00 午後,18.366
3090,02/28/24 10:00:00 午後,18.319
3091,02/28/24 11:00:00 午後,18.295
3092,02/29/24 12:00:00 午前,18.247
3093,02/29/24 01:00:00 午前,18.176
3094,02/29/24 02:00:00 午前,18.081
3095,02/29/24 03:00:00 午前,18.033
3096,02/29/24 04:00:00 午前,18.295
3097,02/29/24 05:00:00 午前,18.271
3098,02/29/24 06:00:00 午前,18.366
3099,02/29/24 07:00:00 午前,18.58
3100,02/29/24 08:00:00 午前,18.699
3101,02/29/24 09:00:00 午前,18.818
3102,02/29/24 10:00:00 午前,18.913
3103,02/29/24 11:00:00 午前,18.985
3104,02/29/24 12:00:00 午後,19.08
3105,02/29/24 01:00:00 午後,19.222
3106,02/29/24 02:00:00 午後,19.294
3107,02/29/24 03:00:00 午後,19.318
3108,02/29/24 04:00:00 午後,19.341
3109,02/29/24 05:00:00 午後,19.341
3110,02/29/24 06:00:00 午後,19.318
3111,02/29/24 07:00:00 午後,19.294
3112,02/29/24 08:00:00 午後,19.246
3113,02/29/24 09:00:00 午後,19.199
3114,02/29/24 10:00:00 午後,19.175
3115,02/29/24 11:00:00 午後,19.151
3116,03/01/24 12:00:00 午前,19.151
3117,03/01/24 01:00:00 午前,19.103
3118,03/01/24 02:00:00 午前,19.056
3119,03/01/24 03:00:00 午前,19.008
3120,03/01/24 04:00:00 午前,18.889
3121,03/01/24 05:00:00 午前,18.699
3122,03/01/24 06:00:00 午前,18.604
3123,03/01/24 07:00:00 午前,18.485
3124,03/01/24 08:00:00 午前,18.39
3125,03/01/24 09:00:00 午前,18.295
3126,03/01/24 10:00:00 午前,18.2
3127,03/01/24 11:00:00 午前,18.152
3128,03/01/24 12:00:00 午後,18.152
3129,03/01/24 01:00:00 午後,18.152
3130,03/01/24 02:00:00 午後,18.224
3131,03/01/24 03:00:00 午後,18.319
3132,03/01/24 04:00:00 午後,18.414
3133,03/01/24 05:00:00 午後,18.461
3134,03/01/24 06:00:00 午後,18.533
3135,03/01/24 07:00:00 午後,18.58
3136,03/01/24 08:00:00 午後,18.58
3137,03/01/24 09:00:00 午後,18.557
3138,03/01/24 10:00:00 午後,18.533
3139,03/01/24 11:00:00 午後,18.509
3140,03/02/24 12:00:00 午前,18.461
3141,03/02/24 01:00:00 午前,18.343
3142,03/02/24 02:00:00 午前,18.057
3143,03/02/24 03:00:00 午前,17.986
3144,03/02/24 04:00:00 午前,17.986
3145,03/02/24 05:00:00 午前,18.01
3146,03/02/24 06:00:00 午前,18.129
3147,03/02/24 07:00:00 午前,18.247
3148,03/02/24 08:00:00 午前,18.343
3149,03/02/24 09:00:00 午前,18.2
3150,03/02/24 10:00:00 午前,17.891
3151,03/02/24 11:00:00 午前,17.653
3152,03/02/24 12:00:00 午後,17.486
3153,03/02/24 01:00:00 午後,17.534
3154,03/02/24 02:00:00 午後,17.796
3155,03/02/24 03:00:00 午後,18.01
3156,03/02/24 04:00:00 午後,18.2
3157,03/02/24 05:00:00 午後,18.343
3158,03/02/24 06:00:00 午後,18.509
3159,03/02/24 07:00:00 午後,18.604
3160,03/02/24 08:00:00 午後,18.675
3161,03/02/24 09:00:00 午後,18.699
3162,03/02/24 10:00:00 午後,18.675
3163,03/02/24 11:00:00 午後,18.652
3164,03/03/24 12:00:00 午前,18.604
3165,03/03/24 01:00:00 午前,18.557
3166,03/03/24 02:00:00 午前,18.461
3167,03/03/24 03:00:00 午前,18.343
3168,03/03/24 04:00:00 午前,18.2
3169,03/03/24 05:00:00 午前,18.081
3170,03/03/24 06:00:00 午前,18.033
3171,03/03/24 07:00:00 午前,17.938
3172,03/03/24 08:00:00 午前,17.843
3173,03/03/24 09:00:00 午前,17.748
3174,03/03/24 10:00:00 午前,17.701
3175,03/03/24 11:00:00 午前,17.677
3176,03/03/24 12:00:00 午後,17.677
3177,03/03/24 01:00:00 午後,17.701
3178,03/03/24 02:00:00 午後,17.748
3179,03/03/24 03:00:00 午後,17.796
3180,03/03/24 04:00:00 午後,17.819
3181,03/03/24 05:00:00 午後,17.796
3182,03/03/24 06:00:00 午後,17.701
3183,03/03/24 07:00:00 午後,17.51
3184,03/03/24 08:00:00 午後,17.391
3185,03/03/24 09:00:00 午後,17.272
3186,03/03/24 10:00:00 午後,17.201
3187,03/03/24 11:00:00 午後,17.225
3188,03/04/24 12:00:00 午前,17.177
3189,03/04/24 01:00:00 午前,17.177
3190,03/04/24 02:00:00 午前,17.201
3191,03/04/24 03:00:00 午前,17.272
3192,03/04/24 04:00:00 午前,17.368
3193,03/04/24 05:00:00 午前,17.415
3194,03/04/24 06:00:00 午前,17.415
3195,03/04/24 07:00:00 午前,17.32
3196,03/04/24 08:00:00 午前,17.32
3197,03/04/24 09:00:00 午前,17.272
3198,03/04/24 10:00:00 午前,17.272
3199,03/04/24 11:00:00 午前,17.368
3200,03/04/24 12:00:00 午後,17.439
3201,03/04/24 01:00:00 午後,17.439
3202,03/04/24 02:00:00 午後,17.463
3203,03/04/24 03:00:00 午後,17.558
3204,03/04/24 04:00:00 午後,17.629
3205,03/04/24 05:00:00 午後,17.653
3206,03/04/24 06:00:00 午後,17.653
3207,03/04/24 07:00:00 午後,17.558
3208,03/04/24 08:00:00 午後,17.391
3209,03/04/24 09:00:00 午後,17.296
3210,03/04/24 10:00:00 午後,17.249
3211,03/04/24 11:00:00 午後,17.225
3212,03/05/24 12:00:00 午前,17.249
3213,03/05/24 01:00:00 午前,17.249
3214,03/05/24 02:00:00 午前,17.249
3215,03/05/24 03:00:00 午前,17.201
3216,03/05/24 04:00:00 午前,17.177
3217,03/05/24 05:00:00 午前,17.153
3218,03/05/24 06:00:00 午前,17.106
3219,03/05/24 07:00:00 午前,17.082
3220,03/05/24 08:00:00 午前,17.058
3221,03/05/24 09:00:00 午前,17.034
3222,03/05/24 10:00:00 午前,17.011
3223,03/05/24 11:00:00 午前,16.987
3224,03/05/24 12:00:00 午後,16.892
3225,03/05/24 01:00:00 午後,16.868
3226,03/05/24 02:00:00 午後,16.844
3227,03/05/24 03:00:00 午後,16.844
3228,03/05/24 04:00:00 午後,16.844
3229,03/05/24 05:00:00 午後,16.82
3230,03/05/24 06:00:00 午後,16.796
3231,03/05/24 07:00:00 午後,16.725
3232,03/05/24 08:00:00 午後,16.677
3233,03/05/24 09:00:00 午後,16.63
3234,03/05/24 10:00:00 午後,16.63
3235,03/05/24 11:00:00 午後,16.582
3236,03/06/24 12:00:00 午前,16.487
3237,03/06/24 01:00:00 午前,16.487
3238,03/06/24 02:00:00 午前,16.582
3239,03/06/24 03:00:00 午前,16.415
3240,03/06/24 04:00:00 午前,16.201
3241,03/06/24 05:00:00 午前,15.939
3242,03/06/24 06:00:00 午前,15.819
3243,03/06/24 07:00:00 午前,15.867
3244,03/06/24 08:00:00 午前,15.867
3245,03/06/24 09:00:00 午前,15.748
3246,03/06/24 10:00:00 午前,15.724
3247,03/06/24 11:00:00 午前,15.819
3248,03/06/24 12:00:00 午後,16.201
3249,03/06/24 01:00:00 午後,16.511
3250,03/06/24 02:00:00 午後,16.606
3251,03/06/24 03:00:00 午後,16.582
3252,03/06/24 04:00:00 午後,16.725
3253,03/06/24 05:00:00 午後,16.796
3254,03/06/24 06:00:00 午後,16.796
3255,03/06/24 07:00:00 午後,16.773
3256,03/06/24 08:00:00 午後,16.725
3257,03/06/24 09:00:00 午後,16.677
3258,03/06/24 10:00:00 午後,16.63
3259,03/06/24 11:00:00 午後,16.606
3260,03/07/24 12:00:00 午前,16.582
3261,03/07/24 01:00:00 午前,16.582
3262,03/07/24 02:00:00 午前,16.558
3263,03/07/24 03:00:00 午前,16.534
3264,03/07/24 04:00:00 午前,16.534
3265,03/07/24 05:00:00 午前,16.511
3266,03/07/24 06:00:00 午前,16.511
3267,03/07/24 07:00:00 午前,16.511
3268,03/07/24 08:00:00 午前,16.511
3269,03/07/24 09:00:00 午前,16.511
3270,03/07/24 10:00:00 午前,16.487
3271,03/07/24 11:00:00 午前,16.392
3272,03/07/24 12:00:00 午後,16.392
3273,03/07/24 01:00:00 午後,16.439
3274,03/07/24 02:00:00 午後,16.463
3275,03/07/24 03:00:00 午後,16.487
3276,03/07/24 04:00:00 午後,16.511
3277,03/07/24 05:00:00 午後,16.511
3278,03/07/24 06:00:00 午後,16.487
3279,03/07/24 07:00:00 午後,16.463
3280,03/07/24 08:00:00 午後,16.415
3281,03/07/24 09:00:00 午後,16.344
3282,03/07/24 10:00:00 午後,16.296
3283,03/07/24 11:00:00 午後,16.296
3284,03/08/24 12:00:00 午前,16.296
3285,03/08/24 01:00:00 午前,16.272
3286,03/08/24 02:00:00 午前,16.177
3287,03/08/24 03:00:00 午前,16.058
3288,03/08/24 04:00:00 午前,15.963
3289,03/08/24 05:00:00 午前,15.867
3290,03/08/24 06:00:00 午前,15.843
3291,03/08/24 07:00:00 午前,15.676
3292,03/08/24 08:00:00 午前,15.39
3293,03/08/24 09:00:00 午前,15.294
3294,03/08/24 10:00:00 午前,15.223
3295,03/08/24 11:00:00 午前,15.199
3296,03/08/24 12:00:00 午後,15.079
3297,03/08/24 01:00:00 午後,15.127
3298,03/08/24 02:00:00 午後,15.247
3299,03/08/24 03:00:00 午後,15.39
3300,03/08/24 04:00:00 午後,15.581
3301,03/08/24 05:00:00 午後,15.724
3302,03/08/24 06:00:00 午後,15.796
3303,03/08/24 07:00:00 午後,15.843
3304,03/08/24 08:00:00 午後,15.867
3305,03/08/24 09:00:00 午後,15.891
3306,03/08/24 10:00:00 午後,15.915
3307,03/08/24 11:00:00 午後,15.915
3308,03/09/24 12:00:00 午前,15.915
3309,03/09/24 01:00:00 午前,15.939
3310,03/09/24 02:00:00 午前,15.939
3311,03/09/24 03:00:00 午前,15.939
3312,03/09/24 04:00:00 午前,15.963
3313,03/09/24 05:00:00 午前,15.939
3314,03/09/24 06:00:00 午前,15.891
3315,03/09/24 07:00:00 午前,15.843
3316,03/09/24 08:00:00 午前,15.796
3317,03/09/24 09:00:00 午前,15.748
3318,03/09/24 10:00:00 午前,15.772
3319,03/09/24 11:00:00 午前,15.819
3320,03/09/24 12:00:00 午後,15.843
3321,03/09/24 01:00:00 午後,15.843
3322,03/09/24 02:00:00 午後,15.819
3323,03/09/24 03:00:00 午後,15.843
3324,03/09/24 04:00:00 午後,15.891
3325,03/09/24 05:00:00 午後,15.915
3326,03/09/24 06:00:00 午後,15.915
3327,03/09/24 07:00:00 午後,15.915
3328,03/09/24 08:00:00 午後,15.891
3329,03/09/24 09:00:00 午後,15.819
