プロット タイトル: site12_spot023_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054351, SEN S/N: 20054351)",カプラー取り外し (LGR S/N: 20054351),カプラー取り付け (LGR S/N: 20054351),ホスト接続 (LGR S/N: 20054351),停止済み (LGR S/N: 20054351),ファイルの終わり (LGR S/N: 20054351)
1,10/16/23 08:00:00 午前,26.061,記録,,,,
2,10/16/23 08:30:00 午前,25.623,,,,,
3,10/16/23 09:00:00 午前,25.258,,,,,
4,10/16/23 09:30:00 午前,25.38,,,,,
5,10/16/23 10:00:00 午前,27.063,,,,,
6,10/16/23 10:30:00 午前,27.579,,,,,
7,10/16/23 11:00:00 午前,27.875,,,,,
8,10/16/23 11:30:00 午前,27.875,,,,,
9,10/16/23 12:00:00 午後,27.85,,,,,
10,10/16/23 12:30:00 午後,27.825,,,,,
11,10/16/23 01:00:00 午後,27.776,,,,,
12,10/16/23 01:30:00 午後,27.727,,,,,
13,10/16/23 02:00:00 午後,27.628,,,,,
14,10/16/23 02:30:00 午後,27.604,,,,,
15,10/16/23 03:00:00 午後,27.628,,,,,
16,10/16/23 03:30:00 午後,27.653,,,,,
17,10/16/23 04:00:00 午後,27.702,,,,,
18,10/16/23 04:30:00 午後,27.727,,,,,
19,10/16/23 05:00:00 午後,27.727,,,,,
20,10/16/23 05:30:00 午後,27.727,,,,,
21,10/16/23 06:00:00 午後,27.727,,,,,
22,10/16/23 06:30:00 午後,27.677,,,,,
23,10/16/23 07:00:00 午後,27.677,,,,,
24,10/16/23 07:30:00 午後,27.677,,,,,
25,10/16/23 08:00:00 午後,27.677,,,,,
26,10/16/23 08:30:00 午後,27.628,,,,,
27,10/16/23 09:00:00 午後,27.604,,,,,
28,10/16/23 09:30:00 午後,27.481,,,,,
29,10/16/23 10:00:00 午後,27.481,,,,,
30,10/16/23 10:30:00 午後,27.431,,,,,
31,10/16/23 11:00:00 午後,27.358,,,,,
32,10/16/23 11:30:00 午後,27.259,,,,,
33,10/17/23 12:00:00 午前,27.136,,,,,
34,10/17/23 12:30:00 午前,27.038,,,,,
35,10/17/23 01:00:00 午前,26.793,,,,,
36,10/17/23 01:30:00 午前,26.549,,,,,
37,10/17/23 02:00:00 午前,26.329,,,,,
38,10/17/23 02:30:00 午前,26.085,,,,,
39,10/17/23 03:00:00 午前,25.866,,,,,
40,10/17/23 03:30:00 午前,25.768,,,,,
41,10/17/23 04:00:00 午前,25.987,,,,,
42,10/17/23 04:30:00 午前,25.477,,,,,
43,10/17/23 05:00:00 午前,24.46,,,,,
44,10/17/23 05:30:00 午前,25.841,,,,,
45,10/17/23 06:00:00 午前,26.965,,,,,
46,10/17/23 06:30:00 午前,27.333,,,,,
47,10/17/23 07:00:00 午前,27.431,,,,,
48,10/17/23 07:30:00 午前,27.481,,,,,
49,10/17/23 08:00:00 午前,27.481,,,,,
50,10/17/23 08:30:00 午前,27.579,,,,,
51,10/17/23 09:00:00 午前,27.505,,,,,
52,10/17/23 09:30:00 午前,27.53,,,,,
53,10/17/23 10:00:00 午前,27.53,,,,,
54,10/17/23 10:30:00 午前,27.53,,,,,
55,10/17/23 11:00:00 午前,27.579,,,,,
56,10/17/23 11:30:00 午前,27.604,,,,,
57,10/17/23 12:00:00 午後,27.604,,,,,
58,10/17/23 12:30:00 午後,27.677,,,,,
59,10/17/23 01:00:00 午後,27.776,,,,,
60,10/17/23 01:30:00 午後,27.801,,,,,
61,10/17/23 02:00:00 午後,27.875,,,,,
62,10/17/23 02:30:00 午後,27.875,,,,,
63,10/17/23 03:00:00 午後,27.825,,,,,
64,10/17/23 03:30:00 午後,27.751,,,,,
65,10/17/23 04:00:00 午後,27.727,,,,,
66,10/17/23 04:30:00 午後,27.702,,,,,
67,10/17/23 05:00:00 午後,27.677,,,,,
68,10/17/23 05:30:00 午後,27.653,,,,,
69,10/17/23 06:00:00 午後,27.628,,,,,
70,10/17/23 06:30:00 午後,27.604,,,,,
71,10/17/23 07:00:00 午後,27.604,,,,,
72,10/17/23 07:30:00 午後,27.579,,,,,
73,10/17/23 08:00:00 午後,27.554,,,,,
74,10/17/23 08:30:00 午後,27.579,,,,,
75,10/17/23 09:00:00 午後,27.554,,,,,
76,10/17/23 09:30:00 午後,27.481,,,,,
77,10/17/23 10:00:00 午後,27.431,,,,,
78,10/17/23 10:30:00 午後,27.431,,,,,
