プロット タイトル: site01_spot005(-8)_2023,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21011404, SEN S/N: 21011404)",カプラー取り外し (LGR S/N: 21011404),カプラー取り付け (LGR S/N: 21011404),停止済み (LGR S/N: 21011404),ファイルの終わり (LGR S/N: 21011404)
1211,03/03/23 01:00:00 午前,20.936,,,,
1212,03/03/23 02:00:00 午前,20.936,,,,
1213,03/03/23 03:00:00 午前,20.936,,,,
1214,03/03/23 04:00:00 午前,20.913,,,,
1215,03/03/23 05:00:00 午前,20.913,,,,
1216,03/03/23 06:00:00 午前,20.889,,,,
1217,03/03/23 07:00:00 午前,20.722,,,,
1218,03/03/23 08:00:00 午前,20.507,,,,
1219,03/03/23 09:00:00 午前,20.531,,,,
1220,03/03/23 10:00:00 午前,20.674,,,,
1221,03/03/23 11:00:00 午前,20.746,,,,
1222,03/03/23 12:00:00 午後,20.722,,,,
1223,03/03/23 01:00:00 午後,20.746,,,,
1224,03/03/23 02:00:00 午後,20.817,,,,
1225,03/03/23 03:00:00 午後,20.793,,,,
1226,03/03/23 04:00:00 午後,20.77,,,,
1227,03/03/23 05:00:00 午後,20.746,,,,
1228,03/03/23 06:00:00 午後,20.77,,,,
1229,03/03/23 07:00:00 午後,20.889,,,,
1230,03/03/23 08:00:00 午後,20.913,,,,
1231,03/03/23 09:00:00 午後,20.889,,,,
1232,03/03/23 10:00:00 午後,20.913,,,,
1233,03/03/23 11:00:00 午後,20.865,,,,
1234,03/04/23 12:00:00 午前,20.889,,,,
1235,03/04/23 01:00:00 午前,20.865,,,,
1236,03/04/23 02:00:00 午前,20.817,,,,
1237,03/04/23 03:00:00 午前,20.817,,,,
1238,03/04/23 04:00:00 午前,20.793,,,,
1239,03/04/23 05:00:00 午前,20.841,,,,
1240,03/04/23 06:00:00 午前,20.865,,,,
1241,03/04/23 07:00:00 午前,20.817,,,,
1242,03/04/23 08:00:00 午前,20.817,,,,
1243,03/04/23 09:00:00 午前,20.77,,,,
1244,03/04/23 10:00:00 午前,20.77,,,,
1245,03/04/23 11:00:00 午前,20.77,,,,
1246,03/04/23 12:00:00 午後,20.793,,,,
1247,03/04/23 01:00:00 午後,20.984,,,,
1248,03/04/23 02:00:00 午後,21.175,,,,
1249,03/04/23 03:00:00 午後,21.27,,,,
1250,03/04/23 04:00:00 午後,21.342,,,,
1251,03/04/23 05:00:00 午後,21.413,,,,
1252,03/04/23 06:00:00 午後,21.413,,,,
1253,03/04/23 07:00:00 午後,21.437,,,,
1254,03/04/23 08:00:00 午後,21.437,,,,
1255,03/04/23 09:00:00 午後,21.461,,,,
1256,03/04/23 10:00:00 午後,21.461,,,,
1257,03/04/23 11:00:00 午後,21.437,,,,
1258,03/05/23 12:00:00 午前,21.413,,,,
1259,03/05/23 01:00:00 午前,21.437,,,,
1260,03/05/23 02:00:00 午前,21.461,,,,
1261,03/05/23 03:00:00 午前,21.509,,,,
1262,03/05/23 04:00:00 午前,21.485,,,,
1263,03/05/23 05:00:00 午前,21.461,,,,
1264,03/05/23 06:00:00 午前,21.39,,,,
1265,03/05/23 07:00:00 午前,21.342,,,,
1266,03/05/23 08:00:00 午前,21.413,,,,
1267,03/05/23 09:00:00 午前,21.39,,,,
1268,03/05/23 10:00:00 午前,21.509,,,,
1269,03/05/23 11:00:00 午前,21.485,,,,
1270,03/05/23 12:00:00 午後,21.485,,,,
1271,03/05/23 01:00:00 午後,21.461,,,,
1272,03/05/23 02:00:00 午後,21.485,,,,
1273,03/05/23 03:00:00 午後,21.485,,,,
1274,03/05/23 04:00:00 午後,21.485,,,,
1275,03/05/23 05:00:00 午後,21.485,,,,
1276,03/05/23 06:00:00 午後,21.485,,,,
1277,03/05/23 07:00:00 午後,21.485,,,,
1278,03/05/23 08:00:00 午後,21.485,,,,
1279,03/05/23 09:00:00 午後,21.461,,,,
1280,03/05/23 10:00:00 午後,21.461,,,,
1281,03/05/23 11:00:00 午後,21.437,,,,
1282,03/06/23 12:00:00 午前,21.39,,,,
1283,03/06/23 01:00:00 午前,21.342,,,,
1284,03/06/23 02:00:00 午前,21.294,,,,
1285,03/06/23 03:00:00 午前,21.318,,,,
1286,03/06/23 04:00:00 午前,21.318,,,,
1287,03/06/23 05:00:00 午前,21.342,,,,
1288,03/06/23 06:00:00 午前,21.39,,,,
1289,03/06/23 07:00:00 午前,21.413,,,,
1290,03/06/23 08:00:00 午前,21.39,,,,
1291,03/06/23 09:00:00 午前,21.39,,,,
1292,03/06/23 10:00:00 午前,21.39,,,,
1293,03/06/23 11:00:00 午前,21.413,,,,
1294,03/06/23 12:00:00 午後,21.437,,,,
1295,03/06/23 01:00:00 午後,21.461,,,,
1296,03/06/23 02:00:00 午後,21.461,,,,
1297,03/06/23 03:00:00 午後,21.461,,,,
1298,03/06/23 04:00:00 午後,21.485,,,,
1299,03/06/23 05:00:00 午後,21.485,,,,
1300,03/06/23 06:00:00 午後,21.533,,,,
1301,03/06/23 07:00:00 午後,21.509,,,,
1302,03/06/23 08:00:00 午後,21.533,,,,
1303,03/06/23 09:00:00 午後,21.533,,,,
1304,03/06/23 10:00:00 午後,21.485,,,,
1305,03/06/23 11:00:00 午後,21.437,,,,
1306,03/07/23 12:00:00 午前,21.413,,,,
1307,03/07/23 01:00:00 午前,21.437,,,,
1308,03/07/23 02:00:00 午前,21.366,,,,
1309,03/07/23 03:00:00 午前,21.342,,,,
1310,03/07/23 04:00:00 午前,21.413,,,,
1311,03/07/23 05:00:00 午前,21.366,,,,
1312,03/07/23 06:00:00 午前,21.294,,,,
1313,03/07/23 07:00:00 午前,21.223,,,,
1314,03/07/23 08:00:00 午前,21.223,,,,
1315,03/07/23 09:00:00 午前,21.246,,,,
1316,03/07/23 10:00:00 午前,21.318,,,,
1317,03/07/23 11:00:00 午前,21.366,,,,
1318,03/07/23 12:00:00 午後,21.39,,,,
1319,03/07/23 01:00:00 午後,21.413,,,,
1320,03/07/23 02:00:00 午後,21.437,,,,
1321,03/07/23 03:00:00 午後,21.461,,,,
1322,03/07/23 04:00:00 午後,21.437,,,,
1323,03/07/23 05:00:00 午後,21.437,,,,
1324,03/07/23 06:00:00 午後,21.437,,,,
1325,03/07/23 07:00:00 午後,21.318,,,,
1326,03/07/23 08:00:00 午後,21.27,,,,
1327,03/07/23 09:00:00 午後,21.246,,,,
1328,03/07/23 10:00:00 午後,21.079,,,,
1329,03/07/23 11:00:00 午後,21.127,,,,
1330,03/08/23 12:00:00 午前,21.127,,,,
1331,03/08/23 01:00:00 午前,21.032,,,,
1332,03/08/23 02:00:00 午前,21.056,,,,
1333,03/08/23 03:00:00 午前,21.032,,,,
1334,03/08/23 04:00:00 午前,21.032,,,,
1335,03/08/23 05:00:00 午前,21.056,,,,
1336,03/08/23 06:00:00 午前,21.103,,,,
1337,03/08/23 07:00:00 午前,21.103,,,,
1338,03/08/23 08:00:00 午前,21.127,,,,
1339,03/08/23 09:00:00 午前,21.151,,,,
1340,03/08/23 10:00:00 午前,21.151,,,,
1341,03/08/23 11:00:00 午前,21.199,,,,
1342,03/08/23 12:00:00 午後,21.223,,,,
1343,03/08/23 01:00:00 午後,21.246,,,,
1344,03/08/23 02:00:00 午後,21.246,,,,
1345,03/08/23 03:00:00 午後,20.793,,,,
1346,03/08/23 04:00:00 午後,21.246,,,,
1347,03/08/23 05:00:00 午後,21.175,,,,
1348,03/08/23 06:00:00 午後,20.793,,,,
1349,03/08/23 07:00:00 午後,20.103,,,,
1350,03/08/23 08:00:00 午後,20.126,,,,
1351,03/08/23 09:00:00 午後,20.436,,,,
1352,03/08/23 10:00:00 午後,20.531,,,,
1353,03/08/23 11:00:00 午後,20.507,,,,
1354,03/09/23 12:00:00 午前,20.65,,,,
1355,03/09/23 01:00:00 午前,20.77,,,,
1356,03/09/23 02:00:00 午前,20.793,,,,
1357,03/09/23 03:00:00 午前,20.865,,,,
1358,03/09/23 04:00:00 午前,20.889,,,,
1359,03/09/23 05:00:00 午前,20.889,,,,
1360,03/09/23 06:00:00 午前,20.984,,,,
1361,03/09/23 07:00:00 午前,21.008,,,,
1362,03/09/23 08:00:00 午前,21.032,,,,
1363,03/09/23 09:00:00 午前,21.103,,,,
1364,03/09/23 10:00:00 午前,21.103,,,,
1365,03/09/23 11:00:00 午前,21.246,,,,
1366,03/09/23 12:00:00 午後,21.437,,,,
1367,03/09/23 01:00:00 午後,21.557,,,,
1368,03/09/23 02:00:00 午後,21.604,,,,
1369,03/09/23 03:00:00 午後,21.604,,,,
1370,03/09/23 04:00:00 午後,21.628,,,,
1371,03/09/23 05:00:00 午後,21.628,,,,
1372,03/09/23 06:00:00 午後,21.604,,,,
1373,03/09/23 07:00:00 午後,21.628,,,,
1374,03/09/23 08:00:00 午後,21.557,,,,
1375,03/09/23 09:00:00 午後,21.27,,,,
1376,03/09/23 10:00:00 午後,21.294,,,,
1377,03/09/23 11:00:00 午後,21.318,,,,
1378,03/10/23 12:00:00 午前,21.39,,,,
1379,03/10/23 01:00:00 午前,21.103,,,,
1380,03/10/23 02:00:00 午前,19.841,,,,
1381,03/10/23 03:00:00 午前,19.841,,,,
1382,03/10/23 04:00:00 午前,20.293,,,,
1383,03/10/23 05:00:00 午前,20.388,,,,
1384,03/10/23 06:00:00 午前,20.103,,,,
1385,03/10/23 07:00:00 午前,20.198,,,,
1386,03/10/23 08:00:00 午前,20.079,,,,
1387,03/10/23 09:00:00 午前,20.222,,,,
1388,03/10/23 10:00:00 午前,20.269,,,,
1389,03/10/23 11:00:00 午前,20.341,,,,
1390,03/10/23 12:00:00 午後,20.46,,,,
1391,03/10/23 01:00:00 午後,20.555,,,,
1392,03/10/23 02:00:00 午後,20.603,,,,
1393,03/10/23 03:00:00 午後,20.627,,,,
1394,03/10/23 04:00:00 午後,20.484,,,,
1395,03/10/23 05:00:00 午後,20.198,,,,
1396,03/10/23 06:00:00 午後,20.031,,,,
1397,03/10/23 07:00:00 午後,20.269,,,,
1398,03/10/23 08:00:00 午後,20.222,,,,
1399,03/10/23 09:00:00 午後,20.246,,,,
1400,03/10/23 10:00:00 午後,20.269,,,,
1401,03/10/23 11:00:00 午後,20.341,,,,
1402,03/11/23 12:00:00 午前,20.484,,,,
1403,03/11/23 01:00:00 午前,20.627,,,,
1404,03/11/23 02:00:00 午前,20.793,,,,
1405,03/11/23 03:00:00 午前,20.841,,,,
1406,03/11/23 04:00:00 午前,20.936,,,,
1407,03/11/23 05:00:00 午前,20.96,,,,
1408,03/11/23 06:00:00 午前,20.96,,,,
1409,03/11/23 07:00:00 午前,20.936,,,,
1410,03/11/23 08:00:00 午前,21.199,,,,
1411,03/11/23 09:00:00 午前,21.318,,,,
1412,03/11/23 10:00:00 午前,21.509,,,,
1413,03/11/23 11:00:00 午前,21.533,,,,
1414,03/11/23 12:00:00 午後,21.604,,,,
1415,03/11/23 01:00:00 午後,21.557,,,,
1416,03/11/23 02:00:00 午後,21.509,,,,
1417,03/11/23 03:00:00 午後,21.533,,,,
1418,03/11/23 04:00:00 午後,21.604,,,,
1419,03/11/23 05:00:00 午後,21.628,,,,
1420,03/11/23 06:00:00 午後,21.676,,,,
1421,03/11/23 07:00:00 午後,21.652,,,,
1422,03/11/23 08:00:00 午後,20.46,,,,
1423,03/11/23 09:00:00 午後,20.722,,,,
1424,03/11/23 10:00:00 午後,20.126,,,,
1425,03/11/23 11:00:00 午後,19.912,,,,
1426,03/12/23 12:00:00 午前,19.96,,,,
1427,03/12/23 01:00:00 午前,19.96,,,,
1428,03/12/23 02:00:00 午前,20.77,,,,
1429,03/12/23 03:00:00 午前,20.77,,,,
1430,03/12/23 04:00:00 午前,20.603,,,,
1431,03/12/23 05:00:00 午前,20.126,,,,
1432,03/12/23 06:00:00 午前,20.031,,,,
1433,03/12/23 07:00:00 午前,19.936,,,,
1434,03/12/23 08:00:00 午前,19.912,,,,
1435,03/12/23 09:00:00 午前,19.96,,,,
1436,03/12/23 10:00:00 午前,19.865,,,,
1437,03/12/23 11:00:00 午前,19.389,,,,
1438,03/12/23 12:00:00 午後,19.413,,,,
1439,03/12/23 01:00:00 午後,19.651,,,,
1440,03/12/23 02:00:00 午後,20.293,,,,
1441,03/12/23 03:00:00 午後,20.174,,,,
1442,03/12/23 04:00:00 午後,20.031,,,,
1443,03/12/23 05:00:00 午後,20.055,,,,
1444,03/12/23 06:00:00 午後,20.246,,,,
1445,03/12/23 07:00:00 午後,20.341,,,,
1446,03/12/23 08:00:00 午後,20.436,,,,
1447,03/12/23 09:00:00 午後,20.46,,,,
1448,03/12/23 10:00:00 午後,20.555,,,,
1449,03/12/23 11:00:00 午後,20.603,,,,
1450,03/13/23 12:00:00 午前,20.698,,,,
1451,03/13/23 01:00:00 午前,20.746,,,,
1452,03/13/23 02:00:00 午前,20.722,,,,
1453,03/13/23 03:00:00 午前,20.698,,,,
1454,03/13/23 04:00:00 午前,20.674,,,,
1455,03/13/23 05:00:00 午前,20.674,,,,
1456,03/13/23 06:00:00 午前,20.77,,,,
1457,03/13/23 07:00:00 午前,20.865,,,,
1458,03/13/23 08:00:00 午前,20.793,,,,
1459,03/13/23 09:00:00 午前,20.817,,,,
1460,03/13/23 10:00:00 午前,20.817,,,,
1461,03/13/23 11:00:00 午前,20.793,,,,
1462,03/13/23 12:00:00 午後,20.865,,,,
1463,03/13/23 01:00:00 午後,20.96,,,,
1464,03/13/23 02:00:00 午後,21.008,,,,
1465,03/13/23 03:00:00 午後,20.889,,,,
1466,03/13/23 04:00:00 午後,20.913,,,,
1467,03/13/23 05:00:00 午後,20.96,,,,
1468,03/13/23 06:00:00 午後,21.008,,,,
1469,03/13/23 07:00:00 午後,20.913,,,,
1470,03/13/23 08:00:00 午後,20.293,,,,
1471,03/13/23 09:00:00 午後,20.317,,,,
1472,03/13/23 10:00:00 午後,20.341,,,,
1473,03/13/23 11:00:00 午後,20.246,,,,
1474,03/14/23 12:00:00 午前,20.246,,,,
1475,03/14/23 01:00:00 午前,20.222,,,,
1476,03/14/23 02:00:00 午前,20.174,,,,
1477,03/14/23 03:00:00 午前,20.15,,,,
1478,03/14/23 04:00:00 午前,20.103,,,,
1479,03/14/23 05:00:00 午前,20.031,,,,
1480,03/14/23 06:00:00 午前,20.031,,,,
1481,03/14/23 07:00:00 午前,20.055,,,,
1482,03/14/23 08:00:00 午前,20.055,,,,
1483,03/14/23 09:00:00 午前,20.15,,,,
1484,03/14/23 10:00:00 午前,20.055,,,,
1485,03/14/23 11:00:00 午前,20.055,,,,
1486,03/14/23 12:00:00 午後,20.126,,,,
1487,03/14/23 01:00:00 午後,20.15,,,,
1488,03/14/23 02:00:00 午後,20.174,,,,
1489,03/14/23 03:00:00 午後,20.293,,,,
1490,03/14/23 04:00:00 午後,20.388,,,,
1491,03/14/23 05:00:00 午後,20.436,,,,
1492,03/14/23 06:00:00 午後,20.603,,,,
1493,03/14/23 07:00:00 午後,20.722,,,,
1494,03/14/23 08:00:00 午後,20.77,,,,
1495,03/14/23 09:00:00 午後,20.793,,,,
1496,03/14/23 10:00:00 午後,20.77,,,,
1497,03/14/23 11:00:00 午後,20.746,,,,
1498,03/15/23 12:00:00 午前,20.627,,,,
1499,03/15/23 01:00:00 午前,20.603,,,,
1500,03/15/23 02:00:00 午前,20.65,,,,
1501,03/15/23 03:00:00 午前,20.627,,,,
1502,03/15/23 04:00:00 午前,20.627,,,,
1503,03/15/23 05:00:00 午前,20.674,,,,
1504,03/15/23 06:00:00 午前,20.722,,,,
1505,03/15/23 07:00:00 午前,20.746,,,,
1506,03/15/23 08:00:00 午前,20.77,,,,
1507,03/15/23 09:00:00 午前,20.77,,,,
1508,03/15/23 10:00:00 午前,20.865,,,,
1509,03/15/23 11:00:00 午前,20.913,,,,
1510,03/15/23 12:00:00 午後,20.96,,,,
1511,03/15/23 01:00:00 午後,20.96,,,,
1512,03/15/23 02:00:00 午後,21.151,,,,
1513,03/15/23 03:00:00 午後,21.079,,,,
1514,03/15/23 04:00:00 午後,21.103,,,,
1515,03/15/23 05:00:00 午後,20.841,,,,
1516,03/15/23 06:00:00 午後,20.722,,,,
1517,03/15/23 07:00:00 午後,20.77,,,,
1518,03/15/23 08:00:00 午後,20.793,,,,
1519,03/15/23 09:00:00 午後,20.841,,,,
1520,03/15/23 10:00:00 午後,20.865,,,,
1521,03/15/23 11:00:00 午後,20.889,,,,
1522,03/16/23 12:00:00 午前,20.865,,,,
1523,03/16/23 01:00:00 午前,20.841,,,,
1524,03/16/23 02:00:00 午前,20.865,,,,
1525,03/16/23 03:00:00 午前,20.722,,,,
1526,03/16/23 04:00:00 午前,20.722,,,,
1527,03/16/23 05:00:00 午前,20.722,,,,
1528,03/16/23 06:00:00 午前,20.722,,,,
1529,03/16/23 07:00:00 午前,20.722,,,,
1530,03/16/23 08:00:00 午前,20.698,,,,
1531,03/16/23 09:00:00 午前,20.388,,,,
1532,03/16/23 10:00:00 午前,20.507,,,,
1533,03/16/23 11:00:00 午前,20.65,,,,
1534,03/16/23 12:00:00 午後,20.746,,,,
1535,03/16/23 01:00:00 午後,20.817,,,,
1536,03/16/23 02:00:00 午後,20.865,,,,
1537,03/16/23 03:00:00 午後,20.865,,,,
1538,03/16/23 04:00:00 午後,20.936,,,,
1539,03/16/23 05:00:00 午後,20.936,,,,
1540,03/16/23 06:00:00 午後,20.936,,,,
1541,03/16/23 07:00:00 午後,20.96,,,,
1542,03/16/23 08:00:00 午後,20.96,,,,
1543,03/16/23 09:00:00 午後,20.96,,,,
1544,03/16/23 10:00:00 午後,20.984,,,,
1545,03/16/23 11:00:00 午後,20.984,,,,
1546,03/17/23 12:00:00 午前,20.936,,,,
1547,03/17/23 01:00:00 午前,20.936,,,,
1548,03/17/23 02:00:00 午前,20.936,,,,
1549,03/17/23 03:00:00 午前,20.913,,,,
1550,03/17/23 04:00:00 午前,20.865,,,,
1551,03/17/23 05:00:00 午前,20.865,,,,
1552,03/17/23 06:00:00 午前,20.793,,,,
1553,03/17/23 07:00:00 午前,20.746,,,,
1554,03/17/23 08:00:00 午前,20.77,,,,
1555,03/17/23 09:00:00 午前,20.77,,,,
1556,03/17/23 10:00:00 午前,20.793,,,,
1557,03/17/23 11:00:00 午前,20.817,,,,
1558,03/17/23 12:00:00 午後,20.865,,,,
1559,03/17/23 01:00:00 午後,21.103,,,,
1560,03/17/23 02:00:00 午後,21.199,,,,
1561,03/17/23 03:00:00 午後,21.294,,,,
1562,03/17/23 04:00:00 午後,21.39,,,,
1563,03/17/23 05:00:00 午後,21.437,,,,
1564,03/17/23 06:00:00 午後,21.461,,,,
1565,03/17/23 07:00:00 午後,21.509,,,,
1566,03/17/23 08:00:00 午後,21.557,,,,
1567,03/17/23 09:00:00 午後,21.557,,,,
1568,03/17/23 10:00:00 午後,21.557,,,,
1569,03/17/23 11:00:00 午後,21.581,,,,
1570,03/18/23 12:00:00 午前,21.581,,,,
1571,03/18/23 01:00:00 午前,21.628,,,,
1572,03/18/23 02:00:00 午前,21.604,,,,
1573,03/18/23 03:00:00 午前,21.557,,,,
1574,03/18/23 04:00:00 午前,21.557,,,,
1575,03/18/23 05:00:00 午前,21.604,,,,
1576,03/18/23 06:00:00 午前,21.604,,,,
1577,03/18/23 07:00:00 午前,21.628,,,,
1578,03/18/23 08:00:00 午前,21.557,,,,
1579,03/18/23 09:00:00 午前,21.533,,,,
1580,03/18/23 10:00:00 午前,21.557,,,,
1581,03/18/23 11:00:00 午前,21.581,,,,
1582,03/18/23 12:00:00 午後,21.581,,,,
1583,03/18/23 01:00:00 午後,21.628,,,,
1584,03/18/23 02:00:00 午後,21.604,,,,
1585,03/18/23 03:00:00 午後,21.604,,,,
1586,03/18/23 04:00:00 午後,21.604,,,,
1587,03/18/23 05:00:00 午後,21.604,,,,
1588,03/18/23 06:00:00 午後,21.581,,,,
1589,03/18/23 07:00:00 午後,21.509,,,,
1590,03/18/23 08:00:00 午後,21.557,,,,
1591,03/18/23 09:00:00 午後,21.557,,,,
1592,03/18/23 10:00:00 午後,21.533,,,,
1593,03/18/23 11:00:00 午後,21.485,,,,
1594,03/19/23 12:00:00 午前,21.509,,,,
1595,03/19/23 01:00:00 午前,21.509,,,,
1596,03/19/23 02:00:00 午前,21.485,,,,
1597,03/19/23 03:00:00 午前,21.461,,,,
1598,03/19/23 04:00:00 午前,21.437,,,,
1599,03/19/23 05:00:00 午前,21.39,,,,
1600,03/19/23 06:00:00 午前,21.366,,,,
1601,03/19/23 07:00:00 午前,21.342,,,,
1602,03/19/23 08:00:00 午前,21.342,,,,
1603,03/19/23 09:00:00 午前,21.366,,,,
1604,03/19/23 10:00:00 午前,21.39,,,,
1605,03/19/23 11:00:00 午前,21.413,,,,
1606,03/19/23 12:00:00 午後,21.413,,,,
1607,03/19/23 01:00:00 午後,21.437,,,,
1608,03/19/23 02:00:00 午後,21.437,,,,
1609,03/19/23 03:00:00 午後,21.437,,,,
1610,03/19/23 04:00:00 午後,21.437,,,,
1611,03/19/23 05:00:00 午後,21.318,,,,
1612,03/19/23 06:00:00 午後,21.294,,,,
1613,03/19/23 07:00:00 午後,21.27,,,,
1614,03/19/23 08:00:00 午後,21.199,,,,
1615,03/19/23 09:00:00 午後,21.175,,,,
1616,03/19/23 10:00:00 午後,20.579,,,,
1617,03/19/23 11:00:00 午後,20.555,,,,
1618,03/20/23 12:00:00 午前,20.388,,,,
1619,03/20/23 01:00:00 午前,20.531,,,,
1620,03/20/23 02:00:00 午前,20.65,,,,
1621,03/20/23 03:00:00 午前,20.627,,,,
1622,03/20/23 04:00:00 午前,20.793,,,,
1623,03/20/23 05:00:00 午前,20.841,,,,
1624,03/20/23 06:00:00 午前,20.865,,,,
1625,03/20/23 07:00:00 午前,20.865,,,,
1626,03/20/23 08:00:00 午前,20.889,,,,
1627,03/20/23 09:00:00 午前,20.913,,,,
1628,03/20/23 10:00:00 午前,20.913,,,,
1629,03/20/23 11:00:00 午前,20.936,,,,
1630,03/20/23 12:00:00 午後,20.627,,,,
1631,03/20/23 01:00:00 午後,20.865,,,,
1632,03/20/23 02:00:00 午後,20.96,,,,
1633,03/20/23 03:00:00 午後,20.936,,,,
1634,03/20/23 04:00:00 午後,20.96,,,,
1635,03/20/23 05:00:00 午後,20.936,,,,
1636,03/20/23 06:00:00 午後,20.412,,,,
1637,03/20/23 07:00:00 午後,20.698,,,,
1638,03/20/23 08:00:00 午後,20.793,,,,
1639,03/20/23 09:00:00 午後,20.817,,,,
1640,03/20/23 10:00:00 午後,20.293,,,,
1641,03/20/23 11:00:00 午後,20.436,,,,
1642,03/21/23 12:00:00 午前,20.531,,,,
1643,03/21/23 01:00:00 午前,20.627,,,,
1644,03/21/23 02:00:00 午前,20.746,,,,
1645,03/21/23 03:00:00 午前,20.793,,,,
1646,03/21/23 04:00:00 午前,20.841,,,,
1647,03/21/23 05:00:00 午前,20.936,,,,
1648,03/21/23 06:00:00 午前,21.032,,,,
1649,03/21/23 07:00:00 午前,21.103,,,,
1650,03/21/23 08:00:00 午前,21.127,,,,
1651,03/21/23 09:00:00 午前,21.151,,,,
1652,03/21/23 10:00:00 午前,21.103,,,,
1653,03/21/23 11:00:00 午前,21.246,,,,
1654,03/21/23 12:00:00 午後,21.652,,,,
1655,03/21/23 01:00:00 午後,21.819,,,,
1656,03/21/23 02:00:00 午後,22.154,,,,
1657,03/21/23 03:00:00 午後,22.298,,,,
1658,03/21/23 04:00:00 午後,22.393,,,,
1659,03/21/23 05:00:00 午後,22.585,,,,
1660,03/21/23 06:00:00 午後,22.561,,,,
1661,03/21/23 07:00:00 午後,22.585,,,,
1662,03/21/23 08:00:00 午後,22.657,,,,
1663,03/21/23 09:00:00 午後,22.633,,,,
1664,03/21/23 10:00:00 午後,22.609,,,,
1665,03/21/23 11:00:00 午後,22.561,,,,
1666,03/22/23 12:00:00 午前,22.609,,,,
1667,03/22/23 01:00:00 午前,22.633,,,,
1668,03/22/23 02:00:00 午前,22.729,,,,
1669,03/22/23 03:00:00 午前,22.729,,,,
1670,03/22/23 04:00:00 午前,22.705,,,,
1671,03/22/23 05:00:00 午前,22.657,,,,
1672,03/22/23 06:00:00 午前,22.705,,,,
1673,03/22/23 07:00:00 午前,22.681,,,,
1674,03/22/23 08:00:00 午前,22.681,,,,
1675,03/22/23 09:00:00 午前,22.609,,,,
1676,03/22/23 10:00:00 午前,22.369,,,,
1677,03/22/23 11:00:00 午前,22.585,,,,
1678,03/22/23 12:00:00 午後,22.585,,,,
1679,03/22/23 01:00:00 午後,22.609,,,,
1680,03/22/23 02:00:00 午後,22.585,,,,
1681,03/22/23 03:00:00 午後,22.609,,,,
1682,03/22/23 04:00:00 午後,22.609,,,,
1683,03/22/23 05:00:00 午後,22.609,,,,
1684,03/22/23 06:00:00 午後,22.633,,,,
1685,03/22/23 07:00:00 午後,22.609,,,,
1686,03/22/23 08:00:00 午後,22.609,,,,
1687,03/22/23 09:00:00 午後,22.585,,,,
1688,03/22/23 10:00:00 午後,22.226,,,,
1689,03/22/23 11:00:00 午後,22.13,,,,
1690,03/23/23 12:00:00 午前,22.25,,,,
1691,03/23/23 01:00:00 午前,22.393,,,,
1692,03/23/23 02:00:00 午前,22.465,,,,
1693,03/23/23 03:00:00 午前,22.489,,,,
1694,03/23/23 04:00:00 午前,22.513,,,,
1695,03/23/23 05:00:00 午前,22.513,,,,
1696,03/23/23 06:00:00 午前,22.513,,,,
1697,03/23/23 07:00:00 午前,22.489,,,,
1698,03/23/23 08:00:00 午前,22.585,,,,
1699,03/23/23 09:00:00 午前,22.561,,,,
1700,03/23/23 10:00:00 午前,22.417,,,,
1701,03/23/23 11:00:00 午前,22.417,,,,
1702,03/23/23 12:00:00 午後,22.393,,,,
1703,03/23/23 01:00:00 午後,22.489,,,,
1704,03/23/23 02:00:00 午後,22.585,,,,
1705,03/23/23 03:00:00 午後,22.609,,,,
1706,03/23/23 04:00:00 午後,22.633,,,,
1707,03/23/23 05:00:00 午後,22.681,,,,
1708,03/23/23 06:00:00 午後,22.681,,,,
1709,03/23/23 07:00:00 午後,22.681,,,,
1710,03/23/23 08:00:00 午後,22.681,,,,
1711,03/23/23 09:00:00 午後,22.705,,,,
1712,03/23/23 10:00:00 午後,22.441,,,,
1713,03/23/23 11:00:00 午後,22.202,,,,
1714,03/24/23 12:00:00 午前,22.202,,,,
1715,03/24/23 01:00:00 午前,22.298,,,,
1716,03/24/23 02:00:00 午前,22.345,,,,
1717,03/24/23 03:00:00 午前,22.369,,,,
1718,03/24/23 04:00:00 午前,22.441,,,,
1719,03/24/23 05:00:00 午前,22.489,,,,
1720,03/24/23 06:00:00 午前,22.633,,,,
1721,03/24/23 07:00:00 午前,22.681,,,,
1722,03/24/23 08:00:00 午前,22.824,,,,
1723,03/24/23 09:00:00 午前,22.824,,,,
1724,03/24/23 10:00:00 午前,22.872,,,,
1725,03/24/23 11:00:00 午前,22.944,,,,
1726,03/24/23 12:00:00 午後,22.944,,,,
1727,03/24/23 01:00:00 午後,22.968,,,,
1728,03/24/23 02:00:00 午後,22.992,,,,
1729,03/24/23 03:00:00 午後,23.016,,,,
1730,03/24/23 04:00:00 午後,23.04,,,,
1731,03/24/23 05:00:00 午後,23.04,,,,
1732,03/24/23 06:00:00 午後,23.04,,,,
1733,03/24/23 07:00:00 午後,23.016,,,,
1734,03/24/23 08:00:00 午後,22.992,,,,
1735,03/24/23 09:00:00 午後,22.992,,,,
1736,03/24/23 10:00:00 午後,22.968,,,,
1737,03/24/23 11:00:00 午後,22.92,,,,
1738,03/25/23 12:00:00 午前,22.92,,,,
1739,03/25/23 01:00:00 午前,22.944,,,,
1740,03/25/23 02:00:00 午前,22.848,,,,
1741,03/25/23 03:00:00 午前,22.8,,,,
1742,03/25/23 04:00:00 午前,22.8,,,,
