プロット タイトル: site01_spot005(-8)_2023,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21011404, SEN S/N: 21011404)",カプラー取り外し (LGR S/N: 21011404),カプラー取り付け (LGR S/N: 21011404),停止済み (LGR S/N: 21011404),ファイルの終わり (LGR S/N: 21011404)
4265,07/08/23 07:00:00 午前,26.989,,,,
4266,07/08/23 08:00:00 午前,27.21,,,,
4267,07/08/23 09:00:00 午前,27.161,,,,
4268,07/08/23 10:00:00 午前,26.573,,,,
4269,07/08/23 11:00:00 午前,26.304,,,,
4270,07/08/23 12:00:00 午後,26.72,,,,
4271,07/08/23 01:00:00 午後,27.407,,,,
4272,07/08/23 02:00:00 午後,27.505,,,,
4273,07/08/23 03:00:00 午後,27.554,,,,
4274,07/08/23 04:00:00 午後,27.628,,,,
4275,07/08/23 05:00:00 午後,27.604,,,,
4276,07/08/23 06:00:00 午後,27.554,,,,
4277,07/08/23 07:00:00 午後,27.554,,,,
4278,07/08/23 08:00:00 午後,27.554,,,,
4279,07/08/23 09:00:00 午後,27.579,,,,
4280,07/08/23 10:00:00 午後,27.604,,,,
4281,07/08/23 11:00:00 午後,27.776,,,,
4282,07/09/23 12:00:00 午前,27.825,,,,
4283,07/09/23 01:00:00 午前,27.801,,,,
4284,07/09/23 02:00:00 午前,27.801,,,,
4285,07/09/23 03:00:00 午前,27.825,,,,
4286,07/09/23 04:00:00 午前,27.825,,,,
4287,07/09/23 05:00:00 午前,27.825,,,,
4288,07/09/23 06:00:00 午前,27.825,,,,
4289,07/09/23 07:00:00 午前,27.825,,,,
4290,07/09/23 08:00:00 午前,27.186,,,,
4291,07/09/23 09:00:00 午前,27.259,,,,
4292,07/09/23 10:00:00 午前,27.604,,,,
4293,07/09/23 11:00:00 午前,27.702,,,,
4294,07/09/23 12:00:00 午後,27.702,,,,
4295,07/09/23 01:00:00 午後,27.751,,,,
4296,07/09/23 02:00:00 午後,27.801,,,,
4297,07/09/23 03:00:00 午後,27.825,,,,
4298,07/09/23 04:00:00 午後,27.924,,,,
4299,07/09/23 05:00:00 午後,28.072,,,,
4300,07/09/23 06:00:00 午後,28.072,,,,
4301,07/09/23 07:00:00 午後,28.097,,,,
4302,07/09/23 08:00:00 午後,28.122,,,,
4303,07/09/23 09:00:00 午後,28.072,,,,
4304,07/09/23 10:00:00 午後,28.072,,,,
4305,07/09/23 11:00:00 午後,27.259,,,,
4306,07/10/23 12:00:00 午前,27.038,,,,
4307,07/10/23 01:00:00 午前,27.431,,,,
4308,07/10/23 02:00:00 午前,27.727,,,,
4309,07/10/23 03:00:00 午前,27.825,,,,
4310,07/10/23 04:00:00 午前,27.85,,,,
4311,07/10/23 05:00:00 午前,27.924,,,,
4312,07/10/23 06:00:00 午前,27.899,,,,
4313,07/10/23 07:00:00 午前,27.875,,,,
4314,07/10/23 08:00:00 午前,27.949,,,,
4315,07/10/23 09:00:00 午前,27.974,,,,
4316,07/10/23 10:00:00 午前,27.949,,,,
4317,07/10/23 11:00:00 午前,27.949,,,,
4318,07/10/23 12:00:00 午後,27.924,,,,
4319,07/10/23 01:00:00 午後,27.998,,,,
4320,07/10/23 02:00:00 午後,27.974,,,,
4321,07/10/23 03:00:00 午後,27.998,,,,
4322,07/10/23 04:00:00 午後,28.072,,,,
4323,07/10/23 05:00:00 午後,28.147,,,,
4324,07/10/23 06:00:00 午後,28.122,,,,
4325,07/10/23 07:00:00 午後,28.122,,,,
4326,07/10/23 08:00:00 午後,28.147,,,,
4327,07/10/23 09:00:00 午後,28.171,,,,
4328,07/10/23 10:00:00 午後,28.221,,,,
4329,07/10/23 11:00:00 午後,28.245,,,,
4330,07/11/23 12:00:00 午前,28.221,,,,
4331,07/11/23 01:00:00 午前,28.122,,,,
4332,07/11/23 02:00:00 午前,28.072,,,,
4333,07/11/23 03:00:00 午前,27.554,,,,
4334,07/11/23 04:00:00 午前,27.407,,,,
4335,07/11/23 05:00:00 午前,27.751,,,,
4336,07/11/23 06:00:00 午前,27.85,,,,
4337,07/11/23 07:00:00 午前,27.85,,,,
4338,07/11/23 08:00:00 午前,27.875,,,,
4339,07/11/23 09:00:00 午前,27.85,,,,
4340,07/11/23 10:00:00 午前,27.481,,,,
4341,07/11/23 11:00:00 午前,27.677,,,,
4342,07/11/23 12:00:00 午後,27.702,,,,
4343,07/11/23 01:00:00 午後,27.628,,,,
4344,07/11/23 02:00:00 午後,27.653,,,,
4345,07/11/23 03:00:00 午後,27.53,,,,
4346,07/11/23 04:00:00 午後,27.53,,,,
4347,07/11/23 05:00:00 午後,27.53,,,,
4348,07/11/23 06:00:00 午後,27.653,,,,
4349,07/11/23 07:00:00 午後,27.751,,,,
4350,07/11/23 08:00:00 午後,27.875,,,,
4351,07/11/23 09:00:00 午後,27.825,,,,
4352,07/11/23 10:00:00 午後,27.776,,,,
4353,07/11/23 11:00:00 午後,27.751,,,,
4354,07/12/23 12:00:00 午前,27.875,,,,
4355,07/12/23 01:00:00 午前,27.924,,,,
4356,07/12/23 02:00:00 午前,27.899,,,,
4357,07/12/23 03:00:00 午前,27.924,,,,
4358,07/12/23 04:00:00 午前,27.924,,,,
4359,07/12/23 05:00:00 午前,27.998,,,,
4360,07/12/23 06:00:00 午前,27.998,,,,
4361,07/12/23 07:00:00 午前,28.023,,,,
4362,07/12/23 08:00:00 午前,27.998,,,,
4363,07/12/23 09:00:00 午前,27.85,,,,
4364,07/12/23 10:00:00 午前,27.825,,,,
4365,07/12/23 11:00:00 午前,27.85,,,,
4366,07/12/23 12:00:00 午後,27.924,,,,
4367,07/12/23 01:00:00 午後,27.949,,,,
4368,07/12/23 02:00:00 午後,27.974,,,,
4369,07/12/23 03:00:00 午後,27.998,,,,
4370,07/12/23 04:00:00 午後,28.023,,,,
4371,07/12/23 05:00:00 午後,28.048,,,,
4372,07/12/23 06:00:00 午後,28.097,,,,
4373,07/12/23 07:00:00 午後,28.221,,,,
4374,07/12/23 08:00:00 午後,28.27,,,,
4375,07/12/23 09:00:00 午後,28.345,,,,
4376,07/12/23 10:00:00 午後,28.419,,,,
4377,07/12/23 11:00:00 午後,28.369,,,,
4378,07/13/23 12:00:00 午前,28.394,,,,
4379,07/13/23 01:00:00 午前,28.394,,,,
4380,07/13/23 02:00:00 午前,28.394,,,,
4381,07/13/23 03:00:00 午前,28.394,,,,
4382,07/13/23 04:00:00 午前,28.369,,,,
4383,07/13/23 05:00:00 午前,28.345,,,,
4384,07/13/23 06:00:00 午前,28.245,,,,
4385,07/13/23 07:00:00 午前,28.048,,,,
4386,07/13/23 08:00:00 午前,28.072,,,,
4387,07/13/23 09:00:00 午前,28.122,,,,
4388,07/13/23 10:00:00 午前,28.122,,,,
4389,07/13/23 11:00:00 午前,28.097,,,,
4390,07/13/23 12:00:00 午後,28.097,,,,
4391,07/13/23 01:00:00 午後,28.147,,,,
4392,07/13/23 02:00:00 午後,28.122,,,,
4393,07/13/23 03:00:00 午後,27.974,,,,
4394,07/13/23 04:00:00 午後,28.097,,,,
4395,07/13/23 05:00:00 午後,28.122,,,,
4396,07/13/23 06:00:00 午後,28.072,,,,
4397,07/13/23 07:00:00 午後,28.122,,,,
4398,07/13/23 08:00:00 午後,28.245,,,,
4399,07/13/23 09:00:00 午後,28.295,,,,
4400,07/13/23 10:00:00 午後,28.369,,,,
4401,07/13/23 11:00:00 午後,28.468,,,,
4402,07/14/23 12:00:00 午前,28.518,,,,
4403,07/14/23 01:00:00 午前,28.543,,,,
4404,07/14/23 02:00:00 午前,28.543,,,,
4405,07/14/23 03:00:00 午前,28.32,,,,
4406,07/14/23 04:00:00 午前,28.147,,,,
4407,07/14/23 05:00:00 午前,28.196,,,,
4408,07/14/23 06:00:00 午前,28.097,,,,
4409,07/14/23 07:00:00 午前,28.048,,,,
4410,07/14/23 08:00:00 午前,28.048,,,,
4411,07/14/23 09:00:00 午前,28.147,,,,
4412,07/14/23 10:00:00 午前,28.122,,,,
4413,07/14/23 11:00:00 午前,28.122,,,,
4414,07/14/23 12:00:00 午後,28.097,,,,
4415,07/14/23 01:00:00 午後,28.072,,,,
4416,07/14/23 02:00:00 午後,28.072,,,,
4417,07/14/23 03:00:00 午後,28.072,,,,
4418,07/14/23 04:00:00 午後,28.023,,,,
4419,07/14/23 05:00:00 午後,28.048,,,,
4420,07/14/23 06:00:00 午後,27.949,,,,
4421,07/14/23 07:00:00 午後,27.85,,,,
4422,07/14/23 08:00:00 午後,27.825,,,,
4423,07/14/23 09:00:00 午後,27.825,,,,
4424,07/14/23 10:00:00 午後,27.751,,,,
4425,07/14/23 11:00:00 午後,27.825,,,,
4426,07/15/23 12:00:00 午前,27.974,,,,
4427,07/15/23 01:00:00 午前,27.998,,,,
4428,07/15/23 02:00:00 午前,28.048,,,,
4429,07/15/23 03:00:00 午前,28.048,,,,
4430,07/15/23 04:00:00 午前,28.072,,,,
4431,07/15/23 05:00:00 午前,28.097,,,,
4432,07/15/23 06:00:00 午前,28.072,,,,
4433,07/15/23 07:00:00 午前,28.023,,,,
4434,07/15/23 08:00:00 午前,28.072,,,,
4435,07/15/23 09:00:00 午前,28.122,,,,
4436,07/15/23 10:00:00 午前,28.147,,,,
4437,07/15/23 11:00:00 午前,28.122,,,,
4438,07/15/23 12:00:00 午後,27.998,,,,
4439,07/15/23 01:00:00 午後,27.974,,,,
4440,07/15/23 02:00:00 午後,27.974,,,,
4441,07/15/23 03:00:00 午後,27.974,,,,
4442,07/15/23 04:00:00 午後,27.974,,,,
4443,07/15/23 05:00:00 午後,27.998,,,,
4444,07/15/23 06:00:00 午後,27.998,,,,
4445,07/15/23 07:00:00 午後,27.974,,,,
4446,07/15/23 08:00:00 午後,27.974,,,,
4447,07/15/23 09:00:00 午後,27.974,,,,
4448,07/15/23 10:00:00 午後,27.974,,,,
4449,07/15/23 11:00:00 午後,27.949,,,,
4450,07/16/23 12:00:00 午前,27.998,,,,
4451,07/16/23 01:00:00 午前,28.023,,,,
4452,07/16/23 02:00:00 午前,28.072,,,,
4453,07/16/23 03:00:00 午前,28.023,,,,
4454,07/16/23 04:00:00 午前,28.023,,,,
4455,07/16/23 05:00:00 午前,27.998,,,,
4456,07/16/23 06:00:00 午前,28.023,,,,
4457,07/16/23 07:00:00 午前,28.048,,,,
4458,07/16/23 08:00:00 午前,28.072,,,,
4459,07/16/23 09:00:00 午前,28.048,,,,
4460,07/16/23 10:00:00 午前,28.097,,,,
4461,07/16/23 11:00:00 午前,28.072,,,,
4462,07/16/23 12:00:00 午後,28.147,,,,
4463,07/16/23 01:00:00 午後,28.221,,,,
4464,07/16/23 02:00:00 午後,28.147,,,,
4465,07/16/23 03:00:00 午後,27.924,,,,
4466,07/16/23 04:00:00 午後,28.023,,,,
4467,07/16/23 05:00:00 午後,27.875,,,,
4468,07/16/23 06:00:00 午後,27.727,,,,
4469,07/16/23 07:00:00 午後,27.579,,,,
4470,07/16/23 08:00:00 午後,27.579,,,,
4471,07/16/23 09:00:00 午後,27.702,,,,
4472,07/16/23 10:00:00 午後,27.727,,,,
4473,07/16/23 11:00:00 午後,27.702,,,,
4474,07/17/23 12:00:00 午前,27.751,,,,
4475,07/17/23 01:00:00 午前,27.776,,,,
4476,07/17/23 02:00:00 午前,27.825,,,,
4477,07/17/23 03:00:00 午前,27.825,,,,
4478,07/17/23 04:00:00 午前,27.924,,,,
4479,07/17/23 05:00:00 午前,28.048,,,,
4480,07/17/23 06:00:00 午前,28.122,,,,
4481,07/17/23 07:00:00 午前,28.048,,,,
4482,07/17/23 08:00:00 午前,27.751,,,,
4483,07/17/23 09:00:00 午前,28.048,,,,
4484,07/17/23 10:00:00 午前,28.048,,,,
4485,07/17/23 11:00:00 午前,27.554,,,,
4486,07/17/23 12:00:00 午後,27.554,,,,
4487,07/17/23 01:00:00 午後,27.85,,,,
4488,07/17/23 02:00:00 午後,28.122,,,,
4489,07/17/23 03:00:00 午後,28.345,,,,
4490,07/17/23 04:00:00 午後,28.419,,,,
4491,07/17/23 05:00:00 午後,28.642,,,,
4492,07/17/23 06:00:00 午後,28.667,,,,
4493,07/17/23 07:00:00 午後,28.518,,,,
4494,07/17/23 08:00:00 午後,28.369,,,,
4495,07/17/23 09:00:00 午後,28.369,,,,
4496,07/17/23 10:00:00 午後,28.147,,,,
4497,07/17/23 11:00:00 午後,27.628,,,,
4498,07/18/23 12:00:00 午前,27.702,,,,
4499,07/18/23 01:00:00 午前,27.038,,,,
4500,07/18/23 02:00:00 午前,27.407,,,,
4501,07/18/23 03:00:00 午前,27.727,,,,
4502,07/18/23 04:00:00 午前,27.85,,,,
4503,07/18/23 05:00:00 午前,27.85,,,,
4504,07/18/23 06:00:00 午前,27.85,,,,
4505,07/18/23 07:00:00 午前,27.899,,,,
4506,07/18/23 08:00:00 午前,27.949,,,,
4507,07/18/23 09:00:00 午前,28.023,,,,
4508,07/18/23 10:00:00 午前,27.974,,,,
4509,07/18/23 11:00:00 午前,28.171,,,,
4510,07/18/23 12:00:00 午後,28.147,,,,
4511,07/18/23 01:00:00 午後,28.048,,,,
4512,07/18/23 02:00:00 午後,27.505,,,,
4513,07/18/23 03:00:00 午後,27.727,,,,
4514,07/18/23 04:00:00 午後,28.468,,,,
4515,07/18/23 05:00:00 午後,28.642,,,,
4516,07/18/23 06:00:00 午後,28.866,,,,
4517,07/18/23 07:00:00 午後,28.866,,,,
4518,07/18/23 08:00:00 午後,28.916,,,,
4519,07/18/23 09:00:00 午後,28.916,,,,
4520,07/18/23 10:00:00 午後,28.816,,,,
4521,07/18/23 11:00:00 午後,28.468,,,,
4522,07/19/23 12:00:00 午前,27.554,,,,
4523,07/19/23 01:00:00 午前,27.702,,,,
4524,07/19/23 02:00:00 午前,27.136,,,,
4525,07/19/23 03:00:00 午前,28.147,,,,
4526,07/19/23 04:00:00 午前,28.147,,,,
4527,07/19/23 05:00:00 午前,27.924,,,,
4528,07/19/23 06:00:00 午前,27.899,,,,
4529,07/19/23 07:00:00 午前,27.899,,,,
4530,07/19/23 08:00:00 午前,27.776,,,,
4531,07/19/23 09:00:00 午前,27.727,,,,
4532,07/19/23 10:00:00 午前,27.653,,,,
4533,07/19/23 11:00:00 午前,27.604,,,,
4534,07/19/23 12:00:00 午後,27.579,,,,
4535,07/19/23 01:00:00 午後,27.751,,,,
4536,07/19/23 02:00:00 午後,27.751,,,,
4537,07/19/23 03:00:00 午後,27.825,,,,
4538,07/19/23 04:00:00 午後,27.899,,,,
4539,07/19/23 05:00:00 午後,27.924,,,,
4540,07/19/23 06:00:00 午後,27.924,,,,
4541,07/19/23 07:00:00 午後,27.949,,,,
4542,07/19/23 08:00:00 午後,27.186,,,,
4543,07/19/23 09:00:00 午後,27.505,,,,
4544,07/19/23 10:00:00 午後,26.867,,,,
4545,07/19/23 11:00:00 午後,26.867,,,,
4546,07/20/23 12:00:00 午前,26.94,,,,
4547,07/20/23 01:00:00 午前,26.182,,,,
4548,07/20/23 02:00:00 午前,26.085,,,,
4549,07/20/23 03:00:00 午前,27.284,,,,
4550,07/20/23 04:00:00 午前,27.358,,,,
4551,07/20/23 05:00:00 午前,27.481,,,,
4552,07/20/23 06:00:00 午前,27.505,,,,
4553,07/20/23 07:00:00 午前,27.579,,,,
4554,07/20/23 08:00:00 午前,27.579,,,,
4555,07/20/23 09:00:00 午前,27.628,,,,
4556,07/20/23 10:00:00 午前,27.628,,,,
4557,07/20/23 11:00:00 午前,27.481,,,,
4558,07/20/23 12:00:00 午後,27.456,,,,
4559,07/20/23 01:00:00 午後,27.751,,,,
4560,07/20/23 02:00:00 午後,27.801,,,,
4561,07/20/23 03:00:00 午後,28.048,,,,
4562,07/20/23 04:00:00 午後,28.171,,,,
4563,07/20/23 05:00:00 午後,28.245,,,,
4564,07/20/23 06:00:00 午後,28.245,,,,
4565,07/20/23 07:00:00 午後,28.295,,,,
4566,07/20/23 08:00:00 午後,28.32,,,,
4567,07/20/23 09:00:00 午後,28.345,,,,
4568,07/20/23 10:00:00 午後,27.85,,,,
4569,07/20/23 11:00:00 午後,27.875,,,,
4570,07/21/23 12:00:00 午前,28.122,,,,
4571,07/21/23 01:00:00 午前,28.27,,,,
4572,07/21/23 02:00:00 午前,28.27,,,,
4573,07/21/23 03:00:00 午前,28.295,,,,
4574,07/21/23 04:00:00 午前,28.394,,,,
4575,07/21/23 05:00:00 午前,28.369,,,,
4576,07/21/23 06:00:00 午前,28.369,,,,
4577,07/21/23 07:00:00 午前,28.196,,,,
4578,07/21/23 08:00:00 午前,28.345,,,,
4579,07/21/23 09:00:00 午前,28.221,,,,
4580,07/21/23 10:00:00 午前,27.776,,,,
4581,07/21/23 11:00:00 午前,27.85,,,,
4582,07/21/23 12:00:00 午後,28.048,,,,
4583,07/21/23 01:00:00 午後,28.394,,,,
4584,07/21/23 02:00:00 午後,28.394,,,,
4585,07/21/23 03:00:00 午後,28.717,,,,
4586,07/21/23 04:00:00 午後,28.543,,,,
4587,07/21/23 05:00:00 午後,28.916,,,,
4588,07/21/23 06:00:00 午後,28.941,,,,
4589,07/21/23 07:00:00 午後,28.816,,,,
4590,07/21/23 08:00:00 午後,27.998,,,,
4591,07/21/23 09:00:00 午後,27.235,,,,
4592,07/21/23 10:00:00 午後,26.695,,,,
4593,07/21/23 11:00:00 午後,26.671,,,,
4594,07/22/23 12:00:00 午前,27.974,,,,
4595,07/22/23 01:00:00 午前,28.221,,,,
4596,07/22/23 02:00:00 午前,28.468,,,,
4597,07/22/23 03:00:00 午前,28.568,,,,
4598,07/22/23 04:00:00 午前,28.568,,,,
4599,07/22/23 05:00:00 午前,28.717,,,,
4600,07/22/23 06:00:00 午前,28.766,,,,
4601,07/22/23 07:00:00 午前,28.816,,,,
4602,07/22/23 08:00:00 午前,28.717,,,,
4603,07/22/23 09:00:00 午前,28.742,,,,
4604,07/22/23 10:00:00 午前,28.742,,,,
4605,07/22/23 11:00:00 午前,27.382,,,,
4606,07/22/23 12:00:00 午後,27.333,,,,
4607,07/22/23 01:00:00 午後,28.097,,,,
4608,07/22/23 02:00:00 午後,28.543,,,,
4609,07/22/23 03:00:00 午後,28.717,,,,
4610,07/22/23 04:00:00 午後,28.916,,,,
4611,07/22/23 05:00:00 午後,28.916,,,,
4612,07/22/23 06:00:00 午後,29.015,,,,
4613,07/22/23 07:00:00 午後,29.04,,,,
4614,07/22/23 08:00:00 午後,29.065,,,,
4615,07/22/23 09:00:00 午後,29.065,,,,
4616,07/22/23 10:00:00 午後,29.065,,,,
4617,07/22/23 11:00:00 午後,28.916,,,,
4618,07/23/23 12:00:00 午前,28.791,,,,
4619,07/23/23 01:00:00 午前,27.554,,,,
4620,07/23/23 02:00:00 午前,27.333,,,,
4621,07/23/23 03:00:00 午前,27.702,,,,
4622,07/23/23 04:00:00 午前,28.245,,,,
4623,07/23/23 05:00:00 午前,28.593,,,,
4624,07/23/23 06:00:00 午前,28.642,,,,
4625,07/23/23 07:00:00 午前,28.816,,,,
4626,07/23/23 08:00:00 午前,28.965,,,,
4627,07/23/23 09:00:00 午前,29.065,,,,
4628,07/23/23 10:00:00 午前,29.115,,,,
4629,07/23/23 11:00:00 午前,29.24,,,,
4630,07/23/23 12:00:00 午後,28.221,,,,
4631,07/23/23 01:00:00 午後,28.841,,,,
4632,07/23/23 02:00:00 午後,29.19,,,,
4633,07/23/23 03:00:00 午後,29.115,,,,
4634,07/23/23 04:00:00 午後,28.171,,,,
4635,07/23/23 05:00:00 午後,28.99,,,,
4636,07/23/23 06:00:00 午後,29.34,,,,
4637,07/23/23 07:00:00 午後,29.439,,,,
4638,07/23/23 08:00:00 午後,28.196,,,,
4639,07/23/23 09:00:00 午後,28.791,,,,
4640,07/23/23 10:00:00 午後,29.065,,,,
4641,07/23/23 11:00:00 午後,29.265,,,,
4642,07/24/23 12:00:00 午前,28.766,,,,
4643,07/24/23 01:00:00 午前,28.916,,,,
4644,07/24/23 02:00:00 午前,29.09,,,,
4645,07/24/23 03:00:00 午前,29.04,,,,
4646,07/24/23 04:00:00 午前,28.916,,,,
4647,07/24/23 05:00:00 午前,28.816,,,,
4648,07/24/23 06:00:00 午前,28.816,,,,
4649,07/24/23 07:00:00 午前,28.692,,,,
4650,07/24/23 08:00:00 午前,28.642,,,,
4651,07/24/23 09:00:00 午前,28.766,,,,
4652,07/24/23 10:00:00 午前,29.015,,,,
4653,07/24/23 11:00:00 午前,29.14,,,,
4654,07/24/23 12:00:00 午後,29.115,,,,
4655,07/24/23 01:00:00 午後,29.065,,,,
4656,07/24/23 02:00:00 午後,29.065,,,,
4657,07/24/23 03:00:00 午後,29.065,,,,
4658,07/24/23 04:00:00 午後,27.653,,,,
4659,07/24/23 05:00:00 午後,29.04,,,,
4660,07/24/23 06:00:00 午後,29.115,,,,
4661,07/24/23 07:00:00 午後,29.115,,,,
4662,07/24/23 08:00:00 午後,29.14,,,,
4663,07/24/23 09:00:00 午後,29.09,,,,
4664,07/24/23 10:00:00 午後,29.04,,,,
4665,07/24/23 11:00:00 午後,28.766,,,,
4666,07/25/23 12:00:00 午前,28.816,,,,
4667,07/25/23 01:00:00 午前,29.065,,,,
4668,07/25/23 02:00:00 午前,29.065,,,,
4669,07/25/23 03:00:00 午前,29.14,,,,
4670,07/25/23 04:00:00 午前,29.14,,,,
4671,07/25/23 05:00:00 午前,29.14,,,,
4672,07/25/23 06:00:00 午前,29.19,,,,
4673,07/25/23 07:00:00 午前,29.19,,,,
4674,07/25/23 08:00:00 午前,29.165,,,,
4675,07/25/23 09:00:00 午前,29.14,,,,
4676,07/25/23 10:00:00 午前,29.315,,,,
4677,07/25/23 11:00:00 午前,29.24,,,,
4678,07/25/23 12:00:00 午後,29.29,,,,
4679,07/25/23 01:00:00 午後,29.065,,,,
4680,07/25/23 02:00:00 午後,29.04,,,,
4681,07/25/23 03:00:00 午後,29.065,,,,
4682,07/25/23 04:00:00 午後,29.165,,,,
4683,07/25/23 05:00:00 午後,29.115,,,,
4684,07/25/23 06:00:00 午後,29.04,,,,
4685,07/25/23 07:00:00 午後,29.165,,,,
4686,07/25/23 08:00:00 午後,29.414,,,,
4687,07/25/23 09:00:00 午後,29.439,,,,
4688,07/25/23 10:00:00 午後,29.414,,,,
4689,07/25/23 11:00:00 午後,28.965,,,,
4690,07/26/23 12:00:00 午前,28.99,,,,
4691,07/26/23 01:00:00 午前,28.916,,,,
4692,07/26/23 02:00:00 午前,28.866,,,,
4693,07/26/23 03:00:00 午前,28.866,,,,
4694,07/26/23 04:00:00 午前,29.14,,,,
4695,07/26/23 05:00:00 午前,29.215,,,,
4696,07/26/23 06:00:00 午前,29.24,,,,
4697,07/26/23 07:00:00 午前,29.24,,,,
4698,07/26/23 08:00:00 午前,28.916,,,,
4699,07/26/23 09:00:00 午前,29.015,,,,
4700,07/26/23 10:00:00 午前,29.065,,,,
4701,07/26/23 11:00:00 午前,29.14,,,,
4702,07/26/23 12:00:00 午後,29.14,,,,
4703,07/26/23 01:00:00 午後,28.816,,,,
4704,07/26/23 02:00:00 午後,28.816,,,,
4705,07/26/23 03:00:00 午後,28.891,,,,
4706,07/26/23 04:00:00 午後,28.99,,,,
4707,07/26/23 05:00:00 午後,28.99,,,,
4708,07/26/23 06:00:00 午後,29.09,,,,
4709,07/26/23 07:00:00 午後,29.14,,,,
4710,07/26/23 08:00:00 午後,29.165,,,,
4711,07/26/23 09:00:00 午後,29.34,,,,
4712,07/26/23 10:00:00 午後,29.414,,,,
4713,07/26/23 11:00:00 午後,29.439,,,,
4714,07/27/23 12:00:00 午前,29.439,,,,
4715,07/27/23 01:00:00 午前,29.389,,,,
4716,07/27/23 02:00:00 午前,29.365,,,,
4717,07/27/23 03:00:00 午前,29.29,,,,
4718,07/27/23 04:00:00 午前,29.165,,,,
4719,07/27/23 05:00:00 午前,29.165,,,,
4720,07/27/23 06:00:00 午前,29.19,,,,
4721,07/27/23 07:00:00 午前,29.215,,,,
4722,07/27/23 08:00:00 午前,29.24,,,,
4723,07/27/23 09:00:00 午前,29.265,,,,
4724,07/27/23 10:00:00 午前,29.265,,,,
4725,07/27/23 11:00:00 午前,29.315,,,,
4726,07/27/23 12:00:00 午後,29.29,,,,
4727,07/27/23 01:00:00 午後,29.19,,,,
4728,07/27/23 02:00:00 午後,29.215,,,,
4729,07/27/23 03:00:00 午後,29.265,,,,
4730,07/27/23 04:00:00 午後,29.365,,,,
4731,07/27/23 05:00:00 午後,29.315,,,,
4732,07/27/23 06:00:00 午後,29.19,,,,
4733,07/27/23 07:00:00 午後,29.19,,,,
4734,07/27/23 08:00:00 午後,29.34,,,,
4735,07/27/23 09:00:00 午後,29.365,,,,
4736,07/27/23 10:00:00 午後,29.34,,,,
4737,07/27/23 11:00:00 午後,29.34,,,,
4738,07/28/23 12:00:00 午前,29.265,,,,
4739,07/28/23 01:00:00 午前,29.215,,,,
4740,07/28/23 02:00:00 午前,29.19,,,,
4741,07/28/23 03:00:00 午前,29.19,,,,
4742,07/28/23 04:00:00 午前,29.165,,,,
4743,07/28/23 05:00:00 午前,29.115,,,,
4744,07/28/23 06:00:00 午前,29.14,,,,
4745,07/28/23 07:00:00 午前,29.19,,,,
4746,07/28/23 08:00:00 午前,29.215,,,,
4747,07/28/23 09:00:00 午前,29.215,,,,
4748,07/28/23 10:00:00 午前,29.24,,,,
4749,07/28/23 11:00:00 午前,29.265,,,,
4750,07/28/23 12:00:00 午後,29.265,,,,
4751,07/28/23 01:00:00 午後,29.29,,,,
4752,07/28/23 02:00:00 午後,29.29,,,,
4753,07/28/23 03:00:00 午後,29.315,,,,
4754,07/28/23 04:00:00 午後,29.315,,,,
4755,07/28/23 05:00:00 午後,29.29,,,,
4756,07/28/23 06:00:00 午後,29.315,,,,
4757,07/28/23 07:00:00 午後,29.24,,,,
4758,07/28/23 08:00:00 午後,29.19,,,,
4759,07/28/23 09:00:00 午後,28.916,,,,
4760,07/28/23 10:00:00 午後,28.147,,,,
4761,07/28/23 11:00:00 午後,27.974,,,,
4762,07/29/23 12:00:00 午前,27.899,,,,
4763,07/29/23 01:00:00 午前,27.974,,,,
4764,07/29/23 02:00:00 午前,28.048,,,,
4765,07/29/23 03:00:00 午前,28.345,,,,
4766,07/29/23 04:00:00 午前,28.444,,,,
4767,07/29/23 05:00:00 午前,28.617,,,,
4768,07/29/23 06:00:00 午前,28.667,,,,
4769,07/29/23 07:00:00 午前,28.717,,,,
4770,07/29/23 08:00:00 午前,28.766,,,,
4771,07/29/23 09:00:00 午前,28.841,,,,
4772,07/29/23 10:00:00 午前,28.816,,,,
4773,07/29/23 11:00:00 午前,28.742,,,,
4774,07/29/23 12:00:00 午後,28.766,,,,
4775,07/29/23 01:00:00 午後,28.866,,,,
4776,07/29/23 02:00:00 午後,28.916,,,,
4777,07/29/23 03:00:00 午後,28.965,,,,
4778,07/29/23 04:00:00 午後,28.916,,,,
4779,07/29/23 05:00:00 午後,28.916,,,,
4780,07/29/23 06:00:00 午後,28.891,,,,
4781,07/29/23 07:00:00 午後,28.866,,,,
4782,07/29/23 08:00:00 午後,28.891,,,,
4783,07/29/23 09:00:00 午後,28.866,,,,
4784,07/29/23 10:00:00 午後,28.841,,,,
4785,07/29/23 11:00:00 午後,28.642,,,,
4786,07/30/23 12:00:00 午前,27.875,,,,
4787,07/30/23 01:00:00 午前,28.097,,,,
4788,07/30/23 02:00:00 午前,28.518,,,,
4789,07/30/23 03:00:00 午前,28.394,,,,
4790,07/30/23 04:00:00 午前,28.568,,,,
4791,07/30/23 05:00:00 午前,28.568,,,,
4792,07/30/23 06:00:00 午前,28.543,,,,
4793,07/30/23 07:00:00 午前,28.617,,,,
4794,07/30/23 08:00:00 午前,28.642,,,,
4795,07/30/23 09:00:00 午前,28.717,,,,
4796,07/30/23 10:00:00 午前,28.866,,,,
