プロット タイトル: site24_spot003_2021,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20291285, SEN S/N: 20291285)",カプラー取り外し (LGR S/N: 20291285),カプラー取り付け (LGR S/N: 20291285),ホスト接続 (LGR S/N: 20291285),停止済み (LGR S/N: 20291285),ファイルの終わり (LGR S/N: 20291285)
1,2020/10/25 10:02:07 午後,23.978,,,,,
2,2020/10/25 10:02:28 午後,,記録,,,,
3,2020/10/25 11:02:07 午後,24.074,,,,,
4,2020/10/26 12:02:07 午前,21.843,,,,,
5,2020/10/26 01:02:07 午前,21.056,,,,,
6,2020/10/26 02:02:07 午前,20.579,,,,,
7,2020/10/26 03:02:07 午前,20.222,,,,,
8,2020/10/26 04:02:07 午前,19.888,,,,,
9,2020/10/26 05:02:07 午前,19.579,,,,,
10,2020/10/26 06:02:07 午前,19.151,,,,,
11,2020/10/26 07:02:07 午前,19.08,,,,,
12,2020/10/26 08:02:07 午前,19.151,,,,,
13,2020/10/26 09:02:07 午前,19.532,,,,,
14,2020/10/26 10:02:07 午前,20.126,,,,,
15,2020/10/26 11:02:07 午前,20.817,,,,,
16,2020/10/26 12:02:07 午後,21.533,,,,,
17,2020/10/26 01:02:07 午後,22.178,,,,,
18,2020/10/26 02:02:07 午後,22.729,,,,,
19,2020/10/26 03:02:07 午後,23.232,,,,,
20,2020/10/26 04:02:07 午後,23.497,,,,,
21,2020/10/26 05:02:07 午後,23.424,,,,,
22,2020/10/26 06:02:07 午後,23.064,,,,,
23,2020/10/26 07:02:07 午後,22.681,,,,,
24,2020/10/26 08:02:07 午後,21.867,,,,,
25,2020/10/26 09:02:07 午後,21.366,,,,,
26,2020/10/26 10:02:07 午後,21.032,,,,,
27,2020/10/26 11:02:07 午後,21.628,,,,,
28,2020/10/27 12:02:07 午前,21.795,,,,,
29,2020/10/27 01:02:07 午前,21.485,,,,,
30,2020/10/27 02:02:07 午前,21.199,,,,,
31,2020/10/27 03:02:07 午前,20.865,,,,,
32,2020/10/27 04:02:07 午前,20.555,,,,,
33,2020/10/27 05:02:07 午前,20.293,,,,,
34,2020/10/27 06:02:07 午前,20.103,,,,,
35,2020/10/27 07:02:07 午前,19.96,,,,,
36,2020/10/27 08:02:07 午前,20.007,,,,,
37,2020/10/27 09:02:07 午前,20.246,,,,,
38,2020/10/27 10:02:07 午前,20.77,,,,,
39,2020/10/27 11:02:07 午前,21.581,,,,,
40,2020/10/27 12:02:07 午後,22.345,,,,,
41,2020/10/27 01:02:07 午後,22.944,,,,,
42,2020/10/27 02:02:07 午後,23.472,,,,,
43,2020/10/27 03:02:07 午後,23.881,,,,,
44,2020/10/27 04:02:07 午後,24.05,,,,,
