プロット タイトル: site07_spot005_2023,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20763657, SEN S/N: 20763657)",カプラー取り外し (LGR S/N: 20763657),カプラー取り付け (LGR S/N: 20763657),ホスト接続 (LGR S/N: 20763657),停止済み (LGR S/N: 20763657),ファイルの終わり (LGR S/N: 20763657)
1,01/17/23 11:00:00 午前,18.913,記録,,,,
2,01/17/23 12:00:00 午後,17.605,,,,,
3,01/17/23 01:00:00 午後,22.106,,,,,
4,01/17/23 02:00:00 午後,22.106,,,,,
5,01/17/23 03:00:00 午後,22.058,,,,,
6,01/17/23 04:00:00 午後,21.987,,,,,
7,01/17/23 05:00:00 午後,21.963,,,,,
8,01/17/23 06:00:00 午後,21.939,,,,,
9,01/17/23 07:00:00 午後,21.795,,,,,
10,01/17/23 08:00:00 午後,21.772,,,,,
11,01/17/23 09:00:00 午後,21.819,,,,,
12,01/17/23 10:00:00 午後,21.939,,,,,
13,01/17/23 11:00:00 午後,21.915,,,,,
14,01/18/23 12:00:00 午前,21.963,,,,,
15,01/18/23 01:00:00 午前,21.915,,,,,
16,01/18/23 02:00:00 午前,21.939,,,,,
17,01/18/23 03:00:00 午前,21.963,,,,,
18,01/18/23 04:00:00 午前,22.034,,,,,
19,01/18/23 05:00:00 午前,22.058,,,,,
20,01/18/23 06:00:00 午前,21.963,,,,,
21,01/18/23 07:00:00 午前,21.987,,,,,
22,01/18/23 08:00:00 午前,21.891,,,,,
23,01/18/23 09:00:00 午前,21.939,,,,,
24,01/18/23 10:00:00 午前,21.939,,,,,
25,01/18/23 11:00:00 午前,21.987,,,,,
26,01/18/23 12:00:00 午後,21.987,,,,,
27,01/18/23 01:00:00 午後,21.987,,,,,
28,01/18/23 02:00:00 午後,21.963,,,,,
29,01/18/23 03:00:00 午後,21.939,,,,,
30,01/18/23 04:00:00 午後,21.987,,,,,
31,01/18/23 05:00:00 午後,22.058,,,,,
32,01/18/23 06:00:00 午後,21.915,,,,,
33,01/18/23 07:00:00 午後,21.939,,,,,
34,01/18/23 08:00:00 午後,21.843,,,,,
35,01/18/23 09:00:00 午後,21.772,,,,,
36,01/18/23 10:00:00 午後,21.748,,,,,
37,01/18/23 11:00:00 午後,21.915,,,,,
38,01/19/23 12:00:00 午前,22.011,,,,,
39,01/19/23 01:00:00 午前,21.987,,,,,
40,01/19/23 02:00:00 午前,21.891,,,,,
41,01/19/23 03:00:00 午前,21.963,,,,,
42,01/19/23 04:00:00 午前,21.939,,,,,
43,01/19/23 05:00:00 午前,21.915,,,,,
44,01/19/23 06:00:00 午前,21.819,,,,,
45,01/19/23 07:00:00 午前,21.843,,,,,
46,01/19/23 08:00:00 午前,21.795,,,,,
47,01/19/23 09:00:00 午前,21.867,,,,,
48,01/19/23 10:00:00 午前,22.011,,,,,
49,01/19/23 11:00:00 午前,22.154,,,,,
50,01/19/23 12:00:00 午後,22.226,,,,,
51,01/19/23 01:00:00 午後,22.321,,,,,
52,01/19/23 02:00:00 午後,22.321,,,,,
53,01/19/23 03:00:00 午後,22.321,,,,,
54,01/19/23 04:00:00 午後,22.202,,,,,
55,01/19/23 05:00:00 午後,22.154,,,,,
56,01/19/23 06:00:00 午後,22.058,,,,,
57,01/19/23 07:00:00 午後,22.011,,,,,
58,01/19/23 08:00:00 午後,21.963,,,,,
59,01/19/23 09:00:00 午後,21.795,,,,,
