プロット タイトル: site03_spot013_2023,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 10938075, SEN S/N: 10938075)",カプラー取り外し (LGR S/N: 10938075),カプラー取り付け (LGR S/N: 10938075),ホスト接続 (LGR S/N: 10938075),停止済み (LGR S/N: 10938075),ファイルの終わり (LGR S/N: 10938075)
1,09/28/22 10:00:00 午前,29.215,記録,,,,
2,09/28/22 11:00:00 午前,32.098,,,,,
3,09/28/22 12:00:00 午後,28.32,,,,,
4,09/28/22 01:00:00 午後,28.147,,,,,
5,09/28/22 02:00:00 午後,28.518,,,,,
6,09/28/22 03:00:00 午後,28.419,,,,,
7,09/28/22 04:00:00 午後,28.147,,,,,
8,09/28/22 05:00:00 午後,28.072,,,,,
9,09/28/22 06:00:00 午後,27.949,,,,,
10,09/28/22 07:00:00 午後,27.974,,,,,
11,09/28/22 08:00:00 午後,27.924,,,,,
12,09/28/22 09:00:00 午後,27.949,,,,,
13,09/28/22 10:00:00 午後,27.998,,,,,
14,09/28/22 11:00:00 午後,27.974,,,,,
15,09/29/22 12:00:00 午前,28.048,,,,,
16,09/29/22 01:00:00 午前,28.023,,,,,
17,09/29/22 02:00:00 午前,28.147,,,,,
18,09/29/22 03:00:00 午前,28.122,,,,,
19,09/29/22 04:00:00 午前,28.196,,,,,
20,09/29/22 05:00:00 午前,28.171,,,,,
21,09/29/22 06:00:00 午前,28.023,,,,,
22,09/29/22 07:00:00 午前,27.85,,,,,
23,09/29/22 08:00:00 午前,27.776,,,,,
24,09/29/22 09:00:00 午前,27.751,,,,,
25,09/29/22 10:00:00 午前,27.85,,,,,
26,09/29/22 11:00:00 午前,28.023,,,,,
27,09/29/22 12:00:00 午後,28.171,,,,,
28,09/29/22 01:00:00 午後,28.147,,,,,
29,09/29/22 02:00:00 午後,28.147,,,,,
30,09/29/22 03:00:00 午後,28.27,,,,,
31,09/29/22 04:00:00 午後,28.419,,,,,
32,09/29/22 05:00:00 午後,28.072,,,,,
33,09/29/22 06:00:00 午後,28.097,,,,,
34,09/29/22 07:00:00 午後,27.825,,,,,
35,09/29/22 08:00:00 午後,27.949,,,,,
36,09/29/22 09:00:00 午後,27.776,,,,,
37,09/29/22 10:00:00 午後,27.825,,,,,
38,09/29/22 11:00:00 午後,27.875,,,,,
39,09/30/22 12:00:00 午前,27.924,,,,,
40,09/30/22 01:00:00 午前,27.899,,,,,
41,09/30/22 02:00:00 午前,28.048,,,,,
42,09/30/22 03:00:00 午前,28.147,,,,,
43,09/30/22 04:00:00 午前,27.998,,,,,
44,09/30/22 05:00:00 午前,28.122,,,,,
45,09/30/22 06:00:00 午前,27.924,,,,,
46,09/30/22 07:00:00 午前,27.776,,,,,
47,09/30/22 08:00:00 午前,27.825,,,,,
48,09/30/22 09:00:00 午前,27.801,,,,,
49,09/30/22 10:00:00 午前,27.801,,,,,
50,09/30/22 11:00:00 午前,27.825,,,,,
51,09/30/22 12:00:00 午後,27.949,,,,,
52,09/30/22 01:00:00 午後,28.221,,,,,
53,09/30/22 02:00:00 午後,28.171,,,,,
54,09/30/22 03:00:00 午後,28.122,,,,,
55,09/30/22 04:00:00 午後,28.097,,,,,
56,09/30/22 05:00:00 午後,27.949,,,,,
57,09/30/22 06:00:00 午後,28.023,,,,,
58,09/30/22 07:00:00 午後,27.825,,,,,
59,09/30/22 08:00:00 午後,27.776,,,,,
60,09/30/22 09:00:00 午後,27.924,,,,,
61,09/30/22 10:00:00 午後,27.825,,,,,
62,09/30/22 11:00:00 午後,27.949,,,,,
63,10/01/22 12:00:00 午前,27.998,,,,,
64,10/01/22 01:00:00 午前,27.924,,,,,
65,10/01/22 02:00:00 午前,27.899,,,,,
66,10/01/22 03:00:00 午前,28.048,,,,,
67,10/01/22 04:00:00 午前,28.072,,,,,
68,10/01/22 05:00:00 午前,27.949,,,,,
69,10/01/22 06:00:00 午前,27.924,,,,,
70,10/01/22 07:00:00 午前,27.949,,,,,
71,10/01/22 08:00:00 午前,27.801,,,,,
72,10/01/22 09:00:00 午前,27.776,,,,,
73,10/01/22 10:00:00 午前,27.653,,,,,
74,10/01/22 11:00:00 午前,27.702,,,,,
75,10/01/22 12:00:00 午後,27.776,,,,,
