プロット タイトル: site04_spot026_2020,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20386452, SEN S/N: 20386452)",カプラー取り外し (LGR S/N: 20386452),カプラー取り付け (LGR S/N: 20386452),ホスト接続 (LGR S/N: 20386452),停止済み (LGR S/N: 20386452),ファイルの終わり (LGR S/N: 20386452)
1,12/18/19 12:00:00 午後,23.112,記録,,,,
2,12/18/19 12:30:00 午後,23.112,,,,,
3,12/18/19 01:00:00 午後,23.112,,,,,
4,12/18/19 01:30:00 午後,23.112,,,,,
5,12/18/19 02:00:00 午後,23.112,,,,,
6,12/18/19 02:30:00 午後,23.112,,,,,
7,12/18/19 03:00:00 午後,23.112,,,,,
8,12/18/19 03:30:00 午後,23.112,,,,,
9,12/18/19 04:00:00 午後,23.112,,,,,
10,12/18/19 04:30:00 午後,23.112,,,,,
11,12/18/19 05:00:00 午後,23.088,,,,,
12,12/18/19 05:30:00 午後,23.064,,,,,
13,12/18/19 06:00:00 午後,23.064,,,,,
14,12/18/19 06:30:00 午後,23.064,,,,,
15,12/18/19 07:00:00 午後,23.04,,,,,
16,12/18/19 07:30:00 午後,23.016,,,,,
17,12/18/19 08:00:00 午後,23.016,,,,,
18,12/18/19 08:30:00 午後,23.016,,,,,
19,12/18/19 09:00:00 午後,22.992,,,,,
20,12/18/19 09:30:00 午後,22.992,,,,,
21,12/18/19 10:00:00 午後,22.992,,,,,
22,12/18/19 10:30:00 午後,22.992,,,,,
23,12/18/19 11:00:00 午後,22.992,,,,,
24,12/18/19 11:30:00 午後,22.992,,,,,
25,12/19/19 12:00:00 午前,22.992,,,,,
26,12/19/19 12:30:00 午前,22.992,,,,,
27,12/19/19 01:00:00 午前,22.968,,,,,
28,12/19/19 01:30:00 午前,22.968,,,,,
29,12/19/19 02:00:00 午前,22.968,,,,,
30,12/19/19 02:30:00 午前,22.944,,,,,
31,12/19/19 03:00:00 午前,22.944,,,,,
32,12/19/19 03:30:00 午前,22.944,,,,,
33,12/19/19 04:00:00 午前,22.92,,,,,
34,12/19/19 04:30:00 午前,22.968,,,,,
35,12/19/19 05:00:00 午前,22.944,,,,,
36,12/19/19 05:30:00 午前,22.92,,,,,
37,12/19/19 06:00:00 午前,22.872,,,,,
38,12/19/19 06:30:00 午前,22.872,,,,,
39,12/19/19 07:00:00 午前,22.848,,,,,
40,12/19/19 07:30:00 午前,22.872,,,,,
41,12/19/19 08:00:00 午前,22.92,,,,,
42,12/19/19 08:30:00 午前,22.944,,,,,
43,12/19/19 09:00:00 午前,22.92,,,,,
44,12/19/19 09:30:00 午前,22.92,,,,,
45,12/19/19 10:00:00 午前,22.872,,,,,
46,12/19/19 10:30:00 午前,22.872,,,,,
47,12/19/19 11:00:00 午前,22.896,,,,,
48,12/19/19 11:30:00 午前,22.92,,,,,
49,12/19/19 12:00:00 午後,22.944,,,,,
50,12/19/19 12:30:00 午後,22.944,,,,,
51,12/19/19 01:00:00 午後,22.944,,,,,
52,12/19/19 01:30:00 午後,22.944,,,,,
53,12/19/19 02:00:00 午後,22.968,,,,,
54,12/19/19 02:30:00 午後,22.968,,,,,
55,12/19/19 03:00:00 午後,22.968,,,,,
56,12/19/19 03:30:00 午後,22.968,,,,,
57,12/19/19 04:00:00 午後,22.992,,,,,
58,12/19/19 04:30:00 午後,22.968,,,,,
59,12/19/19 05:00:00 午後,22.968,,,,,
60,12/19/19 05:30:00 午後,22.944,,,,,
61,12/19/19 06:00:00 午後,22.944,,,,,
62,12/19/19 06:30:00 午後,22.968,,,,,
63,12/19/19 07:00:00 午後,22.992,,,,,
64,12/19/19 07:30:00 午後,22.992,,,,,
65,12/19/19 08:00:00 午後,22.968,,,,,
66,12/19/19 08:30:00 午後,22.944,,,,,
67,12/19/19 09:00:00 午後,22.968,,,,,
68,12/19/19 09:30:00 午後,22.968,,,,,
69,12/19/19 10:00:00 午後,22.944,,,,,
