プロット タイトル: site13_spot064_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21275198, SEN S/N: 21275198)",カプラー取り外し (LGR S/N: 21275198),カプラー取り付け (LGR S/N: 21275198),ホスト接続 (LGR S/N: 21275198),停止済み (LGR S/N: 21275198),ファイルの終わり (LGR S/N: 21275198)
1,10/27/23 08:00:00 午前,25.744,記録,,,,
2,10/27/23 09:00:00 午前,25.866,,,,,
3,10/27/23 10:00:00 午前,25.939,,,,,
4,10/27/23 11:00:00 午前,26.109,,,,,
5,10/27/23 12:00:00 午後,25.04,,,,,
6,10/27/23 01:00:00 午後,25.162,,,,,
7,10/27/23 02:00:00 午後,25.234,,,,,
8,10/27/23 03:00:00 午後,25.307,,,,,
9,10/27/23 04:00:00 午後,25.234,,,,,
10,10/27/23 05:00:00 午後,24.895,,,,,
11,10/27/23 06:00:00 午後,24.605,,,,,
12,10/27/23 07:00:00 午後,24.122,,,,,
13,10/27/23 08:00:00 午後,23.737,,,,,
14,10/27/23 09:00:00 午後,23.641,,,,,
15,10/27/23 10:00:00 午後,23.665,,,,,
16,10/27/23 11:00:00 午後,23.761,,,,,
17,10/28/23 12:00:00 午前,23.881,,,,,
18,10/28/23 01:00:00 午前,23.978,,,,,
19,10/28/23 02:00:00 午前,23.954,,,,,
20,10/28/23 03:00:00 午前,23.93,,,,,
21,10/28/23 04:00:00 午前,23.93,,,,,
22,10/28/23 05:00:00 午前,23.785,,,,,
23,10/28/23 06:00:00 午前,23.713,,,,,
24,10/28/23 07:00:00 午前,24.05,,,,,
25,10/28/23 08:00:00 午前,24.629,,,,,
26,10/28/23 09:00:00 午前,24.629,,,,,
27,10/28/23 10:00:00 午前,23.978,,,,,
28,10/28/23 11:00:00 午前,23.93,,,,,
29,10/28/23 12:00:00 午後,24.026,,,,,
30,10/28/23 01:00:00 午後,24.339,,,,,
31,10/28/23 02:00:00 午後,24.75,,,,,
32,10/28/23 03:00:00 午後,24.46,,,,,
33,10/28/23 04:00:00 午後,23.184,,,,,
34,10/28/23 05:00:00 午後,22.681,,,,,
35,10/28/23 06:00:00 午後,22.465,,,,,
36,10/28/23 07:00:00 午後,22.274,,,,,
37,10/28/23 08:00:00 午後,22.154,,,,,
38,10/28/23 09:00:00 午後,21.915,,,,,
39,10/28/23 10:00:00 午後,21.724,,,,,
40,10/28/23 11:00:00 午後,21.867,,,,,
41,10/29/23 12:00:00 午前,22.106,,,,,
42,10/29/23 01:00:00 午前,22.345,,,,,
43,10/29/23 02:00:00 午前,22.681,,,,,
44,10/29/23 03:00:00 午前,22.992,,,,,
45,10/29/23 04:00:00 午前,23.064,,,,,
46,10/29/23 05:00:00 午前,23.088,,,,,
47,10/29/23 06:00:00 午前,22.992,,,,,
48,10/29/23 07:00:00 午前,22.896,,,,,
49,10/29/23 08:00:00 午前,23.809,,,,,
50,10/29/23 09:00:00 午前,25.089,,,,,
51,10/29/23 10:00:00 午前,25.671,,,,,
52,10/29/23 11:00:00 午前,26.5,,,,,
53,10/29/23 12:00:00 午後,26.549,,,,,
54,10/29/23 01:00:00 午後,26.695,,,,,
55,10/29/23 02:00:00 午後,26.989,,,,,
56,10/29/23 03:00:00 午後,28.048,,,,,
57,10/29/23 04:00:00 午後,28.295,,,,,
58,10/29/23 05:00:00 午後,27.949,,,,,
59,10/29/23 06:00:00 午後,26.793,,,,,
60,10/29/23 07:00:00 午後,25.72,,,,,
61,10/29/23 08:00:00 午後,25.137,,,,,
62,10/29/23 09:00:00 午後,24.944,,,,,
63,10/29/23 10:00:00 午後,24.629,,,,,
64,10/29/23 11:00:00 午後,24.267,,,,,
65,10/30/23 12:00:00 午前,23.954,,,,,
66,10/30/23 01:00:00 午前,24.002,,,,,
67,10/30/23 02:00:00 午前,24.122,,,,,
68,10/30/23 03:00:00 午前,24.315,,,,,
69,10/30/23 04:00:00 午前,24.532,,,,,
70,10/30/23 05:00:00 午前,24.557,,,,,
71,10/30/23 06:00:00 午前,24.653,,,,,
72,10/30/23 07:00:00 午前,25.04,,,,,
73,10/30/23 08:00:00 午前,24.968,,,,,
74,10/30/23 09:00:00 午前,25.647,,,,,
75,10/30/23 10:00:00 午前,26.793,,,,,
76,10/30/23 11:00:00 午前,27.235,,,,,
77,10/30/23 12:00:00 午後,27.579,,,,,
78,10/30/23 01:00:00 午後,27.899,,,,,
79,10/30/23 02:00:00 午後,27.284,,,,,
80,10/30/23 03:00:00 午後,27.063,,,,,
81,10/30/23 04:00:00 午後,26.989,,,,,
82,10/30/23 05:00:00 午後,26.989,,,,,
83,10/30/23 06:00:00 午後,26.94,,,,,
