プロット タイトル: site01_spot005(-25)_2021,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054307, SEN S/N: 20054307)"
34586,12/24/21 04:00:00 午後,21.867
34587,12/24/21 05:00:00 午後,21.891
34588,12/24/21 06:00:00 午後,21.772
34589,12/24/21 07:00:00 午後,21.748
34590,12/24/21 08:00:00 午後,21.772
34591,12/24/21 09:00:00 午後,21.819
34592,12/24/21 10:00:00 午後,21.819
34593,12/24/21 11:00:00 午後,21.819
34594,12/25/21 12:00:00 午前,21.795
34595,12/25/21 01:00:00 午前,21.748
34596,12/25/21 02:00:00 午前,21.676
34597,12/25/21 03:00:00 午前,21.652
34598,12/25/21 04:00:00 午前,21.628
34599,12/25/21 05:00:00 午前,21.604
34600,12/25/21 06:00:00 午前,21.819
34601,12/25/21 07:00:00 午前,21.891
34602,12/25/21 08:00:00 午前,21.891
34603,12/25/21 09:00:00 午前,21.939
34604,12/25/21 10:00:00 午前,22.034
34605,12/25/21 11:00:00 午前,22.034
34606,12/25/21 12:00:00 午後,22.034
34607,12/25/21 01:00:00 午後,22.034
34608,12/25/21 02:00:00 午後,22.034
34609,12/25/21 03:00:00 午後,22.011
34610,12/25/21 04:00:00 午後,22.011
34611,12/25/21 05:00:00 午後,22.011
34612,12/25/21 06:00:00 午後,22.011
34613,12/25/21 07:00:00 午後,21.987
34614,12/25/21 08:00:00 午後,21.963
34615,12/25/21 09:00:00 午後,21.939
34616,12/25/21 10:00:00 午後,21.915
34617,12/25/21 11:00:00 午後,21.915
34618,12/26/21 12:00:00 午前,21.867
34619,12/26/21 01:00:00 午前,21.843
34620,12/26/21 02:00:00 午前,21.819
34621,12/26/21 03:00:00 午前,21.795
34622,12/26/21 04:00:00 午前,21.724
34623,12/26/21 05:00:00 午前,21.748
34624,12/26/21 06:00:00 午前,21.772
34625,12/26/21 07:00:00 午前,21.772
34626,12/26/21 08:00:00 午前,21.772
34627,12/26/21 09:00:00 午前,21.748
34628,12/26/21 10:00:00 午前,21.748
34629,12/26/21 11:00:00 午前,21.724
34630,12/26/21 12:00:00 午後,21.724
34631,12/26/21 01:00:00 午後,21.7
34632,12/26/21 02:00:00 午後,21.628
34633,12/26/21 03:00:00 午後,21.581
34634,12/26/21 04:00:00 午後,21.628
34635,12/26/21 05:00:00 午後,21.604
34636,12/26/21 06:00:00 午後,21.628
34637,12/26/21 07:00:00 午後,21.628
34638,12/26/21 08:00:00 午後,21.581
34639,12/26/21 09:00:00 午後,21.461
34640,12/26/21 10:00:00 午後,21.509
34641,12/26/21 11:00:00 午後,21.366
34642,12/27/21 12:00:00 午前,21.246
34643,12/27/21 01:00:00 午前,21.032
34644,12/27/21 02:00:00 午前,21.056
34645,12/27/21 03:00:00 午前,20.96
34646,12/27/21 04:00:00 午前,20.96
34647,12/27/21 05:00:00 午前,21.079
34648,12/27/21 06:00:00 午前,21.079
34649,12/27/21 07:00:00 午前,21.103
34650,12/27/21 08:00:00 午前,21.151
34651,12/27/21 09:00:00 午前,21.27
34652,12/27/21 10:00:00 午前,21.342
34653,12/27/21 11:00:00 午前,21.294
34654,12/27/21 12:00:00 午後,21.366
34655,12/27/21 01:00:00 午後,21.318
34656,12/27/21 02:00:00 午後,21.342
34657,12/27/21 03:00:00 午後,21.294
34658,12/27/21 04:00:00 午後,21.246
34659,12/27/21 05:00:00 午後,21.27
34660,12/27/21 06:00:00 午後,21.294
34661,12/27/21 07:00:00 午後,21.294
34662,12/27/21 08:00:00 午後,21.032
34663,12/27/21 09:00:00 午後,20.889
34664,12/27/21 10:00:00 午後,20.841
34665,12/27/21 11:00:00 午後,20.841
34666,12/28/21 12:00:00 午前,20.936
34667,12/28/21 01:00:00 午前,20.96
34668,12/28/21 02:00:00 午前,20.889
34669,12/28/21 03:00:00 午前,21.008
34670,12/28/21 04:00:00 午前,21.032
34671,12/28/21 05:00:00 午前,21.032
34672,12/28/21 06:00:00 午前,20.913
34673,12/28/21 07:00:00 午前,20.913
34674,12/28/21 08:00:00 午前,21.008
34675,12/28/21 09:00:00 午前,21.032
34676,12/28/21 10:00:00 午前,21.056
34677,12/28/21 11:00:00 午前,21.056
34678,12/28/21 12:00:00 午後,20.936
34679,12/28/21 01:00:00 午後,20.936
34680,12/28/21 02:00:00 午後,20.936
34681,12/28/21 03:00:00 午後,21.008
34682,12/28/21 04:00:00 午後,20.913
34683,12/28/21 05:00:00 午後,20.96
34684,12/28/21 06:00:00 午後,20.841
34685,12/28/21 07:00:00 午後,20.817
34686,12/28/21 08:00:00 午後,20.817
34687,12/28/21 09:00:00 午後,20.722
34688,12/28/21 10:00:00 午後,20.484
34689,12/28/21 11:00:00 午後,20.484
34690,12/29/21 12:00:00 午前,20.603
34691,12/29/21 01:00:00 午前,20.722
34692,12/29/21 02:00:00 午前,20.698
34693,12/29/21 03:00:00 午前,20.793
34694,12/29/21 04:00:00 午前,20.793
34695,12/29/21 05:00:00 午前,20.841
34696,12/29/21 06:00:00 午前,20.817
34697,12/29/21 07:00:00 午前,20.793
34698,12/29/21 08:00:00 午前,20.817
34699,12/29/21 09:00:00 午前,21.079
34700,12/29/21 10:00:00 午前,21.39
34701,12/29/21 11:00:00 午前,21.604
34702,12/29/21 12:00:00 午後,21.724
34703,12/29/21 01:00:00 午後,21.795
34704,12/29/21 02:00:00 午後,21.867
34705,12/29/21 03:00:00 午後,21.915
34706,12/29/21 04:00:00 午後,21.963
34707,12/29/21 05:00:00 午後,22.011
34708,12/29/21 06:00:00 午後,21.843
34709,12/29/21 07:00:00 午後,21.843
34710,12/29/21 08:00:00 午後,21.939
34711,12/29/21 09:00:00 午後,21.772
34712,12/29/21 10:00:00 午後,21.939
34713,12/29/21 11:00:00 午後,21.987
34714,12/30/21 12:00:00 午前,22.058
34715,12/30/21 01:00:00 午前,22.082
34716,12/30/21 02:00:00 午前,22.082
34717,12/30/21 03:00:00 午前,22.13
34718,12/30/21 04:00:00 午前,22.13
34719,12/30/21 05:00:00 午前,22.106
34720,12/30/21 06:00:00 午前,22.106
34721,12/30/21 07:00:00 午前,22.082
34722,12/30/21 08:00:00 午前,21.987
34723,12/30/21 09:00:00 午前,21.939
34724,12/30/21 10:00:00 午前,21.963
34725,12/30/21 11:00:00 午前,21.963
34726,12/30/21 12:00:00 午後,21.939
34727,12/30/21 01:00:00 午後,21.867
34728,12/30/21 02:00:00 午後,21.987
34729,12/30/21 03:00:00 午後,22.011
34730,12/30/21 04:00:00 午後,21.915
34731,12/30/21 05:00:00 午後,21.915
34732,12/30/21 06:00:00 午後,21.795
34733,12/30/21 07:00:00 午後,21.748
34734,12/30/21 08:00:00 午後,21.748
34735,12/30/21 09:00:00 午後,21.772
34736,12/30/21 10:00:00 午後,21.748
34737,12/30/21 11:00:00 午後,21.724
34738,12/31/21 12:00:00 午前,21.724
34739,12/31/21 01:00:00 午前,21.7
34740,12/31/21 02:00:00 午前,21.676
34741,12/31/21 03:00:00 午前,21.843
34742,12/31/21 04:00:00 午前,21.867
34743,12/31/21 05:00:00 午前,21.915
34744,12/31/21 06:00:00 午前,21.939
34745,12/31/21 07:00:00 午前,21.748
34746,12/31/21 08:00:00 午前,21.819
34747,12/31/21 09:00:00 午前,21.461
34748,12/31/21 10:00:00 午前,21.819
34749,12/31/21 11:00:00 午前,21.533
34750,12/31/21 12:00:00 午後,21.485
34751,12/31/21 01:00:00 午後,21.294
34752,12/31/21 02:00:00 午後,20.793
34753,12/31/21 03:00:00 午後,20.889
34754,12/31/21 04:00:00 午後,21.032
34755,12/31/21 05:00:00 午後,21.223
34756,12/31/21 06:00:00 午後,21.27
34757,12/31/21 07:00:00 午後,21.461
34758,12/31/21 08:00:00 午後,21.581
34759,12/31/21 09:00:00 午後,21.604
34760,12/31/21 10:00:00 午後,21.7
34761,12/31/21 11:00:00 午後,21.819
34762,01/01/22 12:00:00 午前,21.724
34763,01/01/22 01:00:00 午前,21.819
34764,01/01/22 02:00:00 午前,21.652
34765,01/01/22 03:00:00 午前,21.628
34766,01/01/22 04:00:00 午前,21.7
34767,01/01/22 05:00:00 午前,21.819
34768,01/01/22 06:00:00 午前,22.058
34769,01/01/22 07:00:00 午前,22.154
34770,01/01/22 08:00:00 午前,22.178
34771,01/01/22 09:00:00 午前,22.178
34772,01/01/22 10:00:00 午前,22.226
34773,01/01/22 11:00:00 午前,22.178
34774,01/01/22 12:00:00 午後,22.25
34775,01/01/22 01:00:00 午後,22.345
34776,01/01/22 02:00:00 午後,22.393
34777,01/01/22 03:00:00 午後,22.441
34778,01/01/22 04:00:00 午後,22.465
34779,01/01/22 05:00:00 午後,22.465
34780,01/01/22 06:00:00 午後,22.465
34781,01/01/22 07:00:00 午後,22.393
34782,01/01/22 08:00:00 午後,22.321
34783,01/01/22 09:00:00 午後,22.298
34784,01/01/22 10:00:00 午後,22.25
34785,01/01/22 11:00:00 午後,22.25
34786,01/02/22 12:00:00 午前,22.298
34787,01/02/22 01:00:00 午前,22.345
34788,01/02/22 02:00:00 午前,22.393
34789,01/02/22 03:00:00 午前,22.393
34790,01/02/22 04:00:00 午前,22.393
34791,01/02/22 05:00:00 午前,22.393
34792,01/02/22 06:00:00 午前,22.345
34793,01/02/22 07:00:00 午前,22.345
34794,01/02/22 08:00:00 午前,22.345
34795,01/02/22 09:00:00 午前,22.345
34796,01/02/22 10:00:00 午前,22.321
34797,01/02/22 11:00:00 午前,22.321
34798,01/02/22 12:00:00 午後,22.345
34799,01/02/22 01:00:00 午後,22.345
34800,01/02/22 02:00:00 午後,22.298
34801,01/02/22 03:00:00 午後,22.298
34802,01/02/22 04:00:00 午後,22.298
34803,01/02/22 05:00:00 午後,22.298
34804,01/02/22 06:00:00 午後,22.298
34805,01/02/22 07:00:00 午後,22.298
34806,01/02/22 08:00:00 午後,22.274
34807,01/02/22 09:00:00 午後,22.274
34808,01/02/22 10:00:00 午後,22.226
34809,01/02/22 11:00:00 午後,22.154
34810,01/03/22 12:00:00 午前,22.25
34811,01/03/22 01:00:00 午前,22.274
34812,01/03/22 02:00:00 午前,22.178
34813,01/03/22 03:00:00 午前,22.13
34814,01/03/22 04:00:00 午前,22.226
34815,01/03/22 05:00:00 午前,22.154
34816,01/03/22 06:00:00 午前,22.154
34817,01/03/22 07:00:00 午前,22.298
34818,01/03/22 08:00:00 午前,22.321
34819,01/03/22 09:00:00 午前,22.321
34820,01/03/22 10:00:00 午前,22.321
34821,01/03/22 11:00:00 午前,22.274
34822,01/03/22 12:00:00 午後,22.058
34823,01/03/22 01:00:00 午後,22.202
34824,01/03/22 02:00:00 午後,22.25
34825,01/03/22 03:00:00 午後,22.298
34826,01/03/22 04:00:00 午後,22.274
34827,01/03/22 05:00:00 午後,22.274
34828,01/03/22 06:00:00 午後,22.274
34829,01/03/22 07:00:00 午後,22.25
34830,01/03/22 08:00:00 午後,22.226
34831,01/03/22 09:00:00 午後,22.202
34832,01/03/22 10:00:00 午後,22.226
34833,01/03/22 11:00:00 午後,22.226
34834,01/04/22 12:00:00 午前,21.772
34835,01/04/22 01:00:00 午前,21.748
34836,01/04/22 02:00:00 午前,21.915
34837,01/04/22 03:00:00 午前,22.011
34838,01/04/22 04:00:00 午前,22.058
34839,01/04/22 05:00:00 午前,22.058
34840,01/04/22 06:00:00 午前,22.082
34841,01/04/22 07:00:00 午前,21.987
34842,01/04/22 08:00:00 午前,21.963
34843,01/04/22 09:00:00 午前,21.963
34844,01/04/22 10:00:00 午前,21.963
34845,01/04/22 11:00:00 午前,21.963
34846,01/04/22 12:00:00 午後,21.963
34847,01/04/22 01:00:00 午後,21.843
34848,01/04/22 02:00:00 午後,21.867
34849,01/04/22 03:00:00 午後,21.843
34850,01/04/22 04:00:00 午後,21.891
34851,01/04/22 05:00:00 午後,21.891
34852,01/04/22 06:00:00 午後,21.867
34853,01/04/22 07:00:00 午後,21.843
34854,01/04/22 08:00:00 午後,21.819
34855,01/04/22 09:00:00 午後,21.819
34856,01/04/22 10:00:00 午後,21.628
34857,01/04/22 11:00:00 午後,21.676
34858,01/05/22 12:00:00 午前,21.724
34859,01/05/22 01:00:00 午前,21.318
34860,01/05/22 02:00:00 午前,21.485
34861,01/05/22 03:00:00 午前,21.604
34862,01/05/22 04:00:00 午前,21.7
34863,01/05/22 05:00:00 午前,21.724
34864,01/05/22 06:00:00 午前,21.724
34865,01/05/22 07:00:00 午前,21.652
34866,01/05/22 08:00:00 午前,21.628
34867,01/05/22 09:00:00 午前,21.581
34868,01/05/22 10:00:00 午前,21.485
34869,01/05/22 11:00:00 午前,21.509
34870,01/05/22 12:00:00 午後,21.581
34871,01/05/22 01:00:00 午後,21.604
34872,01/05/22 02:00:00 午後,21.366
34873,01/05/22 03:00:00 午後,21.39
34874,01/05/22 04:00:00 午後,21.485
34875,01/05/22 05:00:00 午後,21.533
34876,01/05/22 06:00:00 午後,21.604
34877,01/05/22 07:00:00 午後,21.628
34878,01/05/22 08:00:00 午後,21.652
34879,01/05/22 09:00:00 午後,21.581
34880,01/05/22 10:00:00 午後,21.557
34881,01/05/22 11:00:00 午後,21.533
34882,01/06/22 12:00:00 午前,21.557
34883,01/06/22 01:00:00 午前,21.318
34884,01/06/22 02:00:00 午前,21.366
34885,01/06/22 03:00:00 午前,21.413
34886,01/06/22 04:00:00 午前,21.461
34887,01/06/22 05:00:00 午前,21.437
34888,01/06/22 06:00:00 午前,21.437
34889,01/06/22 07:00:00 午前,21.437
34890,01/06/22 08:00:00 午前,21.413
34891,01/06/22 09:00:00 午前,21.39
34892,01/06/22 10:00:00 午前,21.39
34893,01/06/22 11:00:00 午前,21.366
34894,01/06/22 12:00:00 午後,21.366
34895,01/06/22 01:00:00 午後,21.366
34896,01/06/22 02:00:00 午後,21.366
34897,01/06/22 03:00:00 午後,21.342
34898,01/06/22 04:00:00 午後,21.318
34899,01/06/22 05:00:00 午後,21.318
34900,01/06/22 06:00:00 午後,21.318
34901,01/06/22 07:00:00 午後,21.318
34902,01/06/22 08:00:00 午後,21.294
34903,01/06/22 09:00:00 午後,21.294
34904,01/06/22 10:00:00 午後,21.294
34905,01/06/22 11:00:00 午後,21.27
34906,01/07/22 12:00:00 午前,21.246
34907,01/07/22 01:00:00 午前,21.246
34908,01/07/22 02:00:00 午前,21.294
34909,01/07/22 03:00:00 午前,21.27
34910,01/07/22 04:00:00 午前,21.056
34911,01/07/22 05:00:00 午前,21.008
34912,01/07/22 06:00:00 午前,21.127
34913,01/07/22 07:00:00 午前,21.127
34914,01/07/22 08:00:00 午前,21.008
34915,01/07/22 09:00:00 午前,20.865
34916,01/07/22 10:00:00 午前,20.817
34917,01/07/22 11:00:00 午前,20.77
34918,01/07/22 12:00:00 午後,20.555
34919,01/07/22 01:00:00 午後,20.579
34920,01/07/22 02:00:00 午後,20.674
34921,01/07/22 03:00:00 午後,20.507
34922,01/07/22 04:00:00 午後,20.365
34923,01/07/22 05:00:00 午後,20.412
34924,01/07/22 06:00:00 午後,20.46
34925,01/07/22 07:00:00 午後,20.627
34926,01/07/22 08:00:00 午後,20.627
34927,01/07/22 09:00:00 午後,20.531
34928,01/07/22 10:00:00 午後,20.317
34929,01/07/22 11:00:00 午後,20.293
34930,01/08/22 12:00:00 午前,20.246
34931,01/08/22 01:00:00 午前,20.198
34932,01/08/22 02:00:00 午前,20.269
34933,01/08/22 03:00:00 午前,20.293
34934,01/08/22 04:00:00 午前,20.293
34935,01/08/22 05:00:00 午前,20.317
34936,01/08/22 06:00:00 午前,20.341
34937,01/08/22 07:00:00 午前,20.388
34938,01/08/22 08:00:00 午前,20.412
34939,01/08/22 09:00:00 午前,20.436
34940,01/08/22 10:00:00 午前,20.436
34941,01/08/22 11:00:00 午前,20.46
34942,01/08/22 12:00:00 午後,20.46
34943,01/08/22 01:00:00 午後,20.436
34944,01/08/22 02:00:00 午後,20.388
34945,01/08/22 03:00:00 午後,20.365
34946,01/08/22 04:00:00 午後,20.341
34947,01/08/22 05:00:00 午後,20.365
34948,01/08/22 06:00:00 午後,20.365
34949,01/08/22 07:00:00 午後,20.317
34950,01/08/22 08:00:00 午後,20.365
34951,01/08/22 09:00:00 午後,20.388
34952,01/08/22 10:00:00 午後,20.388
34953,01/08/22 11:00:00 午後,20.388
34954,01/09/22 12:00:00 午前,20.388
34955,01/09/22 01:00:00 午前,20.388
34956,01/09/22 02:00:00 午前,20.341
34957,01/09/22 03:00:00 午前,20.341
34958,01/09/22 04:00:00 午前,20.293
34959,01/09/22 05:00:00 午前,20.269
34960,01/09/22 06:00:00 午前,20.484
34961,01/09/22 07:00:00 午前,20.722
34962,01/09/22 08:00:00 午前,20.793
34963,01/09/22 09:00:00 午前,20.865
34964,01/09/22 10:00:00 午前,20.889
34965,01/09/22 11:00:00 午前,21.056
34966,01/09/22 12:00:00 午後,21.103
34967,01/09/22 01:00:00 午後,21.223
34968,01/09/22 02:00:00 午後,21.342
34969,01/09/22 03:00:00 午後,21.366
34970,01/09/22 04:00:00 午後,21.366
34971,01/09/22 05:00:00 午後,21.461
34972,01/09/22 06:00:00 午後,21.533
34973,01/09/22 07:00:00 午後,21.246
34974,01/09/22 08:00:00 午後,21.103
34975,01/09/22 09:00:00 午後,21.199
34976,01/09/22 10:00:00 午後,21.318
34977,01/09/22 11:00:00 午後,21.39
34978,01/10/22 12:00:00 午前,21.461
34979,01/10/22 01:00:00 午前,21.533
34980,01/10/22 02:00:00 午前,21.604
34981,01/10/22 03:00:00 午前,21.581
34982,01/10/22 04:00:00 午前,21.437
34983,01/10/22 05:00:00 午前,21.294
34984,01/10/22 06:00:00 午前,21.461
34985,01/10/22 07:00:00 午前,21.533
34986,01/10/22 08:00:00 午前,21.7
34987,01/10/22 09:00:00 午前,21.724
34988,01/10/22 10:00:00 午前,21.151
34989,01/10/22 11:00:00 午前,20.984
34990,01/10/22 12:00:00 午後,21.127
34991,01/10/22 01:00:00 午後,21.103
34992,01/10/22 02:00:00 午後,21.127
34993,01/10/22 03:00:00 午後,20.674
34994,01/10/22 04:00:00 午後,20.603
34995,01/10/22 05:00:00 午後,20.627
34996,01/10/22 06:00:00 午後,20.603
34997,01/10/22 07:00:00 午後,20.674
34998,01/10/22 08:00:00 午後,20.674
34999,01/10/22 09:00:00 午後,20.698
35000,01/10/22 10:00:00 午後,20.77
35001,01/10/22 11:00:00 午後,20.746
35002,01/11/22 12:00:00 午前,20.889
35003,01/11/22 01:00:00 午前,21.008
35004,01/11/22 02:00:00 午前,21.056
35005,01/11/22 03:00:00 午前,20.984
35006,01/11/22 04:00:00 午前,20.579
35007,01/11/22 05:00:00 午前,20.531
35008,01/11/22 06:00:00 午前,20.531
35009,01/11/22 07:00:00 午前,20.555
35010,01/11/22 08:00:00 午前,20.555
35011,01/11/22 09:00:00 午前,20.531
35012,01/11/22 10:00:00 午前,20.531
35013,01/11/22 11:00:00 午前,20.507
35014,01/11/22 12:00:00 午後,20.484
35015,01/11/22 01:00:00 午後,20.555
35016,01/11/22 02:00:00 午後,20.674
35017,01/11/22 03:00:00 午後,20.698
35018,01/11/22 04:00:00 午後,20.722
35019,01/11/22 05:00:00 午後,20.722
35020,01/11/22 06:00:00 午後,20.698
35021,01/11/22 07:00:00 午後,20.698
35022,01/11/22 08:00:00 午後,20.674
35023,01/11/22 09:00:00 午後,20.65
35024,01/11/22 10:00:00 午後,20.627
35025,01/11/22 11:00:00 午後,20.579
35026,01/12/22 12:00:00 午前,20.555
35027,01/12/22 01:00:00 午前,20.507
35028,01/12/22 02:00:00 午前,20.436
35029,01/12/22 03:00:00 午前,20.412
35030,01/12/22 04:00:00 午前,20.15
35031,01/12/22 05:00:00 午前,20.198
35032,01/12/22 06:00:00 午前,19.96
35033,01/12/22 07:00:00 午前,20.031
35034,01/12/22 08:00:00 午前,20.103
35035,01/12/22 09:00:00 午前,19.936
35036,01/12/22 10:00:00 午前,20.007
35037,01/12/22 11:00:00 午前,19.817
35038,01/12/22 12:00:00 午後,20.031
35039,01/12/22 01:00:00 午後,20.174
35040,01/12/22 02:00:00 午後,20.15
35041,01/12/22 03:00:00 午後,20.15
35042,01/12/22 04:00:00 午後,20.103
35043,01/12/22 05:00:00 午後,20.079
35044,01/12/22 06:00:00 午後,20.103
35045,01/12/22 07:00:00 午後,20.15
35046,01/12/22 08:00:00 午後,20.126
35047,01/12/22 09:00:00 午後,20.103
35048,01/12/22 10:00:00 午後,20.103
35049,01/12/22 11:00:00 午後,20.103
35050,01/13/22 12:00:00 午前,20.103
35051,01/13/22 01:00:00 午前,20.079
35052,01/13/22 02:00:00 午前,20.055
35053,01/13/22 03:00:00 午前,20.031
35054,01/13/22 04:00:00 午前,20.031
35055,01/13/22 05:00:00 午前,20.007
35056,01/13/22 06:00:00 午前,19.984
35057,01/13/22 07:00:00 午前,19.96
35058,01/13/22 08:00:00 午前,19.912
35059,01/13/22 09:00:00 午前,19.912
35060,01/13/22 10:00:00 午前,19.912
35061,01/13/22 11:00:00 午前,19.888
35062,01/13/22 12:00:00 午後,19.888
35063,01/13/22 01:00:00 午後,19.888
35064,01/13/22 02:00:00 午後,19.865
35065,01/13/22 03:00:00 午後,19.865
35066,01/13/22 04:00:00 午後,19.841
35067,01/13/22 05:00:00 午後,19.865
35068,01/13/22 06:00:00 午後,19.817
35069,01/13/22 07:00:00 午後,19.77
35070,01/13/22 08:00:00 午後,19.746
35071,01/13/22 09:00:00 午後,19.746
35072,01/13/22 10:00:00 午後,19.698
35073,01/13/22 11:00:00 午後,19.627
35074,01/14/22 12:00:00 午前,19.746
35075,01/14/22 01:00:00 午前,19.627
35076,01/14/22 02:00:00 午前,19.651
35077,01/14/22 03:00:00 午前,19.746
35078,01/14/22 04:00:00 午前,19.746
35079,01/14/22 05:00:00 午前,19.722
35080,01/14/22 06:00:00 午前,19.698
35081,01/14/22 07:00:00 午前,19.722
35082,01/14/22 08:00:00 午前,19.698
35083,01/14/22 09:00:00 午前,19.651
35084,01/14/22 10:00:00 午前,19.651
35085,01/14/22 11:00:00 午前,19.46
35086,01/14/22 12:00:00 午後,19.151
35087,01/14/22 01:00:00 午後,18.818
35088,01/14/22 02:00:00 午後,18.723
35089,01/14/22 03:00:00 午後,18.818
35090,01/14/22 04:00:00 午後,19.056
35091,01/14/22 05:00:00 午後,19.175
35092,01/14/22 06:00:00 午後,19.413
35093,01/14/22 07:00:00 午後,19.436
35094,01/14/22 08:00:00 午後,19.627
35095,01/14/22 09:00:00 午後,19.579
35096,01/14/22 10:00:00 午後,19.484
35097,01/14/22 11:00:00 午後,19.532
35098,01/15/22 12:00:00 午前,19.579
35099,01/15/22 01:00:00 午前,19.674
35100,01/15/22 02:00:00 午前,19.746
35101,01/15/22 03:00:00 午前,19.817
35102,01/15/22 04:00:00 午前,19.865
35103,01/15/22 05:00:00 午前,19.865
35104,01/15/22 06:00:00 午前,19.888
35105,01/15/22 07:00:00 午前,19.888
35106,01/15/22 08:00:00 午前,19.865
35107,01/15/22 09:00:00 午前,19.841
35108,01/15/22 10:00:00 午前,19.841
35109,01/15/22 11:00:00 午前,19.841
35110,01/15/22 12:00:00 午後,19.888
