プロット タイトル: site16_spot095_2022,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155728, SEN S/N: 21155728)",カプラー取り外し (LGR S/N: 21155728),カプラー取り付け (LGR S/N: 21155728),ホスト接続 (LGR S/N: 21155728),停止済み (LGR S/N: 21155728),ファイルの終わり (LGR S/N: 21155728)
1,10/21/21 08:00:00 午前,26.256,記録,,,,
2,10/21/21 09:00:00 午前,26.793,,,,,
3,10/21/21 10:00:00 午前,27.235,,,,,
4,10/21/21 11:00:00 午前,27.85,,,,,
5,10/21/21 12:00:00 午後,28.667,,,,,
6,10/21/21 01:00:00 午後,28.891,,,,,
7,10/21/21 02:00:00 午後,27.702,,,,,
8,10/21/21 03:00:00 午後,27.186,,,,,
9,10/21/21 04:00:00 午後,25.817,,,,,
10,10/21/21 05:00:00 午後,25.647,,,,,
11,10/21/21 06:00:00 午後,25.72,,,,,
12,10/21/21 07:00:00 午後,25.817,,,,,
13,10/21/21 08:00:00 午後,25.793,,,,,
14,10/21/21 09:00:00 午後,25.671,,,,,
15,10/21/21 10:00:00 午後,25.866,,,,,
16,10/21/21 11:00:00 午後,25.841,,,,,
17,10/22/21 12:00:00 午前,26.134,,,,,
18,10/22/21 01:00:00 午前,25.866,,,,,
19,10/22/21 02:00:00 午前,26.134,,,,,
20,10/22/21 03:00:00 午前,26.256,,,,,
21,10/22/21 04:00:00 午前,26.28,,,,,
22,10/22/21 05:00:00 午前,26.304,,,,,
23,10/22/21 06:00:00 午前,26.304,,,,,
24,10/22/21 07:00:00 午前,23.352,,,,,
25,10/22/21 08:00:00 午前,23.521,,,,,
26,10/22/21 09:00:00 午前,23.809,,,,,
27,10/22/21 10:00:00 午前,24.484,,,,,
28,10/22/21 11:00:00 午前,24.146,,,,,
29,10/22/21 12:00:00 午後,24.026,,,,,
30,10/22/21 01:00:00 午後,23.689,,,,,
31,10/22/21 02:00:00 午後,23.352,,,,,
32,10/22/21 03:00:00 午後,24.823,,,,,
33,10/22/21 04:00:00 午後,25.647,,,,,
34,10/22/21 05:00:00 午後,25.866,,,,,
35,10/22/21 06:00:00 午後,26.012,,,,,
36,10/22/21 07:00:00 午後,26.036,,,,,
37,10/22/21 08:00:00 午後,26.085,,,,,
38,10/22/21 09:00:00 午後,26.061,,,,,
39,10/22/21 10:00:00 午後,26.012,,,,,
40,10/22/21 11:00:00 午後,25.793,,,,,
41,10/23/21 12:00:00 午前,25.671,,,,,
42,10/23/21 01:00:00 午前,25.623,,,,,
43,10/23/21 02:00:00 午前,25.598,,,,,
44,10/23/21 03:00:00 午前,25.598,,,,,
45,10/23/21 04:00:00 午前,25.623,,,,,
46,10/23/21 05:00:00 午前,25.598,,,,,
47,10/23/21 06:00:00 午前,25.55,,,,,
48,10/23/21 07:00:00 午前,22.848,,,,,
49,10/23/21 08:00:00 午前,24.146,,,,,
50,10/23/21 09:00:00 午前,24.774,,,,,
51,10/23/21 10:00:00 午前,24.508,,,,,
52,10/23/21 11:00:00 午前,24.46,,,,,
53,10/23/21 12:00:00 午後,24.388,,,,,
54,10/23/21 01:00:00 午後,24.629,,,,,
55,10/23/21 02:00:00 午後,24.243,,,,,
56,10/23/21 03:00:00 午後,24.847,,,,,
57,10/23/21 04:00:00 午後,25.04,,,,,
58,10/23/21 05:00:00 午後,25.355,,,,,
59,10/23/21 06:00:00 午後,25.647,,,,,
60,10/23/21 07:00:00 午後,25.817,,,,,
61,10/23/21 08:00:00 午後,25.914,,,,,
62,10/23/21 09:00:00 午後,25.963,,,,,
63,10/23/21 10:00:00 午後,26.012,,,,,
64,10/23/21 11:00:00 午後,26.012,,,,,
65,10/24/21 12:00:00 午前,25.914,,,,,
66,10/24/21 01:00:00 午前,25.866,,,,,
67,10/24/21 02:00:00 午前,25.866,,,,,
68,10/24/21 03:00:00 午前,25.841,,,,,
69,10/24/21 04:00:00 午前,25.866,,,,,
70,10/24/21 05:00:00 午前,25.866,,,,,
71,10/24/21 06:00:00 午前,25.89,,,,,
72,10/24/21 07:00:00 午前,23.954,,,,,
73,10/24/21 08:00:00 午前,24.436,,,,,
74,10/24/21 09:00:00 午前,24.992,,,,,
75,10/24/21 10:00:00 午前,26.085,,,,,
76,10/24/21 11:00:00 午前,27.431,,,,,
77,10/24/21 12:00:00 午後,27.899,,,,,
78,10/24/21 01:00:00 午後,26.085,,,,,
79,10/24/21 02:00:00 午後,25.72,,,,,
80,10/24/21 03:00:00 午後,25.283,,,,,
81,10/24/21 04:00:00 午後,24.847,,,,,
82,10/24/21 05:00:00 午後,24.823,,,,,
83,10/24/21 06:00:00 午後,25.04,,,,,
84,10/24/21 07:00:00 午後,25.186,,,,,
85,10/24/21 08:00:00 午後,25.234,,,,,
86,10/24/21 09:00:00 午後,25.283,,,,,
87,10/24/21 10:00:00 午後,25.234,,,,,
88,10/24/21 11:00:00 午後,25.866,,,,,
89,10/25/21 12:00:00 午前,26.061,,,,,
90,10/25/21 01:00:00 午前,26.085,,,,,
91,10/25/21 02:00:00 午前,26.061,,,,,
