プロット タイトル: site21_spot011_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20291294, SEN S/N: 20291294, LBL: ℃)",カプラー取り外し (LGR S/N: 20291294),カプラー取り付け (LGR S/N: 20291294),ホスト接続 (LGR S/N: 20291294),停止済み (LGR S/N: 20291294),ファイルの終わり (LGR S/N: 20291294)
507,01/12/24 01:00:00 午後,17.915,,,,,
508,01/12/24 02:00:00 午後,18.01,,,,,
509,01/12/24 03:00:00 午後,18.033,,,,,
510,01/12/24 04:00:00 午後,18.057,,,,,
511,01/12/24 05:00:00 午後,18.033,,,,,
512,01/12/24 06:00:00 午後,17.938,,,,,
513,01/12/24 07:00:00 午後,17.867,,,,,
514,01/12/24 08:00:00 午後,17.819,,,,,
515,01/12/24 09:00:00 午後,17.772,,,,,
516,01/12/24 10:00:00 午後,17.796,,,,,
517,01/12/24 11:00:00 午後,17.582,,,,,
518,01/13/24 12:00:00 午前,17.439,,,,,
519,01/13/24 01:00:00 午前,17.296,,,,,
520,01/13/24 02:00:00 午前,17.344,,,,,
521,01/13/24 03:00:00 午前,17.582,,,,,
522,01/13/24 04:00:00 午前,17.51,,,,,
523,01/13/24 05:00:00 午前,17.439,,,,,
524,01/13/24 06:00:00 午前,17.391,,,,,
525,01/13/24 07:00:00 午前,17.463,,,,,
526,01/13/24 08:00:00 午前,17.391,,,,,
527,01/13/24 09:00:00 午前,17.296,,,,,
528,01/13/24 10:00:00 午前,17.439,,,,,
529,01/13/24 11:00:00 午前,17.486,,,,,
530,01/13/24 12:00:00 午後,17.415,,,,,
531,01/13/24 01:00:00 午後,17.439,,,,,
532,01/13/24 02:00:00 午後,17.368,,,,,
533,01/13/24 03:00:00 午後,17.368,,,,,
534,01/13/24 04:00:00 午後,17.391,,,,,
535,01/13/24 05:00:00 午後,17.296,,,,,
536,01/13/24 06:00:00 午後,17.296,,,,,
537,01/13/24 07:00:00 午後,17.296,,,,,
538,01/13/24 08:00:00 午後,17.201,,,,,
539,01/13/24 09:00:00 午後,17.177,,,,,
540,01/13/24 10:00:00 午後,17.011,,,,,
541,01/13/24 11:00:00 午後,17.153,,,,,
542,01/14/24 12:00:00 午前,17.058,,,,,
543,01/14/24 01:00:00 午前,16.749,,,,,
544,01/14/24 02:00:00 午前,16.773,,,,,
545,01/14/24 03:00:00 午前,16.773,,,,,
546,01/14/24 04:00:00 午前,16.892,,,,,
547,01/14/24 05:00:00 午前,16.892,,,,,
548,01/14/24 06:00:00 午前,16.82,,,,,
549,01/14/24 07:00:00 午前,16.82,,,,,
550,01/14/24 08:00:00 午前,16.939,,,,,
551,01/14/24 09:00:00 午前,16.963,,,,,
552,01/14/24 10:00:00 午前,17.153,,,,,
553,01/14/24 11:00:00 午前,17.153,,,,,
554,01/14/24 12:00:00 午後,17.225,,,,,
555,01/14/24 01:00:00 午後,17.296,,,,,
556,01/14/24 02:00:00 午後,17.368,,,,,
557,01/14/24 03:00:00 午後,17.463,,,,,
558,01/14/24 04:00:00 午後,17.463,,,,,
559,01/14/24 05:00:00 午後,17.415,,,,,
560,01/14/24 06:00:00 午後,17.391,,,,,
561,01/14/24 07:00:00 午後,17.32,,,,,
562,01/14/24 08:00:00 午後,17.32,,,,,
563,01/14/24 09:00:00 午後,17.296,,,,,
564,01/14/24 10:00:00 午後,17.272,,,,,
565,01/14/24 11:00:00 午後,17.201,,,,,
566,01/15/24 12:00:00 午前,16.939,,,,,
567,01/15/24 01:00:00 午前,16.939,,,,,
568,01/15/24 02:00:00 午前,16.82,,,,,
569,01/15/24 03:00:00 午前,16.963,,,,,
570,01/15/24 04:00:00 午前,17.034,,,,,
571,01/15/24 05:00:00 午前,16.915,,,,,
572,01/15/24 06:00:00 午前,16.868,,,,,
573,01/15/24 07:00:00 午前,16.939,,,,,
574,01/15/24 08:00:00 午前,17.011,,,,,
575,01/15/24 09:00:00 午前,17.058,,,,,
576,01/15/24 10:00:00 午前,17.153,,,,,
577,01/15/24 11:00:00 午前,17.225,,,,,
578,01/15/24 12:00:00 午後,17.296,,,,,
579,01/15/24 01:00:00 午後,17.249,,,,,
580,01/15/24 02:00:00 午後,17.344,,,,,
581,01/15/24 03:00:00 午後,17.344,,,,,
582,01/15/24 04:00:00 午後,17.272,,,,,
583,01/15/24 05:00:00 午後,17.249,,,,,
584,01/15/24 06:00:00 午後,17.177,,,,,
585,01/15/24 07:00:00 午後,17.106,,,,,
586,01/15/24 08:00:00 午後,17.011,,,,,
587,01/15/24 09:00:00 午後,16.963,,,,,
588,01/15/24 10:00:00 午後,16.844,,,,,
589,01/15/24 11:00:00 午後,16.749,,,,,
590,01/16/24 12:00:00 午前,16.749,,,,,
591,01/16/24 01:00:00 午前,16.677,,,,,
592,01/16/24 02:00:00 午前,16.534,,,,,
593,01/16/24 03:00:00 午前,16.439,,,,,
594,01/16/24 04:00:00 午前,16.415,,,,,
595,01/16/24 05:00:00 午前,16.415,,,,,
596,01/16/24 06:00:00 午前,16.439,,,,,
597,01/16/24 07:00:00 午前,16.511,,,,,
598,01/16/24 08:00:00 午前,16.582,,,,,
599,01/16/24 09:00:00 午前,16.63,,,,,
600,01/16/24 10:00:00 午前,16.582,,,,,
601,01/16/24 11:00:00 午前,16.606,,,,,
602,01/16/24 12:00:00 午後,16.725,,,,,
603,01/16/24 01:00:00 午後,16.773,,,,,
604,01/16/24 02:00:00 午後,16.892,,,,,
605,01/16/24 03:00:00 午後,16.963,,,,,
606,01/16/24 04:00:00 午後,16.868,,,,,
607,01/16/24 05:00:00 午後,16.82,,,,,
608,01/16/24 06:00:00 午後,16.749,,,,,
609,01/16/24 07:00:00 午後,16.677,,,,,
610,01/16/24 08:00:00 午後,16.63,,,,,
611,01/16/24 09:00:00 午後,16.606,,,,,
612,01/16/24 10:00:00 午後,16.534,,,,,
613,01/16/24 11:00:00 午後,16.463,,,,,
614,01/17/24 12:00:00 午前,16.392,,,,,
615,01/17/24 01:00:00 午前,16.32,,,,,
616,01/17/24 02:00:00 午前,16.272,,,,,
617,01/17/24 03:00:00 午前,16.153,,,,,
618,01/17/24 04:00:00 午前,16.129,,,,,
619,01/17/24 05:00:00 午前,16.106,,,,,
620,01/17/24 06:00:00 午前,16.249,,,,,
621,01/17/24 07:00:00 午前,16.201,,,,,
622,01/17/24 08:00:00 午前,16.534,,,,,
623,01/17/24 09:00:00 午前,16.606,,,,,
624,01/17/24 10:00:00 午前,16.534,,,,,
625,01/17/24 11:00:00 午前,16.511,,,,,
626,01/17/24 12:00:00 午後,16.773,,,,,
627,01/17/24 01:00:00 午後,16.939,,,,,
628,01/17/24 02:00:00 午後,17.058,,,,,
629,01/17/24 03:00:00 午後,17.011,,,,,
630,01/17/24 04:00:00 午後,16.868,,,,,
631,01/17/24 05:00:00 午後,16.844,,,,,
632,01/17/24 06:00:00 午後,16.796,,,,,
633,01/17/24 07:00:00 午後,16.749,,,,,
634,01/17/24 08:00:00 午後,16.796,,,,,
635,01/17/24 09:00:00 午後,16.796,,,,,
636,01/17/24 10:00:00 午後,16.82,,,,,
637,01/17/24 11:00:00 午後,16.82,,,,,
638,01/18/24 12:00:00 午前,16.844,,,,,
639,01/18/24 01:00:00 午前,16.796,,,,,
640,01/18/24 02:00:00 午前,16.773,,,,,
641,01/18/24 03:00:00 午前,16.725,,,,,
642,01/18/24 04:00:00 午前,16.677,,,,,
643,01/18/24 05:00:00 午前,16.654,,,,,
644,01/18/24 06:00:00 午前,16.677,,,,,
645,01/18/24 07:00:00 午前,16.701,,,,,
646,01/18/24 08:00:00 午前,16.677,,,,,
647,01/18/24 09:00:00 午前,16.725,,,,,
648,01/18/24 10:00:00 午前,16.82,,,,,
649,01/18/24 11:00:00 午前,16.915,,,,,
650,01/18/24 12:00:00 午後,17.034,,,,,
651,01/18/24 01:00:00 午後,17.153,,,,,
652,01/18/24 02:00:00 午後,17.201,,,,,
653,01/18/24 03:00:00 午後,17.225,,,,,
654,01/18/24 04:00:00 午後,17.249,,,,,
655,01/18/24 05:00:00 午後,17.225,,,,,
656,01/18/24 06:00:00 午後,17.201,,,,,
657,01/18/24 07:00:00 午後,17.153,,,,,
658,01/18/24 08:00:00 午後,17.153,,,,,
659,01/18/24 09:00:00 午後,17.153,,,,,
660,01/18/24 10:00:00 午後,17.153,,,,,
661,01/18/24 11:00:00 午後,17.13,,,,,
662,01/19/24 12:00:00 午前,17.106,,,,,
663,01/19/24 01:00:00 午前,17.106,,,,,
664,01/19/24 02:00:00 午前,17.106,,,,,
665,01/19/24 03:00:00 午前,17.058,,,,,
666,01/19/24 04:00:00 午前,17.058,,,,,
667,01/19/24 05:00:00 午前,17.034,,,,,
668,01/19/24 06:00:00 午前,17.153,,,,,
669,01/19/24 07:00:00 午前,17.153,,,,,
670,01/19/24 08:00:00 午前,17.225,,,,,
671,01/19/24 09:00:00 午前,17.225,,,,,
672,01/19/24 10:00:00 午前,17.249,,,,,
673,01/19/24 11:00:00 午前,17.296,,,,,
674,01/19/24 12:00:00 午後,17.463,,,,,
675,01/19/24 01:00:00 午後,17.486,,,,,
676,01/19/24 02:00:00 午後,17.582,,,,,
677,01/19/24 03:00:00 午後,17.582,,,,,
678,01/19/24 04:00:00 午後,17.582,,,,,
679,01/19/24 05:00:00 午後,17.582,,,,,
680,01/19/24 06:00:00 午後,17.605,,,,,
681,01/19/24 07:00:00 午後,17.582,,,,,
682,01/19/24 08:00:00 午後,17.605,,,,,
683,01/19/24 09:00:00 午後,17.677,,,,,
684,01/19/24 10:00:00 午後,17.534,,,,,
685,01/19/24 11:00:00 午後,17.558,,,,,
686,01/20/24 12:00:00 午前,17.582,,,,,
687,01/20/24 01:00:00 午前,17.605,,,,,
688,01/20/24 02:00:00 午前,17.653,,,,,
689,01/20/24 03:00:00 午前,17.677,,,,,
690,01/20/24 04:00:00 午前,17.724,,,,,
691,01/20/24 05:00:00 午前,17.724,,,,,
692,01/20/24 06:00:00 午前,17.701,,,,,
693,01/20/24 07:00:00 午前,17.653,,,,,
694,01/20/24 08:00:00 午前,17.629,,,,,
695,01/20/24 09:00:00 午前,17.605,,,,,
696,01/20/24 10:00:00 午前,17.605,,,,,
697,01/20/24 11:00:00 午前,17.653,,,,,
698,01/20/24 12:00:00 午後,17.653,,,,,
699,01/20/24 01:00:00 午後,17.629,,,,,
700,01/20/24 02:00:00 午後,17.605,,,,,
701,01/20/24 03:00:00 午後,17.629,,,,,
702,01/20/24 04:00:00 午後,17.677,,,,,
703,01/20/24 05:00:00 午後,17.724,,,,,
704,01/20/24 06:00:00 午後,17.748,,,,,
705,01/20/24 07:00:00 午後,17.772,,,,,
706,01/20/24 08:00:00 午後,17.724,,,,,
707,01/20/24 09:00:00 午後,17.677,,,,,
708,01/20/24 10:00:00 午後,17.819,,,,,
709,01/20/24 11:00:00 午後,17.867,,,,,
710,01/21/24 12:00:00 午前,17.796,,,,,
711,01/21/24 01:00:00 午前,17.843,,,,,
712,01/21/24 02:00:00 午前,17.962,,,,,
713,01/21/24 03:00:00 午前,18.057,,,,,
714,01/21/24 04:00:00 午前,18.057,,,,,
715,01/21/24 05:00:00 午前,18.129,,,,,
716,01/21/24 06:00:00 午前,17.986,,,,,
717,01/21/24 07:00:00 午前,17.986,,,,,
718,01/21/24 08:00:00 午前,18.152,,,,,
719,01/21/24 09:00:00 午前,18.414,,,,,
720,01/21/24 10:00:00 午前,18.604,,,,,
721,01/21/24 11:00:00 午前,18.723,,,,,
722,01/21/24 12:00:00 午後,18.628,,,,,
723,01/21/24 01:00:00 午後,18.628,,,,,
724,01/21/24 02:00:00 午後,18.794,,,,,
725,01/21/24 03:00:00 午後,18.652,,,,,
726,01/21/24 04:00:00 午後,18.675,,,,,
727,01/21/24 05:00:00 午後,18.747,,,,,
728,01/21/24 06:00:00 午後,18.747,,,,,
729,01/21/24 07:00:00 午後,18.699,,,,,
730,01/21/24 08:00:00 午後,18.699,,,,,
731,01/21/24 09:00:00 午後,18.699,,,,,
732,01/21/24 10:00:00 午後,18.699,,,,,
733,01/21/24 11:00:00 午後,18.699,,,,,
734,01/22/24 12:00:00 午前,18.723,,,,,
735,01/22/24 01:00:00 午前,18.675,,,,,
736,01/22/24 02:00:00 午前,18.771,,,,,
737,01/22/24 03:00:00 午前,18.771,,,,,
738,01/22/24 04:00:00 午前,18.699,,,,,
739,01/22/24 05:00:00 午前,18.628,,,,,
740,01/22/24 06:00:00 午前,18.604,,,,,
741,01/22/24 07:00:00 午前,18.604,,,,,
742,01/22/24 08:00:00 午前,18.604,,,,,
743,01/22/24 09:00:00 午前,18.604,,,,,
744,01/22/24 10:00:00 午前,18.628,,,,,
745,01/22/24 11:00:00 午前,18.438,,,,,
746,01/22/24 12:00:00 午後,18.414,,,,,
747,01/22/24 01:00:00 午後,18.533,,,,,
748,01/22/24 02:00:00 午後,18.509,,,,,
749,01/22/24 03:00:00 午後,18.509,,,,,
750,01/22/24 04:00:00 午後,18.461,,,,,
751,01/22/24 05:00:00 午後,18.319,,,,,
752,01/22/24 06:00:00 午後,18.295,,,,,
753,01/22/24 07:00:00 午後,18.343,,,,,
754,01/22/24 08:00:00 午後,18.39,,,,,
755,01/22/24 09:00:00 午後,18.414,,,,,
756,01/22/24 10:00:00 午後,18.533,,,,,
757,01/22/24 11:00:00 午後,18.58,,,,,
758,01/23/24 12:00:00 午前,18.652,,,,,
759,01/23/24 01:00:00 午前,18.343,,,,,
760,01/23/24 02:00:00 午前,18.152,,,,,
761,01/23/24 03:00:00 午前,17.938,,,,,
762,01/23/24 04:00:00 午前,18.057,,,,,
763,01/23/24 05:00:00 午前,18.081,,,,,
764,01/23/24 06:00:00 午前,17.986,,,,,
765,01/23/24 07:00:00 午前,18.081,,,,,
766,01/23/24 08:00:00 午前,18.033,,,,,
767,01/23/24 09:00:00 午前,17.915,,,,,
768,01/23/24 10:00:00 午前,17.819,,,,,
769,01/23/24 11:00:00 午前,17.819,,,,,
770,01/23/24 12:00:00 午後,17.843,,,,,
771,01/23/24 01:00:00 午後,17.891,,,,,
772,01/23/24 02:00:00 午後,17.867,,,,,
773,01/23/24 03:00:00 午後,18.01,,,,,
774,01/23/24 04:00:00 午後,17.843,,,,,
775,01/23/24 05:00:00 午後,17.796,,,,,
776,01/23/24 06:00:00 午後,17.653,,,,,
777,01/23/24 07:00:00 午後,17.582,,,,,
778,01/23/24 08:00:00 午後,17.391,,,,,
779,01/23/24 09:00:00 午後,17.249,,,,,
780,01/23/24 10:00:00 午後,17.058,,,,,
781,01/23/24 11:00:00 午後,16.915,,,,,
782,01/24/24 12:00:00 午前,16.868,,,,,
783,01/24/24 01:00:00 午前,16.606,,,,,
784,01/24/24 02:00:00 午前,16.677,,,,,
785,01/24/24 03:00:00 午前,16.844,,,,,
786,01/24/24 04:00:00 午前,16.725,,,,,
787,01/24/24 05:00:00 午前,16.796,,,,,
788,01/24/24 06:00:00 午前,16.749,,,,,
789,01/24/24 07:00:00 午前,16.844,,,,,
790,01/24/24 08:00:00 午前,16.487,,,,,
791,01/24/24 09:00:00 午前,16.415,,,,,
792,01/24/24 10:00:00 午前,16.415,,,,,
793,01/24/24 11:00:00 午前,16.654,,,,,
794,01/24/24 12:00:00 午後,16.677,,,,,
795,01/24/24 01:00:00 午後,16.844,,,,,
796,01/24/24 02:00:00 午後,16.582,,,,,
797,01/24/24 03:00:00 午後,16.511,,,,,
798,01/24/24 04:00:00 午後,16.487,,,,,
799,01/24/24 05:00:00 午後,16.463,,,,,
800,01/24/24 06:00:00 午後,16.439,,,,,
801,01/24/24 07:00:00 午後,16.415,,,,,
802,01/24/24 08:00:00 午後,16.487,,,,,
803,01/24/24 09:00:00 午後,16.344,,,,,
804,01/24/24 10:00:00 午後,16.368,,,,,
805,01/24/24 11:00:00 午後,16.201,,,,,
806,01/25/24 12:00:00 午前,16.082,,,,,
807,01/25/24 01:00:00 午前,16.01,,,,,
808,01/25/24 02:00:00 午前,16.058,,,,,
809,01/25/24 03:00:00 午前,16.344,,,,,
810,01/25/24 04:00:00 午前,16.296,,,,,
811,01/25/24 05:00:00 午前,16.392,,,,,
812,01/25/24 06:00:00 午前,16.344,,,,,
813,01/25/24 07:00:00 午前,16.368,,,,,
814,01/25/24 08:00:00 午前,16.415,,,,,
815,01/25/24 09:00:00 午前,16.32,,,,,
816,01/25/24 10:00:00 午前,16.415,,,,,
817,01/25/24 11:00:00 午前,16.534,,,,,
818,01/25/24 12:00:00 午後,16.534,,,,,
819,01/25/24 01:00:00 午後,16.606,,,,,
820,01/25/24 02:00:00 午後,16.677,,,,,
821,01/25/24 03:00:00 午後,16.701,,,,,
822,01/25/24 04:00:00 午後,16.677,,,,,
823,01/25/24 05:00:00 午後,16.63,,,,,
824,01/25/24 06:00:00 午後,16.511,,,,,
825,01/25/24 07:00:00 午後,16.392,,,,,
826,01/25/24 08:00:00 午後,16.415,,,,,
827,01/25/24 09:00:00 午後,16.249,,,,,
828,01/25/24 10:00:00 午後,16.129,,,,,
829,01/25/24 11:00:00 午後,16.01,,,,,
830,01/26/24 12:00:00 午前,15.796,,,,,
831,01/26/24 01:00:00 午前,15.843,,,,,
832,01/26/24 02:00:00 午前,15.772,,,,,
833,01/26/24 03:00:00 午前,15.819,,,,,
834,01/26/24 04:00:00 午前,15.915,,,,,
835,01/26/24 05:00:00 午前,16.058,,,,,
836,01/26/24 06:00:00 午前,16.153,,,,,
837,01/26/24 07:00:00 午前,16.249,,,,,
838,01/26/24 08:00:00 午前,16.249,,,,,
839,01/26/24 09:00:00 午前,16.296,,,,,
840,01/26/24 10:00:00 午前,16.296,,,,,
841,01/26/24 11:00:00 午前,16.415,,,,,
842,01/26/24 12:00:00 午後,16.487,,,,,
843,01/26/24 01:00:00 午後,16.654,,,,,
844,01/26/24 02:00:00 午後,16.654,,,,,
845,01/26/24 03:00:00 午後,16.677,,,,,
846,01/26/24 04:00:00 午後,16.725,,,,,
847,01/26/24 05:00:00 午後,16.725,,,,,
848,01/26/24 06:00:00 午後,16.654,,,,,
849,01/26/24 07:00:00 午後,16.582,,,,,
850,01/26/24 08:00:00 午後,16.606,,,,,
851,01/26/24 09:00:00 午後,16.582,,,,,
852,01/26/24 10:00:00 午後,16.487,,,,,
853,01/26/24 11:00:00 午後,16.392,,,,,
854,01/27/24 12:00:00 午前,16.249,,,,,
855,01/27/24 01:00:00 午前,16.129,,,,,
856,01/27/24 02:00:00 午前,16.201,,,,,
857,01/27/24 03:00:00 午前,16.249,,,,,
858,01/27/24 04:00:00 午前,16.225,,,,,
859,01/27/24 05:00:00 午前,16.153,,,,,
860,01/27/24 06:00:00 午前,16.201,,,,,
861,01/27/24 07:00:00 午前,16.153,,,,,
862,01/27/24 08:00:00 午前,16.058,,,,,
863,01/27/24 09:00:00 午前,15.986,,,,,
864,01/27/24 10:00:00 午前,16.153,,,,,
865,01/27/24 11:00:00 午前,16.296,,,,,
866,01/27/24 12:00:00 午後,16.511,,,,,
867,01/27/24 01:00:00 午後,16.677,,,,,
868,01/27/24 02:00:00 午後,16.892,,,,,
869,01/27/24 03:00:00 午後,16.987,,,,,
870,01/27/24 04:00:00 午後,17.058,,,,,
871,01/27/24 05:00:00 午後,17.034,,,,,
872,01/27/24 06:00:00 午後,16.987,,,,,
873,01/27/24 07:00:00 午後,16.939,,,,,
874,01/27/24 08:00:00 午後,16.82,,,,,
875,01/27/24 09:00:00 午後,16.773,,,,,
876,01/27/24 10:00:00 午後,16.677,,,,,
877,01/27/24 11:00:00 午後,16.606,,,,,
878,01/28/24 12:00:00 午前,16.487,,,,,
879,01/28/24 01:00:00 午前,16.368,,,,,
880,01/28/24 02:00:00 午前,16.296,,,,,
881,01/28/24 03:00:00 午前,16.249,,,,,
882,01/28/24 04:00:00 午前,16.201,,,,,
883,01/28/24 05:00:00 午前,16.392,,,,,
884,01/28/24 06:00:00 午前,16.392,,,,,
885,01/28/24 07:00:00 午前,16.392,,,,,
886,01/28/24 08:00:00 午前,16.439,,,,,
887,01/28/24 09:00:00 午前,16.558,,,,,
888,01/28/24 10:00:00 午前,16.63,,,,,
889,01/28/24 11:00:00 午前,16.773,,,,,
890,01/28/24 12:00:00 午後,16.939,,,,,
891,01/28/24 01:00:00 午後,16.963,,,,,
892,01/28/24 02:00:00 午後,17.034,,,,,
893,01/28/24 03:00:00 午後,17.082,,,,,
894,01/28/24 04:00:00 午後,17.082,,,,,
895,01/28/24 05:00:00 午後,17.13,,,,,
896,01/28/24 06:00:00 午後,17.106,,,,,
897,01/28/24 07:00:00 午後,17.082,,,,,
898,01/28/24 08:00:00 午後,17.011,,,,,
899,01/28/24 09:00:00 午後,16.963,,,,,
900,01/28/24 10:00:00 午後,16.868,,,,,
901,01/28/24 11:00:00 午後,16.773,,,,,
902,01/29/24 12:00:00 午前,16.654,,,,,
903,01/29/24 01:00:00 午前,16.63,,,,,
904,01/29/24 02:00:00 午前,16.582,,,,,
905,01/29/24 03:00:00 午前,16.534,,,,,
906,01/29/24 04:00:00 午前,16.606,,,,,
907,01/29/24 05:00:00 午前,16.582,,,,,
908,01/29/24 06:00:00 午前,16.534,,,,,
909,01/29/24 07:00:00 午前,16.511,,,,,
910,01/29/24 08:00:00 午前,16.534,,,,,
911,01/29/24 09:00:00 午前,16.439,,,,,
912,01/29/24 10:00:00 午前,16.439,,,,,
913,01/29/24 11:00:00 午前,16.63,,,,,
914,01/29/24 12:00:00 午後,16.796,,,,,
915,01/29/24 01:00:00 午後,16.987,,,,,
916,01/29/24 02:00:00 午後,17.13,,,,,
917,01/29/24 03:00:00 午後,17.249,,,,,
918,01/29/24 04:00:00 午後,17.272,,,,,
919,01/29/24 05:00:00 午後,17.201,,,,,
920,01/29/24 06:00:00 午後,17.153,,,,,
921,01/29/24 07:00:00 午後,17.13,,,,,
922,01/29/24 08:00:00 午後,17.058,,,,,
923,01/29/24 09:00:00 午後,17.034,,,,,
924,01/29/24 10:00:00 午後,16.963,,,,,
925,01/29/24 11:00:00 午後,16.915,,,,,
926,01/30/24 12:00:00 午前,16.892,,,,,
927,01/30/24 01:00:00 午前,16.844,,,,,
928,01/30/24 02:00:00 午前,16.725,,,,,
929,01/30/24 03:00:00 午前,16.654,,,,,
930,01/30/24 04:00:00 午前,16.582,,,,,
931,01/30/24 05:00:00 午前,16.677,,,,,
932,01/30/24 06:00:00 午前,16.677,,,,,
933,01/30/24 07:00:00 午前,16.63,,,,,
934,01/30/24 08:00:00 午前,16.63,,,,,
935,01/30/24 09:00:00 午前,16.677,,,,,
936,01/30/24 10:00:00 午前,16.677,,,,,
937,01/30/24 11:00:00 午前,16.701,,,,,
938,01/30/24 12:00:00 午後,16.82,,,,,
939,01/30/24 01:00:00 午後,16.915,,,,,
940,01/30/24 02:00:00 午後,16.987,,,,,
941,01/30/24 03:00:00 午後,17.034,,,,,
942,01/30/24 04:00:00 午後,17.034,,,,,
943,01/30/24 05:00:00 午後,17.011,,,,,
944,01/30/24 06:00:00 午後,17.034,,,,,
945,01/30/24 07:00:00 午後,16.987,,,,,
946,01/30/24 08:00:00 午後,17.011,,,,,
947,01/30/24 09:00:00 午後,16.987,,,,,
948,01/30/24 10:00:00 午後,16.963,,,,,
949,01/30/24 11:00:00 午後,16.868,,,,,
950,01/31/24 12:00:00 午前,16.892,,,,,
951,01/31/24 01:00:00 午前,16.796,,,,,
952,01/31/24 02:00:00 午前,16.796,,,,,
953,01/31/24 03:00:00 午前,16.773,,,,,
954,01/31/24 04:00:00 午前,16.725,,,,,
955,01/31/24 05:00:00 午前,16.701,,,,,
956,01/31/24 06:00:00 午前,16.796,,,,,
957,01/31/24 07:00:00 午前,16.773,,,,,
958,01/31/24 08:00:00 午前,16.773,,,,,
959,01/31/24 09:00:00 午前,16.82,,,,,
960,01/31/24 10:00:00 午前,16.868,,,,,
961,01/31/24 11:00:00 午前,16.892,,,,,
962,01/31/24 12:00:00 午後,16.915,,,,,
963,01/31/24 01:00:00 午後,16.963,,,,,
964,01/31/24 02:00:00 午後,16.939,,,,,
965,01/31/24 03:00:00 午後,16.939,,,,,
966,01/31/24 04:00:00 午後,16.939,,,,,
967,01/31/24 05:00:00 午後,16.749,,,,,
968,01/31/24 06:00:00 午後,16.868,,,,,
969,01/31/24 07:00:00 午後,16.915,,,,,
970,01/31/24 08:00:00 午後,16.963,,,,,
971,01/31/24 09:00:00 午後,16.868,,,,,
972,01/31/24 10:00:00 午後,16.868,,,,,
973,01/31/24 11:00:00 午後,16.749,,,,,
974,02/01/24 12:00:00 午前,16.654,,,,,
975,02/01/24 01:00:00 午前,16.677,,,,,
976,02/01/24 02:00:00 午前,16.749,,,,,
977,02/01/24 03:00:00 午前,16.868,,,,,
978,02/01/24 04:00:00 午前,16.892,,,,,
979,02/01/24 05:00:00 午前,16.892,,,,,
980,02/01/24 06:00:00 午前,16.868,,,,,
981,02/01/24 07:00:00 午前,16.796,,,,,
982,02/01/24 08:00:00 午前,16.773,,,,,
983,02/01/24 09:00:00 午前,16.773,,,,,
984,02/01/24 10:00:00 午前,16.82,,,,,
985,02/01/24 11:00:00 午前,16.868,,,,,
986,02/01/24 12:00:00 午後,16.892,,,,,
987,02/01/24 01:00:00 午後,16.963,,,,,
988,02/01/24 02:00:00 午後,17.011,,,,,
989,02/01/24 03:00:00 午後,16.987,,,,,
990,02/01/24 04:00:00 午後,16.939,,,,,
991,02/01/24 05:00:00 午後,16.963,,,,,
992,02/01/24 06:00:00 午後,16.987,,,,,
993,02/01/24 07:00:00 午後,16.892,,,,,
994,02/01/24 08:00:00 午後,16.868,,,,,
995,02/01/24 09:00:00 午後,16.82,,,,,
996,02/01/24 10:00:00 午後,16.844,,,,,
997,02/01/24 11:00:00 午後,16.844,,,,,
998,02/02/24 12:00:00 午前,16.796,,,,,
999,02/02/24 01:00:00 午前,16.773,,,,,
1000,02/02/24 02:00:00 午前,16.725,,,,,
1001,02/02/24 03:00:00 午前,16.534,,,,,
1002,02/02/24 04:00:00 午前,16.487,,,,,
1003,02/02/24 05:00:00 午前,16.463,,,,,
1004,02/02/24 06:00:00 午前,16.487,,,,,
1005,02/02/24 07:00:00 午前,16.439,,,,,
1006,02/02/24 08:00:00 午前,16.463,,,,,
1007,02/02/24 09:00:00 午前,16.511,,,,,
1008,02/02/24 10:00:00 午前,16.606,,,,,
1009,02/02/24 11:00:00 午前,16.677,,,,,
1010,02/02/24 12:00:00 午後,16.701,,,,,
1011,02/02/24 01:00:00 午後,16.677,,,,,
1012,02/02/24 02:00:00 午後,16.701,,,,,
1013,02/02/24 03:00:00 午後,16.725,,,,,
1014,02/02/24 04:00:00 午後,16.701,,,,,
1015,02/02/24 05:00:00 午後,16.606,,,,,
1016,02/02/24 06:00:00 午後,16.534,,,,,
1017,02/02/24 07:00:00 午後,16.534,,,,,
1018,02/02/24 08:00:00 午後,16.439,,,,,
1019,02/02/24 09:00:00 午後,16.439,,,,,
1020,02/02/24 10:00:00 午後,16.368,,,,,
1021,02/02/24 11:00:00 午後,16.344,,,,,
1022,02/03/24 12:00:00 午前,16.272,,,,,
1023,02/03/24 01:00:00 午前,16.225,,,,,
1024,02/03/24 02:00:00 午前,16.32,,,,,
1025,02/03/24 03:00:00 午前,16.32,,,,,
1026,02/03/24 04:00:00 午前,16.32,,,,,
1027,02/03/24 05:00:00 午前,16.296,,,,,
1028,02/03/24 06:00:00 午前,16.392,,,,,
1029,02/03/24 07:00:00 午前,16.344,,,,,
1030,02/03/24 08:00:00 午前,16.368,,,,,
1031,02/03/24 09:00:00 午前,16.368,,,,,
1032,02/03/24 10:00:00 午前,16.392,,,,,
1033,02/03/24 11:00:00 午前,16.487,,,,,
1034,02/03/24 12:00:00 午後,16.582,,,,,
1035,02/03/24 01:00:00 午後,16.915,,,,,
1036,02/03/24 02:00:00 午後,16.915,,,,,
