プロット タイトル: site14_spot077_2022,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155726, SEN S/N: 21155726)",カプラー取り外し (LGR S/N: 21155726),カプラー取り付け (LGR S/N: 21155726),停止済み (LGR S/N: 21155726),ファイルの終わり (LGR S/N: 21155726)
1242,12/23/21 01:00:00 午前,24.074,,,,
1243,12/23/21 02:00:00 午前,24.05,,,,
1244,12/23/21 03:00:00 午前,24.026,,,,
1245,12/23/21 04:00:00 午前,24.026,,,,
1246,12/23/21 05:00:00 午前,23.978,,,,
1247,12/23/21 06:00:00 午前,24.122,,,,
1248,12/23/21 07:00:00 午前,24.315,,,,
1249,12/23/21 08:00:00 午前,24.339,,,,
1250,12/23/21 09:00:00 午前,24.315,,,,
1251,12/23/21 10:00:00 午前,24.388,,,,
1252,12/23/21 11:00:00 午前,24.412,,,,
1253,12/23/21 12:00:00 午後,24.412,,,,
1254,12/23/21 01:00:00 午後,24.219,,,,
1255,12/23/21 02:00:00 午後,24.363,,,,
1256,12/23/21 03:00:00 午後,24.291,,,,
1257,12/23/21 04:00:00 午後,24.267,,,,
1258,12/23/21 05:00:00 午後,24.219,,,,
1259,12/23/21 06:00:00 午後,24.267,,,,
1260,12/23/21 07:00:00 午後,24.171,,,,
1261,12/23/21 08:00:00 午後,24.629,,,,
1262,12/23/21 09:00:00 午後,24.581,,,,
1263,12/23/21 10:00:00 午後,24.46,,,,
1264,12/23/21 11:00:00 午後,24.436,,,,
1265,12/24/21 12:00:00 午前,24.46,,,,
1266,12/24/21 01:00:00 午前,24.412,,,,
1267,12/24/21 02:00:00 午前,24.291,,,,
1268,12/24/21 03:00:00 午前,24.291,,,,
1269,12/24/21 04:00:00 午前,24.315,,,,
1270,12/24/21 05:00:00 午前,24.315,,,,
1271,12/24/21 06:00:00 午前,24.267,,,,
1272,12/24/21 07:00:00 午前,24.219,,,,
1273,12/24/21 08:00:00 午前,24.388,,,,
1274,12/24/21 09:00:00 午前,24.484,,,,
1275,12/24/21 10:00:00 午前,24.532,,,,
1276,12/24/21 11:00:00 午前,24.557,,,,
1277,12/24/21 12:00:00 午後,24.557,,,,
1278,12/24/21 01:00:00 午後,24.677,,,,
1279,12/24/21 02:00:00 午後,24.557,,,,
1280,12/24/21 03:00:00 午後,24.484,,,,
1281,12/24/21 04:00:00 午後,24.484,,,,
1282,12/24/21 05:00:00 午後,24.484,,,,
1283,12/24/21 06:00:00 午後,24.581,,,,
1284,12/24/21 07:00:00 午後,24.605,,,,
1285,12/24/21 08:00:00 午後,24.581,,,,
1286,12/24/21 09:00:00 午後,24.436,,,,
1287,12/24/21 10:00:00 午後,24.581,,,,
1288,12/24/21 11:00:00 午後,24.605,,,,
1289,12/25/21 12:00:00 午前,24.508,,,,
1290,12/25/21 01:00:00 午前,24.339,,,,
1291,12/25/21 02:00:00 午前,24.195,,,,
1292,12/25/21 03:00:00 午前,24.243,,,,
1293,12/25/21 04:00:00 午前,24.122,,,,
1294,12/25/21 05:00:00 午前,24.074,,,,
1295,12/25/21 06:00:00 午前,23.978,,,,
1296,12/25/21 07:00:00 午前,23.857,,,,
1297,12/25/21 08:00:00 午前,23.93,,,,
1298,12/25/21 09:00:00 午前,24.195,,,,
1299,12/25/21 10:00:00 午前,24.315,,,,
1300,12/25/21 11:00:00 午前,24.315,,,,
1301,12/25/21 12:00:00 午後,24.243,,,,
1302,12/25/21 01:00:00 午後,24.146,,,,
1303,12/25/21 02:00:00 午後,23.785,,,,
1304,12/25/21 03:00:00 午後,23.641,,,,
1305,12/25/21 04:00:00 午後,23.857,,,,
1306,12/25/21 05:00:00 午後,23.689,,,,
1307,12/25/21 06:00:00 午後,23.641,,,,
1308,12/25/21 07:00:00 午後,23.617,,,,
1309,12/25/21 08:00:00 午後,23.472,,,,
1310,12/25/21 09:00:00 午後,23.978,,,,
1311,12/25/21 10:00:00 午後,24.074,,,,
1312,12/25/21 11:00:00 午後,24.026,,,,
1313,12/26/21 12:00:00 午前,23.833,,,,
1314,12/26/21 01:00:00 午前,23.569,,,,
1315,12/26/21 02:00:00 午前,23.424,,,,
1316,12/26/21 03:00:00 午前,23.376,,,,
1317,12/26/21 04:00:00 午前,23.328,,,,
1318,12/26/21 05:00:00 午前,23.16,,,,
1319,12/26/21 06:00:00 午前,23.16,,,,
1320,12/26/21 07:00:00 午前,23.112,,,,
1321,12/26/21 08:00:00 午前,23.088,,,,
1322,12/26/21 09:00:00 午前,22.944,,,,
1323,12/26/21 10:00:00 午前,23.352,,,,
1324,12/26/21 11:00:00 午前,23.737,,,,
1325,12/26/21 12:00:00 午後,23.761,,,,
1326,12/26/21 01:00:00 午後,23.713,,,,
1327,12/26/21 02:00:00 午後,23.569,,,,
1328,12/26/21 03:00:00 午後,23.112,,,,
1329,12/26/21 04:00:00 午後,22.896,,,,
1330,12/26/21 05:00:00 午後,22.944,,,,
1331,12/26/21 06:00:00 午後,22.968,,,,
1332,12/26/21 07:00:00 午後,22.968,,,,
1333,12/26/21 08:00:00 午後,23.04,,,,
1334,12/26/21 09:00:00 午後,22.944,,,,
1335,12/26/21 10:00:00 午後,23.352,,,,
1336,12/26/21 11:00:00 午後,23.617,,,,
1337,12/27/21 12:00:00 午前,23.761,,,,
1338,12/27/21 01:00:00 午前,23.665,,,,
1339,12/27/21 02:00:00 午前,23.376,,,,
1340,12/27/21 03:00:00 午前,23.136,,,,
1341,12/27/21 04:00:00 午前,23.16,,,,
1342,12/27/21 05:00:00 午前,22.872,,,,
1343,12/27/21 06:00:00 午前,23.184,,,,
1344,12/27/21 07:00:00 午前,23.04,,,,
1345,12/27/21 08:00:00 午前,22.92,,,,
1346,12/27/21 09:00:00 午前,22.848,,,,
1347,12/27/21 10:00:00 午前,23.328,,,,
1348,12/27/21 11:00:00 午前,23.545,,,,
1349,12/27/21 12:00:00 午後,23.593,,,,
1350,12/27/21 01:00:00 午後,23.352,,,,
1351,12/27/21 02:00:00 午後,23.136,,,,
1352,12/27/21 03:00:00 午後,22.8,,,,
1353,12/27/21 04:00:00 午後,22.681,,,,
1354,12/27/21 05:00:00 午後,22.896,,,,
1355,12/27/21 06:00:00 午後,22.968,,,,
1356,12/27/21 07:00:00 午後,22.776,,,,
1357,12/27/21 08:00:00 午後,22.585,,,,
1358,12/27/21 09:00:00 午後,22.537,,,,
1359,12/27/21 10:00:00 午後,22.489,,,,
1360,12/27/21 11:00:00 午後,22.944,,,,
1361,12/28/21 12:00:00 午前,23.256,,,,
1362,12/28/21 01:00:00 午前,23.256,,,,
1363,12/28/21 02:00:00 午前,22.92,,,,
1364,12/28/21 03:00:00 午前,22.681,,,,
1365,12/28/21 04:00:00 午前,22.585,,,,
1366,12/28/21 05:00:00 午前,22.417,,,,
1367,12/28/21 06:00:00 午前,22.729,,,,
1368,12/28/21 07:00:00 午前,22.776,,,,
1369,12/28/21 08:00:00 午前,22.705,,,,
1370,12/28/21 09:00:00 午前,22.633,,,,
1371,12/28/21 10:00:00 午前,22.537,,,,
1372,12/28/21 11:00:00 午前,22.537,,,,
1373,12/28/21 12:00:00 午後,23.328,,,,
1374,12/28/21 01:00:00 午後,23.665,,,,
1375,12/28/21 02:00:00 午後,23.689,,,,
1376,12/28/21 03:00:00 午後,23.617,,,,
1377,12/28/21 04:00:00 午後,23.545,,,,
1378,12/28/21 05:00:00 午後,23.593,,,,
1379,12/28/21 06:00:00 午後,23.256,,,,
1380,12/28/21 07:00:00 午後,23.28,,,,
1381,12/28/21 08:00:00 午後,23.448,,,,
1382,12/28/21 09:00:00 午後,23.112,,,,
1383,12/28/21 10:00:00 午後,23.04,,,,
1384,12/28/21 11:00:00 午後,23.184,,,,
1385,12/29/21 12:00:00 午前,23.665,,,,
1386,12/29/21 01:00:00 午前,23.809,,,,
1387,12/29/21 02:00:00 午前,23.713,,,,
1388,12/29/21 03:00:00 午前,23.424,,,,
1389,12/29/21 04:00:00 午前,23.256,,,,
1390,12/29/21 05:00:00 午前,23.184,,,,
1391,12/29/21 06:00:00 午前,23.064,,,,
1392,12/29/21 07:00:00 午前,22.944,,,,
1393,12/29/21 08:00:00 午前,23.184,,,,
1394,12/29/21 09:00:00 午前,23.304,,,,
1395,12/29/21 10:00:00 午前,23.208,,,,
1396,12/29/21 11:00:00 午前,23.232,,,,
1397,12/29/21 12:00:00 午後,23.352,,,,
1398,12/29/21 01:00:00 午後,23.497,,,,
1399,12/29/21 02:00:00 午後,23.665,,,,
1400,12/29/21 03:00:00 午後,23.4,,,,
1401,12/29/21 04:00:00 午後,23.424,,,,
1402,12/29/21 05:00:00 午後,23.569,,,,
1403,12/29/21 06:00:00 午後,23.593,,,,
1404,12/29/21 07:00:00 午後,23.4,,,,
1405,12/29/21 08:00:00 午後,23.28,,,,
1406,12/29/21 09:00:00 午後,23.256,,,,
1407,12/29/21 10:00:00 午後,23.256,,,,
1408,12/29/21 11:00:00 午後,23.184,,,,
1409,12/30/21 12:00:00 午前,23.16,,,,
1410,12/30/21 01:00:00 午前,23.184,,,,
1411,12/30/21 02:00:00 午前,23.328,,,,
1412,12/30/21 03:00:00 午前,23.28,,,,
1413,12/30/21 04:00:00 午前,23.184,,,,
1414,12/30/21 05:00:00 午前,23.352,,,,
1415,12/30/21 06:00:00 午前,23.304,,,,
1416,12/30/21 07:00:00 午前,23.352,,,,
1417,12/30/21 08:00:00 午前,23.112,,,,
1418,12/30/21 09:00:00 午前,23.088,,,,
1419,12/30/21 10:00:00 午前,23.04,,,,
1420,12/30/21 11:00:00 午前,23.184,,,,
1421,12/30/21 12:00:00 午後,23.232,,,,
1422,12/30/21 01:00:00 午後,23.088,,,,
1423,12/30/21 02:00:00 午後,23.136,,,,
1424,12/30/21 03:00:00 午後,23.28,,,,
1425,12/30/21 04:00:00 午後,23.136,,,,
1426,12/30/21 05:00:00 午後,23.04,,,,
1427,12/30/21 06:00:00 午後,23.064,,,,
1428,12/30/21 07:00:00 午後,22.776,,,,
1429,12/30/21 08:00:00 午後,23.064,,,,
1430,12/30/21 09:00:00 午後,22.848,,,,
1431,12/30/21 10:00:00 午後,22.753,,,,
1432,12/30/21 11:00:00 午後,22.633,,,,
1433,12/31/21 12:00:00 午前,22.537,,,,
1434,12/31/21 01:00:00 午前,22.633,,,,
1435,12/31/21 02:00:00 午前,22.8,,,,
1436,12/31/21 03:00:00 午前,23.016,,,,
1437,12/31/21 04:00:00 午前,22.944,,,,
1438,12/31/21 05:00:00 午前,22.753,,,,
1439,12/31/21 06:00:00 午前,22.824,,,,
1440,12/31/21 07:00:00 午前,22.8,,,,
1441,12/31/21 08:00:00 午前,22.8,,,,
1442,12/31/21 09:00:00 午前,22.705,,,,
1443,12/31/21 10:00:00 午前,22.561,,,,
1444,12/31/21 11:00:00 午前,22.681,,,,
1445,12/31/21 12:00:00 午後,22.824,,,,
1446,12/31/21 01:00:00 午後,22.848,,,,
1447,12/31/21 02:00:00 午後,22.848,,,,
1448,12/31/21 03:00:00 午後,23.016,,,,
1449,12/31/21 04:00:00 午後,23.136,,,,
1450,12/31/21 05:00:00 午後,23.136,,,,
1451,12/31/21 06:00:00 午後,23.04,,,,
1452,12/31/21 07:00:00 午後,22.92,,,,
1453,12/31/21 08:00:00 午後,22.753,,,,
1454,12/31/21 09:00:00 午後,23.232,,,,
1455,12/31/21 10:00:00 午後,23.208,,,,
1456,12/31/21 11:00:00 午後,22.992,,,,
1457,01/01/22 12:00:00 午前,22.872,,,,
1458,01/01/22 01:00:00 午前,22.753,,,,
1459,01/01/22 02:00:00 午前,22.896,,,,
1460,01/01/22 03:00:00 午前,23.376,,,,
1461,01/01/22 04:00:00 午前,23.4,,,,
1462,01/01/22 05:00:00 午前,23.16,,,,
1463,01/01/22 06:00:00 午前,22.848,,,,
1464,01/01/22 07:00:00 午前,22.609,,,,
1465,01/01/22 08:00:00 午前,22.489,,,,
1466,01/01/22 09:00:00 午前,22.489,,,,
1467,01/01/22 10:00:00 午前,22.705,,,,
1468,01/01/22 11:00:00 午前,22.753,,,,
1469,01/01/22 12:00:00 午後,22.776,,,,
1470,01/01/22 01:00:00 午後,22.753,,,,
1471,01/01/22 02:00:00 午後,22.8,,,,
1472,01/01/22 03:00:00 午後,22.753,,,,
1473,01/01/22 04:00:00 午後,23.112,,,,
1474,01/01/22 05:00:00 午後,23.376,,,,
1475,01/01/22 06:00:00 午後,23.472,,,,
1476,01/01/22 07:00:00 午後,23.521,,,,
1477,01/01/22 08:00:00 午後,23.208,,,,
1478,01/01/22 09:00:00 午後,23.208,,,,
1479,01/01/22 10:00:00 午後,22.872,,,,
1480,01/01/22 11:00:00 午後,22.776,,,,
1481,01/02/22 12:00:00 午前,22.848,,,,
1482,01/02/22 01:00:00 午前,22.8,,,,
1483,01/02/22 02:00:00 午前,22.776,,,,
1484,01/02/22 03:00:00 午前,23.064,,,,
1485,01/02/22 04:00:00 午前,23.256,,,,
1486,01/02/22 05:00:00 午前,23.232,,,,
1487,01/02/22 06:00:00 午前,23.208,,,,
1488,01/02/22 07:00:00 午前,23.064,,,,
1489,01/02/22 08:00:00 午前,23.064,,,,
1490,01/02/22 09:00:00 午前,22.992,,,,
1491,01/02/22 10:00:00 午前,23.184,,,,
1492,01/02/22 11:00:00 午前,23.064,,,,
1493,01/02/22 12:00:00 午後,23.088,,,,
1494,01/02/22 01:00:00 午後,23.256,,,,
1495,01/02/22 02:00:00 午後,23.232,,,,
1496,01/02/22 03:00:00 午後,23.28,,,,
1497,01/02/22 04:00:00 午後,23.208,,,,
1498,01/02/22 05:00:00 午後,23.4,,,,
1499,01/02/22 06:00:00 午後,23.4,,,,
1500,01/02/22 07:00:00 午後,23.328,,,,
1501,01/02/22 08:00:00 午後,23.136,,,,
1502,01/02/22 09:00:00 午後,22.944,,,,
1503,01/02/22 10:00:00 午後,22.824,,,,
1504,01/02/22 11:00:00 午後,22.944,,,,
1505,01/03/22 12:00:00 午前,22.944,,,,
1506,01/03/22 01:00:00 午前,22.8,,,,
1507,01/03/22 02:00:00 午前,22.633,,,,
1508,01/03/22 03:00:00 午前,22.561,,,,
1509,01/03/22 04:00:00 午前,22.753,,,,
1510,01/03/22 05:00:00 午前,23.208,,,,
1511,01/03/22 06:00:00 午前,23.304,,,,
1512,01/03/22 07:00:00 午前,23.184,,,,
1513,01/03/22 08:00:00 午前,22.992,,,,
1514,01/03/22 09:00:00 午前,22.968,,,,
1515,01/03/22 10:00:00 午前,22.92,,,,
1516,01/03/22 11:00:00 午前,23.304,,,,
1517,01/03/22 12:00:00 午後,23.184,,,,
1518,01/03/22 01:00:00 午後,23.28,,,,
1519,01/03/22 02:00:00 午後,23.328,,,,
1520,01/03/22 03:00:00 午後,23.424,,,,
1521,01/03/22 04:00:00 午後,23.448,,,,
1522,01/03/22 05:00:00 午後,23.376,,,,
1523,01/03/22 06:00:00 午後,23.521,,,,
1524,01/03/22 07:00:00 午後,23.593,,,,
1525,01/03/22 08:00:00 午後,23.689,,,,
1526,01/03/22 09:00:00 午後,23.521,,,,
1527,01/03/22 10:00:00 午後,23.232,,,,
1528,01/03/22 11:00:00 午後,23.472,,,,
1529,01/04/22 12:00:00 午前,23.497,,,,
1530,01/04/22 01:00:00 午前,23.424,,,,
1531,01/04/22 02:00:00 午前,23.28,,,,
1532,01/04/22 03:00:00 午前,23.16,,,,
1533,01/04/22 04:00:00 午前,23.064,,,,
1534,01/04/22 05:00:00 午前,23.208,,,,
1535,01/04/22 06:00:00 午前,23.472,,,,
1536,01/04/22 07:00:00 午前,23.376,,,,
1537,01/04/22 08:00:00 午前,23.352,,,,
1538,01/04/22 09:00:00 午前,23.352,,,,
1539,01/04/22 10:00:00 午前,23.352,,,,
1540,01/04/22 11:00:00 午前,23.593,,,,
1541,01/04/22 12:00:00 午後,23.448,,,,
1542,01/04/22 01:00:00 午後,23.256,,,,
1543,01/04/22 02:00:00 午後,23.352,,,,
1544,01/04/22 03:00:00 午後,23.352,,,,
1545,01/04/22 04:00:00 午後,23.328,,,,
1546,01/04/22 05:00:00 午後,23.304,,,,
1547,01/04/22 06:00:00 午後,23.713,,,,
1548,01/04/22 07:00:00 午後,23.737,,,,
1549,01/04/22 08:00:00 午後,23.713,,,,
1550,01/04/22 09:00:00 午後,23.713,,,,
1551,01/04/22 10:00:00 午後,23.641,,,,
1552,01/04/22 11:00:00 午後,23.545,,,,
1553,01/05/22 12:00:00 午前,23.641,,,,
1554,01/05/22 01:00:00 午前,23.617,,,,
1555,01/05/22 02:00:00 午前,23.521,,,,
1556,01/05/22 03:00:00 午前,23.472,,,,
1557,01/05/22 04:00:00 午前,23.4,,,,
1558,01/05/22 05:00:00 午前,23.304,,,,
1559,01/05/22 06:00:00 午前,23.593,,,,
1560,01/05/22 07:00:00 午前,23.593,,,,
1561,01/05/22 08:00:00 午前,23.641,,,,
1562,01/05/22 09:00:00 午前,23.593,,,,
1563,01/05/22 10:00:00 午前,23.472,,,,
1564,01/05/22 11:00:00 午前,23.545,,,,
1565,01/05/22 12:00:00 午後,23.424,,,,
1566,01/05/22 01:00:00 午後,23.016,,,,
1567,01/05/22 02:00:00 午後,23.256,,,,
1568,01/05/22 03:00:00 午後,23.448,,,,
1569,01/05/22 04:00:00 午後,23.521,,,,
1570,01/05/22 05:00:00 午後,23.497,,,,
1571,01/05/22 06:00:00 午後,23.448,,,,
1572,01/05/22 07:00:00 午後,23.809,,,,
1573,01/05/22 08:00:00 午後,23.785,,,,
1574,01/05/22 09:00:00 午後,23.737,,,,
1575,01/05/22 10:00:00 午後,23.569,,,,
1576,01/05/22 11:00:00 午後,23.521,,,,
1577,01/06/22 12:00:00 午前,23.424,,,,
1578,01/06/22 01:00:00 午前,23.472,,,,
1579,01/06/22 02:00:00 午前,23.376,,,,
1580,01/06/22 03:00:00 午前,23.328,,,,
1581,01/06/22 04:00:00 午前,23.28,,,,
1582,01/06/22 05:00:00 午前,23.232,,,,
1583,01/06/22 06:00:00 午前,23.184,,,,
1584,01/06/22 07:00:00 午前,23.28,,,,
1585,01/06/22 08:00:00 午前,23.448,,,,
1586,01/06/22 09:00:00 午前,23.569,,,,
1587,01/06/22 10:00:00 午前,23.641,,,,
1588,01/06/22 11:00:00 午前,23.641,,,,
1589,01/06/22 12:00:00 午後,23.545,,,,
1590,01/06/22 01:00:00 午後,23.304,,,,
1591,01/06/22 02:00:00 午後,23.448,,,,
1592,01/06/22 03:00:00 午後,23.424,,,,
1593,01/06/22 04:00:00 午後,23.328,,,,
1594,01/06/22 05:00:00 午後,23.352,,,,
1595,01/06/22 06:00:00 午後,23.328,,,,
1596,01/06/22 07:00:00 午後,23.232,,,,
1597,01/06/22 08:00:00 午後,23.737,,,,
1598,01/06/22 09:00:00 午後,23.761,,,,
1599,01/06/22 10:00:00 午後,23.641,,,,
1600,01/06/22 11:00:00 午後,23.593,,,,
1601,01/07/22 12:00:00 午前,23.569,,,,
1602,01/07/22 01:00:00 午前,23.448,,,,
1603,01/07/22 02:00:00 午前,23.304,,,,
1604,01/07/22 03:00:00 午前,23.112,,,,
1605,01/07/22 04:00:00 午前,23.04,,,,
1606,01/07/22 05:00:00 午前,22.944,,,,
1607,01/07/22 06:00:00 午前,22.944,,,,
1608,01/07/22 07:00:00 午前,23.112,,,,
1609,01/07/22 08:00:00 午前,23.448,,,,
1610,01/07/22 09:00:00 午前,23.376,,,,
1611,01/07/22 10:00:00 午前,23.424,,,,
1612,01/07/22 11:00:00 午前,23.352,,,,
1613,01/07/22 12:00:00 午後,23.232,,,,
1614,01/07/22 01:00:00 午後,23.112,,,,
1615,01/07/22 02:00:00 午後,23.352,,,,
1616,01/07/22 03:00:00 午後,23.328,,,,
1617,01/07/22 04:00:00 午後,23.208,,,,
1618,01/07/22 05:00:00 午後,23.16,,,,
1619,01/07/22 06:00:00 午後,23.184,,,,
1620,01/07/22 07:00:00 午後,23.16,,,,
1621,01/07/22 08:00:00 午後,23.088,,,,
1622,01/07/22 09:00:00 午後,23.521,,,,
1623,01/07/22 10:00:00 午後,23.448,,,,
1624,01/07/22 11:00:00 午後,23.472,,,,
1625,01/08/22 12:00:00 午前,23.4,,,,
1626,01/08/22 01:00:00 午前,23.232,,,,
1627,01/08/22 02:00:00 午前,23.064,,,,
1628,01/08/22 03:00:00 午前,22.824,,,,
1629,01/08/22 04:00:00 午前,22.896,,,,
1630,01/08/22 05:00:00 午前,23.064,,,,
1631,01/08/22 06:00:00 午前,22.968,,,,
1632,01/08/22 07:00:00 午前,22.896,,,,
1633,01/08/22 08:00:00 午前,22.968,,,,
1634,01/08/22 09:00:00 午前,23.28,,,,
1635,01/08/22 10:00:00 午前,23.352,,,,
1636,01/08/22 11:00:00 午前,23.376,,,,
1637,01/08/22 12:00:00 午後,23.472,,,,
1638,01/08/22 01:00:00 午後,23.352,,,,
1639,01/08/22 02:00:00 午後,23.304,,,,
1640,01/08/22 03:00:00 午後,23.16,,,,
1641,01/08/22 04:00:00 午後,23.28,,,,
1642,01/08/22 05:00:00 午後,23.28,,,,
1643,01/08/22 06:00:00 午後,23.064,,,,
1644,01/08/22 07:00:00 午後,23.088,,,,
1645,01/08/22 08:00:00 午後,23.088,,,,
1646,01/08/22 09:00:00 午後,23.016,,,,
1647,01/08/22 10:00:00 午後,23.448,,,,
1648,01/08/22 11:00:00 午後,23.521,,,,
1649,01/09/22 12:00:00 午前,23.545,,,,
1650,01/09/22 01:00:00 午前,23.448,,,,
1651,01/09/22 02:00:00 午前,23.232,,,,
1652,01/09/22 03:00:00 午前,23.136,,,,
1653,01/09/22 04:00:00 午前,22.824,,,,
1654,01/09/22 05:00:00 午前,22.992,,,,
1655,01/09/22 06:00:00 午前,23.088,,,,
1656,01/09/22 07:00:00 午前,23.136,,,,
1657,01/09/22 08:00:00 午前,23.112,,,,
1658,01/09/22 09:00:00 午前,22.944,,,,
1659,01/09/22 10:00:00 午前,23.208,,,,
1660,01/09/22 11:00:00 午前,23.328,,,,
1661,01/09/22 12:00:00 午後,23.328,,,,
1662,01/09/22 01:00:00 午後,23.352,,,,
1663,01/09/22 02:00:00 午後,23.376,,,,
1664,01/09/22 03:00:00 午後,23.472,,,,
1665,01/09/22 04:00:00 午後,23.016,,,,
1666,01/09/22 05:00:00 午後,23.304,,,,
1667,01/09/22 06:00:00 午後,23.16,,,,
1668,01/09/22 07:00:00 午後,23.16,,,,
1669,01/09/22 08:00:00 午後,23.184,,,,
1670,01/09/22 09:00:00 午後,23.16,,,,
1671,01/09/22 10:00:00 午後,23.136,,,,
1672,01/09/22 11:00:00 午後,23.593,,,,
1673,01/10/22 12:00:00 午前,23.593,,,,
1674,01/10/22 01:00:00 午前,23.569,,,,
1675,01/10/22 02:00:00 午前,23.448,,,,
1676,01/10/22 03:00:00 午前,23.328,,,,
1677,01/10/22 04:00:00 午前,23.304,,,,
1678,01/10/22 05:00:00 午前,23.16,,,,
1679,01/10/22 06:00:00 午前,23.352,,,,
1680,01/10/22 07:00:00 午前,23.256,,,,
1681,01/10/22 08:00:00 午前,23.256,,,,
1682,01/10/22 09:00:00 午前,23.208,,,,
1683,01/10/22 10:00:00 午前,23.16,,,,
1684,01/10/22 11:00:00 午前,23.497,,,,
1685,01/10/22 12:00:00 午後,23.545,,,,
1686,01/10/22 01:00:00 午後,23.521,,,,
1687,01/10/22 02:00:00 午後,23.472,,,,
1688,01/10/22 03:00:00 午後,23.376,,,,
1689,01/10/22 04:00:00 午後,23.4,,,,
1690,01/10/22 05:00:00 午後,23.304,,,,
1691,01/10/22 06:00:00 午後,23.376,,,,
1692,01/10/22 07:00:00 午後,23.256,,,,
1693,01/10/22 08:00:00 午後,23.136,,,,
1694,01/10/22 09:00:00 午後,23.136,,,,
1695,01/10/22 10:00:00 午後,23.04,,,,
1696,01/10/22 11:00:00 午後,23.617,,,,
1697,01/11/22 12:00:00 午前,23.593,,,,
1698,01/11/22 01:00:00 午前,23.545,,,,
1699,01/11/22 02:00:00 午前,23.448,,,,
1700,01/11/22 03:00:00 午前,23.328,,,,
1701,01/11/22 04:00:00 午前,23.256,,,,
1702,01/11/22 05:00:00 午前,23.256,,,,
1703,01/11/22 06:00:00 午前,23.088,,,,
1704,01/11/22 07:00:00 午前,23.232,,,,
1705,01/11/22 08:00:00 午前,23.136,,,,
1706,01/11/22 09:00:00 午前,23.04,,,,
1707,01/11/22 10:00:00 午前,22.968,,,,
1708,01/11/22 11:00:00 午前,22.824,,,,
1709,01/11/22 12:00:00 午後,22.753,,,,
1710,01/11/22 01:00:00 午後,22.633,,,,
1711,01/11/22 02:00:00 午後,22.753,,,,
1712,01/11/22 03:00:00 午後,22.729,,,,
1713,01/11/22 04:00:00 午後,22.369,,,,
1714,01/11/22 05:00:00 午後,22.13,,,,
1715,01/11/22 06:00:00 午後,22.226,,,,
1716,01/11/22 07:00:00 午後,22.226,,,,
1717,01/11/22 08:00:00 午後,22.345,,,,
1718,01/11/22 09:00:00 午後,22.274,,,,
1719,01/11/22 10:00:00 午後,22.106,,,,
1720,01/11/22 11:00:00 午後,21.987,,,,
1721,01/12/22 12:00:00 午前,22.633,,,,
1722,01/12/22 01:00:00 午前,22.968,,,,
1723,01/12/22 02:00:00 午前,23.064,,,,
1724,01/12/22 03:00:00 午前,22.968,,,,
1725,01/12/22 04:00:00 午前,22.8,,,,
1726,01/12/22 05:00:00 午前,22.729,,,,
1727,01/12/22 06:00:00 午前,22.513,,,,
1728,01/12/22 07:00:00 午前,22.25,,,,
1729,01/12/22 08:00:00 午前,22.082,,,,
1730,01/12/22 09:00:00 午前,22.274,,,,
1731,01/12/22 10:00:00 午前,22.154,,,,
1732,01/12/22 11:00:00 午前,22.034,,,,
1733,01/12/22 12:00:00 午後,21.987,,,,
1734,01/12/22 01:00:00 午後,22.13,,,,
1735,01/12/22 02:00:00 午後,22.465,,,,
1736,01/12/22 03:00:00 午後,22.705,,,,
1737,01/12/22 04:00:00 午後,22.753,,,,
1738,01/12/22 05:00:00 午後,22.633,,,,
1739,01/12/22 06:00:00 午後,22.489,,,,
1740,01/12/22 07:00:00 午後,22.13,,,,
1741,01/12/22 08:00:00 午後,21.867,,,,
1742,01/12/22 09:00:00 午後,21.867,,,,
1743,01/12/22 10:00:00 午後,21.915,,,,
1744,01/12/22 11:00:00 午後,21.891,,,,
1745,01/13/22 12:00:00 午前,21.843,,,,
1746,01/13/22 01:00:00 午前,22.226,,,,
1747,01/13/22 02:00:00 午前,22.489,,,,
1748,01/13/22 03:00:00 午前,22.585,,,,
1749,01/13/22 04:00:00 午前,22.681,,,,
1750,01/13/22 05:00:00 午前,22.681,,,,
1751,01/13/22 06:00:00 午前,22.657,,,,
1752,01/13/22 07:00:00 午前,22.561,,,,
1753,01/13/22 08:00:00 午前,21.963,,,,
1754,01/13/22 09:00:00 午前,21.915,,,,
1755,01/13/22 10:00:00 午前,22.13,,,,
1756,01/13/22 11:00:00 午前,22.011,,,,
1757,01/13/22 12:00:00 午後,22.058,,,,
1758,01/13/22 01:00:00 午後,22.058,,,,
1759,01/13/22 02:00:00 午後,22.489,,,,
1760,01/13/22 03:00:00 午後,22.729,,,,
1761,01/13/22 04:00:00 午後,22.968,,,,
1762,01/13/22 05:00:00 午後,22.92,,,,
1763,01/13/22 06:00:00 午後,22.776,,,,
1764,01/13/22 07:00:00 午後,22.489,,,,
1765,01/13/22 08:00:00 午後,22.274,,,,
1766,01/13/22 09:00:00 午後,21.843,,,,
1767,01/13/22 10:00:00 午後,22.321,,,,
1768,01/13/22 11:00:00 午後,22.345,,,,
1769,01/14/22 12:00:00 午前,22.226,,,,
1770,01/14/22 01:00:00 午前,22.082,,,,
1771,01/14/22 02:00:00 午前,22.681,,,,
1772,01/14/22 03:00:00 午前,22.824,,,,
1773,01/14/22 04:00:00 午前,22.8,,,,
