プロット タイトル: site04_spot003_2023,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20925731, SEN S/N: 20925731)",カプラー取り外し (LGR S/N: 20925731),カプラー取り付け (LGR S/N: 20925731),ホスト接続 (LGR S/N: 20925731),停止済み (LGR S/N: 20925731),ファイルの終わり (LGR S/N: 20925731)
1,2022/12/27 12:00,22.776,記録,,,,
2,2022/12/27 12:30,22.8,,,,,
3,2022/12/27 13:00,22.824,,,,,
4,2022/12/27 13:30,22.848,,,,,
5,2022/12/27 14:00,22.824,,,,,
6,2022/12/27 14:30,22.776,,,,,
7,2022/12/27 15:00,22.681,,,,,
8,2022/12/27 15:30,22.561,,,,,
9,2022/12/27 16:00,22.657,,,,,
10,2022/12/27 16:30,22.776,,,,,
11,2022/12/27 17:00,22.824,,,,,
12,2022/12/27 17:30,22.848,,,,,
13,2022/12/27 18:00,22.8,,,,,
14,2022/12/27 18:30,22.872,,,,,
15,2022/12/27 19:00,22.944,,,,,
16,2022/12/27 19:30,22.992,,,,,
17,2022/12/27 20:00,22.992,,,,,
18,2022/12/27 20:30,22.944,,,,,
19,2022/12/27 21:00,22.968,,,,,
20,2022/12/27 21:30,22.992,,,,,
21,2022/12/27 22:00,22.968,,,,,
22,2022/12/27 22:30,22.992,,,,,
23,2022/12/27 23:00,22.896,,,,,
24,2022/12/27 23:30,22.776,,,,,
25,2022/12/28 0:00,22.8,,,,,
26,2022/12/28 0:30,22.705,,,,,
27,2022/12/28 1:00,22.417,,,,,
28,2022/12/28 1:30,22.345,,,,,
29,2022/12/28 2:00,22.633,,,,,
30,2022/12/28 2:30,22.705,,,,,
31,2022/12/28 3:00,22.729,,,,,
32,2022/12/28 3:30,22.729,,,,,
33,2022/12/28 4:00,22.753,,,,,
34,2022/12/28 4:30,22.657,,,,,
35,2022/12/28 5:00,22.609,,,,,
36,2022/12/28 5:30,22.537,,,,,
37,2022/12/28 6:00,22.585,,,,,
38,2022/12/28 6:30,22.729,,,,,
39,2022/12/28 7:00,22.776,,,,,
40,2022/12/28 7:30,22.848,,,,,
41,2022/12/28 8:00,22.92,,,,,
42,2022/12/28 8:30,22.92,,,,,
43,2022/12/28 9:00,22.968,,,,,
44,2022/12/28 9:30,22.992,,,,,
45,2022/12/28 10:00,22.992,,,,,
46,2022/12/28 10:30,22.992,,,,,
47,2022/12/28 11:00,23.016,,,,,
48,2022/12/28 11:30,23.04,,,,,
49,2022/12/28 12:00,23.04,,,,,
50,2022/12/28 12:30,23.04,,,,,
51,2022/12/28 13:00,23.04,,,,,
52,2022/12/28 13:30,23.016,,,,,
53,2022/12/28 14:00,23.064,,,,,
54,2022/12/28 14:30,23.064,,,,,
55,2022/12/28 15:00,23.064,,,,,
56,2022/12/28 15:30,23.088,,,,,
57,2022/12/28 16:00,23.088,,,,,
58,2022/12/28 16:30,23.064,,,,,
59,2022/12/28 17:00,23.064,,,,,
60,2022/12/28 17:30,23.04,,,,,
61,2022/12/28 18:00,23.04,,,,,
62,2022/12/28 18:30,23.016,,,,,
63,2022/12/28 19:00,23.016,,,,,
64,2022/12/28 19:30,22.992,,,,,
65,2022/12/28 20:00,22.992,,,,,
66,2022/12/28 20:30,23.016,,,,,
67,2022/12/28 21:00,23.016,,,,,
68,2022/12/28 21:30,23.016,,,,,
69,2022/12/28 22:00,23.016,,,,,
70,2022/12/28 22:30,22.992,,,,,
71,2022/12/28 23:00,22.992,,,,,
72,2022/12/28 23:30,22.992,,,,,
73,2022/12/29 0:00,22.872,,,,,
74,2022/12/29 0:30,22.848,,,,,
75,2022/12/29 1:00,22.729,,,,,
76,2022/12/29 1:30,22.729,,,,,
77,2022/12/29 2:00,22.657,,,,,
78,2022/12/29 2:30,22.705,,,,,
79,2022/12/29 3:00,22.633,,,,,
80,2022/12/29 3:30,22.585,,,,,
81,2022/12/29 4:00,22.633,,,,,
82,2022/12/29 4:30,22.633,,,,,
83,2022/12/29 5:00,22.633,,,,,
84,2022/12/29 5:30,22.729,,,,,
85,2022/12/29 6:00,22.776,,,,,
86,2022/12/29 6:30,22.776,,,,,
87,2022/12/29 7:00,22.705,,,,,
88,2022/12/29 7:30,22.705,,,,,
89,2022/12/29 8:00,22.705,,,,,
90,2022/12/29 8:30,22.8,,,,,
91,2022/12/29 9:00,22.848,,,,,
92,2022/12/29 9:30,22.872,,,,,
93,2022/12/29 10:00,22.896,,,,,
94,2022/12/29 10:30,22.92,,,,,
95,2022/12/29 11:00,22.968,,,,,
96,2022/12/29 11:30,22.992,,,,,
97,2022/12/29 12:00,22.992,,,,,
98,2022/12/29 12:30,23.016,,,,,
99,2022/12/29 13:00,23.016,,,,,
100,2022/12/29 13:30,23.04,,,,,
101,2022/12/29 14:00,23.04,,,,,
102,2022/12/29 14:30,23.016,,,,,
103,2022/12/29 15:00,22.992,,,,,
104,2022/12/29 15:30,22.992,,,,,
105,2022/12/29 16:00,22.992,,,,,
106,2022/12/29 16:30,22.992,,,,,
107,2022/12/29 17:00,22.968,,,,,
108,2022/12/29 17:30,22.944,,,,,
109,2022/12/29 18:00,22.944,,,,,
110,2022/12/29 18:30,22.92,,,,,
111,2022/12/29 19:00,22.92,,,,,
112,2022/12/29 19:30,22.92,,,,,
113,2022/12/29 20:00,22.92,,,,,
114,2022/12/29 20:30,22.92,,,,,
115,2022/12/29 21:00,22.92,,,,,
116,2022/12/29 21:30,22.92,,,,,
117,2022/12/29 22:00,22.896,,,,,
118,2022/12/29 22:30,22.896,,,,,
119,2022/12/29 23:00,22.92,,,,,
120,2022/12/29 23:30,22.944,,,,,
121,2022/12/30 0:00,22.944,,,,,
122,2022/12/30 0:30,22.92,,,,,
123,2022/12/30 1:00,22.92,,,,,
124,2022/12/30 1:30,22.896,,,,,
125,2022/12/30 2:00,22.872,,,,,
126,2022/12/30 2:30,22.872,,,,,
127,2022/12/30 3:00,22.872,,,,,
128,2022/12/30 3:30,22.824,,,,,
129,2022/12/30 4:00,22.824,,,,,
130,2022/12/30 4:30,22.824,,,,,
131,2022/12/30 5:00,22.848,,,,,
132,2022/12/30 5:30,22.872,,,,,
133,2022/12/30 6:00,22.896,,,,,
134,2022/12/30 6:30,22.92,,,,,
135,2022/12/30 7:00,22.92,,,,,
136,2022/12/30 7:30,22.896,,,,,
137,2022/12/30 8:00,22.872,,,,,
138,2022/12/30 8:30,22.872,,,,,
139,2022/12/30 9:00,22.872,,,,,
140,2022/12/30 9:30,22.848,,,,,
141,2022/12/30 10:00,22.92,,,,,
142,2022/12/30 10:30,22.92,,,,,
143,2022/12/30 11:00,22.92,,,,,
144,2022/12/30 11:30,22.944,,,,,
145,2022/12/30 12:00,22.92,,,,,
146,2022/12/30 12:30,22.92,,,,,
147,2022/12/30 13:00,22.92,,,,,
148,2022/12/30 13:30,22.944,,,,,
149,2022/12/30 14:00,22.944,,,,,
150,2022/12/30 14:30,22.944,,,,,
151,2022/12/30 15:00,22.92,,,,,
152,2022/12/30 15:30,22.896,,,,,
153,2022/12/30 16:00,22.872,,,,,
154,2022/12/30 16:30,22.872,,,,,
155,2022/12/30 17:00,22.824,,,,,
156,2022/12/30 17:30,22.824,,,,,
157,2022/12/30 18:00,22.8,,,,,
158,2022/12/30 18:30,22.8,,,,,
159,2022/12/30 19:00,22.8,,,,,
160,2022/12/30 19:30,22.824,,,,,
161,2022/12/30 20:00,22.824,,,,,
162,2022/12/30 20:30,22.824,,,,,
163,2022/12/30 21:00,22.824,,,,,
164,2022/12/30 21:30,22.848,,,,,
165,2022/12/30 22:00,22.872,,,,,
166,2022/12/30 22:30,22.872,,,,,
167,2022/12/30 23:00,22.872,,,,,
168,2022/12/30 23:30,22.872,,,,,
169,2022/12/31 0:00,22.872,,,,,
170,2022/12/31 0:30,22.872,,,,,
171,2022/12/31 1:00,22.872,,,,,
172,2022/12/31 1:30,22.872,,,,,
173,2022/12/31 2:00,22.872,,,,,
174,2022/12/31 2:30,22.848,,,,,
175,2022/12/31 3:00,22.848,,,,,
176,2022/12/31 3:30,22.848,,,,,
177,2022/12/31 4:00,22.824,,,,,
178,2022/12/31 4:30,22.824,,,,,
179,2022/12/31 5:00,22.824,,,,,
180,2022/12/31 5:30,22.8,,,,,
181,2022/12/31 6:00,22.8,,,,,
182,2022/12/31 6:30,22.8,,,,,
183,2022/12/31 7:00,22.8,,,,,
184,2022/12/31 7:30,22.8,,,,,
185,2022/12/31 8:00,22.8,,,,,
186,2022/12/31 8:30,22.8,,,,,
187,2022/12/31 9:00,22.8,,,,,
188,2022/12/31 9:30,22.776,,,,,
189,2022/12/31 10:00,22.753,,,,,
190,2022/12/31 10:30,22.753,,,,,
191,2022/12/31 11:00,22.776,,,,,
192,2022/12/31 11:30,22.776,,,,,
