プロット タイトル: site07_spot005_2021,,
#,月/日/年　時刻,"温度, °C (LGR S/N: 20280582, SEN S/N: 20280582)"
1637,01/08/21 12:00:00 午後,22.705
1638,01/08/21 12:30:00 午後,22.705
1639,01/08/21 01:00:00 午後,22.681
1640,01/08/21 01:30:00 午後,22.681
1641,01/08/21 02:00:00 午後,22.681
1642,01/08/21 02:30:00 午後,22.585
1643,01/08/21 03:00:00 午後,22.537
1644,01/08/21 03:30:00 午後,22.537
1645,01/08/21 04:00:00 午後,22.537
1646,01/08/21 04:30:00 午後,22.513
1647,01/08/21 05:00:00 午後,22.465
1648,01/08/21 05:30:00 午後,22.417
1649,01/08/21 06:00:00 午後,22.369
1650,01/08/21 06:30:00 午後,22.298
1651,01/08/21 07:00:00 午後,22.25
1652,01/08/21 07:30:00 午後,22.321
1653,01/08/21 08:00:00 午後,22.369
1654,01/08/21 08:30:00 午後,22.633
1655,01/08/21 09:00:00 午後,22.657
1656,01/08/21 09:30:00 午後,22.633
1657,01/08/21 10:00:00 午後,22.633
1658,01/08/21 10:30:00 午後,22.585
1659,01/08/21 11:00:00 午後,22.537
1660,01/08/21 11:30:00 午後,22.537
1661,01/09/21 12:00:00 午前,22.489
1662,01/09/21 12:30:00 午前,22.465
1663,01/09/21 01:00:00 午前,22.441
1664,01/09/21 01:30:00 午前,22.465
1665,01/09/21 02:00:00 午前,22.393
1666,01/09/21 02:30:00 午前,22.369
1667,01/09/21 03:00:00 午前,22.345
1668,01/09/21 03:30:00 午前,22.298
1669,01/09/21 04:00:00 午前,22.298
1670,01/09/21 04:30:00 午前,22.274
1671,01/09/21 05:00:00 午前,22.274
1672,01/09/21 05:30:00 午前,22.226
1673,01/09/21 06:00:00 午前,22.178
1674,01/09/21 06:30:00 午前,22.154
1675,01/09/21 07:00:00 午前,22.154
1676,01/09/21 07:30:00 午前,22.106
1677,01/09/21 08:00:00 午前,22.034
1678,01/09/21 08:30:00 午前,22.178
1679,01/09/21 09:00:00 午前,22.345
1680,01/09/21 09:30:00 午前,22.537
1681,01/09/21 10:00:00 午前,22.537
1682,01/09/21 10:30:00 午前,22.561
1683,01/09/21 11:00:00 午前,22.561
1684,01/09/21 11:30:00 午前,22.513
1685,01/09/21 12:00:00 午後,22.465
1686,01/09/21 12:30:00 午後,22.489
1687,01/09/21 01:00:00 午後,22.465
1688,01/09/21 01:30:00 午後,22.441
1689,01/09/21 02:00:00 午後,22.393
1690,01/09/21 02:30:00 午後,22.393
1691,01/09/21 03:00:00 午後,22.369
1692,01/09/21 03:30:00 午後,22.274
1693,01/09/21 04:00:00 午後,22.274
1694,01/09/21 04:30:00 午後,22.274
1695,01/09/21 05:00:00 午後,22.178
1696,01/09/21 05:30:00 午後,22.154
1697,01/09/21 06:00:00 午後,22.082
1698,01/09/21 06:30:00 午後,22.034
1699,01/09/21 07:00:00 午後,22.011
1700,01/09/21 07:30:00 午後,21.915
1701,01/09/21 08:00:00 午後,21.819
1702,01/09/21 08:30:00 午後,21.819
1703,01/09/21 09:00:00 午後,21.891
1704,01/09/21 09:30:00 午後,22.13
1705,01/09/21 10:00:00 午後,22.345
1706,01/09/21 10:30:00 午後,22.345
1707,01/09/21 11:00:00 午後,22.369
1708,01/09/21 11:30:00 午後,22.298
1709,01/10/21 12:00:00 午前,22.202
1710,01/10/21 12:30:00 午前,22.178
1711,01/10/21 01:00:00 午前,22.082
1712,01/10/21 01:30:00 午前,21.819
1713,01/10/21 02:00:00 午前,22.25
1714,01/10/21 02:30:00 午前,22.298
1715,01/10/21 03:00:00 午前,22.25
1716,01/10/21 03:30:00 午前,22.226
1717,01/10/21 04:00:00 午前,22.202
1718,01/10/21 04:30:00 午前,22.154
1719,01/10/21 05:00:00 午前,22.082
1720,01/10/21 05:30:00 午前,22.082
1721,01/10/21 06:00:00 午前,22.082
1722,01/10/21 06:30:00 午前,22.011
1723,01/10/21 07:00:00 午前,22.034
1724,01/10/21 07:30:00 午前,22.011
1725,01/10/21 08:00:00 午前,21.867
1726,01/10/21 08:30:00 午前,21.867
1727,01/10/21 09:00:00 午前,21.939
1728,01/10/21 09:30:00 午前,22.082
1729,01/10/21 10:00:00 午前,22.13
1730,01/10/21 10:30:00 午前,22.345
1731,01/10/21 11:00:00 午前,22.489
1732,01/10/21 11:30:00 午前,22.489
1733,01/10/21 12:00:00 午後,22.417
1734,01/10/21 12:30:00 午後,22.345
1735,01/10/21 01:00:00 午後,22.441
1736,01/10/21 01:30:00 午後,22.441
1737,01/10/21 02:00:00 午後,22.321
1738,01/10/21 02:30:00 午後,22.417
1739,01/10/21 03:00:00 午後,22.393
1740,01/10/21 03:30:00 午後,22.417
1741,01/10/21 04:00:00 午後,22.345
1742,01/10/21 04:30:00 午後,22.298
1743,01/10/21 05:00:00 午後,22.274
1744,01/10/21 05:30:00 午後,22.25
1745,01/10/21 06:00:00 午後,22.154
1746,01/10/21 06:30:00 午後,22.106
1747,01/10/21 07:00:00 午後,22.13
1748,01/10/21 07:30:00 午後,22.082
1749,01/10/21 08:00:00 午後,21.987
1750,01/10/21 08:30:00 午後,21.891
1751,01/10/21 09:00:00 午後,21.843
1752,01/10/21 09:30:00 午後,21.867
1753,01/10/21 10:00:00 午後,22.034
1754,01/10/21 10:30:00 午後,22.106
1755,01/10/21 11:00:00 午後,22.202
1756,01/10/21 11:30:00 午後,22.345
1757,01/11/21 12:00:00 午前,22.321
1758,01/11/21 12:30:00 午前,22.393
1759,01/11/21 01:00:00 午前,22.345
1760,01/11/21 01:30:00 午前,22.13
1761,01/11/21 02:00:00 午前,22.106
1762,01/11/21 02:30:00 午前,22.345
1763,01/11/21 03:00:00 午前,22.393
1764,01/11/21 03:30:00 午前,22.369
1765,01/11/21 04:00:00 午前,22.345
1766,01/11/21 04:30:00 午前,22.298
1767,01/11/21 05:00:00 午前,22.274
1768,01/11/21 05:30:00 午前,22.25
1769,01/11/21 06:00:00 午前,22.226
1770,01/11/21 06:30:00 午前,22.178
1771,01/11/21 07:00:00 午前,22.178
1772,01/11/21 07:30:00 午前,22.202
1773,01/11/21 08:00:00 午前,22.154
1774,01/11/21 08:30:00 午前,22.202
1775,01/11/21 09:00:00 午前,22.226
1776,01/11/21 09:30:00 午前,22.154
1777,01/11/21 10:00:00 午前,22.082
1778,01/11/21 10:30:00 午前,22.25
1779,01/11/21 11:00:00 午前,22.465
1780,01/11/21 11:30:00 午前,22.513
1781,01/11/21 12:00:00 午後,22.753
1782,01/11/21 12:30:00 午後,22.729
1783,01/11/21 01:00:00 午後,22.729
1784,01/11/21 01:30:00 午後,22.8
1785,01/11/21 02:00:00 午後,22.776
1786,01/11/21 02:30:00 午後,22.753
1787,01/11/21 03:00:00 午後,22.729
1788,01/11/21 03:30:00 午後,22.729
1789,01/11/21 04:00:00 午後,22.681
1790,01/11/21 04:30:00 午後,22.585
1791,01/11/21 05:00:00 午後,22.513
1792,01/11/21 05:30:00 午後,22.441
1793,01/11/21 06:00:00 午後,22.441
1794,01/11/21 06:30:00 午後,22.441
1795,01/11/21 07:00:00 午後,22.417
1796,01/11/21 07:30:00 午後,22.369
1797,01/11/21 08:00:00 午後,22.369
1798,01/11/21 08:30:00 午後,22.345
1799,01/11/21 09:00:00 午後,22.298
1800,01/11/21 09:30:00 午後,22.226
1801,01/11/21 10:00:00 午後,22.202
1802,01/11/21 10:30:00 午後,22.178
1803,01/11/21 11:00:00 午後,22.25
1804,01/11/21 11:30:00 午後,22.321
1805,01/12/21 12:00:00 午前,22.417
1806,01/12/21 12:30:00 午前,22.441
1807,01/12/21 01:00:00 午前,22.441
1808,01/12/21 01:30:00 午前,22.369
1809,01/12/21 02:00:00 午前,22.393
1810,01/12/21 02:30:00 午前,22.369
1811,01/12/21 03:00:00 午前,22.369
1812,01/12/21 03:30:00 午前,22.441
1813,01/12/21 04:00:00 午前,22.417
1814,01/12/21 04:30:00 午前,22.393
1815,01/12/21 05:00:00 午前,22.345
1816,01/12/21 05:30:00 午前,22.298
1817,01/12/21 06:00:00 午前,22.274
1818,01/12/21 06:30:00 午前,22.298
1819,01/12/21 07:00:00 午前,22.298
1820,01/12/21 07:30:00 午前,22.274
1821,01/12/21 08:00:00 午前,22.25
1822,01/12/21 08:30:00 午前,22.202
1823,01/12/21 09:00:00 午前,22.154
1824,01/12/21 09:30:00 午前,22.13
1825,01/12/21 10:00:00 午前,22.13
1826,01/12/21 10:30:00 午前,22.202
1827,01/12/21 11:00:00 午前,22.25
1828,01/12/21 11:30:00 午前,22.345
1829,01/12/21 12:00:00 午後,22.393
1830,01/12/21 12:30:00 午後,22.393
1831,01/12/21 01:00:00 午後,22.465
1832,01/12/21 01:30:00 午後,22.513
1833,01/12/21 02:00:00 午後,22.489
1834,01/12/21 02:30:00 午後,22.513
1835,01/12/21 03:00:00 午後,22.465
1836,01/12/21 03:30:00 午後,22.417
1837,01/12/21 04:00:00 午後,22.345
1838,01/12/21 04:30:00 午後,22.369
1839,01/12/21 05:00:00 午後,22.298
1840,01/12/21 05:30:00 午後,22.274
1841,01/12/21 06:00:00 午後,22.202
1842,01/12/21 06:30:00 午後,22.202
1843,01/12/21 07:00:00 午後,22.226
1844,01/12/21 07:30:00 午後,22.202
1845,01/12/21 08:00:00 午後,22.202
1846,01/12/21 08:30:00 午後,22.106
1847,01/12/21 09:00:00 午後,22.058
1848,01/12/21 09:30:00 午後,22.082
1849,01/12/21 10:00:00 午後,21.987
1850,01/12/21 10:30:00 午後,21.724
1851,01/12/21 11:00:00 午後,21.604
1852,01/12/21 11:30:00 午後,21.39
1853,01/13/21 12:00:00 午前,21.294
1854,01/13/21 12:30:00 午前,21.485
1855,01/13/21 01:00:00 午前,21.461
1856,01/13/21 01:30:00 午前,21.987
1857,01/13/21 02:00:00 午前,22.154
1858,01/13/21 02:30:00 午前,22.154
1859,01/13/21 03:00:00 午前,22.13
1860,01/13/21 03:30:00 午前,21.963
1861,01/13/21 04:00:00 午前,21.963
1862,01/13/21 04:30:00 午前,22.154
1863,01/13/21 05:00:00 午前,22.178
1864,01/13/21 05:30:00 午前,22.178
1865,01/13/21 06:00:00 午前,22.154
1866,01/13/21 06:30:00 午前,22.082
1867,01/13/21 07:00:00 午前,22.058
1868,01/13/21 07:30:00 午前,22.106
1869,01/13/21 08:00:00 午前,22.106
1870,01/13/21 08:30:00 午前,22.178
1871,01/13/21 09:00:00 午前,22.226
1872,01/13/21 09:30:00 午前,22.058
1873,01/13/21 10:00:00 午前,22.25
1874,01/13/21 10:30:00 午前,22.274
1875,01/13/21 11:00:00 午前,22.274
1876,01/13/21 11:30:00 午前,22.417
1877,01/13/21 12:00:00 午後,22.345
1878,01/13/21 12:30:00 午後,22.417
1879,01/13/21 01:00:00 午後,22.489
1880,01/13/21 01:30:00 午後,22.489
1881,01/13/21 02:00:00 午後,22.489
1882,01/13/21 02:30:00 午後,22.561
1883,01/13/21 03:00:00 午後,22.537
1884,01/13/21 03:30:00 午後,22.585
1885,01/13/21 04:00:00 午後,22.585
1886,01/13/21 04:30:00 午後,22.561
1887,01/13/21 05:00:00 午後,22.537
1888,01/13/21 05:30:00 午後,22.417
1889,01/13/21 06:00:00 午後,22.345
1890,01/13/21 06:30:00 午後,22.321
1891,01/13/21 07:00:00 午後,22.321
1892,01/13/21 07:30:00 午後,22.298
1893,01/13/21 08:00:00 午後,22.298
1894,01/13/21 08:30:00 午後,22.274
1895,01/13/21 09:00:00 午後,22.25
1896,01/13/21 09:30:00 午後,22.178
1897,01/13/21 10:00:00 午後,22.154
1898,01/13/21 10:30:00 午後,22.178
1899,01/13/21 11:00:00 午後,22.154
1900,01/13/21 11:30:00 午後,22.058
1901,01/14/21 12:00:00 午前,21.915
1902,01/14/21 12:30:00 午前,21.819
1903,01/14/21 01:00:00 午前,21.772
1904,01/14/21 01:30:00 午前,22.154
1905,01/14/21 02:00:00 午前,21.963
1906,01/14/21 02:30:00 午前,22.298
1907,01/14/21 03:00:00 午前,22.058
1908,01/14/21 03:30:00 午前,22.393
1909,01/14/21 04:00:00 午前,22.489
1910,01/14/21 04:30:00 午前,22.513
1911,01/14/21 05:00:00 午前,22.441
1912,01/14/21 05:30:00 午前,22.513
1913,01/14/21 06:00:00 午前,22.513
1914,01/14/21 06:30:00 午前,22.465
1915,01/14/21 07:00:00 午前,22.393
1916,01/14/21 07:30:00 午前,22.369
1917,01/14/21 08:00:00 午前,22.345
1918,01/14/21 08:30:00 午前,22.274
1919,01/14/21 09:00:00 午前,22.321
1920,01/14/21 09:30:00 午前,22.321
1921,01/14/21 10:00:00 午前,22.393
1922,01/14/21 10:30:00 午前,22.393
1923,01/14/21 11:00:00 午前,22.417
1924,01/14/21 11:30:00 午前,22.441
1925,01/14/21 12:00:00 午後,22.489
1926,01/14/21 12:30:00 午後,22.609
1927,01/14/21 01:00:00 午後,22.753
1928,01/14/21 01:30:00 午後,22.776
1929,01/14/21 02:00:00 午後,22.776
1930,01/14/21 02:30:00 午後,22.8
1931,01/14/21 03:00:00 午後,22.824
1932,01/14/21 03:30:00 午後,22.848
1933,01/14/21 04:00:00 午後,22.776
1934,01/14/21 04:30:00 午後,22.776
1935,01/14/21 05:00:00 午後,22.729
1936,01/14/21 05:30:00 午後,22.729
1937,01/14/21 06:00:00 午後,22.681
1938,01/14/21 06:30:00 午後,22.609
1939,01/14/21 07:00:00 午後,22.561
1940,01/14/21 07:30:00 午後,22.537
1941,01/14/21 08:00:00 午後,22.489
1942,01/14/21 08:30:00 午後,22.441
1943,01/14/21 09:00:00 午後,22.417
1944,01/14/21 09:30:00 午後,22.417
1945,01/14/21 10:00:00 午後,22.393
1946,01/14/21 10:30:00 午後,22.393
1947,01/14/21 11:00:00 午後,22.321
1948,01/14/21 11:30:00 午後,22.25
1949,01/15/21 12:00:00 午前,22.178
1950,01/15/21 12:30:00 午前,22.106
1951,01/15/21 01:00:00 午前,22.011
1952,01/15/21 01:30:00 午前,22.154
1953,01/15/21 02:00:00 午前,22.298
1954,01/15/21 02:30:00 午前,22.393
1955,01/15/21 03:00:00 午前,22.417
1956,01/15/21 03:30:00 午前,22.369
1957,01/15/21 04:00:00 午前,22.513
1958,01/15/21 04:30:00 午前,22.489
1959,01/15/21 05:00:00 午前,22.441
1960,01/15/21 05:30:00 午前,22.345
1961,01/15/21 06:00:00 午前,22.441
1962,01/15/21 06:30:00 午前,22.465
1963,01/15/21 07:00:00 午前,22.417
1964,01/15/21 07:30:00 午前,22.417
1965,01/15/21 08:00:00 午前,22.417
1966,01/15/21 08:30:00 午前,22.393
1967,01/15/21 09:00:00 午前,22.417
1968,01/15/21 09:30:00 午前,22.465
1969,01/15/21 10:00:00 午前,22.441
1970,01/15/21 10:30:00 午前,22.441
1971,01/15/21 11:00:00 午前,22.537
1972,01/15/21 11:30:00 午前,22.537
1973,01/15/21 12:00:00 午後,22.561
1974,01/15/21 12:30:00 午後,22.585
1975,01/15/21 01:00:00 午後,22.585
1976,01/15/21 01:30:00 午後,22.561
1977,01/15/21 02:00:00 午後,22.657
1978,01/15/21 02:30:00 午後,22.609
1979,01/15/21 03:00:00 午後,22.633
1980,01/15/21 03:30:00 午後,22.609
1981,01/15/21 04:00:00 午後,22.585
1982,01/15/21 04:30:00 午後,22.585
1983,01/15/21 05:00:00 午後,22.561
1984,01/15/21 05:30:00 午後,22.537
1985,01/15/21 06:00:00 午後,22.513
1986,01/15/21 06:30:00 午後,22.489
1987,01/15/21 07:00:00 午後,22.489
1988,01/15/21 07:30:00 午後,22.489
1989,01/15/21 08:00:00 午後,22.489
1990,01/15/21 08:30:00 午後,22.465
1991,01/15/21 09:00:00 午後,22.441
1992,01/15/21 09:30:00 午後,22.441
1993,01/15/21 10:00:00 午後,22.441
1994,01/15/21 10:30:00 午後,22.417
1995,01/15/21 11:00:00 午後,22.393
1996,01/15/21 11:30:00 午後,22.369
1997,01/16/21 12:00:00 午前,22.393
1998,01/16/21 12:30:00 午前,22.345
1999,01/16/21 01:00:00 午前,22.298
2000,01/16/21 01:30:00 午前,22.274
2001,01/16/21 02:00:00 午前,22.369
2002,01/16/21 02:30:00 午前,22.441
2003,01/16/21 03:00:00 午前,22.417
2004,01/16/21 03:30:00 午前,22.417
2005,01/16/21 04:00:00 午前,22.489
2006,01/16/21 04:30:00 午前,22.537
2007,01/16/21 05:00:00 午前,22.513
2008,01/16/21 05:30:00 午前,22.489
2009,01/16/21 06:00:00 午前,22.417
2010,01/16/21 06:30:00 午前,22.585
2011,01/16/21 07:00:00 午前,22.633
2012,01/16/21 07:30:00 午前,22.609
2013,01/16/21 08:00:00 午前,22.609
2014,01/16/21 08:30:00 午前,22.609
2015,01/16/21 09:00:00 午前,22.489
2016,01/16/21 09:30:00 午前,22.537
2017,01/16/21 10:00:00 午前,22.585
2018,01/16/21 10:30:00 午前,22.561
2019,01/16/21 11:00:00 午前,22.585
2020,01/16/21 11:30:00 午前,22.633
2021,01/16/21 12:00:00 午後,22.681
2022,01/16/21 12:30:00 午後,22.824
2023,01/16/21 01:00:00 午後,22.872
2024,01/16/21 01:30:00 午後,22.872
2025,01/16/21 02:00:00 午後,22.848
2026,01/16/21 02:30:00 午後,22.896
2027,01/16/21 03:00:00 午後,22.896
2028,01/16/21 03:30:00 午後,22.92
2029,01/16/21 04:00:00 午後,22.944
2030,01/16/21 04:30:00 午後,22.944
2031,01/16/21 05:00:00 午後,22.92
2032,01/16/21 05:30:00 午後,22.896
2033,01/16/21 06:00:00 午後,22.872
2034,01/16/21 06:30:00 午後,22.848
2035,01/16/21 07:00:00 午後,22.824
2036,01/16/21 07:30:00 午後,22.8
2037,01/16/21 08:00:00 午後,22.753
2038,01/16/21 08:30:00 午後,22.776
2039,01/16/21 09:00:00 午後,22.729
2040,01/16/21 09:30:00 午後,22.657
2041,01/16/21 10:00:00 午後,22.609
2042,01/16/21 10:30:00 午後,22.585
2043,01/16/21 11:00:00 午後,22.537
2044,01/16/21 11:30:00 午後,22.513
2045,01/17/21 12:00:00 午前,22.489
2046,01/17/21 12:30:00 午前,22.417
2047,01/17/21 01:00:00 午前,22.369
2048,01/17/21 01:30:00 午前,22.321
2049,01/17/21 02:00:00 午前,22.369
2050,01/17/21 02:30:00 午前,22.513
2051,01/17/21 03:00:00 午前,22.585
2052,01/17/21 03:30:00 午前,22.705
2053,01/17/21 04:00:00 午前,22.585
2054,01/17/21 04:30:00 午前,22.705
2055,01/17/21 05:00:00 午前,22.681
2056,01/17/21 05:30:00 午前,22.729
2057,01/17/21 06:00:00 午前,22.824
2058,01/17/21 06:30:00 午前,22.681
2059,01/17/21 07:00:00 午前,22.705
2060,01/17/21 07:30:00 午前,22.776
2061,01/17/21 08:00:00 午前,22.776
2062,01/17/21 08:30:00 午前,22.729
2063,01/17/21 09:00:00 午前,22.705
2064,01/17/21 09:30:00 午前,22.633
2065,01/17/21 10:00:00 午前,22.609
2066,01/17/21 10:30:00 午前,22.609
2067,01/17/21 11:00:00 午前,22.609
2068,01/17/21 11:30:00 午前,22.585
2069,01/17/21 12:00:00 午後,22.537
2070,01/17/21 12:30:00 午後,22.489
2071,01/17/21 01:00:00 午後,22.417
2072,01/17/21 01:30:00 午後,22.369
2073,01/17/21 02:00:00 午後,22.705
2074,01/17/21 02:30:00 午後,22.872
2075,01/17/21 03:00:00 午後,22.944
2076,01/17/21 03:30:00 午後,22.992
2077,01/17/21 04:00:00 午後,22.992
2078,01/17/21 04:30:00 午後,22.992
2079,01/17/21 05:00:00 午後,22.968
2080,01/17/21 05:30:00 午後,22.992
2081,01/17/21 06:00:00 午後,22.944
2082,01/17/21 06:30:00 午後,22.92
2083,01/17/21 07:00:00 午後,22.824
2084,01/17/21 07:30:00 午後,22.92
2085,01/17/21 08:00:00 午後,22.896
2086,01/17/21 08:30:00 午後,22.705
2087,01/17/21 09:00:00 午後,22.657
2088,01/17/21 09:30:00 午後,22.633
2089,01/17/21 10:00:00 午後,22.609
2090,01/17/21 10:30:00 午後,22.585
2091,01/17/21 11:00:00 午後,22.513
2092,01/17/21 11:30:00 午後,22.417
2093,01/18/21 12:00:00 午前,22.537
2094,01/18/21 12:30:00 午前,22.513
2095,01/18/21 01:00:00 午前,22.393
2096,01/18/21 01:30:00 午前,22.298
2097,01/18/21 02:00:00 午前,22.178
2098,01/18/21 02:30:00 午前,22.082
2099,01/18/21 03:00:00 午前,22.034
2100,01/18/21 03:30:00 午前,22.106
2101,01/18/21 04:00:00 午前,22.321
2102,01/18/21 04:30:00 午前,22.513
2103,01/18/21 05:00:00 午前,22.489
2104,01/18/21 05:30:00 午前,22.561
2105,01/18/21 06:00:00 午前,22.633
2106,01/18/21 06:30:00 午前,22.633
2107,01/18/21 07:00:00 午前,22.681
2108,01/18/21 07:30:00 午前,22.681
2109,01/18/21 08:00:00 午前,22.681
2110,01/18/21 08:30:00 午前,22.705
2111,01/18/21 09:00:00 午前,22.753
2112,01/18/21 09:30:00 午前,22.776
2113,01/18/21 10:00:00 午前,22.753
2114,01/18/21 10:30:00 午前,22.729
2115,01/18/21 11:00:00 午前,22.561
2116,01/18/21 11:30:00 午前,22.561
2117,01/18/21 12:00:00 午後,22.776
2118,01/18/21 12:30:00 午後,22.729
2119,01/18/21 01:00:00 午後,22.824
2120,01/18/21 01:30:00 午後,22.729
2121,01/18/21 02:00:00 午後,22.705
2122,01/18/21 02:30:00 午後,22.585
2123,01/18/21 03:00:00 午後,22.681
2124,01/18/21 03:30:00 午後,22.848
2125,01/18/21 04:00:00 午後,22.872
2126,01/18/21 04:30:00 午後,23.064
2127,01/18/21 05:00:00 午後,23.088
2128,01/18/21 05:30:00 午後,23.064
2129,01/18/21 06:00:00 午後,23.064
2130,01/18/21 06:30:00 午後,23.016
2131,01/18/21 07:00:00 午後,23.016
2132,01/18/21 07:30:00 午後,22.992
2133,01/18/21 08:00:00 午後,22.92
2134,01/18/21 08:30:00 午後,22.944
2135,01/18/21 09:00:00 午後,22.944
2136,01/18/21 09:30:00 午後,22.824
2137,01/18/21 10:00:00 午後,22.776
2138,01/18/21 10:30:00 午後,22.705
2139,01/18/21 11:00:00 午後,22.705
2140,01/18/21 11:30:00 午後,22.681
2141,01/19/21 12:00:00 午前,22.657
2142,01/19/21 12:30:00 午前,22.489
2143,01/19/21 01:00:00 午前,22.561
2144,01/19/21 01:30:00 午前,22.537
2145,01/19/21 02:00:00 午前,22.441
2146,01/19/21 02:30:00 午前,22.345
2147,01/19/21 03:00:00 午前,22.321
2148,01/19/21 03:30:00 午前,22.369
2149,01/19/21 04:00:00 午前,22.489
2150,01/19/21 04:30:00 午前,22.561
2151,01/19/21 05:00:00 午前,22.633
2152,01/19/21 05:30:00 午前,22.681
2153,01/19/21 06:00:00 午前,22.729
2154,01/19/21 06:30:00 午前,22.729
2155,01/19/21 07:00:00 午前,22.753
2156,01/19/21 07:30:00 午前,22.705
2157,01/19/21 08:00:00 午前,22.561
2158,01/19/21 08:30:00 午前,22.681
2159,01/19/21 09:00:00 午前,22.753
2160,01/19/21 09:30:00 午前,22.8
2161,01/19/21 10:00:00 午前,22.824
2162,01/19/21 10:30:00 午前,22.753
2163,01/19/21 11:00:00 午前,22.585
2164,01/19/21 11:30:00 午前,22.681
2165,01/19/21 12:00:00 午後,22.848
2166,01/19/21 12:30:00 午後,22.872
2167,01/19/21 01:00:00 午後,22.848
2168,01/19/21 01:30:00 午後,22.896
2169,01/19/21 02:00:00 午後,22.944
2170,01/19/21 02:30:00 午後,22.92
2171,01/19/21 03:00:00 午後,22.92
2172,01/19/21 03:30:00 午後,22.944
2173,01/19/21 04:00:00 午後,22.896
2174,01/19/21 04:30:00 午後,22.8
2175,01/19/21 05:00:00 午後,22.753
2176,01/19/21 05:30:00 午後,22.705
2177,01/19/21 06:00:00 午後,22.729
2178,01/19/21 06:30:00 午後,22.729
2179,01/19/21 07:00:00 午後,22.729
2180,01/19/21 07:30:00 午後,22.657
2181,01/19/21 08:00:00 午後,22.585
2182,01/19/21 08:30:00 午後,22.609
2183,01/19/21 09:00:00 午後,22.609
2184,01/19/21 09:30:00 午後,22.633
2185,01/19/21 10:00:00 午後,22.585
2186,01/19/21 10:30:00 午後,22.585
2187,01/19/21 11:00:00 午後,22.537
2188,01/19/21 11:30:00 午後,22.513
2189,01/20/21 12:00:00 午前,22.513
2190,01/20/21 12:30:00 午前,22.465
2191,01/20/21 01:00:00 午前,22.417
2192,01/20/21 01:30:00 午前,22.298
2193,01/20/21 02:00:00 午前,22.345
2194,01/20/21 02:30:00 午前,22.369
2195,01/20/21 03:00:00 午前,22.298
2196,01/20/21 03:30:00 午前,22.202
2197,01/20/21 04:00:00 午前,22.106
2198,01/20/21 04:30:00 午前,21.987
