プロット タイトル: site07_spot008_2021,,
#,月/日/年　時刻,"温度, °C (LGR S/N: 20291299, SEN S/N: 20291299)"
1645,01/08/21 04:00:00 午後,21.939
1646,01/08/21 04:30:00 午後,21.939
1647,01/08/21 05:00:00 午後,21.963
1648,01/08/21 05:30:00 午後,21.867
1649,01/08/21 06:00:00 午後,21.676
1650,01/08/21 06:30:00 午後,21.581
1651,01/08/21 07:00:00 午後,21.509
1652,01/08/21 07:30:00 午後,21.27
1653,01/08/21 08:00:00 午後,20.984
1654,01/08/21 08:30:00 午後,20.889
1655,01/08/21 09:00:00 午後,20.746
1656,01/08/21 09:30:00 午後,20.436
1657,01/08/21 10:00:00 午後,19.746
1658,01/08/21 10:30:00 午後,19.436
1659,01/08/21 11:00:00 午後,19.246
1660,01/08/21 11:30:00 午後,19.389
1661,01/09/21 12:00:00 午前,19.674
1662,01/09/21 12:30:00 午前,19.341
1663,01/09/21 01:00:00 午前,19.365
1664,01/09/21 01:30:00 午前,19.579
1665,01/09/21 02:00:00 午前,20.126
1666,01/09/21 02:30:00 午前,20.079
1667,01/09/21 03:00:00 午前,20.436
1668,01/09/21 03:30:00 午前,21.724
1669,01/09/21 04:00:00 午前,22.011
1670,01/09/21 04:30:00 午前,22.058
1671,01/09/21 05:00:00 午前,21.963
1672,01/09/21 05:30:00 午前,21.891
1673,01/09/21 06:00:00 午前,21.604
1674,01/09/21 06:30:00 午前,21.294
1675,01/09/21 07:00:00 午前,21.39
1676,01/09/21 07:30:00 午前,21.056
1677,01/09/21 08:00:00 午前,20.865
1678,01/09/21 08:30:00 午前,20.77
1679,01/09/21 09:00:00 午前,20.722
1680,01/09/21 09:30:00 午前,20.603
1681,01/09/21 10:00:00 午前,20.317
1682,01/09/21 10:30:00 午前,20.15
1683,01/09/21 11:00:00 午前,20.174
1684,01/09/21 11:30:00 午前,20.436
1685,01/09/21 12:00:00 午後,20.627
1686,01/09/21 12:30:00 午後,20.817
1687,01/09/21 01:00:00 午後,21.032
1688,01/09/21 01:30:00 午後,21.056
1689,01/09/21 02:00:00 午後,20.865
1690,01/09/21 02:30:00 午後,20.865
1691,01/09/21 03:00:00 午後,21.056
1692,01/09/21 03:30:00 午後,21.223
1693,01/09/21 04:00:00 午後,21.509
1694,01/09/21 04:30:00 午後,21.772
1695,01/09/21 05:00:00 午後,22.034
1696,01/09/21 05:30:00 午後,22.082
1697,01/09/21 06:00:00 午後,21.987
1698,01/09/21 06:30:00 午後,21.915
1699,01/09/21 07:00:00 午後,21.724
1700,01/09/21 07:30:00 午後,21.461
1701,01/09/21 08:00:00 午後,20.698
1702,01/09/21 08:30:00 午後,20.507
1703,01/09/21 09:00:00 午後,20.341
1704,01/09/21 09:30:00 午後,20.46
1705,01/09/21 10:00:00 午後,20.246
1706,01/09/21 10:30:00 午後,20.198
1707,01/09/21 11:00:00 午後,20.103
1708,01/09/21 11:30:00 午後,20.055
1709,01/10/21 12:00:00 午前,20.484
1710,01/10/21 12:30:00 午前,20.936
1711,01/10/21 01:00:00 午前,21.39
1712,01/10/21 01:30:00 午前,21.748
1713,01/10/21 02:00:00 午前,22.011
1714,01/10/21 02:30:00 午前,21.987
1715,01/10/21 03:00:00 午前,22.011
1716,01/10/21 03:30:00 午前,22.011
1717,01/10/21 04:00:00 午前,22.058
1718,01/10/21 04:30:00 午前,22.13
1719,01/10/21 05:00:00 午前,22.154
1720,01/10/21 05:30:00 午前,22.202
1721,01/10/21 06:00:00 午前,22.178
1722,01/10/21 06:30:00 午前,22.154
1723,01/10/21 07:00:00 午前,22.034
1724,01/10/21 07:30:00 午前,21.891
1725,01/10/21 08:00:00 午前,21.819
1726,01/10/21 08:30:00 午前,21.342
1727,01/10/21 09:00:00 午前,21.151
1728,01/10/21 09:30:00 午前,21.199
1729,01/10/21 10:00:00 午前,21.223
1730,01/10/21 10:30:00 午前,21.246
1731,01/10/21 11:00:00 午前,21.342
1732,01/10/21 11:30:00 午前,21.342
1733,01/10/21 12:00:00 午後,21.342
1734,01/10/21 12:30:00 午後,21.39
1735,01/10/21 01:00:00 午後,21.604
1736,01/10/21 01:30:00 午後,21.628
1737,01/10/21 02:00:00 午後,21.676
1738,01/10/21 02:30:00 午後,21.724
1739,01/10/21 03:00:00 午後,21.724
1740,01/10/21 03:30:00 午後,21.748
1741,01/10/21 04:00:00 午後,21.891
1742,01/10/21 04:30:00 午後,22.13
1743,01/10/21 05:00:00 午後,22.25
1744,01/10/21 05:30:00 午後,22.274
1745,01/10/21 06:00:00 午後,22.274
1746,01/10/21 06:30:00 午後,22.25
1747,01/10/21 07:00:00 午後,22.178
1748,01/10/21 07:30:00 午後,22.082
1749,01/10/21 08:00:00 午後,21.915
1750,01/10/21 08:30:00 午後,21.557
1751,01/10/21 09:00:00 午後,21.103
1752,01/10/21 09:30:00 午後,20.841
1753,01/10/21 10:00:00 午後,20.77
1754,01/10/21 10:30:00 午後,20.96
1755,01/10/21 11:00:00 午後,21.628
1756,01/10/21 11:30:00 午後,21.772
1757,01/11/21 12:00:00 午前,21.748
1758,01/11/21 12:30:00 午前,21.748
1759,01/11/21 01:00:00 午前,21.772
1760,01/11/21 01:30:00 午前,21.939
1761,01/11/21 02:00:00 午前,22.034
1762,01/11/21 02:30:00 午前,22.154
1763,01/11/21 03:00:00 午前,22.202
1764,01/11/21 03:30:00 午前,22.178
1765,01/11/21 04:00:00 午前,22.154
1766,01/11/21 04:30:00 午前,22.178
1767,01/11/21 05:00:00 午前,22.274
1768,01/11/21 05:30:00 午前,22.321
1769,01/11/21 06:00:00 午前,22.345
1770,01/11/21 06:30:00 午前,22.345
1771,01/11/21 07:00:00 午前,22.345
1772,01/11/21 07:30:00 午前,22.321
1773,01/11/21 08:00:00 午前,22.298
1774,01/11/21 08:30:00 午前,22.25
1775,01/11/21 09:00:00 午前,22.106
1776,01/11/21 09:30:00 午前,21.843
1777,01/11/21 10:00:00 午前,21.724
1778,01/11/21 10:30:00 午前,21.604
1779,01/11/21 11:00:00 午前,21.604
1780,01/11/21 11:30:00 午前,21.652
1781,01/11/21 12:00:00 午後,21.915
1782,01/11/21 12:30:00 午後,21.819
1783,01/11/21 01:00:00 午後,21.867
1784,01/11/21 01:30:00 午後,21.915
1785,01/11/21 02:00:00 午後,21.987
1786,01/11/21 02:30:00 午後,21.987
1787,01/11/21 03:00:00 午後,21.939
1788,01/11/21 03:30:00 午後,21.963
1789,01/11/21 04:00:00 午後,22.058
1790,01/11/21 04:30:00 午後,22.274
1791,01/11/21 05:00:00 午後,22.369
1792,01/11/21 05:30:00 午後,22.393
1793,01/11/21 06:00:00 午後,22.393
1794,01/11/21 06:30:00 午後,22.393
1795,01/11/21 07:00:00 午後,22.393
1796,01/11/21 07:30:00 午後,22.417
1797,01/11/21 08:00:00 午後,22.417
1798,01/11/21 08:30:00 午後,22.417
1799,01/11/21 09:00:00 午後,22.345
1800,01/11/21 09:30:00 午後,22.274
1801,01/11/21 10:00:00 午後,22.154
1802,01/11/21 10:30:00 午後,22.154
1803,01/11/21 11:00:00 午後,22.13
1804,01/11/21 11:30:00 午後,22.011
1805,01/12/21 12:00:00 午前,21.987
1806,01/12/21 12:30:00 午前,21.891
1807,01/12/21 01:00:00 午前,21.772
1808,01/12/21 01:30:00 午前,21.604
1809,01/12/21 02:00:00 午前,21.437
1810,01/12/21 02:30:00 午前,20.317
1811,01/12/21 03:00:00 午前,20.031
1812,01/12/21 03:30:00 午前,20.293
1813,01/12/21 04:00:00 午前,20.507
1814,01/12/21 04:30:00 午前,20.531
1815,01/12/21 05:00:00 午前,20.722
1816,01/12/21 05:30:00 午前,21.819
1817,01/12/21 06:00:00 午前,22.226
1818,01/12/21 06:30:00 午前,22.25
1819,01/12/21 07:00:00 午前,22.274
1820,01/12/21 07:30:00 午前,22.321
1821,01/12/21 08:00:00 午前,22.274
1822,01/12/21 08:30:00 午前,22.274
1823,01/12/21 09:00:00 午前,22.082
1824,01/12/21 09:30:00 午前,21.795
1825,01/12/21 10:00:00 午前,21.7
1826,01/12/21 10:30:00 午前,21.533
1827,01/12/21 11:00:00 午前,21.485
1828,01/12/21 11:30:00 午前,21.963
1829,01/12/21 12:00:00 午後,22.13
1830,01/12/21 12:30:00 午後,22.13
1831,01/12/21 01:00:00 午後,22.106
1832,01/12/21 01:30:00 午後,22.106
1833,01/12/21 02:00:00 午後,21.987
1834,01/12/21 02:30:00 午後,21.772
1835,01/12/21 03:00:00 午後,21.652
1836,01/12/21 03:30:00 午後,21.652
1837,01/12/21 04:00:00 午後,21.461
1838,01/12/21 04:30:00 午後,21.437
1839,01/12/21 05:00:00 午後,21.533
1840,01/12/21 05:30:00 午後,21.772
1841,01/12/21 06:00:00 午後,22.011
1842,01/12/21 06:30:00 午後,22.106
1843,01/12/21 07:00:00 午後,22.154
1844,01/12/21 07:30:00 午後,22.154
1845,01/12/21 08:00:00 午後,22.154
1846,01/12/21 08:30:00 午後,22.106
1847,01/12/21 09:00:00 午後,22.034
1848,01/12/21 09:30:00 午後,21.915
1849,01/12/21 10:00:00 午後,21.724
1850,01/12/21 10:30:00 午後,21.485
1851,01/12/21 11:00:00 午後,21.151
1852,01/12/21 11:30:00 午後,21.223
1853,01/13/21 12:00:00 午前,21.533
1854,01/13/21 12:30:00 午前,21.628
1855,01/13/21 01:00:00 午前,21.652
1856,01/13/21 01:30:00 午前,21.581
1857,01/13/21 02:00:00 午前,21.676
1858,01/13/21 02:30:00 午前,21.748
1859,01/13/21 03:00:00 午前,21.724
1860,01/13/21 03:30:00 午前,21.795
1861,01/13/21 04:00:00 午前,21.939
1862,01/13/21 04:30:00 午前,22.011
1863,01/13/21 05:00:00 午前,22.034
1864,01/13/21 05:30:00 午前,22.034
1865,01/13/21 06:00:00 午前,22.058
1866,01/13/21 06:30:00 午前,22.082
1867,01/13/21 07:00:00 午前,22.106
1868,01/13/21 07:30:00 午前,22.082
1869,01/13/21 08:00:00 午前,22.106
1870,01/13/21 08:30:00 午前,22.082
1871,01/13/21 09:00:00 午前,22.082
1872,01/13/21 09:30:00 午前,22.082
1873,01/13/21 10:00:00 午前,22.011
1874,01/13/21 10:30:00 午前,21.939
1875,01/13/21 11:00:00 午前,21.748
1876,01/13/21 11:30:00 午前,21.987
1877,01/13/21 12:00:00 午後,21.963
1878,01/13/21 12:30:00 午後,22.13
1879,01/13/21 01:00:00 午後,22.106
1880,01/13/21 01:30:00 午後,22.393
1881,01/13/21 02:00:00 午後,22.369
1882,01/13/21 02:30:00 午後,22.393
1883,01/13/21 03:00:00 午後,22.369
1884,01/13/21 03:30:00 午後,22.274
1885,01/13/21 04:00:00 午後,22.082
1886,01/13/21 04:30:00 午後,22.058
1887,01/13/21 05:00:00 午後,22.034
1888,01/13/21 05:30:00 午後,22.106
1889,01/13/21 06:00:00 午後,22.178
1890,01/13/21 06:30:00 午後,22.25
1891,01/13/21 07:00:00 午後,22.274
1892,01/13/21 07:30:00 午後,22.274
1893,01/13/21 08:00:00 午後,22.298
1894,01/13/21 08:30:00 午後,22.298
1895,01/13/21 09:00:00 午後,22.298
1896,01/13/21 09:30:00 午後,22.298
1897,01/13/21 10:00:00 午後,22.274
1898,01/13/21 10:30:00 午後,22.226
1899,01/13/21 11:00:00 午後,22.154
1900,01/13/21 11:30:00 午後,22.13
1901,01/14/21 12:00:00 午前,22.13
1902,01/14/21 12:30:00 午前,22.058
1903,01/14/21 01:00:00 午前,22.034
1904,01/14/21 01:30:00 午前,22.011
1905,01/14/21 02:00:00 午前,21.963
1906,01/14/21 02:30:00 午前,21.915
1907,01/14/21 03:00:00 午前,21.939
1908,01/14/21 03:30:00 午前,21.915
1909,01/14/21 04:00:00 午前,21.987
1910,01/14/21 04:30:00 午前,22.178
1911,01/14/21 05:00:00 午前,22.25
1912,01/14/21 05:30:00 午前,22.298
1913,01/14/21 06:00:00 午前,22.298
1914,01/14/21 06:30:00 午前,22.274
1915,01/14/21 07:00:00 午前,22.298
1916,01/14/21 07:30:00 午前,22.321
1917,01/14/21 08:00:00 午前,22.369
1918,01/14/21 08:30:00 午前,22.393
1919,01/14/21 09:00:00 午前,22.393
1920,01/14/21 09:30:00 午前,22.417
1921,01/14/21 10:00:00 午前,22.417
1922,01/14/21 10:30:00 午前,22.441
1923,01/14/21 11:00:00 午前,22.298
1924,01/14/21 11:30:00 午前,22.106
1925,01/14/21 12:00:00 午後,22.25
1926,01/14/21 12:30:00 午後,22.345
1927,01/14/21 01:00:00 午後,22.489
1928,01/14/21 01:30:00 午後,22.393
1929,01/14/21 02:00:00 午後,22.465
1930,01/14/21 02:30:00 午後,22.298
1931,01/14/21 03:00:00 午後,22.345
1932,01/14/21 03:30:00 午後,22.321
1933,01/14/21 04:00:00 午後,22.274
1934,01/14/21 04:30:00 午後,22.202
1935,01/14/21 05:00:00 午後,22.13
1936,01/14/21 05:30:00 午後,22.154
1937,01/14/21 06:00:00 午後,22.154
1938,01/14/21 06:30:00 午後,22.226
1939,01/14/21 07:00:00 午後,22.274
1940,01/14/21 07:30:00 午後,22.321
1941,01/14/21 08:00:00 午後,22.345
1942,01/14/21 08:30:00 午後,22.345
1943,01/14/21 09:00:00 午後,22.369
1944,01/14/21 09:30:00 午後,22.393
1945,01/14/21 10:00:00 午後,22.345
1946,01/14/21 10:30:00 午後,22.321
1947,01/14/21 11:00:00 午後,22.298
1948,01/14/21 11:30:00 午後,22.226
1949,01/15/21 12:00:00 午前,22.13
1950,01/15/21 12:30:00 午前,22.13
1951,01/15/21 01:00:00 午前,22.082
1952,01/15/21 01:30:00 午前,22.13
1953,01/15/21 02:00:00 午前,22.106
1954,01/15/21 02:30:00 午前,22.082
1955,01/15/21 03:00:00 午前,22.082
1956,01/15/21 03:30:00 午前,22.034
1957,01/15/21 04:00:00 午前,22.011
1958,01/15/21 04:30:00 午前,21.963
1959,01/15/21 05:00:00 午前,21.987
1960,01/15/21 05:30:00 午前,22.034
1961,01/15/21 06:00:00 午前,22.082
1962,01/15/21 06:30:00 午前,22.106
1963,01/15/21 07:00:00 午前,22.106
1964,01/15/21 07:30:00 午前,22.178
1965,01/15/21 08:00:00 午前,22.202
1966,01/15/21 08:30:00 午前,22.226
1967,01/15/21 09:00:00 午前,22.25
1968,01/15/21 09:30:00 午前,22.298
1969,01/15/21 10:00:00 午前,22.321
1970,01/15/21 10:30:00 午前,22.298
1971,01/15/21 11:00:00 午前,22.345
1972,01/15/21 11:30:00 午前,22.202
1973,01/15/21 12:00:00 午後,22.106
1974,01/15/21 12:30:00 午後,22.106
1975,01/15/21 01:00:00 午後,22.154
1976,01/15/21 01:30:00 午後,22.202
1977,01/15/21 02:00:00 午後,22.298
1978,01/15/21 02:30:00 午後,22.393
1979,01/15/21 03:00:00 午後,22.417
1980,01/15/21 03:30:00 午後,22.417
1981,01/15/21 04:00:00 午後,22.417
1982,01/15/21 04:30:00 午後,22.417
1983,01/15/21 05:00:00 午後,22.369
1984,01/15/21 05:30:00 午後,22.417
1985,01/15/21 06:00:00 午後,22.465
1986,01/15/21 06:30:00 午後,22.489
1987,01/15/21 07:00:00 午後,22.513
1988,01/15/21 07:30:00 午後,22.513
1989,01/15/21 08:00:00 午後,22.489
1990,01/15/21 08:30:00 午後,22.489
1991,01/15/21 09:00:00 午後,22.465
1992,01/15/21 09:30:00 午後,22.441
1993,01/15/21 10:00:00 午後,22.441
1994,01/15/21 10:30:00 午後,22.441
1995,01/15/21 11:00:00 午後,22.465
1996,01/15/21 11:30:00 午後,22.465
1997,01/16/21 12:00:00 午前,22.465
1998,01/16/21 12:30:00 午前,22.441
1999,01/16/21 01:00:00 午前,22.441
2000,01/16/21 01:30:00 午前,22.417
2001,01/16/21 02:00:00 午前,22.417
2002,01/16/21 02:30:00 午前,22.393
2003,01/16/21 03:00:00 午前,22.393
2004,01/16/21 03:30:00 午前,22.369
2005,01/16/21 04:00:00 午前,22.345
2006,01/16/21 04:30:00 午前,22.393
2007,01/16/21 05:00:00 午前,22.393
2008,01/16/21 05:30:00 午前,22.393
2009,01/16/21 06:00:00 午前,22.393
2010,01/16/21 06:30:00 午前,22.417
2011,01/16/21 07:00:00 午前,22.489
2012,01/16/21 07:30:00 午前,22.537
2013,01/16/21 08:00:00 午前,22.513
2014,01/16/21 08:30:00 午前,22.561
2015,01/16/21 09:00:00 午前,22.633
2016,01/16/21 09:30:00 午前,22.753
2017,01/16/21 10:00:00 午前,22.872
2018,01/16/21 10:30:00 午前,23.016
2019,01/16/21 11:00:00 午前,23.04
2020,01/16/21 11:30:00 午前,23.16
2021,01/16/21 12:00:00 午後,23.112
2022,01/16/21 12:30:00 午後,23.304
2023,01/16/21 01:00:00 午後,23.4
2024,01/16/21 01:30:00 午後,23.256
2025,01/16/21 02:00:00 午後,23.232
2026,01/16/21 02:30:00 午後,23.208
2027,01/16/21 03:00:00 午後,22.824
2028,01/16/21 03:30:00 午後,22.776
2029,01/16/21 04:00:00 午後,22.729
2030,01/16/21 04:30:00 午後,22.681
2031,01/16/21 05:00:00 午後,22.657
2032,01/16/21 05:30:00 午後,22.561
2033,01/16/21 06:00:00 午後,22.537
2034,01/16/21 06:30:00 午後,22.681
2035,01/16/21 07:00:00 午後,22.729
2036,01/16/21 07:30:00 午後,22.776
2037,01/16/21 08:00:00 午後,22.8
2038,01/16/21 08:30:00 午後,22.824
2039,01/16/21 09:00:00 午後,22.8
2040,01/16/21 09:30:00 午後,22.8
2041,01/16/21 10:00:00 午後,22.776
2042,01/16/21 10:30:00 午後,22.776
2043,01/16/21 11:00:00 午後,22.776
2044,01/16/21 11:30:00 午後,22.753
2045,01/17/21 12:00:00 午前,22.657
2046,01/17/21 12:30:00 午前,22.417
2047,01/17/21 01:00:00 午前,22.298
2048,01/17/21 01:30:00 午前,22.178
2049,01/17/21 02:00:00 午前,22.178
2050,01/17/21 02:30:00 午前,22.345
2051,01/17/21 03:00:00 午前,22.226
2052,01/17/21 03:30:00 午前,22.25
2053,01/17/21 04:00:00 午前,22.202
2054,01/17/21 04:30:00 午前,22.154
2055,01/17/21 05:00:00 午前,21.533
2056,01/17/21 05:30:00 午前,21.366
2057,01/17/21 06:00:00 午前,21.485
2058,01/17/21 06:30:00 午前,21.557
2059,01/17/21 07:00:00 午前,21.581
2060,01/17/21 07:30:00 午前,21.509
2061,01/17/21 08:00:00 午前,21.557
2062,01/17/21 08:30:00 午前,21.485
2063,01/17/21 09:00:00 午前,21.437
2064,01/17/21 09:30:00 午前,21.987
2065,01/17/21 10:00:00 午前,22.226
2066,01/17/21 10:30:00 午前,22.298
2067,01/17/21 11:00:00 午前,22.321
2068,01/17/21 11:30:00 午前,22.298
2069,01/17/21 12:00:00 午後,22.25
2070,01/17/21 12:30:00 午後,22.082
2071,01/17/21 01:00:00 午後,21.915
2072,01/17/21 01:30:00 午後,21.795
2073,01/17/21 02:00:00 午後,21.843
2074,01/17/21 02:30:00 午後,21.772
2075,01/17/21 03:00:00 午後,21.867
2076,01/17/21 03:30:00 午後,21.628
2077,01/17/21 04:00:00 午後,21.437
2078,01/17/21 04:30:00 午後,21.032
2079,01/17/21 05:00:00 午後,21.008
2080,01/17/21 05:30:00 午後,21.199
2081,01/17/21 06:00:00 午後,21.342
2082,01/17/21 06:30:00 午後,21.318
2083,01/17/21 07:00:00 午後,21.485
2084,01/17/21 07:30:00 午後,21.604
2085,01/17/21 08:00:00 午後,21.963
2086,01/17/21 08:30:00 午後,22.106
2087,01/17/21 09:00:00 午後,22.202
2088,01/17/21 09:30:00 午後,22.298
2089,01/17/21 10:00:00 午後,22.321
2090,01/17/21 10:30:00 午後,22.321
2091,01/17/21 11:00:00 午後,22.298
2092,01/17/21 11:30:00 午後,22.345
2093,01/18/21 12:00:00 午前,22.345
2094,01/18/21 12:30:00 午前,22.345
2095,01/18/21 01:00:00 午前,22.345
2096,01/18/21 01:30:00 午前,22.298
2097,01/18/21 02:00:00 午前,22.25
2098,01/18/21 02:30:00 午前,22.202
2099,01/18/21 03:00:00 午前,22.154
2100,01/18/21 03:30:00 午前,22.178
2101,01/18/21 04:00:00 午前,22.106
2102,01/18/21 04:30:00 午前,22.154
2103,01/18/21 05:00:00 午前,22.178
2104,01/18/21 05:30:00 午前,22.226
2105,01/18/21 06:00:00 午前,22.202
2106,01/18/21 06:30:00 午前,22.202
2107,01/18/21 07:00:00 午前,22.202
2108,01/18/21 07:30:00 午前,22.202
2109,01/18/21 08:00:00 午前,22.226
2110,01/18/21 08:30:00 午前,22.226
2111,01/18/21 09:00:00 午前,22.274
2112,01/18/21 09:30:00 午前,22.298
2113,01/18/21 10:00:00 午前,22.345
2114,01/18/21 10:30:00 午前,22.369
2115,01/18/21 11:00:00 午前,22.441
2116,01/18/21 11:30:00 午前,22.561
2117,01/18/21 12:00:00 午後,22.681
2118,01/18/21 12:30:00 午後,22.537
2119,01/18/21 01:00:00 午後,22.681
2120,01/18/21 01:30:00 午後,22.441
2121,01/18/21 02:00:00 午後,22.298
2122,01/18/21 02:30:00 午後,22.011
2123,01/18/21 03:00:00 午後,21.963
2124,01/18/21 03:30:00 午後,21.915
2125,01/18/21 04:00:00 午後,21.891
2126,01/18/21 04:30:00 午後,21.843
2127,01/18/21 05:00:00 午後,21.772
2128,01/18/21 05:30:00 午後,21.724
2129,01/18/21 06:00:00 午後,21.533
2130,01/18/21 06:30:00 午後,21.581
2131,01/18/21 07:00:00 午後,21.7
2132,01/18/21 07:30:00 午後,21.652
2133,01/18/21 08:00:00 午後,21.7
2134,01/18/21 08:30:00 午後,21.676
2135,01/18/21 09:00:00 午後,21.724
2136,01/18/21 09:30:00 午後,21.843
2137,01/18/21 10:00:00 午後,22.202
2138,01/18/21 10:30:00 午後,22.298
2139,01/18/21 11:00:00 午後,22.321
2140,01/18/21 11:30:00 午後,22.345
2141,01/19/21 12:00:00 午前,22.393
2142,01/19/21 12:30:00 午前,22.417
2143,01/19/21 01:00:00 午前,22.393
2144,01/19/21 01:30:00 午前,22.274
2145,01/19/21 02:00:00 午前,21.843
2146,01/19/21 02:30:00 午前,21.939
2147,01/19/21 03:00:00 午前,21.604
2148,01/19/21 03:30:00 午前,21.27
2149,01/19/21 04:00:00 午前,21.223
2150,01/19/21 04:30:00 午前,21.151
2151,01/19/21 05:00:00 午前,21.175
2152,01/19/21 05:30:00 午前,21.151
2153,01/19/21 06:00:00 午前,21.175
2154,01/19/21 06:30:00 午前,21.27
2155,01/19/21 07:00:00 午前,21.366
2156,01/19/21 07:30:00 午前,21.509
2157,01/19/21 08:00:00 午前,21.748
2158,01/19/21 08:30:00 午前,21.867
2159,01/19/21 09:00:00 午前,21.963
2160,01/19/21 09:30:00 午前,22.011
2161,01/19/21 10:00:00 午前,22.154
2162,01/19/21 10:30:00 午前,22.345
2163,01/19/21 11:00:00 午前,22.633
2164,01/19/21 11:30:00 午前,22.729
2165,01/19/21 12:00:00 午後,22.729
2166,01/19/21 12:30:00 午後,22.657
2167,01/19/21 01:00:00 午後,22.609
2168,01/19/21 01:30:00 午後,22.776
2169,01/19/21 02:00:00 午後,22.776
2170,01/19/21 02:30:00 午後,22.753
2171,01/19/21 03:00:00 午後,22.585
2172,01/19/21 03:30:00 午後,22.298
2173,01/19/21 04:00:00 午後,22.25
2174,01/19/21 04:30:00 午後,22.226
2175,01/19/21 05:00:00 午後,22.202
2176,01/19/21 05:30:00 午後,22.178
2177,01/19/21 06:00:00 午後,22.106
2178,01/19/21 06:30:00 午後,22.034
2179,01/19/21 07:00:00 午後,22.011
2180,01/19/21 07:30:00 午後,21.987
2181,01/19/21 08:00:00 午後,21.963
2182,01/19/21 08:30:00 午後,21.939
2183,01/19/21 09:00:00 午後,21.963
2184,01/19/21 09:30:00 午後,21.963
2185,01/19/21 10:00:00 午後,22.058
2186,01/19/21 10:30:00 午後,22.321
2187,01/19/21 11:00:00 午後,22.369
2188,01/19/21 11:30:00 午後,22.345
2189,01/20/21 12:00:00 午前,22.369
2190,01/20/21 12:30:00 午前,22.441
2191,01/20/21 01:00:00 午前,22.465
2192,01/20/21 01:30:00 午前,22.465
2193,01/20/21 02:00:00 午前,22.465
2194,01/20/21 02:30:00 午前,22.441
2195,01/20/21 03:00:00 午前,22.393
2196,01/20/21 03:30:00 午前,22.202
2197,01/20/21 04:00:00 午前,22.202
2198,01/20/21 04:30:00 午前,22.178
2199,01/20/21 05:00:00 午前,22.178
2200,01/20/21 05:30:00 午前,22.178
2201,01/20/21 06:00:00 午前,22.13
