プロット タイトル: site13_spot064_2020,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054353, SEN S/N: 20054353)",カプラー取り外し (LGR S/N: 20054353),カプラー取り付け (LGR S/N: 20054353),ホスト接続 (LGR S/N: 20054353),停止済み (LGR S/N: 20054353),ファイルの終わり (LGR S/N: 20054353)
1,10/09/19 08:00:00 午前,25.331,記録,,,,
2,10/09/19 09:00:00 午前,26.744,,,,,
3,10/09/19 10:00:00 午前,27.85,,,,,
4,10/09/19 11:00:00 午前,27.505,,,,,
5,10/09/19 12:00:00 午後,27.604,,,,,
6,10/09/19 01:00:00 午後,27.653,,,,,
7,10/09/19 02:00:00 午後,27.702,,,,,
8,10/09/19 03:00:00 午後,27.702,,,,,
9,10/09/19 04:00:00 午後,27.677,,,,,
10,10/09/19 05:00:00 午後,27.653,,,,,
11,10/09/19 06:00:00 午後,27.604,,,,,
12,10/09/19 07:00:00 午後,27.481,,,,,
13,10/09/19 08:00:00 午後,27.53,,,,,
14,10/09/19 09:00:00 午後,26.965,,,,,
15,10/09/19 10:00:00 午後,26.646,,,,,
16,10/09/19 11:00:00 午後,26.965,,,,,
17,10/10/19 12:00:00 午前,27.112,,,,,
18,10/10/19 01:00:00 午前,27.235,,,,,
19,10/10/19 02:00:00 午前,27.259,,,,,
20,10/10/19 03:00:00 午前,27.161,,,,,
21,10/10/19 04:00:00 午前,27.038,,,,,
22,10/10/19 05:00:00 午前,26.891,,,,,
23,10/10/19 06:00:00 午前,26.818,,,,,
24,10/10/19 07:00:00 午前,26.72,,,,,
25,10/10/19 08:00:00 午前,26.891,,,,,
26,10/10/19 09:00:00 午前,25.89,,,,,
27,10/10/19 10:00:00 午前,26.402,,,,,
28,10/10/19 11:00:00 午前,26.989,,,,,
29,10/10/19 12:00:00 午後,27.407,,,,,
30,10/10/19 01:00:00 午後,27.554,,,,,
31,10/10/19 02:00:00 午後,27.604,,,,,
32,10/10/19 03:00:00 午後,27.579,,,,,
33,10/10/19 04:00:00 午後,27.53,,,,,
34,10/10/19 05:00:00 午後,27.431,,,,,
35,10/10/19 06:00:00 午後,27.308,,,,,
36,10/10/19 07:00:00 午後,27.21,,,,,
37,10/10/19 08:00:00 午後,27.136,,,,,
38,10/10/19 09:00:00 午後,27.136,,,,,
39,10/10/19 10:00:00 午後,26.842,,,,,
40,10/10/19 11:00:00 午後,26.426,,,,,
41,10/11/19 12:00:00 午前,26.622,,,,,
42,10/11/19 01:00:00 午前,27.136,,,,,
43,10/11/19 02:00:00 午前,27.136,,,,,
44,10/11/19 03:00:00 午前,27.136,,,,,
45,10/11/19 04:00:00 午前,27.087,,,,,
46,10/11/19 05:00:00 午前,26.842,,,,,
