プロット タイトル: site12_spot040_2023,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054343, SEN S/N: 20054343)",カプラー取り外し (LGR S/N: 20054343),カプラー取り付け (LGR S/N: 20054343),ホスト接続 (LGR S/N: 20054343),停止済み (LGR S/N: 20054343),ファイルの終わり (LGR S/N: 20054343)
1,11/09/22 08:30:00 午前,26.109,記録,,,,
2,11/09/22 09:00:00 午前,26.671,,,,,
3,11/09/22 09:30:00 午前,26.646,,,,,
4,11/09/22 10:00:00 午前,26.695,,,,,
5,11/09/22 10:30:00 午前,26.622,,,,,
6,11/09/22 11:00:00 午前,26.72,,,,,
7,11/09/22 11:30:00 午前,26.891,,,,,
8,11/09/22 12:00:00 午後,26.989,,,,,
9,11/09/22 12:30:00 午後,27.284,,,,,
10,11/09/22 01:00:00 午後,27.259,,,,,
11,11/09/22 01:30:00 午後,27.358,,,,,
12,11/09/22 02:00:00 午後,27.505,,,,,
13,11/09/22 02:30:00 午後,27.604,,,,,
14,11/09/22 03:00:00 午後,27.702,,,,,
15,11/09/22 03:30:00 午後,28.245,,,,,
16,11/09/22 04:00:00 午後,28.048,,,,,
17,11/09/22 04:30:00 午後,27.21,,,,,
18,11/09/22 05:00:00 午後,27.087,,,,,
19,11/09/22 05:30:00 午後,26.965,,,,,
20,11/09/22 06:00:00 午後,26.916,,,,,
21,11/09/22 06:30:00 午後,26.916,,,,,
22,11/09/22 07:00:00 午後,26.891,,,,,
23,11/09/22 07:30:00 午後,26.891,,,,,
24,11/09/22 08:00:00 午後,26.867,,,,,
25,11/09/22 08:30:00 午後,26.867,,,,,
26,11/09/22 09:00:00 午後,26.842,,,,,
27,11/09/22 09:30:00 午後,26.793,,,,,
28,11/09/22 10:00:00 午後,26.744,,,,,
29,11/09/22 10:30:00 午後,26.744,,,,,
30,11/09/22 11:00:00 午後,26.744,,,,,
31,11/09/22 11:30:00 午後,26.744,,,,,
32,11/10/22 12:00:00 午前,26.744,,,,,
33,11/10/22 12:30:00 午前,26.671,,,,,
34,11/10/22 01:00:00 午前,26.646,,,,,
35,11/10/22 01:30:00 午前,26.573,,,,,
36,11/10/22 02:00:00 午前,26.573,,,,,
37,11/10/22 02:30:00 午前,26.549,,,,,
38,11/10/22 03:00:00 午前,26.549,,,,,
39,11/10/22 03:30:00 午前,26.5,,,,,
40,11/10/22 04:00:00 午前,26.524,,,,,
41,11/10/22 04:30:00 午前,26.524,,,,,
42,11/10/22 05:00:00 午前,26.426,,,,,
43,11/10/22 05:30:00 午前,26.231,,,,,
44,11/10/22 06:00:00 午前,26.475,,,,,
45,11/10/22 06:30:00 午前,26.671,,,,,
46,11/10/22 07:00:00 午前,26.72,,,,,
47,11/10/22 07:30:00 午前,26.744,,,,,
48,11/10/22 08:00:00 午前,26.744,,,,,
49,11/10/22 08:30:00 午前,26.769,,,,,
50,11/10/22 09:00:00 午前,26.744,,,,,
51,11/10/22 09:30:00 午前,26.744,,,,,
52,11/10/22 10:00:00 午前,26.744,,,,,
53,11/10/22 10:30:00 午前,26.769,,,,,
54,11/10/22 11:00:00 午前,26.671,,,,,
55,11/10/22 11:30:00 午前,26.598,,,,,
56,11/10/22 12:00:00 午後,26.5,,,,,
57,11/10/22 12:30:00 午後,26.451,,,,,
58,11/10/22 01:00:00 午後,26.451,,,,,
59,11/10/22 01:30:00 午後,26.524,,,,,
60,11/10/22 02:00:00 午後,26.549,,,,,
61,11/10/22 02:30:00 午後,26.549,,,,,
62,11/10/22 03:00:00 午後,26.622,,,,,
63,11/10/22 03:30:00 午後,26.891,,,,,
64,11/10/22 04:00:00 午後,27.014,,,,,
65,11/10/22 04:30:00 午後,26.842,,,,,
66,11/10/22 05:00:00 午後,26.671,,,,,
67,11/10/22 05:30:00 午後,26.646,,,,,
68,11/10/22 06:00:00 午後,26.622,,,,,
69,11/10/22 06:30:00 午後,26.598,,,,,
70,11/10/22 07:00:00 午後,26.598,,,,,
