プロット タイトル: site21_spot013_2023,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054305, SEN S/N: 20054305, LBL: ℃)",カプラー取り外し (LGR S/N: 20054305),カプラー取り付け (LGR S/N: 20054305),ホスト接続 (LGR S/N: 20054305),停止済み (LGR S/N: 20054305),ファイルの終わり (LGR S/N: 20054305)
525,01/01/23 06:00:00 午前,17.677,,,,,
526,01/01/23 07:00:00 午前,17.605,,,,,
527,01/01/23 08:00:00 午前,17.558,,,,,
528,01/01/23 09:00:00 午前,17.605,,,,,
529,01/01/23 10:00:00 午前,17.772,,,,,
530,01/01/23 11:00:00 午前,17.915,,,,,
531,01/01/23 12:00:00 午後,18.01,,,,,
532,01/01/23 01:00:00 午後,18.081,,,,,
533,01/01/23 02:00:00 午後,18.295,,,,,
534,01/01/23 03:00:00 午後,18.295,,,,,
535,01/01/23 04:00:00 午後,18.271,,,,,
536,01/01/23 05:00:00 午後,18.247,,,,,
537,01/01/23 06:00:00 午後,18.224,,,,,
538,01/01/23 07:00:00 午後,18.2,,,,,
539,01/01/23 08:00:00 午後,18.152,,,,,
540,01/01/23 09:00:00 午後,18.081,,,,,
541,01/01/23 10:00:00 午後,18.01,,,,,
542,01/01/23 11:00:00 午後,17.962,,,,,
543,01/02/23 12:00:00 午前,17.915,,,,,
544,01/02/23 01:00:00 午前,17.915,,,,,
545,01/02/23 02:00:00 午前,17.891,,,,,
546,01/02/23 03:00:00 午前,17.891,,,,,
547,01/02/23 04:00:00 午前,17.867,,,,,
548,01/02/23 05:00:00 午前,17.867,,,,,
549,01/02/23 06:00:00 午前,17.629,,,,,
550,01/02/23 07:00:00 午前,17.486,,,,,
551,01/02/23 08:00:00 午前,17.415,,,,,
552,01/02/23 09:00:00 午前,17.486,,,,,
553,01/02/23 10:00:00 午前,17.653,,,,,
554,01/02/23 11:00:00 午前,17.582,,,,,
555,01/02/23 12:00:00 午後,17.677,,,,,
556,01/02/23 01:00:00 午後,17.701,,,,,
557,01/02/23 02:00:00 午後,17.724,,,,,
558,01/02/23 03:00:00 午後,17.796,,,,,
559,01/02/23 04:00:00 午後,17.772,,,,,
560,01/02/23 05:00:00 午後,17.748,,,,,
561,01/02/23 06:00:00 午後,17.677,,,,,
562,01/02/23 07:00:00 午後,17.677,,,,,
563,01/02/23 08:00:00 午後,17.653,,,,,
564,01/02/23 09:00:00 午後,17.582,,,,,
565,01/02/23 10:00:00 午後,17.534,,,,,
566,01/02/23 11:00:00 午後,17.534,,,,,
567,01/03/23 12:00:00 午前,17.558,,,,,
568,01/03/23 01:00:00 午前,17.51,,,,,
569,01/03/23 02:00:00 午前,17.463,,,,,
570,01/03/23 03:00:00 午前,17.629,,,,,
571,01/03/23 04:00:00 午前,17.843,,,,,
572,01/03/23 05:00:00 午前,17.986,,,,,
573,01/03/23 06:00:00 午前,17.962,,,,,
574,01/03/23 07:00:00 午前,18.105,,,,,
575,01/03/23 08:00:00 午前,18.105,,,,,
576,01/03/23 09:00:00 午前,18.105,,,,,
577,01/03/23 10:00:00 午前,18.176,,,,,
578,01/03/23 11:00:00 午前,18.39,,,,,
579,01/03/23 12:00:00 午後,18.129,,,,,
580,01/03/23 01:00:00 午後,18.176,,,,,
581,01/03/23 02:00:00 午後,18.533,,,,,
582,01/03/23 03:00:00 午後,18.604,,,,,
583,01/03/23 04:00:00 午後,18.58,,,,,
584,01/03/23 05:00:00 午後,18.557,,,,,
585,01/03/23 06:00:00 午後,18.58,,,,,
586,01/03/23 07:00:00 午後,18.604,,,,,
587,01/03/23 08:00:00 午後,18.438,,,,,
588,01/03/23 09:00:00 午後,18.271,,,,,
589,01/03/23 10:00:00 午後,18.461,,,,,
590,01/03/23 11:00:00 午後,18.628,,,,,
591,01/04/23 12:00:00 午前,18.557,,,,,
592,01/04/23 01:00:00 午前,18.414,,,,,
593,01/04/23 02:00:00 午前,18.533,,,,,
594,01/04/23 03:00:00 午前,18.58,,,,,
595,01/04/23 04:00:00 午前,18.58,,,,,
596,01/04/23 05:00:00 午前,18.58,,,,,
597,01/04/23 06:00:00 午前,18.58,,,,,
598,01/04/23 07:00:00 午前,18.247,,,,,
599,01/04/23 08:00:00 午前,18.58,,,,,
600,01/04/23 09:00:00 午前,18.247,,,,,
601,01/04/23 10:00:00 午前,18.343,,,,,
602,01/04/23 11:00:00 午前,18.604,,,,,
603,01/04/23 12:00:00 午後,18.58,,,,,
604,01/04/23 01:00:00 午後,18.557,,,,,
605,01/04/23 02:00:00 午後,18.557,,,,,
606,01/04/23 03:00:00 午後,18.509,,,,,
607,01/04/23 04:00:00 午後,18.438,,,,,
608,01/04/23 05:00:00 午後,18.414,,,,,
609,01/04/23 06:00:00 午後,18.438,,,,,
610,01/04/23 07:00:00 午後,18.295,,,,,
611,01/04/23 08:00:00 午後,18.343,,,,,
612,01/04/23 09:00:00 午後,18.2,,,,,
613,01/04/23 10:00:00 午後,17.962,,,,,
614,01/04/23 11:00:00 午後,18.105,,,,,
615,01/05/23 12:00:00 午前,18.057,,,,,
616,01/05/23 01:00:00 午前,18.033,,,,,
617,01/05/23 02:00:00 午前,18.033,,,,,
618,01/05/23 03:00:00 午前,17.962,,,,,
619,01/05/23 04:00:00 午前,17.915,,,,,
620,01/05/23 05:00:00 午前,17.891,,,,,
621,01/05/23 06:00:00 午前,17.772,,,,,
622,01/05/23 07:00:00 午前,17.724,,,,,
623,01/05/23 08:00:00 午前,17.796,,,,,
624,01/05/23 09:00:00 午前,18.224,,,,,
625,01/05/23 10:00:00 午前,18.224,,,,,
626,01/05/23 11:00:00 午前,18.033,,,,,
627,01/05/23 12:00:00 午後,18.081,,,,,
628,01/05/23 01:00:00 午後,18.081,,,,,
629,01/05/23 02:00:00 午後,18.105,,,,,
630,01/05/23 03:00:00 午後,18.152,,,,,
631,01/05/23 04:00:00 午後,18.129,,,,,
632,01/05/23 05:00:00 午後,18.057,,,,,
633,01/05/23 06:00:00 午後,17.938,,,,,
634,01/05/23 07:00:00 午後,17.915,,,,,
635,01/05/23 08:00:00 午後,17.867,,,,,
636,01/05/23 09:00:00 午後,17.891,,,,,
637,01/05/23 10:00:00 午後,17.653,,,,,
638,01/05/23 11:00:00 午後,17.677,,,,,
639,01/06/23 12:00:00 午前,17.701,,,,,
640,01/06/23 01:00:00 午前,17.582,,,,,
641,01/06/23 02:00:00 午前,17.582,,,,,
642,01/06/23 03:00:00 午前,17.486,,,,,
643,01/06/23 04:00:00 午前,17.486,,,,,
644,01/06/23 05:00:00 午前,17.534,,,,,
645,01/06/23 06:00:00 午前,17.534,,,,,
646,01/06/23 07:00:00 午前,17.677,,,,,
647,01/06/23 08:00:00 午前,17.748,,,,,
648,01/06/23 09:00:00 午前,17.772,,,,,
649,01/06/23 10:00:00 午前,17.391,,,,,
650,01/06/23 11:00:00 午前,17.391,,,,,
651,01/06/23 12:00:00 午後,17.486,,,,,
652,01/06/23 01:00:00 午後,17.629,,,,,
653,01/06/23 02:00:00 午後,17.701,,,,,
654,01/06/23 03:00:00 午後,17.724,,,,,
655,01/06/23 04:00:00 午後,17.986,,,,,
656,01/06/23 05:00:00 午後,17.962,,,,,
657,01/06/23 06:00:00 午後,17.986,,,,,
658,01/06/23 07:00:00 午後,17.986,,,,,
659,01/06/23 08:00:00 午後,17.819,,,,,
660,01/06/23 09:00:00 午後,17.796,,,,,
661,01/06/23 10:00:00 午後,17.605,,,,,
662,01/06/23 11:00:00 午後,17.677,,,,,
663,01/07/23 12:00:00 午前,17.724,,,,,
664,01/07/23 01:00:00 午前,17.677,,,,,
665,01/07/23 02:00:00 午前,17.605,,,,,
666,01/07/23 03:00:00 午前,17.558,,,,,
667,01/07/23 04:00:00 午前,17.486,,,,,
668,01/07/23 05:00:00 午前,17.463,,,,,
669,01/07/23 06:00:00 午前,17.463,,,,,
670,01/07/23 07:00:00 午前,17.51,,,,,
671,01/07/23 08:00:00 午前,17.558,,,,,
672,01/07/23 09:00:00 午前,17.582,,,,,
673,01/07/23 10:00:00 午前,17.558,,,,,
674,01/07/23 11:00:00 午前,17.724,,,,,
675,01/07/23 12:00:00 午後,17.772,,,,,
676,01/07/23 01:00:00 午後,17.772,,,,,
677,01/07/23 02:00:00 午後,17.724,,,,,
678,01/07/23 03:00:00 午後,17.724,,,,,
679,01/07/23 04:00:00 午後,17.819,,,,,
680,01/07/23 05:00:00 午後,17.891,,,,,
681,01/07/23 06:00:00 午後,17.867,,,,,
682,01/07/23 07:00:00 午後,17.891,,,,,
683,01/07/23 08:00:00 午後,17.986,,,,,
684,01/07/23 09:00:00 午後,17.748,,,,,
685,01/07/23 10:00:00 午後,17.605,,,,,
686,01/07/23 11:00:00 午後,17.629,,,,,
687,01/08/23 12:00:00 午前,17.915,,,,,
688,01/08/23 01:00:00 午前,17.915,,,,,
689,01/08/23 02:00:00 午前,17.819,,,,,
690,01/08/23 03:00:00 午前,17.653,,,,,
691,01/08/23 04:00:00 午前,17.629,,,,,
692,01/08/23 05:00:00 午前,17.677,,,,,
693,01/08/23 06:00:00 午前,17.558,,,,,
694,01/08/23 07:00:00 午前,17.558,,,,,
695,01/08/23 08:00:00 午前,17.51,,,,,
696,01/08/23 09:00:00 午前,17.439,,,,,
697,01/08/23 10:00:00 午前,17.724,,,,,
698,01/08/23 11:00:00 午前,17.915,,,,,
699,01/08/23 12:00:00 午後,18.033,,,,,
700,01/08/23 01:00:00 午後,18.152,,,,,
701,01/08/23 02:00:00 午後,18.461,,,,,
702,01/08/23 03:00:00 午後,18.39,,,,,
703,01/08/23 04:00:00 午後,18.461,,,,,
704,01/08/23 05:00:00 午後,18.414,,,,,
705,01/08/23 06:00:00 午後,18.39,,,,,
706,01/08/23 07:00:00 午後,18.343,,,,,
707,01/08/23 08:00:00 午後,18.319,,,,,
708,01/08/23 09:00:00 午後,18.271,,,,,
709,01/08/23 10:00:00 午後,18.152,,,,,
710,01/08/23 11:00:00 午後,18.152,,,,,
711,01/09/23 12:00:00 午前,18.105,,,,,
712,01/09/23 01:00:00 午前,18.081,,,,,
713,01/09/23 02:00:00 午前,18.01,,,,,
714,01/09/23 03:00:00 午前,18.081,,,,,
715,01/09/23 04:00:00 午前,18.033,,,,,
716,01/09/23 05:00:00 午前,18.057,,,,,
717,01/09/23 06:00:00 午前,18.105,,,,,
718,01/09/23 07:00:00 午前,18.057,,,,,
719,01/09/23 08:00:00 午前,18.033,,,,,
720,01/09/23 09:00:00 午前,18.01,,,,,
721,01/09/23 10:00:00 午前,17.915,,,,,
722,01/09/23 11:00:00 午前,17.772,,,,,
723,01/09/23 12:00:00 午後,17.891,,,,,
724,01/09/23 01:00:00 午後,18.081,,,,,
725,01/09/23 02:00:00 午後,18.247,,,,,
726,01/09/23 03:00:00 午後,18.485,,,,,
727,01/09/23 04:00:00 午後,18.509,,,,,
728,01/09/23 05:00:00 午後,18.414,,,,,
729,01/09/23 06:00:00 午後,18.152,,,,,
730,01/09/23 07:00:00 午後,18.224,,,,,
731,01/09/23 08:00:00 午後,18.2,,,,,
732,01/09/23 09:00:00 午後,18.057,,,,,
733,01/09/23 10:00:00 午後,18.01,,,,,
734,01/09/23 11:00:00 午後,18.01,,,,,
735,01/10/23 12:00:00 午前,18.01,,,,,
736,01/10/23 01:00:00 午前,17.915,,,,,
737,01/10/23 02:00:00 午前,17.986,,,,,
738,01/10/23 03:00:00 午前,17.962,,,,,
739,01/10/23 04:00:00 午前,17.938,,,,,
740,01/10/23 05:00:00 午前,17.843,,,,,
741,01/10/23 06:00:00 午前,17.867,,,,,
742,01/10/23 07:00:00 午前,17.819,,,,,
743,01/10/23 08:00:00 午前,17.867,,,,,
744,01/10/23 09:00:00 午前,17.772,,,,,
745,01/10/23 10:00:00 午前,17.701,,,,,
746,01/10/23 11:00:00 午前,17.915,,,,,
747,01/10/23 12:00:00 午後,18.2,,,,,
748,01/10/23 01:00:00 午後,18.438,,,,,
749,01/10/23 02:00:00 午後,18.129,,,,,
750,01/10/23 03:00:00 午後,18.152,,,,,
751,01/10/23 04:00:00 午後,18.176,,,,,
752,01/10/23 05:00:00 午後,18.224,,,,,
753,01/10/23 06:00:00 午後,18.247,,,,,
754,01/10/23 07:00:00 午後,18.224,,,,,
755,01/10/23 08:00:00 午後,18.152,,,,,
756,01/10/23 09:00:00 午後,18.152,,,,,
757,01/10/23 10:00:00 午後,18.247,,,,,
758,01/10/23 11:00:00 午後,18.224,,,,,
759,01/11/23 12:00:00 午前,18.152,,,,,
760,01/11/23 01:00:00 午前,18.057,,,,,
761,01/11/23 02:00:00 午前,17.986,,,,,
762,01/11/23 03:00:00 午前,17.891,,,,,
763,01/11/23 04:00:00 午前,17.724,,,,,
764,01/11/23 05:00:00 午前,17.653,,,,,
765,01/11/23 06:00:00 午前,17.677,,,,,
766,01/11/23 07:00:00 午前,17.629,,,,,
767,01/11/23 08:00:00 午前,17.629,,,,,
768,01/11/23 09:00:00 午前,17.629,,,,,
769,01/11/23 10:00:00 午前,17.653,,,,,
770,01/11/23 11:00:00 午前,17.677,,,,,
771,01/11/23 12:00:00 午後,17.677,,,,,
772,01/11/23 01:00:00 午後,18.105,,,,,
773,01/11/23 02:00:00 午後,18.224,,,,,
774,01/11/23 03:00:00 午後,18.224,,,,,
775,01/11/23 04:00:00 午後,18.2,,,,,
776,01/11/23 05:00:00 午後,18.033,,,,,
777,01/11/23 06:00:00 午後,17.986,,,,,
778,01/11/23 07:00:00 午後,17.938,,,,,
779,01/11/23 08:00:00 午後,17.915,,,,,
780,01/11/23 09:00:00 午後,17.796,,,,,
781,01/11/23 10:00:00 午後,17.724,,,,,
782,01/11/23 11:00:00 午後,17.772,,,,,
783,01/12/23 12:00:00 午前,17.819,,,,,
784,01/12/23 01:00:00 午前,18.01,,,,,
785,01/12/23 02:00:00 午前,18.2,,,,,
786,01/12/23 03:00:00 午前,18.557,,,,,
787,01/12/23 04:00:00 午前,18.699,,,,,
788,01/12/23 05:00:00 午前,18.771,,,,,
789,01/12/23 06:00:00 午前,18.794,,,,,
790,01/12/23 07:00:00 午前,18.723,,,,,
791,01/12/23 08:00:00 午前,19.151,,,,,
792,01/12/23 09:00:00 午前,19.222,,,,,
793,01/12/23 10:00:00 午前,18.794,,,,,
794,01/12/23 11:00:00 午前,19.413,,,,,
795,01/12/23 12:00:00 午後,19.651,,,,,
796,01/12/23 01:00:00 午後,19.698,,,,,
797,01/12/23 02:00:00 午後,19.508,,,,,
798,01/12/23 03:00:00 午後,19.484,,,,,
799,01/12/23 04:00:00 午後,19.484,,,,,
800,01/12/23 05:00:00 午後,19.508,,,,,
801,01/12/23 06:00:00 午後,19.508,,,,,
802,01/12/23 07:00:00 午後,19.484,,,,,
803,01/12/23 08:00:00 午後,19.484,,,,,
804,01/12/23 09:00:00 午後,19.46,,,,,
805,01/12/23 10:00:00 午後,19.246,,,,,
806,01/12/23 11:00:00 午後,19.318,,,,,
807,01/13/23 12:00:00 午前,19.246,,,,,
808,01/13/23 01:00:00 午前,19.175,,,,,
809,01/13/23 02:00:00 午前,19.151,,,,,
810,01/13/23 03:00:00 午前,19.175,,,,,
811,01/13/23 04:00:00 午前,19.222,,,,,
812,01/13/23 05:00:00 午前,19.199,,,,,
813,01/13/23 06:00:00 午前,19.151,,,,,
814,01/13/23 07:00:00 午前,19.222,,,,,
815,01/13/23 08:00:00 午前,19.222,,,,,
816,01/13/23 09:00:00 午前,19.246,,,,,
817,01/13/23 10:00:00 午前,19.222,,,,,
818,01/13/23 11:00:00 午前,19.27,,,,,
819,01/13/23 12:00:00 午後,19.246,,,,,
820,01/13/23 01:00:00 午後,19.246,,,,,
821,01/13/23 02:00:00 午後,19.389,,,,,
822,01/13/23 03:00:00 午後,19.436,,,,,
823,01/13/23 04:00:00 午後,19.436,,,,,
824,01/13/23 05:00:00 午後,19.436,,,,,
825,01/13/23 06:00:00 午後,19.436,,,,,
826,01/13/23 07:00:00 午後,19.389,,,,,
827,01/13/23 08:00:00 午後,19.365,,,,,
828,01/13/23 09:00:00 午後,19.294,,,,,
829,01/13/23 10:00:00 午後,19.294,,,,,
830,01/13/23 11:00:00 午後,19.246,,,,,
831,01/14/23 12:00:00 午前,19.318,,,,,
832,01/14/23 01:00:00 午前,19.199,,,,,
833,01/14/23 02:00:00 午前,19.175,,,,,
834,01/14/23 03:00:00 午前,19.199,,,,,
835,01/14/23 04:00:00 午前,19.246,,,,,
836,01/14/23 05:00:00 午前,19.199,,,,,
837,01/14/23 06:00:00 午前,19.222,,,,,
838,01/14/23 07:00:00 午前,19.246,,,,,
839,01/14/23 08:00:00 午前,19.27,,,,,
840,01/14/23 09:00:00 午前,19.46,,,,,
841,01/14/23 10:00:00 午前,19.436,,,,,
842,01/14/23 11:00:00 午前,19.389,,,,,
843,01/14/23 12:00:00 午後,19.389,,,,,
844,01/14/23 01:00:00 午後,19.508,,,,,
845,01/14/23 02:00:00 午後,19.508,,,,,
846,01/14/23 03:00:00 午後,19.532,,,,,
847,01/14/23 04:00:00 午後,19.532,,,,,
848,01/14/23 05:00:00 午後,19.532,,,,,
849,01/14/23 06:00:00 午後,19.532,,,,,
850,01/14/23 07:00:00 午後,19.508,,,,,
851,01/14/23 08:00:00 午後,19.46,,,,,
852,01/14/23 09:00:00 午後,19.436,,,,,
853,01/14/23 10:00:00 午後,19.436,,,,,
854,01/14/23 11:00:00 午後,19.436,,,,,
855,01/15/23 12:00:00 午前,19.46,,,,,
856,01/15/23 01:00:00 午前,19.46,,,,,
857,01/15/23 02:00:00 午前,19.46,,,,,
858,01/15/23 03:00:00 午前,19.484,,,,,
859,01/15/23 04:00:00 午前,19.46,,,,,
860,01/15/23 05:00:00 午前,19.46,,,,,
861,01/15/23 06:00:00 午前,19.436,,,,,
862,01/15/23 07:00:00 午前,19.389,,,,,
863,01/15/23 08:00:00 午前,19.365,,,,,
864,01/15/23 09:00:00 午前,19.365,,,,,
865,01/15/23 10:00:00 午前,19.389,,,,,
866,01/15/23 11:00:00 午前,19.436,,,,,
867,01/15/23 12:00:00 午後,19.46,,,,,
868,01/15/23 01:00:00 午後,19.46,,,,,
869,01/15/23 02:00:00 午後,19.46,,,,,
870,01/15/23 03:00:00 午後,19.46,,,,,
871,01/15/23 04:00:00 午後,19.436,,,,,
872,01/15/23 05:00:00 午後,19.46,,,,,
873,01/15/23 06:00:00 午後,19.46,,,,,
874,01/15/23 07:00:00 午後,19.436,,,,,
875,01/15/23 08:00:00 午後,19.436,,,,,
876,01/15/23 09:00:00 午後,19.436,,,,,
877,01/15/23 10:00:00 午後,19.436,,,,,
878,01/15/23 11:00:00 午後,19.436,,,,,
879,01/16/23 12:00:00 午前,19.365,,,,,
880,01/16/23 01:00:00 午前,19.365,,,,,
881,01/16/23 02:00:00 午前,19.199,,,,,
882,01/16/23 03:00:00 午前,19.127,,,,,
883,01/16/23 04:00:00 午前,19.175,,,,,
884,01/16/23 05:00:00 午前,19.175,,,,,
885,01/16/23 06:00:00 午前,19.199,,,,,
886,01/16/23 07:00:00 午前,19.175,,,,,
887,01/16/23 08:00:00 午前,19.199,,,,,
888,01/16/23 09:00:00 午前,19.199,,,,,
889,01/16/23 10:00:00 午前,19.103,,,,,
890,01/16/23 11:00:00 午前,19.008,,,,,
891,01/16/23 12:00:00 午後,18.961,,,,,
892,01/16/23 01:00:00 午後,19.008,,,,,
893,01/16/23 02:00:00 午後,19.056,,,,,
894,01/16/23 03:00:00 午後,19.032,,,,,
895,01/16/23 04:00:00 午後,19.008,,,,,
896,01/16/23 05:00:00 午後,18.985,,,,,
897,01/16/23 06:00:00 午後,18.818,,,,,
898,01/16/23 07:00:00 午後,18.866,,,,,
899,01/16/23 08:00:00 午後,18.842,,,,,
900,01/16/23 09:00:00 午後,18.866,,,,,
901,01/16/23 10:00:00 午後,18.866,,,,,
902,01/16/23 11:00:00 午後,18.794,,,,,
903,01/17/23 12:00:00 午前,18.747,,,,,
904,01/17/23 01:00:00 午前,18.652,,,,,
905,01/17/23 02:00:00 午前,18.39,,,,,
906,01/17/23 03:00:00 午前,18.414,,,,,
907,01/17/23 04:00:00 午前,18.319,,,,,
908,01/17/23 05:00:00 午前,18.271,,,,,
909,01/17/23 06:00:00 午前,18.224,,,,,
910,01/17/23 07:00:00 午前,18.533,,,,,
911,01/17/23 08:00:00 午前,18.438,,,,,
912,01/17/23 09:00:00 午前,18.343,,,,,
913,01/17/23 10:00:00 午前,18.366,,,,,
914,01/17/23 11:00:00 午前,18.295,,,,,
915,01/17/23 12:00:00 午後,18.343,,,,,
916,01/17/23 01:00:00 午後,18.39,,,,,
917,01/17/23 02:00:00 午後,18.39,,,,,
918,01/17/23 03:00:00 午後,18.414,,,,,
919,01/17/23 04:00:00 午後,18.39,,,,,
920,01/17/23 05:00:00 午後,18.438,,,,,
921,01/17/23 06:00:00 午後,18.461,,,,,
922,01/17/23 07:00:00 午後,18.461,,,,,
923,01/17/23 08:00:00 午後,18.461,,,,,
924,01/17/23 09:00:00 午後,18.438,,,,,
925,01/17/23 10:00:00 午後,18.438,,,,,
926,01/17/23 11:00:00 午後,18.343,,,,,
927,01/18/23 12:00:00 午前,18.343,,,,,
928,01/18/23 01:00:00 午前,18.343,,,,,
929,01/18/23 02:00:00 午前,18.319,,,,,
930,01/18/23 03:00:00 午前,18.319,,,,,
931,01/18/23 04:00:00 午前,18.343,,,,,
932,01/18/23 05:00:00 午前,18.319,,,,,
933,01/18/23 06:00:00 午前,18.295,,,,,
934,01/18/23 07:00:00 午前,18.2,,,,,
935,01/18/23 08:00:00 午前,18.366,,,,,
936,01/18/23 09:00:00 午前,18.105,,,,,
937,01/18/23 10:00:00 午前,18.081,,,,,
938,01/18/23 11:00:00 午前,18.129,,,,,
939,01/18/23 12:00:00 午後,18.295,,,,,
940,01/18/23 01:00:00 午後,18.438,,,,,
941,01/18/23 02:00:00 午後,18.461,,,,,
942,01/18/23 03:00:00 午後,18.509,,,,,
943,01/18/23 04:00:00 午後,18.58,,,,,
944,01/18/23 05:00:00 午後,18.604,,,,,
945,01/18/23 06:00:00 午後,18.723,,,,,
946,01/18/23 07:00:00 午後,18.842,,,,,
947,01/18/23 08:00:00 午後,18.438,,,,,
948,01/18/23 09:00:00 午後,18.628,,,,,
949,01/18/23 10:00:00 午後,18.604,,,,,
950,01/18/23 11:00:00 午後,18.557,,,,,
951,01/19/23 12:00:00 午前,18.438,,,,,
952,01/19/23 01:00:00 午前,18.319,,,,,
953,01/19/23 02:00:00 午前,18.271,,,,,
954,01/19/23 03:00:00 午前,18.2,,,,,
955,01/19/23 04:00:00 午前,18.176,,,,,
956,01/19/23 05:00:00 午前,18.319,,,,,
957,01/19/23 06:00:00 午前,18.295,,,,,
958,01/19/23 07:00:00 午前,18.057,,,,,
959,01/19/23 08:00:00 午前,18.152,,,,,
960,01/19/23 09:00:00 午前,18.176,,,,,
961,01/19/23 10:00:00 午前,18.105,,,,,
962,01/19/23 11:00:00 午前,18.295,,,,,
963,01/19/23 12:00:00 午後,18.366,,,,,
964,01/19/23 01:00:00 午後,18.39,,,,,
965,01/19/23 02:00:00 午後,18.271,,,,,
966,01/19/23 03:00:00 午後,18.438,,,,,
967,01/19/23 04:00:00 午後,18.533,,,,,
968,01/19/23 05:00:00 午後,18.485,,,,,
969,01/19/23 06:00:00 午後,18.557,,,,,
970,01/19/23 07:00:00 午後,18.58,,,,,
971,01/19/23 08:00:00 午後,18.58,,,,,
972,01/19/23 09:00:00 午後,18.485,,,,,
973,01/19/23 10:00:00 午後,18.224,,,,,
974,01/19/23 11:00:00 午後,18.247,,,,,
975,01/20/23 12:00:00 午前,18.295,,,,,
976,01/20/23 01:00:00 午前,18.319,,,,,
977,01/20/23 02:00:00 午前,18.39,,,,,
978,01/20/23 03:00:00 午前,18.39,,,,,
979,01/20/23 04:00:00 午前,18.438,,,,,
980,01/20/23 05:00:00 午前,18.39,,,,,
981,01/20/23 06:00:00 午前,18.39,,,,,
982,01/20/23 07:00:00 午前,18.39,,,,,
983,01/20/23 08:00:00 午前,18.271,,,,,
984,01/20/23 09:00:00 午前,18.2,,,,,
985,01/20/23 10:00:00 午前,18.152,,,,,
986,01/20/23 11:00:00 午前,18.39,,,,,
987,01/20/23 12:00:00 午後,18.129,,,,,
988,01/20/23 01:00:00 午後,18.105,,,,,
989,01/20/23 02:00:00 午後,18.224,,,,,
990,01/20/23 03:00:00 午後,18.343,,,,,
991,01/20/23 04:00:00 午後,18.295,,,,,
992,01/20/23 05:00:00 午後,18.271,,,,,
993,01/20/23 06:00:00 午後,18.224,,,,,
994,01/20/23 07:00:00 午後,18.176,,,,,
995,01/20/23 08:00:00 午後,18.224,,,,,
996,01/20/23 09:00:00 午後,18.176,,,,,
997,01/20/23 10:00:00 午後,18.129,,,,,
998,01/20/23 11:00:00 午後,18.033,,,,,
999,01/21/23 12:00:00 午前,17.915,,,,,
1000,01/21/23 01:00:00 午前,17.558,,,,,
1001,01/21/23 02:00:00 午前,17.558,,,,,
1002,01/21/23 03:00:00 午前,17.51,,,,,
1003,01/21/23 04:00:00 午前,17.534,,,,,
1004,01/21/23 05:00:00 午前,17.629,,,,,
1005,01/21/23 06:00:00 午前,17.582,,,,,
1006,01/21/23 07:00:00 午前,17.701,,,,,
1007,01/21/23 08:00:00 午前,17.962,,,,,
1008,01/21/23 09:00:00 午前,18.01,,,,,
1009,01/21/23 10:00:00 午前,18.152,,,,,
1010,01/21/23 11:00:00 午前,18.152,,,,,
1011,01/21/23 12:00:00 午後,18.129,,,,,
1012,01/21/23 01:00:00 午後,18.033,,,,,
1013,01/21/23 02:00:00 午後,18.057,,,,,
1014,01/21/23 03:00:00 午後,18.129,,,,,
1015,01/21/23 04:00:00 午後,18.152,,,,,
1016,01/21/23 05:00:00 午後,18.152,,,,,
1017,01/21/23 06:00:00 午後,18.129,,,,,
1018,01/21/23 07:00:00 午後,18.057,,,,,
1019,01/21/23 08:00:00 午後,17.986,,,,,
1020,01/21/23 09:00:00 午後,18.081,,,,,
1021,01/21/23 10:00:00 午後,17.843,,,,,
1022,01/21/23 11:00:00 午後,17.796,,,,,
1023,01/22/23 12:00:00 午前,17.724,,,,,
1024,01/22/23 01:00:00 午前,17.701,,,,,
1025,01/22/23 02:00:00 午前,17.653,,,,,
1026,01/22/23 03:00:00 午前,17.605,,,,,
1027,01/22/23 04:00:00 午前,17.605,,,,,
1028,01/22/23 05:00:00 午前,17.558,,,,,
1029,01/22/23 06:00:00 午前,17.558,,,,,
1030,01/22/23 07:00:00 午前,17.653,,,,,
1031,01/22/23 08:00:00 午前,17.701,,,,,
1032,01/22/23 09:00:00 午前,17.677,,,,,
1033,01/22/23 10:00:00 午前,17.915,,,,,
1034,01/22/23 11:00:00 午前,18.129,,,,,
1035,01/22/23 12:00:00 午後,18.224,,,,,
1036,01/22/23 01:00:00 午後,18.129,,,,,
1037,01/22/23 02:00:00 午後,18.105,,,,,
1038,01/22/23 03:00:00 午後,18.129,,,,,
1039,01/22/23 04:00:00 午後,18.105,,,,,
1040,01/22/23 05:00:00 午後,18.01,,,,,
1041,01/22/23 06:00:00 午後,18.057,,,,,
1042,01/22/23 07:00:00 午後,18.033,,,,,
1043,01/22/23 08:00:00 午後,18.01,,,,,
1044,01/22/23 09:00:00 午後,17.962,,,,,
1045,01/22/23 10:00:00 午後,17.938,,,,,
1046,01/22/23 11:00:00 午後,18.033,,,,,
1047,01/23/23 12:00:00 午前,17.843,,,,,
1048,01/23/23 01:00:00 午前,17.819,,,,,
1049,01/23/23 02:00:00 午前,17.772,,,,,
1050,01/23/23 03:00:00 午前,17.796,,,,,
1051,01/23/23 04:00:00 午前,17.796,,,,,
1052,01/23/23 05:00:00 午前,17.748,,,,,
1053,01/23/23 06:00:00 午前,17.748,,,,,
