プロット タイトル: site17_spot126_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155734, SEN S/N: 21155734)",カプラー取り外し (LGR S/N: 21155734),カプラー取り付け (LGR S/N: 21155734),ホスト接続 (LGR S/N: 21155734),停止済み (LGR S/N: 21155734),ファイルの終わり (LGR S/N: 21155734)
1,11/08/22 08:00:00 午前,25.04,記録,,,,
2,11/08/22 09:00:00 午前,25.065,,,,,
3,11/08/22 10:00:00 午前,26.256,,,,,
4,11/08/22 11:00:00 午前,27.505,,,,,
5,11/08/22 12:00:00 午後,27.924,,,,,
6,11/08/22 01:00:00 午後,27.53,,,,,
7,11/08/22 02:00:00 午後,26.744,,,,,
8,11/08/22 03:00:00 午後,26.695,,,,,
9,11/08/22 04:00:00 午後,26.256,,,,,
10,11/08/22 05:00:00 午後,24.484,,,,,
11,11/08/22 06:00:00 午後,24.992,,,,,
12,11/08/22 07:00:00 午後,25.113,,,,,
13,11/08/22 08:00:00 午後,25.113,,,,,
14,11/08/22 09:00:00 午後,25.065,,,,,
15,11/08/22 10:00:00 午後,24.944,,,,,
16,11/08/22 11:00:00 午後,24.774,,,,,
17,11/09/22 12:00:00 午前,24.823,,,,,
18,11/09/22 01:00:00 午前,24.919,,,,,
19,11/09/22 02:00:00 午前,25.065,,,,,
20,11/09/22 03:00:00 午前,25.113,,,,,
21,11/09/22 04:00:00 午前,25.137,,,,,
22,11/09/22 05:00:00 午前,24.944,,,,,
23,11/09/22 06:00:00 午前,24.195,,,,,
24,11/09/22 07:00:00 午前,23.761,,,,,
25,11/09/22 08:00:00 午前,25.016,,,,,
26,11/09/22 09:00:00 午前,25.283,,,,,
27,11/09/22 10:00:00 午前,26.769,,,,,
28,11/09/22 11:00:00 午前,26.842,,,,,
29,11/09/22 12:00:00 午後,26.695,,,,,
30,11/09/22 01:00:00 午後,26.72,,,,,
31,11/09/22 02:00:00 午後,26.891,,,,,
32,11/09/22 03:00:00 午後,26.916,,,,,
33,11/09/22 04:00:00 午後,26.867,,,,,
34,11/09/22 05:00:00 午後,26.867,,,,,
35,11/09/22 06:00:00 午後,26.842,,,,,
36,11/09/22 07:00:00 午後,26.867,,,,,
37,11/09/22 08:00:00 午後,26.842,,,,,
38,11/09/22 09:00:00 午後,26.818,,,,,
39,11/09/22 10:00:00 午後,26.867,,,,,
40,11/09/22 11:00:00 午後,26.867,,,,,
