プロット タイトル: site03_spot013_2022,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 10938067, SEN S/N: 10938067)",カプラー取り外し (LGR S/N: 10938067),カプラー取り付け (LGR S/N: 10938067),ホスト接続 (LGR S/N: 10938067),停止済み (LGR S/N: 10938067),ファイルの終わり (LGR S/N: 10938067)
1,10/03/21 12:00:00 午後,30.95,記録,,,,
2,10/03/21 01:00:00 午後,30.066,,,,,
3,10/03/21 02:00:00 午後,29.815,,,,,
4,10/03/21 03:00:00 午後,29.79,,,,,
5,10/03/21 04:00:00 午後,29.215,,,,,
6,10/03/21 05:00:00 午後,28.642,,,,,
7,10/03/21 06:00:00 午後,27.727,,,,,
8,10/03/21 07:00:00 午後,27.382,,,,,
9,10/03/21 08:00:00 午後,27.308,,,,,
10,10/03/21 09:00:00 午後,27.136,,,,,
11,10/03/21 10:00:00 午後,26.965,,,,,
12,10/03/21 11:00:00 午後,26.769,,,,,
13,10/04/21 12:00:00 午前,26.769,,,,,
14,10/04/21 01:00:00 午前,26.72,,,,,
15,10/04/21 02:00:00 午前,26.793,,,,,
16,10/04/21 03:00:00 午前,26.622,,,,,
17,10/04/21 04:00:00 午前,26.695,,,,,
18,10/04/21 05:00:00 午前,26.598,,,,,
19,10/04/21 06:00:00 午前,26.818,,,,,
20,10/04/21 07:00:00 午前,26.965,,,,,
21,10/04/21 08:00:00 午前,28.394,,,,,
22,10/04/21 09:00:00 午前,30.52,,,,,
23,10/04/21 10:00:00 午前,28.369,,,,,
24,10/04/21 11:00:00 午前,28.023,,,,,
25,10/04/21 12:00:00 午後,27.949,,,,,
26,10/04/21 01:00:00 午後,27.924,,,,,
27,10/04/21 02:00:00 午後,28.048,,,,,
28,10/04/21 03:00:00 午後,28.023,,,,,
29,10/04/21 04:00:00 午後,27.949,,,,,
30,10/04/21 05:00:00 午後,27.85,,,,,
31,10/04/21 06:00:00 午後,27.727,,,,,
32,10/04/21 07:00:00 午後,27.776,,,,,
33,10/04/21 08:00:00 午後,27.801,,,,,
34,10/04/21 09:00:00 午後,27.776,,,,,
35,10/04/21 10:00:00 午後,27.751,,,,,
36,10/04/21 11:00:00 午後,27.776,,,,,
37,10/05/21 12:00:00 午前,27.801,,,,,
38,10/05/21 01:00:00 午前,27.825,,,,,
39,10/05/21 02:00:00 午前,27.85,,,,,
40,10/05/21 03:00:00 午前,27.801,,,,,
41,10/05/21 04:00:00 午前,27.677,,,,,
42,10/05/21 05:00:00 午前,27.653,,,,,
43,10/05/21 06:00:00 午前,27.579,,,,,
44,10/05/21 07:00:00 午前,27.677,,,,,
45,10/05/21 08:00:00 午前,27.751,,,,,
46,10/05/21 09:00:00 午前,27.801,,,,,
47,10/05/21 10:00:00 午前,27.776,,,,,
48,10/05/21 11:00:00 午前,27.924,,,,,
49,10/05/21 12:00:00 午後,28.097,,,,,
50,10/05/21 01:00:00 午後,27.949,,,,,
51,10/05/21 02:00:00 午後,27.974,,,,,
52,10/05/21 03:00:00 午後,27.899,,,,,
53,10/05/21 04:00:00 午後,27.628,,,,,
54,10/05/21 05:00:00 午後,27.604,,,,,
55,10/05/21 06:00:00 午後,27.677,,,,,
56,10/05/21 07:00:00 午後,27.628,,,,,
57,10/05/21 08:00:00 午後,27.653,,,,,
58,10/05/21 09:00:00 午後,27.653,,,,,
59,10/05/21 10:00:00 午後,27.653,,,,,
60,10/05/21 11:00:00 午後,27.677,,,,,
61,10/06/21 12:00:00 午前,27.653,,,,,
62,10/06/21 01:00:00 午前,27.677,,,,,
63,10/06/21 02:00:00 午前,27.702,,,,,
64,10/06/21 03:00:00 午前,27.751,,,,,
65,10/06/21 04:00:00 午前,27.505,,,,,
66,10/06/21 05:00:00 午前,27.53,,,,,
67,10/06/21 06:00:00 午前,27.481,,,,,
68,10/06/21 07:00:00 午前,27.456,,,,,
69,10/06/21 08:00:00 午前,27.628,,,,,
70,10/06/21 09:00:00 午前,27.653,,,,,
71,10/06/21 10:00:00 午前,27.653,,,,,
72,10/06/21 11:00:00 午前,27.727,,,,,
73,10/06/21 12:00:00 午後,27.801,,,,,
74,10/06/21 01:00:00 午後,28.023,,,,,
75,10/06/21 02:00:00 午後,27.899,,,,,
76,10/06/21 03:00:00 午後,27.924,,,,,
77,10/06/21 04:00:00 午後,27.727,,,,,
78,10/06/21 05:00:00 午後,27.505,,,,,
79,10/06/21 06:00:00 午後,27.628,,,,,
80,10/06/21 07:00:00 午後,27.505,,,,,
81,10/06/21 08:00:00 午後,27.53,,,,,
82,10/06/21 09:00:00 午後,27.579,,,,,
83,10/06/21 10:00:00 午後,27.579,,,,,
84,10/06/21 11:00:00 午後,27.604,,,,,
85,10/07/21 12:00:00 午前,27.604,,,,,
86,10/07/21 01:00:00 午前,27.653,,,,,
87,10/07/21 02:00:00 午前,27.604,,,,,
88,10/07/21 03:00:00 午前,27.653,,,,,
89,10/07/21 04:00:00 午前,27.554,,,,,
90,10/07/21 05:00:00 午前,27.382,,,,,
91,10/07/21 06:00:00 午前,27.358,,,,,
92,10/07/21 07:00:00 午前,27.382,,,,,
93,10/07/21 08:00:00 午前,27.358,,,,,
94,10/07/21 09:00:00 午前,27.431,,,,,
95,10/07/21 10:00:00 午前,27.407,,,,,
96,10/07/21 11:00:00 午前,27.456,,,,,
97,10/07/21 12:00:00 午後,27.579,,,,,
98,10/07/21 01:00:00 午後,27.801,,,,,
99,10/07/21 02:00:00 午後,27.727,,,,,
100,10/07/21 03:00:00 午後,27.677,,,,,
101,10/07/21 04:00:00 午後,27.677,,,,,
102,10/07/21 05:00:00 午後,27.358,,,,,
103,10/07/21 06:00:00 午後,27.186,,,,,
104,10/07/21 07:00:00 午後,27.333,,,,,
105,10/07/21 08:00:00 午後,27.382,,,,,
106,10/07/21 09:00:00 午後,27.382,,,,,
107,10/07/21 10:00:00 午後,27.407,,,,,
108,10/07/21 11:00:00 午後,27.382,,,,,
109,10/08/21 12:00:00 午前,27.431,,,,,
110,10/08/21 01:00:00 午前,27.431,,,,,
111,10/08/21 02:00:00 午前,27.431,,,,,
112,10/08/21 03:00:00 午前,27.481,,,,,
113,10/08/21 04:00:00 午前,27.481,,,,,
114,10/08/21 05:00:00 午前,27.382,,,,,
115,10/08/21 06:00:00 午前,27.161,,,,,
116,10/08/21 07:00:00 午前,27.186,,,,,
117,10/08/21 08:00:00 午前,27.259,,,,,
118,10/08/21 09:00:00 午前,27.333,,,,,
119,10/08/21 10:00:00 午前,27.382,,,,,
120,10/08/21 11:00:00 午前,27.505,,,,,
121,10/08/21 12:00:00 午後,27.481,,,,,
122,10/08/21 01:00:00 午後,27.579,,,,,
123,10/08/21 02:00:00 午後,27.653,,,,,
