プロット タイトル: site05_spot014_2020,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20523064, SEN S/N: 20523064)",カプラー取り外し (LGR S/N: 20523064),カプラー取り付け (LGR S/N: 20523064),ホスト接続 (LGR S/N: 20523064),ファイルの終わり (LGR S/N: 20523064)
18797,10/21/20 02:00:00 午後,26.671,,,,
18798,10/21/20 02:30:00 午後,26.744,,,,
18799,10/21/20 03:00:00 午後,26.744,,,,
18800,10/21/20 03:30:00 午後,26.818,,,,
18801,10/21/20 04:00:00 午後,26.867,,,,
18802,10/21/20 04:30:00 午後,26.867,,,,
18803,10/21/20 05:00:00 午後,26.867,,,,
18804,10/21/20 05:30:00 午後,26.867,,,,
18805,10/21/20 06:00:00 午後,26.867,,,,
18806,10/21/20 06:30:00 午後,26.867,,,,
18807,10/21/20 07:00:00 午後,26.867,,,,
18808,10/21/20 07:30:00 午後,26.842,,,,
18809,10/21/20 08:00:00 午後,26.842,,,,
18810,10/21/20 08:30:00 午後,26.769,,,,
18811,10/21/20 09:00:00 午後,26.744,,,,
18812,10/21/20 09:30:00 午後,26.695,,,,
18813,10/21/20 10:00:00 午後,26.451,,,,
18814,10/21/20 10:30:00 午後,26.598,,,,
18815,10/21/20 11:00:00 午後,26.329,,,,
18816,10/21/20 11:30:00 午後,26.28,,,,
18817,10/22/20 12:00:00 午前,26.28,,,,
18818,10/22/20 12:30:00 午前,26.378,,,,
18819,10/22/20 01:00:00 午前,26.549,,,,
18820,10/22/20 01:30:00 午前,26.671,,,,
18821,10/22/20 02:00:00 午前,26.744,,,,
18822,10/22/20 02:30:00 午前,26.695,,,,
18823,10/22/20 03:00:00 午前,26.744,,,,
18824,10/22/20 03:30:00 午前,26.744,,,,
18825,10/22/20 04:00:00 午前,26.769,,,,
18826,10/22/20 04:30:00 午前,26.769,,,,
18827,10/22/20 05:00:00 午前,26.769,,,,
18828,10/22/20 05:30:00 午前,26.793,,,,
18829,10/22/20 06:00:00 午前,26.818,,,,
18830,10/22/20 06:30:00 午前,26.818,,,,
18831,10/22/20 07:00:00 午前,26.867,,,,
18832,10/22/20 07:30:00 午前,26.793,,,,
18833,10/22/20 08:00:00 午前,26.769,,,,
18834,10/22/20 08:30:00 午前,26.793,,,,
18835,10/22/20 09:00:00 午前,26.867,,,,
18836,10/22/20 09:30:00 午前,26.891,,,,
18837,10/22/20 10:00:00 午前,26.891,,,,
18838,10/22/20 10:30:00 午前,26.891,,,,
18839,10/22/20 11:00:00 午前,26.891,,,,
18840,10/22/20 11:30:00 午前,26.891,,,,
18841,10/22/20 12:00:00 午後,26.891,,,,
18842,10/22/20 12:30:00 午後,26.891,,,,
18843,10/22/20 01:00:00 午後,26.916,,,,
18844,10/22/20 01:30:00 午後,26.916,,,,
18845,10/22/20 02:00:00 午後,26.94,,,,
18846,10/22/20 02:30:00 午後,26.94,,,,
18847,10/22/20 03:00:00 午後,26.989,,,,
18848,10/22/20 03:30:00 午後,26.989,,,,
18849,10/22/20 04:00:00 午後,26.916,,,,
18850,10/22/20 04:30:00 午後,26.94,,,,
18851,10/22/20 05:00:00 午後,26.94,,,,
18852,10/22/20 05:30:00 午後,26.965,,,,
18853,10/22/20 06:00:00 午後,26.891,,,,
18854,10/22/20 06:30:00 午後,26.891,,,,
18855,10/22/20 07:00:00 午後,26.94,,,,
18856,10/22/20 07:30:00 午後,26.94,,,,
18857,10/22/20 08:00:00 午後,26.94,,,,
18858,10/22/20 08:30:00 午後,26.94,,,,
18859,10/22/20 09:00:00 午後,26.916,,,,
18860,10/22/20 09:30:00 午後,26.891,,,,
18861,10/22/20 10:00:00 午後,26.867,,,,
18862,10/22/20 10:30:00 午後,26.818,,,,
18863,10/22/20 11:00:00 午後,26.769,,,,
18864,10/22/20 11:30:00 午後,26.744,,,,
18865,10/23/20 12:00:00 午前,26.744,,,,
18866,10/23/20 12:30:00 午前,26.793,,,,
18867,10/23/20 01:00:00 午前,26.818,,,,
18868,10/23/20 01:30:00 午前,26.867,,,,
18869,10/23/20 02:00:00 午前,26.891,,,,
18870,10/23/20 02:30:00 午前,26.867,,,,
18871,10/23/20 03:00:00 午前,26.916,,,,
18872,10/23/20 03:30:00 午前,26.965,,,,
18873,10/23/20 04:00:00 午前,26.965,,,,
18874,10/23/20 04:30:00 午前,26.989,,,,
18875,10/23/20 05:00:00 午前,26.965,,,,
18876,10/23/20 05:30:00 午前,26.94,,,,
18877,10/23/20 06:00:00 午前,26.891,,,,
18878,10/23/20 06:30:00 午前,26.842,,,,
18879,10/23/20 07:00:00 午前,26.842,,,,
18880,10/23/20 07:30:00 午前,26.842,,,,
18881,10/23/20 08:00:00 午前,26.842,,,,
18882,10/23/20 08:30:00 午前,26.842,,,,
18883,10/23/20 09:00:00 午前,26.842,,,,
18884,10/23/20 09:30:00 午前,26.818,,,,
18885,10/23/20 10:00:00 午前,26.769,,,,
18886,10/23/20 10:30:00 午前,26.646,,,,
18887,10/23/20 11:00:00 午前,26.598,,,,
18888,10/23/20 11:30:00 午前,26.573,,,,
18889,10/23/20 12:00:00 午後,26.524,,,,
18890,10/23/20 12:30:00 午後,26.549,,,,
18891,10/23/20 01:00:00 午後,26.549,,,,
18892,10/23/20 01:30:00 午後,26.549,,,,
18893,10/23/20 02:00:00 午後,26.524,,,,
18894,10/23/20 02:30:00 午後,26.475,,,,
18895,10/23/20 03:00:00 午後,26.426,,,,
18896,10/23/20 03:30:00 午後,26.378,,,,
18897,10/23/20 04:00:00 午後,26.353,,,,
18898,10/23/20 04:30:00 午後,26.353,,,,
18899,10/23/20 05:00:00 午後,26.378,,,,
18900,10/23/20 05:30:00 午後,26.353,,,,
18901,10/23/20 06:00:00 午後,26.378,,,,
18902,10/23/20 06:30:00 午後,26.378,,,,
18903,10/23/20 07:00:00 午後,26.353,,,,
18904,10/23/20 07:30:00 午後,26.304,,,,
18905,10/23/20 08:00:00 午後,26.256,,,,
18906,10/23/20 08:30:00 午後,26.207,,,,
18907,10/23/20 09:00:00 午後,26.134,,,,
18908,10/23/20 09:30:00 午後,26.036,,,,
18909,10/23/20 10:00:00 午後,26.036,,,,
18910,10/23/20 10:30:00 午後,26.036,,,,
18911,10/23/20 11:00:00 午後,26.061,,,,
18912,10/23/20 11:30:00 午後,26.085,,,,
18913,10/24/20 12:00:00 午前,26.134,,,,
18914,10/24/20 12:30:00 午前,26.134,,,,
18915,10/24/20 01:00:00 午前,26.134,,,,
18916,10/24/20 01:30:00 午前,26.158,,,,
18917,10/24/20 02:00:00 午前,26.158,,,,
18918,10/24/20 02:30:00 午前,26.158,,,,
18919,10/24/20 03:00:00 午前,26.182,,,,
18920,10/24/20 03:30:00 午前,26.207,,,,
18921,10/24/20 04:00:00 午前,26.231,,,,
18922,10/24/20 04:30:00 午前,26.207,,,,
18923,10/24/20 05:00:00 午前,26.207,,,,
18924,10/24/20 05:30:00 午前,26.207,,,,
18925,10/24/20 06:00:00 午前,26.207,,,,
18926,10/24/20 06:30:00 午前,26.256,,,,
18927,10/24/20 07:00:00 午前,26.28,,,,
18928,10/24/20 07:30:00 午前,26.28,,,,
18929,10/24/20 08:00:00 午前,26.28,,,,
18930,10/24/20 08:30:00 午前,26.28,,,,
18931,10/24/20 09:00:00 午前,26.28,,,,
18932,10/24/20 09:30:00 午前,26.28,,,,
18933,10/24/20 10:00:00 午前,26.304,,,,
18934,10/24/20 10:30:00 午前,26.304,,,,
18935,10/24/20 11:00:00 午前,26.28,,,,
18936,10/24/20 11:30:00 午前,26.304,,,,
18937,10/24/20 12:00:00 午後,26.329,,,,
18938,10/24/20 12:30:00 午後,26.353,,,,
18939,10/24/20 01:00:00 午後,26.353,,,,
18940,10/24/20 01:30:00 午後,26.353,,,,
18941,10/24/20 02:00:00 午後,26.402,,,,
18942,10/24/20 02:30:00 午後,26.402,,,,
18943,10/24/20 03:00:00 午後,26.402,,,,
18944,10/24/20 03:30:00 午後,26.402,,,,
18945,10/24/20 04:00:00 午後,26.402,,,,
18946,10/24/20 04:30:00 午後,26.426,,,,
18947,10/24/20 05:00:00 午後,26.451,,,,
18948,10/24/20 05:30:00 午後,26.451,,,,
18949,10/24/20 06:00:00 午後,26.5,,,,
18950,10/24/20 06:30:00 午後,26.5,,,,
18951,10/24/20 07:00:00 午後,26.524,,,,
18952,10/24/20 07:30:00 午後,26.573,,,,
18953,10/24/20 08:00:00 午後,26.671,,,,
18954,10/24/20 08:30:00 午後,26.72,,,,
18955,10/24/20 09:00:00 午後,26.72,,,,
18956,10/24/20 09:30:00 午後,26.744,,,,
18957,10/24/20 10:00:00 午後,26.793,,,,
18958,10/24/20 10:30:00 午後,26.842,,,,
18959,10/24/20 11:00:00 午後,26.842,,,,
18960,10/24/20 11:30:00 午後,26.842,,,,
18961,10/25/20 12:00:00 午前,26.818,,,,
18962,10/25/20 12:30:00 午前,26.818,,,,
18963,10/25/20 01:00:00 午前,26.818,,,,
18964,10/25/20 01:30:00 午前,26.793,,,,
18965,10/25/20 02:00:00 午前,26.769,,,,
18966,10/25/20 02:30:00 午前,26.744,,,,
18967,10/25/20 03:00:00 午前,26.744,,,,
18968,10/25/20 03:30:00 午前,26.744,,,,
18969,10/25/20 04:00:00 午前,26.72,,,,
18970,10/25/20 04:30:00 午前,26.72,,,,
18971,10/25/20 05:00:00 午前,26.72,,,,
18972,10/25/20 05:30:00 午前,26.72,,,,
18973,10/25/20 06:00:00 午前,26.744,,,,
18974,10/25/20 06:30:00 午前,26.769,,,,
18975,10/25/20 07:00:00 午前,26.744,,,,
18976,10/25/20 07:30:00 午前,26.72,,,,
18977,10/25/20 08:00:00 午前,26.744,,,,
18978,10/25/20 08:30:00 午前,26.744,,,,
18979,10/25/20 09:00:00 午前,26.744,,,,
18980,10/25/20 09:30:00 午前,26.744,,,,
18981,10/25/20 10:00:00 午前,26.744,,,,
18982,10/25/20 10:30:00 午前,26.769,,,,
18983,10/25/20 11:00:00 午前,26.793,,,,
18984,10/25/20 11:30:00 午前,26.818,,,,
18985,10/25/20 12:00:00 午後,26.842,,,,
18986,10/25/20 12:30:00 午後,26.842,,,,
18987,10/25/20 01:00:00 午後,26.818,,,,
18988,10/25/20 01:30:00 午後,26.818,,,,
18989,10/25/20 02:00:00 午後,26.793,,,,
18990,10/25/20 02:30:00 午後,26.793,,,,
18991,10/25/20 03:00:00 午後,26.793,,,,
18992,10/25/20 03:30:00 午後,26.793,,,,
18993,10/25/20 04:00:00 午後,26.769,,,,
18994,10/25/20 04:30:00 午後,26.769,,,,
18995,10/25/20 05:00:00 午後,26.744,,,,
18996,10/25/20 05:30:00 午後,26.744,,,,
18997,10/25/20 06:00:00 午後,26.744,,,,
18998,10/25/20 06:30:00 午後,26.744,,,,
18999,10/25/20 07:00:00 午後,26.72,,,,
19000,10/25/20 07:30:00 午後,26.695,,,,
19001,10/25/20 08:00:00 午後,26.695,,,,
19002,10/25/20 08:30:00 午後,26.671,,,,
19003,10/25/20 09:00:00 午後,26.671,,,,
19004,10/25/20 09:30:00 午後,26.671,,,,
19005,10/25/20 10:00:00 午後,26.646,,,,
19006,10/25/20 10:30:00 午後,26.646,,,,
19007,10/25/20 11:00:00 午後,26.646,,,,
19008,10/25/20 11:30:00 午後,26.622,,,,
19009,10/26/20 12:00:00 午前,26.622,,,,
19010,10/26/20 12:30:00 午前,26.622,,,,
19011,10/26/20 01:00:00 午前,26.598,,,,
19012,10/26/20 01:30:00 午前,26.598,,,,
19013,10/26/20 02:00:00 午前,26.573,,,,
19014,10/26/20 02:30:00 午前,26.573,,,,
19015,10/26/20 03:00:00 午前,26.573,,,,
19016,10/26/20 03:30:00 午前,26.573,,,,
19017,10/26/20 04:00:00 午前,26.573,,,,
19018,10/26/20 04:30:00 午前,26.549,,,,
19019,10/26/20 05:00:00 午前,26.549,,,,
19020,10/26/20 05:30:00 午前,26.549,,,,
19021,10/26/20 06:00:00 午前,26.524,,,,
19022,10/26/20 06:30:00 午前,26.524,,,,
19023,10/26/20 07:00:00 午前,26.524,,,,
19024,10/26/20 07:30:00 午前,26.524,,,,
19025,10/26/20 08:00:00 午前,26.549,,,,
19026,10/26/20 08:30:00 午前,26.573,,,,
19027,10/26/20 09:00:00 午前,26.598,,,,
19028,10/26/20 09:30:00 午前,26.598,,,,
19029,10/26/20 10:00:00 午前,26.622,,,,
19030,10/26/20 10:30:00 午前,26.622,,,,
19031,10/26/20 11:00:00 午前,26.646,,,,
19032,10/26/20 11:30:00 午前,26.671,,,,
19033,10/26/20 12:00:00 午後,26.695,,,,
19034,10/26/20 12:30:00 午後,26.695,,,,
19035,10/26/20 01:00:00 午後,26.695,,,,
19036,10/26/20 01:30:00 午後,26.646,,,,
19037,10/26/20 02:00:00 午後,26.646,,,,
19038,10/26/20 02:30:00 午後,26.646,,,,
19039,10/26/20 03:00:00 午後,26.646,,,,
19040,10/26/20 03:30:00 午後,26.622,,,,
19041,10/26/20 04:00:00 午後,26.646,,,,
19042,10/26/20 04:30:00 午後,26.622,,,,
19043,10/26/20 05:00:00 午後,26.622,,,,
19044,10/26/20 05:30:00 午後,26.598,,,,
19045,10/26/20 06:00:00 午後,26.598,,,,
19046,10/26/20 06:30:00 午後,26.549,,,,
19047,10/26/20 07:00:00 午後,26.524,,,,
19048,10/26/20 07:30:00 午後,26.549,,,,
19049,10/26/20 08:00:00 午後,26.549,,,,
19050,10/26/20 08:30:00 午後,26.622,,,,
19051,10/26/20 09:00:00 午後,26.622,,,,
19052,10/26/20 09:30:00 午後,26.622,,,,
19053,10/26/20 10:00:00 午後,26.622,,,,
19054,10/26/20 10:30:00 午後,26.622,,,,
19055,10/26/20 11:00:00 午後,26.598,,,,
19056,10/26/20 11:30:00 午後,26.598,,,,
19057,10/27/20 12:00:00 午前,26.573,,,,
19058,10/27/20 12:30:00 午前,26.573,,,,
19059,10/27/20 01:00:00 午前,26.549,,,,
19060,10/27/20 01:30:00 午前,26.524,,,,
19061,10/27/20 02:00:00 午前,26.5,,,,
19062,10/27/20 02:30:00 午前,26.5,,,,
19063,10/27/20 03:00:00 午前,26.5,,,,
19064,10/27/20 03:30:00 午前,26.524,,,,
19065,10/27/20 04:00:00 午前,26.475,,,,
19066,10/27/20 04:30:00 午前,26.378,,,,
19067,10/27/20 05:00:00 午前,26.329,,,,
19068,10/27/20 05:30:00 午前,26.182,,,,
19069,10/27/20 06:00:00 午前,26.085,,,,
19070,10/27/20 06:30:00 午前,26.036,,,,
19071,10/27/20 07:00:00 午前,25.817,,,,
19072,10/27/20 07:30:00 午前,25.671,,,,
19073,10/27/20 08:00:00 午前,25.768,,,,
19074,10/27/20 08:30:00 午前,26.061,,,,
19075,10/27/20 09:00:00 午前,26.207,,,,
19076,10/27/20 09:30:00 午前,26.402,,,,
19077,10/27/20 10:00:00 午前,26.549,,,,
19078,10/27/20 10:30:00 午前,26.646,,,,
19079,10/27/20 11:00:00 午前,26.695,,,,
19080,10/27/20 11:30:00 午前,26.744,,,,
19081,10/27/20 12:00:00 午後,26.769,,,,
19082,10/27/20 12:30:00 午後,26.793,,,,
19083,10/27/20 01:00:00 午後,26.744,,,,
19084,10/27/20 01:30:00 午後,26.744,,,,
19085,10/27/20 02:00:00 午後,26.769,,,,
19086,10/27/20 02:30:00 午後,26.769,,,,
19087,10/27/20 03:00:00 午後,26.769,,,,
19088,10/27/20 03:30:00 午後,26.769,,,,
19089,10/27/20 04:00:00 午後,26.744,,,,
19090,10/27/20 04:30:00 午後,26.744,,,,
19091,10/27/20 05:00:00 午後,26.72,,,,
19092,10/27/20 05:30:00 午後,26.72,,,,
19093,10/27/20 06:00:00 午後,26.598,,,,
19094,10/27/20 06:30:00 午後,26.524,,,,
19095,10/27/20 07:00:00 午後,26.549,,,,
19096,10/27/20 07:30:00 午後,26.524,,,,
19097,10/27/20 08:00:00 午後,26.524,,,,
19098,10/27/20 08:30:00 午後,26.426,,,,
19099,10/27/20 09:00:00 午後,26.329,,,,
19100,10/27/20 09:30:00 午後,26.207,,,,
19101,10/27/20 10:00:00 午後,26.182,,,,
19102,10/27/20 10:30:00 午後,26.304,,,,
19103,10/27/20 11:00:00 午後,26.304,,,,
19104,10/27/20 11:30:00 午後,26.426,,,,
19105,10/28/20 12:00:00 午前,26.573,,,,
19106,10/28/20 12:30:00 午前,26.622,,,,
19107,10/28/20 01:00:00 午前,26.646,,,,
19108,10/28/20 01:30:00 午前,26.598,,,,
19109,10/28/20 02:00:00 午前,26.622,,,,
19110,10/28/20 02:30:00 午前,26.671,,,,
19111,10/28/20 03:00:00 午前,26.646,,,,
19112,10/28/20 03:30:00 午前,26.646,,,,
19113,10/28/20 04:00:00 午前,26.646,,,,
19114,10/28/20 04:30:00 午前,26.671,,,,
19115,10/28/20 05:00:00 午前,26.695,,,,
19116,10/28/20 05:30:00 午前,26.695,,,,
19117,10/28/20 06:00:00 午前,26.475,,,,
19118,10/28/20 06:30:00 午前,26.378,,,,
19119,10/28/20 07:00:00 午前,26.231,,,,
19120,10/28/20 07:30:00 午前,26.158,,,,
19121,10/28/20 08:00:00 午前,26.109,,,,
19122,10/28/20 08:30:00 午前,26.109,,,,
19123,10/28/20 09:00:00 午前,26.207,,,,
19124,10/28/20 09:30:00 午前,26.378,,,,
19125,10/28/20 10:00:00 午前,26.353,,,,
19126,10/28/20 10:30:00 午前,26.402,,,,
19127,10/28/20 11:00:00 午前,26.622,,,,
19128,10/28/20 11:30:00 午前,26.744,,,,
19129,10/28/20 12:00:00 午後,26.744,,,,
19130,10/28/20 12:30:00 午後,26.769,,,,
19131,10/28/20 01:00:00 午後,26.793,,,,
19132,10/28/20 01:30:00 午後,26.818,,,,
19133,10/28/20 02:00:00 午後,26.818,,,,
19134,10/28/20 02:30:00 午後,26.818,,,,
19135,10/28/20 03:00:00 午後,26.842,,,,
19136,10/28/20 03:30:00 午後,26.842,,,,
19137,10/28/20 04:00:00 午後,26.842,,,,
19138,10/28/20 04:30:00 午後,26.818,,,,
19139,10/28/20 05:00:00 午後,26.793,,,,
19140,10/28/20 05:30:00 午後,26.793,,,,
19141,10/28/20 06:00:00 午後,26.793,,,,
19142,10/28/20 06:30:00 午後,26.769,,,,
19143,10/28/20 07:00:00 午後,26.793,,,,
19144,10/28/20 07:30:00 午後,26.769,,,,
19145,10/28/20 08:00:00 午後,26.72,,,,
19146,10/28/20 08:30:00 午後,26.695,,,,
19147,10/28/20 09:00:00 午後,26.598,,,,
19148,10/28/20 09:30:00 午後,26.451,,,,
19149,10/28/20 10:00:00 午後,26.378,,,,
19150,10/28/20 10:30:00 午後,26.28,,,,
19151,10/28/20 11:00:00 午後,26.28,,,,
19152,10/28/20 11:30:00 午後,26.378,,,,
19153,10/29/20 12:00:00 午前,26.475,,,,
19154,10/29/20 12:30:00 午前,26.549,,,,
19155,10/29/20 01:00:00 午前,26.573,,,,
19156,10/29/20 01:30:00 午前,26.622,,,,
19157,10/29/20 02:00:00 午前,26.646,,,,
19158,10/29/20 02:30:00 午前,26.646,,,,
19159,10/29/20 03:00:00 午前,26.646,,,,
19160,10/29/20 03:30:00 午前,26.646,,,,
19161,10/29/20 04:00:00 午前,26.646,,,,
19162,10/29/20 04:30:00 午前,26.646,,,,
19163,10/29/20 05:00:00 午前,26.573,,,,
19164,10/29/20 05:30:00 午前,26.378,,,,
19165,10/29/20 06:00:00 午前,26.158,,,,
19166,10/29/20 06:30:00 午前,25.987,,,,
19167,10/29/20 07:00:00 午前,25.647,,,,
19168,10/29/20 07:30:00 午前,25.598,,,,
19169,10/29/20 08:00:00 午前,25.647,,,,
19170,10/29/20 08:30:00 午前,25.623,,,,
19171,10/29/20 09:00:00 午前,25.598,,,,
19172,10/29/20 09:30:00 午前,25.55,,,,
19173,10/29/20 10:00:00 午前,25.768,,,,
19174,10/29/20 10:30:00 午前,26.207,,,,
19175,10/29/20 11:00:00 午前,26.451,,,,
19176,10/29/20 11:30:00 午前,26.646,,,,
19177,10/29/20 12:00:00 午後,26.695,,,,
19178,10/29/20 12:30:00 午後,26.72,,,,
19179,10/29/20 01:00:00 午後,26.72,,,,
19180,10/29/20 01:30:00 午後,26.72,,,,
19181,10/29/20 02:00:00 午後,26.72,,,,
19182,10/29/20 02:30:00 午後,26.72,,,,
19183,10/29/20 03:00:00 午後,26.72,,,,
19184,10/29/20 03:30:00 午後,26.72,,,,
19185,10/29/20 04:00:00 午後,26.744,,,,
19186,10/29/20 04:30:00 午後,26.72,,,,
19187,10/29/20 05:00:00 午後,26.695,,,,
19188,10/29/20 05:30:00 午後,26.695,,,,
19189,10/29/20 06:00:00 午後,26.695,,,,
19190,10/29/20 06:30:00 午後,26.72,,,,
19191,10/29/20 07:00:00 午後,26.744,,,,
19192,10/29/20 07:30:00 午後,26.744,,,,
19193,10/29/20 08:00:00 午後,26.744,,,,
19194,10/29/20 08:30:00 午後,26.695,,,,
19195,10/29/20 09:00:00 午後,26.695,,,,
19196,10/29/20 09:30:00 午後,26.671,,,,
19197,10/29/20 10:00:00 午後,26.646,,,,
19198,10/29/20 10:30:00 午後,26.622,,,,
19199,10/29/20 11:00:00 午後,26.622,,,,
19200,10/29/20 11:30:00 午後,26.622,,,,
19201,10/30/20 12:00:00 午前,26.622,,,,
19202,10/30/20 12:30:00 午前,26.622,,,,
19203,10/30/20 01:00:00 午前,26.598,,,,
19204,10/30/20 01:30:00 午前,26.598,,,,
19205,10/30/20 02:00:00 午前,26.598,,,,
19206,10/30/20 02:30:00 午前,26.622,,,,
19207,10/30/20 03:00:00 午前,26.622,,,,
19208,10/30/20 03:30:00 午前,26.622,,,,
19209,10/30/20 04:00:00 午前,26.622,,,,
19210,10/30/20 04:30:00 午前,26.598,,,,
19211,10/30/20 05:00:00 午前,26.598,,,,
19212,10/30/20 05:30:00 午前,26.573,,,,
19213,10/30/20 06:00:00 午前,26.573,,,,
19214,10/30/20 06:30:00 午前,26.598,,,,
19215,10/30/20 07:00:00 午前,26.598,,,,
19216,10/30/20 07:30:00 午前,26.573,,,,
19217,10/30/20 08:00:00 午前,26.549,,,,
19218,10/30/20 08:30:00 午前,26.549,,,,
19219,10/30/20 09:00:00 午前,26.549,,,,
19220,10/30/20 09:30:00 午前,26.573,,,,
19221,10/30/20 10:00:00 午前,26.573,,,,
19222,10/30/20 10:30:00 午前,26.573,,,,
19223,10/30/20 11:00:00 午前,26.598,,,,
19224,10/30/20 11:30:00 午前,26.598,,,,
19225,10/30/20 12:00:00 午後,26.573,,,,
19226,10/30/20 12:30:00 午後,26.573,,,,
19227,10/30/20 01:00:00 午後,26.598,,,,
19228,10/30/20 01:30:00 午後,26.598,,,,
19229,10/30/20 02:00:00 午後,26.622,,,,
19230,10/30/20 02:30:00 午後,26.622,,,,
19231,10/30/20 03:00:00 午後,26.622,,,,
19232,10/30/20 03:30:00 午後,26.622,,,,
19233,10/30/20 04:00:00 午後,26.598,,,,
19234,10/30/20 04:30:00 午後,26.598,,,,
19235,10/30/20 05:00:00 午後,26.573,,,,
19236,10/30/20 05:30:00 午後,26.549,,,,
19237,10/30/20 06:00:00 午後,26.524,,,,
19238,10/30/20 06:30:00 午後,26.524,,,,
19239,10/30/20 07:00:00 午後,26.524,,,,
19240,10/30/20 07:30:00 午後,26.524,,,,
19241,10/30/20 08:00:00 午後,26.475,,,,
19242,10/30/20 08:30:00 午後,26.475,,,,
19243,10/30/20 09:00:00 午後,26.451,,,,
19244,10/30/20 09:30:00 午後,26.451,,,,
19245,10/30/20 10:00:00 午後,26.451,,,,
19246,10/30/20 10:30:00 午後,26.426,,,,
19247,10/30/20 11:00:00 午後,26.426,,,,
19248,10/30/20 11:30:00 午後,26.402,,,,
19249,10/31/20 12:00:00 午前,26.402,,,,
19250,10/31/20 12:30:00 午前,26.451,,,,
19251,10/31/20 01:00:00 午前,26.451,,,,
19252,10/31/20 01:30:00 午前,26.475,,,,
19253,10/31/20 02:00:00 午前,26.475,,,,
19254,10/31/20 02:30:00 午前,26.475,,,,
19255,10/31/20 03:00:00 午前,26.475,,,,
19256,10/31/20 03:30:00 午前,26.451,,,,
19257,10/31/20 04:00:00 午前,26.426,,,,
19258,10/31/20 04:30:00 午前,26.402,,,,
19259,10/31/20 05:00:00 午前,26.402,,,,
19260,10/31/20 05:30:00 午前,26.378,,,,
19261,10/31/20 06:00:00 午前,26.378,,,,
19262,10/31/20 06:30:00 午前,26.378,,,,
19263,10/31/20 07:00:00 午前,26.378,,,,
19264,10/31/20 07:30:00 午前,26.353,,,,
19265,10/31/20 08:00:00 午前,26.378,,,,
19266,10/31/20 08:30:00 午前,26.378,,,,
19267,10/31/20 09:00:00 午前,26.378,,,,
19268,10/31/20 09:30:00 午前,26.353,,,,
19269,10/31/20 10:00:00 午前,26.353,,,,
19270,10/31/20 10:30:00 午前,26.353,,,,
19271,10/31/20 11:00:00 午前,26.378,,,,
19272,10/31/20 11:30:00 午前,26.402,,,,
19273,10/31/20 12:00:00 午後,26.402,,,,
19274,10/31/20 12:30:00 午後,26.426,,,,
19275,10/31/20 01:00:00 午後,26.426,,,,
19276,10/31/20 01:30:00 午後,26.475,,,,
19277,10/31/20 02:00:00 午後,26.5,,,,
19278,10/31/20 02:30:00 午後,26.5,,,,
19279,10/31/20 03:00:00 午後,26.475,,,,
19280,10/31/20 03:30:00 午後,26.475,,,,
19281,10/31/20 04:00:00 午後,26.475,,,,
19282,10/31/20 04:30:00 午後,26.475,,,,
19283,10/31/20 05:00:00 午後,26.451,,,,
19284,10/31/20 05:30:00 午後,26.451,,,,
19285,10/31/20 06:00:00 午後,26.451,,,,
19286,10/31/20 06:30:00 午後,26.402,,,,
19287,10/31/20 07:00:00 午後,26.378,,,,
19288,10/31/20 07:30:00 午後,26.378,,,,
19289,10/31/20 08:00:00 午後,26.353,,,,
19290,10/31/20 08:30:00 午後,26.353,,,,
19291,10/31/20 09:00:00 午後,26.353,,,,
19292,10/31/20 09:30:00 午後,26.353,,,,
19293,10/31/20 10:00:00 午後,26.353,,,,
19294,10/31/20 10:30:00 午後,26.353,,,,
19295,10/31/20 11:00:00 午後,26.304,,,,
19296,10/31/20 11:30:00 午後,26.28,,,,
19297,11/01/20 12:00:00 午前,26.256,,,,
19298,11/01/20 12:30:00 午前,26.231,,,,
19299,11/01/20 01:00:00 午前,26.231,,,,
19300,11/01/20 01:30:00 午前,26.256,,,,
19301,11/01/20 02:00:00 午前,26.304,,,,
19302,11/01/20 02:30:00 午前,26.402,,,,
19303,11/01/20 03:00:00 午前,26.426,,,,
19304,11/01/20 03:30:00 午前,26.426,,,,
19305,11/01/20 04:00:00 午前,26.426,,,,
19306,11/01/20 04:30:00 午前,26.451,,,,
19307,11/01/20 05:00:00 午前,26.426,,,,
19308,11/01/20 05:30:00 午前,26.426,,,,
19309,11/01/20 06:00:00 午前,26.402,,,,
19310,11/01/20 06:30:00 午前,26.402,,,,
19311,11/01/20 07:00:00 午前,26.353,,,,
19312,11/01/20 07:30:00 午前,26.304,,,,
19313,11/01/20 08:00:00 午前,26.304,,,,
